mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	volta	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
19	19	0	0	3/4	4	1	viio6						Eb	I		viio6		vii	o	6					o	0	0	-1, -4, 2		2	-1	0	4	0.0	0.0	1.1875	0.0
19	19	1/4	1/4	3/4	4	1	V7						Eb	I		V7		V		7					Mm7	0	0	-2, 2, -1, -4		-2	-2	0	2	0.0	0.0	0.25	0.0
19	19	1/2	1/2	3/4	4	1	I						Eb	I		I		I							M	0	0	-3, 1, -2		-3	-3	0	4	0.0	0.0	0.6875	0.0
20	20	0	0	3/4	4	1	V6						Eb	I		V6		V		6					M	0	0	2, -1, -2		-2	2	0	4	0.0	0.0	0.6875	0.0
20	20	1/4	1/4	3/4	4	1	V						Eb	I		V		V							M	0	0	-2, 2, -1		-2	-2	0	4	0.0	0.0	0.8125	0.0
20	20	1/2	1/2	3/4	4	1	I	0.0123414	-4.48356	/			Eb	I		I		I							M	0	0	-3, 1, -2		-3	-3	1	3	0.25	0.0625	0.625	0.09090909090909091
21	21	0	0	3/4	4	1	V7	-0.362662	-4.31331	/			Eb	I		V7		V		7					Mm7	0	0	-2, 2, -1, -4		-2	-2	0	7	0.0	0.0	1.75	0.0
21	21	1/2	1/2	3/4	4	1	viio6/V	-1.45065	-4.31331	/			Eb	I		viio6/V		vii	o	6		V			o	0	0	0, -3, 3		3	0	0	5	0.0	0.0	0.9375	0.0
22	22	0	0	3/4	4	1	v6	-0.120887	-4.31331	/			Eb	I		v6		v		6					m	0	0	-5, -1, -2		-2	-5	0	4	0.0	0.0	1.75	0.0
22	22	1/4	1/4	3/4	4	1	#io2	0.120887	-4.19242	/			Eb	I		#io2		#i	o	2					o7	0	0	-5, 4, 1, -2		4	-5	0	2	0.0	0.0	0.3125	0.0
22	22	1/2	1/2	3/4	4	1	V65	0	-4.07153	/			Eb	I		V65		V		65					Mm7	0	0	2, -1, -4, -2		-2	2	0	5	0.0	0.0	0.6875	0.0
23	23	0	0	3/4	4	1	I						Eb	I		I		I							M	0	0	-3, 1, -2		-3	-3	0	7	0.0	0.0	2.1875	0.0
23	23	1/2	1/2	3/4	4	1	V43	-0.537822	-4.88927	/			Eb	I		V43		V		43					Mm7	0	0	-1, -4, -2, 2		-2	-1	0	4	0.0	0.0	0.6875	0.0
24	24	0	0	3/4	4	1	I6						Eb	I		I6		I		6					M	0	0	1, -2, -3		-3	1	0	7	0.0	0.0	2.0625	0.0
24	24	1/2	1/2	3/4	4	1	V43						Eb	I		V43		V		43					Mm7	0	0	-1, -4, -2, 2		-2	-1	0	4	0.0	0.0	0.6875	0.0
25	25	0	0	3/4	4	1	I						Eb	I		I		I							M	0	0	-3, 1, -2		-3	-3	0	7	0.0	0.0	2.0625	0.0
25	25	1/2	1/2	3/4	4	1	V43	-0.725323	-4.38703	/			Eb	I		V43		V		43					Mm7	0	0	-1, -4, -2, 2		-2	-1	0	4	0.0	0.0	0.6875	0.0
26	26	0	0	3/4	4	1	I6						Eb	I		I6		I		6					M	0	0	1, -2, -3		-3	1	0	6	0.0	0.0	1.8125	0.0
26	26	1/2	1/2	3/4	4	1	V7/vi	0	-4.16058	/			Eb	I		V7/vi		V		7		vi			Mm7	0	0	1, 5, 2, -1		1	1	0	5	0.0	0.0	0.9375	0.0
27	27	0	0	3/4	4	1	ii6						Eb	I		ii6		ii		6					m	0	0	-4, 0, -1		-1	-4	0	8	0.0	0.0	2.0	0.0
27	27	1/2	1/2	3/4	4	1	V/vi						Eb	I		V/vi		V				vi			M	0	0	1, 5, 2		1	1	0	5	0.0	0.0	1.25	0.0
28	28	1/4	1/4	3/4	4	1	vi						Eb	I		vi		vi							m	0	0	0, -3, 1		0	0	0	4	0.0	0.0	1.0	0.0
29	29	1/4	1/4	3/4	4	1	V/V						Eb	I		V/V		V				V			M	0	0	-1, 3, 0		-1	-1	0	4	0.0	0.0	1.0	0.0
30	30	0	0	3/4	4	1	V						Eb	I		V		V							M	0	0	-2, 2, -1		-2	-2	2	4	0.3333333333333333	0.25	0.75	0.25
30	30	1/4	1/4	3/4	4	1	V7/vi						Eb	I		V7/vi		V		7		vi			Mm7	0	0	1, 5, 2, -1		1	1	0	6	0.0	0.0	1.0	0.0
30	30	1/2	1/2	3/4	4	1	V/vi						Eb	I		V/vi		V				vi			M	0	0	1, 5, 2		1	1	2	4	0.3333333333333333	0.25	0.75	0.25
31	31	0	0	3/4	4	1	vi						Eb	I		vi		vi							m	0	0	0, -3, 1		0	0	0	7	0.0	0.0	0.8125	0.0
31	31	1/4	1/4	3/4	4	1	V.ii	1.81331	-5.52592	/			Eb	V		ii		ii							m	0	0	0, -3, 1		0	0	3	10	0.23076923076923078	0.375	1.375	0.21428571428571427
32	32	0	0	3/4	4	1	V65	-2.53863	-2.62089	/			Eb	V		V65		V		65					Mm7	0	0	3, 0, -3, -1		-1	3	0	18	0.0	0.0	2.3125	0.0
32	32	1/2	1/2	3/4	4	1	I						Eb	V		I		I							M	0	0	-2, 2, -1		-2	-2	0	4	0.0	0.0	0.5	0.0
32	32	5/8	5/8	3/4	4	1	V65						Eb	V		V65		V		65					Mm7	0	0	3, 0, -3, -1		-1	3	0	4	0.0	0.0	0.5	0.0
33	33	0	0	3/4	4	1	V2	-0.604436	-2.5	/			Eb	V		V2		V		2					Mm7	0	0	-3, -1, 3, 0		-1	-3	1	3	0.25	0.125	0.375	0.25
33	33	1/8	1/8	3/4	4	1	I6						Eb	V		I6		I		6					M	0	0	2, -1, -2		-2	2	0	4	0.0	0.0	0.4375	0.0
33	33	1/4	1/4	3/4	4	1	vii%65	-2.41774	-2.62089	/			Eb	V		vii%65		vii	%	65					%7	0	0	0, -3, 1, 3		3	0	0	4	0.0	0.0	0.5	0.0
33	33	3/8	3/8	3/4	4	1	vi65						Eb	V		vi65		vi		65					mm7	0	0	-2, 2, -1, 1		1	-2	0	4	0.0	0.0	0.4375	0.0
33	33	1/2	1/2	3/4	4	1	V6						Eb	V		V6		V		6					M	0	0	3, 0, -1		-1	3	0	4	0.0	0.0	0.5	0.0
33	33	5/8	5/8	3/4	4	1	IV6						Eb	V		IV6		IV		6					M	0	0	1, -2, -3		-3	1	1	3	0.25	0.0625	0.375	0.14285714285714285
34	34	0	0	3/4	4	1	iii6(+6)	-4.11017	-4.31028	/			Eb	V		iii6(+6)		iii		6	+6				m	0	0	-1, 3, 2	-2	2	-1	0	4	0.0	0.0	0.5	0.0
34	34	1/8	1/8	3/4	4	1	ii6	-0.120887	-3.34621	/			Eb	V		ii6		ii		6					m	0	0	-3, 1, 0		0	-3	1	3	0.25	0.0625	0.375	0.14285714285714285
34	34	1/4	1/4	3/4	4	1	I6(+2)	0.375003	-3.43751	/			Eb	V		I6(+2)		I		6	+2				M	0	0	2, -1, -2	0	-2	2	0	4	0.0	0.0	0.5	0.0
34	34	3/8	3/8	3/4	4	1	viio6	0.120887	-4.14015	/			Eb	V		viio6		vii	o	6					o	0	0	0, -3, 3		3	0	1	3	0.25	0.0625	0.375	0.14285714285714285
34	34	1/2	1/2	3/4	4	1	I	0.375003	-4.00001	/			Eb	V		I		I							M	0	0	-2, 2, -1		-2	-2	1	3	0.25	0.125	0.375	0.25
34	34	5/8	5/8	3/4	4	1	V6	0	-4.19242	/			Eb	V		V6		V		6					M	0	0	3, 0, -1		-1	3	0	4	0.0	0.0	0.4375	0.0
35	35	0	0	3/4	4	1	IV6	-1.08798	-5.04806	/			Eb	V		IV6		IV		6					M	0	0	1, -2, -3		-3	1	0	4	0.0	0.0	0.5	0.0
35	35	1/8	1/8	3/4	4	1	V7	0	-4.81623	/			Eb	V		V7		V		7					Mm7	0	0	-1, 3, 0, -3		-1	-1	1	19	0.05	0.125	2.1875	0.05405405405405406
36	36	0	0	3/4	4	1	I\\	1.89876	-8.52971	/	1		Eb	V		I		I						\\	M	0	0	-2, 2, -1		-2	-2	2	9	0.18181818181818182	0.1875	1.6875	0.1
37	36	0	0	3/4	4	1	I\\	2.15143	-8.64555	/	2		Eb	V		I		I						\\	M	0	0	-2, 2, -1		-2	-2	12	8	0.6	1.0	1.5	0.4
38	37	0	0	3/4	4	1	@none						Eb	V		@none		@none							m	0	0					72	0	1.0	6.75	0.0	1.0
41	40	0	0	3/4	4	1	vi.V	0	-3.82976	/			Eb	vi		V		V							M	0	1	1, 5, 2		1	1	0	12	0.0	0.0	1.25	0.0
41	40	3/8	3/8	3/4	4	1	V65	0.0123414	-3.86678	/			Eb	vi		V65		V		65					Mm7	0	1	5, 2, -1, 1		1	5	0	6	0.0	0.0	0.625	0.0
42	41	0	0	3/4	4	1	i						Eb	vi		i		i							m	0	1	0, -3, 1		0	0	0	8	0.0	0.0	1.125	0.0
42	41	1/2	1/2	3/4	4	1	V						Eb	vi		V		V							M	0	1	1, 5, 2		1	1	0	4	0.0	0.0	0.4375	0.0
43	42	0	0	3/4	4	1	i						Eb	vi		i		i							m	0	1	0, -3, 1		0	0	1	11	0.08333333333333333	0.0625	1.5	0.04
44	43	0	0	3/4	4	1	V65						Eb	vi		V65		V		65					Mm7	0	1	5, 2, -1, 1		1	5	0	8	0.0	0.0	1.125	0.0
44	43	1/2	1/2	3/4	4	1	i						Eb	vi		i		i							m	0	1	0, -3, 1		0	0	0	4	0.0	0.0	0.4375	0.0
45	44	0	0	3/4	4	1	V65						Eb	vi		V65		V		65					Mm7	0	1	5, 2, -1, 1		1	5	0	12	0.0	0.0	1.5625	0.0
46	45	0	0	3/4	4	1	i						Eb	vi		i		i							m	0	1	0, -3, 1		0	0	0	8	0.0	0.0	1.125	0.0
46	45	1/2	1/2	3/4	4	1	V2						Eb	vi		V2		V		2					Mm7	0	1	-1, 1, 5, 2		1	-1	0	4	0.0	0.0	0.4375	0.0
47	46	0	0	3/4	4	1	i6						Eb	vi		i6		i		6					m	0	1	-3, 1, 0		0	-3	0	4	0.0	0.0	0.5625	0.0
47	46	1/4	1/4	3/4	4	1	V6/iv						Eb	vi		V6/iv		V		6		iv			M	0	1	4, 1, 0		0	4	0	5	0.0	0.0	0.5	0.0
47	46	1/2	1/2	3/4	4	1	V7/iv						Eb	vi		V7/iv		V		7		iv			Mm7	0	1	0, 4, 1, -2		0	0	0	6	0.0	0.0	0.6875	0.0
48	47	0	0	3/4	4	1	iv						Eb	vi		iv		iv							m	0	1	-1, -4, 0		-1	-1	0	9	0.0	0.0	1.375	0.0
48	47	1/2	1/2	3/4	4	1	iv(64)						Eb	vi		iv(64)		iv			64				m	0	1	-1, -2, 2		-1	-1	2	2	0.5	0.1875	0.25	0.42857142857142855
49	48	0	0	3/4	4	1	iv						Eb	vi		iv		iv							m	0	1	-1, -4, 0		-1	-1	0	6	0.0	0.0	0.9375	0.0
49	48	3/8	3/8	3/4	4	1	V/iv	-1.30172	-1.75616	/			Eb	vi		V/iv		V				iv			M	0	1	0, 4, 1		0	0	0	2	0.0	0.0	0.1875	0.0
49	48	1/2	1/2	3/4	4	1	iv						Eb	vi		iv		iv							m	0	1	-1, -4, 0		-1	-1	0	4	0.0	0.0	0.4375	0.0
50	49	0	0	3/4	4	1	V6/iv	-0.604436	-1.77468	/			Eb	vi		V6/iv		V		6		iv			M	0	1	4, 1, 0		0	4	0	8	0.0	0.0	1.125	0.0
50	49	1/2	1/2	3/4	4	1	iv	-0.120887	-1.89556	/			Eb	vi		iv		iv							m	0	1	-1, -4, 0		-1	-1	0	4	0.0	0.0	0.4375	0.0
51	50	0	0	3/4	4	1	V65/iv						Eb	vi		V65/iv		V		65		iv			Mm7	0	1	4, 1, -2, 0		0	4	0	6	0.0	0.0	0.5625	0.0
51	50	1/4	1/4	3/4	4	1	iv						Eb	vi		iv		iv							m	0	1	-1, -4, 0		-1	-1	0	8	0.0	0.0	0.8125	0.0
51	50	1/2	1/2	3/4	4	1	bVII.viio43	-6.28614	-2.37911	/			Eb	bVII		viio43		vii	o	43					o7	0	0	-6, -9, 0, -3		0	-6	1	3	0.25	0.125	0.375	0.25
51	50	5/8	5/8	3/4	4	1	V64						Eb	bVII		V64		V		64					M	0	0	-3, -4, 0		-4	-3	0	4	0.0	0.0	0.3125	0.0
52	51	0	0	3/4	4	1	I6	-0.00272642	-3.44802	/			Eb	bVII		I6		I		6					M	0	0	-1, -4, -5		-5	-1	0	10	0.0	0.0	1.4375	0.0
52	51	1/2	1/2	3/4	4	1	V65						Eb	bVII		V65		V		65					Mm7	0	0	0, -3, -6, -4		-4	0	0	8	0.0	0.0	0.8125	0.0
53	52	0	0	3/4	4	1	I	0	-4.93126	/			Eb	bVII		I		I							M	0	0	-5, -1, -4		-5	-5	3	7	0.3	0.1875	1.25	0.13043478260869565
53	52	1/2	1/2	3/4	4	1	I64						Eb	bVII		I64		I		64					M	0	0	-4, -5, -1		-5	-4	0	4	0.0	0.0	0.5	0.0
53	52	5/8	5/8	3/4	4	1	I6						Eb	bVII		I6		I		6					M	0	0	-1, -4, -5		-5	-1	0	4	0.0	0.0	0.3125	0.0
54	53	0	0	3/4	4	1	V2						Eb	bVII		V2		V		2					Mm7	0	0	-6, -4, 0, -3		-4	-6	0	11	0.0	0.0	1.6875	0.0
54	53	1/2	1/2	3/4	4	1	I						Eb	bVII		I		I							M	0	0	-5, -1, -4		-5	-5	0	4	0.0	0.0	0.5	0.0
54	53	5/8	5/8	3/4	4	1	I6						Eb	bVII		I6		I		6					M	0	0	-1, -4, -5		-5	-1	0	4	0.0	0.0	0.3125	0.0
55	54	0	0	3/4	4	1	V43						Eb	bVII		V43		V		43					Mm7	0	0	-3, -6, -4, 0		-4	-3	0	9	0.0	0.0	1.3125	0.0
55	54	1/2	1/2	3/4	4	1	IV6						Eb	bVII		IV6		IV		6					M	0	0	-2, -5, -6		-6	-2	0	3	0.0	0.0	0.375	0.0
55	54	11/16	11/16	3/4	4	1	V6						Eb	bVII		V6		V		6					M	0	0	0, -3, -4		-4	0	0	3	0.0	0.0	0.1875	0.0
56	55	0	0	3/4	4	1	I						Eb	bVII		I		I							M	0	0	-5, -1, -4		-5	-5	0	8	0.0	0.0	1.25	0.0
56	55	1/2	1/2	3/4	4	1	V43						Eb	bVII		V43		V		43					Mm7	0	0	-3, -6, -4, 0		-4	-3	0	3	0.0	0.0	0.375	0.0
56	55	11/16	11/16	3/4	4	1	V2						Eb	bVII		V2		V		2					Mm7	0	0	-6, -4, 0, -3		-4	-6	0	3	0.0	0.0	0.1875	0.0
57	56	0	0	3/4	4	1	i.#viio6						Eb	i		#viio6		#vii	o	6					o	0	1	-1, -4, 2		2	-1	5	3	0.625	0.5	0.75	0.4
57	56	1/2	1/2	3/4	4	1	V65	0.0542734	-2.71219	/			Eb	i		V65		V		65					Mm7	0	1	2, -1, -4, -2		-2	2	0	6	0.0	0.0	0.5625	0.0
58	57	0	0	3/4	4	1	i						Eb	i		i		i							m	0	1	-3, -6, -2		-3	-3	0	8	0.0	0.0	1.25	0.0
58	57	1/2	1/2	3/4	4	1	ii						Eb	i		ii		ii							m	0	1	-1, -4, 0		-1	-1	0	3	0.0	0.0	0.375	0.0
58	57	11/16	11/16	3/4	4	1	V2						Eb	i		V2		V		2					Mm7	0	1	-4, -2, 2, -1		-2	-4	0	3	0.0	0.0	0.1875	0.0
59	58	0	0	3/4	4	1	i6						Eb	i		i6		i		6					m	0	1	-6, -2, -3		-3	-6	0	3	0.0	0.0	0.375	0.0
59	58	3/16	3/16	3/4	4	1	#viio7	-3.38484	-3.70887	/			Eb	i		#viio7		#vii	o	7					o7	0	1	2, -1, -4, -7		2	2	0	3	0.0	0.0	0.1875	0.0
59	58	1/4	1/4	3/4	4	1	i	0.362662	-3.70887	/			Eb	i		i		i							m	0	1	-3, -6, -2		-3	-3	0	3	0.0	0.0	0.375	0.0
59	58	7/16	7/16	3/4	4	1	i6						Eb	i		i6		i		6					m	0	1	-6, -2, -3		-3	-6	0	4	0.0	0.0	0.25	0.0
59	58	1/2	1/2	3/4	4	1	iio						Eb	i		iio		ii	o						o	0	1	-1, -4, -7		-1	-1	0	8	0.0	0.0	0.75	0.0
60	59	0	0	3/4	4	1	i6						Eb	i		i6		i		6					m	0	1	-6, -2, -3		-3	-6	1	7	0.125	0.0625	0.6875	0.08333333333333333
60	59	1/4	1/4	3/4	4	1	bIII.viio6	-2.56331	-4.53743	/			Eb	bIII		viio6		vii	o	6					o	0	0	-4, -7, -1		-1	-4	0	4	0.0	0.0	0.5	0.0
60	59	7/16	7/16	3/4	4	1	vi7	-0.120887	-4.67597	/			Eb	bIII		vi7		vi		7					mm7	0	0	-3, -6, -2, -5		-3	-3	0	4	0.0	0.0	0.25	0.0
60	59	1/2	1/2	3/4	4	1	V65	0.483549	-4.76687	/			Eb	bIII		V65		V		65					Mm7	0	0	-1, -4, -7, -5		-5	-1	0	8	0.0	0.0	0.75	0.0
61	60	0	0	3/4	4	1	I	0	-2.86266	/			Eb	bIII		I		I							M	0	0	-6, -2, -5		-6	-6	0	24	0.0	0.0	2.25	0.0
62	61	0	0	3/4	4	1	IV6	0.375003	-3.43751	/			Eb	bIII		IV6		IV		6					M	0	0	-3, -6, -7		-7	-3	0	24	0.0	0.0	2.25	0.0
63	62	0	0	3/4	4	1	V(64)						Eb	bIII		V(64)		V			64				M	0	0	-5, -6, -2		-5	-5	0	24	0.0	0.0	2.25	0.0
64	63	0	0	3/4	4	1	V						Eb	bIII		V		V							M	0	0	-5, -1, -4		-5	-5	0	24	0.0	0.0	2.25	0.0
65	64	0	0	3/4	4	1	i\\						Eb	bIII		i		i						\\	m	0	0	-6, -9, -5		-6	-6	8	0	1.0	0.75	0.0	1.0
65	64	1/4	1/4	3/4	4	1	i						Eb	bIII		i		i							m	0	0	-6, -9, -5		-6	-6	16	0	1.0	1.5	0.0	1.0
66	65	0	0	3/4	4	1	iii.V6						Eb	iii		V6		V		6					M	0	1	6, 3, 2		2	6	0	24	0.0	0.0	2.25	0.0
67	66	0	0	3/4	4	1	V	0	-3.22532	/			Eb	iii		V		V							M	0	1	2, 6, 3		2	2	0	10	0.0	0.0	1.0	0.0
67	66	1/4	1/4	3/4	4	1	@none						Eb	iii		@none		@none							m	0	1					86	0	1.0	9.0	0.0	1.0
72	71	0	0	2/4	4	1	V						Eb	iii		V		V							M	0	1	2, 6, 3		2	2	0	2	0.0	0.0	0.5	0.0
72	71	1/4	1/4	2/4	4	1	V6						Eb	iii		V6		V		6					M	0	1	6, 3, 2		2	6	0	2	0.0	0.0	0.5	0.0
73	72	0	0	2/4	4	1	i						Eb	iii		i		i							m	0	1	1, -2, 2		1	1	0	2	0.0	0.0	0.5	0.0
73	72	1/4	1/4	2/4	4	1	i6						Eb	iii		i6		i		6					m	0	1	-2, 2, 1		1	-2	0	2	0.0	0.0	0.5	0.0
74	73	0	0	2/4	4	1	V64						Eb	iii		V64		V		64					M	0	1	3, 2, 6		2	3	2	4	0.3333333333333333	0.125	0.375	0.25
74	73	1/4	1/4	2/4	4	1	i						Eb	iii		i		i							m	0	1	1, -2, 2		1	1	0	4	0.0	0.0	0.5	0.0
75	74	0	0	2/4	4	1	IV						Eb	iii		IV		IV							M	0	1	0, 4, 1		0	0	2	0	1.0	0.25	0.0	1.0
75	74	1/8	1/8	2/4	4	1	V						Eb	iii		V		V							M	0	1	2, 6, 3		2	2	0	4	0.0	0.0	0.5	0.0
75	74	3/8	3/8	2/4	4	1	i						Eb	iii		i		i							m	0	1	1, -2, 2		1	1	0	2	0.0	0.0	0.25	0.0
76	75	0	0	3/4	4	1	#viio43	-1.45065	-2.25823	/			Eb	iii		#viio43		#vii	o	43					o7	0	1	0, -3, 6, 3		6	0	4	11	0.26666666666666666	0.375	4.375	0.07894736842105263
78	77	0	0	3/4	4	1	V7/iv						Eb	iii		V7/iv		V		7		iv			Mm7	0	1	1, 5, 2, -1		1	1	0	5	0.0	0.0	1.25	0.0
79	78	0	0	2/4	4	1	vi.i						Eb	vi		i		i							m	0	1	0, -3, 1		0	0	0	4	0.0	0.0	1.0	0.0
80	79	0	0	2/4	4	1	V64	-0.120887	-2.37911	/			Eb	vi		V64		V		64					M	0	1	2, 1, 5		1	2	2	4	0.3333333333333333	0.125	0.375	0.25
80	79	1/4	1/4	2/4	4	1	i	-0.241774	-2.01645	/			Eb	vi		i		i							m	0	1	0, -3, 1		0	0	0	4	0.0	0.0	0.5	0.0
81	80	0	0	2/4	4	1	IV						Eb	vi		IV		IV							M	0	1	-1, 3, 0		-1	-1	2	0	1.0	0.25	0.0	1.0
81	80	1/8	1/8	2/4	4	1	V						Eb	vi		V		V							M	0	1	1, 5, 2		1	1	0	4	0.0	0.0	0.5	0.0
81	80	3/8	3/8	2/4	4	1	ii.i						Eb	ii		i		i							m	0	1	-1, -4, 0		-1	-1	0	2	0.0	0.0	0.25	0.0
82	81	0	0	3/4	4	1	V6						Eb	ii		V6		V		6					M	0	1	4, 1, 0		0	4	3	10	0.23076923076923078	0.375	4.875	0.07142857142857142
84	83	0	0	3/4	4	1	V65						Eb	ii		V65		V		65					Mm7	0	1	4, 1, -2, 0		0	4	0	5	0.0	0.0	1.5625	0.0
84	83	1/2	1/2	3/4	4	1	iv6						Eb	ii		iv6		iv		6					m	0	1	-5, -1, -2		-2	-5	2	1	0.6666666666666666	0.1875	0.25	0.42857142857142855
85	84	0	0	3/4	4	1	V7						Eb	ii		V7		V		7					Mm7	0	1	0, 4, 1, -2		0	0	0	5	0.0	0.0	0.6875	0.0
85	84	1/2	1/2	3/4	4	1	V43						Eb	ii		V43		V		43					Mm7	0	1	1, -2, 0, 4		0	1	0	7	0.0	0.0	0.8125	0.0
86	85	0	0	3/4	4	1	i						Eb	ii		i		i							m	0	1	-1, -4, 0		-1	-1	0	5	0.0	0.0	1.3125	0.0
86	85	1/2	1/2	3/4	4	1	VI	0	-2.74177	/			Eb	ii		VI		VI							M	0	1	-5, -1, -4		-5	-5	1	2	0.3333333333333333	0.0625	0.375	0.14285714285714285
87	86	0	0	3/4	4	1	i64						Eb	ii		i64		i		64					m	0	1	0, -1, -4		-1	0	0	5	0.0	0.0	0.9375	0.0
