mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	volta	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
9	9	1/2	1/2	2/2	4	1	V2						b	III	V	V2	V		2					Mm7	1	0	1, 3, 7, 4		3	1	5	0	1.0	1.25	0.0	1.0
10	10	0	0	2/2	4	1	I6						b	III	V	I6	I		6					M	1	0	6, 3, 2		2	6	6	0	1.0	2.0	0.0	1.0
10	10	1/2	1/2	2/2	4	1	V43						b	III	V	V43	V		43					Mm7	1	0	4, 1, 3, 7		3	4	6	0	1.0	1.5	0.0	1.0
11	11	0	0	2/2	4	1	I6						b	III	V	I6	I		6					M	1	0	6, 3, 2		2	6	7	0	1.0	2.0	0.0	1.0
11	11	1/2	1/2	2/2	4	1	V2						b	III	V	V2	V		2					Mm7	1	0	1, 3, 7, 4		3	1	5	0	1.0	1.25	0.0	1.0
12	12	0	0	2/2	4	1	I6						b	III	V	I6	I		6					M	1	0	6, 3, 2		2	6	6	0	1.0	2.0	0.0	1.0
12	12	1/2	1/2	2/2	4	1	V43]						b	III	V	V43	V		43					Mm7	1	0	4, 1, 3, 7		3	4	7	0	1.0	1.75	0.0	1.0
13	13	0	0	2/2	4	1	i.i[i6						b	i	i	i6	i		6					m	1	1	2, 6, 5		5	2	7	0	1.0	2.0	0.0	1.0
13	13	1/2	1/2	2/2	4	1	bII6						b	i	i	bII6	bII		6					M	1	1	4, 1, 0		0	4	4	0	1.0	1.0	0.0	1.0
14	14	0	0	2/2	4	1	i6						b	i	i	i6	i		6					m	1	1	2, 6, 5		5	2	7	0	1.0	2.0	0.0	1.0
14	14	1/2	1/2	2/2	4	1	iio6						b	i	i	iio6	ii	o	6					o	1	1	4, 1, 7		7	4	4	0	1.0	1.0	0.0	1.0
15	15	0	0	2/2	4	1	i6]						b	i	i	i6	i		6					m	1	1	2, 6, 5		5	2	7	0	1.0	2.0	0.0	1.0
15	15	1/2	1/2	2/2	4	1	bII6						b	i		bII6	bII		6					M	1	1	4, 1, 0		0	4	8	0	1.0	2.0	0.0	1.0
16	16	0	0	2/2	4	1	V(64)						b	i		V(64)	V			64				M	1	1	6, 5, 2		6	6	4	0	1.0	1.0	0.0	1.0
16	16	1/4	1/4	2/2	4	1	V						b	i		V	V							M	1	1	6, 10, 7		6	6	4	0	1.0	1.0	0.0	1.0
16	16	1/2	1/2	2/2	4	1	i\\						b	i		i	i						\\	m	1	1	5, 2, 6		5	5	4	0	1.0	1.0	0.0	1.0
17	17	0	0	6/4	4	1	I.I	0.522386	-2.64271	/			b	I		I	I							M	1	0	5, 9, 6		5	5	3	0	1.0	0.75	0.0	1.0
17	17	3/4	3/4	6/4	4	1	I6						b	I		I6	I		6					M	1	0	9, 6, 5		5	9	5	0	1.0	1.0	0.0	1.0
17	17	1	1	6/4	4	1	V43						b	I		V43	V		43					Mm7	1	0	7, 4, 6, 10		6	7	4	0	1.0	1.0	0.0	1.0
17	17	5/4	5/4	6/4	4	1	I						b	I		I	I							M	1	0	5, 9, 6		5	5	4	0	1.0	1.0	0.0	1.0
18	18	0	0	6/4	4	1	V						b	I		V	V							M	1	0	6, 10, 7		6	6	3	0	1.0	0.75	0.0	1.0
18	18	3/4	3/4	6/4	4	1	V[V6	-1.98507	-2.5	/			b	I	V	V6	V		6					M	1	0	10, 7, 6		6	10	5	0	1.0	1.0	0.0	1.0
18	18	1	1	6/4	4	1	V7/ii						b	I	V	V7/ii	V		7		ii			Mm7	1	0	8, 12, 9, 6		8	8	4	0	1.0	1.0	0.0	1.0
18	18	5/4	5/4	6/4	4	1	V6]	0	-2.4	/			b	I	V	V6	V		6					M	1	0	10, 7, 6		6	10	4	0	1.0	1.0	0.0	1.0
19	19	0	0	6/4	4	1	I						b	I		I	I							M	1	0	5, 9, 6		5	5	8	0	1.0	1.75	0.0	1.0
19	19	1	1	6/4	4	1	V6						b	I		V6	V		6					M	1	0	10, 7, 6		6	10	4	0	1.0	1.0	0.0	1.0
19	19	5/4	5/4	6/4	4	1	vi7						b	I		vi7	vi		7					mm7	1	0	8, 5, 9, 6		8	8	4	0	1.0	1.0	0.0	1.0
20	20	0	0	6/4	4	1	V						b	I		V	V							M	1	0	6, 10, 7		6	6	3	0	1.0	0.75	0.0	1.0
20	20	3/4	3/4	6/4	4	1	V[V6						b	I	V	V6	V		6					M	1	0	10, 7, 6		6	10	9	0	1.0	2.0	0.0	1.0
20	20	5/4	5/4	6/4	4	1	V6]						b	I	V	V6	V		6					M	1	0	10, 7, 6		6	10	4	0	1.0	1.0	0.0	1.0
21	21	0	0	6/4	4	1	I						b	I		I	I							M	1	0	5, 9, 6		5	5	3	0	1.0	0.75	0.0	1.0
21	21	3/4	3/4	6/4	4	1	I6	0.208954	-3.29166	/			b	I		I6	I		6					M	1	0	9, 6, 5		5	9	5	0	1.0	1.0	0.0	1.0
21	21	1	1	6/4	4	1	V43	-0.522386	-3.31225	/			b	I		V43	V		43					Mm7	1	0	7, 4, 6, 10		6	7	4	0	1.0	1.0	0.0	1.0
21	21	5/4	5/4	6/4	4	1	I	0.729861	-3.35346	/			b	I		I	I							M	1	0	5, 9, 6		5	5	4	0	1.0	1.0	0.0	1.0
22	22	0	0	6/4	4	1	V	0	-3.44029	/			b	I		V	V							M	1	0	6, 10, 7		6	6	3	0	1.0	0.75	0.0	1.0
22	22	3/4	3/4	6/4	4	1	V6	-0.229553	-4.33643	/			b	I		V6	V		6					M	1	0	10, 7, 6		6	10	5	0	1.0	1.0	0.0	1.0
22	22	1	1	6/4	4	1	V7/ii	-0.39731	-4.37762	/			b	I		V7/ii	V		7		ii			Mm7	1	0	8, 12, 9, 6		8	8	4	0	1.0	1.0	0.0	1.0
22	22	5/4	5/4	6/4	4	1	V	0.332549	-4.41882	/			b	I		V	V							M	1	0	6, 10, 7		6	6	19	0	1.0	4.75	0.0	1.0
24	24	0	0	6/4	4	1	I\\	0	-6.66482	/	1		b	I		I	I						\\	M	1	0	5, 9, 6		5	5	4	0	1.0	1.0	0.0	1.0
24	24	3/4	3/4	6/4	4	1	I6	-0.229553	-3.33434	/	1		b	I		I6	I		6					M	1	0	9, 6, 5		5	9	3	0	1.0	0.75	0.0	1.0
24	24	1	1	6/4	4	1	V43	-1.04477	-3.18718	/	1		b	I		V43	V		43					Mm7	1	0	7, 4, 6, 10		6	7	3	0	1.0	0.75	0.0	1.0
24	24	5/4	5/4	6/4	4	1	I	0.104477	-3.33582	/	1		b	I		I	I							M	1	0	5, 9, 6		5	5	3	0	1.0	0.75	0.0	1.0
25	25	0	0	6/4	4	1	I\\	0	-7.0831	/	1		b	I		I	I						\\	M	1	0	5, 9, 6		5	5	4	0	1.0	1.0	0.0	1.0
25	25	3/4	3/4	6/4	4	1	V	0.229553	-7.15389	/	1		b	I		V	V							M	1	0	6, 10, 7		6	6	12	0	1.0	3.0	0.0	1.0
26	26	0	0	6/4	4	1	V.I						b	V		I	I							M	1	0	6, 10, 7		6	6	19	0	1.0	4.5	0.0	1.0
27	27	0	0	6/4	4	1	V						b	V		V	V							M	1	0	7, 11, 8		7	7	16	0	1.0	3.75	0.0	1.0
28	28	0	0	6/4	4	1	V						b	V		V	V							M	1	0	7, 11, 8		7	7	16	0	1.0	3.75	0.0	1.0
29	29	0	0	6/4	4	1	V/V	0.0205987	-3.35493	/			b	V		V/V	V				V			M	1	0	8, 12, 9		8	8	32	0	1.0	7.5	0.0	1.0
31	31	0	0	6/4	4	1	#iii.i						b	#iii		i	i							m	1	1	9, 6, 10		9	9	3	0	1.0	0.75	0.0	1.0
31	31	3/4	3/4	6/4	4	1	V(64)						b	#iii		V(64)	V			64				M	1	1	10, 9, 6		10	10	19	0	1.0	4.5	0.0	1.0
32	32	3/4	3/4	6/4	4	1	V7						b	#iii		V7	V		7					Mm7	1	1	10, 14, 11, 8		10	10	6	0	1.0	1.5	0.0	1.0
33	33	0	0	6/4	4	1	i[i						b	#iii	i	i	i							m	1	1	9, 6, 10		9	9	16	0	1.0	3.75	0.0	1.0
34	34	0	0	6/4	4	1	iv						b	#iii	i	iv	iv							m	1	1	8, 5, 9		8	8	16	0	1.0	3.75	0.0	1.0
35	35	0	0	6/4	4	1	i6						b	#iii	i	i6	i		6					m	1	1	6, 10, 9		9	6	16	0	1.0	3.75	0.0	1.0
36	36	0	0	6/4	4	1	i6]						b	#iii	i	i6	i		6					m	1	1	6, 10, 9		9	6	3	0	1.0	0.75	0.0	1.0
36	36	3/4	3/4	6/4	4	1	V7						b	#iii		V7	V		7					Mm7	1	1	10, 14, 11, 8		10	10	12	0	1.0	3.0	0.0	1.0
37	37	0	0	6/4	4	1	i					II.ii	b	#iii		i	i							m	1	1	9, 6, 10		9	9	16	0	1.0	3.75	0.0	1.0
38	38	0	0	6/4	4	1	V						b	#iii		V	V							M	1	1	10, 14, 11		10	10	16	0	1.0	3.75	0.0	1.0
39	39	0	0	6/4	4	1	I						b	#iii		I	I							M	1	1	9, 13, 10		9	9	16	0	1.0	3.75	0.0	1.0
40	40	0	0	6/4	4	1	I.V/V						b	I		V/V	V				V			M	1	0	7, 11, 8		7	7	3	0	1.0	0.75	0.0	1.0
40	40	3/4	3/4	6/4	4	1	V7						b	I		V7	V		7					Mm7	1	0	6, 10, 7, 4		6	6	12	0	1.0	3.0	0.0	1.0
41	41	0	0	6/4	4	1	I						b	I		I	I							M	1	0	5, 9, 6		5	5	16	0	1.0	3.75	0.0	1.0
42	42	0	0	6/4	4	1	V						b	I		V	V							M	1	0	6, 10, 7		6	6	16	0	1.0	3.75	0.0	1.0
43	43	0	0	6/4	4	1	I						b	I		I	I							M	1	0	5, 9, 6		5	5	16	0	1.0	3.75	0.0	1.0
44	44	0	0	6/4	4	1	V						b	I		V	V							M	1	0	6, 10, 7		6	6	16	0	1.0	3.75	0.0	1.0
45	45	0	0	6/4	4	1	I						b	I		I	I							M	1	0	5, 9, 6		5	5	16	0	1.0	3.75	0.0	1.0
46	46	0	0	6/4	4	1	V						b	I		V	V							M	1	0	6, 10, 7		6	6	34	0	1.0	8.25	0.0	1.0
48	48	0	0	6/4	4	1	I\\	0.229553	-7.70447	/	1		b	I		I	I						\\	M	1	0	5, 9, 6		5	5	5	0	1.0	1.25	0.0	1.0
48	48	3/4	3/4	6/4	4	1	V	0.459107	-7.70447	/	1		b	I		V	V							M	1	0	6, 10, 7		6	6	9	0	1.0	2.25	0.0	1.0
49	49	0	0	6/4	4	1	I\\	0.229553	-7.09107	/	1		b	I		I	I						\\	M	1	0	5, 9, 6		5	5	5	0	1.0	1.25	0.0	1.0
49	49	3/4	3/4	6/4	4	1	V7	0	-7.59319	/	1		b	I		V7	V		7					Mm7	1	0	6, 10, 7, 4		6	6	24	0	1.0	6.0	0.0	1.0
51	51	0	0	6/4	4	1	I						b	I		I	I							M	1	0	5, 9, 6		5	5	19	0	1.0	4.75	0.0	1.0
52	52	0	0	6/4	4	1	@none	0	-1.35075	/			b	I		@none	@none							m	1	0					41	0	1.0	27.0	0.0	1.0
58	58	0	0	2/2	4	1	V	-0.104477	-2.29105	/			b	I		V	V							M	1	0	6, 10, 7		6	6	8	0	1.0	2.0	0.0	1.0
58	58	1/2	1/2	2/2	4	1	bVI	-0.940294	-2.08209	/			b	I		bVI	bVI							M	1	0	1, 5, 2		1	1	4	0	1.0	1.0	0.0	1.0
60	60	0	0	6/4	4	1	@none	-1.04477	-2.08209	/			b	I		@none	@none							m	1	0					11	0	1.0	3.0	0.0	1.0
62	62	0	0	2/2	4	1	V	0	-1.45523	/			b	I		V	V							M	1	0	6, 10, 7		6	6	8	0	1.0	2.0	0.0	1.0
62	62	1/2	1/2	2/2	4	1	bVI	-0.417909	-1.66418	/			b	I		bVI	bVI							M	1	0	1, 5, 2		1	1	4	0	1.0	1.0	0.0	1.0
64	64	0	0	6/4	4	1	@none	-0.0411985	-2.66479	/			b	I		@none	@none							m	1	0					13	0	1.0	3.0	0.0	1.0
66	66	0	0	2/2	4	1	i.i						b	i		i	i							m	1	1	5, 2, 6		5	5	7	0	1.0	2.25	0.0	1.0
66	66	1/2	1/2	2/2	4	1	iv7						b	i		iv7	iv		7					mm7	1	1	4, 1, 5, 2		4	4	5	0	1.0	1.25	0.0	1.0
67	67	0	0	2/2	4	1	VII(9)						b	i		VII(9)	VII			9				M	1	1	3, 7, 4	5	3	3	7	0	1.0	2.25	0.0	1.0
67	67	1/2	1/2	2/2	4	1	III7						b	i		III7	III		7					Mm7	1	1	2, 6, 3, 0		2	2	4	1	0.8	1.125	0.125	0.9
68	68	0	0	2/2	4	1	VI(9)						b	i		VI(9)	VI			9				M	1	1	1, 5, 2	3	1	1	9	0	1.0	2.0	0.0	1.0
68	68	1/2	1/2	2/2	4	1	iv6						b	i		iv6	iv		6					m	1	1	1, 5, 4		4	1	8	0	1.0	2.0	0.0	1.0
69	69	0	0	2/2	4	1	V						b	i		V	V							M	1	1	6, 10, 7		6	6	6	0	1.0	1.25	0.0	1.0
69	69	1/2	1/2	2/2	4	1	V7						b	i		V7	V		7					Mm7	1	1	6, 10, 7, 4		6	6	2	0	1.0	0.5	0.0	1.0
70	70	0	0	2/2	4	1	i						b	i		i	i							m	1	1	5, 2, 6		5	5	7	0	1.0	2.5	0.0	1.0
70	70	1/2	1/2	2/2	4	1	iv7						b	i		iv7	iv		7					mm7	1	1	4, 1, 5, 2		4	4	3	0	1.0	1.0	0.0	1.0
71	71	0	0	2/2	4	1	VII(9)						b	i		VII(9)	VII			9				M	1	1	3, 7, 4	5	3	3	7	0	1.0	2.25	0.0	1.0
71	71	1/2	1/2	2/2	4	1	III7						b	i		III7	III		7					Mm7	1	1	2, 6, 3, 0		2	2	4	1	0.8	1.125	0.125	0.9
72	72	0	0	2/2	4	1	VI						b	i		VI	VI							M	1	1	1, 5, 2		1	1	4	0	1.0	1.0	0.0	1.0
72	72	1/4	1/4	2/2	4	1	iv65						b	i		iv65	iv		65					mm7	1	1	1, 5, 2, 4		4	1	5	0	1.0	1.0	0.0	1.0
72	72	1/2	1/2	2/2	4	1	V7						b	i		V7	V		7					Mm7	1	1	6, 10, 7, 4		6	6	4	0	1.0	1.0	0.0	1.0
72	72	3/4	3/4	2/2	4	1	V						b	i		V	V							M	1	1	6, 10, 7		6	6	4	0	1.0	1.0	0.0	1.0
73	73	0	0	2/2	4	1	i\\						b	i		i	i						\\	m	1	1	5, 2, 6		5	5	4	0	1.0	1.0	0.0	1.0
73	73	1/4	1/4	2/2	4	1	@none						b	i		@none	@none							m	1	1					8	0	1.0	1.5	0.0	1.0
74	74	0	0	2/2	4	1	i	0	-3.65863	/			b	i		i	i							m	1	1	5, 2, 6		5	5	8	0	1.0	2.0	0.0	1.0
74	74	1/2	1/2	2/2	4	1	iv						b	i		iv	iv							m	1	1	4, 1, 5		4	4	6	0	1.0	1.5	0.0	1.0
75	75	0	0	2/2	4	1	VII	-0.0838784	-2.39256	/			b	i		VII	VII							M	1	1	3, 7, 4		3	3	8	0	1.0	2.0	0.0	1.0
75	75	1/2	1/2	2/2	4	1	III						b	i		III	III							M	1	1	2, 6, 3		2	2	6	0	1.0	1.5	0.0	1.0
76	76	0	0	2/2	4	1	VI	0.229553	-3.17799	/			b	i		VI	VI							M	1	1	1, 5, 2		1	1	8	0	1.0	2.0	0.0	1.0
76	76	1/2	1/2	2/2	4	1	iv6						b	i		iv6	iv		6					m	1	1	1, 5, 4		4	1	6	0	1.0	1.5	0.0	1.0
77	77	0	0	2/2	4	1	V						b	i		V	V							M	1	1	6, 10, 7		6	6	12	0	1.0	3.0	0.0	1.0
78	78	0	0	2/2	4	1	i	1.21105	-3.83592	/			b	i		i	i							m	1	1	5, 2, 6		5	5	8	0	1.0	2.25	0.0	1.0
78	78	1/2	1/2	2/2	4	1	iv						b	i		iv	iv							m	1	1	4, 1, 5		4	4	6	0	1.0	1.25	0.0	1.0
79	79	0	0	2/2	4	1	VII	-0.0838784	-3.03209	/			b	i		VII	VII							M	1	1	3, 7, 4		3	3	8	0	1.0	2.25	0.0	1.0
79	79	1/2	1/2	2/2	4	1	III	0	-2.18657	/			b	i		III	III							M	1	1	2, 6, 3		2	2	6	0	1.0	1.25	0.0	1.0
80	80	0	0	2/2	4	1	VI	-0.104477	-2.88713	/			b	i		VI	VI							M	1	1	1, 5, 2		1	1	9	0	1.0	2.0	0.0	1.0
80	80	1/2	1/2	2/2	4	1	V7						b	i		V7	V		7					Mm7	1	1	6, 10, 7, 4		6	6	4	0	1.0	1.0	0.0	1.0
80	80	3/4	3/4	2/2	4	1	V						b	i		V	V							M	1	1	6, 10, 7		6	6	4	0	1.0	1.0	0.0	1.0
81	81	0	0	2/2	4	1	i\\						b	i		i	i						\\	m	1	1	5, 2, 6		5	5	12	0	1.0	2.5	0.0	1.0
82	82	0	0	2/2	4	1	III.V[I6						b	III	V	I6	I		6					M	1	0	6, 3, 2		2	6	7	0	1.0	2.25	0.0	1.0
82	82	1/2	1/2	2/2	4	1	V2						b	III	V	V2	V		2					Mm7	1	0	1, 3, 7, 4		3	1	4	0	1.0	1.0	0.0	1.0
83	83	0	0	2/2	4	1	I6						b	III	V	I6	I		6					M	1	0	6, 3, 2		2	6	6	0	1.0	2.25	0.0	1.0
83	83	1/2	1/2	2/2	4	1	V43						b	III	V	V43	V		43					Mm7	1	0	4, 1, 3, 7		3	4	4	0	1.0	1.0	0.0	1.0
84	84	0	0	2/2	4	1	I6						b	III	V	I6	I		6					M	1	0	6, 3, 2		2	6	7	0	1.0	2.25	0.0	1.0
84	84	1/2	1/2	2/2	4	1	V43						b	III	V	V43	V		43					Mm7	1	0	4, 1, 3, 7		3	4	4	0	1.0	1.0	0.0	1.0
85	85	0	0	2/2	4	1	I6						b	III	V	I6	I		6					M	1	0	6, 3, 2		2	6	6	0	1.0	2.25	0.0	1.0
85	85	1/2	1/2	2/2	4	1	V43						b	III	V	V43	V		43					Mm7	1	0	4, 1, 3, 7		3	4	2	0	1.0	0.5	0.0	1.0
85	85	3/4	3/4	2/2	4	1	V43]						b	III	V	V43	V		43					Mm7	1	0	4, 1, 3, 7		3	4	2	0	1.0	0.5	0.0	1.0
86	86	0	0	2/2	4	1	i.i[i6						b	i	i	i6	i		6					m	1	1	2, 6, 5		5	2	7	0	1.0	2.0	0.0	1.0
86	86	1/2	1/2	2/2	4	1	bII6						b	i	i	bII6	bII		6					M	1	1	4, 1, 0		0	4	4	0	1.0	1.0	0.0	1.0
87	87	0	0	2/2	4	1	i6						b	i	i	i6	i		6					m	1	1	2, 6, 5		5	2	7	0	1.0	2.0	0.0	1.0
87	87	1/2	1/2	2/2	4	1	iio6						b	i	i	iio6	ii	o	6					o	1	1	4, 1, 7		7	4	4	0	1.0	1.0	0.0	1.0
88	88	0	0	2/2	4	1	i6]						b	i	i	i6	i		6					m	1	1	2, 6, 5		5	2	7	0	1.0	2.0	0.0	1.0
88	88	1/2	1/2	2/2	4	1	bII6						b	i		bII6	bII		6					M	1	1	4, 1, 0		0	4	8	0	1.0	2.0	0.0	1.0
89	89	0	0	2/2	4	1	V(64)						b	i		V(64)	V			64				M	1	1	6, 5, 2		6	6	4	0	1.0	1.0	0.0	1.0
89	89	1/4	1/4	2/2	4	1	V						b	i		V	V							M	1	1	6, 10, 7		6	6	4	0	1.0	1.0	0.0	1.0
89	89	1/2	1/2	2/2	4	1	i\\						b	i		i	i						\\	m	1	1	5, 2, 6		5	5	4	0	1.0	1.0	0.0	1.0
90	90	0	0	2/2	4	1	III.V[I	-0.104477	-4.78402	/			b	III	V	I	I							M	1	0	2, 6, 3		2	2	7	0	1.0	2.0	0.0	1.0
90	90	1/2	1/2	2/2	4	1	viio	0	-5.61497	/			b	III	V	viio	vii	o						o	1	0	7, 4, 1		7	7	7	0	1.0	1.75	0.0	1.0
91	91	0	0	2/2	4	1	I	0.0205987	-4.24537	/			b	III	V	I	I							M	1	0	2, 6, 3		2	2	6	0	1.0	2.0	0.0	1.0
91	91	1/2	1/2	2/2	4	1	viio6	0	-5.84664	/			b	III	V	viio6	vii	o	6					o	1	0	4, 1, 7		7	4	7	0	1.0	1.75	0.0	1.0
92	92	0	0	2/2	4	1	I	0	-3.98191	/			b	III	V	I	I							M	1	0	2, 6, 3		2	2	7	0	1.0	2.0	0.0	1.0
92	92	1/2	1/2	2/2	4	1	viio	0	-5.00505	/			b	III	V	viio	vii	o						o	1	0	7, 4, 1		7	7	7	0	1.0	1.75	0.0	1.0
93	93	0	0	2/2	4	1	I	0.395828	-4.66303	/			b	III	V	I	I							M	1	0	2, 6, 3		2	2	6	0	1.0	2.0	0.0	1.0
93	93	1/2	1/2	2/2	4	1	viio]	0	-6.12415	/			b	III	V	viio	vii	o						o	1	0	7, 4, 1		7	7	7	0	1.0	1.75	0.0	1.0
94	94	0	0	2/2	4	1	i.i[i6	0	-4.56598	/			b	i	i	i6	i		6					m	1	1	2, 6, 5		5	2	7	0	1.0	2.0	0.0	1.0
94	94	1/2	1/2	2/2	4	1	bII6						b	i	i	bII6	bII		6					M	1	1	4, 1, 0		0	4	4	0	1.0	1.0	0.0	1.0
95	95	0	0	2/2	4	1	i6	0.250153	-3.32564	/			b	i	i	i6	i		6					m	1	1	2, 6, 5		5	2	7	0	1.0	2.0	0.0	1.0
95	95	1/2	1/2	2/2	4	1	iio6						b	i	i	iio6	ii	o	6					o	1	1	4, 1, 7		7	4	4	0	1.0	1.0	0.0	1.0
96	96	0	0	2/2	4	1	i6]	0.208954	-4.41939	/			b	i	i	i6	i		6					m	1	1	2, 6, 5		5	2	7	0	1.0	2.0	0.0	1.0
96	96	1/2	1/2	2/2	4	1	bII6						b	i		bII6	bII		6					M	1	1	4, 1, 0		0	4	8	0	1.0	2.0	0.0	1.0
97	97	0	0	2/2	4	1	V(64)						b	i		V(64)	V			64				M	1	1	6, 5, 2		6	6	4	0	1.0	1.0	0.0	1.0
97	97	1/4	1/4	2/2	4	1	V						b	i		V	V							M	1	1	6, 10, 7		6	6	4	0	1.0	1.0	0.0	1.0
97	97	1/2	1/2	2/2	4	1	i\\						b	i		i	i						\\	m	1	1	5, 2, 6		5	5	4	0	1.0	1.0	0.0	1.0
98	98	0	0	2/2	4	1	i						b	i		i	i							m	1	1	5, 2, 6		5	5	8	0	1.0	2.25	0.0	1.0
98	98	3/4	3/4	2/2	4	1	iv						b	i		iv	iv							m	1	1	4, 1, 5		4	4	5	0	1.0	1.0	0.0	1.0
99	99	0	0	2/2	4	1	VII						b	i		VII	VII							M	1	1	3, 7, 4		3	3	8	0	1.0	2.25	0.0	1.0
99	99	3/4	3/4	2/2	4	1	III						b	i		III	III							M	1	1	2, 6, 3		2	2	5	0	1.0	1.0	0.0	1.0
100	100	0	0	2/2	4	1	VI						b	i		VI	VI							M	1	1	1, 5, 2		1	1	6	0	1.0	1.75	0.0	1.0
100	100	1/2	1/2	2/2	4	1	ii6						b	i		ii6	ii		6					m	1	1	4, 8, 7		7	4	3	0	1.0	0.75	0.0	1.0
100	100	3/4	3/4	2/2	4	1	iio64						b	i		iio64	ii	o	64					o	1	1	1, 7, 4		7	1	4	0	1.0	1.0	0.0	1.0
101	101	0	0	2/2	4	1	V\\						b	i		V	V						\\	M	1	1	6, 10, 7		6	6	5	0	1.0	1.25	0.0	1.0
102	102	0	0	2/2	4	1	VI						b	i		VI	VI							M	1	1	1, 5, 2		1	1	6	0	1.0	1.75	0.0	1.0
102	102	1/2	1/2	2/2	4	1	ii6						b	i		ii6	ii		6					m	1	1	4, 8, 7		7	4	7	0	1.0	1.75	0.0	1.0
103	103	0	0	2/2	4	1	V						b	i		V	V							M	1	1	6, 10, 7		6	6	4	0	1.0	1.0	0.0	1.0
104	104	0	0	2/2	4	1	VI						b	i		VI	VI							M	1	1	1, 5, 2		1	1	6	0	1.0	1.75	0.0	1.0
104	104	1/2	1/2	2/2	4	1	ii6						b	i		ii6	ii		6					m	1	1	4, 8, 7		7	4	5	0	1.0	1.25	0.0	1.0
105	105	0	0	2/2	4	1	V						b	i		V	V							M	1	1	6, 10, 7		6	6	4	0	1.0	1.0	0.0	1.0
106	106	0	0	2/2	4	1	VI						b	i		VI	VI							M	1	1	1, 5, 2		1	1	7	0	1.0	2.0	0.0	1.0
