mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	crescendo_hairpin	decrescendo_hairpin
5	4	51/4	51/4	0.25	3/16	3/16	Chord	3/4	3	1	1/16	1/16	1	39				8		
5	4	13	13	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	40				8		
5	4	14	14	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	41						
5	4	12	12	0.0	0	0	Dynamic	3/4	4	1	0				p					
5	4	12	12	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	42				9		
5	4	13	13	1.0	1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	43						
5	4	14	14	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	44						
6	5	15	15	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	45						
6	5	17	17	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	46				10		
6	5	15	15	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	47				11		
6	5	16	16	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	48		articStaccatoAbove				
6	5	17	17	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	49				12		
6	5	15	15	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	50		articStaccatoAbove		13		
6	5	16	16	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	51		articStaccatoAbove				
6	5	17	17	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	52						
6	5	15	15	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	53		articStaccatoAbove		14		
6	5	16	16	1.0	1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	54		articStaccatoAbove				
6	5	17	17	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	55				15		
7	6	18	18	1.75	0	0	Chord	3/4	1	1	7/16	1/4	7/4	56				10		
7	6	79/4	79/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	57				10		
7	6	20	20	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	58						
7	6	18	18	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	59				12		
7	6	20	20	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	60						
7	6	18	18	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	61						
7	6	20	20	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	62						
7	6	18	18	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	63				15		
7	6	20	20	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	64						
8	7	21	21	0.0	0	0	StaffText	3/4	1	1	0						"<font size=""8.2""/><i>cresc.</i>"			
8	7	21	21	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	65				16		
8	7	22	22	2.0	1/4	1/4	Chord	3/4	1	1	1/2	1/2	1	66						
8	7	21	21	0.0	0	0	StaffText	3/4	2	1	0						"<font size=""8.2""/><i>cresc.</i>"			
8	7	21	21	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	67				17		
8	7	22	22	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	68						
8	7	23	23	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	69						
8	7	21	21	0.0	0	0	StaffText	3/4	3	1	0						"<font size=""8.2""/><i>cresc.</i>"			
8	7	21	21	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	70						
8	7	22	22	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	71				18		
8	7	23	23	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	72						
8	7	21	21	0.0	0	0	StaffText	3/4	4	1	0						"<font size=""8.2""/><i>cresc.</i>"			
8	7	21	21	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	73				19		
8	7	22	22	1.0	1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	74				19		
8	7	23	23	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	75						
9	8	24	24	0.0	0	0	StaffText	3/4	1	1	0						"<font size=""8.2""/><i>dim.</i>"			
9	8	24	24	0.75	0	0	Chord	3/4	1	1	3/16	1/8	3/2	76				20		
9	8	99/4	99/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	77				20		
9	8	25	25	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	78				20		
9	8	26	26	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	79						
9	8	24	24	0.0	0	0	StaffText	3/4	2	1	0						"<font size=""8.2""/><i>dim.</i>"			
9	8	24	24	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	80				21		
9	8	25	25	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	81				21		
9	8	26	26	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	82						
9	8	24	24	0.0	0	0	StaffText	3/4	3	1	0						"<font size=""8.2""/><i>dim.</i>"			
9	8	24	24	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	83				22		
9	8	25	25	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	84				22		
9	8	26	26	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	85						
9	8	24	24	0.0	0	0	StaffText	3/4	4	1	0						"<font size=""8.2""/><i>dim.</i>"			
9	8	24	24	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	86				23		
9	8	25	25	1.0	1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	87						
9	8	26	26	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	88						
10	9	27	27	0.0	0	0	Dynamic	3/4	1	1	0				p					
10	9	27	27	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	89				24		
10	9	29	29	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	90						
10	9	27	27	0.0	0	0	Dynamic	3/4	2	1	0				p					
10	9	27	27	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	91				25		
10	9	29	29	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	92						
10	9	27	27	0.0	0	0	Dynamic	3/4	3	1	0				p					
10	9	27	27	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	93				26		
10	9	29	29	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	94						
10	9	27	27	0.0	0	0	Dynamic	3/4	4	1	0				p					
10	9	27	27	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	95				27		
10	9	28	28	1.0	1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	96				27		
10	9	29	29	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	97						
11	10	32	32	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	98				28		
11	10	30	30	0.0	0	0	Spanner	3/4	3	1	0								4	
11	10	30	30	0.75	0	0	Chord	3/4	3	1	3/16	1/8	3/2	99				29	4	
11	10	123/4	123/4	0.0	3/16	3/16	Spanner	3/4	3	1	0								4	0
11	10	123/4	123/4	0.25	3/16	3/16	Chord	3/4	3	1	1/16	1/16	1	100					4	0
11	10	31	31	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	101					4	0
11	10	30	30	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	102						
11	10	32	32	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	103						
12	11	33	33	0.0	0	0	Spanner	3/4	1	1	0							28	5	
12	11	33	33	0.75	0	0	Chord	3/4	1	1	3/16	1/8	3/2	104				28	5	
12	11	135/4	135/4	0.0	3/16	3/16	Spanner	3/4	1	1	0							28	5	1
12	11	135/4	135/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	105				28	5	1
12	11	34	34	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	106					5	1
12	11	33	33	0.0	0	0	Spanner	3/4	3	1	0									
12	11	33	33	0.0	0	0	Spanner	3/4	3	1	0									
12	11	35	35	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	107						
12	11	33	33	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	108						
12	11	35	35	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	109						
13	12	36	36	0.0	0	0	Spanner	3/4	1	1	0									
13	12	36	36	0.0	0	0	Spanner	3/4	1	1	0									
13	12	38	38	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	110						
13	12	36	36	0.0	0	0	Spanner	3/4	3	1	0								6	
13	12	36	36	0.75	0	0	Chord	3/4	3	1	3/16	1/8	3/2	111				30	6	
13	12	147/4	147/4	0.0	3/16	3/16	Spanner	3/4	3	1	0								6	2
13	12	147/4	147/4	0.25	3/16	3/16	Chord	3/4	3	1	1/16	1/16	1	112					6	2
13	12	37	37	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	113					6	2
13	12	38	38	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	114					6	2
13	12	36	36	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	115						
13	12	38	38	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	116						
14	13	40	40	0.0	1/4	1/4	StaffText	3/4	1	1	0						"<font size=""8.2""/><i>cresc.</i>"			
14	13	40	40	0.75	1/4	1/4	Chord	3/4	1	1	3/16	1/8	3/2	117				31		
14	13	163/4	163/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	118						
14	13	41	41	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	119				32		
14	13	39	39	0.75	0	0	Chord	3/4	2	1	3/16	1/8	3/2	120				33		
14	13	159/4	159/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	121						
14	13	40	40	0.0	1/4	1/4	StaffText	3/4	2	1	0						"<font size=""8.2""/><i>cresc.</i>"			
14	13	40	40	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	122				34		
14	13	41	41	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	123				34		
14	13	39	39	0.0	0	0	Spanner	3/4	3	1	0									
14	13	39	39	0.0	0	0	Spanner	3/4	3	1	0									
14	13	39	39	0.75	0	0	Chord	3/4	3	1	3/16	1/8	3/2	124				35		
14	13	159/4	159/4	0.25	3/16	3/16	Chord	3/4	3	1	1/16	1/16	1	125						
14	13	40	40	0.0	1/4	1/4	StaffText	3/4	3	1	0						"<font size=""8.2""/><i>cresc.</i>"			
14	13	40	40	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	126				36		
14	13	41	41	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	127						
14	13	39	39	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	128						
14	13	41	41	0.0	1/2	1/2	StaffText	3/4	4	1	0						"<font size=""8.2""/><i>cresc.</i>"			
14	13	41	41	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	129				37		
15	14	42	42	1.75	0	0	Chord	3/4	1	1	7/16	1/4	7/4	130				32		
15	14	175/4	175/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	131				32		
15	14	44	44	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	132						
15	14	42	42	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	133				34		
15	14	43	43	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	134				34		
15	14	44	44	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	135						
15	14	42	42	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	136				38		
15	14	43	43	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	137				38		
15	14	44	44	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	138						
15	14	42	42	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	139				37		
15	14	44	44	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	140						
16	15	45	45	0.0	0	0	Spanner	3/4	1	1	0									3
16	15	45	45	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	141				39		3
16	15	46	46	0.0	1/4	1/4	Dynamic	3/4	1	1	0				sf					3
16	15	46	46	2.0	1/4	1/4	Chord	3/4	1	1	1/2	1/2	1	142						3
16	15	45	45	0.0	0	0	Spanner	3/4	2	1	0									4
16	15	45	45	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	143						4
16	15	46	46	0.0	1/4	1/4	Dynamic	3/4	2	1	0				sf					4
16	15	46	46	2.0	1/4	1/4	Chord	3/4	2	1	1/2	1/2	1	144						4
16	15	45	45	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	145						
16	15	46	46	0.0	1/4	1/4	Dynamic	3/4	3	1	0				sf					
16	15	46	46	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	146						
16	15	47	47	0.0	1/2	1/2	Spanner	3/4	3	1	0									5
16	15	47	47	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	147						5
16	15	45	45	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	148						
16	15	46	46	0.0	1/4	1/4	Dynamic	3/4	4	1	0				sf					
16	15	46	46	1.0	1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	149						
16	15	47	47	0.0	1/2	1/2	Spanner	3/4	4	1	0									6
16	15	47	47	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	150						6
17	16	48	48	0.0	0	0	Dynamic	3/4	1	1	0				p					
17	16	48	48	0.0	0	0	Spanner	3/4	1	1	0									
17	16	48	48	0.75	0	0	Chord	3/4	1	1	3/16	1/8	3/2	151				40		
17	16	195/4	195/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	152						
17	16	49	49	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	153				41		
17	16	50	50	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	154						
17	16	48	48	0.0	0	0	Dynamic	3/4	2	1	0				p					
17	16	48	48	0.0	0	0	Spanner	3/4	2	1	0									
17	16	48	48	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	155				42		
17	16	49	49	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	156				42		
17	16	50	50	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	157						
17	16	48	48	0.0	0	0	Dynamic	3/4	3	1	0				p					
17	16	48	48	0.0	0	0	Spanner	3/4	3	1	0									
17	16	48	48	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	158				43		
17	16	49	49	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	159				43		
17	16	50	50	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	160						
17	16	48	48	0.0	0	0	Dynamic	3/4	4	1	0				p					
17	16	48	48	0.0	0	0	Spanner	3/4	4	1	0									
17	16	48	48	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	161				44		
17	16	49	49	1.0	1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	162						
17	16	50	50	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	163						
18	17	51	51	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	164				45		
18	17	53	53	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	165						
18	17	51	51	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	166				46		
18	17	53	53	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	167						
18	17	51	51	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	168						
18	17	53	53	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	169						
18	17	51	51	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	170				47		
18	17	52	52	1.0	1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	171						
18	17	53	53	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	172						
19	18	54	54	0.0	0	0	Spanner	3/4	1	1	0								7	
19	18	54	54	0.75	0	0	Chord	3/4	1	1	3/16	1/8	3/2	173				48	7	
19	18	219/4	219/4	0.0	3/16	3/16	Spanner	3/4	1	1	0								7	7
19	18	219/4	219/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	174					7	7
19	18	55	55	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	175					7	7
19	18	54	54	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	176				49		
19	18	55	55	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	177						
19	18	54	54	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	178						
19	18	56	56	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	179						
19	18	54	54	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	180						
19	18	56	56	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	181						
20	19	57	57	0.0	0	0	Spanner	3/4	1	1	0									
20	19	57	57	0.0	0	0	Spanner	3/4	1	1	0									
20	19	59	59	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	182						
20	19	57	57	0.0	0	0	Spanner	3/4	3	1	0								8	
20	19	57	57	0.75	0	0	Chord	3/4	3	1	3/16	1/8	3/2	183				50	8	
20	19	231/4	231/4	0.0	3/16	3/16	Spanner	3/4	3	1	0								8	8
20	19	231/4	231/4	0.25	3/16	3/16	Chord	3/4	3	1	1/16	1/16	1	184					8	8
20	19	58	58	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	185					8	8
20	19	59	59	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	186					8	8
20	19	57	57	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	187						
20	19	59	59	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	188						
21	20	62	62	0.0	1/2	1/2	StaffText	3/4	1	1	0						"<font size=""8.2""/><i>cresc.</i>"			
21	20	62	62	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	189						
21	20	60	60	0.0	0	0	Spanner	3/4	2	1	0								9	
21	20	60	60	0.75	0	0	Chord	3/4	2	1	3/16	1/8	3/2	190				51	9	
21	20	243/4	243/4	0.0	3/16	3/16	Spanner	3/4	2	1	0								9	9
21	20	243/4	243/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	191					9	9
21	20	61	61	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	192					9	9
21	20	60	60	0.0	0	0	Spanner	3/4	3	1	0									
21	20	60	60	0.0	0	0	Spanner	3/4	3	1	0									
21	20	60	60	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	193						
21	20	62	62	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	194						
21	20	60	60	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	195						
21	20	62	62	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	196						
22	21	63	63	0.75	0	0	Chord	3/4	1	1	3/16	1/8	3/2	197				52		
22	21	255/4	255/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	198						
22	21	64	64	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	199						
22	21	65	65	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	200				53		
22	21	63	63	0.0	0	0	Spanner	3/4	2	1	0									
22	21	63	63	0.0	0	0	Spanner	3/4	2	1	0									
22	21	64	64	0.0	1/4	1/4	StaffText	3/4	2	1	0						"<font size=""8.2""/><i>cresc.</i>"			
22	21	64	64	0.75	1/4	1/4	Chord	3/4	2	1	3/16	1/8	3/2	201				54		
22	21	259/4	259/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	202						
22	21	65	65	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	203						
22	21	131/2	131/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	204				55		
22	21	63	63	0.0	0	0	StaffText	3/4	3	1	0						"<font size=""8.2""/><i>cresc.</i>"			
22	21	63	63	0.75	0	0	Chord	3/4	3	1	3/16	1/8	3/2	205				56		
22	21	255/4	255/4	0.25	3/16	3/16	Chord	3/4	3	1	1/16	1/16	1	206						
22	21	64	64	0.75	1/4	1/4	Chord	3/4	3	1	3/16	1/8	3/2	207				57		
22	21	259/4	259/4	0.25	7/16	7/16	Chord	3/4	3	1	1/16	1/16	1	208						
22	21	65	65	0.5	1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	209						
22	21	131/2	131/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	210						
22	21	63	63	0.0	0	0	StaffText	3/4	4	1	0						"<i><font size=""8.2""/>c resc.</i>"			
22	21	63	63	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	211						
22	21	65	65	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	212				58		
23	22	66	66	1.75	0	0	Chord	3/4	1	1	7/16	1/4	7/4	213				53		
23	22	271/4	271/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	214				53		
23	22	68	68	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	215						
23	22	66	66	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	216				55		
23	22	68	68	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	217						
23	22	66	66	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	218						
23	22	68	68	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	219						
23	22	66	66	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	220				58		
23	22	68	68	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	221						
24	23	69	69	0.0	0	0	Spanner	3/4	1	1	0									10
24	23	69	69	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	222				59		10
24	23	70	70	0.0	1/4	1/4	Dynamic	3/4	1	1	0				sf					10
24	23	70	70	2.0	1/4	1/4	Chord	3/4	1	1	1/2	1/2	1	223						10
24	23	69	69	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	224				60		
24	23	70	70	0.0	1/4	1/4	Dynamic	3/4	2	1	0				sf			60		
