mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	Ottava:8va	decrescendo_hairpin	crescendo_hairpin
108	108	428	428	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	1409							
108	108	859/2	859/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8			1/8	1	1410							
108	108	430	430	1.0	1/2	1/2	Chord	2/2	4	1	1/4			1/4	1	1411							
108	108	863/2	863/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8			1/8	1	1412							
109	109	432	432	3.0	0	0	Chord	2/2	1	1	3/4			1/2	3/2	1413							
109	109	435	435	0.5	3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	1414				190			
109	109	871/2	871/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	1415				190			
109	109	432	432	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	1416							
109	109	867/2	867/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	1417							
109	109	434	434	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	1418							
109	109	871/2	871/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	1419							
109	109	432	432	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	1420							
109	109	867/2	867/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8			1/8	1	1421							
109	109	434	434	1.0	1/2	1/2	Chord	2/2	3	1	1/4			1/4	1	1422							
109	109	871/2	871/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8			1/8	1	1423							
109	109	432	432	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	1424							
109	109	867/2	867/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8			1/8	1	1425							
109	109	434	434	1.0	1/2	1/2	Chord	2/2	4	1	1/4			1/4	1	1426							
109	109	871/2	871/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8			1/8	1	1427							
110	110	436	436	0.5	0	0	Chord	2/2	1	1	1/8			1/8	1	1428				190			
110	110	873/2	873/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8			1/8	1	1429							
110	110	437	437	0.5	1/4	1/4	Chord	2/2	1	1	1/8			1/8	1	1430		articStaccatoAbove					
110	110	875/2	875/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	1431		articStaccatoAbove					
110	110	438	438	0.5	1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	1432				191			
110	110	877/2	877/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8			1/8	1	1433							
110	110	439	439	0.5	3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	1434		articStaccatoAbove					
110	110	879/2	879/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	1435		articStaccatoAbove					
110	110	436	436	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	1436							
110	110	875/2	875/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	1437							
110	110	438	438	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	1438							
110	110	879/2	879/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	1439							
110	110	436	436	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	1440							
110	110	875/2	875/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8			1/8	1	1441							
110	110	438	438	1.0	1/2	1/2	Chord	2/2	3	1	1/4			1/4	1	1442							
110	110	879/2	879/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8			1/8	1	1443							
110	110	436	436	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	1444							
110	110	875/2	875/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8			1/8	1	1445							
110	110	438	438	1.0	1/2	1/2	Chord	2/2	4	1	1/4			1/4	1	1446							
110	110	879/2	879/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8			1/8	1	1447							
111	111	440	440	2.0	0	0	Chord	2/2	1	1	1/2			1/2	1	1448							
111	111	442	442	1.5	1/2	1/2	Chord	2/2	1	1	3/8			1/4	3/2	1449							
111	111	887/2	887/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	1450		articStaccatoAbove					
111	111	440	440	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	1451							
111	111	883/2	883/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	1452							
111	111	442	442	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	1453							
111	111	887/2	887/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	1454							
111	111	440	440	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	1455							
111	111	883/2	883/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8			1/8	1	1456							
111	111	442	442	1.0	1/2	1/2	Chord	2/2	3	1	1/4			1/4	1	1457							
111	111	887/2	887/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8			1/8	1	1458							
111	111	440	440	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	1459							
111	111	883/2	883/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8			1/8	1	1460							
111	111	442	442	1.0	1/2	1/2	Chord	2/2	4	1	1/4			1/4	1	1461							
111	111	887/2	887/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8			1/8	1	1462							
112	112	444	444	1.0	0	0	Chord	2/2	1	1	1/4			1/4	1	1463		articStaccatoAbove					
112	112	891/2	891/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	1464		articStaccatoAbove					
112	112	446	446	1.0	1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	1465		articStaccatoAbove					
112	112	895/2	895/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	1466		articStaccatoAbove					
112	112	444	444	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	1467							
112	112	891/2	891/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	1468							
112	112	446	446	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	1469							
112	112	895/2	895/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	1470							
112	112	444	444	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	1471							
112	112	891/2	891/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8			1/8	1	1472							
112	112	446	446	1.0	1/2	1/2	Chord	2/2	3	1	1/4			1/4	1	1473							
112	112	895/2	895/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8			1/8	1	1474							
112	112	444	444	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	1475							
112	112	891/2	891/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8			1/8	1	1476							
112	112	446	446	1.0	1/2	1/2	Chord	2/2	4	1	1/4			1/4	1	1477							
112	112	895/2	895/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8			1/8	1	1478							
113	113	448	448	0.0	0	0	Chord	2/2	1	1	0	appoggiatura		1/8	1	1479							
113	113	448	448	1.0	0	0	Chord	2/2	1	1	1/4			1/4	1	1480				192			
113	113	449	449	0.5	1/4	1/4	Chord	2/2	1	1	1/8			1/8	1	1481				192			
113	113	899/2	899/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	1482							
113	113	450	450	2.0	1/2	1/2	Chord	2/2	1	1	1/2			1/2	1	1483							
113	113	448	448	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	1484							
113	113	899/2	899/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	1485							
113	113	450	450	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	1486							
113	113	903/2	903/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	1487							
113	113	448	448	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	1488							
113	113	899/2	899/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8			1/8	1	1489							
113	113	450	450	1.0	1/2	1/2	Chord	2/2	3	1	1/4			1/4	1	1490							
113	113	903/2	903/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8			1/8	1	1491							
113	113	448	448	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	1492							
113	113	899/2	899/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8			1/8	1	1493							
113	113	450	450	1.0	1/2	1/2	Chord	2/2	4	1	1/4			1/4	1	1494							
113	113	903/2	903/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8			1/8	1	1495							
114	114	452	452	1.0	0	0	Chord	2/2	1	1	1/4			1/4	1	1496							
114	114	453	453	0.0	1/4	1/4	StaffText	2/2	1	1	0								<i>cresc.</i>				
114	114	453	453	0.5	1/4	1/4	Chord	2/2	1	1	1/8			1/8	1	1497				193			
114	114	907/2	907/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	1498				193			
114	114	454	454	1.0	1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	1499				193			
114	114	455	455	0.5	3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	1500				193			
114	114	911/2	911/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	1501							
114	114	452	452	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	1502							
114	114	907/2	907/2	0.0	3/8	3/8	StaffText	2/2	2	1	0								<i>cresc.</i>				
114	114	907/2	907/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	1503							
114	114	454	454	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	1504							
114	114	911/2	911/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	1505							
114	114	452	452	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	1506							
114	114	907/2	907/2	0.0	3/8	3/8	StaffText	2/2	3	1	0								<i>cresc.</i>				
114	114	907/2	907/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8			1/8	1	1507							
114	114	454	454	1.0	1/2	1/2	Chord	2/2	3	1	1/4			1/4	1	1508							
114	114	911/2	911/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8			1/8	1	1509							
114	114	452	452	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	1510							
114	114	907/2	907/2	0.0	3/8	3/8	StaffText	2/2	4	1	0								<i>cresc.</i>				
114	114	907/2	907/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8			1/8	1	1511							
114	114	454	454	1.0	1/2	1/2	Chord	2/2	4	1	1/4			1/4	1	1512							
114	114	911/2	911/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8			1/8	1	1513							
115	115	456	456	0.5	0	0	Chord	2/2	1	1	1/8			1/8	1	1514							
115	115	457	457	0.5	1/4	1/4	Chord	2/2	1	1	1/8			1/8	1	1515				194			
115	115	915/2	915/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	1516				194			
115	115	458	458	0.5	1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	1517							
115	115	459	459	0.5	3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	1518				195			
115	115	919/2	919/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	1519				195			
115	115	456	456	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	1520							
115	115	915/2	915/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	1521							
115	115	458	458	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	1522							
115	115	919/2	919/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	1523							
115	115	456	456	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	1524							
115	115	915/2	915/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8			1/8	1	1525							
115	115	458	458	1.0	1/2	1/2	Chord	2/2	3	1	1/4			1/4	1	1526							
115	115	919/2	919/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8			1/8	1	1527							
115	115	456	456	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	1528							
115	115	915/2	915/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8			1/8	1	1529							
115	115	458	458	1.0	1/2	1/2	Chord	2/2	4	1	1/4			1/4	1	1530							
115	115	919/2	919/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8			1/8	1	1531							
116	116	460	460	3.0	0	0	Chord	2/2	1	1	3/4			1/2	3/2	1532							
116	116	463	463	0.5	3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	1533				196			
116	116	927/2	927/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	1534				196			
116	116	460	460	0.0	0	0	Dynamic	2/2	2	1	0						fp						
116	116	460	460	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	1535							
116	116	923/2	923/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	1536							
116	116	462	462	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	1537							
116	116	927/2	927/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	1538							
116	116	460	460	0.0	0	0	Dynamic	2/2	3	1	0						fp						
116	116	460	460	0.0	0	0	Dynamic	2/2	3	1	0						fp						
116	116	460	460	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	1539							
116	116	923/2	923/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8			1/8	1	1540							
116	116	462	462	1.0	1/2	1/2	Chord	2/2	3	1	1/4			1/4	1	1541							
116	116	927/2	927/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8			1/8	1	1542							
116	116	460	460	0.0	0	0	Dynamic	2/2	4	1	0						fp						
116	116	460	460	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	1543							
116	116	923/2	923/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8			1/8	1	1544							
116	116	462	462	1.0	1/2	1/2	Chord	2/2	4	1	1/4			1/4	1	1545							
116	116	927/2	927/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8			1/8	1	1546							
117	117	464	464	1.0	0	0	Chord	2/2	1	1	1/4			1/4	1	1547		articStaccatoAbove					
117	117	931/2	931/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	1548		articStaccatoAbove					
117	117	466	466	1.0	1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	1549		articStaccatoAbove					
117	117	935/2	935/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	1550		articStaccatoAbove					
117	117	464	464	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	1551							
117	117	931/2	931/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	1552							
117	117	466	466	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	1553							
117	117	935/2	935/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	1554							
117	117	464	464	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	1555							
117	117	931/2	931/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8			1/8	1	1556							
117	117	466	466	1.0	1/2	1/2	Chord	2/2	3	1	1/4			1/4	1	1557							
117	117	935/2	935/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8			1/8	1	1558							
117	117	464	464	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	1559							
117	117	931/2	931/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8			1/8	1	1560							
117	117	466	466	1.0	1/2	1/2	Chord	2/2	4	1	1/4			1/4	1	1561							
117	117	935/2	935/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8			1/8	1	1562							
118	118	468	468	3.0	0	0	Chord	2/2	1	1	3/4			1/2	3/2	1563							
118	118	471	471	0.5	3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	1564				197			
118	118	943/2	943/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	1565				197			
118	118	468	468	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	1566							
118	118	939/2	939/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	1567							
118	118	470	470	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	1568							
118	118	943/2	943/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	1569							
118	118	468	468	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	1570							
118	118	939/2	939/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8			1/8	1	1571							
118	118	470	470	1.0	1/2	1/2	Chord	2/2	3	1	1/4			1/4	1	1572							
118	118	943/2	943/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8			1/8	1	1573							
118	118	468	468	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	1574							
118	118	939/2	939/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8			1/8	1	1575							
118	118	470	470	1.0	1/2	1/2	Chord	2/2	4	1	1/4			1/4	1	1576							
118	118	943/2	943/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8			1/8	1	1577							
119	119	472	472	0.5	0	0	Chord	2/2	1	1	1/8			1/8	1	1578				197			
119	119	945/2	945/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8			1/8	1	1579							
119	119	473	473	0.5	1/4	1/4	Chord	2/2	1	1	1/8			1/8	1	1580		articStaccatoAbove					
119	119	947/2	947/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	1581		articStaccatoAbove					
119	119	474	474	0.5	1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	1582				198			
119	119	949/2	949/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8			1/8	1	1583							
119	119	475	475	0.5	3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	1584		articStaccatoAbove					
119	119	951/2	951/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	1585		articStaccatoAbove					
119	119	472	472	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	1586							
119	119	947/2	947/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	1587							
119	119	474	474	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	1588							
119	119	951/2	951/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	1589							
119	119	472	472	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	1590							
119	119	947/2	947/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8			1/8	1	1591							
119	119	474	474	1.0	1/2	1/2	Chord	2/2	3	1	1/4			1/4	1	1592							
119	119	951/2	951/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8			1/8	1	1593							
119	119	472	472	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	1594							
119	119	947/2	947/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8			1/8	1	1595							
119	119	474	474	1.0	1/2	1/2	Chord	2/2	4	1	1/4			1/4	1	1596							
119	119	951/2	951/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8			1/8	1	1597							
120	120	476	476	2.0	0	0	Chord	2/2	1	1	1/2			1/2	1	1598							
120	120	478	478	1.5	1/2	1/2	Chord	2/2	1	1	3/8			1/4	3/2	1599							
120	120	959/2	959/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	1600		articStaccatoAbove					
120	120	476	476	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	1601							
120	120	955/2	955/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	1602							
120	120	478	478	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	1603							
120	120	959/2	959/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	1604							
120	120	476	476	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	1605							
120	120	955/2	955/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8			1/8	1	1606							
120	120	478	478	1.0	1/2	1/2	Chord	2/2	3	1	1/4			1/4	1	1607							
120	120	959/2	959/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8			1/8	1	1608							
120	120	476	476	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	1609							
120	120	955/2	955/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8			1/8	1	1610							
120	120	478	478	1.0	1/2	1/2	Chord	2/2	4	1	1/4			1/4	1	1611							
120	120	959/2	959/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8			1/8	1	1612							
121	121	480	480	1.0	0	0	Chord	2/2	1	1	1/4			1/4	1	1613		articStaccatoAbove					
121	121	963/2	963/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	1614		articStaccatoAbove					
121	121	482	482	1.0	1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	1615		articStaccatoAbove					
121	121	967/2	967/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	1616		articStaccatoAbove					
121	121	480	480	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	1617							
121	121	963/2	963/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	1618							
121	121	482	482	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	1619							
121	121	967/2	967/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	1620							
121	121	480	480	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	1621							
121	121	963/2	963/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8			1/8	1	1622							
121	121	482	482	1.0	1/2	1/2	Chord	2/2	3	1	1/4			1/4	1	1623							
121	121	967/2	967/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8			1/8	1	1624							
121	121	480	480	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	1625							
121	121	963/2	963/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8			1/8	1	1626							
121	121	482	482	1.0	1/2	1/2	Chord	2/2	4	1	1/4			1/4	1	1627							
121	121	967/2	967/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8			1/8	1	1628							
122	122	484	484	0.0	0	0	Chord	2/2	1	1	0	appoggiatura		1/8	1	1629							
122	122	484	484	1.0	0	0	Chord	2/2	1	1	1/4			1/4	1	1630				199			
122	122	485	485	0.5	1/4	1/4	Chord	2/2	1	1	1/8			1/8	1	1631				199			
122	122	971/2	971/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	1632							
122	122	486	486	2.0	1/2	1/2	Chord	2/2	1	1	1/2			1/2	1	1633							
122	122	484	484	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	1634							
122	122	971/2	971/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	1635							
122	122	486	486	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	1636							
122	122	975/2	975/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	1637							
122	122	484	484	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	1638							
122	122	971/2	971/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8			1/8	1	1639							
122	122	486	486	1.0	1/2	1/2	Chord	2/2	3	1	1/4			1/4	1	1640							
122	122	975/2	975/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8			1/8	1	1641							
122	122	484	484	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	1642							
122	122	971/2	971/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8			1/8	1	1643							
122	122	486	486	1.0	1/2	1/2	Chord	2/2	4	1	1/4			1/4	1	1644							
122	122	975/2	975/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8			1/8	1	1645							
123	123	488	488	1.0	0	0	Chord	2/2	1	1	1/4			1/4	1	1646							
123	123	489	489	0.0	1/4	1/4	StaffText	2/2	1	1	0								<i>cresc.</i>				
123	123	489	489	0.5	1/4	1/4	Chord	2/2	1	1	1/8			1/8	1	1647				200			
123	123	979/2	979/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	1648				200			
123	123	490	490	1.0	1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	1649				200			
123	123	491	491	0.5	3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	1650				200			
123	123	983/2	983/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	1651							
123	123	488	488	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	1652							
123	123	489	489	0.0	1/4	1/4	StaffText	2/2	2	1	0								<i>cresc.</i>				
123	123	979/2	979/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	1653							
123	123	490	490	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	1654							
123	123	983/2	983/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	1655							
123	123	488	488	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	1656							
123	123	489	489	0.0	1/4	1/4	StaffText	2/2	3	1	0								<i>cresc.</i>				
123	123	979/2	979/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8			1/8	1	1657							
123	123	490	490	1.0	1/2	1/2	Chord	2/2	3	1	1/4			1/4	1	1658							
123	123	983/2	983/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8			1/8	1	1659							
123	123	488	488	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	1660							
123	123	489	489	0.0	1/4	1/4	StaffText	2/2	4	1	0								<i>cresc.</i>				
123	123	979/2	979/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8			1/8	1	1661							
123	123	490	490	1.0	1/2	1/2	Chord	2/2	4	1	1/4			1/4	1	1662							
123	123	983/2	983/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8			1/8	1	1663							
124	124	492	492	2.0	0	0	Chord	2/2	1	1	1/2			1/2	1	1664		articStaccatissimoAbove					
124	124	494	494	2.0	1/2	1/2	Chord	2/2	1	1	1/2			1/2	1	1665		articStaccatissimoAbove					
124	124	492	492	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	1666							
124	124	987/2	987/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	1667							
124	124	494	494	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	1668							
124	124	991/2	991/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	1669							
124	124	492	492	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	1670							
124	124	987/2	987/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8			1/8	1	1671							
124	124	494	494	1.0	1/2	1/2	Chord	2/2	3	1	1/4			1/4	1	1672							
124	124	991/2	991/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8			1/8	1	1673							
124	124	492	492	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	1674							
124	124	987/2	987/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8			1/8	1	1675							
124	124	494	494	1.0	1/2	1/2	Chord	2/2	4	1	1/4			1/4	1	1676							
124	124	991/2	991/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8			1/8	1	1677							
125	125	496	496	0.0	0	0	Dynamic	2/2	1	1	0						fp						
125	125	496	496	3.0	0	0	Chord	2/2	1	1	3/4			1/2	3/2	1678							
125	125	499	499	1.0	3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	1679		articStaccatoAbove					
125	125	496	496	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	1680							
125	125	995/2	995/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	1681							
125	125	498	498	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	1682							
125	125	999/2	999/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	1683							
125	125	496	496	0.0	0	0	Dynamic	2/2	3	1	0						fp						
125	125	496	496	0.0	0	0	Dynamic	2/2	3	1	0						fp						
