mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	Ottava:8va	decrescendo_hairpin	crescendo_hairpin
84	84	333	333	1.0	1/4	1/4	Chord	2/2	3	1	1/4			1/4	1	1147							
84	84	335	335	1.0	3/4	3/4	Chord	2/2	3	1	1/4			1/4	1	1148							
84	84	332	332	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	1149				127			
84	84	333	333	1.0	1/4	1/4	Chord	2/2	4	1	1/4			1/4	1	1150							
84	84	335	335	1.0	3/4	3/4	Chord	2/2	4	1	1/4			1/4	1	1151							
85	85	336	336	0.0	0	0	Dynamic	2/2	1	1	0						pp						
85	85	336	336	3.0	0	0	Chord	2/2	1	1	3/4			1/2	3/2	1152				130			
85	85	339	339	0.5	3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	1153				130			
85	85	679/2	679/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	1154				130			
85	85	336	336	0.0	0	0	Dynamic	2/2	2	1	0						pp						
85	85	336	336	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	1155							
85	85	337	337	0.5	1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	1156				131			
85	85	675/2	675/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	1157				131			
85	85	338	338	2.0	1/2	1/2	Chord	2/2	2	1	1/2			1/2	1	1158							
85	85	336	336	0.0	0	0	Dynamic	2/2	3	1	0						pp						
85	85	336	336	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	1159							
85	85	337	337	0.5	1/4	1/4	Chord	2/2	3	1	1/8			1/8	1	1160				132			
85	85	675/2	675/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8			1/8	1	1161				132			
85	85	338	338	2.0	1/2	1/2	Chord	2/2	3	1	1/2			1/2	1	1162							
85	85	336	336	0.0	0	0	Dynamic	2/2	4	1	0						pp						
85	85	336	336	4.0	0	0	Chord	2/2	4	1	1			1	1	1163							
86	86	340	340	3.0	0	0	Chord	2/2	1	1	3/4			1/2	3/2	1164				130			
86	86	343	343	0.5	3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	1165				130			
86	86	687/2	687/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	1166							
86	86	340	340	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	1167				133			
86	86	341	341	0.5	1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	1168				133			
86	86	683/2	683/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	1169				133			
86	86	342	342	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	1170				133			
86	86	343	343	0.5	3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	1171				133			
86	86	687/2	687/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	1172							
86	86	340	340	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	1173				134			
86	86	341	341	0.5	1/4	1/4	Chord	2/2	3	1	1/8			1/8	1	1174				134			
86	86	683/2	683/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8			1/8	1	1175				134			
86	86	342	342	1.0	1/2	1/2	Chord	2/2	3	1	1/4			1/4	1	1176				134			
86	86	343	343	0.5	3/4	3/4	Chord	2/2	3	1	1/8			1/8	1	1177				134			
86	86	687/2	687/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8			1/8	1	1178							
86	86	340	340	4.0	0	0	Chord	2/2	4	1	1			1	1	1179							
87	87	344	344	3.0	0	0	Chord	2/2	1	1	3/4			1/2	3/2	1180				135			
87	87	347	347	0.5	3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	1181				135			
87	87	695/2	695/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	1182				135			
87	87	344	344	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	1183							
87	87	345	345	0.5	1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	1184				136			
87	87	691/2	691/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	1185				136			
87	87	346	346	0.5	1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	1186				136			
87	87	693/2	693/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	1187				136			
87	87	347	347	0.5	3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	1188				136			
87	87	695/2	695/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	1189							
87	87	344	344	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	1190							
87	87	345	345	0.5	1/4	1/4	Chord	2/2	3	1	1/8			1/8	1	1191				137			
87	87	691/2	691/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8			1/8	1	1192				137			
87	87	346	346	0.5	1/2	1/2	Chord	2/2	3	1	1/8			1/8	1	1193				137			
87	87	693/2	693/2	0.5	5/8	5/8	Chord	2/2	3	1	1/8			1/8	1	1194				137			
87	87	347	347	0.5	3/4	3/4	Chord	2/2	3	1	1/8			1/8	1	1195				137			
87	87	695/2	695/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8			1/8	1	1196							
87	87	344	344	4.0	0	0	Chord	2/2	4	1	1			1	1	1197							
88	88	348	348	0.5	0	0	Chord	2/2	1	1	1/8			1/8	1	1198				135			
88	88	697/2	697/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8			1/8	1	1199				135			
88	88	349	349	0.5	1/4	1/4	Chord	2/2	1	1	1/8			1/8	1	1200				135			
88	88	699/2	699/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	1201				135			
88	88	350	350	0.5	1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	1202				135			
88	88	701/2	701/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8			1/8	1	1203				135			
88	88	351	351	0.5	3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	1204				135			
88	88	703/2	703/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	1205							
88	88	348	348	3.0	0	0	Chord	2/2	2	1	3/4			1/2	3/2	1206				138			
88	88	351	351	0.5	3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	1207				138			
88	88	703/2	703/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	1208							
88	88	348	348	3.0	0	0	Chord	2/2	3	1	3/4			1/2	3/2	1209				139			
88	88	351	351	0.5	3/4	3/4	Chord	2/2	3	1	1/8			1/8	1	1210				139			
88	88	703/2	703/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8			1/8	1	1211							
88	88	348	348	4.0	0	0	Chord	2/2	4	1	1			1	1	1212							
89	89	352	352	1.0	0	0	Chord	2/2	1	1	1/4			1/4	1	1213							
89	89	353	353	0.5	1/4	1/4	Chord	2/2	1	1	1/8			1/8	1	1214				140			
89	89	707/2	707/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	1215				140			
89	89	354	354	0.5	1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	1216		articStaccatoAbove					
89	89	352	352	0.0	0	0	Dynamic	2/2	2	1	0						pp						
89	89	352	352	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	1217							
89	89	355	355	0.5	3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	1218				141			
89	89	711/2	711/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	1219				141			
89	89	352	352	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	1220							
89	89	354	354	0.0	1/2	1/2	Dynamic	2/2	3	1	0						pp						
89	89	352	352	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	1221							
90	90	357	357	0.5	1/4	1/4	Chord	2/2	1	1	1/8			1/8	1	1222				142			
90	90	715/2	715/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	1223				142			
90	90	358	358	0.5	1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	1224		articStaccatoAbove					
90	90	356	356	0.5	0	0	Chord	2/2	2	1	1/8			1/8	1	1225		articStaccatoAbove					
90	90	359	359	0.0	3/4	3/4	Dynamic	2/2	3	1	0						pp						
90	90	359	359	0.5	3/4	3/4	Chord	2/2	3	1	1/8			1/8	1	1226				143			
90	90	719/2	719/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8			1/8	1	1227				143			
91	91	361	361	0.5	1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	1228				144			
91	91	723/2	723/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	1229				144			
91	91	362	362	0.5	1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	1230		articStaccatoBelow					
91	91	360	360	0.5	0	0	Chord	2/2	3	1	1/8			1/8	1	1231		articStaccatoBelow					
91	91	363	363	0.0	3/4	3/4	Dynamic	2/2	4	1	0						pp						
91	91	363	363	0.5	3/4	3/4	Chord	2/2	4	1	1/8			1/8	1	1232				145			
91	91	727/2	727/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8			1/8	1	1233				145			
92	92	367	367	0.5	3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	1234				146			
92	92	735/2	735/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	1235				146			
92	92	365	365	0.5	1/4	1/4	Chord	2/2	3	1	1/8			1/8	1	1236				147			
92	92	731/2	731/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8			1/8	1	1237				147			
92	92	366	366	0.5	1/2	1/2	Chord	2/2	3	1	1/8			1/8	1	1238		articStaccatoBelow					
92	92	364	364	0.5	0	0	Chord	2/2	4	1	1/8			1/8	1	1239		articStaccatoBelow					
93	93	369	369	0.5	1/4	1/4	Chord	2/2	1	1	1/8			1/8	1	1240				148			
93	93	739/2	739/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	1241				148			
93	93	370	370	0.5	1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	1242		articStaccatoAbove					
93	93	371	371	0.5	3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	1243				149			
93	93	743/2	743/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	1244				149			
93	93	368	368	0.5	0	0	Chord	2/2	2	1	1/8			1/8	1	1245		articStaccatoBelow					
94	94	372	372	0.5	0	0	Chord	2/2	1	1	1/8			1/8	1	1246		articStaccatoAbove					
94	94	373	373	0.5	1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	1247				150			
94	94	747/2	747/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	1248				150			
94	94	374	374	0.5	1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	1249		articStaccatoBelow					
94	94	375	375	0.5	3/4	3/4	Chord	2/2	3	1	1/8			1/8	1	1250				151			
94	94	751/2	751/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8			1/8	1	1251				151			
95	95	379	379	0.5	3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	1252				152			
95	95	759/2	759/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	1253				152			
95	95	376	376	0.5	0	0	Chord	2/2	3	1	1/8			1/8	1	1254		articStaccatoBelow					
95	95	377	377	0.5	1/4	1/4	Chord	2/2	4	1	1/8			1/8	1	1255				153			
95	95	755/2	755/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8			1/8	1	1256				153			
95	95	378	378	0.5	1/2	1/2	Chord	2/2	4	1	1/8			1/8	1	1257		articStaccatoBelow					
96	96	383	383	0.5	3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	1258				154			
96	96	767/2	767/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	1259				154			
96	96	380	380	0.5	0	0	Chord	2/2	2	1	1/8			1/8	1	1260		articStaccatoBelow					
96	96	381	381	0.5	1/4	1/4	Chord	2/2	3	1	1/8			1/8	1	1261				155			
96	96	763/2	763/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8			1/8	1	1262				155			
96	96	382	382	0.5	1/2	1/2	Chord	2/2	3	1	1/8			1/8	1	1263		articStaccatoBelow					
97	97	384	384	0.5	0	0	Chord	2/2	1	1	1/8			1/8	1	1264		articStaccatoAbove					
97	97	385	385	0.5	1/4	1/4	Chord	2/2	1	1	1/8			1/8	1	1265				156			
97	97	771/2	771/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	1266				156			
97	97	386	386	0.5	1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	1267		articStaccatoAbove					
97	97	387	387	0.5	3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	1268				157			
97	97	775/2	775/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	1269				157			
98	98	389	389	0.5	1/4	1/4	Chord	2/2	1	1	1/8			1/8	1	1270				158			
98	98	779/2	779/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	1271				158			
98	98	390	390	0.5	1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	1272		articStaccatoBelow					
98	98	388	388	0.5	0	0	Chord	2/2	2	1	1/8			1/8	1	1273		articStaccatoBelow					
98	98	391	391	0.5	3/4	3/4	Chord	2/2	4	1	1/8			1/8	1	1274				159			
98	98	783/2	783/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8			1/8	1	1275				159			
99	99	393	393	0.5	1/4	1/4	Chord	2/2	3	1	1/8			1/8	1	1276				160			
99	99	787/2	787/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8			1/8	1	1277				160			
99	99	394	394	0.5	1/2	1/2	Chord	2/2	3	1	1/8			1/8	1	1278		articStaccatoBelow					
99	99	392	392	0.5	0	0	Chord	2/2	4	1	1/8			1/8	1	1279		articStaccatoAbove					
99	99	395	395	0.5	3/4	3/4	Chord	2/2	4	1	1/8			1/8	1	1280				161			
99	99	791/2	791/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8			1/8	1	1281				161			
100	100	397	397	0.5	1/4	1/4	Chord	2/2	3	1	1/8			1/8	1	1282				162			
100	100	795/2	795/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8			1/8	1	1283				162			
100	100	398	398	0.5	1/2	1/2	Chord	2/2	3	1	1/8			1/8	1	1284		articStaccatoBelow					
100	100	396	396	0.5	0	0	Chord	2/2	4	1	1/8			1/8	1	1285		articStaccatoBelow					
100	100	399	399	0.5	3/4	3/4	Chord	2/2	4	1	1/8			1/8	1	1286				163			
100	100	799/2	799/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8			1/8	1	1287				163			
101	101	401	401	0.5	1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	1288				164			
101	101	803/2	803/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	1289				164			
101	101	402	402	0.5	1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	1290		articStaccatoBelow					
101	101	401	401	0.5	1/4	1/4	Chord	2/2	3	1	1/8			1/8	1	1291				165			
101	101	803/2	803/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8			1/8	1	1292				165			
101	101	402	402	0.5	1/2	1/2	Chord	2/2	3	1	1/8			1/8	1	1293		articStaccatoBelow					
101	101	400	400	0.5	0	0	Chord	2/2	4	1	1/8			1/8	1	1294		articStaccatoBelow					
101	101	403	403	0.5	3/4	3/4	Chord	2/2	4	1	1/8			1/8	1	1295				166			
101	101	807/2	807/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8			1/8	1	1296				166			
102	102	405	405	0.5	1/4	1/4	Chord	2/2	1	1	1/8			1/8	1	1297				167			
102	102	811/2	811/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	1298				167			
102	102	406	406	0.5	1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	1299		articStaccatoAbove					
102	102	405	405	0.5	1/4	1/4	Chord	2/2	3	1	1/8			1/8	1	1300				168			
102	102	811/2	811/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8			1/8	1	1301				168			
102	102	406	406	0.5	1/2	1/2	Chord	2/2	3	1	1/8			1/8	1	1302		articStaccatoBelow					
102	102	404	404	0.5	0	0	Chord	2/2	4	1	1/8			1/8	1	1303		articStaccatoBelow					
102	102	407	407	0.5	3/4	3/4	Chord	2/2	4	1	1/8			1/8	1	1304				169			
102	102	815/2	815/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8			1/8	1	1305				169			
103	103	411	411	0.0	3/4	3/4	StaffText	2/2	1	1	0								<i>cresc.</i>				
103	103	411	411	0.5	3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	1306				170			
103	103	823/2	823/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	1307				170			
103	103	409	409	0.5	1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	1308				171			
103	103	819/2	819/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	1309				171			
103	103	410	410	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	1310		articStaccatoBelow					
103	103	411	411	0.0	3/4	3/4	StaffText	2/2	2	1	0								<i>cresc.</i>				
103	103	411	411	0.5	3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	1311				172			
103	103	823/2	823/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	1312				172			
103	103	408	408	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	1313							
103	103	409	409	0.5	1/4	1/4	Chord	2/2	3	1	1/8			1/8	1	1314				173			
103	103	819/2	819/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8			1/8	1	1315				173			
103	103	410	410	1.0	1/2	1/2	Chord	2/2	3	1	1/4			1/4	1	1316		articStaccatoBelow					
103	103	411	411	0.0	3/4	3/4	StaffText	2/2	3	1	0								<i>cresc.</i>				
103	103	411	411	0.5	3/4	3/4	Chord	2/2	3	1	1/8			1/8	1	1317				174			
103	103	823/2	823/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8			1/8	1	1318				174			
103	103	408	408	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	1319		articStaccatoBelow					
103	103	409	409	0.5	1/4	1/4	Chord	2/2	4	1	1/8			1/8	1	1320				175			
103	103	819/2	819/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8			1/8	1	1321				175			
103	103	410	410	1.0	1/2	1/2	Chord	2/2	4	1	1/4			1/4	1	1322		articStaccatoBelow					
103	103	411	411	0.0	3/4	3/4	StaffText	2/2	4	1	0								<i>cresc.</i>				
103	103	411	411	0.5	3/4	3/4	Chord	2/2	4	1	1/8			1/8	1	1323				176			
103	103	823/2	823/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8			1/8	1	1324				176			
104	104	412	412	1.0	0	0	Chord	2/2	1	1	1/4			1/4	1	1325		articStaccatoAbove					
104	104	413	413	0.5	1/4	1/4	Chord	2/2	1	1	1/8			1/8	1	1326				177			
104	104	827/2	827/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	1327				177			
104	104	414	414	1.0	1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	1328		articStaccatoAbove					
104	104	415	415	0.5	3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	1329				178			
104	104	831/2	831/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	1330				178			
104	104	412	412	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	1331		articStaccatoBelow					
104	104	413	413	0.5	1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	1332				179			
104	104	827/2	827/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	1333				179			
104	104	414	414	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	1334		articStaccatoAbove					
104	104	415	415	0.5	3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	1335				180			
104	104	831/2	831/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	1336				180			
104	104	412	412	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	1337		articStaccatoBelow					
104	104	413	413	0.5	1/4	1/4	Chord	2/2	3	1	1/8			1/8	1	1338				181			
104	104	827/2	827/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8			1/8	1	1339				181			
104	104	414	414	1.0	1/2	1/2	Chord	2/2	3	1	1/4			1/4	1	1340		articStaccatoBelow					
104	104	415	415	0.5	3/4	3/4	Chord	2/2	3	1	1/8			1/8	1	1341				182			
104	104	831/2	831/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8			1/8	1	1342				182			
104	104	412	412	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	1343		articStaccatoBelow					
104	104	413	413	0.5	1/4	1/4	Chord	2/2	4	1	1/8			1/8	1	1344				183			
104	104	827/2	827/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8			1/8	1	1345				183			
104	104	414	414	1.0	1/2	1/2	Chord	2/2	4	1	1/4			1/4	1	1346		articStaccatoBelow					
104	104	415	415	0.5	3/4	3/4	Chord	2/2	4	1	1/8			1/8	1	1347				184			
104	104	831/2	831/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8			1/8	1	1348				184			
105	105	416	416	0.0	0	0	StaffText	2/2	1	1	0								<i>più cresc.</i>				
105	105	416	416	1.0	0	0	Chord	2/2	1	1	1/4			1/4	1	1349		articStaccatoAbove					
105	105	416	416	0.0	0	0	StaffText	2/2	2	1	0								<i>più cresc.</i>				
105	105	416	416	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	1350		articStaccatoAbove					
105	105	416	416	0.0	0	0	StaffText	2/2	3	1	0								<i>più cresc.</i>				
105	105	416	416	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	1351		articStaccatoBelow					
105	105	417	417	0.5	1/4	1/4	Chord	2/2	3	1	1/8			1/8	1	1352				185			
105	105	835/2	835/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8			1/8	1	1353				185			
105	105	418	418	1.0	1/2	1/2	Chord	2/2	3	1	1/4			1/4	1	1354		articStaccatoBelow					
105	105	419	419	0.5	3/4	3/4	Chord	2/2	3	1	1/8			1/8	1	1355				186			
105	105	839/2	839/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8			1/8	1	1356				186			
105	105	416	416	0.0	0	0	StaffText	2/2	4	1	0								<i>più cresc.</i>				
105	105	416	416	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	1357		articStaccatoBelow					
105	105	417	417	0.5	1/4	1/4	Chord	2/2	4	1	1/8			1/8	1	1358				187			
105	105	835/2	835/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8			1/8	1	1359				187			
105	105	418	418	1.0	1/2	1/2	Chord	2/2	4	1	1/4			1/4	1	1360		articStaccatoBelow					
105	105	419	419	0.5	3/4	3/4	Chord	2/2	4	1	1/8			1/8	1	1361				188			
105	105	839/2	839/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8			1/8	1	1362				188			
106	106	845/2	845/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8			1/8	1	1363							
106	106	423	423	0.5	3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	1364							
106	106	847/2	847/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	1365							
106	106	420	420	0.5	0	0	Chord	2/2	3	1	1/8			1/8	1	1366				186			
106	106	841/2	841/2	0.5	1/8	1/8	Chord	2/2	3	1	1/8			1/8	1	1367				186			
106	106	421	421	0.5	1/4	1/4	Chord	2/2	3	1	1/8			1/8	1	1368				186			
106	106	843/2	843/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8			1/8	1	1369				186			
106	106	422	422	0.5	1/2	1/2	Chord	2/2	3	1	1/8			1/8	1	1370				186			
106	106	845/2	845/2	0.5	5/8	5/8	Chord	2/2	3	1	1/8			1/8	1	1371				186			
106	106	423	423	0.5	3/4	3/4	Chord	2/2	3	1	1/8			1/8	1	1372				186			
106	106	847/2	847/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8			1/8	1	1373							
106	106	420	420	0.5	0	0	Chord	2/2	4	1	1/8			1/8	1	1374				188			
106	106	841/2	841/2	0.5	1/8	1/8	Chord	2/2	4	1	1/8			1/8	1	1375				188			
106	106	421	421	0.5	1/4	1/4	Chord	2/2	4	1	1/8			1/8	1	1376				188			
106	106	843/2	843/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8			1/8	1	1377				188			
106	106	422	422	0.5	1/2	1/2	Chord	2/2	4	1	1/8			1/8	1	1378				188			
106	106	845/2	845/2	0.5	5/8	5/8	Chord	2/2	4	1	1/8			1/8	1	1379				188			
106	106	423	423	0.5	3/4	3/4	Chord	2/2	4	1	1/8			1/8	1	1380				188			
106	106	847/2	847/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8			1/8	1	1381							
107	107	424	424	0.0	0	0	Dynamic	2/2	1	1	0						fp						
107	107	424	424	3.0	0	0	Chord	2/2	1	1	3/4			1/2	3/2	1382							
107	107	427	427	0.5	3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	1383				189			
107	107	855/2	855/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	1384				189			
107	107	424	424	0.0	0	0	Dynamic	2/2	2	1	0						fp						
107	107	424	424	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	1385							
107	107	851/2	851/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	1386							
107	107	426	426	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	1387							
107	107	855/2	855/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	1388							
107	107	424	424	0.0	0	0	Dynamic	2/2	3	1	0						fp						
107	107	424	424	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	1389							
107	107	851/2	851/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8			1/8	1	1390							
107	107	426	426	1.0	1/2	1/2	Chord	2/2	3	1	1/4			1/4	1	1391							
107	107	855/2	855/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8			1/8	1	1392							
107	107	424	424	0.0	0	0	Dynamic	2/2	4	1	0						fp						
107	107	424	424	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	1393							
107	107	851/2	851/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8			1/8	1	1394							
107	107	426	426	1.0	1/2	1/2	Chord	2/2	4	1	1/4			1/4	1	1395							
107	107	855/2	855/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8			1/8	1	1396							
108	108	428	428	1.0	0	0	Chord	2/2	1	1	1/4			1/4	1	1397		articStaccatoAbove					
108	108	859/2	859/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	1398		articStaccatoAbove					
108	108	430	430	1.0	1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	1399		articStaccatoAbove					
108	108	863/2	863/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	1400		articStaccatoAbove					
108	108	428	428	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	1401							
108	108	859/2	859/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	1402							
108	108	430	430	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	1403							
108	108	863/2	863/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	1404							
108	108	428	428	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	1405							
108	108	859/2	859/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8			1/8	1	1406							
108	108	430	430	1.0	1/2	1/2	Chord	2/2	3	1	1/4			1/4	1	1407							
108	108	863/2	863/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8			1/8	1	1408							
