mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
8	7	19	19	3.0		0	0	Chord	3/4	1	1	3/4		1/2	3/2	26									
8	7	20	20	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	27									9
8	7	21	21	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	28									
9	8	22	22	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	29									
9	8	24	24	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	30									
9	8	23	23	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	31									10
9	8	24	24	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	32									
10	9	25	25	3.0		0	0	Chord	3/4	1	1	3/4		1/2	3/2	33									
10	9	26	26	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	34									11
10	9	27	27	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	35									
11	10	28	28	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	36									12
11	10	57/2	57/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	37									
11	10	29	29	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	38									13
11	10	59/2	59/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	39									
11	10	30	30	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	40									14
11	10	61/2	61/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	41									
11	10	29	29	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	42									15
11	10	30	30	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	43									
12	11	31	31	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	44									16
12	11	32	32	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	45									
12	11	33	33	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	46		articStaccatoAbove							
12	11	31	31	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	47									17
12	11	32	32	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	48									
12	11	33	33	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	49		articStaccatoAbove							
13	12	34	34	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	50		articStaccatoAbove							
13	12	34	34	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	51		articStaccatoBelow							
13	12	36	36	0.0		1/2	1/2	Dynamic	3/4	3	1	0					p								
13	12	36	36	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	52		articStaccatoAbove							
14	13	38	38	0.0		1/4	1/4	Dynamic	3/4	1	1	0					p								
14	13	38	38	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	53									18
14	13	39	39	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	54									
14	13	38	38	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	55									19
14	13	39	39	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	56									
14	13	37	37	0.0		0	0	Dynamic	3/4	3	1	0					p								
14	13	37	37	3.0		0	0	Chord	3/4	3	1	3/4		1/2	3/2	57									
14	13	38	38	0.0		1/4	1/4	Dynamic	3/4	4	1	0					p								
14	13	38	38	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	58									20
14	13	39	39	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	59									
15	14	41	41	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	60									21
15	14	42	42	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	61									
15	14	41	41	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	62									22
15	14	42	42	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	63									
15	14	40	40	3.0		0	0	Chord	3/4	3	1	3/4		1/2	3/2	64									
15	14	41	41	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	65									23
15	14	42	42	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	66									
16	15	44	44	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	67									24
16	15	45	45	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	68									
16	15	44	44	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	69									25
16	15	45	45	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	70									
16	15	43	43	0.5		0	0	Chord	3/4	3	1	1/8		1/8	1	71									26
16	15	87/2	87/2	0.5		1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	72									
16	15	44	44	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	73									27
16	15	89/2	89/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	74									
16	15	45	45	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	75									28
16	15	91/2	91/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	76									
16	15	44	44	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	77									29
16	15	45	45	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	78									
17	16	46	46	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	79									
17	16	46	46	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	80									
17	16	46	46	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	81									30
17	16	47	47	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	82									
17	16	48	48	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	83		articStaccatoAbove							
17	16	46	46	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	84									
18	17	50	50	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	85									31
18	17	51	51	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	86									
18	17	50	50	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	87									32
18	17	51	51	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	88									
18	17	49	49	3.0		0	0	Chord	3/4	3	1	3/4		1/2	3/2	89									
18	17	50	50	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	90									33
18	17	51	51	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	91									
19	18	53	53	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	92									34
19	18	54	54	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	93									
19	18	53	53	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	94									35
19	18	54	54	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	95									
19	18	52	52	2.0		0	0	Chord	3/4	3	1	1/2		1/2	1	96									
19	18	54	54	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	97									
19	18	53	53	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	98									36
19	18	54	54	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	99									
20	19	56	56	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	100									37
20	19	57	57	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	101									
20	19	56	56	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	102									38
20	19	57	57	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	103									
20	19	55	55	3.0		0	0	Chord	3/4	3	1	3/4		1/2	3/2	104									
20	19	56	56	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	105									39
20	19	57	57	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	106									
21	20	59	59	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	107									40
21	20	60	60	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	108									
21	20	59	59	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	109									41
21	20	60	60	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	110									
21	20	58	58	2.0		0	0	Chord	3/4	3	1	1/2		1/2	1	111									
21	20	60	60	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	112									
21	20	59	59	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	113									42
21	20	60	60	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	114									
22	21	62	62	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	115									43
22	21	63	63	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	116									
22	21	62	62	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	117									44
22	21	63	63	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	118									
22	21	61	61	3.0		0	0	Chord	3/4	3	1	3/4		1/2	3/2	119									
22	21	62	62	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	120									45
22	21	63	63	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	121									
23	22	65	65	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	122									46
23	22	66	66	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	123									
23	22	65	65	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	124									47
23	22	66	66	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	125									
23	22	64	64	0.5		0	0	Chord	3/4	3	1	1/8		1/8	1	126									48
23	22	129/2	129/2	0.5		1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	127									
23	22	65	65	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	128									49
23	22	131/2	131/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	129									
23	22	66	66	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	130									50
23	22	133/2	133/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	131									
23	22	65	65	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	132									51
23	22	66	66	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	133									
24	23	68	68	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	134		articStaccatoAbove							
24	23	69	69	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	135		articStaccatoAbove							
24	23	68	68	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	136		articStaccatoAbove							
24	23	69	69	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	137		articStaccatoBelow							
24	23	67	67	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	138									52
24	23	68	68	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	139									
24	23	69	69	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	140		articStaccatoAbove							
24	23	67	67	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	141									53
24	23	68	68	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	142									
24	23	69	69	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	143		articStaccatoBelow							
25	24	70	70	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	144		articStaccatoAbove							
25	24	72	72	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	145									
25	24	70	70	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	146		articStaccatoBelow							
25	24	70	70	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	147		articStaccatoAbove							
25	24	70	70	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	148		articStaccatoBelow							
26	25	73	73	0.0		0	0	Dynamic	3/4	1	1	0					p								
26	25	73	73	3.0		0	0	Chord	3/4	1	1	3/4		1/2	3/2	149									
26	25	73	73	0.0		0	0	Dynamic	3/4	2	1	0					p								
26	25	73	73	3.0		0	0	Chord	3/4	2	1	3/4		1/2	3/2	150									54
26	25	73	73	0.0		0	0	Dynamic	3/4	3	1	0					p								
26	25	73	73	3.0		0	0	Chord	3/4	3	1	3/4		1/2	3/2	151									55
26	25	73	73	0.0		0	0	Dynamic	3/4	4	1	0					p								
26	25	73	73	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	152									
26	25	74	74	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	153									
26	25	75	75	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	154									
27	26	76	76	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	155									56
27	26	153/2	153/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	156									
27	26	77	77	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	157		articStaccatoAbove							
27	26	155/2	155/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	158		articStaccatoAbove							
27	26	78	78	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	159		articStaccatoAbove							
27	26	157/2	157/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	160		articStaccatoAbove							
27	26	76	76	3.0		0	0	Chord	3/4	2	1	3/4		1/2	3/2	161									54
27	26	76	76	3.0		0	0	Chord	3/4	3	1	3/4		1/2	3/2	162									55
27	26	76	76	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	163									
27	26	77	77	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	164									
27	26	78	78	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	165									
28	27	79	79	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	166		articStaccatoBelow							
28	27	159/2	159/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	167		articStaccatoBelow							
28	27	80	80	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	168		articStaccatoBelow							
28	27	161/2	161/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	169		articStaccatoBelow							
28	27	81	81	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	170		articStaccatoBelow							
28	27	163/2	163/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	171		articStaccatoBelow							
28	27	79	79	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	172									
28	27	79	79	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	173									
28	27	79	79	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	174									
29	28	82	82	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	175		articStaccatoAbove							
29	28	165/2	165/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	176		articStaccatoAbove							
29	28	83	83	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	177		articStaccatoAbove							
29	28	167/2	167/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	178		articStaccatoAbove							
29	28	84	84	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	179		articStaccatoAbove							
29	28	169/2	169/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	180		articStaccatoAbove							
30	29	85	85	0.0		0	0	Dynamic	3/4	1	1	0					p								
30	29	85	85	3.0		0	0	Chord	3/4	1	1	3/4		1/2	3/2	181									
30	29	85	85	0.0		0	0	Dynamic	3/4	2	1	0					p								
30	29	85	85	3.0		0	0	Chord	3/4	2	1	3/4		1/2	3/2	182									57
30	29	85	85	0.0		0	0	Dynamic	3/4	3	1	0					p								
30	29	85	85	3.0		0	0	Chord	3/4	3	1	3/4		1/2	3/2	183									58
30	29	85	85	0.0		0	0	Dynamic	3/4	4	1	0					p								
30	29	85	85	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	184									
30	29	86	86	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	185									
30	29	87	87	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	186									
31	30	88	88	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	187									59
31	30	177/2	177/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	188									
31	30	89	89	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	189		articStaccatoAbove							
31	30	179/2	179/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	190		articStaccatoAbove							
31	30	90	90	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	191		articStaccatoAbove							
31	30	181/2	181/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	192		articStaccatoAbove							
31	30	88	88	3.0		0	0	Chord	3/4	2	1	3/4		1/2	3/2	193									57
31	30	88	88	3.0		0	0	Chord	3/4	3	1	3/4		1/2	3/2	194									58
31	30	88	88	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	195									
31	30	89	89	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	196									
31	30	90	90	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	197									
32	31	91	91	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	198		articStaccatoAbove							
32	31	183/2	183/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	199		articStaccatoAbove							
32	31	92	92	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	200		articStaccatoAbove							
32	31	185/2	185/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	201		articStaccatoAbove							
32	31	93	93	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	202		articStaccatoAbove							
32	31	187/2	187/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	203		articStaccatoAbove							
32	31	91	91	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	204									
32	31	91	91	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	205									
32	31	91	91	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	206									
33	32	94	94	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	207									
33	32	189/2	189/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	208									
33	32	95	95	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	209									
33	32	191/2	191/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	210									
33	32	96	96	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	211									
33	32	193/2	193/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	212									
34	33	97	97	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	213									
34	33	195/2	195/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	214									
34	33	98	98	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	215									
34	33	197/2	197/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	216									
34	33	99	99	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	217									
34	33	199/2	199/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	218									
34	33	98	98	0.0		1/4	1/4	Dynamic	3/4	2	1	0					p								
34	33	98	98	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	219									60
34	33	99	99	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	220									
34	33	98	98	0.0		1/4	1/4	Dynamic	3/4	3	1	0					p								
34	33	98	98	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	221									61
34	33	99	99	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	222									
34	33	97	97	0.0		0	0	Dynamic	3/4	4	1	0					p								
34	33	97	97	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	223									
35	34	100	100	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	224									
35	34	201/2	201/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	225									
35	34	101	101	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	226									
35	34	203/2	203/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	227									
35	34	102	102	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	228									
35	34	205/2	205/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	229									
35	34	101	101	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	230									62
35	34	102	102	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	231									
35	34	101	101	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	232									63
35	34	102	102	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	233									
35	34	100	100	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	234									
36	35	103	103	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	235									
36	35	207/2	207/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	236									
36	35	104	104	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	237									
36	35	209/2	209/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	238									
36	35	105	105	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	239									
36	35	211/2	211/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	240									
36	35	104	104	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	241									64
36	35	105	105	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	242									
36	35	104	104	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	243									65
36	35	105	105	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	244									
36	35	103	103	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	245									
37	36	106	106	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	246									
37	36	213/2	213/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	247									
37	36	107	107	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	248									
37	36	215/2	215/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	249									
37	36	108	108	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	250									
37	36	217/2	217/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	251									
37	36	107	107	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	252									66
37	36	108	108	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	253									
37	36	107	107	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	254									67
37	36	108	108	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	255									
37	36	106	106	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	256									
38	37	109	109	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	257									
38	37	219/2	219/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	258									
38	37	110	110	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	259									
38	37	221/2	221/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	260									
38	37	111	111	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	261									
38	37	223/2	223/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	262									
38	37	110	110	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	263									68
38	37	111	111	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	264									
38	37	110	110	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	265									69
38	37	111	111	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	266									
38	37	109	109	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	267									
39	38	112	112	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	268									
39	38	225/2	225/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	269									
39	38	113	113	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	270									
39	38	227/2	227/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	271									
39	38	114	114	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	272									
39	38	229/2	229/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	273									
39	38	113	113	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	274									
39	38	114	114	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	275									
39	38	113	113	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	276									
39	38	114	114	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	277									
39	38	112	112	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	278									
