mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin
3	3	35/4	35/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	44							4		
3	3	9	9	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	45							5		
3	3	10	10	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	46									
3	3	43/4	43/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	47							6		
3	3	11	11	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	48							7		
3	3	8	8	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	49									
3	3	39/4	39/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	50									
3	3	10	10	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	51									
3	3	47/4	47/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	52							8		
3	3	8	8	1.0	0	0	Chord	4/4	3	1	1/4		1/4	1	53									
3	3	39/4	39/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16		1/16	1	54									
3	3	10	10	1.0	1/2	1/2	Chord	4/4	3	1	1/4		1/4	1	55									
3	3	47/4	47/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	56							9		
3	3	8	8	1.0	0	0	Chord	4/4	4	1	1/4		1/4	1	57									
3	3	39/4	39/4	0.25	7/16	7/16	Chord	4/4	4	1	1/16		1/16	1	58									
3	3	10	10	1.0	1/2	1/2	Chord	4/4	4	1	1/4		1/4	1	59									
3	3	47/4	47/4	0.25	15/16	15/16	Chord	4/4	4	1	1/16		1/16	1	60									
4	4	12	12	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	61									
4	4	51/4	51/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	62							10		
4	4	13	13	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	63									
4	4	55/4	55/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	64							11		
4	4	14	14	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	65									
4	4	59/4	59/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	66							12		
4	4	15	15	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	67									
4	4	63/4	63/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	68							13		
4	4	12	12	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	69									
4	4	51/4	51/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	70							14		
4	4	13	13	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	71									
4	4	55/4	55/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	72							15		
4	4	14	14	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	73									
4	4	59/4	59/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	74							16		
4	4	15	15	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	75									
4	4	63/4	63/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	76							17		
4	4	12	12	0.5	0	0	Chord	4/4	3	1	1/8		1/8	1	77									
4	4	51/4	51/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16		1/16	1	78							18		
4	4	13	13	0.5	1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	79									
4	4	55/4	55/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16		1/16	1	80							19		
4	4	14	14	0.5	1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	81									
4	4	59/4	59/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	82							20		
4	4	15	15	0.5	3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	83									
4	4	63/4	63/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	84							21		
4	4	12	12	0.5	0	0	Chord	4/4	4	1	1/8		1/8	1	85									
4	4	51/4	51/4	0.25	3/16	3/16	Chord	4/4	4	1	1/16		1/16	1	86							22		
4	4	13	13	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	87									
4	4	55/4	55/4	0.25	7/16	7/16	Chord	4/4	4	1	1/16		1/16	1	88							23		
4	4	14	14	0.5	1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	89									
4	4	59/4	59/4	0.25	11/16	11/16	Chord	4/4	4	1	1/16		1/16	1	90							24		
4	4	15	15	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	91									
4	4	63/4	63/4	0.25	15/16	15/16	Chord	4/4	4	1	1/16		1/16	1	92							25		
5	5	16	16	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	93									
5	5	67/4	67/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	94							26		
5	5	17	17	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	95									
5	5	16	16	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	96									
5	5	67/4	67/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	97							27		
5	5	17	17	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	98									
5	5	16	16	0.5	0	0	Chord	4/4	3	1	1/8		1/8	1	99									
5	5	67/4	67/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16		1/16	1	100							28		
5	5	17	17	1.0	1/4	1/4	Chord	4/4	3	1	1/4		1/4	1	101									
5	5	16	16	0.5	0	0	Chord	4/4	4	1	1/8		1/8	1	102									
5	5	67/4	67/4	0.25	3/16	3/16	Chord	4/4	4	1	1/16		1/16	1	103							29		
5	5	17	17	1.0	1/4	1/4	Chord	4/4	4	1	1/4		1/4	1	104									
6	6	21	21	0.0	1/4	1/4	Dynamic	4/4	1	1	0					sf								
6	6	21	21	0.0	1/4	1/4	Spanner	4/4	1	1	0												0	
6	6	21	21	3.0	1/4	1/4	Chord	4/4	1	1	3/4		1/2	3/2	105								0	
6	6	21	21	0.0	1/4	1/4	Spanner	4/4	2	1	0												1	
6	6	21	21	3.0	1/4	1/4	Chord	4/4	2	1	3/4		1/2	3/2	106								1	
6	6	21	21	0.0	1/4	1/4	Dynamic	4/4	3	1	0					sf								
6	6	21	21	0.0	1/4	1/4	Dynamic	4/4	3	1	0					sf								
6	6	21	21	0.0	1/4	1/4	Spanner	4/4	3	1	0												2	
6	6	21	21	3.0	1/4	1/4	Chord	4/4	3	1	3/4		1/2	3/2	107								2	
6	6	20	20	0.25	0	0	Chord	4/4	4	1	1/16		1/16	1	108							30		
6	6	81/4	81/4	0.25	1/16	1/16	Chord	4/4	4	1	1/16		1/16	1	109							30		
6	6	41/2	41/2	0.25	1/8	1/8	Chord	4/4	4	1	1/16		1/16	1	110							30		
6	6	83/4	83/4	0.25	3/16	3/16	Chord	4/4	4	1	1/16		1/16	1	111									
6	6	21	21	0.0	1/4	1/4	Dynamic	4/4	4	1	0					sf								
6	6	21	21	0.0	1/4	1/4	Spanner	4/4	4	1	0												3	
6	6	21	21	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	112		articStaccatoAbove						3	
6	6	43/2	43/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	113		articStaccatoAbove						3	
6	6	22	22	0.5	1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	114		articStaccatoAbove						3	
6	6	45/2	45/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8		1/8	1	115		articStaccatoAbove						3	
6	6	23	23	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	116		articStaccatoAbove						3	
6	6	47/2	47/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8		1/8	1	117		articStaccatoAbove						3	
7	7	24	24	0.0	0	0	Dynamic	4/4	1	1	0					p								
7	7	24	24	0.0	0	0	Spanner	4/4	1	1	0													
7	7	24	24	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	118							31		
7	7	26	26	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	119							31		
7	7	24	24	0.0	0	0	Dynamic	4/4	2	1	0					p								
7	7	24	24	0.0	0	0	Spanner	4/4	2	1	0													
7	7	24	24	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	120							32		
7	7	26	26	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	121									
7	7	24	24	0.0	0	0	Dynamic	4/4	3	1	0					p								
7	7	24	24	0.0	0	0	Spanner	4/4	3	1	0													
7	7	24	24	2.0	0	0	Chord	4/4	3	1	1/2		1/2	1	122							33		
7	7	26	26	2.0	1/2	1/2	Chord	4/4	3	1	1/2		1/2	1	123									
7	7	24	24	0.0	0	0	Dynamic	4/4	4	1	0					p								
7	7	24	24	0.0	0	0	Spanner	4/4	4	1	0													
7	7	24	24	4.0	0	0	Chord	4/4	4	1	1		1	1	124									
8	8	28	28	3.0	0	0	Chord	4/4	1	1	3/4		1/2	3/2	125									
8	8	31	31	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	126							34		
8	8	28	28	4.0	0	0	Chord	4/4	2	1	1		1	1	127									
8	8	28	28	4.0	0	0	Chord	4/4	3	1	1		1	1	128									
8	8	28	28	4.0	0	0	Chord	4/4	4	1	1		1	1	129									
9	9	32	32	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	130							35		
9	9	34	34	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	131									
9	9	32	32	4.0	0	0	Chord	4/4	2	1	1		1	1	132									
9	9	32	32	4.0	0	0	Chord	4/4	3	1	1		1	1	133									
9	9	32	32	4.0	0	0	Chord	4/4	4	1	1		1	1	134									
10	10	36	36	0.0	0	0	Spanner	4/4	1	1	0													0
10	10	36	36	3.0	0	0	Chord	4/4	1	1	3/4		1/2	3/2	135									0
10	10	39	39	0.0	3/4	3/4	Spanner	4/4	1	1	0												4	0
10	10	39	39	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	136								4	0
10	10	36	36	0.0	0	0	Spanner	4/4	2	1	0													1
10	10	36	36	0.0	0	0	Spanner	4/4	2	1	0												5	1
10	10	36	36	4.0	0	0	Chord	4/4	2	1	1		1	1	137								5	1
10	10	36	36	0.0	0	0	Spanner	4/4	3	1	0													2
10	10	36	36	0.0	0	0	Spanner	4/4	3	1	0												6	2
10	10	36	36	4.0	0	0	Chord	4/4	3	1	1		1	1	138								6	2
10	10	36	36	0.0	0	0	Spanner	4/4	4	1	0													3
10	10	36	36	0.3333333333333333	0	0	Chord	4/4	4	1	1/12		1/8	2/3	139									3
10	10	109/3	109/3	0.3333333333333333	1/12	1/12	Chord	4/4	4	1	1/12		1/8	2/3	140									3
10	10	110/3	110/3	0.3333333333333333	1/6	1/6	Chord	4/4	4	1	1/12		1/8	2/3	141									3
10	10	37	37	0.25	1/4	1/4	Chord	4/4	4	1	1/16		1/16	1	142									3
10	10	149/4	149/4	0.25	5/16	5/16	Chord	4/4	4	1	1/16		1/16	1	143									3
10	10	75/2	75/2	0.0	3/8	3/8	Spanner	4/4	4	1	0													
10	10	75/2	75/2	0.0	3/8	3/8	Spanner	4/4	4	1	0												7	
10	10	75/2	75/2	0.25	3/8	3/8	Chord	4/4	4	1	1/16		1/16	1	144								7	
10	10	151/4	151/4	0.25	7/16	7/16	Chord	4/4	4	1	1/16		1/16	1	145								7	
10	10	38	38	1.0	1/2	1/2	Chord	4/4	4	1	1/4		1/4	1	146								7	
10	10	39	39	0.0	3/4	3/4	Spanner	4/4	4	1	0													
11	11	40	40	0.0	0	0	Spanner	4/4	1	1	0													
11	11	40	40	0.0	0	0	Spanner	4/4	1	1	0													
11	11	40	40	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	147							36		
11	11	42	42	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	148									
11	11	40	40	0.0	0	0	Spanner	4/4	2	1	0													
11	11	40	40	0.0	0	0	Spanner	4/4	2	1	0													
11	11	40	40	4.0	0	0	Chord	4/4	2	1	1		1	1	149									
11	11	40	40	0.0	0	0	Spanner	4/4	3	1	0													
11	11	40	40	0.0	0	0	Spanner	4/4	3	1	0													
11	11	40	40	4.0	0	0	Chord	4/4	3	1	1		1	1	150									
11	11	40	40	4.0	0	0	Chord	4/4	4	1	1		1	1	151									
12	12	44	44	0.0	0	0	Spanner	4/4	1	1	0													4
12	12	44	44	3.0	0	0	Chord	4/4	1	1	3/4		1/2	3/2	152									4
12	12	47	47	0.0	3/4	3/4	Spanner	4/4	1	1	0												8	4
12	12	47	47	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	153							37	8	4
12	12	44	44	0.0	0	0	Spanner	4/4	2	1	0												9	
12	12	44	44	0.0	0	0	Spanner	4/4	2	1	0												9	5
12	12	44	44	4.0	0	0	Chord	4/4	2	1	1		1	1	154								9	5
12	12	44	44	0.0	0	0	Spanner	4/4	3	1	0												10	
12	12	44	44	0.0	0	0	Spanner	4/4	3	1	0												10	6
12	12	44	44	4.0	0	0	Chord	4/4	3	1	1		1	1	155							38	10	6
12	12	44	44	0.0	0	0	Spanner	4/4	4	1	0													7
12	12	44	44	0.3333333333333333	0	0	Chord	4/4	4	1	1/12		1/8	2/3	156									7
12	12	133/3	133/3	0.3333333333333333	1/12	1/12	Chord	4/4	4	1	1/12		1/8	2/3	157									7
12	12	134/3	134/3	0.3333333333333333	1/6	1/6	Chord	4/4	4	1	1/12		1/8	2/3	158									7
12	12	45	45	0.25	1/4	1/4	Chord	4/4	4	1	1/16		1/16	1	159									7
12	12	181/4	181/4	0.25	5/16	5/16	Chord	4/4	4	1	1/16		1/16	1	160									7
12	12	91/2	91/2	0.25	3/8	3/8	Chord	4/4	4	1	1/16		1/16	1	161									7
12	12	183/4	183/4	0.25	7/16	7/16	Chord	4/4	4	1	1/16		1/16	1	162									7
12	12	46	46	0.3333333333333333	1/2	1/2	Chord	4/4	4	1	1/12		1/8	2/3	163									7
12	12	139/3	139/3	0.0	7/12	7/12	Spanner	4/4	4	1	0													
12	12	139/3	139/3	0.0	7/12	7/12	Spanner	4/4	4	1	0												11	
12	12	139/3	139/3	0.3333333333333333	7/12	7/12	Chord	4/4	4	1	1/12		1/8	2/3	164								11	
12	12	140/3	140/3	0.3333333333333333	2/3	2/3	Chord	4/4	4	1	1/12		1/8	2/3	165								11	
12	12	47	47	1.0	3/4	3/4	Chord	4/4	4	1	1/4		1/4	1	166								11	
13	13	48	48	0.0	0	0	Spanner	4/4	1	1	0													
13	13	48	48	0.0	0	0	Spanner	4/4	1	1	0													
13	13	48	48	3.0	0	0	Chord	4/4	1	1	3/4		1/2	3/2	167							39		
13	13	51	51	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	168							39		
13	13	48	48	0.0	0	0	Spanner	4/4	2	1	0													
13	13	48	48	0.0	0	0	Spanner	4/4	2	1	0													
13	13	48	48	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	169									
13	13	49	49	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	170							40		
13	13	50	50	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	171							40		
13	13	51	51	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	172									
13	13	48	48	0.0	0	0	Spanner	4/4	3	1	0													
13	13	48	48	0.0	0	0	Spanner	4/4	3	1	0													
13	13	48	48	1.0	0	0	Chord	4/4	3	1	1/4		1/4	1	173									
13	13	49	49	0.25	1/4	1/4	Chord	4/4	3	1	1/16		1/16	1	174							41		
13	13	197/4	197/4	0.25	5/16	5/16	Chord	4/4	3	1	1/16		1/16	1	175							41		
13	13	99/2	99/2	0.25	3/8	3/8	Chord	4/4	3	1	1/16		1/16	1	176							41		
13	13	199/4	199/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16		1/16	1	177									
13	13	50	50	1.0	1/2	1/2	Chord	4/4	3	1	1/4		1/4	1	178									
13	13	48	48	0.0	0	0	Spanner	4/4	4	1	0													
13	13	48	48	1.0	0	0	Chord	4/4	4	1	1/4		1/4	1	179									
13	13	49	49	1.0	1/4	1/4	Chord	4/4	4	1	1/4		1/4	1	180							42		
13	13	50	50	1.0	1/2	1/2	Chord	4/4	4	1	1/4		1/4	1	181							42		
13	13	51	51	1.0	3/4	3/4	Chord	4/4	4	1	1/4		1/4	1	182									
14	14	52	52	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	183							39		
14	14	53	53	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	184							39		
14	14	54	54	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	185							39		
14	14	55	55	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	186							39		
14	14	111/2	111/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	187									
14	14	52	52	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	188							43		
14	14	53	53	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	189							43		
14	14	54	54	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	190							43		
14	14	55	55	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	191							43		
14	14	111/2	111/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	192									
14	14	52	52	1.0	0	0	Chord	4/4	3	1	1/4		1/4	1	193									
14	14	53	53	1.0	1/4	1/4	Chord	4/4	3	1	1/4		1/4	1	194							44		
14	14	54	54	1.0	1/2	1/2	Chord	4/4	3	1	1/4		1/4	1	195							44		
14	14	55	55	0.5	3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	196							44		
14	14	111/2	111/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	197									
14	14	52	52	1.0	0	0	Chord	4/4	4	1	1/4		1/4	1	198									
14	14	53	53	1.0	1/4	1/4	Chord	4/4	4	1	1/4		1/4	1	199							45		
14	14	54	54	1.0	1/2	1/2	Chord	4/4	4	1	1/4		1/4	1	200							45		
14	14	55	55	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	201							45		
14	14	111/2	111/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8		1/8	1	202									
15	15	56	56	3.0	0	0	Chord	4/4	1	1	3/4		1/2	3/2	203							46		
15	15	59	59	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	204									
15	15	56	56	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	205									
15	15	57	57	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	206							47		
15	15	58	58	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	207							47		
15	15	59	59	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	208									
15	15	56	56	1.0	0	0	Chord	4/4	3	1	1/4		1/4	1	209									
15	15	57	57	0.25	1/4	1/4	Chord	4/4	3	1	1/16		1/16	1	210							48		
15	15	229/4	229/4	0.25	5/16	5/16	Chord	4/4	3	1	1/16		1/16	1	211							48		
15	15	115/2	115/2	0.25	3/8	3/8	Chord	4/4	3	1	1/16		1/16	1	212							48		
15	15	231/4	231/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16		1/16	1	213									
15	15	58	58	1.0	1/2	1/2	Chord	4/4	3	1	1/4		1/4	1	214									
15	15	56	56	1.0	0	0	Chord	4/4	4	1	1/4		1/4	1	215									
15	15	57	57	1.0	1/4	1/4	Chord	4/4	4	1	1/4		1/4	1	216							49		
15	15	58	58	1.0	1/2	1/2	Chord	4/4	4	1	1/4		1/4	1	217							49		
15	15	59	59	1.0	3/4	3/4	Chord	4/4	4	1	1/4		1/4	1	218									
16	16	60	60	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	219							50		
16	16	62	62	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	220									
16	16	60	60	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	221									
16	16	61	61	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	222							51		
16	16	62	62	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	223							51		
16	16	63	63	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	224									
16	16	60	60	0.0	0	0	StaffText	4/4	3	1	0							<i>ten.</i>						
16	16	60	60	1.0	0	0	Chord	4/4	3	1	1/4		1/4	1	225									
16	16	61	61	0.25	1/4	1/4	Chord	4/4	3	1	1/16		1/16	1	226							52		
16	16	245/4	245/4	0.25	5/16	5/16	Chord	4/4	3	1	1/16		1/16	1	227							52		
16	16	123/2	123/2	0.25	3/8	3/8	Chord	4/4	3	1	1/16		1/16	1	228							52		
16	16	247/4	247/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16		1/16	1	229									
16	16	62	62	0.0	1/2	1/2	StaffText	4/4	3	1	0							<i>ten.</i>						
16	16	62	62	1.0	1/2	1/2	Chord	4/4	3	1	1/4		1/4	1	230									
16	16	63	63	0.25	3/4	3/4	Chord	4/4	3	1	1/16		1/16	1	231							53		
16	16	253/4	253/4	0.25	13/16	13/16	Chord	4/4	3	1	1/16		1/16	1	232							53		
16	16	127/2	127/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16		1/16	1	233							53		
16	16	255/4	255/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	234									
16	16	60	60	1.0	0	0	Chord	4/4	4	1	1/4		1/4	1	235							54		
16	16	61	61	1.0	1/4	1/4	Chord	4/4	4	1	1/4		1/4	1	236							54		
16	16	62	62	1.0	1/2	1/2	Chord	4/4	4	1	1/4		1/4	1	237							54		
16	16	63	63	1.0	3/4	3/4	Chord	4/4	4	1	1/4		1/4	1	238									
17	17	64	64	0.0	0	0	StaffText	4/4	1	1	0							<i>cresc.</i>						
17	17	64	64	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	239									
17	17	66	66	1.75	1/2	1/2	Chord	4/4	1	1	7/16		1/4	7/4	240									
17	17	271/4	271/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	241									
17	17	64	64	0.0	0	0	StaffText	4/4	2	1	0							<i>cresc.</i>						
17	17	64	64	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	242							55		
17	17	65	65	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	243							55		
