mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur
2	1	7/2	7/2	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	14		articStaccatoAbove		
2	1	4	4	0.0		5/8	5/8	Dynamic	3/4	1	1	0				sf			
2	1	4	4	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	15				
2	1	3/2	3/2	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	16				
2	1	2	2	0.5		1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	17		articStaccatoAbove		
2	1	5/2	5/2	0.5		1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	18		articStaccatoAbove		
2	1	3	3	0.5		3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	19		articStaccatoBelow		
2	1	7/2	7/2	0.5		1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	20		articStaccatoBelow		
2	1	4	4	0.0		5/8	5/8	Dynamic	3/4	2	1	0				sf			
2	1	4	4	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	21				
2	1	3/2	3/2	1.0		0	0	Chord	3/4	3	1	1/4	1/4	1	22				
2	1	3	3	0.5		3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	23		articStaccatoAbove		
2	1	7/2	7/2	0.5		1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	24		articStaccatoAbove		
2	1	4	4	0.5		5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	25		articStaccatoAbove		
2	1	3/2	3/2	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	26				
2	1	3	3	0.5		3/8	3/8	Chord	3/4	4	1	1/8	1/8	1	27		articStaccatoBelow		
2	1	7/2	7/2	0.5		1/2	1/2	Chord	3/4	4	1	1/8	1/8	1	28		articStaccatoBelow		
2	1	4	4	0.5		5/8	5/8	Chord	3/4	4	1	1/8	1/8	1	29		articStaccatoBelow		
3	2	9/2	9/2	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	30				
3	2	5	5	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	31		articStaccatoAbove		
3	2	11/2	11/2	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	32		articStaccatoAbove		
3	2	6	6	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	33		articStaccatoAbove		
3	2	13/2	13/2	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	34		articStaccatoAbove		
3	2	7	7	0.0		5/8	5/8	Dynamic	3/4	1	1	0				sf			
3	2	7	7	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	35				
3	2	9/2	9/2	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	36				
3	2	5	5	0.5		1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	37		articStaccatoBelow		
3	2	11/2	11/2	0.5		1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	38		articStaccatoBelow		
3	2	6	6	0.5		3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	39		articStaccatoBelow		
3	2	13/2	13/2	0.5		1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	40		articStaccatoBelow		
3	2	7	7	0.0		5/8	5/8	Dynamic	3/4	2	1	0				sf			
3	2	7	7	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	41				
3	2	9/2	9/2	1.0		0	0	Chord	3/4	3	1	1/4	1/4	1	42				
3	2	6	6	0.5		3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	43		articStaccatoAbove		
3	2	13/2	13/2	0.5		1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	44		articStaccatoAbove		
3	2	7	7	0.5		5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	45		articStaccatoAbove		
3	2	9/2	9/2	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	46				
3	2	6	6	0.5		3/8	3/8	Chord	3/4	4	1	1/8	1/8	1	47		articStaccatoAbove		
3	2	13/2	13/2	0.5		1/2	1/2	Chord	3/4	4	1	1/8	1/8	1	48		articStaccatoAbove		
3	2	7	7	0.5		5/8	5/8	Chord	3/4	4	1	1/8	1/8	1	49		articStaccatoAbove		
4	3	15/2	15/2	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	50				
4	3	8	8	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	51		articStaccatoAbove		
4	3	17/2	17/2	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	52		articStaccatoAbove		
4	3	9	9	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	53		articStaccatoAbove		
4	3	19/2	19/2	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	54		articStaccatoAbove		
4	3	10	10	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	55		articStaccatoAbove		
4	3	15/2	15/2	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	56				
4	3	8	8	0.5		1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	57		articStaccatoBelow		
4	3	17/2	17/2	0.5		1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	58		articStaccatoBelow		
4	3	9	9	0.5		3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	59		articStaccatoBelow		
4	3	19/2	19/2	0.5		1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	60		articStaccatoBelow		
4	3	10	10	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	61		articStaccatoBelow		
4	3	15/2	15/2	1.0		0	0	Chord	3/4	3	1	1/4	1/4	1	62				
4	3	9	9	0.5		3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	63		articStaccatoAbove		
4	3	19/2	19/2	0.5		1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	64		articStaccatoAbove		
4	3	10	10	0.5		5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	65		articStaccatoAbove		
4	3	15/2	15/2	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	66				
4	3	9	9	0.5		3/8	3/8	Chord	3/4	4	1	1/8	1/8	1	67		articStaccatoBelow		
4	3	19/2	19/2	0.5		1/2	1/2	Chord	3/4	4	1	1/8	1/8	1	68		articStaccatoBelow		
4	3	10	10	0.5		5/8	5/8	Chord	3/4	4	1	1/8	1/8	1	69		articStaccatoBelow		
5	4	21/2	21/2	1.0		0	0	Chord	3/4	1	1	1/4	1/4	1	70				
5	4	12	12	1.0		3/8	3/8	Chord	3/4	1	1	1/4	1/4	1	71				
5	4	13	13	0.0		5/8	5/8	Dynamic	3/4	1	1	0				sf			
5	4	13	13	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	72				
5	4	21/2	21/2	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	73				
5	4	12	12	1.0		3/8	3/8	Chord	3/4	2	1	1/4	1/4	1	74				
5	4	13	13	0.0		5/8	5/8	Dynamic	3/4	2	1	0				sf			
5	4	13	13	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	75				
5	4	21/2	21/2	1.0		0	0	Chord	3/4	3	1	1/4	1/4	1	76				
5	4	12	12	0.5		3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	77		articStaccatoAbove		
5	4	25/2	25/2	0.5		1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	78		articStaccatoAbove		
5	4	13	13	0.5		5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	79		articStaccatoAbove		
5	4	21/2	21/2	0.5		0	0	Chord	3/4	4	1	1/8	1/8	1	80				
5	4	11	11	0.5		1/8	1/8	Chord	3/4	4	1	1/8	1/8	1	81				
5	4	23/2	23/2	0.5		1/4	1/4	Chord	3/4	4	1	1/8	1/8	1	82				
6	5	27/2	27/2	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	83				
6	5	14	14	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	84		articStaccatoAbove		
6	5	29/2	29/2	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	85		articStaccatoAbove		
6	5	15	15	1.0		3/8	3/8	Chord	3/4	1	1	1/4	1/4	1	86				
6	5	16	16	0.0		5/8	5/8	Dynamic	3/4	1	1	0				sf			
6	5	16	16	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	87				
6	5	27/2	27/2	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	88				
6	5	14	14	0.5		1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	89		articStaccatoAbove		
6	5	29/2	29/2	0.5		1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	90		articStaccatoAbove		
6	5	15	15	1.0		3/8	3/8	Chord	3/4	2	1	1/4	1/4	1	91				
6	5	16	16	0.0		5/8	5/8	Dynamic	3/4	2	1	0				sf			
6	5	16	16	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	92				
6	5	27/2	27/2	1.0		0	0	Chord	3/4	3	1	1/4	1/4	1	93				
6	5	15	15	0.5		3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	94		articStaccatoBelow		
6	5	31/2	31/2	0.5		1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	95		articStaccatoBelow		
6	5	16	16	0.5		5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	96		articStaccatoBelow		
6	5	15	15	0.5		3/8	3/8	Chord	3/4	4	1	1/8	1/8	1	97		articStaccatoAbove		
6	5	31/2	31/2	0.5		1/2	1/2	Chord	3/4	4	1	1/8	1/8	1	98		articStaccatoAbove		
6	5	16	16	0.5		5/8	5/8	Chord	3/4	4	1	1/8	1/8	1	99		articStaccatoAbove		
7	6	33/2	33/2	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	100				
7	6	17	17	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	101		articStaccatoAbove		
7	6	35/2	35/2	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	102		articStaccatoAbove		
7	6	18	18	0.0		3/8	3/8	Dynamic	3/4	1	1	0				p			
7	6	18	18	1.0		3/8	3/8	Chord	3/4	1	1	1/4	1/4	1	103				
7	6	19	19	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	104				
7	6	33/2	33/2	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	105				
7	6	18	18	0.0		3/8	3/8	Dynamic	3/4	2	1	0				p			
7	6	18	18	1.0		3/8	3/8	Chord	3/4	2	1	1/4	1/4	1	106				
7	6	19	19	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	107				
7	6	33/2	33/2	1.0		0	0	Chord	3/4	3	1	1/4	1/4	1	108				
7	6	18	18	0.0		3/8	3/8	Dynamic	3/4	3	1	0				p			
7	6	18	18	0.5		3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	109		articStaccatoAbove		
7	6	37/2	37/2	0.5		1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	110		articStaccatoAbove		
7	6	19	19	0.5		5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	111		articStaccatoAbove		
7	6	33/2	33/2	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	112				
7	6	18	18	0.0		3/8	3/8	Dynamic	3/4	4	1	0				p			
7	6	18	18	0.5		3/8	3/8	Chord	3/4	4	1	1/8	1/8	1	113		articStaccatoAbove		
7	6	37/2	37/2	0.5		1/2	1/2	Chord	3/4	4	1	1/8	1/8	1	114		articStaccatoAbove		
7	6	19	19	0.5		5/8	5/8	Chord	3/4	4	1	1/8	1/8	1	115		articStaccatoAbove		
8	7	39/2	39/2	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	116				
8	7	20	20	1.0		1/8	1/8	Chord	3/4	1	1	1/4	1/4	1	117				
8	7	21	21	1.0		3/8	3/8	Chord	3/4	1	1	1/4	1/4	1	118				
8	7	22	22	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	119				
8	7	39/2	39/2	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	120				
8	7	20	20	1.0		1/8	1/8	Chord	3/4	2	1	1/4	1/4	1	121				
8	7	21	21	1.0		3/8	3/8	Chord	3/4	2	1	1/4	1/4	1	122				
8	7	22	22	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	123				
8	7	39/2	39/2	0.5		0	0	Chord	3/4	3	1	1/8	1/8	1	124				
8	7	20	20	1.0		1/8	1/8	Chord	3/4	3	1	1/4	1/4	1	125				
8	7	21	21	1.0		3/8	3/8	Chord	3/4	3	1	1/4	1/4	1	126				
8	7	22	22	0.5		5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	127				
8	7	39/2	39/2	0.5		0	0	Chord	3/4	4	1	1/8	1/8	1	128				
8	7	20	20	0.5		1/8	1/8	Chord	3/4	4	1	1/8	1/8	1	129				
8	7	41/2	41/2	0.5		1/4	1/4	Chord	3/4	4	1	1/8	1/8	1	130				
8	7	21	21	0.5		3/8	3/8	Chord	3/4	4	1	1/8	1/8	1	131				
8	7	43/2	43/2	0.5		1/2	1/2	Chord	3/4	4	1	1/8	1/8	1	132				
8	7	22	22	0.5		5/8	5/8	Chord	3/4	4	1	1/8	1/8	1	133				
9	8	45/2	45/2	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	134				
9	8	23	23	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	135				
9	8	47/2	47/2	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	136				
9	8	45/2	45/2	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	137				
9	8	45/2	45/2	1.0		0	0	Chord	3/4	3	1	1/4	1/4	1	138				
9	8	45/2	45/2	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	139				
10	8	24	24	0.0		0	3/8	Dynamic	3/4	1	1	0				f			
10	8	24	24	1.0		0	3/8	Chord	3/4	1	1	1/4	1/4	1	140				
10	8	25	25	0.5		1/4	5/8	Chord	3/4	1	1	1/8	1/8	1	141				
10	8	24	24	0.0		0	3/8	Dynamic	3/4	2	1	0				f			
10	8	24	24	1.0		0	3/8	Chord	3/4	2	1	1/4	1/4	1	142				
10	8	25	25	0.5		1/4	5/8	Chord	3/4	2	1	1/8	1/8	1	143				
10	8	24	24	0.0		0	3/8	Dynamic	3/4	3	1	0				f			
10	8	24	24	0.5		0	3/8	Chord	3/4	3	1	1/8	1/8	1	144				
10	8	49/2	49/2	0.5		1/8	1/2	Chord	3/4	3	1	1/8	1/8	1	145				
10	8	25	25	0.5		1/4	5/8	Chord	3/4	3	1	1/8	1/8	1	146				
10	8	24	24	0.0		0	3/8	Dynamic	3/4	4	1	0				f			
10	8	24	24	0.5		0	3/8	Chord	3/4	4	1	1/8	1/8	1	147				
10	8	49/2	49/2	0.5		1/8	1/2	Chord	3/4	4	1	1/8	1/8	1	148				
10	8	25	25	0.5		1/4	5/8	Chord	3/4	4	1	1/8	1/8	1	149				
11	9	51/2	51/2	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	150				
11	9	26	26	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	151		articStaccatoAbove		
11	9	53/2	53/2	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	152		articStaccatoAbove		
11	9	27	27	0.0		3/8	3/8	Dynamic	3/4	1	1	0				p			
11	9	27	27	1.0		3/8	3/8	Chord	3/4	1	1	1/4	1/4	1	153				
11	9	28	28	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	154				
11	9	51/2	51/2	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	155				
11	9	26	26	0.5		1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	156		articStaccatoBelow		
11	9	53/2	53/2	0.5		1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	157		articStaccatoBelow		
11	9	27	27	0.0		3/8	3/8	Dynamic	3/4	2	1	0				p			
11	9	27	27	0.5		3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	158				
11	9	55/2	55/2	0.5		1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	159				
11	9	28	28	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	160				
11	9	51/2	51/2	1.0		0	0	Chord	3/4	3	1	1/4	1/4	1	161				
11	9	27	27	0.0		3/8	3/8	Dynamic	3/4	3	1	0				p			
11	9	27	27	0.5		3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	162				
11	9	55/2	55/2	0.5		1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	163				
11	9	28	28	0.5		5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	164				
11	9	51/2	51/2	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	165				
12	10	57/2	57/2	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	166				
12	10	29	29	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	167		articStaccatoAbove		
12	10	59/2	59/2	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	168		articStaccatoAbove		
12	10	30	30	0.0		3/8	3/8	Dynamic	3/4	1	1	0				f			
12	10	30	30	1.0		3/8	3/8	Chord	3/4	1	1	1/4	1/4	1	169				
12	10	31	31	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	170				
12	10	57/2	57/2	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	171				
12	10	30	30	0.0		3/8	3/8	Dynamic	3/4	2	1	0				f			
12	10	30	30	1.0		3/8	3/8	Chord	3/4	2	1	1/4	1/4	1	172				
12	10	31	31	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	173				
12	10	57/2	57/2	1.0		0	0	Chord	3/4	3	1	1/4	1/4	1	174				
12	10	30	30	0.0		3/8	3/8	Dynamic	3/4	3	1	0				f			
12	10	30	30	0.5		3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	175				
12	10	61/2	61/2	0.5		1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	176				
12	10	31	31	0.5		5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	177				
12	10	30	30	0.0		3/8	3/8	Dynamic	3/4	4	1	0				f			
12	10	30	30	0.5		3/8	3/8	Chord	3/4	4	1	1/8	1/8	1	178				
12	10	61/2	61/2	0.5		1/2	1/2	Chord	3/4	4	1	1/8	1/8	1	179				
12	10	31	31	0.5		5/8	5/8	Chord	3/4	4	1	1/8	1/8	1	180				
13	11	63/2	63/2	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	181				
13	11	32	32	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	182		articStaccatoAbove		
13	11	65/2	65/2	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	183		articStaccatoAbove		
13	11	33	33	0.0		3/8	3/8	Dynamic	3/4	1	1	0				p			
13	11	33	33	1.0		3/8	3/8	Chord	3/4	1	1	1/4	1/4	1	184				
13	11	34	34	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	185		articStaccatoAbove		
13	11	63/2	63/2	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	186				
13	11	32	32	0.5		1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	187		articStaccatoBelow		
13	11	65/2	65/2	0.5		1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	188		articStaccatoBelow		
13	11	33	33	0.0		3/8	3/8	Dynamic	3/4	2	1	0				p			
13	11	33	33	0.5		3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	189		articStaccatoBelow		
13	11	67/2	67/2	0.5		1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	190		articStaccatoBelow		
13	11	34	34	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	191		articStaccatoBelow		
13	11	63/2	63/2	1.0		0	0	Chord	3/4	3	1	1/4	1/4	1	192				
13	11	33	33	0.0		3/8	3/8	Dynamic	3/4	3	1	0				p			
13	11	33	33	0.5		3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	193		articStaccatoAbove		
13	11	67/2	67/2	0.5		1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	194		articStaccatoAbove		
13	11	34	34	0.5		5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	195		articStaccatoAbove		
13	11	63/2	63/2	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	196				
14	12	69/2	69/2	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	197		articStaccatoAbove		
14	12	35	35	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	198		articStaccatoAbove		
14	12	71/2	71/2	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	199		articStaccatoAbove		
14	12	36	36	0.0		3/8	3/8	StaffText	3/4	1	1	0						cresc.	
14	12	36	36	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	200		articStaccatoAbove		
14	12	73/2	73/2	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	201		articStaccatoAbove		
14	12	37	37	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	202		articStaccatoAbove		
14	12	69/2	69/2	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	203		articStaccatoBelow		
14	12	35	35	0.5		1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	204		articStaccatoBelow		
14	12	71/2	71/2	0.5		1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	205		articStaccatoBelow		
14	12	36	36	0.0		3/8	3/8	StaffText	3/4	2	1	0						cresc.	
14	12	36	36	0.5		3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	206		articStaccatoBelow		
14	12	73/2	73/2	0.5		1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	207		articStaccatoBelow		
14	12	37	37	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	208		articStaccatoBelow		
14	12	69/2	69/2	0.5		0	0	Chord	3/4	3	1	1/8	1/8	1	209		articStaccatoAbove		
14	12	35	35	0.5		1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	210		articStaccatoAbove		
14	12	71/2	71/2	0.5		1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	211		articStaccatoAbove		
14	12	36	36	0.0		3/8	3/8	StaffText	3/4	3	1	0						cresc.	
14	12	36	36	0.5		3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	212		articStaccatoAbove		
14	12	73/2	73/2	0.5		1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	213		articStaccatoAbove		
14	12	37	37	0.5		5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	214		articStaccatoAbove		
15	13	75/2	75/2	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	215		articStaccatoAbove		
15	13	38	38	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	216		articStaccatoAbove		
15	13	77/2	77/2	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	217		articStaccatoAbove		
15	13	39	39	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	218		articStaccatoAbove		
15	13	79/2	79/2	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	219		articStaccatoAbove		
15	13	40	40	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	220		articStaccatoAbove		
15	13	75/2	75/2	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	221		articStaccatoBelow		
15	13	38	38	0.5		1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	222		articStaccatoBelow		
15	13	77/2	77/2	0.5		1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	223		articStaccatoBelow		
15	13	39	39	0.5		3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	224		articStaccatoBelow		
15	13	79/2	79/2	0.5		1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	225		articStaccatoBelow		
15	13	40	40	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	226		articStaccatoBelow		
15	13	75/2	75/2	0.5		0	0	Chord	3/4	3	1	1/8	1/8	1	227		articStaccatoAbove		
15	13	38	38	0.5		1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	228		articStaccatoAbove		
15	13	77/2	77/2	0.5		1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	229		articStaccatoAbove		
15	13	39	39	0.5		3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	230		articStaccatoAbove		
15	13	79/2	79/2	0.5		1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	231		articStaccatoAbove		
15	13	40	40	0.5		5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	232		articStaccatoAbove		
15	13	39	39	0.0		3/8	3/8	StaffText	3/4	4	1	0						cresc.	
15	13	39	39	0.5		3/8	3/8	Chord	3/4	4	1	1/8	1/8	1	233		articStaccatoBelow		
15	13	79/2	79/2	0.5		1/2	1/2	Chord	3/4	4	1	1/8	1/8	1	234		articStaccatoBelow		
15	13	40	40	0.5		5/8	5/8	Chord	3/4	4	1	1/8	1/8	1	235		articStaccatoBelow		
16	14	81/2	81/2	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	236		articStaccatoAbove		
16	14	41	41	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	237		articStaccatoAbove		
16	14	83/2	83/2	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	238		articStaccatoAbove		
16	14	42	42	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	239		articStaccatoAbove		
