mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur
34	32	191/2	191/2	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	484		articStaccatoAbove		
34	32	96	96	1.0		3/8	3/8	Chord	3/4	1	1	1/4	1/4	1	485				
34	32	97	97	0.0		5/8	5/8	Dynamic	3/4	1	1	0				f			
34	32	97	97	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	486				
34	32	189/2	189/2	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	487				
34	32	95	95	0.0		1/8	1/8	StaffText	3/4	2	1	0						cresc.	
34	32	95	95	0.5		1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	488		articStaccatoBelow		
34	32	191/2	191/2	0.5		1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	489		articStaccatoBelow		
34	32	96	96	0.5		3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	490				
34	32	193/2	193/2	0.5		1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	491				
34	32	97	97	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	492				
34	32	96	96	0.0		3/8	3/8	StaffText	3/4	3	1	0						cresc.	
34	32	96	96	0.5		3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	493				
34	32	193/2	193/2	0.5		1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	494				
34	32	97	97	0.5		5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	495				
34	32	189/2	189/2	0.5		0	0	Chord	3/4	4	1	1/8	1/8	1	496				
34	32	95	95	0.0		1/8	1/8	StaffText	3/4	4	1	0						cresc.	
34	32	95	95	0.5		1/8	1/8	Chord	3/4	4	1	1/8	1/8	1	497				
34	32	191/2	191/2	0.5		1/4	1/4	Chord	3/4	4	1	1/8	1/8	1	498				
34	32	96	96	0.5		3/8	3/8	Chord	3/4	4	1	1/8	1/8	1	499				
34	32	193/2	193/2	0.5		1/2	1/2	Chord	3/4	4	1	1/8	1/8	1	500				
34	32	97	97	0.5		5/8	5/8	Chord	3/4	4	1	1/8	1/8	1	501				
35	33	195/2	195/2	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	502				
35	33	98	98	1.0		1/8	1/8	Chord	3/4	1	1	1/4	1/4	1	503				
35	33	99	99	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	504		articStaccatoAbove		
35	33	199/2	199/2	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	505		articStaccatoAbove		
35	33	100	100	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	506		articStaccatoAbove		
35	33	195/2	195/2	0.0		0	0	Dynamic	3/4	2	1	0				f			
35	33	195/2	195/2	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	507				
35	33	197/2	197/2	1.0		1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	508				
35	33	199/2	199/2	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	509				
35	33	195/2	195/2	0.0		0	0	Dynamic	3/4	3	1	0				f			
35	33	195/2	195/2	1.0		0	0	Chord	3/4	3	1	1/4	1/4	1	510				
35	33	197/2	197/2	1.0		1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	511				
35	33	199/2	199/2	1.0		1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	512				
35	33	195/2	195/2	0.0		0	0	Dynamic	3/4	4	1	0				f			
35	33	195/2	195/2	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	513				
35	33	197/2	197/2	1.0		1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	514				
35	33	199/2	199/2	1.0		1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	515				
36	34	201/2	201/2	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	516		articStaccatoAbove		
36	34	101	101	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	517		articStaccatoAbove		
36	34	203/2	203/2	0.0		1/4	1/4	Dynamic	3/4	1	1	0				sf			
36	34	203/2	203/2	2.0		1/4	1/4	Chord	3/4	1	1	1/2	1/2	1	518				
36	34	201/2	201/2	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	519				
36	34	102	102	0.0		3/8	3/8	Dynamic	3/4	2	1	0				p			
36	34	102	102	1.0		3/8	3/8	Chord	3/4	2	1	1/4	1/4	1	520				
36	34	103	103	0.0		5/8	5/8	Dynamic	3/4	2	1	0				sf			
36	34	103	103	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	521				
36	34	201/2	201/2	1.0		0	0	Chord	3/4	3	1	1/4	1/4	1	522				
36	34	102	102	0.0		3/8	3/8	Dynamic	3/4	3	1	0				p			
36	34	102	102	1.0		3/8	3/8	Chord	3/4	3	1	1/4	1/4	1	523				
36	34	103	103	0.0		5/8	5/8	Dynamic	3/4	3	1	0				p			
36	34	103	103	0.5		5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	524				
36	34	201/2	201/2	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	525				
37	35	207/2	207/2	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	526		articStaccatoAbove		
37	35	104	104	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	527		articStaccatoAbove		
37	35	209/2	209/2	0.0		1/4	1/4	Dynamic	3/4	1	1	0				sf			
37	35	209/2	209/2	2.0		1/4	1/4	Chord	3/4	1	1	1/2	1/2	1	528				
37	35	207/2	207/2	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	529				
37	35	104	104	0.5		1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	530		articStaccatoBelow		
37	35	209/2	209/2	0.5		1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	531		articStaccatoBelow		
37	35	207/2	207/2	0.5		0	0	Chord	3/4	3	1	1/8	1/8	1	532				
37	35	104	104	0.5		1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	533		articStaccatoBelow		
37	35	209/2	209/2	0.5		1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	534		articStaccatoBelow		
37	35	105	105	1.0		3/8	3/8	Chord	3/4	3	1	1/4	1/4	1	535				
37	35	106	106	0.0		5/8	5/8	Dynamic	3/4	3	1	0				sf			
37	35	106	106	0.5		5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	536				
37	35	105	105	1.0		3/8	3/8	Chord	3/4	4	1	1/4	1/4	1	537				
37	35	106	106	0.0		5/8	5/8	Dynamic	3/4	4	1	0				sf			
37	35	106	106	0.5		5/8	5/8	Chord	3/4	4	1	1/8	1/8	1	538				
38	36	213/2	213/2	1.5		0	0	Chord	3/4	1	1	3/8	1/4	3/2	539				
38	36	108	108	1.0		3/8	3/8	Chord	3/4	1	1	1/4	1/4	1	540				
38	36	109	109	0.0		5/8	5/8	Dynamic	3/4	1	1	0				sf			
38	36	109	109	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	541				
38	36	108	108	1.0		3/8	3/8	Chord	3/4	2	1	1/4	1/4	1	542				
38	36	109	109	0.0		5/8	5/8	Dynamic	3/4	2	1	0				sf			
38	36	109	109	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	543				
38	36	213/2	213/2	0.5		0	0	Chord	3/4	3	1	1/8	1/8	1	544				
38	36	107	107	0.5		1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	545		articStaccatoBelow		
38	36	215/2	215/2	0.5		1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	546		articStaccatoBelow		
38	36	108	108	1.0		3/8	3/8	Chord	3/4	3	1	1/4	1/4	1	547				
38	36	109	109	0.0		5/8	5/8	Dynamic	3/4	3	1	0				sf			
38	36	109	109	0.5		5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	548				
38	36	213/2	213/2	0.5		0	0	Chord	3/4	4	1	1/8	1/8	1	549				
38	36	107	107	0.5		1/8	1/8	Chord	3/4	4	1	1/8	1/8	1	550		articStaccatoBelow		
38	36	215/2	215/2	0.5		1/4	1/4	Chord	3/4	4	1	1/8	1/8	1	551		articStaccatoBelow		
39	37	219/2	219/2	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	552				
39	37	110	110	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	553		articStaccatoAbove		
39	37	221/2	221/2	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	554		articStaccatoAbove		
39	37	111	111	0.0		3/8	3/8	Dynamic	3/4	1	1	0				sf			
39	37	111	111	1.5		3/8	3/8	Chord	3/4	1	1	3/8	1/4	3/2	555				
39	37	219/2	219/2	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	556				
39	37	110	110	0.5		1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	557		articStaccatoAbove		
39	37	221/2	221/2	0.5		1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	558		articStaccatoAbove		
39	37	111	111	0.0		3/8	3/8	Dynamic	3/4	2	1	0				sf			
39	37	111	111	1.0		3/8	3/8	Chord	3/4	2	1	1/4	1/4	1	559				
39	37	112	112	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	560				
39	37	219/2	219/2	0.5		0	0	Chord	3/4	3	1	1/8	1/8	1	561				
39	37	110	110	0.5		1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	562		articStaccatoAbove		
39	37	221/2	221/2	0.5		1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	563		articStaccatoAbove		
39	37	111	111	0.0		3/8	3/8	Dynamic	3/4	3	1	0				sf			
39	37	111	111	1.0		3/8	3/8	Chord	3/4	3	1	1/4	1/4	1	564				
39	37	112	112	0.5		5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	565				
39	37	111	111	0.0		3/8	3/8	Dynamic	3/4	4	1	0				sf			
39	37	111	111	1.0		3/8	3/8	Chord	3/4	4	1	1/4	1/4	1	566				
39	37	112	112	0.5		5/8	5/8	Chord	3/4	4	1	1/8	1/8	1	567				
40	38	225/2	225/2	1.5		0	0	Chord	3/4	1	1	3/8	1/4	3/2	568				
40	38	114	114	1.0		3/8	3/8	Chord	3/4	1	1	1/4	1/4	1	569				
40	38	115	115	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	570		articStaccatoAbove		
40	38	225/2	225/2	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	571				
40	38	113	113	0.5		1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	572				
40	38	227/2	227/2	0.5		1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	573				
40	38	114	114	0.0		3/8	3/8	Dynamic	3/4	2	1	0				sf			
40	38	114	114	1.0		3/8	3/8	Chord	3/4	2	1	1/4	1/4	1	574				
40	38	115	115	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	575				
40	38	225/2	225/2	0.5		0	0	Chord	3/4	3	1	1/8	1/8	1	576				
40	38	113	113	0.5		1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	577				
40	38	227/2	227/2	0.5		1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	578				
40	38	114	114	0.0		3/8	3/8	Dynamic	3/4	3	1	0				sf			
40	38	114	114	1.0		3/8	3/8	Chord	3/4	3	1	1/4	1/4	1	579				
40	38	115	115	0.5		5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	580				
40	38	225/2	225/2	0.5		0	0	Chord	3/4	4	1	1/8	1/8	1	581				
40	38	113	113	0.5		1/8	1/8	Chord	3/4	4	1	1/8	1/8	1	582				
40	38	227/2	227/2	0.5		1/4	1/4	Chord	3/4	4	1	1/8	1/8	1	583				
41	39	231/2	231/2	0.0		0	0	Dynamic	3/4	1	1	0				p			
41	39	231/2	231/2	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	584		articStaccatoAbove		
41	39	116	116	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	585		articStaccatoAbove		
41	39	233/2	233/2	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	586		articStaccatoAbove		
41	39	117	117	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	587		articStaccatoAbove		
41	39	235/2	235/2	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	588		articStaccatoAbove		
41	39	118	118	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	589		articStaccatoAbove		
41	39	231/2	231/2	0.0		0	0	Dynamic	3/4	2	1	0				p			
41	39	231/2	231/2	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	590		articStaccatoAbove		
41	39	116	116	0.5		1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	591		articStaccatoAbove		
41	39	233/2	233/2	0.5		1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	592		articStaccatoAbove		
41	39	117	117	0.5		3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	593		articStaccatoAbove		
41	39	235/2	235/2	0.5		1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	594		articStaccatoAbove		
41	39	118	118	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	595		articStaccatoAbove		
41	39	231/2	231/2	0.0		0	0	Dynamic	3/4	3	1	0				p			
41	39	231/2	231/2	0.5		0	0	Chord	3/4	3	1	1/8	1/8	1	596		articStaccatoAbove		
41	39	116	116	0.5		1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	597		articStaccatoAbove		
41	39	233/2	233/2	0.5		1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	598		articStaccatoAbove		
41	39	117	117	0.5		3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	599		articStaccatoAbove		
41	39	235/2	235/2	0.5		1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	600		articStaccatoAbove		
41	39	118	118	0.5		5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	601		articStaccatoAbove		
42	40	237/2	237/2	0.0		0	0	StaffText	3/4	1	1	0						cresc.	
42	40	237/2	237/2	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	602		articStaccatoAbove		
42	40	119	119	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	603		articStaccatoAbove		
42	40	239/2	239/2	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	604		articStaccatoAbove		
42	40	120	120	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	605		articStaccatoAbove		
42	40	241/2	241/2	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	606		articStaccatoAbove		
42	40	121	121	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	607		articStaccatoAbove		
42	40	237/2	237/2	0.0		0	0	StaffText	3/4	2	1	0						cresc.	
42	40	237/2	237/2	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	608		articStaccatoAbove		
42	40	119	119	0.5		1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	609		articStaccatoAbove		
42	40	239/2	239/2	0.5		1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	610		articStaccatoAbove		
42	40	120	120	0.5		3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	611		articStaccatoAbove		
42	40	241/2	241/2	0.5		1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	612		articStaccatoAbove		
42	40	121	121	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	613		articStaccatoAbove		
42	40	237/2	237/2	0.0		0	0	StaffText	3/4	3	1	0						cresc.	
42	40	237/2	237/2	0.5		0	0	Chord	3/4	3	1	1/8	1/8	1	614		articStaccatoAbove		
42	40	119	119	0.5		1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	615		articStaccatoAbove		
42	40	239/2	239/2	0.5		1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	616		articStaccatoAbove		
42	40	120	120	0.5		3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	617		articStaccatoAbove		
42	40	241/2	241/2	0.5		1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	618		articStaccatoAbove		
42	40	121	121	0.5		5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	619		articStaccatoAbove		
43	41	243/2	243/2	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	620		articStaccatoAbove		
43	41	122	122	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	621		articStaccatoAbove		
43	41	245/2	245/2	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	622		articStaccatoAbove		
43	41	123	123	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	623		articStaccatoAbove		
43	41	247/2	247/2	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	624		articStaccatoAbove		
43	41	124	124	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	625		articStaccatoAbove		
43	41	243/2	243/2	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	626		articStaccatoAbove		
43	41	122	122	0.5		1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	627		articStaccatoAbove		
43	41	245/2	245/2	0.5		1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	628		articStaccatoAbove		
43	41	123	123	0.5		3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	629		articStaccatoAbove		
43	41	247/2	247/2	0.5		1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	630		articStaccatoAbove		
43	41	124	124	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	631		articStaccatoAbove		
43	41	243/2	243/2	0.5		0	0	Chord	3/4	3	1	1/8	1/8	1	632		articStaccatoAbove		
43	41	122	122	0.5		1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	633		articStaccatoAbove		
43	41	245/2	245/2	0.5		1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	634		articStaccatoAbove		
43	41	123	123	0.5		3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	635		articStaccatoAbove		
43	41	247/2	247/2	0.5		1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	636		articStaccatoAbove		
43	41	124	124	0.5		5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	637		articStaccatoAbove		
43	41	243/2	243/2	0.5		0	0	Chord	3/4	4	1	1/8	1/8	1	638				
43	41	122	122	0.5		1/8	1/8	Chord	3/4	4	1	1/8	1/8	1	639				
43	41	245/2	245/2	0.5		1/4	1/4	Chord	3/4	4	1	1/8	1/8	1	640				
43	41	123	123	0.5		3/8	3/8	Chord	3/4	4	1	1/8	1/8	1	641				
43	41	247/2	247/2	0.5		1/2	1/2	Chord	3/4	4	1	1/8	1/8	1	642				
43	41	124	124	0.5		5/8	5/8	Chord	3/4	4	1	1/8	1/8	1	643				
44	42	249/2	249/2	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	644				
44	42	125	125	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	645				
44	42	251/2	251/2	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	646				
44	42	126	126	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	647				
44	42	253/2	253/2	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	648				
44	42	127	127	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	649				
44	42	249/2	249/2	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	650				
44	42	125	125	0.5		1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	651				
44	42	251/2	251/2	0.5		1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	652				
44	42	126	126	0.5		3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	653				
44	42	253/2	253/2	0.5		1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	654				
44	42	127	127	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	655				
44	42	249/2	249/2	0.5		0	0	Chord	3/4	3	1	1/8	1/8	1	656				
44	42	125	125	0.5		1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	657				
44	42	251/2	251/2	0.5		1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	658				
44	42	126	126	0.5		3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	659				
44	42	253/2	253/2	0.5		1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	660				
44	42	127	127	0.5		5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	661				
44	42	249/2	249/2	0.5		0	0	Chord	3/4	4	1	1/8	1/8	1	662				
44	42	125	125	0.5		1/8	1/8	Chord	3/4	4	1	1/8	1/8	1	663				
44	42	251/2	251/2	0.5		1/4	1/4	Chord	3/4	4	1	1/8	1/8	1	664				
44	42	126	126	0.5		3/8	3/8	Chord	3/4	4	1	1/8	1/8	1	665				
44	42	253/2	253/2	0.5		1/2	1/2	Chord	3/4	4	1	1/8	1/8	1	666				
44	42	127	127	0.5		5/8	5/8	Chord	3/4	4	1	1/8	1/8	1	667				
45	43	255/2	255/2	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	668				
45	43	128	128	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	669				
45	43	257/2	257/2	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	670				
45	43	129	129	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	671				
45	43	259/2	259/2	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	672				
45	43	130	130	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	673				
45	43	255/2	255/2	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	674				
45	43	128	128	0.5		1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	675				
45	43	257/2	257/2	0.5		1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	676				
45	43	129	129	0.5		3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	677				
45	43	259/2	259/2	0.5		1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	678				
45	43	130	130	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	679				
45	43	255/2	255/2	0.5		0	0	Chord	3/4	3	1	1/8	1/8	1	680				
45	43	128	128	0.5		1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	681				
45	43	257/2	257/2	0.5		1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	682				
45	43	129	129	0.5		3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	683				
45	43	259/2	259/2	0.5		1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	684				
45	43	130	130	0.5		5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	685				
45	43	255/2	255/2	0.5		0	0	Chord	3/4	4	1	1/8	1/8	1	686				
45	43	128	128	0.5		1/8	1/8	Chord	3/4	4	1	1/8	1/8	1	687				
45	43	257/2	257/2	0.5		1/4	1/4	Chord	3/4	4	1	1/8	1/8	1	688				
45	43	129	129	0.5		3/8	3/8	Chord	3/4	4	1	1/8	1/8	1	689				
45	43	259/2	259/2	0.5		1/2	1/2	Chord	3/4	4	1	1/8	1/8	1	690				
45	43	130	130	0.5		5/8	5/8	Chord	3/4	4	1	1/8	1/8	1	691				
46	44	261/2	261/2	0.0		0	0	Dynamic	3/4	1	1	0				ff			
46	44	261/2	261/2	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	692				
46	44	131	131	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	693				
46	44	263/2	263/2	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	694				
46	44	132	132	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	695				
46	44	265/2	265/2	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	696				
46	44	133	133	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	697				
46	44	261/2	261/2	0.0		0	0	Dynamic	3/4	2	1	0				ff			
46	44	261/2	261/2	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	698				
46	44	131	131	0.5		1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	699				
46	44	263/2	263/2	0.5		1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	700				
46	44	132	132	0.5		3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	701				
46	44	265/2	265/2	0.5		1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	702				
46	44	133	133	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	703				
46	44	261/2	261/2	0.0		0	0	Dynamic	3/4	3	1	0				ff			
46	44	261/2	261/2	0.5		0	0	Chord	3/4	3	1	1/8	1/8	1	704				
46	44	131	131	0.5		1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	705				
46	44	263/2	263/2	0.5		1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	706				
46	44	132	132	0.5		3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	707				
46	44	265/2	265/2	0.5		1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	708				
46	44	133	133	0.5		5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	709				
46	44	261/2	261/2	0.0		0	0	Dynamic	3/4	4	1	0				ff			
46	44	261/2	261/2	0.5		0	0	Chord	3/4	4	1	1/8	1/8	1	710				
46	44	131	131	0.5		1/8	1/8	Chord	3/4	4	1	1/8	1/8	1	711				
46	44	263/2	263/2	0.5		1/4	1/4	Chord	3/4	4	1	1/8	1/8	1	712				
46	44	132	132	0.5		3/8	3/8	Chord	3/4	4	1	1/8	1/8	1	713				
46	44	265/2	265/2	0.5		1/2	1/2	Chord	3/4	4	1	1/8	1/8	1	714				
46	44	133	133	0.5		5/8	5/8	Chord	3/4	4	1	1/8	1/8	1	715				
47	45	267/2	267/2	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	716				
47	45	134	134	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	717				
47	45	269/2	269/2	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	718				
47	45	135	135	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	719				
47	45	271/2	271/2	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	720				
47	45	136	136	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	721				
47	45	267/2	267/2	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	722				
47	45	267/2	267/2	1.0		0	0	Chord	3/4	3	1	1/4	1/4	1	723				
47	45	267/2	267/2	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	724				
48	46	273/2	273/2	0.0		0	0	Dynamic	3/4	1	1	0				p			
48	46	273/2	273/2	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	725				
48	46	137	137	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	726				
48	46	275/2	275/2	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	727				
48	46	138	138	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	728				
48	46	277/2	277/2	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	729				
48	46	139	139	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	730				
48	46	273/2	273/2	0.0		0	0	Dynamic	3/4	2	1	0				p			
48	46	273/2	273/2	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	731				
48	46	273/2	273/2	0.0		0	0	Dynamic	3/4	3	1	0				p			
48	46	273/2	273/2	1.0		0	0	Chord	3/4	3	1	1/4	1/4	1	732				
48	46	273/2	273/2	0.0		0	0	Dynamic	3/4	4	1	0				p			
48	46	273/2	273/2	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	733				
49	47	279/2	279/2	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	734				
