mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin
6	5	9	9	0.0	1/8	1/8	StaffText	2/4	1	1	0							<i>cresc.</i>						
6	5	9	9	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	85									
6	5	19/2	19/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	86							24		
6	5	39/4	39/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	87									
6	5	10	10	0.0	3/8	3/8	Spanner	2/4	1	1	0												8	
6	5	10	10	0.375	3/8	3/8	Chord	2/4	1	1	3/32		1/16	3/2	88							25	8	
6	5	83/8	83/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	89								8	
6	5	19/2	19/2	0.0	1/4	1/4	StaffText	2/4	2	1	0							<i>cresc.</i>						
6	5	19/2	19/2	0.375	1/4	1/4	Chord	2/4	2	1	3/32		1/16	3/2	90									
6	5	79/8	79/8	0.125	11/32	11/32	Chord	2/4	2	1	1/32		1/32	1	91									
6	5	10	10	0.0	3/8	3/8	Spanner	2/4	2	1	0												9	
6	5	10	10	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	92							26	9	
6	5	17/2	17/2	0.25	0	0	Chord	2/4	3	1	1/16		1/16	1	93							27		
6	5	35/4	35/4	0.25	1/16	1/16	Chord	2/4	3	1	1/16		1/16	1	94									
6	5	9	9	0.0	1/8	1/8	StaffText	2/4	3	1	0							<i>cresc.</i>						
6	5	9	9	0.375	1/8	1/8	Chord	2/4	3	1	3/32		1/16	3/2	95							28		
6	5	75/8	75/8	0.125	7/32	7/32	Chord	2/4	3	1	1/32		1/32	1	96									
6	5	19/2	19/2	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	97							29		
6	5	10	10	0.0	3/8	3/8	Spanner	2/4	3	1	0												10	
6	5	10	10	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	98								10	
6	5	17/2	17/2	0.25	0	0	Chord	2/4	4	1	1/16		1/16	1	99							30		
6	5	35/4	35/4	0.25	1/16	1/16	Chord	2/4	4	1	1/16		1/16	1	100									
6	5	9	9	0.0	1/8	1/8	StaffText	2/4	4	1	0							<i>cresc.</i>						
6	5	9	9	0.5	1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	101							31		
6	5	19/2	19/2	0.5	1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	102							31		
6	5	10	10	0.0	3/8	3/8	Spanner	2/4	4	1	0												11	
6	5	10	10	0.5	3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	103								11	
7	6	21/2	21/2	0.0	0	0	Dynamic	2/4	1	1	0					p								
7	6	21/2	21/2	0.0	0	0	Spanner	2/4	1	1	0													
7	6	21/2	21/2	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	104							32		
7	6	43/4	43/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	105									
7	6	11	11	0.0	1/8	1/8	StaffText	2/4	1	1	0							<i>cresc.</i>						
7	6	11	11	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	106									
7	6	23/2	23/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	107							33		
7	6	47/4	47/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	108									
7	6	12	12	0.0	3/8	3/8	Spanner	2/4	1	1	0												12	
7	6	12	12	0.375	3/8	3/8	Chord	2/4	1	1	3/32		1/16	3/2	109							34	12	
7	6	99/8	99/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	110								12	
7	6	21/2	21/2	0.0	0	0	Dynamic	2/4	2	1	0					p						26		
7	6	21/2	21/2	0.0	0	0	Spanner	2/4	2	1	0											26		
7	6	21/2	21/2	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	111							26		
7	6	43/4	43/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	112									
7	6	23/2	23/2	0.0	1/4	1/4	StaffText	2/4	2	1	0							<i>cresc.</i>						
7	6	23/2	23/2	0.375	1/4	1/4	Chord	2/4	2	1	3/32		1/16	3/2	113							35		
7	6	95/8	95/8	0.125	11/32	11/32	Chord	2/4	2	1	1/32		1/32	1	114									
7	6	12	12	0.0	3/8	3/8	Spanner	2/4	2	1	0												13	
7	6	12	12	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	115							36	13	
7	6	21/2	21/2	0.0	0	0	Dynamic	2/4	3	1	0					p								
7	6	21/2	21/2	0.0	0	0	Spanner	2/4	3	1	0													
7	6	21/2	21/2	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	116									
7	6	11	11	0.0	1/8	1/8	StaffText	2/4	3	1	0							<i>cresc.</i>						
7	6	11	11	0.375	1/8	1/8	Chord	2/4	3	1	3/32		1/16	3/2	117							37		
7	6	91/8	91/8	0.125	7/32	7/32	Chord	2/4	3	1	1/32		1/32	1	118									
7	6	23/2	23/2	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	119							38		
7	6	12	12	0.0	3/8	3/8	Spanner	2/4	3	1	0												14	
7	6	12	12	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	120								14	
7	6	21/2	21/2	0.0	0	0	Dynamic	2/4	4	1	0					p								
7	6	21/2	21/2	0.0	0	0	Spanner	2/4	4	1	0													
7	6	21/2	21/2	0.5	0	0	Chord	2/4	4	1	1/8		1/8	1	121							39		
7	6	11	11	0.0	1/8	1/8	StaffText	2/4	4	1	0							<i>cresc.</i>				39		
7	6	11	11	0.5	1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	122							39		
7	6	23/2	23/2	0.5	1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	123							39		
7	6	12	12	0.0	3/8	3/8	Spanner	2/4	4	1	0												15	
7	6	12	12	0.5	3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	124								15	
8	7	25/2	25/2	0.0	0	0	Dynamic	2/4	1	1	0					p								
8	7	25/2	25/2	0.0	0	0	Spanner	2/4	1	1	0													
8	7	25/2	25/2	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	125							40		
8	7	51/4	51/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	126									
8	7	27/2	27/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	127							41		
8	7	55/4	55/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	128									
8	7	25/2	25/2	0.0	0	0	Dynamic	2/4	2	1	0					p								
8	7	25/2	25/2	0.0	0	0	Spanner	2/4	2	1	0													
8	7	25/2	25/2	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	129							42		
8	7	51/4	51/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	130									
8	7	27/2	27/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	131							43		
8	7	55/4	55/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	132									
8	7	25/2	25/2	0.0	0	0	Dynamic	2/4	3	1	0					p								
8	7	25/2	25/2	0.0	0	0	Spanner	2/4	3	1	0													
8	7	25/2	25/2	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	133									
8	7	13	13	1.0	1/8	1/8	Chord	2/4	3	1	1/4		1/4	1	134									
8	7	14	14	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	135									
8	7	25/2	25/2	0.0	0	0	Dynamic	2/4	4	1	0					p								
8	7	25/2	25/2	0.0	0	0	Spanner	2/4	4	1	0													
8	7	25/2	25/2	0.5	0	0	Chord	2/4	4	1	1/8		1/8	1	136									
8	7	13	13	1.0	1/8	1/8	Chord	2/4	4	1	1/4		1/4	1	137									
8	7	14	14	0.5	3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	138									
9	8	29/2	29/2	0.0	0	0	Tempo	6/8	1	1	0								Allegrettoagitato.	168.0	1.0			
9	8	29/2	29/2	0.0	0	0	StaffText	6/8	1	1	0							<i>cresc.</i>						
9	8	29/2	29/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	139							44		
9	8	15	15	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	140									
9	8	16	16	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	141							45		
9	8	33/2	33/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	142									
9	8	29/2	29/2	0.0	0	0	StaffText	6/8	2	1	0							<i>cresc.</i>						
9	8	29/2	29/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	143							46		
9	8	15	15	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	144									
9	8	16	16	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	145							47		
9	8	33/2	33/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	146									
9	8	29/2	29/2	0.0	0	0	StaffText	6/8	3	1	0							<i>cresc.</i>						
9	8	29/2	29/2	1.0	0	0	Chord	6/8	3	1	1/4		1/4	1	147									
9	8	31/2	31/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	148									
9	8	17	17	0.5	5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	149									
9	8	29/2	29/2	0.0	0	0	StaffText	6/8	4	1	0							<i>cresc.</i>						
9	8	29/2	29/2	1.0	0	0	Chord	6/8	4	1	1/4		1/4	1	150									
9	8	31/2	31/2	0.5	1/4	1/4	Chord	6/8	4	1	1/8		1/8	1	151									
9	8	17	17	0.5	5/8	5/8	Chord	6/8	4	1	1/8		1/8	1	152									
10	9	35/2	35/2	0.25	0	0	Chord	6/8	1	1	1/16		1/16	1	153							48		
10	9	71/4	71/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	154									
10	9	18	18	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	155							49		
10	9	73/4	73/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	156									
10	9	37/2	37/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	157							50		
10	9	75/4	75/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	158									
10	9	19	19	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	159							51		
10	9	77/4	77/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	160									
10	9	39/2	39/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	161							52		
10	9	79/4	79/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	162									
10	9	20	20	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	163							53		
10	9	81/4	81/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	164									
10	9	35/2	35/2	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	165							54		
10	9	71/4	71/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	166									
10	9	18	18	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	167							55		
10	9	73/4	73/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	168									
10	9	37/2	37/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	169							56		
10	9	75/4	75/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	170									
10	9	19	19	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	171							57		
10	9	77/4	77/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	172									
10	9	39/2	39/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	173							58		
10	9	79/4	79/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	174									
10	9	20	20	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	175							59		
10	9	81/4	81/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	176									
10	9	18	18	0.5	1/8	1/8	Chord	6/8	3	1	1/8		1/8	1	177									
10	9	37/2	37/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	178									
10	9	19	19	0.5	3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	179									
10	9	39/2	39/2	0.5	1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	180									
10	9	20	20	0.5	5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	181									
10	9	18	18	0.5	1/8	1/8	Chord	6/8	4	1	1/8		1/8	1	182									
10	9	37/2	37/2	0.5	1/4	1/4	Chord	6/8	4	1	1/8		1/8	1	183									
10	9	19	19	0.5	3/8	3/8	Chord	6/8	4	1	1/8		1/8	1	184									
10	9	39/2	39/2	0.5	1/2	1/2	Chord	6/8	4	1	1/8		1/8	1	185									
10	9	20	20	0.5	5/8	5/8	Chord	6/8	4	1	1/8		1/8	1	186									
11	10	41/2	41/2	0.0	0	0	Dynamic	6/8	1	1	0					p								
11	10	41/2	41/2	0.25	0	0	Chord	6/8	1	1	1/16		1/16	1	187							60		
11	10	83/4	83/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	188									
11	10	22	22	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	189							61		
11	10	89/4	89/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	190									
11	10	41/2	41/2	0.0	0	0	Dynamic	6/8	2	1	0					p								
11	10	41/2	41/2	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	191							62		
11	10	83/4	83/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	192									
11	10	22	22	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	193							63		
11	10	89/4	89/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	194									
11	10	41/2	41/2	0.0	0	0	Dynamic	6/8	3	1	0					p								
11	10	41/2	41/2	0.5	0	0	Chord	6/8	3	1	1/8		1/8	1	195									
11	10	21	21	0.5	1/8	1/8	Chord	6/8	3	1	1/8		1/8	1	196							64		
11	10	43/2	43/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	197									
11	10	45/2	45/2	0.5	1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	198							65		
11	10	23	23	0.5	5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	199									
11	10	41/2	41/2	0.0	0	0	Dynamic	6/8	4	1	0					p								
11	10	41/2	41/2	0.5	0	0	Chord	6/8	4	1	1/8		1/8	1	200									
11	10	21	21	0.5	1/8	1/8	Chord	6/8	4	1	1/8		1/8	1	201							66		
11	10	43/2	43/2	0.5	1/4	1/4	Chord	6/8	4	1	1/8		1/8	1	202									
11	10	45/2	45/2	0.5	1/2	1/2	Chord	6/8	4	1	1/8		1/8	1	203							67		
11	10	23	23	0.5	5/8	5/8	Chord	6/8	4	1	1/8		1/8	1	204									
12	11	47/2	47/2	0.25	0	0	Chord	6/8	1	1	1/16		1/16	1	205							68		
12	11	95/4	95/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	206									
12	11	25	25	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	207							69		
12	11	101/4	101/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	208									
12	11	26	26	0.0	5/8	5/8	Spanner	6/8	1	1	0													8
12	11	26	26	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	209							70		8
12	11	47/2	47/2	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	210							71		
12	11	95/4	95/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	211									
12	11	25	25	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	212							72		
12	11	101/4	101/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	213									
12	11	26	26	0.0	5/8	5/8	Spanner	6/8	2	1	0													9
