mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin
3	2	4	4	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	11											
4	3	7	7	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	12									4		
4	3	8	8	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	13											
4	3	9	9	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	14		articStaccatoBelow									
4	3	7	7	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	15											
4	3	8	8	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	16											
4	3	9	9	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	17											
4	3	7	7	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	18		articStaccatoBelow									
4	3	8	8	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	19									5		
4	3	9	9	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	20											
4	3	7	7	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	21											
4	3	8	8	1.0	1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	22											
4	3	9	9	0.5	1/2	1/2	Chord	3/4	4	1	1/8	1/8	1	23											
4	3	19/2	19/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8	1/8	1	24											
5	4	10	10	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	25									6		
5	4	11	11	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	26											
5	4	12	12	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	27		articStaccatoBelow									
5	4	10	10	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	28									7		
5	4	11	11	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	29											
5	4	10	10	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	30											
5	4	10	10	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	31											
6	5	13	13	0.0	0	0	Spanner	3/4	1	1	0													0	
6	5	13	13	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	32										0	
6	5	15	15	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	33										0	
6	5	13	13	0.0	0	0	Spanner	3/4	2	1	0													1	
6	5	13	13	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	34										1	
6	5	13	13	0.0	0	0	Spanner	3/4	3	1	0													2	
6	5	13	13	3.0	0	0	Chord	3/4	3	1	3/4	1/2	3/2	35									8	2	
6	5	13	13	0.0	0	0	Spanner	3/4	4	1	0													3	
6	5	13	13	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	36									9	3	
7	6	16	16	0.0	0	0	Spanner	3/4	1	1	0														
7	6	16	16	0.0	0	0	Spanner	3/4	1	1	0														0
7	6	16	16	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	37											0
7	6	17	17	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	38											0
7	6	18	18	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	39		articStaccatoBelow									0
7	6	16	16	0.0	0	0	Spanner	3/4	2	1	0														
7	6	16	16	0.0	0	0	Spanner	3/4	2	1	0														1
7	6	16	16	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	40											1
7	6	18	18	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	41		articStaccatoBelow									1
7	6	16	16	0.0	0	0	Spanner	3/4	3	1	0														
7	6	16	16	0.0	0	0	Spanner	3/4	3	1	0														2
7	6	16	16	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	42											2
7	6	18	18	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	43		articStaccatoBelow									2
7	6	16	16	0.0	0	0	Spanner	3/4	4	1	0														
7	6	16	16	0.0	0	0	Spanner	3/4	4	1	0														3
7	6	16	16	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	44											3
7	6	18	18	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	45		articStaccatoBelow									3
8	7	19	19	0.0	0	0	Spanner	3/4	1	1	0														
8	7	19	19	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	46									10		
8	7	21	21	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	47									10		
8	7	43/2	43/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	48											
8	7	19	19	0.0	0	0	Spanner	3/4	2	1	0														
8	7	19	19	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	49		articStaccatoBelow									
8	7	20	20	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	50									11		
8	7	21	21	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	51											
8	7	19	19	0.0	0	0	Spanner	3/4	3	1	0														
8	7	19	19	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	52		articStaccatoBelow									
8	7	20	20	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	53									12		
8	7	21	21	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	54											
8	7	19	19	0.0	0	0	Spanner	3/4	4	1	0														
8	7	19	19	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	55		articStaccatoBelow									
8	7	20	20	1.0	1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	56		articStaccatoBelow									
8	7	21	21	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	57		articStaccatoBelow									
9	8	22	22	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	58											
9	8	22	22	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	59											
9	8	22	22	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	60											
9	8	22	22	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	61											
10	8	24	24	1.0	0	1/2	Chord	3/4	1	1	1/4	1/4	1	62											
10	8	24	24	1.0	0	1/2	Chord	3/4	2	1	1/4	1/4	1	63											
11	9	25	25	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	64											
11	9	26	26	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	65									13		
11	9	27	27	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	66									13		
11	9	25	25	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	67											
11	9	26	26	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	68									14		
11	9	27	27	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	69									14		
11	9	25	25	3.0	0	0	Chord	3/4	3	1	3/4	1/2	3/2	70											
11	9	25	25	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	71									15		
11	9	27	27	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	72									15		
12	10	28	28	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	73									13		
12	10	29	29	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	74									13		
12	10	30	30	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	75									13		
12	10	28	28	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	76									14		
12	10	29	29	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	77									14		
12	10	30	30	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	78									14		
12	10	28	28	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	79									16		
12	10	29	29	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	80									16		
12	10	30	30	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	81											
12	10	28	28	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	82									15		
12	10	29	29	1.0	1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	83									15		
12	10	30	30	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	84											
13	11	31	31	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	85									13		
13	11	32	32	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	86									13		
13	11	33	33	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	87											
13	11	31	31	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	88									14		
13	11	32	32	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	89									14		
13	11	33	33	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	90											
13	11	31	31	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	91									17		
13	11	32	32	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	92									17		
13	11	33	33	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	93											
13	11	31	31	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	94											
14	12	34	34	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	95											
14	12	36	36	0.0	1/2	1/2	Dynamic	3/4	1	1	0				pp										
14	12	36	36	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	96											
14	12	34	34	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	97											
14	12	34	34	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	98											
14	12	34	34	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	99											
15	13	37	37	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	100											
15	13	37	37	0.0	0	0	Dynamic	3/4	2	1	0				pp										
15	13	37	37	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	101									18		
15	13	39	39	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	102									18		
15	13	37	37	0.0	0	0	Dynamic	3/4	3	1	0				pp										
15	13	37	37	3.0	0	0	Chord	3/4	3	1	3/4	1/2	3/2	103									19		
15	13	37	37	0.0	0	0	Dynamic	3/4	4	1	0				pp										
15	13	37	37	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	104									20		
16	14	40	40	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	105											
16	14	41	41	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	106											
16	14	42	42	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	107											
16	14	40	40	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	108											
16	14	40	40	3.0	0	0	Chord	3/4	3	1	3/4	1/2	3/2	109											
16	14	40	40	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	110											
17	15	43	43	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	111									21		
17	15	44	44	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	112											
17	15	45	45	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	113		articStaccatoBelow									
17	15	43	43	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	114											
17	15	44	44	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	115											
17	15	45	45	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	116											
17	15	43	43	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	117											
17	15	44	44	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	118									22		
17	15	45	45	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	119											
17	15	43	43	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	120											
17	15	44	44	1.0	1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	121											
17	15	45	45	0.5	1/2	1/2	Chord	3/4	4	1	1/8	1/8	1	122											
17	15	91/2	91/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8	1/8	1	123											
18	16	46	46	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	124									23		
18	16	47	47	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	125											
18	16	48	48	0.0	1/2	1/2	Dynamic	3/4	1	1	0				sf										
18	16	48	48	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	126		articStaccatoBelow									
18	16	46	46	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	127									24		
18	16	47	47	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	128											
18	16	48	48	0.0	1/2	1/2	Dynamic	3/4	2	1	0				sf										
18	16	48	48	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	129		articStaccatoBelow									
18	16	46	46	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	130											
18	16	48	48	0.0	1/2	1/2	Dynamic	3/4	3	1	0				sf										
18	16	48	48	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	131		articStaccatoAbove									
18	16	46	46	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	132											
18	16	48	48	0.0	1/2	1/2	Dynamic	3/4	4	1	0				sf										
18	16	48	48	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	133		articStaccatoAbove									
19	17	49	49	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	134									25		
19	17	50	50	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	135											
19	17	51	51	0.0	1/2	1/2	Dynamic	3/4	1	1	0				sf										
19	17	51	51	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	136		articStaccatoAbove									
19	17	49	49	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	137		articStaccatoBelow									
19	17	51	51	0.0	1/2	1/2	Dynamic	3/4	2	1	0				sf										
19	17	51	51	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	138		articStaccatoBelow									
19	17	49	49	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	139		articStaccatoAbove									
19	17	51	51	0.0	1/2	1/2	Dynamic	3/4	3	1	0				sf										
19	17	51	51	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	140		articStaccatoBelow									
19	17	49	49	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	141		articStaccatoAbove									
19	17	51	51	0.0	1/2	1/2	Dynamic	3/4	4	1	0				sf										
19	17	51	51	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	142		articStaccatoAbove									
20	18	52	52	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	143									26		
20	18	53	53	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	144											
20	18	54	54	0.0	1/2	1/2	Dynamic	3/4	1	1	0				sf										
20	18	54	54	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	145		articStaccatoAbove									
20	18	52	52	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	146		articStaccatoBelow									
20	18	54	54	0.0	1/2	1/2	Dynamic	3/4	2	1	0				sf										
20	18	54	54	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	147		articStaccatoBelow									
20	18	52	52	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	148		articStaccatoBelow									
20	18	54	54	0.0	1/2	1/2	Dynamic	3/4	3	1	0				sf										
20	18	54	54	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	149		articStaccatoBelow									
20	18	52	52	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	150		articStaccatoAbove									
20	18	54	54	0.0	1/2	1/2	Dynamic	3/4	4	1	0				sf										
20	18	54	54	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	151		articStaccatoBelow									
21	19	55	55	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	152									27		
21	19	56	56	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	153											
21	19	57	57	0.0	1/2	1/2	Dynamic	3/4	1	1	0				sf										
21	19	57	57	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	154											
21	19	55	55	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	155									28		
21	19	56	56	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	156											
21	19	57	57	0.0	1/2	1/2	Dynamic	3/4	2	1	0				sf										
21	19	57	57	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	157		articStaccatoBelow									
21	19	55	55	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	158		articStaccatoBelow									
21	19	57	57	0.0	1/2	1/2	Dynamic	3/4	3	1	0				sf										
21	19	57	57	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	159		articStaccatoAbove									
21	19	55	55	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	160		articStaccatoAbove									
21	19	57	57	0.0	1/2	1/2	Dynamic	3/4	4	1	0				sf										
21	19	57	57	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	161		articStaccatoAbove									
22	20	58	58	0.0	0	0	StaffText	3/4	1	1	0						cresc.								
22	20	58	58	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	162											
22	20	58	58	0.0	0	0	StaffText	3/4	2	1	0						cresc.								
22	20	58	58	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	163											
22	20	58	58	0.0	0	0	StaffText	3/4	3	1	0						cresc.								
22	20	58	58	3.0	0	0	Chord	3/4	3	1	3/4	1/2	3/2	164											
22	20	58	58	0.0	0	0	StaffText	3/4	4	1	0						cresc.								
22	20	58	58	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	165									29		
23	21	61	61	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	166									30		
23	21	61	61	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	167									31		
23	21	61	61	3.0	0	0	Chord	3/4	3	1	3/4	1/2	3/2	168											
23	21	61	61	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	169											
24	22	64	64	0.0	0	0	Dynamic	3/4	1	1	0				p										
24	22	64	64	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	170											
24	22	66	66	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	171											
24	22	64	64	0.0	0	0	Dynamic	3/4	2	1	0				p										
24	22	64	64	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	172											
24	22	66	66	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	173											
24	22	64	64	0.0	0	0	Dynamic	3/4	3	1	0				p										
24	22	64	64	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	174											
24	22	64	64	0.0	0	0	Dynamic	3/4	4	1	0				p										
24	22	64	64	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	175											
25	23	67	67	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	176									32		
25	23	67	67	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	177									33		
26	24	70	70	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	178									32		
26	24	71	71	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	179									32		
26	24	72	72	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	180											
26	24	70	70	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	181									33		
26	24	71	71	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	182									33		
26	24	72	72	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	183											
27	25	73	73	0.0	0	0	Spanner	3/4	1	1	0														4
27	25	73	73	0.0	0	0	Spanner	3/4	1	1	0													4	4
27	25	73	73	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	184									34	4	4
27	25	73	73	0.0	0	0	Spanner	3/4	2	1	0													5	
27	25	73	73	0.0	0	0	Spanner	3/4	2	1	0													5	5
27	25	73	73	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	185									35	5	5
27	25	73	73	0.0	0	0	Spanner	3/4	3	1	0													6	
27	25	73	73	0.0	0	0	Spanner	3/4	3	1	0													6	6
27	25	73	73	3.0	0	0	Chord	3/4	3	1	3/4	1/2	3/2	186									36	6	6
27	25	73	73	0.0	0	0	Spanner	3/4	4	1	0													7	
27	25	73	73	0.0	0	0	Spanner	3/4	4	1	0													7	7
27	25	73	73	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	187									37	7	7
28	26	76	76	0.0	0	0	Spanner	3/4	1	1	0														
28	26	76	76	0.0	0	0	Spanner	3/4	1	1	0														
28	26	76	76	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	188											
28	26	78	78	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	189											
28	26	76	76	0.0	0	0	Spanner	3/4	2	1	0														
28	26	76	76	0.0	0	0	Spanner	3/4	2	1	0														
28	26	76	76	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	190											
28	26	78	78	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	191											
28	26	76	76	0.0	0	0	Spanner	3/4	3	1	0														
28	26	76	76	0.0	0	0	Spanner	3/4	3	1	0														
28	26	76	76	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	192											
28	26	76	76	0.0	0	0	Spanner	3/4	4	1	0														
28	26	76	76	0.0	0	0	Spanner	3/4	4	1	0														
28	26	76	76	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	193											
29	27	79	79	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	194									38		
29	27	79	79	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	195									39		
30	28	82	82	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	196									38		
30	28	83	83	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	197									38		
30	28	84	84	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	198											
30	28	82	82	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	199									39		
30	28	83	83	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	200									39		
30	28	84	84	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	201											
31	29	85	85	0.0	0	0	Spanner	3/4	1	1	0													8	
31	29	85	85	0.0	0	0	Spanner	3/4	1	1	0													8	8
31	29	85	85	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	202									40	8	8
31	29	85	85	0.0	0	0	Spanner	3/4	2	1	0													9	
31	29	85	85	0.0	0	0	Spanner	3/4	2	1	0													9	9
31	29	85	85	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	203									41	9	9
31	29	85	85	0.0	0	0	Spanner	3/4	3	1	0														10
31	29	85	85	0.0	0	0	Spanner	3/4	3	1	0													10	10
31	29	85	85	3.0	0	0	Chord	3/4	3	1	3/4	1/2	3/2	204										10	10
31	29	85	85	0.0	0	0	Spanner	3/4	4	1	0													11	
31	29	85	85	0.0	0	0	Spanner	3/4	4	1	0													11	11
31	29	85	85	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	205										11	11
32	30	88	88	0.0	0	0	Spanner	3/4	1	1	0														
32	30	88	88	0.0	0	0	Spanner	3/4	1	1	0														
32	30	88	88	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	206											
32	30	90	90	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	207											
32	30	88	88	0.0	0	0	Spanner	3/4	2	1	0														
32	30	88	88	0.0	0	0	Spanner	3/4	2	1	0														
32	30	88	88	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	208											
32	30	90	90	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	209											
32	30	88	88	0.0	0	0	Spanner	3/4	3	1	0														
32	30	88	88	0.0	0	0	Spanner	3/4	3	1	0														
32	30	88	88	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	210											
32	30	90	90	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	211											
32	30	88	88	0.0	0	0	Spanner	3/4	4	1	0														
32	30	88	88	0.0	0	0	Spanner	3/4	4	1	0														
32	30	88	88	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	212											
32	30	90	90	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	213											
33	31	91	91	0.0	0	0	Spanner	3/4	1	1	0														12
33	31	91	91	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	214									42		12
33	31	93	93	0.0	1/2	1/2	Spanner	3/4	1	1	0														
33	31	93	93	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	215											
33	31	91	91	0.0	0	0	Spanner	3/4	2	1	0														13
33	31	91	91	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	216									43		13
33	31	93	93	0.0	1/2	1/2	Spanner	3/4	2	1	0														
33	31	93	93	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	217											
33	31	91	91	0.0	0	0	Spanner	3/4	3	1	0														14
33	31	91	91	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	218									44		14
33	31	92	92	0.0	1/4	1/4	Spanner	3/4	3	1	0														
33	31	92	92	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	219											
33	31	93	93	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	220		articStaccatoBelow									
33	31	91	91	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	221											
34	32	94	94	0.0	0	0	Spanner	3/4	1	1	0														15
34	32	94	94	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	222									45		15
34	32	96	96	0.0	1/2	1/2	Spanner	3/4	1	1	0														
34	32	96	96	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	223											
34	32	94	94	0.0	0	0	Spanner	3/4	2	1	0														16
34	32	94	94	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	224									46		16
34	32	96	96	0.0	1/2	1/2	Spanner	3/4	2	1	0														
