mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin
139	135	403	403	0.0	0	0	Spanner	3/4	1	1	0													28	
139	135	403	403	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	972									191	28	
139	135	403	403	0.0	0	0	Spanner	3/4	2	1	0													29	
139	135	403	403	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	973									192	29	
139	135	403	403	0.0	0	0	Spanner	3/4	3	1	0													30	
139	135	403	403	3.0	0	0	Chord	3/4	3	1	3/4	1/2	3/2	974										30	
139	135	403	403	0.0	0	0	Spanner	3/4	4	1	0													31	
139	135	403	403	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	975										31	
140	136	406	406	0.0	0	0	Spanner	3/4	1	1	0														
140	136	406	406	0.0	0	0	Spanner	3/4	1	1	0														34
140	136	406	406	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	976											34
140	136	408	408	0.0	1/2	1/2	Spanner	3/4	1	1	0														
140	136	408	408	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	977											
140	136	406	406	0.0	0	0	Spanner	3/4	2	1	0														
140	136	406	406	0.0	0	0	Spanner	3/4	2	1	0														35
140	136	406	406	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	978											35
140	136	408	408	0.0	1/2	1/2	Spanner	3/4	2	1	0														
140	136	408	408	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	979											
140	136	406	406	0.0	0	0	Spanner	3/4	3	1	0														
140	136	406	406	0.0	0	0	Spanner	3/4	3	1	0														36
140	136	406	406	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	980											36
140	136	408	408	0.0	1/2	1/2	Spanner	3/4	3	1	0														
140	136	408	408	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	981											
140	136	406	406	0.0	0	0	Spanner	3/4	4	1	0														
140	136	406	406	0.0	0	0	Spanner	3/4	4	1	0														37
140	136	406	406	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	982											37
140	136	408	408	0.0	1/2	1/2	Spanner	3/4	4	1	0														
140	136	408	408	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	983											
141	137	409	409	0.0	0	0	Spanner	3/4	1	1	0														38
141	137	409	409	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	984									193		38
141	137	411	411	0.0	1/2	1/2	Spanner	3/4	1	1	0														
141	137	411	411	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	985											
141	137	409	409	0.0	0	0	Spanner	3/4	2	1	0														39
141	137	409	409	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	986									194		39
141	137	411	411	0.0	1/2	1/2	Spanner	3/4	2	1	0														
141	137	411	411	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	987											
141	137	409	409	0.0	0	0	Spanner	3/4	3	1	0														40
141	137	409	409	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	988									195		40
141	137	410	410	0.0	1/4	1/4	Spanner	3/4	3	1	0														
141	137	410	410	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	989											
141	137	411	411	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	990		articStaccatoBelow									
141	137	409	409	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	991											
142	138	412	412	0.0	0	0	Spanner	3/4	1	1	0														41
142	138	412	412	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	992									196		41
142	138	414	414	0.0	1/2	1/2	Spanner	3/4	1	1	0														
142	138	414	414	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	993											
142	138	412	412	0.0	0	0	Spanner	3/4	2	1	0														42
142	138	412	412	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	994									197		42
142	138	414	414	0.0	1/2	1/2	Spanner	3/4	2	1	0														
142	138	414	414	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	995											
142	138	412	412	0.0	0	0	Spanner	3/4	3	1	0														43
142	138	412	412	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	996									198		43
142	138	413	413	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	997											43
142	138	414	414	0.0	1/2	1/2	Spanner	3/4	3	1	0														
142	138	414	414	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	998		articStaccatoBelow									
142	138	412	412	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	999											
143	139	415	415	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	1000											
143	139	415	415	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	1001											
143	139	415	415	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	1002											
143	139	415	415	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	1003											
143	139	417	417	0.0	1/2	1/2	Dynamic	3/4	4	1	0				p										
143	139	417	417	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	1004		articStaccatoAbove									
144	140	418	418	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	1005									199		
144	140	419	419	1.0	1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	1006											
144	140	420	420	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	1007		articStaccatoAbove									
145	141	423	423	0.0	1/2	1/2	Dynamic	3/4	3	1	0				p										
145	141	423	423	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	1008											
145	141	421	421	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	1009									200		
145	141	422	422	2.0	1/4	1/4	Chord	3/4	4	1	1/2	1/2	1	1010											
146	142	424	424	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	1011									201		
146	142	425	425	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	1012											
146	142	426	426	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	1013		articStaccatoBelow									
146	142	424	424	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	1014											
147	143	429	429	0.0	1/2	1/2	Dynamic	3/4	2	1	0				p										
147	143	429	429	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	1015											
147	143	427	427	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	1016									202		
147	143	428	428	2.0	1/4	1/4	Chord	3/4	3	1	1/2	1/2	1	1017											
147	143	427	427	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	1018											
148	144	430	430	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	1019									203		
148	144	431	431	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	1020											
148	144	432	432	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	1021		articStaccatoAbove									
148	144	430	430	3.0	0	0	Chord	3/4	3	1	3/4	1/2	3/2	1022											
148	144	430	430	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	1023											
149	145	435	435	0.0	1/2	1/2	Dynamic	3/4	1	1	0				p										
149	145	435	435	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	1024											
149	145	433	433	0.0	0	0	StaffText	3/4	2	1	0						cresc.								
149	145	433	433	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	1025									204		
149	145	434	434	2.0	1/4	1/4	Chord	3/4	2	1	1/2	1/2	1	1026											
149	145	433	433	0.0	0	0	StaffText	3/4	3	1	0						cresc.								
149	145	433	433	3.0	0	0	Chord	3/4	3	1	3/4	1/2	3/2	1027											
149	145	433	433	0.0	0	0	StaffText	3/4	4	1	0						cresc.								
149	145	433	433	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	1028											
150	146	436	436	0.0	0	0	StaffText	3/4	1	1	0						cresc.								
150	146	436	436	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	1029									205		
150	146	437	437	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	1030											
150	146	438	438	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	1031		articStaccatoAbove									
150	146	436	436	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	1032											
150	146	436	436	3.0	0	0	Chord	3/4	3	1	3/4	1/2	3/2	1033									206		
150	146	436	436	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	1034									207		
151	147	439	439	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	1035									208		
151	147	440	440	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	1036											
151	147	441	441	0.0	1/2	1/2	Dynamic	3/4	1	1	0				sf										
151	147	441	441	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	1037		articStaccatoAbove									
151	147	439	439	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	1038											
151	147	441	441	0.0	1/2	1/2	Dynamic	3/4	2	1	0				sf										
151	147	441	441	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	1039		articStaccatoAbove									
151	147	439	439	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	1040											
151	147	441	441	0.0	1/2	1/2	Dynamic	3/4	3	1	0				sf										
151	147	441	441	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	1041		articStaccatoAbove									
151	147	439	439	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	1042											
151	147	441	441	0.0	1/2	1/2	Dynamic	3/4	4	1	0				sf										
151	147	441	441	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	1043		articStaccatoAbove									
152	148	442	442	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	1044											
152	148	443	443	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	1045											
152	148	444	444	0.0	1/2	1/2	Dynamic	3/4	1	1	0				sf										
152	148	444	444	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	1046											
152	148	442	442	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	1047		articStaccatoAbove									
152	148	444	444	0.0	1/2	1/2	Dynamic	3/4	2	1	0				sf										
152	148	444	444	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	1048		articStaccatoAbove									
152	148	442	442	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	1049		articStaccatoAbove									
152	148	444	444	0.0	1/2	1/2	Dynamic	3/4	3	1	0				sf										
152	148	444	444	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	1050		articStaccatoAbove									
152	148	442	442	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	1051		articStaccatoAbove									
152	148	444	444	0.0	1/2	1/2	Dynamic	3/4	4	1	0				sf										
152	148	444	444	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	1052		articStaccatoAbove									
153	149	445	445	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	1053									209		
153	149	446	446	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	1054											
153	149	447	447	0.0	1/2	1/2	Dynamic	3/4	1	1	0				sf										
153	149	447	447	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	1055		articStaccatoAbove									
153	149	445	445	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	1056											
153	149	445	445	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	1057											
153	149	446	446	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	1058											
153	149	447	447	0.0	1/2	1/2	Dynamic	3/4	3	1	0				sf										
153	149	447	447	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	1059		articStaccatoAbove									
153	149	445	445	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	1060											
154	150	448	448	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	1061									210		
154	150	449	449	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	1062											
154	150	450	450	0.0	1/2	1/2	Dynamic	3/4	1	1	0				sf										
154	150	450	450	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	1063		articStaccatoBelow									
154	150	448	448	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	1064									211		
154	150	449	449	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	1065											
154	150	450	450	0.0	1/2	1/2	Dynamic	3/4	2	1	0				sf										
154	150	450	450	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	1066		articStaccatoBelow									
154	150	448	448	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	1067									212		
154	150	449	449	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	1068											
154	150	450	450	0.0	1/2	1/2	Dynamic	3/4	3	1	0				sf										
154	150	450	450	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	1069		articStaccatoBelow									
154	150	448	448	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	1070											
155	151	451	451	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	1071									213		
155	151	452	452	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	1072											
155	151	453	453	0.0	1/2	1/2	Dynamic	3/4	1	1	0				sf										
155	151	453	453	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	1073		articStaccatoBelow									
155	151	451	451	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	1074									214		
155	151	452	452	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	1075											
155	151	453	453	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	1076		articStaccatoBelow									
155	151	451	451	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	1077									215		
155	151	452	452	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	1078											
155	151	453	453	0.0	1/2	1/2	Dynamic	3/4	3	1	0				sf										
155	151	453	453	0.0	1/2	1/2	Dynamic	3/4	3	1	0				sf										
155	151	453	453	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	1079		articStaccatoBelow									
155	151	451	451	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	1080											
156	152	454	454	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	1081									216		
156	152	455	455	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	1082											
156	152	456	456	0.0	1/2	1/2	Dynamic	3/4	1	1	0				sf										
156	152	456	456	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	1083		articStaccatoBelow									
156	152	454	454	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	1084									217		
156	152	455	455	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	1085											
156	152	456	456	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	1086		articStaccatoBelow									
156	152	454	454	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	1087									218		
156	152	455	455	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	1088											
156	152	456	456	0.0	1/2	1/2	Dynamic	3/4	3	1	0				sf										
156	152	456	456	0.0	1/2	1/2	Dynamic	3/4	3	1	0				sf										
156	152	456	456	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	1089		articStaccatoBelow									
156	152	454	454	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	1090											
156	152	456	456	0.0	1/2	1/2	Dynamic	3/4	4	1	0				sf										
156	152	456	456	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	1091											
157	153	457	457	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	1092											
157	153	457	457	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	1093											
157	153	457	457	3.0	0	0	Chord	3/4	3	1	3/4	1/2	3/2	1094											
157	153	457	457	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	1095									219		
157	153	458	458	1.0	1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	1096									219		
157	153	459	459	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	1097									219		
158	154	460	460	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	1098									220		
158	154	460	460	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	1099											
158	154	460	460	3.0	0	0	Chord	3/4	3	1	3/4	1/2	3/2	1100											
158	154	460	460	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	1101									219		
158	154	461	461	1.0	1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	1102									219		
158	154	462	462	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	1103											
159	155	463	463	0.0	0	0	Spanner	3/4	1	1	0													32	
159	155	463	463	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	1104										32	
159	155	464	464	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	1105									221	32	
159	155	465	465	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	1106									221	32	
159	155	463	463	0.0	0	0	Spanner	3/4	2	1	0													33	
159	155	463	463	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	1107										33	
159	155	464	464	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	1108									222	33	
159	155	465	465	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	1109									222	33	
159	155	463	463	0.0	0	0	Spanner	3/4	3	1	0													34	
159	155	463	463	3.0	0	0	Chord	3/4	3	1	3/4	1/2	3/2	1110										34	
159	155	463	463	0.0	0	0	Spanner	3/4	4	1	0													35	
159	155	463	463	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	1111										35	
160	156	466	466	0.0	0	0	Spanner	3/4	1	1	0												221		
160	156	466	466	0.0	0	0	Spanner	3/4	1	1	0												221		44
160	156	466	466	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	1112									221		44
160	156	467	467	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	1113									221		44
160	156	468	468	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	1114											44
160	156	466	466	0.0	0	0	Spanner	3/4	2	1	0												222		
160	156	466	466	0.0	0	0	Spanner	3/4	2	1	0												222		45
160	156	466	466	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	1115									222		45
160	156	467	467	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	1116									222		45
160	156	468	468	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	1117											45
160	156	466	466	0.0	0	0	Spanner	3/4	3	1	0														
160	156	466	466	0.0	0	0	Spanner	3/4	3	1	0														46
160	156	466	466	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	1118									223		46
160	156	468	468	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	1119											46
160	156	466	466	0.0	0	0	Spanner	3/4	4	1	0														
160	156	466	466	0.0	0	0	Spanner	3/4	4	1	0														47
160	156	466	466	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	1120									224		47
160	156	468	468	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	1121											47
161	157	469	469	0.0	0	0	StaffText	3/4	1	1	0						cresc.								
161	157	469	469	0.0	0	0	Spanner	3/4	1	1	0														
161	157	469	469	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	1122									225		
161	157	469	469	0.0	0	0	StaffText	3/4	2	1	0						cresc.								
161	157	469	469	0.0	0	0	Spanner	3/4	2	1	0														
161	157	469	469	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	1123											
161	157	469	469	0.0	0	0	StaffText	3/4	3	1	0						cresc.								
161	157	469	469	0.0	0	0	Spanner	3/4	3	1	0														
161	157	469	469	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	1124									226		
161	157	470	470	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	1125									226		
161	157	471	471	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	1126									226		
161	157	469	469	0.0	0	0	StaffText	3/4	4	1	0						cresc.								
161	157	469	469	0.0	0	0	Spanner	3/4	4	1	0														
161	157	469	469	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	1127									227		
161	157	470	470	1.0	1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	1128									227		
161	157	471	471	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	1129									227		
162	158	472	472	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	1130									225		
162	158	472	472	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	1131											
162	158	472	472	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	1132									226		
162	158	473	473	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	1133									226		
162	158	474	474	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	1134											
162	158	472	472	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	1135									227		
162	158	473	473	1.0	1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	1136									227		
162	158	474	474	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	1137											
163	159	475	475	0.0	0	0	Dynamic	3/4	1	1	0				p										
163	159	475	475	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	1138											
163	159	476	476	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	1139									228		
163	159	477	477	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	1140									228		
163	159	475	475	0.0	0	0	Dynamic	3/4	2	1	0				p										
163	159	475	475	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	1141											
163	159	476	476	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	1142									229		
163	159	477	477	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	1143									229		
163	159	475	475	0.0	0	0	Dynamic	3/4	3	1	0				p										
163	159	475	475	3.0	0	0	Chord	3/4	3	1	3/4	1/2	3/2	1144											
163	159	475	475	0.0	0	0	Dynamic	3/4	4	1	0				p										
163	159	475	475	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	1145											
164	160	478	478	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	1146									228		
164	160	479	479	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	1147									228		
164	160	480	480	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	1148											
164	160	478	478	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	1149									229		
164	160	479	479	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	1150									229		
164	160	480	480	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	1151											
164	160	478	478	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	1152											
164	160	480	480	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	1153									230		
164	160	478	478	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	1154											
165	161	481	481	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	1155											
165	161	481	481	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	1156											
165	161	481	481	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	1157											
165	161	482	482	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	1158									231		
165	161	483	483	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	1159									231		
165	161	481	481	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	1160											
166	162	485	485	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	1161									232		
166	162	486	486	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	1162									232		
166	162	484	484	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	1163									231		
166	162	485	485	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	1164									231		
166	162	486	486	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	1165									231		
166	162	484	484	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	1166											
166	162	486	486	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	1167									233		
167	163	487	487	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	1168											
167	163	487	487	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	1169											
167	163	488	488	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	1170									234		
167	163	489	489	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	1171									234		
167	163	487	487	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	1172											
167	163	488	488	1.0	1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	1173									235		
167	163	489	489	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	1174									235		
168	164	491	491	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	1175									236		
168	164	492	492	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	1176									236		
168	164	492	492	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	1177											
168	164	490	490	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	1178									234		
168	164	491	491	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	1179									234		
168	164	492	492	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	1180									234		
168	164	490	490	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	1181									235		
168	164	491	491	1.0	1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	1182									235		
168	164	492	492	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	1183									235		
169	165	493	493	0.0	0	0	StaffText	3/4	1	1	0						cresc.								
169	165	493	493	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	1184		articStaccatoAbove									
169	165	494	494	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	1185									237		
169	165	495	495	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	1186									237		
169	165	493	493	0.0	0	0	StaffText	3/4	2	1	0						cresc.								
169	165	493	493	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	1187											
169	165	494	494	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	1188									238		
169	165	495	495	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	1189									238		
169	165	493	493	0.0	0	0	StaffText	3/4	3	1	0						cresc.								
169	165	493	493	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	1190		articStaccatoAbove									
169	165	494	494	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	1191											
169	165	495	495	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	1192											
169	165	493	493	0.0	0	0	StaffText	3/4	4	1	0						cresc.								
169	165	493	493	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	1193		articStaccatoAbove									
169	165	494	494	1.0	1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	1194									239		
169	165	495	495	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	1195									239		
170	166	496	496	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	1196		articStaccatoAbove									
170	166	497	497	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	1197									240		
170	166	498	498	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	1198											
170	166	496	496	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	1199									238		
170	166	497	497	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	1200									238		
170	166	498	498	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	1201											
170	166	496	496	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	1202											
170	166	497	497	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	1203											
