mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	system_text	tempo	qpm	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin
86	85	683/4	683/4	0.08333333333333333	3/16	3/16	Chord	2/4	2	1	1/48			1/32	2/3	2198								385		
86	85	1025/6	1025/6	0.08333333333333333	5/24	5/24	Chord	2/4	2	1	1/48			1/32	2/3	2199								385		
86	85	2051/12	2051/12	0.08333333333333333	11/48	11/48	Chord	2/4	2	1	1/48			1/32	2/3	2200										
86	85	171	171	0.08333333333333333	1/4	1/4	Chord	2/4	2	1	1/48			1/32	2/3	2201								386		
86	85	2053/12	2053/12	0.08333333333333333	13/48	13/48	Chord	2/4	2	1	1/48			1/32	2/3	2202								386		
86	85	1027/6	1027/6	0.08333333333333333	7/24	7/24	Chord	2/4	2	1	1/48			1/32	2/3	2203								386		
86	85	685/4	685/4	0.08333333333333333	5/16	5/16	Chord	2/4	2	1	1/48			1/32	2/3	2204								386		
86	85	514/3	514/3	0.08333333333333333	1/3	1/3	Chord	2/4	2	1	1/48			1/32	2/3	2205								386		
86	85	2057/12	2057/12	0.08333333333333333	17/48	17/48	Chord	2/4	2	1	1/48			1/32	2/3	2206										
86	85	343/2	343/2	0.08333333333333333	3/8	3/8	Chord	2/4	2	1	1/48			1/32	2/3	2207								387		
86	85	2059/12	2059/12	0.08333333333333333	19/48	19/48	Chord	2/4	2	1	1/48			1/32	2/3	2208								387		
86	85	515/3	515/3	0.08333333333333333	5/12	5/12	Chord	2/4	2	1	1/48			1/32	2/3	2209								387		
86	85	687/4	687/4	0.08333333333333333	7/16	7/16	Chord	2/4	2	1	1/48			1/32	2/3	2210								387		
86	85	1031/6	1031/6	0.08333333333333333	11/24	11/24	Chord	2/4	2	1	1/48			1/32	2/3	2211								387		
86	85	2063/12	2063/12	0.08333333333333333	23/48	23/48	Chord	2/4	2	1	1/48			1/32	2/3	2212										
86	85	170	170	2.0	0	0	Chord	2/4	3	1	1/2		r32	1/2	1	2213										
86	85	170	170	0.25	0	0	Chord	2/4	4	1	1/16			1/16	1	2214										
86	85	681/4	681/4	0.25	1/16	1/16	Chord	2/4	4	1	1/16			1/16	1	2215										
86	85	341/2	341/2	0.25	1/8	1/8	Chord	2/4	4	1	1/16			1/16	1	2216										
86	85	683/4	683/4	0.25	3/16	3/16	Chord	2/4	4	1	1/16			1/16	1	2217										
86	85	171	171	0.5	1/4	1/4	Chord	2/4	4	1	1/8			1/8	1	2218										
87	86	172	172	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	2219								388		
87	86	345/2	345/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32			1/32	1	2220								388		
87	86	1381/8	1381/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32			1/32	1	2221								388		
87	86	691/4	691/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32			1/32	1	2222								388		
87	86	1383/8	1383/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32			1/32	1	2223										
87	86	173	173	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	2224								389		
87	86	347/2	347/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	2225								389		
87	86	695/4	695/4	0.0	7/16	7/16	Chord	2/4	1	1	0	grace16after		1/16	1	2226										
87	86	695/4	695/4	0.0	7/16	7/16	Chord	2/4	1	1	0	grace16after		1/16	1	2227										
87	86	695/4	695/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	2228		ornamentTrill								
87	86	172	172	0.08333333333333333	0	0	Chord	2/4	2	1	1/48			1/32	2/3	2229								390		
87	86	2065/12	2065/12	0.08333333333333333	1/48	1/48	Chord	2/4	2	1	1/48			1/32	2/3	2230								390		
87	86	1033/6	1033/6	0.08333333333333333	1/24	1/24	Chord	2/4	2	1	1/48			1/32	2/3	2231								390		
87	86	689/4	689/4	0.08333333333333333	1/16	1/16	Chord	2/4	2	1	1/48			1/32	2/3	2232								390		
87	86	517/3	517/3	0.08333333333333333	1/12	1/12	Chord	2/4	2	1	1/48			1/32	2/3	2233								390		
87	86	2069/12	2069/12	0.08333333333333333	5/48	5/48	Chord	2/4	2	1	1/48			1/32	2/3	2234										
87	86	345/2	345/2	0.08333333333333333	1/8	1/8	Chord	2/4	2	1	1/48			1/32	2/3	2235								391		
87	86	2071/12	2071/12	0.08333333333333333	7/48	7/48	Chord	2/4	2	1	1/48			1/32	2/3	2236								391		
87	86	518/3	518/3	0.08333333333333333	1/6	1/6	Chord	2/4	2	1	1/48			1/32	2/3	2237								391		
87	86	691/4	691/4	0.08333333333333333	3/16	3/16	Chord	2/4	2	1	1/48			1/32	2/3	2238								391		
87	86	1037/6	1037/6	0.08333333333333333	5/24	5/24	Chord	2/4	2	1	1/48			1/32	2/3	2239								391		
87	86	2075/12	2075/12	0.08333333333333333	11/48	11/48	Chord	2/4	2	1	1/48			1/32	2/3	2240										
87	86	173	173	0.08333333333333333	1/4	1/4	Chord	2/4	2	1	1/48			1/32	2/3	2241								392		
87	86	2077/12	2077/12	0.08333333333333333	13/48	13/48	Chord	2/4	2	1	1/48			1/32	2/3	2242								392		
87	86	1039/6	1039/6	0.08333333333333333	7/24	7/24	Chord	2/4	2	1	1/48			1/32	2/3	2243								392		
87	86	693/4	693/4	0.08333333333333333	5/16	5/16	Chord	2/4	2	1	1/48			1/32	2/3	2244								392		
87	86	520/3	520/3	0.08333333333333333	1/3	1/3	Chord	2/4	2	1	1/48			1/32	2/3	2245								392		
87	86	2081/12	2081/12	0.08333333333333333	17/48	17/48	Chord	2/4	2	1	1/48			1/32	2/3	2246										
87	86	347/2	347/2	0.08333333333333333	3/8	3/8	Chord	2/4	2	1	1/48			1/32	2/3	2247								393		
87	86	2083/12	2083/12	0.08333333333333333	19/48	19/48	Chord	2/4	2	1	1/48			1/32	2/3	2248								393		
87	86	521/3	521/3	0.08333333333333333	5/12	5/12	Chord	2/4	2	1	1/48			1/32	2/3	2249								393		
87	86	695/4	695/4	0.08333333333333333	7/16	7/16	Chord	2/4	2	1	1/48			1/32	2/3	2250								393		
87	86	1043/6	1043/6	0.08333333333333333	11/24	11/24	Chord	2/4	2	1	1/48			1/32	2/3	2251								393		
87	86	2087/12	2087/12	0.08333333333333333	23/48	23/48	Chord	2/4	2	1	1/48			1/32	2/3	2252										
87	86	172	172	2.0	0	0	Chord	2/4	3	1	1/2		r32	1/2	1	2253										
87	86	172	172	0.5	0	0	Chord	2/4	4	1	1/8			1/8	1	2254										
87	86	691/4	691/4	0.25	3/16	3/16	Chord	2/4	4	1	1/16			1/16	1	2255										
87	86	173	173	0.5	1/4	1/4	Chord	2/4	4	1	1/8			1/8	1	2256										
87	86	695/4	695/4	0.25	7/16	7/16	Chord	2/4	4	1	1/16			1/16	1	2257										
88	87	174	174	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	2258								394		
88	87	697/4	697/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	2259										
88	87	349/2	349/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	2260		articStaccatoAbove						395		
88	87	699/4	699/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	2261		articStaccatoAbove								
88	87	175	175	0.0	1/4	1/4	StaffText	2/4	1	1	0								<i>cresc.</i>							
88	87	175	175	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	2262								396		
88	87	351/2	351/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	2263										
88	87	176	176	0.0	1/2	1/2	Spanner	2/4	1	1	0															12
88	87	176	176	0.0	1/2	1/2	Spanner	2/4	1	1	0															12, 13
88	87	176	176	0.0	1/2	1/2	Spanner	2/4	1	1	0															12, 13
88	87	174	174	0.08333333333333333	0	0	Chord	2/4	2	1	1/48			1/32	2/3	2264								397		
88	87	2089/12	2089/12	0.08333333333333333	1/48	1/48	Chord	2/4	2	1	1/48			1/32	2/3	2265								397		
88	87	1045/6	1045/6	0.08333333333333333	1/24	1/24	Chord	2/4	2	1	1/48			1/32	2/3	2266								397		
88	87	697/4	697/4	0.08333333333333333	1/16	1/16	Chord	2/4	2	1	1/48			1/32	2/3	2267								397		
88	87	523/3	523/3	0.08333333333333333	1/12	1/12	Chord	2/4	2	1	1/48			1/32	2/3	2268								397		
88	87	2093/12	2093/12	0.08333333333333333	5/48	5/48	Chord	2/4	2	1	1/48			1/32	2/3	2269										
88	87	349/2	349/2	0.08333333333333333	1/8	1/8	Chord	2/4	2	1	1/48			1/32	2/3	2270								398		
88	87	2095/12	2095/12	0.08333333333333333	7/48	7/48	Chord	2/4	2	1	1/48			1/32	2/3	2271								398		
88	87	524/3	524/3	0.08333333333333333	1/6	1/6	Chord	2/4	2	1	1/48			1/32	2/3	2272								398		
88	87	699/4	699/4	0.08333333333333333	3/16	3/16	Chord	2/4	2	1	1/48			1/32	2/3	2273								398		
88	87	1049/6	1049/6	0.08333333333333333	5/24	5/24	Chord	2/4	2	1	1/48			1/32	2/3	2274								398		
88	87	2099/12	2099/12	0.08333333333333333	11/48	11/48	Chord	2/4	2	1	1/48			1/32	2/3	2275										
88	87	175	175	0.0	1/4	1/4	StaffText	2/4	2	1	0								<i>cresc.</i>							
88	87	175	175	0.08333333333333333	1/4	1/4	Chord	2/4	2	1	1/48			1/32	2/3	2276								399		
88	87	2101/12	2101/12	0.08333333333333333	13/48	13/48	Chord	2/4	2	1	1/48			1/32	2/3	2277								399		
88	87	1051/6	1051/6	0.08333333333333333	7/24	7/24	Chord	2/4	2	1	1/48			1/32	2/3	2278								399		
88	87	701/4	701/4	0.08333333333333333	5/16	5/16	Chord	2/4	2	1	1/48			1/32	2/3	2279								399		
88	87	526/3	526/3	0.08333333333333333	1/3	1/3	Chord	2/4	2	1	1/48			1/32	2/3	2280								399		
88	87	2105/12	2105/12	0.08333333333333333	17/48	17/48	Chord	2/4	2	1	1/48			1/32	2/3	2281										
88	87	351/2	351/2	0.08333333333333333	3/8	3/8	Chord	2/4	2	1	1/48			1/32	2/3	2282								400		
88	87	2107/12	2107/12	0.08333333333333333	19/48	19/48	Chord	2/4	2	1	1/48			1/32	2/3	2283								400		
88	87	527/3	527/3	0.08333333333333333	5/12	5/12	Chord	2/4	2	1	1/48			1/32	2/3	2284								400		
88	87	703/4	703/4	0.08333333333333333	7/16	7/16	Chord	2/4	2	1	1/48			1/32	2/3	2285								400		
88	87	1055/6	1055/6	0.08333333333333333	11/24	11/24	Chord	2/4	2	1	1/48			1/32	2/3	2286								400		
88	87	2111/12	2111/12	0.08333333333333333	23/48	23/48	Chord	2/4	2	1	1/48			1/32	2/3	2287										
88	87	176	176	0.0	1/2	1/2	Spanner	2/4	2	1	0															14
88	87	176	176	0.0	1/2	1/2	Spanner	2/4	2	1	0															14, 15
88	87	176	176	0.0	1/2	1/2	Spanner	2/4	2	1	0															14, 15
88	87	174	174	2.0	0	0	Chord	2/4	3	1	1/2		r32	1/2	1	2288										
88	87	176	176	0.0	1/2	1/2	StaffText	2/4	3	1	0								<i>cresc.</i>							
88	87	176	176	0.0	1/2	1/2	Spanner	2/4	3	1	0															16
88	87	176	176	0.0	1/2	1/2	Spanner	2/4	3	1	0														27	16
88	87	176	176	0.0	1/2	1/2	Spanner	2/4	3	1	0														27	16, 17
88	87	176	176	0.0	1/2	1/2	Spanner	2/4	3	1	0														27	16, 17
88	87	176	176	0.0	1/2	1/2	Spanner	2/4	3	1	0														27, 28	16, 17
88	87	176	176	0.0	1/2	1/2	Spanner	2/4	3	1	0														27, 28	16, 17
88	87	174	174	0.25	0	0	Chord	2/4	4	1	1/16			1/16	1	2289										
88	87	697/4	697/4	0.25	1/16	1/16	Chord	2/4	4	1	1/16			1/16	1	2290										
88	87	349/2	349/2	0.25	1/8	1/8	Chord	2/4	4	1	1/16			1/16	1	2291										
88	87	699/4	699/4	0.25	3/16	3/16	Chord	2/4	4	1	1/16			1/16	1	2292										
88	87	175	175	0.0	1/4	1/4	StaffText	2/4	4	1	0								<i>cresc.</i>							
88	87	175	175	0.5	1/4	1/4	Chord	2/4	4	1	1/8			1/8	1	2293										
88	87	176	176	0.0	1/2	1/2	Spanner	2/4	4	1	0															18
88	87	176	176	0.0	1/2	1/2	Spanner	2/4	4	1	0															18, 19
88	87	176	176	0.0	1/2	1/2	Spanner	2/4	4	1	0															18, 19
89	88	176	176	0.0	0	0	Spanner	2/4	1	1	0															12, 20
89	88	176	176	0.0	0	0	Spanner	2/4	1	1	0															12, 20
89	88	176	176	0.0	0	0	Spanner	2/4	1	1	0															12, 20
89	88	176	176	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	2294								401		12, 20
89	88	353/2	353/2	0.375	1/8	1/8	Chord	2/4	1	1	3/32			1/16	3/2	2295								401		12, 20
89	88	1415/8	1415/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32			1/32	1	2296										12, 20
89	88	177	177	0.0	1/4	1/4	Spanner	2/4	1	1	0															
89	88	177	177	0.0	1/4	1/4	Spanner	2/4	1	1	0														29	
89	88	177	177	0.75	1/4	1/4	Chord	2/4	1	1	3/16			1/8	3/2	2297								402	29	
89	88	711/4	711/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	2298									29	
89	88	176	176	0.0	0	0	Spanner	2/4	2	1	0															14, 21
89	88	176	176	0.0	0	0	Spanner	2/4	2	1	0															14, 21
89	88	176	176	0.0	0	0	Spanner	2/4	2	1	0															14, 21
89	88	176	176	0.08333333333333333	0	0	Chord	2/4	2	1	1/48			1/32	2/3	2299								403		14, 21
89	88	2113/12	2113/12	0.08333333333333333	1/48	1/48	Chord	2/4	2	1	1/48			1/32	2/3	2300								403		14, 21
89	88	1057/6	1057/6	0.08333333333333333	1/24	1/24	Chord	2/4	2	1	1/48			1/32	2/3	2301								403		14, 21
89	88	705/4	705/4	0.08333333333333333	1/16	1/16	Chord	2/4	2	1	1/48			1/32	2/3	2302								403		14, 21
89	88	529/3	529/3	0.08333333333333333	1/12	1/12	Chord	2/4	2	1	1/48			1/32	2/3	2303								403		14, 21
89	88	2117/12	2117/12	0.08333333333333333	5/48	5/48	Chord	2/4	2	1	1/48			1/32	2/3	2304								403		14, 21
89	88	353/2	353/2	0.08333333333333333	1/8	1/8	Chord	2/4	2	1	1/48			1/32	2/3	2305								403		14, 21
89	88	2119/12	2119/12	0.08333333333333333	7/48	7/48	Chord	2/4	2	1	1/48			1/32	2/3	2306								403		14, 21
89	88	530/3	530/3	0.08333333333333333	1/6	1/6	Chord	2/4	2	1	1/48			1/32	2/3	2307								403		14, 21
89	88	707/4	707/4	0.08333333333333333	3/16	3/16	Chord	2/4	2	1	1/48			1/32	2/3	2308								403		14, 21
89	88	1061/6	1061/6	0.08333333333333333	5/24	5/24	Chord	2/4	2	1	1/48			1/32	2/3	2309								403		14, 21
89	88	2123/12	2123/12	0.0	11/48	11/48	Spanner	2/4	2	1	0															
89	88	2123/12	2123/12	0.08333333333333333	11/48	11/48	Chord	2/4	2	1	1/48			1/32	2/3	2310										
89	88	177	177	0.0	1/4	1/4	Spanner	2/4	2	1	0														30	
89	88	177	177	0.08333333333333333	1/4	1/4	Chord	2/4	2	1	1/48			1/32	2/3	2311								404	30	
89	88	2125/12	2125/12	0.08333333333333333	13/48	13/48	Chord	2/4	2	1	1/48			1/32	2/3	2312								404	30	
89	88	1063/6	1063/6	0.08333333333333333	7/24	7/24	Chord	2/4	2	1	1/48			1/32	2/3	2313								404	30	
89	88	709/4	709/4	0.08333333333333333	5/16	5/16	Chord	2/4	2	1	1/48			1/32	2/3	2314								404	30	
89	88	532/3	532/3	0.08333333333333333	1/3	1/3	Chord	2/4	2	1	1/48			1/32	2/3	2315								404	30	
89	88	2129/12	2129/12	0.08333333333333333	17/48	17/48	Chord	2/4	2	1	1/48			1/32	2/3	2316								404	30	
89	88	355/2	355/2	0.08333333333333333	3/8	3/8	Chord	2/4	2	1	1/48			1/32	2/3	2317								404	30	
89	88	2131/12	2131/12	0.08333333333333333	19/48	19/48	Chord	2/4	2	1	1/48			1/32	2/3	2318								404	30	
89	88	533/3	533/3	0.08333333333333333	5/12	5/12	Chord	2/4	2	1	1/48			1/32	2/3	2319								404	30	
89	88	711/4	711/4	0.08333333333333333	7/16	7/16	Chord	2/4	2	1	1/48			1/32	2/3	2320								404	30	
89	88	1067/6	1067/6	0.08333333333333333	11/24	11/24	Chord	2/4	2	1	1/48			1/32	2/3	2321								404	30	
89	88	2135/12	2135/12	0.08333333333333333	23/48	23/48	Chord	2/4	2	1	1/48			1/32	2/3	2322									30	
89	88	176	176	0.0	0	0	Spanner	2/4	3	1	0														27	16, 22
89	88	176	176	0.0	0	0	Spanner	2/4	3	1	0														27, 31	16, 22
89	88	176	176	0.0	0	0	Spanner	2/4	3	1	0														27, 31	16, 22
89	88	176	176	0.0	0	0	Spanner	2/4	3	1	0														27, 31	16, 22
89	88	176	176	0.0	0	0	Spanner	2/4	3	1	0														27, 31	16, 22
89	88	176	176	0.0	0	0	Spanner	2/4	3	1	0														27, 31	16, 22
89	88	176	176	2.0	0	0	Chord	2/4	3	1	1/2		r32	1/2	1	2323									27, 31	16, 22
89	88	176	176	0.0	0	0	Spanner	2/4	4	1	0															18, 23
89	88	176	176	0.0	0	0	Spanner	2/4	4	1	0															18, 23
89	88	176	176	0.0	0	0	Spanner	2/4	4	1	0															18, 23
89	88	176	176	0.5	0	0	Chord	2/4	4	1	1/8			1/8	1	2324										18, 23
89	88	353/2	353/2	0.5	1/8	1/8	Chord	2/4	4	1	1/8			1/8	1	2325										18, 23
89	88	177	177	0.0	1/4	1/4	Spanner	2/4	4	1	0															
89	88	177	177	0.0	1/4	1/4	Spanner	2/4	4	1	0														32	
89	88	177	177	0.5	1/4	1/4	Chord	2/4	4	1	1/8			1/8	1	2326									32	
89	88	711/4	711/4	0.25	7/16	7/16	Chord	2/4	4	1	1/16			1/16	1	2327									32	
90	89	178	178	0.0	0	0	StaffText	2/4	1	1	0								<i>cresc.</i>							
90	89	178	178	0.0	0	0	Spanner	2/4	1	1	0															
90	89	178	178	0.125	0	0	Chord	2/4	1	1	1/32			1/32	1	2328								405		
90	89	1425/8	1425/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32			1/32	1	2329										
90	89	713/4	713/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32			1/32	1	2330		articStaccatoAbove						406		
90	89	1427/8	1427/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32			1/32	1	2331		articStaccatoAbove								
90	89	357/2	357/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32			1/32	1	2332		articStaccatoAbove						407		
90	89	1429/8	1429/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32			1/32	1	2333		articStaccatoAbove						407		
90	89	715/4	715/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32			1/32	1	2334		articStaccatoAbove						407		
90	89	1431/8	1431/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32			1/32	1	2335		articStaccatoAbove								
90	89	179	179	0.75	1/4	1/4	Chord	2/4	1	1	3/16			1/8	3/2	2336								408		
90	89	719/4	719/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	2337										
90	89	178	178	0.0	0	0	StaffText	2/4	2	1	0								<i>cresc.</i>							
90	89	178	178	0.0	0	0	Spanner	2/4	2	1	0															
90	89	178	178	0.08333333333333333	0	0	Chord	2/4	2	1	1/48			1/32	2/3	2338								409		
90	89	2137/12	2137/12	0.08333333333333333	1/48	1/48	Chord	2/4	2	1	1/48			1/32	2/3	2339								409		
90	89	1069/6	1069/6	0.08333333333333333	1/24	1/24	Chord	2/4	2	1	1/48			1/32	2/3	2340								409		
90	89	713/4	713/4	0.08333333333333333	1/16	1/16	Chord	2/4	2	1	1/48			1/32	2/3	2341								409		
90	89	535/3	535/3	0.08333333333333333	1/12	1/12	Chord	2/4	2	1	1/48			1/32	2/3	2342								409		
90	89	2141/12	2141/12	0.08333333333333333	5/48	5/48	Chord	2/4	2	1	1/48			1/32	2/3	2343								409		
90	89	357/2	357/2	0.08333333333333333	1/8	1/8	Chord	2/4	2	1	1/48			1/32	2/3	2344								409		
90	89	2143/12	2143/12	0.08333333333333333	7/48	7/48	Chord	2/4	2	1	1/48			1/32	2/3	2345								409		
90	89	536/3	536/3	0.08333333333333333	1/6	1/6	Chord	2/4	2	1	1/48			1/32	2/3	2346								409		
90	89	715/4	715/4	0.08333333333333333	3/16	3/16	Chord	2/4	2	1	1/48			1/32	2/3	2347								409		
90	89	1073/6	1073/6	0.08333333333333333	5/24	5/24	Chord	2/4	2	1	1/48			1/32	2/3	2348								409		
90	89	2147/12	2147/12	0.08333333333333333	11/48	11/48	Chord	2/4	2	1	1/48			1/32	2/3	2349										
90	89	179	179	0.08333333333333333	1/4	1/4	Chord	2/4	2	1	1/48			1/32	2/3	2350								410		
90	89	2149/12	2149/12	0.08333333333333333	13/48	13/48	Chord	2/4	2	1	1/48			1/32	2/3	2351								410		
90	89	1075/6	1075/6	0.08333333333333333	7/24	7/24	Chord	2/4	2	1	1/48			1/32	2/3	2352								410		
90	89	717/4	717/4	0.08333333333333333	5/16	5/16	Chord	2/4	2	1	1/48			1/32	2/3	2353								410		
90	89	538/3	538/3	0.08333333333333333	1/3	1/3	Chord	2/4	2	1	1/48			1/32	2/3	2354								410		
90	89	2153/12	2153/12	0.08333333333333333	17/48	17/48	Chord	2/4	2	1	1/48			1/32	2/3	2355								410		
90	89	359/2	359/2	0.08333333333333333	3/8	3/8	Chord	2/4	2	1	1/48			1/32	2/3	2356								410		
90	89	2155/12	2155/12	0.08333333333333333	19/48	19/48	Chord	2/4	2	1	1/48			1/32	2/3	2357								410		
90	89	539/3	539/3	0.08333333333333333	5/12	5/12	Chord	2/4	2	1	1/48			1/32	2/3	2358								410		
90	89	719/4	719/4	0.08333333333333333	7/16	7/16	Chord	2/4	2	1	1/48			1/32	2/3	2359								410		
90	89	1079/6	1079/6	0.08333333333333333	11/24	11/24	Chord	2/4	2	1	1/48			1/32	2/3	2360								410		
90	89	2159/12	2159/12	0.08333333333333333	23/48	23/48	Chord	2/4	2	1	1/48			1/32	2/3	2361										
90	89	178	178	0.0	0	0	StaffText	2/4	3	1	0								<i>cresc.</i>							
90	89	178	178	0.0	0	0	Spanner	2/4	3	1	0															
90	89	178	178	0.0	0	0	Spanner	2/4	3	1	0															
90	89	178	178	1.0	0	0	Chord	2/4	3	1	1/4		r32	1/4	1	2362										
90	89	179	179	0.125	1/4	1/4	Chord	2/4	3	1	1/32			1/32	1	2363										
90	89	1433/8	1433/8	0.125	9/32	9/32	Chord	2/4	3	1	1/32			1/32	1	2364										
90	89	717/4	717/4	0.125	5/16	5/16	Chord	2/4	3	1	1/32			1/32	1	2365										
90	89	1435/8	1435/8	0.125	11/32	11/32	Chord	2/4	3	1	1/32			1/32	1	2366										
90	89	359/2	359/2	0.125	3/8	3/8	Chord	2/4	3	1	1/32			1/32	1	2367										
90	89	1437/8	1437/8	0.125	13/32	13/32	Chord	2/4	3	1	1/32			1/32	1	2368										
90	89	719/4	719/4	0.125	7/16	7/16	Chord	2/4	3	1	1/32			1/32	1	2369										
90	89	1439/8	1439/8	0.125	15/32	15/32	Chord	2/4	3	1	1/32			1/32	1	2370										
90	89	178	178	0.0	0	0	StaffText	2/4	4	1	0								<i>cresc.</i>							
90	89	178	178	0.0	0	0	Spanner	2/4	4	1	0															
90	89	178	178	0.25	0	0	Chord	2/4	4	1	1/16			1/16	1	2371										
90	89	713/4	713/4	0.25	1/16	1/16	Chord	2/4	4	1	1/16			1/16	1	2372										
90	89	357/2	357/2	0.25	1/8	1/8	Chord	2/4	4	1	1/16			1/16	1	2373										
90	89	715/4	715/4	0.25	3/16	3/16	Chord	2/4	4	1	1/16			1/16	1	2374										
90	89	179	179	0.5	1/4	1/4	Chord	2/4	4	1	1/8			1/8	1	2375										
90	89	719/4	719/4	0.25	7/16	7/16	Chord	2/4	4	1	1/16			1/16	1	2376										
91	90	180	180	0.0	0	0	Dynamic	2/4	1	1	0						f									
91	90	180	180	0.75	0	0	Chord	2/4	1	1	3/16			1/8	3/2	2377								411		
91	90	723/4	723/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	2378										
91	90	181	181	0.0	1/4	1/4	Dynamic	2/4	1	1	0						f									
91	90	181	181	0.0	1/4	1/4	Spanner	2/4	1	1	0														33	
91	90	181	181	0.875	1/4	1/4	Chord	2/4	1	1	7/32			1/8	7/4	2379									33	
91	90	1455/8	1455/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32			1/32	1	2380									33	
91	90	180	180	0.08333333333333333	0	0	Chord	2/4	2	1	1/48			1/32	2/3	2381								412		
91	90	2161/12	2161/12	0.08333333333333333	1/48	1/48	Chord	2/4	2	1	1/48			1/32	2/3	2382								412		
91	90	1081/6	1081/6	0.08333333333333333	1/24	1/24	Chord	2/4	2	1	1/48			1/32	2/3	2383								412		
91	90	721/4	721/4	0.08333333333333333	1/16	1/16	Chord	2/4	2	1	1/48			1/32	2/3	2384								412		
91	90	541/3	541/3	0.08333333333333333	1/12	1/12	Chord	2/4	2	1	1/48			1/32	2/3	2385								412		
91	90	2165/12	2165/12	0.08333333333333333	5/48	5/48	Chord	2/4	2	1	1/48			1/32	2/3	2386								412		
91	90	361/2	361/2	0.08333333333333333	1/8	1/8	Chord	2/4	2	1	1/48			1/32	2/3	2387								412		
91	90	2167/12	2167/12	0.08333333333333333	7/48	7/48	Chord	2/4	2	1	1/48			1/32	2/3	2388								412		
91	90	542/3	542/3	0.08333333333333333	1/6	1/6	Chord	2/4	2	1	1/48			1/32	2/3	2389								412		
91	90	723/4	723/4	0.08333333333333333	3/16	3/16	Chord	2/4	2	1	1/48			1/32	2/3	2390								412		
91	90	1085/6	1085/6	0.08333333333333333	5/24	5/24	Chord	2/4	2	1	1/48			1/32	2/3	2391								412		
91	90	2171/12	2171/12	0.08333333333333333	11/48	11/48	Chord	2/4	2	1	1/48			1/32	2/3	2392										
91	90	181	181	0.0	1/4	1/4	Dynamic	2/4	2	1	0						f									
91	90	181	181	0.08333333333333333	1/4	1/4	Chord	2/4	2	1	1/48			1/32	2/3	2393								413		
91	90	2173/12	2173/12	0.0	13/48	13/48	Spanner	2/4	2	1	0													413	34	
91	90	2173/12	2173/12	0.08333333333333333	13/48	13/48	Chord	2/4	2	1	1/48			1/32	2/3	2394								413	34	
91	90	1087/6	1087/6	0.08333333333333333	7/24	7/24	Chord	2/4	2	1	1/48			1/32	2/3	2395								413	34	
91	90	725/4	725/4	0.08333333333333333	5/16	5/16	Chord	2/4	2	1	1/48			1/32	2/3	2396								413	34	
91	90	544/3	544/3	0.08333333333333333	1/3	1/3	Chord	2/4	2	1	1/48			1/32	2/3	2397								413	34	
91	90	2177/12	2177/12	0.08333333333333333	17/48	17/48	Chord	2/4	2	1	1/48			1/32	2/3	2398								413	34	
91	90	363/2	363/2	0.08333333333333333	3/8	3/8	Chord	2/4	2	1	1/48			1/32	2/3	2399								413	34	
91	90	2179/12	2179/12	0.08333333333333333	19/48	19/48	Chord	2/4	2	1	1/48			1/32	2/3	2400								413	34	
91	90	545/3	545/3	0.08333333333333333	5/12	5/12	Chord	2/4	2	1	1/48			1/32	2/3	2401								413	34	
91	90	727/4	727/4	0.08333333333333333	7/16	7/16	Chord	2/4	2	1	1/48			1/32	2/3	2402								413	34	
91	90	1091/6	1091/6	0.08333333333333333	11/24	11/24	Chord	2/4	2	1	1/48			1/32	2/3	2403								413	34	
