mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	decrescendo_hairpin	crescendo_hairpin
133	132	2375/6	2393/6	0.16666666666666666		17/24	17/24	Chord	6/8	2	1	1/24		1/16	2/3	1848						
133	132	393	396	0.0		0	0	StaffText	6/8	3	1	0							cresc.			
133	132	393	396	1.5		0	0	Chord	6/8	3	1	3/8		1/4	3/2	1849						
133	132	789/2	795/2	1.5		3/8	3/8	Chord	6/8	3	1	3/8		1/4	3/2	1850						
133	132	393	396	0.0		0	0	StaffText	6/8	4	1	0							cresc.			
133	132	393	396	1.5		0	0	Chord	6/8	4	1	3/8		1/4	3/2	1851						
133	132	789/2	795/2	1.0		3/8	3/8	Chord	6/8	4	1	1/4		1/4	1	1852						
133	132	791/2	797/2	0.16666666666666666		5/8	5/8	Chord	6/8	4	1	1/24		1/16	2/3	1853				268		
133	132	1187/3	1196/3	0.16666666666666666		2/3	2/3	Chord	6/8	4	1	1/24		1/16	2/3	1854				268		
133	132	2375/6	2393/6	0.16666666666666666		17/24	17/24	Chord	6/8	4	1	1/24		1/16	2/3	1855						
134	133	396	399	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	1856				266		
134	133	397	400	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1857				266		
134	133	795/2	801/2	1.0		3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	1858				266		
134	133	797/2	803/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1859						
134	133	396	399	1.0		0	0	Chord	6/8	2	1	1/4		1/4	1	1860				269		
134	133	397	400	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1861				269		
134	133	795/2	801/2	1.0		3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	1862				269		
134	133	797/2	803/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1863						
134	133	396	399	1.5		0	0	Chord	6/8	3	1	3/8		1/4	3/2	1864						
134	133	795/2	801/2	1.5		3/8	3/8	Chord	6/8	3	1	3/8		1/4	3/2	1865						
134	133	396	399	1.5		0	0	Chord	6/8	4	1	3/8		1/4	3/2	1866						
134	133	795/2	801/2	1.0		3/8	3/8	Chord	6/8	4	1	1/4		1/4	1	1867						
134	133	797/2	803/2	0.16666666666666666		5/8	5/8	Chord	6/8	4	1	1/24		1/16	2/3	1868				270		
134	133	1196/3	1205/3	0.16666666666666666		2/3	2/3	Chord	6/8	4	1	1/24		1/16	2/3	1869				270		
134	133	2393/6	2411/6	0.16666666666666666		17/24	17/24	Chord	6/8	4	1	1/24		1/16	2/3	1870						
135	134	399	402	0.25		0	0	Chord	6/8	1	1	1/16		1/16	1	1871						
135	134	1597/4	1609/4	0.25		1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	1872						
135	134	799/2	805/2	0.25		1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	1873						
135	134	1599/4	1611/4	0.25		3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	1874						
135	134	400	403	0.25		1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	1875						
135	134	1601/4	1613/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	1876						
135	134	801/2	807/2	0.25		3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	1877						
135	134	1603/4	1615/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	1878						
135	134	401	404	0.25		1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	1879						
135	134	1605/4	1617/4	0.25		9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	1880						
135	134	803/2	809/2	0.25		5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	1881						
135	134	1607/4	1619/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	1882						
135	134	399	402	0.0		0	0	Dynamic	6/8	2	1	0					f					
135	134	399	402	0.0		0	0	Dynamic	6/8	2	1	0					f					
135	134	399	402	3.0		0	0	Chord	6/8	2	1	3/4		1/2	3/2	1883						
135	134	399	402	0.0		0	0	Dynamic	6/8	3	1	0					f					
135	134	399	402	3.0		0	0	Chord	6/8	3	1	3/4		1/2	3/2	1884						
135	134	399	402	0.0		0	0	Dynamic	6/8	4	1	0					f					
135	134	399	402	3.0		0	0	Chord	6/8	4	1	3/4		1/2	3/2	1885						
136	135	402	405	0.25		0	0	Chord	6/8	1	1	1/16		1/16	1	1886				271		
136	135	1609/4	1621/4	0.25		1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	1887						
136	135	805/2	811/2	0.25		1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	1888		articStaccatoAbove				
136	135	1611/4	1623/4	0.25		3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	1889		articStaccatoAbove				
136	135	403	406	0.25		1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	1890		articStaccatoAbove				
136	135	1613/4	1625/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	1891		articStaccatoAbove				
136	135	807/2	813/2	0.25		3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	1892				272		
136	135	1615/4	1627/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	1893						
136	135	404	407	0.25		1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	1894		articStaccatoAbove				
136	135	1617/4	1629/4	0.25		9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	1895		articStaccatoAbove				
136	135	809/2	815/2	0.25		5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	1896		articStaccatoAbove				
136	135	1619/4	1631/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	1897		articStaccatoAbove				
136	135	402	405	0.0		0	0	Dynamic	6/8	2	1	0					sf					
136	135	402	405	1.5		0	0	Chord	6/8	2	1	3/8		1/4	3/2	1898						
136	135	807/2	813/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1899						
136	135	404	407	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1900		articStaccatoBelow				
136	135	809/2	815/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1901		articStaccatoBelow				
136	135	402	405	0.0		0	0	Dynamic	6/8	3	1	0					sf					
136	135	402	405	1.5		0	0	Chord	6/8	3	1	3/8		1/4	3/2	1902						
136	135	807/2	813/2	0.5		3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	1903						
136	135	404	407	0.5		1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	1904		articStaccatoAbove				
136	135	809/2	815/2	0.5		5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	1905		articStaccatoAbove				
136	135	402	405	0.0		0	0	Dynamic	6/8	4	1	0					sf					
136	135	402	405	1.5		0	0	Chord	6/8	4	1	3/8		1/4	3/2	1906						
136	135	807/2	813/2	0.5		3/8	3/8	Chord	6/8	4	1	1/8		1/8	1	1907						
136	135	404	407	0.5		1/2	1/2	Chord	6/8	4	1	1/8		1/8	1	1908		articStaccatoBelow				
136	135	809/2	815/2	0.5		5/8	5/8	Chord	6/8	4	1	1/8		1/8	1	1909		articStaccatoBelow				
137	136	405	408	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	1910						
137	136	813/2	819/2	0.0		3/8	3/8	Dynamic	6/8	1	1	0					sfp					
137	136	813/2	819/2	0.0		3/8	3/8	Chord	6/8	1	1	0	grace16	1/16	1	1911		articStaccatoBelow				
137	136	813/2	819/2	0.0		3/8	3/8	Chord	6/8	1	1	0	grace16	1/16	1	1912		articStaccatoBelow				
137	136	813/2	819/2	0.0		3/8	3/8	Chord	6/8	1	1	0	grace16	1/16	1	1913		articStaccatoBelow				
137	136	813/2	819/2	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1914		articStaccatoAbove				
137	136	407	410	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1915		articStaccatoAbove				
137	136	815/2	821/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1916		articStaccatoAbove				
137	136	405	408	1.0		0	0	Chord	6/8	2	1	1/4		1/4	1	1917						
137	136	813/2	819/2	0.0		3/8	3/8	Dynamic	6/8	2	1	0					sf					
137	136	813/2	819/2	1.0		3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	1918						
137	136	405	408	1.0		0	0	Chord	6/8	3	1	1/4		1/4	1	1919						
137	136	813/2	819/2	0.0		3/8	3/8	Dynamic	6/8	3	1	0					sf					
137	136	813/2	819/2	1.0		3/8	3/8	Chord	6/8	3	1	1/4		1/4	1	1920						
137	136	405	408	0.5		0	0	Chord	6/8	4	1	1/8		1/8	1	1921		articStaccatoBelow				
137	136	811/2	817/2	0.5		1/8	1/8	Chord	6/8	4	1	1/8		1/8	1	1922		articStaccatoBelow				
137	136	406	409	0.5		1/4	1/4	Chord	6/8	4	1	1/8		1/8	1	1923		articStaccatoBelow				
137	136	813/2	819/2	0.0		3/8	3/8	Dynamic	6/8	4	1	0					sf					
137	136	813/2	819/2	1.0		3/8	3/8	Chord	6/8	4	1	1/4		1/4	1	1924						
138	137	819/2	825/2	0.0		3/8	3/8	Dynamic	6/8	1	1	0					sfp					
138	137	819/2	825/2	0.0		3/8	3/8	Chord	6/8	1	1	0	grace16	1/16	1	1925						
138	137	819/2	825/2	0.0		3/8	3/8	Chord	6/8	1	1	0	grace16	1/16	1	1926						
138	137	819/2	825/2	0.0		3/8	3/8	Chord	6/8	1	1	0	grace16	1/16	1	1927						
138	137	819/2	825/2	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1928		articStaccatoAbove				
138	137	410	413	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1929		articStaccatoAbove				
138	137	821/2	827/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1930		articStaccatoAbove				
138	137	819/2	825/2	0.0		3/8	3/8	Dynamic	6/8	2	1	0					sf					
138	137	819/2	825/2	1.0		3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	1931						
138	137	819/2	825/2	0.0		3/8	3/8	Dynamic	6/8	3	1	0					sf					
138	137	819/2	825/2	1.0		3/8	3/8	Chord	6/8	3	1	1/4		1/4	1	1932						
138	137	408	411	0.5		0	0	Chord	6/8	4	1	1/8		1/8	1	1933		articStaccatoBelow				
138	137	817/2	823/2	0.5		1/8	1/8	Chord	6/8	4	1	1/8		1/8	1	1934		articStaccatoBelow				
138	137	409	412	0.5		1/4	1/4	Chord	6/8	4	1	1/8		1/8	1	1935		articStaccatoBelow				
138	137	819/2	825/2	0.0		3/8	3/8	Dynamic	6/8	4	1	0					sf					
138	137	819/2	825/2	1.0		3/8	3/8	Chord	6/8	4	1	1/4		1/4	1	1936						
139	138	825/2	831/2	0.0		3/8	3/8	Dynamic	6/8	1	1	0					sfp					
139	138	825/2	831/2	0.0		3/8	3/8	Chord	6/8	1	1	0	grace16	1/16	1	1937		articStaccatoBelow				
139	138	825/2	831/2	0.0		3/8	3/8	Chord	6/8	1	1	0	grace16	1/16	1	1938		articStaccatoBelow				
139	138	825/2	831/2	0.0		3/8	3/8	Chord	6/8	1	1	0	grace16	1/16	1	1939		articStaccatoBelow				
139	138	825/2	831/2	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1940		articStaccatoAbove				
139	138	413	416	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1941		articStaccatoAbove				
139	138	827/2	833/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1942		articStaccatoAbove				
139	138	825/2	831/2	0.0		3/8	3/8	Dynamic	6/8	2	1	0					sf					
139	138	825/2	831/2	1.0		3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	1943						
139	138	825/2	831/2	0.0		3/8	3/8	Dynamic	6/8	3	1	0					sf					
139	138	825/2	831/2	1.0		3/8	3/8	Chord	6/8	3	1	1/4		1/4	1	1944						
139	138	411	414	0.5		0	0	Chord	6/8	4	1	1/8		1/8	1	1945		articStaccatoBelow				
139	138	823/2	829/2	0.5		1/8	1/8	Chord	6/8	4	1	1/8		1/8	1	1946		articStaccatoBelow				
139	138	412	415	0.5		1/4	1/4	Chord	6/8	4	1	1/8		1/8	1	1947		articStaccatoBelow				
139	138	825/2	831/2	0.0		3/8	3/8	Dynamic	6/8	4	1	0					sf					
139	138	825/2	831/2	1.0		3/8	3/8	Chord	6/8	4	1	1/4		1/4	1	1948						
140	139	414	417	0.5		0	0	Chord	6/8	1	1	1/8		1/8	1	1949		articStaccatoAbove				
140	139	829/2	835/2	0.5		1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	1950		articStaccatoAbove				
140	139	415	418	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1951		articStaccatoAbove				
140	139	831/2	837/2	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1952		articStaccatoAbove				
140	139	416	419	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1953		articStaccatoAbove				
140	139	833/2	839/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1954		articStaccatoAbove				
141	140	417	420	0.0		0	0	Dynamic	6/8	1	1	0					p					
141	140	417	420	1.5		0	0	Chord	6/8	1	1	3/8		1/4	3/2	1955				273		
141	140	837/2	843/2	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1956						
141	140	839/2	845/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1957						
141	140	417	420	0.0		0	0	Dynamic	6/8	2	1	0					p					
141	140	417	420	3.0		0	0	Chord	6/8	2	1	3/4		1/2	3/2	1958				274		
141	140	417	420	0.0		0	0	Dynamic	6/8	3	1	0					p					
141	140	417	420	3.0		0	0	Chord	6/8	3	1	3/4		1/2	3/2	1959				275		
141	140	417	420	0.0		0	0	Dynamic	6/8	4	1	0					p					
141	140	417	420	0.5		0	0	Chord	6/8	4	1	1/8		1/8	1	1960				276		
141	140	835/2	841/2	0.5		1/8	1/8	Chord	6/8	4	1	1/8		1/8	1	1961				276		
141	140	418	421	0.5		1/4	1/4	Chord	6/8	4	1	1/8		1/8	1	1962						
141	140	837/2	843/2	1.5		3/8	3/8	Chord	6/8	4	1	3/8		1/4	3/2	1963				277		
142	141	420	423	0.5		0	0	Chord	6/8	1	1	1/8		1/8	1	1964						
142	141	421	424	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1965						
142	141	843/2	849/2	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1966						
142	141	845/2	851/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1967						
142	141	420	423	3.0		0	0	Chord	6/8	2	1	3/4		1/2	3/2	1968						
142	141	420	423	3.0		0	0	Chord	6/8	3	1	3/4		1/2	3/2	1969						
142	141	420	423	0.5		0	0	Chord	6/8	4	1	1/8		1/8	1	1970				277		
142	141	841/2	847/2	0.5		1/8	1/8	Chord	6/8	4	1	1/8		1/8	1	1971				277		
142	141	421	424	0.5		1/4	1/4	Chord	6/8	4	1	1/8		1/8	1	1972						
142	141	843/2	849/2	1.5		3/8	3/8	Chord	6/8	4	1	3/8		1/4	3/2	1973				278		
143	142	423	426	1.5		0	0	Chord	6/8	1	1	3/8		1/4	3/2	1974				279		
143	142	849/2	855/2	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1975						
143	142	425	428	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1976		articStaccatoAbove				
143	142	851/2	857/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1977		articStaccatoAbove				
143	142	423	426	1.5		0	0	Chord	6/8	2	1	3/8		1/4	3/2	1978				280		
143	142	849/2	855/2	1.5		3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	1979				280		
143	142	423	426	1.5		0	0	Chord	6/8	3	1	3/8		1/4	3/2	1980				281		
143	142	849/2	855/2	1.5		3/8	3/8	Chord	6/8	3	1	3/8		1/4	3/2	1981						
143	142	423	426	0.5		0	0	Chord	6/8	4	1	1/8		1/8	1	1982				278		
143	142	847/2	853/2	0.5		1/8	1/8	Chord	6/8	4	1	1/8		1/8	1	1983				278		
143	142	424	427	0.5		1/4	1/4	Chord	6/8	4	1	1/8		1/8	1	1984						
143	142	849/2	855/2	0.5		3/8	3/8	Chord	6/8	4	1	1/8		1/8	1	1985				282		
143	142	425	428	0.5		1/2	1/2	Chord	6/8	4	1	1/8		1/8	1	1986				282		
143	142	851/2	857/2	0.5		5/8	5/8	Chord	6/8	4	1	1/8		1/8	1	1987						
144	143	426	429	0.5		0	0	Chord	6/8	1	1	1/8		1/8	1	1988		articStaccatoAbove				
144	143	853/2	859/2	0.5		1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	1989		articStaccatoAbove				
144	143	427	430	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1990		articStaccatoAbove				
144	143	855/2	861/2	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1991		articStaccatoAbove				
144	143	428	431	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1992		articStaccatoAbove				
144	143	857/2	863/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1993		articStaccatoAbove				
144	143	426	429	1.5		0	0	Chord	6/8	2	1	3/8		1/4	3/2	1994				280		
144	143	855/2	861/2	1.5		3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	1995						
144	143	426	429	1.5		0	0	Chord	6/8	3	1	3/8		1/4	3/2	1996						
144	143	855/2	861/2	1.5		3/8	3/8	Chord	6/8	3	1	3/8		1/4	3/2	1997						
144	143	426	429	0.5		0	0	Chord	6/8	4	1	1/8		1/8	1	1998				283		
144	143	853/2	859/2	0.5		1/8	1/8	Chord	6/8	4	1	1/8		1/8	1	1999				283		
144	143	427	430	0.5		1/4	1/4	Chord	6/8	4	1	1/8		1/8	1	2000						
144	143	855/2	861/2	0.5		3/8	3/8	Chord	6/8	4	1	1/8		1/8	1	2001				284		
144	143	428	431	0.5		1/2	1/2	Chord	6/8	4	1	1/8		1/8	1	2002				284		
144	143	857/2	863/2	0.5		5/8	5/8	Chord	6/8	4	1	1/8		1/8	1	2003						
145	144	429	432	1.5		0	0	Chord	6/8	1	1	3/8		1/4	3/2	2004				285		
145	144	861/2	867/2	1.0		3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	2005						
145	144	863/2	869/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	2006						
145	144	429	432	3.0		0	0	Chord	6/8	2	1	3/4		1/2	3/2	2007				286		
145	144	429	432	3.0		0	0	Chord	6/8	3	1	3/4		1/2	3/2	2008				287		
145	144	429	432	0.5		0	0	Chord	6/8	4	1	1/8		1/8	1	2009				288		
145	144	859/2	865/2	0.5		1/8	1/8	Chord	6/8	4	1	1/8		1/8	1	2010				288		
145	144	430	433	0.5		1/4	1/4	Chord	6/8	4	1	1/8		1/8	1	2011						
145	144	861/2	867/2	1.5		3/8	3/8	Chord	6/8	4	1	3/8		1/4	3/2	2012				289		
146	145	432	435	0.5		0	0	Chord	6/8	1	1	1/8		1/8	1	2013						
146	145	433	436	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	2014						
146	145	867/2	873/2	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	2015						
146	145	869/2	875/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	2016						
146	145	432	435	3.0		0	0	Chord	6/8	2	1	3/4		1/2	3/2	2017				286		
146	145	432	435	3.0		0	0	Chord	6/8	3	1	3/4		1/2	3/2	2018				290		
146	145	432	435	0.5		0	0	Chord	6/8	4	1	1/8		1/8	1	2019				289		
146	145	865/2	871/2	0.5		1/8	1/8	Chord	6/8	4	1	1/8		1/8	1	2020				289		
146	145	433	436	0.5		1/4	1/4	Chord	6/8	4	1	1/8		1/8	1	2021						
146	145	867/2	873/2	0.5		3/8	3/8	Chord	6/8	4	1	1/8		1/8	1	2022						
146	145	434	437	0.5		1/2	1/2	Chord	6/8	4	1	1/8		1/8	1	2023						
146	145	869/2	875/2	0.5		5/8	5/8	Chord	6/8	4	1	1/8		1/8	1	2024						
147	146	435	438	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	2025						
147	146	873/2	879/2	0.0		3/8	3/8	Dynamic	6/8	1	1	0					p					
147	146	873/2	879/2	0.25		3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	2026				291		
147	146	1747/4	1759/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	2027				291		
147	146	437	440	0.25		1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	2028				291		
147	146	1749/4	1761/4	0.25		9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	2029				291		
147	146	875/2	881/2	0.25		5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	2030				291		
147	146	1751/4	1763/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	2031						
147	146	435	438	1.0		0	0	Chord	6/8	2	1	1/4		1/4	1	2032						
147	146	435	438	1.0		0	0	Chord	6/8	3	1	1/4		1/4	1	2033						
147	146	435	438	1.0		0	0	Chord	6/8	4	1	1/4		1/4	1	2034						
148	147	438	441	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	2035		articStaccatoAbove				
148	147	879/2	885/2	0.25		3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	2036				292		
148	147	1759/4	1771/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	2037				292		
148	147	440	443	0.25		1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	2038				292		
148	147	1761/4	1773/4	0.25		9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	2039				292		
148	147	881/2	887/2	0.25		5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	2040				292		
148	147	1763/4	1775/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	2041						
148	147	877/2	883/2	0.0		1/8	1/8	Dynamic	6/8	2	1	0					p					
148	147	877/2	883/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	2042		articStaccatoBelow				
148	147	439	442	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	2043		articStaccatoBelow				
148	147	877/2	883/2	0.0		1/8	1/8	Dynamic	6/8	3	1	0					p					
148	147	877/2	883/2	0.5		1/8	1/8	Chord	6/8	3	1	1/8		1/8	1	2044		articStaccatoBelow				
148	147	439	442	0.5		1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	2045		articStaccatoBelow				
148	147	877/2	883/2	0.0		1/8	1/8	Dynamic	6/8	4	1	0					p					
148	147	877/2	883/2	0.5		1/8	1/8	Chord	6/8	4	1	1/8		1/8	1	2046		articStaccatoAbove				
148	147	439	442	0.5		1/4	1/4	Chord	6/8	4	1	1/8		1/8	1	2047		articStaccatoAbove				
149	148	441	444	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	2048		articStaccatoAbove				
149	148	885/2	891/2	0.25		3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	2049				293		
149	148	1771/4	1783/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	2050				293		
149	148	443	446	0.25		1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	2051				293		
149	148	1773/4	1785/4	0.25		9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	2052				293		
149	148	887/2	893/2	0.25		5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	2053				293		
149	148	1775/4	1787/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	2054						
149	148	883/2	889/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	2055		articStaccatoBelow				
149	148	442	445	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	2056		articStaccatoBelow				
149	148	883/2	889/2	0.5		1/8	1/8	Chord	6/8	3	1	1/8		1/8	1	2057		articStaccatoBelow				
149	148	442	445	0.5		1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	2058		articStaccatoBelow				
149	148	883/2	889/2	0.5		1/8	1/8	Chord	6/8	4	1	1/8		1/8	1	2059		articStaccatoBelow				
149	148	442	445	0.5		1/4	1/4	Chord	6/8	4	1	1/8		1/8	1	2060		articStaccatoBelow				
150	149	444	447	0.5		0	0	Chord	6/8	1	1	1/8		1/8	1	2061						
150	149	889/2	895/2	0.5		1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	2062						
150	149	445	448	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	2063						
150	149	891/2	897/2	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	2064						
150	149	446	449	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	2065						
150	149	893/2	899/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	2066						
150	149	889/2	895/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	2067						
150	149	445	448	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	2068						
150	149	446	449	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	2069						
150	149	893/2	899/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	2070						
150	149	889/2	895/2	0.5		1/8	1/8	Chord	6/8	4	1	1/8		1/8	1	2071						
150	149	445	448	0.5		1/4	1/4	Chord	6/8	4	1	1/8		1/8	1	2072						
150	149	446	449	0.5		1/2	1/2	Chord	6/8	4	1	1/8		1/8	1	2073						
150	149	893/2	899/2	0.5		5/8	5/8	Chord	6/8	4	1	1/8		1/8	1	2074						
151	150	447	450	0.5		0	0	Chord	6/8	1	1	1/8		1/8	1	2075						
151	150	895/2	901/2	0.5		1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	2076						
151	150	448	451	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	2077						
151	150	897/2	903/2	0.25		3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	2078				294		
151	150	1795/4	1807/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	2079				294		
151	150	449	452	0.25		1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	2080				294		
151	150	1797/4	1809/4	0.25		9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	2081				294		
151	150	899/2	905/2	0.25		5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	2082				294		
151	150	1799/4	1811/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	2083						
151	150	895/2	901/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	2084						
151	150	448	451	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	2085						
151	150	895/2	901/2	0.5		1/8	1/8	Chord	6/8	4	1	1/8		1/8	1	2086						
151	150	448	451	0.5		1/4	1/4	Chord	6/8	4	1	1/8		1/8	1	2087						
152	151	450	453	0.0		0	0	StaffText	6/8	1	1	0							cresc.			
152	151	450	453	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	2088						
152	151	903/2	909/2	1.0		3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	2089						
152	151	901/2	907/2	0.0		1/8	1/8	StaffText	6/8	2	1	0							cresc.			
152	151	901/2	907/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	2090						
152	151	451	454	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	2091						
152	151	452	455	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	2092						
