mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin
6	6	15/2	15/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	53									14		
6	6	8	8	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	54									14		
6	6	17/2	17/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	55											
6	6	15/2	15/2	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	56									15		
6	6	8	8	0.5	1/8	1/8	Chord	3/8	3	1	1/8		1/8	1	57									15		
6	6	17/2	17/2	0.5	1/4	1/4	Chord	3/8	3	1	1/8		1/8	1	58									15		
6	6	15/2	15/2	1.5	0	0	Chord	3/8	4	1	3/8		1/4	3/2	59											
7	7	9	9	0.0	0	0	Spanner	3/8	1	1	0													12	0	
7	7	9	9	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	60									12	0	
7	7	19/2	19/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	61									12	0	
7	7	10	10	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	62									12	0	
7	7	9	9	0.0	0	0	Spanner	3/8	2	1	0														1	
7	7	9	9	1.0	0	0	Chord	3/8	2	1	1/4		1/4	1	63									16	1	
7	7	10	10	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	64									16	1	
7	7	9	9	0.0	0	0	Spanner	3/8	3	1	0													15	2	
7	7	9	9	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	65									15	2	
7	7	19/2	19/2	0.5	1/8	1/8	Chord	3/8	3	1	1/8		1/8	1	66									15	2	
7	7	10	10	0.5	1/4	1/4	Chord	3/8	3	1	1/8		1/8	1	67									15	2	
7	7	9	9	0.0	0	0	Spanner	3/8	4	1	0														3	
7	7	9	9	1.0	0	0	Chord	3/8	4	1	1/4		1/4	1	68									17	3	
7	7	10	10	0.5	1/4	1/4	Chord	3/8	4	1	1/8		1/8	1	69									17	3	
8	8	21/2	21/2	0.0	0	0	Spanner	3/8	1	1	0															
8	8	21/2	21/2	0.0	0	0	Spanner	3/8	1	1	0															0
8	8	21/2	21/2	0.75	0	0	Chord	3/8	1	1	3/16		1/8	3/2	70											0
8	8	45/4	45/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	71											0
8	8	23/2	23/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	72											0
8	8	47/4	47/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	73											0
8	8	21/2	21/2	0.0	0	0	Spanner	3/8	2	1	0													16		
8	8	21/2	21/2	0.0	0	0	Spanner	3/8	2	1	0													16		1
8	8	21/2	21/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	74									16		1
8	8	11	11	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	75									16		1
8	8	45/4	45/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	76									16		1
8	8	23/2	23/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	77									16		1
8	8	47/4	47/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	78											1
8	8	21/2	21/2	0.0	0	0	Spanner	3/8	3	1	0													15		
8	8	21/2	21/2	0.0	0	0	Spanner	3/8	3	1	0													15		2
8	8	21/2	21/2	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	79									15		2
8	8	11	11	0.25	1/8	1/8	Chord	3/8	3	1	1/16		1/16	1	80									15		2
8	8	45/4	45/4	0.25	3/16	3/16	Chord	3/8	3	1	1/16		1/16	1	81									15		2
8	8	23/2	23/2	0.25	1/4	1/4	Chord	3/8	3	1	1/16		1/16	1	82									15		2
8	8	47/4	47/4	0.25	5/16	5/16	Chord	3/8	3	1	1/16		1/16	1	83											2
8	8	21/2	21/2	0.0	0	0	Spanner	3/8	4	1	0													17		
8	8	21/2	21/2	0.0	0	0	Spanner	3/8	4	1	0													17		3
8	8	21/2	21/2	0.5	0	0	Chord	3/8	4	1	1/8		1/8	1	84									17		3
8	8	11	11	0.25	1/8	1/8	Chord	3/8	4	1	1/16		1/16	1	85									17		3
8	8	45/4	45/4	0.25	3/16	3/16	Chord	3/8	4	1	1/16		1/16	1	86									17		3
8	8	23/2	23/2	0.25	1/4	1/4	Chord	3/8	4	1	1/16		1/16	1	87									17		3
8	8	47/4	47/4	0.25	5/16	5/16	Chord	3/8	4	1	1/16		1/16	1	88											3
9	9	12	12	0.0	0	0	Spanner	3/8	1	1	0															
9	9	12	12	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	89									18		
9	9	25/2	25/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	90											
9	9	13	13	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	91									19		
9	9	53/4	53/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	92									19		
9	9	12	12	0.0	0	0	Spanner	3/8	2	1	0															
9	9	12	12	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	93									20		
9	9	25/2	25/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	94											
9	9	13	13	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	95									21		
9	9	53/4	53/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	96									21		
9	9	12	12	0.0	0	0	Spanner	3/8	3	1	0															
9	9	12	12	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	97									22		
9	9	25/2	25/2	0.25	1/8	1/8	Chord	3/8	3	1	1/16		1/16	1	98											
9	9	12	12	0.0	0	0	Spanner	3/8	4	1	0															
9	9	12	12	0.5	0	0	Chord	3/8	4	1	1/8		1/8	1	99									23		
9	9	25/2	25/2	0.25	1/8	1/8	Chord	3/8	4	1	1/16		1/16	1	100											
10	10	27/2	27/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	101									19		
10	10	14	14	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	102									19		
10	10	29/2	29/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	103									19		
10	10	27/2	27/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	104									21		
10	10	14	14	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	105									21		
10	10	29/2	29/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	106									21		
10	10	27/2	27/2	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	107									24		
10	10	14	14	0.5	1/8	1/8	Chord	3/8	3	1	1/8		1/8	1	108									24		
10	10	29/2	29/2	0.5	1/4	1/4	Chord	3/8	3	1	1/8		1/8	1	109											
11	11	15	15	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	110											
11	11	16	16	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	111									25		
11	11	65/4	65/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	112									25		
11	11	15	15	1.0	0	0	Chord	3/8	2	1	1/4		1/4	1	113											
11	11	16	16	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	114									26		
11	11	65/4	65/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	115									26		
11	11	15	15	1.5	0	0	Chord	3/8	3	1	3/8		1/4	3/2	116											
11	11	16	16	0.25	1/4	1/4	Chord	3/8	4	1	1/16		1/16	1	117									27		
11	11	65/4	65/4	0.25	5/16	5/16	Chord	3/8	4	1	1/16		1/16	1	118									27		
12	12	33/2	33/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	119									25		
12	12	17	17	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	120									25		
12	12	35/2	35/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	121									25		
12	12	33/2	33/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	122									26		
12	12	17	17	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	123									26		
12	12	35/2	35/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	124									26		
12	12	33/2	33/2	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	125									28		
12	12	17	17	0.5	1/8	1/8	Chord	3/8	3	1	1/8		1/8	1	126									28		
12	12	35/2	35/2	0.5	1/4	1/4	Chord	3/8	3	1	1/8		1/8	1	127									28		
12	12	33/2	33/2	0.5	0	0	Chord	3/8	4	1	1/8		1/8	1	128									27		
12	12	17	17	0.5	1/8	1/8	Chord	3/8	4	1	1/8		1/8	1	129									27		
12	12	35/2	35/2	0.5	1/4	1/4	Chord	3/8	4	1	1/8		1/8	1	130									27		
13	13	18	18	0.0	0	0	Spanner	3/8	1	1	0														4	
13	13	18	18	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	131										4	
13	13	19	19	0.0	1/4	1/4	Dynamic	3/8	1	1	0					sf										
13	13	19	19	0.0	1/4	1/4	Spanner	3/8	1	1	0															
13	13	19	19	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	132									29		
13	13	77/4	77/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	133											
13	13	18	18	0.0	0	0	Spanner	3/8	2	1	0														5	
13	13	18	18	1.0	0	0	Chord	3/8	2	1	1/4		1/4	1	134										5	
13	13	19	19	0.0	1/4	1/4	Dynamic	3/8	2	1	0					sf										
13	13	19	19	0.0	1/4	1/4	Spanner	3/8	2	1	0															
13	13	19	19	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	135									30		
13	13	77/4	77/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	136											
13	13	18	18	0.0	0	0	Spanner	3/8	3	1	0														6	
13	13	18	18	1.0	0	0	Chord	3/8	3	1	1/4		1/4	1	137										6	
13	13	19	19	0.0	1/4	1/4	Dynamic	3/8	3	1	0					sf										
13	13	19	19	0.0	1/4	1/4	Spanner	3/8	3	1	0															
13	13	19	19	0.25	1/4	1/4	Chord	3/8	3	1	1/16		1/16	1	138									31		
13	13	77/4	77/4	0.25	5/16	5/16	Chord	3/8	3	1	1/16		1/16	1	139											
13	13	18	18	0.0	0	0	Spanner	3/8	4	1	0														7	
13	13	18	18	1.0	0	0	Chord	3/8	4	1	1/4		1/4	1	140										7	
13	13	19	19	0.0	1/4	1/4	Dynamic	3/8	4	1	0					sf										
13	13	19	19	0.0	1/4	1/4	Spanner	3/8	4	1	0															
13	13	19	19	0.25	1/4	1/4	Chord	3/8	4	1	1/16		1/16	1	141									32		
13	13	77/4	77/4	0.25	5/16	5/16	Chord	3/8	4	1	1/16		1/16	1	142											
14	14	39/2	39/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	143									33		
14	14	20	20	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	144											
14	14	41/2	41/2	0.0	1/4	1/4	Dynamic	3/8	1	1	0					sf										
14	14	41/2	41/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	145									34		
14	14	83/4	83/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	146											
14	14	39/2	39/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	147									35		
14	14	20	20	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	148											
14	14	41/2	41/2	0.0	1/4	1/4	Dynamic	3/8	2	1	0					sf										
14	14	41/2	41/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	149									36		
14	14	83/4	83/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	150											
14	14	39/2	39/2	1.0	0	0	Chord	3/8	3	1	1/4		1/4	1	151											
14	14	41/2	41/2	0.0	1/4	1/4	Dynamic	3/8	3	1	0					sf										
14	14	41/2	41/2	0.25	1/4	1/4	Chord	3/8	3	1	1/16		1/16	1	152									37		
14	14	83/4	83/4	0.25	5/16	5/16	Chord	3/8	3	1	1/16		1/16	1	153											
14	14	39/2	39/2	1.0	0	0	Chord	3/8	4	1	1/4		1/4	1	154											
14	14	41/2	41/2	0.0	1/4	1/4	Dynamic	3/8	4	1	0					sf										
14	14	41/2	41/2	0.25	1/4	1/4	Chord	3/8	4	1	1/16		1/16	1	155									38		
14	14	83/4	83/4	0.25	5/16	5/16	Chord	3/8	4	1	1/16		1/16	1	156											
15	15	21	21	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	157									39		
15	15	43/2	43/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	158									39		
15	15	87/4	87/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	159											
15	15	22	22	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	160									40		
15	15	89/4	89/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	161											
15	15	21	21	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	162									41		
15	15	43/2	43/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	163									41		
15	15	87/4	87/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	164											
15	15	22	22	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	165									42		
15	15	89/4	89/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	166											
15	15	21	21	0.75	0	0	Chord	3/8	3	1	3/16		1/8	3/2	167											
15	15	87/4	87/4	0.25	3/16	3/16	Chord	3/8	3	1	1/16		1/16	1	168											
15	15	22	22	0.25	1/4	1/4	Chord	3/8	3	1	1/16		1/16	1	169									43		
15	15	89/4	89/4	0.25	5/16	5/16	Chord	3/8	3	1	1/16		1/16	1	170											
15	15	21	21	0.75	0	0	Chord	3/8	4	1	3/16		1/8	3/2	171											
15	15	87/4	87/4	0.25	3/16	3/16	Chord	3/8	4	1	1/16		1/16	1	172											
15	15	22	22	0.25	1/4	1/4	Chord	3/8	4	1	1/16		1/16	1	173									44		
15	15	89/4	89/4	0.25	5/16	5/16	Chord	3/8	4	1	1/16		1/16	1	174									44		
16	16	45/2	45/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	175									45		
16	16	91/4	91/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	176									45		
16	16	23	23	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	177									45		
16	16	93/4	93/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	178									45		
16	16	47/2	47/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	179									45		
16	16	95/4	95/4	0.125	5/16	5/16	Chord	3/8	1	1	1/32		1/32	1	180									45		
16	16	191/8	191/8	0.125	11/32	11/32	Chord	3/8	1	1	1/32		1/32	1	181									45		
16	16	45/2	45/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	182											
16	16	23	23	0.0	1/8	1/8	StaffText	3/8	2	1	0							"<font size=""9.2082""/><font face=""Times New Roman""/><i>cresc.</i>"								
16	16	23	23	0.75	1/8	1/8	Chord	3/8	2	1	3/16		1/8	3/2	183									46		
16	16	95/4	95/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	184											
16	16	45/2	45/2	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	185											
16	16	23	23	0.0	1/8	1/8	StaffText	3/8	3	1	0							"<font size=""9.2082""/><font face=""Times New Roman""/><i>cresc.</i>"								
16	16	23	23	0.75	1/8	1/8	Chord	3/8	3	1	3/16		1/8	3/2	186									47		
16	16	95/4	95/4	0.25	5/16	5/16	Chord	3/8	3	1	1/16		1/16	1	187											
16	16	45/2	45/2	0.5	0	0	Chord	3/8	4	1	1/8		1/8	1	188											
16	16	23	23	0.0	1/8	1/8	StaffText	3/8	4	1	0							"<font size=""9.2082""/><font face=""Times New Roman""/><i>cresc.</i>"								
16	16	23	23	0.75	1/8	1/8	Chord	3/8	4	1	3/16		1/8	3/2	189											
16	16	95/4	95/4	0.25	5/16	5/16	Chord	3/8	4	1	1/16		1/16	1	190											
17	17	24	24	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	191									45		
17	17	97/4	97/4	0.125	1/16	1/16	Chord	3/8	1	1	1/32		1/32	1	192									45		
17	17	195/8	195/8	0.125	3/32	3/32	Chord	3/8	1	1	1/32		1/32	1	193											
17	17	49/2	49/2	0.0	1/8	1/8	Spanner	3/8	1	1	0															4
17	17	49/2	49/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	194									48		4
17	17	25	25	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	195											4
17	17	24	24	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	196									49		
17	17	97/4	97/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	197											
17	17	49/2	49/2	0.0	1/8	1/8	Dynamic	3/8	2	1	0					f										
17	17	49/2	49/2	0.0	1/8	1/8	Dynamic	3/8	2	1	0					f										
17	17	49/2	49/2	0.0	1/8	1/8	Spanner	3/8	2	1	0															5
17	17	49/2	49/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	198									50		5
17	17	25	25	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	199											5
17	17	24	24	0.25	0	0	Chord	3/8	3	1	1/16		1/16	1	200									51		
17	17	97/4	97/4	0.25	1/16	1/16	Chord	3/8	3	1	1/16		1/16	1	201											
17	17	49/2	49/2	0.0	1/8	1/8	Dynamic	3/8	3	1	0					f										
17	17	49/2	49/2	0.0	1/8	1/8	Spanner	3/8	3	1	0															6
17	17	49/2	49/2	0.5	1/8	1/8	Chord	3/8	3	1	1/8		1/8	1	202									52		6
17	17	25	25	0.5	1/4	1/4	Chord	3/8	3	1	1/8		1/8	1	203											6
17	17	24	24	0.25	0	0	Chord	3/8	4	1	1/16		1/16	1	204											
17	17	97/4	97/4	0.25	1/16	1/16	Chord	3/8	4	1	1/16		1/16	1	205											
17	17	49/2	49/2	0.0	1/8	1/8	Dynamic	3/8	4	1	0					f										
17	17	49/2	49/2	0.0	1/8	1/8	Spanner	3/8	4	1	0															7
17	17	49/2	49/2	0.5	1/8	1/8	Chord	3/8	4	1	1/8		1/8	1	206											7
17	17	25	25	0.5	1/4	1/4	Chord	3/8	4	1	1/8		1/8	1	207											7
18	18	51/2	51/2	0.0	0	0	Dynamic	3/8	1	1	0					p										
18	18	51/2	51/2	0.0	0	0	Spanner	3/8	1	1	0															
18	18	51/2	51/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	208									53		
18	18	26	26	0.75	1/8	1/8	Chord	3/8	1	1	3/16		1/8	3/2	209									53		
18	18	107/4	107/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	210											
18	18	51/2	51/2	0.0	0	0	Dynamic	3/8	2	1	0					p										
18	18	51/2	51/2	0.0	0	0	Spanner	3/8	2	1	0															
18	18	51/2	51/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	211											
18	18	26	26	1.0	1/8	1/8	Chord	3/8	2	1	1/4		1/4	1	212											
18	18	51/2	51/2	0.0	0	0	Dynamic	3/8	3	1	0					p										
18	18	51/2	51/2	0.0	0	0	Spanner	3/8	3	1	0															
18	18	51/2	51/2	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	213									54		
18	18	26	26	0.5	1/8	1/8	Chord	3/8	3	1	1/8		1/8	1	214									54		
18	18	53/2	53/2	0.5	1/4	1/4	Chord	3/8	3	1	1/8		1/8	1	215											
18	18	51/2	51/2	0.0	0	0	Dynamic	3/8	4	1	0					p										
18	18	51/2	51/2	0.0	0	0	Spanner	3/8	4	1	0															
18	18	51/2	51/2	0.5	0	0	Chord	3/8	4	1	1/8		1/8	1	216											
18	18	26	26	1.0	1/8	1/8	Chord	3/8	4	1	1/4		1/4	1	217											
19	19	27	27	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	218									55		
19	19	55/2	55/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	219									55		
19	19	28	28	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	220									55		
19	19	113/4	113/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	221											
19	19	27	27	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	222									56		
19	19	55/2	55/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	223									56		
19	19	28	28	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	224									56		
19	19	113/4	113/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	225											
19	19	27	27	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	226									57		
19	19	55/2	55/2	0.5	1/8	1/8	Chord	3/8	3	1	1/8		1/8	1	227									57		
19	19	28	28	0.25	1/4	1/4	Chord	3/8	3	1	1/16		1/16	1	228									57		
19	19	113/4	113/4	0.25	5/16	5/16	Chord	3/8	3	1	1/16		1/16	1	229											
19	19	27	27	0.5	0	0	Chord	3/8	4	1	1/8		1/8	1	230											
19	19	55/2	55/2	0.5	1/8	1/8	Chord	3/8	4	1	1/8		1/8	1	231											
19	19	28	28	0.5	1/4	1/4	Chord	3/8	4	1	1/8		1/8	1	232											
20	20	57/2	57/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	233									58		
