mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin
13	13	207/4	207/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	239										
13	13	48	48	0.0	0	0	Dynamic	4/4	4	1	0					f									
13	13	48	48	0.75	0	0	Chord	4/4	4	1	3/16		1/8	3/2	240										
13	13	195/4	195/4	0.25	3/16	3/16	Chord	4/4	4	1	1/16		1/16	1	241		articStaccatoBelow								
13	13	49	49	0.0	1/4	1/4	Dynamic	4/4	4	1	0					sf									
13	13	49	49	1.0	1/4	1/4	Chord	4/4	4	1	1/4		1/4	1	242										
13	13	50	50	0.75	1/2	1/2	Chord	4/4	4	1	3/16		1/8	3/2	243									24	
13	13	203/4	203/4	0.25	11/16	11/16	Chord	4/4	4	1	1/16		1/16	1	244										
13	13	51	51	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	245										
13	13	207/4	207/4	0.25	15/16	15/16	Chord	4/4	4	1	1/16		1/16	1	246										
14	14	55	55	0.0	3/4	3/4	Dynamic	4/4	1	1	0					sf									
14	14	55	55	0.75	3/4	3/4	Chord	4/4	1	1	3/16		1/8	3/2	247										
14	14	223/4	223/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	248										
14	14	53	53	0.75	1/4	1/4	Chord	4/4	2	1	3/16		1/8	3/2	249										
14	14	215/4	215/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	250										
14	14	54	54	0.0	1/2	1/2	Dynamic	4/4	2	1	0					sf									
14	14	54	54	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	251										
14	14	52	52	0.75	0	0	Chord	4/4	3	1	3/16		1/8	3/2	252										
14	14	211/4	211/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16		1/16	1	253		articStaccatoAbove								
14	14	53	53	0.0	1/4	1/4	Dynamic	4/4	3	1	0					sf									
14	14	53	53	1.0	1/4	1/4	Chord	4/4	3	1	1/4		1/4	1	254										
14	14	54	54	0.75	1/2	1/2	Chord	4/4	3	1	3/16		1/8	3/2	255										
14	14	219/4	219/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	256										
14	14	55	55	0.0	3/4	3/4	Dynamic	4/4	3	1	0					sf									
14	14	55	55	1.0	3/4	3/4	Chord	4/4	3	1	1/4		1/4	1	257										
14	14	52	52	0.75	0	0	Chord	4/4	4	1	3/16		1/8	3/2	258										
14	14	211/4	211/4	0.25	3/16	3/16	Chord	4/4	4	1	1/16		1/16	1	259										
14	14	53	53	0.0	1/4	1/4	Dynamic	4/4	4	1	0					sf									
14	14	53	53	1.0	1/4	1/4	Chord	4/4	4	1	1/4		1/4	1	260										
14	14	54	54	0.75	1/2	1/2	Chord	4/4	4	1	3/16		1/8	3/2	261										
14	14	219/4	219/4	0.25	11/16	11/16	Chord	4/4	4	1	1/16		1/16	1	262										
14	14	55	55	0.0	3/4	3/4	Dynamic	4/4	4	1	0					sf									
14	14	55	55	0.75	3/4	3/4	Chord	4/4	4	1	3/16		1/8	3/2	263										
14	14	223/4	223/4	0.25	15/16	15/16	Chord	4/4	4	1	1/16		1/16	1	264										
15	15	56	56	0.0	0	0	Dynamic	4/4	1	1	0					f									
15	15	56	56	0.75	0	0	Chord	4/4	1	1	3/16		1/8	3/2	265										
15	15	227/4	227/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	266										
15	15	57	57	0.0	1/4	1/4	Dynamic	4/4	1	1	0					sf									
15	15	57	57	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	267									25	
15	15	58	58	0.75	1/2	1/2	Chord	4/4	1	1	3/16		1/8	3/2	268									25	
15	15	235/4	235/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	269										
15	15	59	59	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	270										
15	15	239/4	239/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	271										
15	15	56	56	0.0	0	0	Dynamic	4/4	2	1	0					f									
15	15	56	56	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	272										
15	15	57	57	0.0	1/4	1/4	Dynamic	4/4	2	1	0					sf									
15	15	57	57	0.75	1/4	1/4	Chord	4/4	2	1	3/16		1/8	3/2	273										
15	15	231/4	231/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	274										
15	15	58	58	0.75	1/2	1/2	Chord	4/4	2	1	3/16		1/8	3/2	275									26	
15	15	235/4	235/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	276										
15	15	59	59	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	277										
15	15	239/4	239/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	278										
15	15	56	56	0.0	0	0	Dynamic	4/4	3	1	0					f									
15	15	56	56	0.75	0	0	Chord	4/4	3	1	3/16		1/8	3/2	279										
15	15	227/4	227/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16		1/16	1	280										
15	15	57	57	0.0	1/4	1/4	Dynamic	4/4	3	1	0					sf									
15	15	57	57	0.75	1/4	1/4	Chord	4/4	3	1	3/16		1/8	3/2	281										
15	15	231/4	231/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16		1/16	1	282		articStaccatoAbove								
15	15	58	58	0.75	1/2	1/2	Chord	4/4	3	1	3/16		1/8	3/2	283									27	
15	15	235/4	235/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	284										
15	15	59	59	0.5	3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	285										
15	15	239/4	239/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	286										
15	15	56	56	0.0	0	0	Dynamic	4/4	4	1	0					f									
15	15	56	56	1.0	0	0	Chord	4/4	4	1	1/4		1/4	1	287										
15	15	57	57	0.0	1/4	1/4	Dynamic	4/4	4	1	0					sf									
15	15	57	57	0.75	1/4	1/4	Chord	4/4	4	1	3/16		1/8	3/2	288										
15	15	231/4	231/4	0.25	7/16	7/16	Chord	4/4	4	1	1/16		1/16	1	289										
15	15	58	58	0.75	1/2	1/2	Chord	4/4	4	1	3/16		1/8	3/2	290									28	
15	15	235/4	235/4	0.25	11/16	11/16	Chord	4/4	4	1	1/16		1/16	1	291										
15	15	59	59	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	292										
15	15	239/4	239/4	0.25	15/16	15/16	Chord	4/4	4	1	1/16		1/16	1	293										
16	16	60	60	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	294										
16	16	61	61	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	295										
16	16	60	60	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	296										
16	16	61	61	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	297										
16	16	60	60	0.5	0	0	Chord	4/4	3	1	1/8		1/8	1	298										
16	16	61	61	0.5	1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	299										
16	16	60	60	0.5	0	0	Chord	4/4	4	1	1/8		1/8	1	300										
16	16	61	61	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	301										
17	17	64	64	0.75	0	0	Chord	4/4	1	1	3/16		1/8	3/2	302										
17	17	259/4	259/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	303										
17	17	65	65	0.0	1/4	1/4	Dynamic	4/4	1	1	0					sf									
17	17	65	65	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	304										
17	17	66	66	0.75	1/2	1/2	Chord	4/4	1	1	3/16		1/8	3/2	305									29	
17	17	267/4	267/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	306										
17	17	67	67	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	307										
17	17	271/4	271/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	308										
17	17	64	64	0.75	0	0	Chord	4/4	2	1	3/16		1/8	3/2	309										
17	17	259/4	259/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	310										
17	17	65	65	0.0	1/4	1/4	Dynamic	4/4	2	1	0					sf									
17	17	65	65	0.75	1/4	1/4	Chord	4/4	2	1	3/16		1/8	3/2	311										
17	17	263/4	263/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	312										
17	17	66	66	0.75	1/2	1/2	Chord	4/4	2	1	3/16		1/8	3/2	313									30	
17	17	267/4	267/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	314										
17	17	67	67	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	315										
17	17	271/4	271/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	316										
17	17	64	64	1.0	0	0	Chord	4/4	3	1	1/4		1/4	1	317										
17	17	65	65	0.0	1/4	1/4	Dynamic	4/4	3	1	0					sf									
17	17	65	65	0.75	1/4	1/4	Chord	4/4	3	1	3/16		1/8	3/2	318										
17	17	263/4	263/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16		1/16	1	319										
17	17	66	66	0.75	1/2	1/2	Chord	4/4	3	1	3/16		1/8	3/2	320									31	
17	17	267/4	267/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	321										
17	17	67	67	0.5	3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	322										
17	17	271/4	271/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	323										
17	17	64	64	1.0	0	0	Chord	4/4	4	1	1/4		1/4	1	324										
17	17	65	65	0.75	1/4	1/4	Chord	4/4	4	1	3/16		1/8	3/2	325										
17	17	263/4	263/4	0.25	7/16	7/16	Chord	4/4	4	1	1/16		1/16	1	326										
17	17	66	66	0.75	1/2	1/2	Chord	4/4	4	1	3/16		1/8	3/2	327									32	
17	17	267/4	267/4	0.25	11/16	11/16	Chord	4/4	4	1	1/16		1/16	1	328										
17	17	67	67	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	329										
17	17	271/4	271/4	0.25	15/16	15/16	Chord	4/4	4	1	1/16		1/16	1	330										
18	18	68	68	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	331										
18	18	69	69	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	332										
18	18	71	71	0.0	3/4	3/4	Dynamic	4/4	1	1	0					p									
18	18	71	71	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	333										
18	18	285/4	285/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	334										
18	18	143/2	143/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	335										
18	18	287/4	287/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	336										
18	18	68	68	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	337										
18	18	69	69	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	338										
18	18	71	71	0.0	3/4	3/4	Dynamic	4/4	2	1	0					p									
18	18	71	71	0.75	3/4	3/4	Chord	4/4	2	1	3/16		1/8	3/2	339										
18	18	287/4	287/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	340										
18	18	68	68	0.5	0	0	Chord	4/4	3	1	1/8		1/8	1	341										
18	18	69	69	0.5	1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	342										
18	18	71	71	0.0	3/4	3/4	Dynamic	4/4	3	1	0					p									
18	18	71	71	0.25	3/4	3/4	Chord	4/4	3	1	1/16		1/16	1	343									33	
18	18	285/4	285/4	0.25	13/16	13/16	Chord	4/4	3	1	1/16		1/16	1	344									33	
18	18	143/2	143/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16		1/16	1	345									33	
18	18	287/4	287/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	346										
18	18	68	68	0.5	0	0	Chord	4/4	4	1	1/8		1/8	1	347										
18	18	69	69	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	348										
18	18	70	70	0.25	1/2	1/2	Chord	4/4	4	1	1/16		1/16	1	349									34	
18	18	281/4	281/4	0.25	9/16	9/16	Chord	4/4	4	1	1/16		1/16	1	350									34	
18	18	141/2	141/2	0.25	5/8	5/8	Chord	4/4	4	1	1/16		1/16	1	351									34	
18	18	283/4	283/4	0.25	11/16	11/16	Chord	4/4	4	1	1/16		1/16	1	352										
19	19	72	72	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	353										
19	19	73	73	0.75	1/4	1/4	Chord	4/4	1	1	3/16		1/8	3/2	354										
19	19	295/4	295/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	355										
19	19	74	74	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	356										
19	19	72	72	1.5	0	0	Chord	4/4	2	1	3/8		1/4	3/2	357									35	
19	19	147/2	147/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	358									35	
19	19	74	74	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	359									35	
19	19	149/2	149/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	360									35	
19	19	75	75	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	361										
19	19	303/4	303/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	362										
19	19	72	72	3.0	0	0	Chord	4/4	3	1	3/4		1/2	3/2	363										
19	19	75	75	1.0	3/4	3/4	Chord	4/4	3	1	1/4		1/4	1	364										
19	19	72	72	0.75	0	0	Chord	4/4	4	1	3/16		1/8	3/2	365										
19	19	291/4	291/4	0.25	3/16	3/16	Chord	4/4	4	1	1/16		1/16	1	366		articStaccatoBelow								
19	19	73	73	1.0	1/4	1/4	Chord	4/4	4	1	1/4		1/4	1	367										
19	19	75	75	1.0	3/4	3/4	Chord	4/4	4	1	1/4		1/4	1	368										
20	20	77	77	0.75	1/4	1/4	Chord	4/4	1	1	3/16		1/8	3/2	369										
20	20	311/4	311/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	370										
20	20	78	78	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	371										
20	20	79	79	0.75	3/4	3/4	Chord	4/4	1	1	3/16		1/8	3/2	372										
20	20	319/4	319/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	373										
20	20	76	76	1.5	0	0	Chord	4/4	2	1	3/8		1/4	3/2	374									36	
20	20	155/2	155/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	375									36	
20	20	78	78	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	376									36	
20	20	157/2	157/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	377										
20	20	79	79	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	378									37	
20	20	317/4	317/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	379									37	
20	20	159/2	159/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	380									37	
20	20	319/4	319/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	381										
20	20	76	76	2.0	0	0	Chord	4/4	3	1	1/2		1/2	1	382										
20	20	78	78	0.25	1/2	1/2	Chord	4/4	3	1	1/16		1/16	1	383									38	
20	20	313/4	313/4	0.25	9/16	9/16	Chord	4/4	3	1	1/16		1/16	1	384									38	
20	20	157/2	157/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16		1/16	1	385									38	
20	20	315/4	315/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	386										
20	20	76	76	0.75	0	0	Chord	4/4	4	1	3/16		1/8	3/2	387										
20	20	307/4	307/4	0.25	3/16	3/16	Chord	4/4	4	1	1/16		1/16	1	388		articStaccatoBelow								
20	20	77	77	1.0	1/4	1/4	Chord	4/4	4	1	1/4		1/4	1	389										
20	20	79	79	1.0	3/4	3/4	Chord	4/4	4	1	1/4		1/4	1	390										
21	21	80	80	1.5	0	0	Chord	4/4	1	1	3/8		1/4	3/2	391									39	
21	21	163/2	163/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	392									39	
21	21	82	82	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	393									39	
21	21	165/2	165/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	394									39	
21	21	83	83	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	395										
21	21	335/4	335/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	396										
21	21	80	80	3.0	0	0	Chord	4/4	2	1	3/4		1/2	3/2	397										
21	21	83	83	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	398										
21	21	81	81	0.75	1/4	1/4	Chord	4/4	3	1	3/16		1/8	3/2	399										
21	21	327/4	327/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16		1/16	1	400		articStaccatoBelow								
21	21	82	82	1.0	1/2	1/2	Chord	4/4	3	1	1/4		1/4	1	401										
21	21	80	80	0.75	0	0	Chord	4/4	4	1	3/16		1/8	3/2	402										
21	21	323/4	323/4	0.25	3/16	3/16	Chord	4/4	4	1	1/16		1/16	1	403		articStaccatoBelow								
21	21	81	81	1.0	1/4	1/4	Chord	4/4	4	1	1/4		1/4	1	404										
21	21	83	83	1.0	3/4	3/4	Chord	4/4	4	1	1/4		1/4	1	405										
22	22	84	84	1.5	0	0	Chord	4/4	1	1	3/8		1/4	3/2	406									40	
22	22	171/2	171/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	407									40	
22	22	86	86	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	408									40	
22	22	173/2	173/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	409									40	
22	22	87	87	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	410										
22	22	351/4	351/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	411										
22	22	84	84	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	412										
22	22	86	86	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	413									41	
22	22	173/2	173/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	414									41	
22	22	87	87	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	415										
22	22	351/4	351/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	416										
22	22	85	85	0.75	1/4	1/4	Chord	4/4	3	1	3/16		1/8	3/2	417										
22	22	343/4	343/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16		1/16	1	418		articStaccatoBelow								
22	22	86	86	0.5	1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	419									42	
22	22	173/2	173/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8		1/8	1	420									42	
22	22	87	87	0.5	3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	421										
22	22	351/4	351/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	422										
22	22	84	84	0.75	0	0	Chord	4/4	4	1	3/16		1/8	3/2	423										
22	22	339/4	339/4	0.25	3/16	3/16	Chord	4/4	4	1	1/16		1/16	1	424		articStaccatoBelow								
22	22	85	85	1.0	1/4	1/4	Chord	4/4	4	1	1/4		1/4	1	425										
22	22	87	87	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	426										
22	22	351/4	351/4	0.25	15/16	15/16	Chord	4/4	4	1	1/16		1/16	1	427										
23	23	88	88	1.5	0	0	Chord	4/4	1	1	3/8		1/4	3/2	428									43	
23	23	179/2	179/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	429									43	
23	23	90	90	0.0	1/2	1/2	StaffText	4/4	1	1	0							"<font size=""9.7197""/><font face=""Times New Roman""/><i>cresc.</i>"						43	
23	23	90	90	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	430									43	
23	23	181/2	181/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	431									43	
23	23	91	91	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	432										
23	23	367/4	367/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	433										
23	23	88	88	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	434									44	
23	23	353/4	353/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	435									44	
23	23	177/2	177/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	436									44	
23	23	355/4	355/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	437									44	
23	23	89	89	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	438									44	
23	23	357/4	357/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	439									44	
23	23	179/2	179/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	440									44	
23	23	359/4	359/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	441										
23	23	90	90	0.0	1/2	1/2	StaffText	4/4	2	1	0							"<font size=""9.7197""/><font face=""Times New Roman""/><i>cresc.</i>"							
23	23	90	90	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	442									45	
23	23	181/2	181/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	443										
23	23	91	91	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	444										
23	23	367/4	367/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	445										
23	23	88	88	0.25	0	0	Chord	4/4	3	1	1/16		1/16	1	446									46	
23	23	353/4	353/4	0.25	1/16	1/16	Chord	4/4	3	1	1/16		1/16	1	447									46	
23	23	177/2	177/2	0.25	1/8	1/8	Chord	4/4	3	1	1/16		1/16	1	448									46	
23	23	355/4	355/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16		1/16	1	449									46	
23	23	89	89	0.25	1/4	1/4	Chord	4/4	3	1	1/16		1/16	1	450									46	
23	23	357/4	357/4	0.25	5/16	5/16	Chord	4/4	3	1	1/16		1/16	1	451									46	
23	23	179/2	179/2	0.25	3/8	3/8	Chord	4/4	3	1	1/16		1/16	1	452									46	
23	23	359/4	359/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16		1/16	1	453										
23	23	90	90	0.0	1/2	1/2	StaffText	4/4	3	1	0							"<font size=""9.7197""/><font face=""Times New Roman""/><i>cresc.</i>"							
23	23	90	90	0.5	1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	454									47	
23	23	181/2	181/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8		1/8	1	455										
23	23	91	91	0.5	3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	456										
23	23	367/4	367/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	457										
23	23	88	88	1.0	0	0	Chord	4/4	4	1	1/4		1/4	1	458										
23	23	89	89	1.0	1/4	1/4	Chord	4/4	4	1	1/4		1/4	1	459										
23	23	90	90	0.0	1/2	1/2	StaffText	4/4	4	1	0							"<font size=""9.7197""/><font face=""Times New Roman""/><i>cresc.</i>"							
23	23	90	90	0.5	1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	460										
23	23	181/2	181/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8		1/8	1	461									48	
23	23	91	91	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	462										
23	23	367/4	367/4	0.25	15/16	15/16	Chord	4/4	4	1	1/16		1/16	1	463										
24	24	92	92	0.0	0	0	Dynamic	4/4	1	1	0					f									
24	24	92	92	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	464										
24	24	93	93	0.0	1/4	1/4	StaffText	4/4	1	1	0							"<font size=""9.7197""/><font face=""Times New Roman""/>attacca subito"							
24	24	93	93	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	465										
24	24	94	94	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	466										
24	24	92	92	0.0	0	0	Dynamic	4/4	2	1	0					f									
24	24	92	92	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	467										
24	24	93	93	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	468										
24	24	94	94	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	469										
24	24	92	92	0.0	0	0	Dynamic	4/4	3	1	0					f									
24	24	92	92	0.5	0	0	Chord	4/4	3	1	1/8		1/8	1	470										
24	24	93	93	0.5	1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	471										
24	24	94	94	0.5	1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	472										
24	24	92	92	0.0	0	0	Dynamic	4/4	4	1	0					f									
24	24	92	92	0.5	0	0	Chord	4/4	4	1	1/8		1/8	1	473										
24	24	93	93	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	474										
24	24	94	94	0.5	1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	475										
25	25	96	96	0.0	0	0	StaffText	4/4	1	1	0							 = 							
25	25	96	96	0.0	0	0	Dynamic	4/4	3	1	0					p									
25	25	96	96	0.5	0	0	Chord	4/4	3	1	1/8		1/8	1	476										
25	25	97	97	0.5	1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	477										
25	25	98	98	0.5	1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	478										
25	25	99	99	0.5	3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	479										
25	25	96	96	0.0	0	0	Dynamic	4/4	4	1	0					p									
25	25	96	96	0.5	0	0	Chord	4/4	4	1	1/8		1/8	1	480										
25	25	97	97	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	481										
25	25	98	98	0.5	1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	482										
25	25	99	99	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	483										
26	26	100	100	0.0	0	0	Dynamic	4/4	2	1	0					f									
26	26	100	100	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	484										
26	26	101	101	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	485										
26	26	102	102	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	486										
26	26	103	103	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	487										
26	26	100	100	0.0	0	0	Dynamic	4/4	3	1	0					f									
26	26	100	100	0.5	0	0	Chord	4/4	3	1	1/8		1/8	1	488										
26	26	101	101	0.5	1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	489										
26	26	102	102	0.5	1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	490										
26	26	103	103	0.5	3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	491										
26	26	100	100	0.0	0	0	Dynamic	4/4	4	1	0					f									
26	26	100	100	0.5	0	0	Chord	4/4	4	1	1/8		1/8	1	492										
26	26	101	101	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	493										
26	26	102	102	0.5	1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	494										
26	26	103	103	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	495										
27	27	104	104	3.0	0	0	Chord	4/4	1	1	3/4		1/2	3/2	496										
27	27	107	107	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	497										
27	27	104	104	0.0	0	0	Dynamic	4/4	2	1	0					p									
27	27	104	104	2.0	0	0	Chord	4/4	2	1	1/2	r16	1/2	1	498										
27	27	106	106	2.0	1/2	1/2	Chord	4/4	2	1	1/2	r16	1/2	1	499										
