mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	Trill:trill	decrescendo_hairpin	crescendo_hairpin
49	48	193/2	193/2	0.375		1/8	1/8	Chord	2/4	3	1	3/32		1/16	3/2	597							143			
49	48	775/8	775/8	0.125		7/32	7/32	Chord	2/4	3	1	1/32		1/32	1	598										
49	48	97	97	0.375		1/4	1/4	Chord	2/4	3	1	3/32		1/16	3/2	599							144			
49	48	779/8	779/8	0.125		11/32	11/32	Chord	2/4	3	1	1/32		1/32	1	600										
49	48	195/2	195/2	0.375		3/8	3/8	Chord	2/4	3	1	3/32		1/16	3/2	601							145			
49	48	783/8	783/8	0.125		15/32	15/32	Chord	2/4	3	1	1/32		1/32	1	602										
49	48	97	97	0.0		1/4	1/4	StaffText	2/4	4	1	0							"<font size=""8.2""/><i>cresc.</i>"							
49	48	97	97	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	603							146			
49	48	195/2	195/2	0.375		3/8	3/8	Chord	2/4	4	1	3/32		1/16	3/2	604							147			
49	48	783/8	783/8	0.125		15/32	15/32	Chord	2/4	4	1	1/32		1/32	1	605										
50	49	98	98	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	606										
50	49	197/2	197/2	0.375		1/8	1/8	Chord	2/4	1	1	3/32		1/16	3/2	607							148			
50	49	791/8	791/8	0.125		7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	608										
50	49	99	99	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	609							149			
50	49	397/4	397/4	0.125		5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	610							149			
50	49	795/8	795/8	0.125		11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	611										
50	49	199/2	199/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	612							150			
50	49	399/4	399/4	0.125		7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	613							150			
50	49	799/8	799/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	614										
50	49	98	98	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	615										
50	49	199/2	199/2	0.0		3/8	3/8	Dynamic	2/4	2	1	0					p									
50	49	199/2	199/2	0.0		3/8	3/8	Dynamic	2/4	2	1	0					p									
50	49	199/2	199/2	0.375		3/8	3/8	Chord	2/4	2	1	3/32		1/16	3/2	616							151			
50	49	799/8	799/8	0.125		15/32	15/32	Chord	2/4	2	1	1/32		1/32	1	617										
50	49	98	98	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	618										
50	49	197/2	197/2	0.375		1/8	1/8	Chord	2/4	3	1	3/32		1/16	3/2	619							152			
50	49	791/8	791/8	0.125		7/32	7/32	Chord	2/4	3	1	1/32		1/32	1	620										
50	49	99	99	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	621										
50	49	199/2	199/2	0.0		3/8	3/8	Dynamic	2/4	3	1	0					p									
50	49	199/2	199/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	622										
50	49	98	98	0.375		0	0	Chord	2/4	4	1	3/32		1/16	3/2	623							153			
50	49	787/8	787/8	0.125		3/32	3/32	Chord	2/4	4	1	1/32		1/32	1	624										
50	49	197/2	197/2	0.375		1/8	1/8	Chord	2/4	4	1	3/32		1/16	3/2	625							154			
50	49	791/8	791/8	0.125		7/32	7/32	Chord	2/4	4	1	1/32		1/32	1	626										
50	49	99	99	0.375		1/4	1/4	Chord	2/4	4	1	3/32		1/16	3/2	627							155			
50	49	795/8	795/8	0.125		11/32	11/32	Chord	2/4	4	1	1/32		1/32	1	628										
50	49	199/2	199/2	0.0		3/8	3/8	Dynamic	2/4	4	1	0					p									
50	49	199/2	199/2	0.375		3/8	3/8	Chord	2/4	4	1	3/32		1/16	3/2	629							156			
50	49	799/8	799/8	0.125		15/32	15/32	Chord	2/4	4	1	1/32		1/32	1	630										
51	50	100	100	0.0		0	0	StaffText	2/4	1	1	0							"<font size=""8.2""/><i>cresc.</i>"							
51	50	100	100	0.375		0	0	Chord	2/4	1	1	3/32		1/16	3/2	631							157			
51	50	803/8	803/8	0.125		3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	632										
51	50	201/2	201/2	0.375		1/8	1/8	Chord	2/4	1	1	3/32		1/16	3/2	633							158			
51	50	807/8	807/8	0.125		7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	634										
51	50	101	101	0.375		1/4	1/4	Chord	2/4	1	1	3/32		1/16	3/2	635							159			
51	50	811/8	811/8	0.125		11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	636										
51	50	203/2	203/2	0.375		3/8	3/8	Chord	2/4	1	1	3/32		1/16	3/2	637							160			
51	50	815/8	815/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	638										
51	50	100	100	0.0		0	0	StaffText	2/4	2	1	0							"<font size=""8.2""/><i>cresc.</i>"							
51	50	100	100	0.375		0	0	Chord	2/4	2	1	3/32		1/16	3/2	639							161			
51	50	803/8	803/8	0.125		3/32	3/32	Chord	2/4	2	1	1/32		1/32	1	640										
51	50	201/2	201/2	0.375		1/8	1/8	Chord	2/4	2	1	3/32		1/16	3/2	641							162			
51	50	807/8	807/8	0.125		7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	642										
51	50	101	101	0.375		1/4	1/4	Chord	2/4	2	1	3/32		1/16	3/2	643							163			
51	50	811/8	811/8	0.125		11/32	11/32	Chord	2/4	2	1	1/32		1/32	1	644										
51	50	203/2	203/2	0.375		3/8	3/8	Chord	2/4	2	1	3/32		1/16	3/2	645							164			
51	50	815/8	815/8	0.125		15/32	15/32	Chord	2/4	2	1	1/32		1/32	1	646										
51	50	100	100	0.0		0	0	StaffText	2/4	3	1	0							"<font size=""8.2""/><i>cresc.</i>"							
51	50	100	100	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	647										
51	50	201/2	201/2	0.375		1/8	1/8	Chord	2/4	3	1	3/32		1/16	3/2	648							165			
51	50	807/8	807/8	0.125		7/32	7/32	Chord	2/4	3	1	1/32		1/32	1	649										
51	50	101	101	0.375		1/4	1/4	Chord	2/4	3	1	3/32		1/16	3/2	650							166			
51	50	811/8	811/8	0.125		11/32	11/32	Chord	2/4	3	1	1/32		1/32	1	651										
51	50	203/2	203/2	0.375		3/8	3/8	Chord	2/4	3	1	3/32		1/16	3/2	652							167			
51	50	815/8	815/8	0.125		15/32	15/32	Chord	2/4	3	1	1/32		1/32	1	653										
51	50	100	100	0.0		0	0	StaffText	2/4	4	1	0							"<font size=""8.2""/><i>cresc.</i>"							
51	50	100	100	2.0		0	0	Chord	2/4	4	1	1/2		1/2	1	654										
52	51	102	102	0.375		0	0	Chord	2/4	1	1	3/32		1/16	3/2	655							168			
52	51	819/8	819/8	0.125		3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	656										
52	51	205/2	205/2	0.375		1/8	1/8	Chord	2/4	1	1	3/32		1/16	3/2	657							169			
52	51	823/8	823/8	0.125		7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	658										
52	51	103	103	0.375		1/4	1/4	Chord	2/4	1	1	3/32		1/16	3/2	659							170			
52	51	827/8	827/8	0.125		11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	660										
52	51	207/2	207/2	0.375		3/8	3/8	Chord	2/4	1	1	3/32		1/16	3/2	661							171			
52	51	831/8	831/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	662										
52	51	102	102	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	663										
52	51	205/2	205/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	664							172			
52	51	411/4	411/4	0.125		3/16	3/16	Chord	2/4	2	1	1/32		1/32	1	665							172			
52	51	823/8	823/8	0.125		7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	666										
52	51	103	103	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	667							173			
52	51	413/4	413/4	0.125		5/16	5/16	Chord	2/4	2	1	1/32		1/32	1	668							173			
52	51	827/8	827/8	0.125		11/32	11/32	Chord	2/4	2	1	1/32		1/32	1	669										
52	51	207/2	207/2	0.125		3/8	3/8	Chord	2/4	2	1	1/32		1/32	1	670										
52	51	829/8	829/8	0.125		13/32	13/32	Chord	2/4	2	1	1/32		1/32	1	671							174			
52	51	415/4	415/4	0.125		7/16	7/16	Chord	2/4	2	1	1/32		1/32	1	672							174			
52	51	831/8	831/8	0.125		15/32	15/32	Chord	2/4	2	1	1/32		1/32	1	673										
52	51	102	102	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	674										
52	51	207/2	207/2	0.25		3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	675							175			
52	51	415/4	415/4	0.125		7/16	7/16	Chord	2/4	3	1	1/32		1/32	1	676							175			
52	51	831/8	831/8	0.125		15/32	15/32	Chord	2/4	3	1	1/32		1/32	1	677										
52	51	102	102	0.25		0	0	Chord	2/4	4	1	1/16		1/16	1	678							176			
52	51	409/4	409/4	0.125		1/16	1/16	Chord	2/4	4	1	1/32		1/32	1	679							176			
52	51	819/8	819/8	0.125		3/32	3/32	Chord	2/4	4	1	1/32		1/32	1	680										
52	51	205/2	205/2	0.25		1/8	1/8	Chord	2/4	4	1	1/16		1/16	1	681							177			
52	51	411/4	411/4	0.125		3/16	3/16	Chord	2/4	4	1	1/32		1/32	1	682							177			
52	51	823/8	823/8	0.125		7/32	7/32	Chord	2/4	4	1	1/32		1/32	1	683										
52	51	103	103	0.25		1/4	1/4	Chord	2/4	4	1	1/16		1/16	1	684							178			
52	51	413/4	413/4	0.125		5/16	5/16	Chord	2/4	4	1	1/32		1/32	1	685							178			
52	51	827/8	827/8	0.125		11/32	11/32	Chord	2/4	4	1	1/32		1/32	1	686										
52	51	207/2	207/2	0.25		3/8	3/8	Chord	2/4	4	1	1/16		1/16	1	687							179			
52	51	415/4	415/4	0.125		7/16	7/16	Chord	2/4	4	1	1/32		1/32	1	688							179			
52	51	831/8	831/8	0.125		15/32	15/32	Chord	2/4	4	1	1/32		1/32	1	689										
53	52	104	104	0.0		0	0	Dynamic	2/4	1	1	0					p									
53	52	104	104	0.0		0	0	StaffText	2/4	1	1	0							"<font size=""8.2""/><i>cresc.</i>"							
53	52	104	104	1.5		0	0	Chord	2/4	1	1	3/8		1/4	3/2	690										
53	52	211/2	211/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	691							180			
53	52	423/4	423/4	0.125		7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	692							180			
53	52	847/8	847/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	693										
53	52	104	104	0.0		0	0	Dynamic	2/4	2	1	0					p									
53	52	104	104	0.0		0	0	StaffText	2/4	2	1	0							"<font size=""8.2""/><i>cresc.</i>"							
53	52	104	104	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	694										
53	52	209/2	209/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	695							181			
53	52	419/4	419/4	0.125		3/16	3/16	Chord	2/4	2	1	1/32		1/32	1	696							181			
53	52	839/8	839/8	0.125		7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	697										
53	52	105	105	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	698										
53	52	104	104	0.125		0	0	Chord	2/4	3	1	1/32		1/32	1	699							182			
53	52	833/8	833/8	0.0		1/32	1/32	Dynamic	2/4	3	1	0					p						182			
53	52	833/8	833/8	0.125		1/32	1/32	Chord	2/4	3	1	1/32		1/32	1	700							182			
53	52	417/4	417/4	0.125		1/16	1/16	Chord	2/4	3	1	1/32		1/32	1	701							182			
53	52	835/8	835/8	0.125		3/32	3/32	Chord	2/4	3	1	1/32		1/32	1	702										
53	52	209/2	209/2	0.0		1/8	1/8	StaffText	2/4	3	1	0							"<font size=""8.2""/><i>cresc.</i>"							
53	52	209/2	209/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	703										
53	52	105	105	0.375		1/4	1/4	Chord	2/4	3	1	3/32		1/16	3/2	704							183			
53	52	843/8	843/8	0.125		11/32	11/32	Chord	2/4	3	1	1/32		1/32	1	705										
53	52	211/2	211/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	706										
53	52	104	104	0.0		0	0	Dynamic	2/4	4	1	0					p									
53	52	104	104	0.0		0	0	StaffText	2/4	4	1	0							"<font size=""8.2""/><i>cresc.</i>"							
53	52	104	104	0.125		0	0	Chord	2/4	4	1	1/32		1/32	1	707							184			
53	52	833/8	833/8	0.125		1/32	1/32	Chord	2/4	4	1	1/32		1/32	1	708							184			
53	52	417/4	417/4	0.125		1/16	1/16	Chord	2/4	4	1	1/32		1/32	1	709							184			
53	52	835/8	835/8	0.125		3/32	3/32	Chord	2/4	4	1	1/32		1/32	1	710										
53	52	209/2	209/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	711										
53	52	105	105	0.375		1/4	1/4	Chord	2/4	4	1	3/32		1/16	3/2	712							185			
53	52	843/8	843/8	0.125		11/32	11/32	Chord	2/4	4	1	1/32		1/32	1	713										
53	52	211/2	211/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	714										
54	53	106	106	1.5		0	0	Chord	2/4	1	1	3/8		1/4	3/2	715										
54	53	215/2	215/2	0.0		3/8	3/8	Spanner	2/4	1	1	0													38	
54	53	215/2	215/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	716							186		38	
54	53	431/4	431/4	0.125		7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	717							186		38	
54	53	863/8	863/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	718									38	
54	53	106	106	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	719										
54	53	213/2	213/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	720							187			
54	53	427/4	427/4	0.125		3/16	3/16	Chord	2/4	2	1	1/32		1/32	1	721							187			
54	53	855/8	855/8	0.125		7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	722										
54	53	107	107	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	723										
54	53	215/2	215/2	0.0		3/8	3/8	Spanner	2/4	2	1	0													39	
54	53	215/2	215/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	724							188		39	
54	53	431/4	431/4	0.125		7/16	7/16	Chord	2/4	2	1	1/32		1/32	1	725							188		39	
54	53	863/8	863/8	0.125		15/32	15/32	Chord	2/4	2	1	1/32		1/32	1	726									39	
54	53	106	106	0.375		0	0	Chord	2/4	3	1	3/32		1/16	3/2	727							189			
54	53	851/8	851/8	0.125		3/32	3/32	Chord	2/4	3	1	1/32		1/32	1	728										
54	53	213/2	213/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	729										
54	53	107	107	0.375		1/4	1/4	Chord	2/4	3	1	3/32		1/16	3/2	730							190			
54	53	859/8	859/8	0.125		11/32	11/32	Chord	2/4	3	1	1/32		1/32	1	731										
54	53	215/2	215/2	0.0		3/8	3/8	Spanner	2/4	3	1	0													40	
54	53	215/2	215/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	732									40	
54	53	106	106	0.375		0	0	Chord	2/4	4	1	3/32		1/16	3/2	733							191			
54	53	851/8	851/8	0.125		3/32	3/32	Chord	2/4	4	1	1/32		1/32	1	734										
54	53	213/2	213/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	735										
54	53	107	107	0.375		1/4	1/4	Chord	2/4	4	1	3/32		1/16	3/2	736							192			
54	53	859/8	859/8	0.125		11/32	11/32	Chord	2/4	4	1	1/32		1/32	1	737										
54	53	215/2	215/2	0.0		3/8	3/8	Spanner	2/4	4	1	0													41	
54	53	215/2	215/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	738									41	
55	54	108	108	0.0		0	0	Dynamic	2/4	1	1	0					p									
55	54	108	108	0.0		0	0	StaffText	2/4	1	1	0							"<font size=""8.2""/><i>dolce</i>"							
55	54	108	108	0.0		0	0	Spanner	2/4	1	1	0														
55	54	108	108	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	739							193			
55	54	433/4	433/4	0.125		1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	740							193			
55	54	867/8	867/8	0.125		3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	741										
55	54	217/2	217/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	742							194			
55	54	435/4	435/4	0.125		3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	743							194			
55	54	871/8	871/8	0.125		7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	744										
55	54	109	109	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	745							195			
55	54	437/4	437/4	0.125		5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	746							195			
55	54	875/8	875/8	0.125		11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	747										
55	54	219/2	219/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	748							196			
55	54	439/4	439/4	0.125		7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	749							196			
55	54	879/8	879/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	750										
55	54	108	108	0.0		0	0	Dynamic	2/4	2	1	0					p									
55	54	108	108	0.0		0	0	Spanner	2/4	2	1	0														
55	54	108	108	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	751							197			
55	54	433/4	433/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	752										
55	54	217/2	217/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	753							198			
55	54	435/4	435/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	754										
55	54	109	109	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	755							199			
55	54	437/4	437/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	756										
55	54	219/2	219/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	757							200			
55	54	439/4	439/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	758										
55	54	108	108	0.0		0	0	Dynamic	2/4	3	1	0					p									
55	54	108	108	0.0		0	0	Spanner	2/4	3	1	0														
55	54	108	108	0.25		0	0	Chord	2/4	3	1	1/16		1/16	1	759							201			
55	54	433/4	433/4	0.25		1/16	1/16	Chord	2/4	3	1	1/16		1/16	1	760										
55	54	217/2	217/2	0.25		1/8	1/8	Chord	2/4	3	1	1/16		1/16	1	761							202			
55	54	435/4	435/4	0.25		3/16	3/16	Chord	2/4	3	1	1/16		1/16	1	762										
55	54	109	109	0.25		1/4	1/4	Chord	2/4	3	1	1/16		1/16	1	763							203			
55	54	437/4	437/4	0.25		5/16	5/16	Chord	2/4	3	1	1/16		1/16	1	764										
55	54	219/2	219/2	0.25		3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	765							204			
55	54	439/4	439/4	0.25		7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	766										
55	54	108	108	0.0		0	0	Dynamic	2/4	4	1	0					p									
55	54	108	108	0.0		0	0	Spanner	2/4	4	1	0														
55	54	108	108	0.25		0	0	Chord	2/4	4	1	1/16		1/16	1	767							205			
55	54	433/4	433/4	0.25		1/16	1/16	Chord	2/4	4	1	1/16		1/16	1	768										
55	54	217/2	217/2	0.25		1/8	1/8	Chord	2/4	4	1	1/16		1/16	1	769							206			
55	54	435/4	435/4	0.25		3/16	3/16	Chord	2/4	4	1	1/16		1/16	1	770										
55	54	109	109	0.25		1/4	1/4	Chord	2/4	4	1	1/16		1/16	1	771							207			
55	54	437/4	437/4	0.25		5/16	5/16	Chord	2/4	4	1	1/16		1/16	1	772										
55	54	219/2	219/2	0.25		3/8	3/8	Chord	2/4	4	1	1/16		1/16	1	773							208			
55	54	439/4	439/4	0.25		7/16	7/16	Chord	2/4	4	1	1/16		1/16	1	774										
56	55	110	110	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	775							209			
56	55	441/4	441/4	0.125		1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	776							209			
56	55	883/8	883/8	0.125		3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	777										
56	55	221/2	221/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	778							210			
56	55	443/4	443/4	0.125		3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	779							210			
56	55	887/8	887/8	0.125		7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	780										
56	55	111	111	0.0		1/4	1/4	Chord	2/4	1	1	0	grace32	1/32	1	781										
56	55	111	111	0.0		1/4	1/4	Chord	2/4	1	1	0	grace32	1/32	1	782										
56	55	111	111	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	783							211			
56	55	445/4	445/4	0.125		5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	784							211			
56	55	891/8	891/8	0.125		11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	785										
56	55	223/2	223/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	786										
56	55	110	110	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	787							212			
56	55	441/4	441/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	788										
56	55	221/2	221/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	789							213			
56	55	443/4	443/4	0.125		3/16	3/16	Chord	2/4	2	1	1/32		1/32	1	790							213			
56	55	887/8	887/8	0.125		7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	791										
56	55	111	111	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	792							214			
56	55	445/4	445/4	0.125		5/16	5/16	Chord	2/4	2	1	1/32		1/32	1	793							214			
56	55	891/8	891/8	0.125		11/32	11/32	Chord	2/4	2	1	1/32		1/32	1	794										
56	55	223/2	223/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	795										
56	55	110	110	0.25		0	0	Chord	2/4	3	1	1/16		1/16	1	796							215			
56	55	441/4	441/4	0.25		1/16	1/16	Chord	2/4	3	1	1/16		1/16	1	797										
56	55	111	111	0.25		1/4	1/4	Chord	2/4	3	1	1/16		1/16	1	798							216			
56	55	445/4	445/4	0.125		5/16	5/16	Chord	2/4	3	1	1/32		1/32	1	799							216			
56	55	891/8	891/8	0.125		11/32	11/32	Chord	2/4	3	1	1/32		1/32	1	800										
56	55	223/2	223/2	0.25		3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	801							217			
56	55	447/4	447/4	0.125		7/16	7/16	Chord	2/4	3	1	1/32		1/32	1	802							217			
56	55	895/8	895/8	0.125		15/32	15/32	Chord	2/4	3	1	1/32		1/32	1	803										
56	55	110	110	0.25		0	0	Chord	2/4	4	1	1/16		1/16	1	804							218			
56	55	441/4	441/4	0.25		1/16	1/16	Chord	2/4	4	1	1/16		1/16	1	805										
57	56	112	112	0.0		0	0	StaffText	2/4	1	1	0							"<font size=""8.2""/><i>cresc.</i>"							
57	56	112	112	0.375		0	0	Chord	2/4	1	1	3/32		1/16	3/2	806							219			
57	56	899/8	899/8	0.125		3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	807										
57	56	225/2	225/2	0.375		1/8	1/8	Chord	2/4	1	1	3/32		1/16	3/2	808							220			
57	56	903/8	903/8	0.125		7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	809										
57	56	113	113	0.375		1/4	1/4	Chord	2/4	1	1	3/32		1/16	3/2	810							221			
57	56	907/8	907/8	0.125		11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	811										
57	56	227/2	227/2	0.375		3/8	3/8	Chord	2/4	1	1	3/32		1/16	3/2	812							222			
57	56	911/8	911/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	813										
57	56	112	112	0.0		0	0	StaffText	2/4	2	1	0							"<font size=""8.2""/><i>cresc.</i>"							
57	56	112	112	0.375		0	0	Chord	2/4	2	1	3/32		1/16	3/2	814							223			
57	56	899/8	899/8	0.125		3/32	3/32	Chord	2/4	2	1	1/32		1/32	1	815										
57	56	225/2	225/2	0.375		1/8	1/8	Chord	2/4	2	1	3/32		1/16	3/2	816							224			
57	56	903/8	903/8	0.125		7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	817										
57	56	113	113	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	818										
57	56	112	112	0.0		0	0	StaffText	2/4	3	1	0							"<font size=""8.2""/><i>cresc.</i>"							
57	56	112	112	1.0		0	0	Chord	2/4	3	1	1/4		1/4	1	819										
57	56	113	113	0.375		1/4	1/4	Chord	2/4	3	1	3/32		1/16	3/2	820							225			
57	56	907/8	907/8	0.125		11/32	11/32	Chord	2/4	3	1	1/32		1/32	1	821										
57	56	227/2	227/2	0.375		3/8	3/8	Chord	2/4	3	1	3/32		1/16	3/2	822							226			
57	56	911/8	911/8	0.125		15/32	15/32	Chord	2/4	3	1	1/32		1/32	1	823										
57	56	112	112	0.0		0	0	StaffText	2/4	4	1	0							"<font size=""8.2""/><i>cresc.</i>"							
57	56	112	112	1.0		0	0	Chord	2/4	4	1	1/4		1/4	1	824										
57	56	113	113	0.875		1/4	1/4	Chord	2/4	4	1	7/32		1/8	7/4	825							227			
57	56	911/8	911/8	0.125		15/32	15/32	Chord	2/4	4	1	1/32		1/32	1	826										
58	57	114	114	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	827										
58	57	231/2	231/2	0.0		3/8	3/8	Dynamic	2/4	1	1	0					p									
58	57	231/2	231/2	0.375		3/8	3/8	Chord	2/4	1	1	3/32		1/16	3/2	828							228			
58	57	927/8	927/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	829										
58	57	114	114	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	830										
58	57	457/4	457/4	0.125		1/16	1/16	Chord	2/4	2	1	1/32		1/32	1	831										
58	57	915/8	915/8	0.125		3/32	3/32	Chord	2/4	2	1	1/32		1/32	1	832										
58	57	229/2	229/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	833							229			
58	57	459/4	459/4	0.125		3/16	3/16	Chord	2/4	2	1	1/32		1/32	1	834							229			
58	57	919/8	919/8	0.125		7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	835										
58	57	115	115	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	836							230			
58	57	461/4	461/4	0.125		5/16	5/16	Chord	2/4	2	1	1/32		1/32	1	837							230			
58	57	923/8	923/8	0.125		11/32	11/32	Chord	2/4	2	1	1/32		1/32	1	838										
58	57	231/2	231/2	0.0		3/8	3/8	Dynamic	2/4	2	1	0					p									
58	57	231/2	231/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	839							231			
58	57	463/4	463/4	0.125		7/16	7/16	Chord	2/4	2	1	1/32		1/32	1	840							231			
58	57	927/8	927/8	0.125		15/32	15/32	Chord	2/4	2	1	1/32		1/32	1	841										
58	57	114	114	0.375		0	0	Chord	2/4	3	1	3/32		1/16	3/2	842							232			
58	57	915/8	915/8	0.125		3/32	3/32	Chord	2/4	3	1	1/32		1/32	1	843										
58	57	229/2	229/2	0.375		1/8	1/8	Chord	2/4	3	1	3/32		1/16	3/2	844							233			
58	57	919/8	919/8	0.125		7/32	7/32	Chord	2/4	3	1	1/32		1/32	1	845										
58	57	115	115	0.375		1/4	1/4	Chord	2/4	3	1	3/32		1/16	3/2	846							234			
