mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	decrescendo_hairpin
35	35	103	103	0.25		1/4	1/4	Chord	3/4	3	1	1/16	1/16	1	546							118	
35	35	413/4	413/4	0.25		5/16	5/16	Chord	3/4	3	1	1/16	1/16	1	547							118	
35	35	207/2	207/2	0.25		3/8	3/8	Chord	3/4	3	1	1/16	1/16	1	548							118	
35	35	415/4	415/4	0.25		7/16	7/16	Chord	3/4	3	1	1/16	1/16	1	549							118	
35	35	104	104	0.25		1/2	1/2	Chord	3/4	3	1	1/16	1/16	1	550							118	
35	35	417/4	417/4	0.25		9/16	9/16	Chord	3/4	3	1	1/16	1/16	1	551							118	
35	35	209/2	209/2	0.25		5/8	5/8	Chord	3/4	3	1	1/16	1/16	1	552							118	
35	35	419/4	419/4	0.25		11/16	11/16	Chord	3/4	3	1	1/16	1/16	1	553								
35	35	102	102	0.5		0	0	Chord	3/4	4	1	1/8	1/8	1	554								
35	35	205/2	205/2	0.5		1/8	1/8	Chord	3/4	4	1	1/8	1/8	1	555								
35	35	103	103	0.25		1/4	1/4	Chord	3/4	4	1	1/16	1/16	1	556							119	
35	35	413/4	413/4	0.25		5/16	5/16	Chord	3/4	4	1	1/16	1/16	1	557							119	
35	35	207/2	207/2	0.25		3/8	3/8	Chord	3/4	4	1	1/16	1/16	1	558							119	
35	35	415/4	415/4	0.25		7/16	7/16	Chord	3/4	4	1	1/16	1/16	1	559							119	
35	35	104	104	0.25		1/2	1/2	Chord	3/4	4	1	1/16	1/16	1	560							119	
35	35	417/4	417/4	0.25		9/16	9/16	Chord	3/4	4	1	1/16	1/16	1	561							119	
35	35	209/2	209/2	0.25		5/8	5/8	Chord	3/4	4	1	1/16	1/16	1	562							119	
35	35	419/4	419/4	0.25		11/16	11/16	Chord	3/4	4	1	1/16	1/16	1	563								
36	36	105	105	0.0		0	0	Dynamic	3/4	1	1	0				f							
36	36	105	105	1.0		0	0	Chord	3/4	1	1	1/4	1/4	1	564								
36	36	106	106	0.25		1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	565							120	
36	36	425/4	425/4	0.25		5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	566							120	
36	36	213/2	213/2	0.25		3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	567							120	
36	36	427/4	427/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	568							120	
36	36	107	107	0.25		1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	569							120	
36	36	429/4	429/4	0.25		9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	570							120	
36	36	215/2	215/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	571							120	
36	36	431/4	431/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	572								
36	36	105	105	0.0		0	0	Dynamic	3/4	2	1	0				f							
36	36	105	105	3.0		0	0	Chord	3/4	2	1	3/4	1/2	3/2	573								
36	36	105	105	0.0		0	0	Dynamic	3/4	3	1	0				f							
36	36	105	105	3.0		0	0	Chord	3/4	3	1	3/4	1/2	3/2	574								
36	36	105	105	0.0		0	0	Dynamic	3/4	4	1	0				f							
36	36	105	105	0.25		0	0	Chord	3/4	4	1	1/16	1/16	1	575							121	
36	36	421/4	421/4	0.25		1/16	1/16	Chord	3/4	4	1	1/16	1/16	1	576							121	
36	36	211/2	211/2	0.25		1/8	1/8	Chord	3/4	4	1	1/16	1/16	1	577							121	
36	36	423/4	423/4	0.25		3/16	3/16	Chord	3/4	4	1	1/16	1/16	1	578								
36	36	106	106	2.0		1/4	1/4	Chord	3/4	4	1	1/2	1/2	1	579								
37	37	108	108	0.25		0	0	Chord	3/4	1	1	1/16	1/16	1	580							122	
37	37	433/4	433/4	0.25		1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	581							122	
37	37	217/2	217/2	0.25		1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	582							122	
37	37	435/4	435/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	583								
37	37	109	109	0.0		1/4	1/4	StaffText	3/4	1	1	0						<i>dim.</i>					
37	37	109	109	0.25		1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	584							123	
37	37	437/4	437/4	0.25		5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	585							123	
37	37	219/2	219/2	0.25		3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	586							123	
37	37	439/4	439/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	587								
37	37	110	110	0.25		1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	588							124	
37	37	441/4	441/4	0.25		9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	589							124	
37	37	221/2	221/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	590							124	
37	37	443/4	443/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	591								
37	37	108	108	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	592								
37	37	109	109	0.0		1/4	1/4	StaffText	3/4	2	1	0						<i>dim.</i>					
37	37	109	109	2.0		1/4	1/4	Chord	3/4	2	1	1/2	1/2	1	593								
37	37	108	108	1.0		0	0	Chord	3/4	3	1	1/4	1/4	1	594								
37	37	109	109	0.0		1/4	1/4	StaffText	3/4	3	1	0						<i>dim.</i>					
37	37	109	109	2.0		1/4	1/4	Chord	3/4	3	1	1/2	1/2	1	595								
37	37	108	108	2.0		0	0	Chord	3/4	4	1	1/2	1/2	1	596								
37	37	110	110	0.0		1/2	1/2	StaffText	3/4	4	1	0						<i>dim.</i>					
37	37	110	110	1.0		1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	597								
38	38	111	111	0.0		0	0	Dynamic	3/4	1	1	0				p							
38	38	111	111	2.0		0	0	Chord	3/4	1	1	1/2	1/2	1	598							125	
38	38	113	113	1.0		1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	599								
38	38	111	111	0.0		0	0	Dynamic	3/4	2	1	0				p							
38	38	111	111	2.0		0	0	Chord	3/4	2	1	1/2	1/2	1	600							126	
38	38	113	113	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	601								
38	38	111	111	0.0		0	0	Dynamic	3/4	3	1	0				p							
38	38	111	111	0.5		0	0	Chord	3/4	3	1	1/8	1/8	1	602								
38	38	223/2	223/2	0.25		1/8	1/8	Chord	3/4	3	1	1/16	1/16	1	603							127	
38	38	447/4	447/4	0.25		3/16	3/16	Chord	3/4	3	1	1/16	1/16	1	604							127	
38	38	112	112	0.25		1/4	1/4	Chord	3/4	3	1	1/16	1/16	1	605							127	
38	38	449/4	449/4	0.25		5/16	5/16	Chord	3/4	3	1	1/16	1/16	1	606							127	
38	38	225/2	225/2	0.25		3/8	3/8	Chord	3/4	3	1	1/16	1/16	1	607							127	
38	38	451/4	451/4	0.25		7/16	7/16	Chord	3/4	3	1	1/16	1/16	1	608								
38	38	113	113	1.0		1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	609								
38	38	111	111	0.0		0	0	Dynamic	3/4	4	1	0				p							
38	38	111	111	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	610								
38	38	112	112	1.0		1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	611							128	
38	38	113	113	1.0		1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	612								
39	39	114	114	0.0		0	0	StaffText	3/4	1	1	0						"<font size=""11""/><b>Trio</b>"					
39	39	114	114	0.75		0	0	Chord	3/4	1	1	3/16	1/8	3/2	613								
39	39	459/4	459/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	614								
39	39	115	115	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	615		articStaccatoAbove						
39	39	231/2	231/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	616		articStaccatoAbove						
39	39	116	116	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	617		articStaccatoAbove						
39	39	233/2	233/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	618		articStaccatoAbove						
39	39	114	114	0.0		0	0	Dynamic	3/4	2	1	0				f							
39	39	114	114	0.0		0	0	Dynamic	3/4	2	1	0				f							
39	39	114	114	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	619								
39	39	114	114	0.0		0	0	Dynamic	3/4	3	1	0				f							
39	39	114	114	1.0		0	0	Chord	3/4	3	1	1/4	1/4	1	620								
39	39	114	114	0.0		0	0	Dynamic	3/4	4	1	0				f							
39	39	114	114	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	621								
40	40	117	117	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	622		articStaccatoAbove						
40	40	235/2	235/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	623		articStaccatoAbove						
40	40	118	118	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	624		articStaccatoAbove						
40	40	237/2	237/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	625		articStaccatoAbove						
40	40	119	119	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	626		articStaccatoAbove						
40	40	239/2	239/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	627		articStaccatoAbove						
40	40	237/2	237/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	628		articStaccatoBelow						
40	40	119	119	0.5		1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	629		articStaccatoBelow						
40	40	239/2	239/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	630		articStaccatoBelow						
41	41	120	120	1.5		0	0	Chord	3/4	1	1	3/8	1/4	3/2	631								
41	41	243/2	243/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	632		articStaccatoBelow						
41	41	122	122	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	633		articStaccatoBelow						
41	41	245/2	245/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	634		articStaccatoBelow						
41	41	120	120	0.0		0	0	Dynamic	3/4	2	1	0				fp							
41	41	245/2	245/2	0.0		5/8	5/8	Dynamic	3/4	2	1	0				p							
41	41	245/2	245/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	635		articStaccatoBelow						
41	41	120	120	1.5		0	0	Chord	3/4	3	1	3/8	1/4	3/2	636								
41	41	243/2	243/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	637		articStaccatoBelow						
41	41	122	122	0.5		1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	638		articStaccatoBelow						
41	41	245/2	245/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	639		articStaccatoBelow						
41	41	120	120	0.0		0	0	Dynamic	3/4	4	1	0				fp							
41	41	243/2	243/2	0.0		3/8	3/8	Dynamic	3/4	4	1	0				p							
41	41	243/2	243/2	0.5		3/8	3/8	Chord	3/4	4	1	1/8	1/8	1	640		articStaccatoBelow						
41	41	122	122	0.5		1/2	1/2	Chord	3/4	4	1	1/8	1/8	1	641		articStaccatoBelow						
41	41	245/2	245/2	0.5		5/8	5/8	Chord	3/4	4	1	1/8	1/8	1	642		articStaccatoBelow						
42	42	123	123	1.5		0	0	Chord	3/4	1	1	3/8	1/4	3/2	643								
42	42	249/2	249/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	644								
42	42	125	125	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	645								
42	42	251/2	251/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	646								
42	42	123	123	0.0		0	0	Dynamic	3/4	2	1	0				fp							
42	42	123	123	0.0		0	0	Dynamic	3/4	2	1	0				fp							
42	42	123	123	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	647								
42	42	251/2	251/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	648								
42	42	123	123	0.0		0	0	Dynamic	3/4	3	1	0				f							
42	42	123	123	0.5		0	0	Chord	3/4	3	1	1/8	1/8	1	649							129	
42	42	247/2	247/2	0.25		1/8	1/8	Chord	3/4	3	1	1/16	1/16	1	650							129	
42	42	495/4	495/4	0.25		3/16	3/16	Chord	3/4	3	1	1/16	1/16	1	651								
42	42	124	124	0.5		1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	652								
42	42	249/2	249/2	0.0		3/8	3/8	Dynamic	3/4	3	1	0				p							
42	42	249/2	249/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	653		articStaccatoBelow						
42	42	125	125	0.5		1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	654		articStaccatoBelow						
42	42	251/2	251/2	0.0		5/8	5/8	Dynamic	3/4	3	1	0				p							
42	42	251/2	251/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	655		articStaccatoBelow						
42	42	123	123	0.0		0	0	Dynamic	3/4	4	1	0				fp							
42	42	123	123	1.5		0	0	Chord	3/4	4	1	3/8	1/4	3/2	656								
42	42	249/2	249/2	0.5		3/8	3/8	Chord	3/4	4	1	1/8	1/8	1	657		articStaccatoBelow						
42	42	125	125	0.5		1/2	1/2	Chord	3/4	4	1	1/8	1/8	1	658		articStaccatoBelow						
42	42	251/2	251/2	0.5		5/8	5/8	Chord	3/4	4	1	1/8	1/8	1	659		articStaccatoBelow						
43	43	126	126	1.5		0	0	Chord	3/4	1	1	3/8	1/4	3/2	660								
43	43	255/2	255/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	661		articStaccatoBelow						
43	43	128	128	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	662		articStaccatoBelow						
43	43	257/2	257/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	663		articStaccatoBelow						
43	43	126	126	0.0		0	0	Dynamic	3/4	2	1	0				fp							
43	43	126	126	0.0		0	0	Dynamic	3/4	2	1	0				fp							
43	43	126	126	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	664								
43	43	255/2	255/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	665		articStaccatoBelow						
43	43	128	128	0.5		1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	666		articStaccatoBelow						
43	43	257/2	257/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	667		articStaccatoBelow						
43	43	126	126	0.0		0	0	Dynamic	3/4	3	1	0				f							
43	43	126	126	0.5		0	0	Chord	3/4	3	1	1/8	1/8	1	668							130	
43	43	253/2	253/2	0.25		1/8	1/8	Chord	3/4	3	1	1/16	1/16	1	669							130	
43	43	507/4	507/4	0.25		3/16	3/16	Chord	3/4	3	1	1/16	1/16	1	670								
43	43	127	127	0.5		1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	671		articStaccatoBelow						
43	43	255/2	255/2	0.0		3/8	3/8	Dynamic	3/4	3	1	0				p							
43	43	255/2	255/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	672		articStaccatoBelow						
43	43	128	128	0.5		1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	673		articStaccatoBelow						
43	43	257/2	257/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	674		articStaccatoBelow						
43	43	126	126	0.0		0	0	Dynamic	3/4	4	1	0				fp							
43	43	126	126	1.5		0	0	Chord	3/4	4	1	3/8	1/4	3/2	675								
43	43	255/2	255/2	0.5		3/8	3/8	Chord	3/4	4	1	1/8	1/8	1	676		articStaccatoBelow						
43	43	128	128	0.5		1/2	1/2	Chord	3/4	4	1	1/8	1/8	1	677		articStaccatoBelow						
43	43	257/2	257/2	0.5		5/8	5/8	Chord	3/4	4	1	1/8	1/8	1	678		articStaccatoBelow						
44	44	129	129	1.0		0	0	Chord	3/4	1	1	1/4	1/4	1	679								
44	44	131	131	1.0		1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	680								
44	44	129	129	0.25		0	0	Chord	3/4	2	1	1/16	1/16	1	681							131	
44	44	517/4	517/4	0.25		1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	682							131	
44	44	259/2	259/2	0.25		1/8	1/8	Chord	3/4	2	1	1/16	1/16	1	683							131	
44	44	519/4	519/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	684							131	
44	44	130	130	0.25		1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	685							131	
44	44	521/4	521/4	0.25		5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	686							131	
44	44	261/2	261/2	0.25		3/8	3/8	Chord	3/4	2	1	1/16	1/16	1	687							131	
44	44	523/4	523/4	0.25		7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	688							131	
44	44	131	131	0.25		1/2	1/2	Chord	3/4	2	1	1/16	1/16	1	689							131	
44	44	525/4	525/4	0.25		9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	690							131	
44	44	263/2	263/2	0.25		5/8	5/8	Chord	3/4	2	1	1/16	1/16	1	691							131	
44	44	527/4	527/4	0.25		11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	692								
44	44	129	129	1.0		0	0	Chord	3/4	3	1	1/4	1/4	1	693								
44	44	129	129	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	694								
45	45	132	132	1.0		0	0	Chord	3/4	1	1	1/4	1/4	1	695								
45	45	134	134	1.0		1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	696								
45	45	132	132	0.25		0	0	Chord	3/4	2	1	1/16	1/16	1	697							132	
45	45	529/4	529/4	0.25		1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	698							132	
45	45	265/2	265/2	0.25		1/8	1/8	Chord	3/4	2	1	1/16	1/16	1	699							132	
45	45	531/4	531/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	700							132	
45	45	133	133	0.25		1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	701							132	
45	45	533/4	533/4	0.25		5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	702							132	
45	45	267/2	267/2	0.25		3/8	3/8	Chord	3/4	2	1	1/16	1/16	1	703							132	
45	45	535/4	535/4	0.25		7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	704							132	
45	45	134	134	0.25		1/2	1/2	Chord	3/4	2	1	1/16	1/16	1	705							132	
45	45	537/4	537/4	0.25		9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	706							132	
45	45	269/2	269/2	0.25		5/8	5/8	Chord	3/4	2	1	1/16	1/16	1	707							132	
45	45	539/4	539/4	0.25		11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	708								
45	45	132	132	1.0		0	0	Chord	3/4	3	1	1/4	1/4	1	709								
45	45	132	132	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	710								
46	46	135	135	1.0		0	0	Chord	3/4	1	1	1/4	1/4	1	711								
46	46	137	137	1.0		1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	712								
46	46	135	135	0.25		0	0	Chord	3/4	2	1	1/16	1/16	1	713							133	
46	46	541/4	541/4	0.25		1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	714							133	
46	46	271/2	271/2	0.25		1/8	1/8	Chord	3/4	2	1	1/16	1/16	1	715							133	
46	46	543/4	543/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	716							133	
46	46	136	136	0.25		1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	717							133	
46	46	545/4	545/4	0.25		5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	718							133	
46	46	273/2	273/2	0.25		3/8	3/8	Chord	3/4	2	1	1/16	1/16	1	719							133	
46	46	547/4	547/4	0.25		7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	720							133	
46	46	137	137	0.25		1/2	1/2	Chord	3/4	2	1	1/16	1/16	1	721							133	
46	46	549/4	549/4	0.25		9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	722							133	
46	46	275/2	275/2	0.25		5/8	5/8	Chord	3/4	2	1	1/16	1/16	1	723							133	
46	46	551/4	551/4	0.25		11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	724								
46	46	135	135	1.0		0	0	Chord	3/4	3	1	1/4	1/4	1	725								
46	46	135	135	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	726								
47	47	138	138	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	727								
47	47	277/2	277/2	1.0		1/8	1/8	Chord	3/4	1	1	1/4	1/4	1	728								
47	47	279/2	279/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	729								
47	47	140	140	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	730								
47	47	281/2	281/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	731								
47	47	138	138	0.25		0	0	Chord	3/4	2	1	1/16	1/16	1	732							134	
47	47	553/4	553/4	0.25		1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	733							134	
47	47	277/2	277/2	0.25		1/8	1/8	Chord	3/4	2	1	1/16	1/16	1	734							134	
47	47	555/4	555/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	735								
47	47	139	139	0.25		1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	736							135	
47	47	557/4	557/4	0.25		5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	737							135	
47	47	279/2	279/2	0.25		3/8	3/8	Chord	3/4	2	1	1/16	1/16	1	738							135	
47	47	559/4	559/4	0.25		7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	739							135	
47	47	140	140	0.25		1/2	1/2	Chord	3/4	2	1	1/16	1/16	1	740							135	
47	47	561/4	561/4	0.25		9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	741							135	
47	47	281/2	281/2	0.25		5/8	5/8	Chord	3/4	2	1	1/16	1/16	1	742							135	
47	47	563/4	563/4	0.25		11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	743								
47	47	277/2	277/2	0.5		1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	744								
47	47	139	139	0.5		1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	745								
47	47	279/2	279/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	746								
47	47	140	140	0.5		1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	747								
47	47	281/2	281/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	748								
47	47	277/2	277/2	0.5		1/8	1/8	Chord	3/4	4	1	1/8	1/8	1	749								
47	47	139	139	0.5		1/4	1/4	Chord	3/4	4	1	1/8	1/8	1	750								
47	47	279/2	279/2	0.5		3/8	3/8	Chord	3/4	4	1	1/8	1/8	1	751								
47	47	140	140	0.5		1/2	1/2	Chord	3/4	4	1	1/8	1/8	1	752								
47	47	281/2	281/2	0.5		5/8	5/8	Chord	3/4	4	1	1/8	1/8	1	753								
48	48	141	141	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	754								
48	48	285/2	285/2	0.0		3/8	3/8	StaffText	3/4	1	1	0						<i>cresc.</i>					
48	48	285/2	285/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	755		articStaccatoAbove						
48	48	143	143	1.0		1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	756								
48	48	141	141	0.25		0	0	Chord	3/4	2	1	1/16	1/16	1	757							136	
48	48	565/4	565/4	0.25		1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	758							136	
48	48	283/2	283/2	0.25		1/8	1/8	Chord	3/4	2	1	1/16	1/16	1	759							136	
48	48	567/4	567/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	760							136	
48	48	142	142	0.25		1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	761							136	
48	48	569/4	569/4	0.25		5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	762							136	
48	48	285/2	285/2	0.0		3/8	3/8	StaffText	3/4	2	1	0						<i>cresc.</i>				136	
48	48	285/2	285/2	0.25		3/8	3/8	Chord	3/4	2	1	1/16	1/16	1	763							136	
48	48	571/4	571/4	0.25		7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	764							136	
48	48	143	143	0.25		1/2	1/2	Chord	3/4	2	1	1/16	1/16	1	765							136	
48	48	573/4	573/4	0.25		9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	766							136	
48	48	287/2	287/2	0.25		5/8	5/8	Chord	3/4	2	1	1/16	1/16	1	767							136	
48	48	575/4	575/4	0.25		11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	768								
48	48	141	141	0.25		0	0	Chord	3/4	3	1	1/16	1/16	1	769							137	
48	48	565/4	565/4	0.25		1/16	1/16	Chord	3/4	3	1	1/16	1/16	1	770							137	
48	48	283/2	283/2	0.25		1/8	1/8	Chord	3/4	3	1	1/16	1/16	1	771							137	
48	48	567/4	567/4	0.25		3/16	3/16	Chord	3/4	3	1	1/16	1/16	1	772							137	
48	48	142	142	0.25		1/4	1/4	Chord	3/4	3	1	1/16	1/16	1	773							137	
48	48	569/4	569/4	0.25		5/16	5/16	Chord	3/4	3	1	1/16	1/16	1	774							137	
48	48	285/2	285/2	0.0		3/8	3/8	StaffText	3/4	3	1	0						<i>cresc.</i>				137	
48	48	285/2	285/2	0.25		3/8	3/8	Chord	3/4	3	1	1/16	1/16	1	775							137	
48	48	571/4	571/4	0.25		7/16	7/16	Chord	3/4	3	1	1/16	1/16	1	776							137	
48	48	143	143	0.25		1/2	1/2	Chord	3/4	3	1	1/16	1/16	1	777							137	
48	48	573/4	573/4	0.25		9/16	9/16	Chord	3/4	3	1	1/16	1/16	1	778							137	
48	48	287/2	287/2	0.25		5/8	5/8	Chord	3/4	3	1	1/16	1/16	1	779							137	
48	48	575/4	575/4	0.25		11/16	11/16	Chord	3/4	3	1	1/16	1/16	1	780								
48	48	141	141	0.5		0	0	Chord	3/4	4	1	1/8	1/8	1	781								
48	48	283/2	283/2	0.5		1/8	1/8	Chord	3/4	4	1	1/8	1/8	1	782								
48	48	142	142	0.5		1/4	1/4	Chord	3/4	4	1	1/8	1/8	1	783								
48	48	285/2	285/2	0.0		3/8	3/8	StaffText	3/4	4	1	0						<i>cresc.</i>					
49	49	144	144	1.0		0	0	Chord	3/4	1	1	1/4	1/4	1	784								
49	49	291/2	291/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	785		articStaccatoAbove						
49	49	146	146	1.0		1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	786								
49	49	144	144	0.25		0	0	Chord	3/4	2	1	1/16	1/16	1	787							138	
49	49	577/4	577/4	0.25		1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	788							138	
49	49	289/2	289/2	0.25		1/8	1/8	Chord	3/4	2	1	1/16	1/16	1	789							138	
49	49	579/4	579/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	790							138	
49	49	145	145	0.25		1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	791							138	
49	49	581/4	581/4	0.25		5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	792							138	
49	49	291/2	291/2	0.25		3/8	3/8	Chord	3/4	2	1	1/16	1/16	1	793							138	
49	49	583/4	583/4	0.25		7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	794							138	
49	49	146	146	0.25		1/2	1/2	Chord	3/4	2	1	1/16	1/16	1	795							138	
49	49	585/4	585/4	0.25		9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	796							138	
49	49	293/2	293/2	0.25		5/8	5/8	Chord	3/4	2	1	1/16	1/16	1	797							138	
