mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	Trill:trill
166	166	995/4	995/4	0.25	5/16	5/16	Chord	3/8	4	1	1/16		1/16	1	1815					
167	167	249	249	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	1816					
167	167	997/4	997/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	1817					
167	167	499/2	499/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	1818					
167	167	999/4	999/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	1819					
167	167	250	250	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	1820					
167	167	1001/4	1001/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	1821					
167	167	249	249	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	1822					
167	167	997/4	997/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	1823					
167	167	499/2	499/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	1824					
167	167	999/4	999/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	1825					
167	167	250	250	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	1826					
167	167	1001/4	1001/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	1827					
167	167	249	249	0.25	0	0	Chord	3/8	3	1	1/16		1/16	1	1828					
167	167	997/4	997/4	0.25	1/16	1/16	Chord	3/8	3	1	1/16		1/16	1	1829					
167	167	499/2	499/2	0.25	1/8	1/8	Chord	3/8	3	1	1/16		1/16	1	1830					
167	167	999/4	999/4	0.25	3/16	3/16	Chord	3/8	3	1	1/16		1/16	1	1831					
167	167	250	250	0.25	1/4	1/4	Chord	3/8	3	1	1/16		1/16	1	1832					
167	167	1001/4	1001/4	0.25	5/16	5/16	Chord	3/8	3	1	1/16		1/16	1	1833					
167	167	249	249	0.25	0	0	Chord	3/8	4	1	1/16		1/16	1	1834					
167	167	997/4	997/4	0.25	1/16	1/16	Chord	3/8	4	1	1/16		1/16	1	1835					
167	167	499/2	499/2	0.25	1/8	1/8	Chord	3/8	4	1	1/16		1/16	1	1836					
167	167	999/4	999/4	0.25	3/16	3/16	Chord	3/8	4	1	1/16		1/16	1	1837					
167	167	250	250	0.25	1/4	1/4	Chord	3/8	4	1	1/16		1/16	1	1838					
167	167	1001/4	1001/4	0.25	5/16	5/16	Chord	3/8	4	1	1/16		1/16	1	1839					
168	168	501/2	501/2	0.0	0	0	Dynamic	3/8	1	1	0					p				
168	168	501/2	501/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	1840		articStaccatoAbove			
168	168	251	251	0.0	1/8	1/8	Dynamic	3/8	1	1	0					sf				
168	168	251	251	0.75	1/8	1/8	Chord	3/8	1	1	3/16		1/8	3/2	1841					
168	168	1007/4	1007/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	1842		articStaccatoAbove			
168	168	501/2	501/2	0.0	0	0	Dynamic	3/8	2	1	0					p				
168	168	501/2	501/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	1843					
168	168	1003/4	1003/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	1844					
168	168	251	251	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	1845					
168	168	1005/4	1005/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	1846					
168	168	503/2	503/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	1847					
168	168	1007/4	1007/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	1848					
168	168	501/2	501/2	0.0	0	0	Dynamic	3/8	3	1	0					p				
168	168	501/2	501/2	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	1849					
168	168	251	251	0.0	1/8	1/8	Dynamic	3/8	3	1	0					sf				
168	168	251	251	0.5	1/8	1/8	Chord	3/8	3	1	1/8		1/8	1	1850				110	
168	168	503/2	503/2	0.5	1/4	1/4	Chord	3/8	3	1	1/8		1/8	1	1851					
168	168	501/2	501/2	0.0	0	0	Dynamic	3/8	4	1	0					p				
168	168	501/2	501/2	0.5	0	0	Chord	3/8	4	1	1/8		1/8	1	1852					
169	169	252	252	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	1853		articStaccatoAbove			
169	169	505/2	505/2	0.0	1/8	1/8	Dynamic	3/8	1	1	0					sf				
169	169	505/2	505/2	0.75	1/8	1/8	Chord	3/8	1	1	3/16		1/8	3/2	1854					
169	169	1013/4	1013/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	1855		articStaccatoAbove			
169	169	252	252	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	1856					
169	169	1009/4	1009/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	1857					
169	169	505/2	505/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	1858					
169	169	1011/4	1011/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	1859					
169	169	253	253	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	1860					
169	169	1013/4	1013/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	1861					
169	169	252	252	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	1862					
169	169	505/2	505/2	0.0	1/8	1/8	Dynamic	3/8	3	1	0					sf				
169	169	505/2	505/2	0.5	1/8	1/8	Chord	3/8	3	1	1/8		1/8	1	1863				111	
169	169	253	253	0.5	1/4	1/4	Chord	3/8	3	1	1/8		1/8	1	1864					
170	170	507/2	507/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	1865					
170	170	254	254	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	1866					
170	170	509/2	509/2	0.0	1/4	1/4	Chord	3/8	1	1	0	grace16after	1/16	1	1867					
170	170	509/2	509/2	0.0	1/4	1/4	Chord	3/8	1	1	0	grace16after	1/16	1	1868					
170	170	509/2	509/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	1869		ornamentTrill			
170	170	507/2	507/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	1870					
170	170	1015/4	1015/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	1871					
170	170	254	254	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	1872					
170	170	1017/4	1017/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	1873					
170	170	509/2	509/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	1874					
170	170	1019/4	1019/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	1875					
170	170	507/2	507/2	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	1876					
170	170	254	254	0.0	1/8	1/8	Dynamic	3/8	3	1	0					sf				
170	170	254	254	0.5	1/8	1/8	Chord	3/8	3	1	1/8		1/8	1	1877				112	
170	170	509/2	509/2	0.5	1/4	1/4	Chord	3/8	3	1	1/8		1/8	1	1878					
170	170	507/2	507/2	0.5	0	0	Chord	3/8	4	1	1/8		1/8	1	1879		articStaccatoBelow			
170	170	254	254	0.0	1/8	1/8	Dynamic	3/8	4	1	0					sf				
170	170	254	254	0.5	1/8	1/8	Chord	3/8	4	1	1/8		1/8	1	1880				113	
170	170	509/2	509/2	0.5	1/4	1/4	Chord	3/8	4	1	1/8		1/8	1	1881					
171	171	255	255	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	1882					
171	171	511/2	511/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	1883					
171	171	256	256	0.0	1/4	1/4	Chord	3/8	1	1	0	grace16after	1/16	1	1884					
171	171	256	256	0.0	1/4	1/4	Chord	3/8	1	1	0	grace16after	1/16	1	1885					
171	171	256	256	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	1886		ornamentTrill			
171	171	255	255	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	1887					
171	171	1021/4	1021/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	1888					
171	171	511/2	511/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	1889					
171	171	1023/4	1023/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	1890					
171	171	256	256	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	1891					
171	171	1025/4	1025/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	1892					
171	171	255	255	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	1893					
171	171	511/2	511/2	0.0	1/8	1/8	Dynamic	3/8	3	1	0					sf				
171	171	511/2	511/2	0.5	1/8	1/8	Chord	3/8	3	1	1/8		1/8	1	1894				114	
171	171	256	256	0.5	1/4	1/4	Chord	3/8	3	1	1/8		1/8	1	1895					
171	171	255	255	0.5	0	0	Chord	3/8	4	1	1/8		1/8	1	1896		articStaccatoBelow			
171	171	511/2	511/2	0.0	1/8	1/8	Dynamic	3/8	4	1	0					sf				
171	171	511/2	511/2	0.5	1/8	1/8	Chord	3/8	4	1	1/8		1/8	1	1897				115	
171	171	256	256	0.5	1/4	1/4	Chord	3/8	4	1	1/8		1/8	1	1898					
172	172	513/2	513/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	1899		articStaccatoAbove			
172	172	257	257	0.0	1/8	1/8	Dynamic	3/8	1	1	0					sf				
172	172	257	257	0.75	1/8	1/8	Chord	3/8	1	1	3/16		1/8	3/2	1900					
172	172	1031/4	1031/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	1901		articStaccatoAbove			
172	172	513/2	513/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	1902					
172	172	1027/4	1027/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	1903					
172	172	257	257	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	1904					
172	172	1029/4	1029/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	1905					
172	172	515/2	515/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	1906					
172	172	1031/4	1031/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	1907					
172	172	513/2	513/2	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	1908					
172	172	257	257	0.0	1/8	1/8	Dynamic	3/8	3	1	0					sf				
172	172	257	257	0.5	1/8	1/8	Chord	3/8	3	1	1/8		1/8	1	1909				116	
172	172	515/2	515/2	0.5	1/4	1/4	Chord	3/8	3	1	1/8		1/8	1	1910					
172	172	513/2	513/2	0.5	0	0	Chord	3/8	4	1	1/8		1/8	1	1911		articStaccatoBelow			
173	173	258	258	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	1912		articStaccatoAbove			
173	173	517/2	517/2	0.0	1/8	1/8	Dynamic	3/8	1	1	0					sf				
173	173	517/2	517/2	0.75	1/8	1/8	Chord	3/8	1	1	3/16		1/8	3/2	1913					
173	173	1037/4	1037/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	1914		articStaccatoAbove			
173	173	258	258	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	1915					
173	173	1033/4	1033/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	1916					
173	173	517/2	517/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	1917					
173	173	1035/4	1035/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	1918					
173	173	259	259	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	1919					
173	173	1037/4	1037/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	1920					
173	173	258	258	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	1921					
173	173	517/2	517/2	0.0	1/8	1/8	Dynamic	3/8	3	1	0					sf				
173	173	517/2	517/2	0.5	1/8	1/8	Chord	3/8	3	1	1/8		1/8	1	1922				117	
173	173	259	259	0.5	1/4	1/4	Chord	3/8	3	1	1/8		1/8	1	1923					
174	174	519/2	519/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	1924					
174	174	260	260	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	1925					
174	174	521/2	521/2	0.0	1/4	1/4	Chord	3/8	1	1	0	grace16after	1/16	1	1926					
174	174	521/2	521/2	0.0	1/4	1/4	Chord	3/8	1	1	0	grace16after	1/16	1	1927					
174	174	521/2	521/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	1928		ornamentTrill			
174	174	519/2	519/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	1929					
174	174	1039/4	1039/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	1930					
174	174	260	260	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	1931					
174	174	1041/4	1041/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	1932					
174	174	521/2	521/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	1933					
174	174	1043/4	1043/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	1934					
174	174	519/2	519/2	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	1935					
174	174	260	260	0.0	1/8	1/8	Dynamic	3/8	3	1	0					sf				
174	174	260	260	0.5	1/8	1/8	Chord	3/8	3	1	1/8		1/8	1	1936				118	
174	174	521/2	521/2	0.5	1/4	1/4	Chord	3/8	3	1	1/8		1/8	1	1937					
174	174	519/2	519/2	0.5	0	0	Chord	3/8	4	1	1/8		1/8	1	1938		articStaccatoBelow			
174	174	260	260	0.0	1/8	1/8	Dynamic	3/8	4	1	0					sf				
174	174	260	260	0.5	1/8	1/8	Chord	3/8	4	1	1/8		1/8	1	1939				119	
174	174	521/2	521/2	0.5	1/4	1/4	Chord	3/8	4	1	1/8		1/8	1	1940					
175	175	261	261	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	1941					
175	175	523/2	523/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	1942					
175	175	262	262	0.0	1/4	1/4	Chord	3/8	1	1	0	grace16after	1/16	1	1943					
175	175	262	262	0.0	1/4	1/4	Chord	3/8	1	1	0	grace16after	1/16	1	1944					
175	175	262	262	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	1945		ornamentTrill			
175	175	261	261	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	1946					
175	175	1045/4	1045/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	1947					
175	175	523/2	523/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	1948					
175	175	1047/4	1047/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	1949					
175	175	262	262	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	1950					
175	175	1049/4	1049/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	1951					
175	175	261	261	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	1952					
175	175	523/2	523/2	0.0	1/8	1/8	Dynamic	3/8	3	1	0					sf				
175	175	523/2	523/2	0.5	1/8	1/8	Chord	3/8	3	1	1/8		1/8	1	1953				120	
175	175	262	262	0.5	1/4	1/4	Chord	3/8	3	1	1/8		1/8	1	1954					
175	175	261	261	0.5	0	0	Chord	3/8	4	1	1/8		1/8	1	1955		articStaccatoBelow			
175	175	523/2	523/2	0.0	1/8	1/8	Dynamic	3/8	4	1	0					sf				
175	175	523/2	523/2	0.5	1/8	1/8	Chord	3/8	4	1	1/8		1/8	1	1956				121	
175	175	262	262	0.5	1/4	1/4	Chord	3/8	4	1	1/8		1/8	1	1957					
176	176	525/2	525/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	1958					
176	176	1053/4	1053/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	1959		articStaccatoAbove			
176	176	527/2	527/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	1960		articStaccatoAbove			
176	176	1055/4	1055/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	1961		articStaccatoAbove			
176	176	525/2	525/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	1962					
176	176	1053/4	1053/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	1963		articStaccatoBelow			
176	176	527/2	527/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	1964		articStaccatoBelow			
176	176	1055/4	1055/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	1965		articStaccatoBelow			
176	176	525/2	525/2	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	1966					
176	176	1053/4	1053/4	0.25	3/16	3/16	Chord	3/8	3	1	1/16		1/16	1	1967		articStaccatoBelow			
176	176	527/2	527/2	0.25	1/4	1/4	Chord	3/8	3	1	1/16		1/16	1	1968		articStaccatoBelow			
176	176	1055/4	1055/4	0.25	5/16	5/16	Chord	3/8	3	1	1/16		1/16	1	1969		articStaccatoBelow			
176	176	525/2	525/2	0.25	0	0	Chord	3/8	4	1	1/16		1/16	1	1970		articStaccatoBelow			
176	176	1051/4	1051/4	0.25	1/16	1/16	Chord	3/8	4	1	1/16		1/16	1	1971		articStaccatoBelow			
176	176	263	263	0.25	1/8	1/8	Chord	3/8	4	1	1/16		1/16	1	1972		articStaccatoBelow			
176	176	1053/4	1053/4	0.25	3/16	3/16	Chord	3/8	4	1	1/16		1/16	1	1973		articStaccatoBelow			
176	176	527/2	527/2	0.25	1/4	1/4	Chord	3/8	4	1	1/16		1/16	1	1974		articStaccatoBelow			
176	176	1055/4	1055/4	0.25	5/16	5/16	Chord	3/8	4	1	1/16		1/16	1	1975		articStaccatoBelow			
177	177	264	264	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	1976					
177	177	1059/4	1059/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	1977		articStaccatoAbove			
177	177	265	265	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	1978		articStaccatoAbove			
177	177	1061/4	1061/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	1979		articStaccatoAbove			
177	177	264	264	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	1980					
177	177	1059/4	1059/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	1981		articStaccatoBelow			
177	177	265	265	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	1982		articStaccatoBelow			
177	177	1061/4	1061/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	1983		articStaccatoBelow			
177	177	264	264	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	1984					
177	177	1059/4	1059/4	0.25	3/16	3/16	Chord	3/8	3	1	1/16		1/16	1	1985		articStaccatoBelow			
177	177	265	265	0.25	1/4	1/4	Chord	3/8	3	1	1/16		1/16	1	1986		articStaccatoBelow			
177	177	1061/4	1061/4	0.25	5/16	5/16	Chord	3/8	3	1	1/16		1/16	1	1987		articStaccatoBelow			
177	177	264	264	0.25	0	0	Chord	3/8	4	1	1/16		1/16	1	1988		articStaccatoBelow			
177	177	1057/4	1057/4	0.25	1/16	1/16	Chord	3/8	4	1	1/16		1/16	1	1989		articStaccatoBelow			
177	177	529/2	529/2	0.25	1/8	1/8	Chord	3/8	4	1	1/16		1/16	1	1990		articStaccatoBelow			
177	177	1059/4	1059/4	0.25	3/16	3/16	Chord	3/8	4	1	1/16		1/16	1	1991		articStaccatoBelow			
177	177	265	265	0.25	1/4	1/4	Chord	3/8	4	1	1/16		1/16	1	1992		articStaccatoBelow			
177	177	1061/4	1061/4	0.25	5/16	5/16	Chord	3/8	4	1	1/16		1/16	1	1993		articStaccatoBelow			
178	178	531/2	531/2	0.0	0	0	StaffText	3/8	1	1	0							cresc.		
178	178	531/2	531/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	1994					
178	178	1063/4	1063/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	1995					
178	178	266	266	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	1996					
178	178	1065/4	1065/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	1997					
178	178	533/2	533/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	1998					
178	178	1067/4	1067/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	1999					
178	178	531/2	531/2	0.0	0	0	StaffText	3/8	2	1	0							cresc.		
178	178	531/2	531/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	2000					
178	178	1063/4	1063/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	2001					
178	178	266	266	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	2002					
178	178	1065/4	1065/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	2003					
178	178	533/2	533/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	2004					
178	178	1067/4	1067/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	2005					
178	178	531/2	531/2	0.0	0	0	StaffText	3/8	3	1	0							cresc.		
178	178	531/2	531/2	0.25	0	0	Chord	3/8	3	1	1/16		1/16	1	2006					
178	178	1063/4	1063/4	0.25	1/16	1/16	Chord	3/8	3	1	1/16		1/16	1	2007					
178	178	266	266	0.25	1/8	1/8	Chord	3/8	3	1	1/16		1/16	1	2008					
178	178	1065/4	1065/4	0.25	3/16	3/16	Chord	3/8	3	1	1/16		1/16	1	2009					
178	178	533/2	533/2	0.25	1/4	1/4	Chord	3/8	3	1	1/16		1/16	1	2010					
178	178	1067/4	1067/4	0.25	5/16	5/16	Chord	3/8	3	1	1/16		1/16	1	2011					
178	178	531/2	531/2	0.0	0	0	StaffText	3/8	4	1	0							cresc.		
178	178	531/2	531/2	0.25	0	0	Chord	3/8	4	1	1/16		1/16	1	2012					
178	178	1063/4	1063/4	0.25	1/16	1/16	Chord	3/8	4	1	1/16		1/16	1	2013					
178	178	266	266	0.25	1/8	1/8	Chord	3/8	4	1	1/16		1/16	1	2014					
178	178	1065/4	1065/4	0.25	3/16	3/16	Chord	3/8	4	1	1/16		1/16	1	2015					
178	178	533/2	533/2	0.25	1/4	1/4	Chord	3/8	4	1	1/16		1/16	1	2016					
178	178	1067/4	1067/4	0.25	5/16	5/16	Chord	3/8	4	1	1/16		1/16	1	2017					
179	179	267	267	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	2018					
179	179	1069/4	1069/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	2019					
179	179	535/2	535/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	2020					
179	179	1071/4	1071/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	2021					
179	179	268	268	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	2022					
179	179	1073/4	1073/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	2023					
179	179	267	267	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	2024					
179	179	1069/4	1069/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	2025					
179	179	535/2	535/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	2026					
179	179	1071/4	1071/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	2027					
179	179	268	268	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	2028					
179	179	1073/4	1073/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	2029					
179	179	267	267	0.25	0	0	Chord	3/8	3	1	1/16		1/16	1	2030					
179	179	1069/4	1069/4	0.25	1/16	1/16	Chord	3/8	3	1	1/16		1/16	1	2031					
179	179	535/2	535/2	0.25	1/8	1/8	Chord	3/8	3	1	1/16		1/16	1	2032					
179	179	1071/4	1071/4	0.25	3/16	3/16	Chord	3/8	3	1	1/16		1/16	1	2033					
179	179	268	268	0.25	1/4	1/4	Chord	3/8	3	1	1/16		1/16	1	2034					
179	179	1073/4	1073/4	0.25	5/16	5/16	Chord	3/8	3	1	1/16		1/16	1	2035					
179	179	267	267	0.25	0	0	Chord	3/8	4	1	1/16		1/16	1	2036					
179	179	1069/4	1069/4	0.25	1/16	1/16	Chord	3/8	4	1	1/16		1/16	1	2037					
179	179	535/2	535/2	0.25	1/8	1/8	Chord	3/8	4	1	1/16		1/16	1	2038					
179	179	1071/4	1071/4	0.25	3/16	3/16	Chord	3/8	4	1	1/16		1/16	1	2039					
179	179	268	268	0.25	1/4	1/4	Chord	3/8	4	1	1/16		1/16	1	2040					
179	179	1073/4	1073/4	0.25	5/16	5/16	Chord	3/8	4	1	1/16		1/16	1	2041					
180	180	537/2	537/2	0.0	0	0	Dynamic	3/8	1	1	0					f				
180	180	537/2	537/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	2042		articStaccatoBelow			
180	180	269	269	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	2043		articStaccatoBelow			
180	180	537/2	537/2	0.0	0	0	Dynamic	3/8	2	1	0					f				
180	180	537/2	537/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	2044		articStaccatoBelow			
180	180	269	269	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	2045		articStaccatoBelow			
180	180	537/2	537/2	0.0	0	0	Dynamic	3/8	3	1	0					f				
180	180	537/2	537/2	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	2046		articStaccatoAbove			
180	180	269	269	0.5	1/8	1/8	Chord	3/8	3	1	1/8		1/8	1	2047		articStaccatoAbove			
180	180	537/2	537/2	0.0	0	0	Dynamic	3/8	4	1	0					f				
180	180	537/2	537/2	0.5	0	0	Chord	3/8	4	1	1/8		1/8	1	2048		articStaccatoBelow			
180	180	269	269	0.5	1/8	1/8	Chord	3/8	4	1	1/8		1/8	1	2049		articStaccatoBelow			
181	181	270	270	0.0	0	0	Dynamic	3/8	4	1	0					f				
181	181	270	270	0.5	0	0	Chord	3/8	4	1	1/8		1/8	1	2050		articStaccatoBelow			
181	181	541/2	541/2	0.5	1/8	1/8	Chord	3/8	4	1	1/8		1/8	1	2051		articStaccatoBelow			
181	181	271	271	0.5	1/4	1/4	Chord	3/8	4	1	1/8		1/8	1	2052		articStaccatoBelow			
182	182	543/2	543/2	0.0	0	0	Dynamic	3/8	3	1	0					f				
182	182	543/2	543/2	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	2053		articStaccatoAbove			
182	182	272	272	0.5	1/8	1/8	Chord	3/8	3	1	1/8		1/8	1	2054		articStaccatoAbove			
182	182	545/2	545/2	0.5	1/4	1/4	Chord	3/8	3	1	1/8		1/8	1	2055		articStaccatoAbove			
182	182	543/2	543/2	0.5	0	0	Chord	3/8	4	1	1/8		1/8	1	2056		articStaccatoAbove			
182	182	272	272	0.5	1/8	1/8	Chord	3/8	4	1	1/8		1/8	1	2057		articStaccatoAbove			
182	182	545/2	545/2	0.25	1/4	1/4	Chord	3/8	4	1	1/16		1/16	1	2058				122	
182	182	1091/4	1091/4	0.25	5/16	5/16	Chord	3/8	4	1	1/16		1/16	1	2059					
183	183	273	273	0.0	0	0	Dynamic	3/8	2	1	0					f				
183	183	273	273	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	2060		articStaccatoAbove			
183	183	547/2	547/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	2061		articStaccatoAbove			
