mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin
5	3	13	13	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	37							15		
5	3	21/2	21/2	1.5	0	0	Chord	6/8	2	1	3/8	1/4	3/2	38									
5	3	12	12	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	39							16		
5	3	21/2	21/2	1.5	0	0	Chord	6/8	3	1	3/8	1/4	3/2	40									
5	3	12	12	1.5	3/8	3/8	Chord	6/8	3	1	3/8	1/4	3/2	41							17		
5	3	21/2	21/2	1.5	0	0	Chord	6/8	4	1	3/8	1/4	3/2	42									
5	3	12	12	1.5	3/8	3/8	Chord	6/8	4	1	3/8	1/4	3/2	43							18		
6	4	27/2	27/2	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	44							15		
6	4	29/2	29/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	45							15		
6	4	15	15	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	46							15		
6	4	16	16	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	47									
6	4	27/2	27/2	1.5	0	0	Chord	6/8	2	1	3/8	1/4	3/2	48									
6	4	15	15	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	49							19		
6	4	27/2	27/2	1.5	0	0	Chord	6/8	3	1	3/8	1/4	3/2	50									
6	4	15	15	1.5	3/8	3/8	Chord	6/8	3	1	3/8	1/4	3/2	51							20		
6	4	27/2	27/2	1.5	0	0	Chord	6/8	4	1	3/8	1/4	3/2	52									
6	4	15	15	1.5	3/8	3/8	Chord	6/8	4	1	3/8	1/4	3/2	53							21		
7	5	33/2	33/2	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	54							22		
7	5	35/2	35/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	55							22		
7	5	18	18	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	56							22		
7	5	19	19	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	57							22		
7	5	33/2	33/2	1.5	0	0	Chord	6/8	2	1	3/8	1/4	3/2	58									
7	5	18	18	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	59							23		
7	5	33/2	33/2	1.5	0	0	Chord	6/8	3	1	3/8	1/4	3/2	60									
7	5	18	18	1.5	3/8	3/8	Chord	6/8	3	1	3/8	1/4	3/2	61							24		
7	5	33/2	33/2	1.5	0	0	Chord	6/8	4	1	3/8	1/4	3/2	62									
7	5	18	18	1.5	3/8	3/8	Chord	6/8	4	1	3/8	1/4	3/2	63							25		
8	6	39/2	39/2	0.0	0	0	Spanner	6/8	1	1	0										22		0
8	6	39/2	39/2	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	64							22		0
8	6	41/2	41/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	65							22		0
8	6	21	21	0.0	3/8	3/8	Spanner	6/8	1	1	0										22		
8	6	21	21	0.0	3/8	3/8	Spanner	6/8	1	1	0										22	0	
8	6	21	21	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	66							22, 26	0	
8	6	43/2	43/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	67							22	0	
8	6	22	22	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	68								0	
8	6	39/2	39/2	0.0	0	0	StaffText	6/8	2	1	0						"<font size=""8""/><i>un poco ritard.</i>"						
8	6	39/2	39/2	1.5	0	0	Chord	6/8	2	1	3/8	1/4	3/2	69									
8	6	21	21	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	70									
8	6	39/2	39/2	0.0	0	0	StaffText	6/8	3	1	0						"<font size=""8""/><i>un poco ritard.</i>"						
8	6	39/2	39/2	1.5	0	0	Chord	6/8	3	1	3/8	1/4	3/2	71									
8	6	21	21	1.5	3/8	3/8	Chord	6/8	3	1	3/8	1/4	3/2	72							27		
8	6	39/2	39/2	0.0	0	0	StaffText	6/8	4	1	0						"<font size=""8""/><i>un poco ritard.</i>"						
8	6	39/2	39/2	0.0	0	0	StaffText	6/8	4	1	0						"<font size=""8""/><i>un poco ritard.</i>"						
8	6	39/2	39/2	1.5	0	0	Chord	6/8	4	1	3/8	1/4	3/2	73									
8	6	21	21	1.5	3/8	3/8	Chord	6/8	4	1	3/8	1/4	3/2	74							28		
9	7	45/2	45/2	0.0	0	0	StaffText	6/8	1	1	0						"<font size=""8""/><i>piu</i>"						
9	7	45/2	45/2	0.0	0	0	StaffText	6/8	1	1	0						"<font size=""10""/><b>in tempo</b>"						
9	7	45/2	45/2	0.0	0	0	Spanner	6/8	1	1	0												
9	7	45/2	45/2	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	75									
9	7	24	24	0.0	3/8	3/8	StaffText	6/8	1	1	0						"<font size=""8.2""/><i>cresc.</i>"						
9	7	24	24	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	76							29		
9	7	49/2	49/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	77							29		
9	7	25	25	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	78									
9	7	45/2	45/2	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	79							30		
9	7	23	23	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	80							30		
9	7	47/2	47/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	81									
9	7	45/2	45/2	1.0	0	0	Chord	6/8	3	1	1/4	1/4	1	82									
9	7	24	24	0.0	3/8	3/8	StaffText	6/8	3	1	0						"<font size=""8.2""/><i>cresc.</i>"						
9	7	24	24	1.5	3/8	3/8	Chord	6/8	3	1	3/8	1/4	3/2	83							31		
9	7	45/2	45/2	1.0	0	0	Chord	6/8	4	1	1/4	1/4	1	84									
10	8	27	27	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	85							32		
10	8	55/2	55/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	86							32		
10	8	28	28	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	87									
10	8	51/2	51/2	0.0	0	0	StaffText	6/8	2	1	0						"<font size=""8.2""/><i>cresc.</i>"						
10	8	51/2	51/2	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	88							33		
10	8	26	26	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	89							33		
10	8	53/2	53/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	90									
10	8	27	27	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	91									
10	8	55/2	55/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	92									
10	8	28	28	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	93									
10	8	51/2	51/2	1.5	0	0	Chord	6/8	3	1	3/8	1/4	3/2	94									
10	8	27	27	1.0	3/8	3/8	Chord	6/8	3	1	1/4	1/4	1	95							34		
10	8	28	28	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	96									
10	8	51/2	51/2	0.0	0	0	StaffText	6/8	4	1	0						"<font size=""8.2""/><i>cresc.</i>"						
10	8	51/2	51/2	0.5	0	0	Chord	6/8	4	1	1/8	1/8	1	97							35		
10	8	26	26	0.5	1/8	1/8	Chord	6/8	4	1	1/8	1/8	1	98							35		
10	8	53/2	53/2	0.5	1/4	1/4	Chord	6/8	4	1	1/8	1/8	1	99									
11	9	30	30	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	100							36		
11	9	61/2	61/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	101							36		
11	9	31	31	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	102									
11	9	57/2	57/2	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	103									
11	9	29	29	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	104									
11	9	59/2	59/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	105									
11	9	57/2	57/2	1.0	0	0	Chord	6/8	3	1	1/4	1/4	1	106							37		
11	9	59/2	59/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	107							37		
11	9	30	30	1.0	3/8	3/8	Chord	6/8	3	1	1/4	1/4	1	108							37		
11	9	31	31	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	109							37		
11	9	57/2	57/2	0.5	0	0	Chord	6/8	4	1	1/8	1/8	1	110							38		
11	9	29	29	0.5	1/8	1/8	Chord	6/8	4	1	1/8	1/8	1	111							38		
11	9	59/2	59/2	0.5	1/4	1/4	Chord	6/8	4	1	1/8	1/8	1	112									
12	10	65/2	65/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	113									
12	10	33	33	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	114									
12	10	67/2	67/2	1.0	1/2	1/2	Chord	6/8	1	1	1/4	1/4	1	115									
12	10	63/2	63/2	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	116									
12	10	32	32	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	117									
12	10	65/2	65/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	118									
12	10	63/2	63/2	1.0	0	0	Chord	6/8	3	1	1/4	1/4	1	119							37		
12	10	65/2	65/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	120							37		
12	10	33	33	0.5	3/8	3/8	Chord	6/8	3	1	1/8	1/8	1	121							37		
12	10	67/2	67/2	0.5	1/2	1/2	Chord	6/8	3	1	1/8	1/8	1	122							37		
12	10	34	34	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	123									
12	10	63/2	63/2	0.5	0	0	Chord	6/8	4	1	1/8	1/8	1	124									
12	10	32	32	0.5	1/8	1/8	Chord	6/8	4	1	1/8	1/8	1	125									
12	10	65/2	65/2	0.5	1/4	1/4	Chord	6/8	4	1	1/8	1/8	1	126									
13	11	36	36	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	127							39		
13	11	37	37	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	128							39		
13	11	69/2	69/2	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	129							40		
13	11	35	35	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	130							40		
13	11	71/2	71/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	131									
13	11	69/2	69/2	1.0	0	0	Chord	6/8	3	1	1/4	1/4	1	132							41		
13	11	71/2	71/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	133									
13	11	36	36	1.0	3/8	3/8	Chord	6/8	3	1	1/4	1/4	1	134							42		
13	11	37	37	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	135									
13	11	69/2	69/2	0.5	0	0	Chord	6/8	4	1	1/8	1/8	1	136									
13	11	35	35	0.5	1/8	1/8	Chord	6/8	4	1	1/8	1/8	1	137									
13	11	71/2	71/2	0.5	1/4	1/4	Chord	6/8	4	1	1/8	1/8	1	138									
13	11	36	36	1.0	3/8	3/8	Chord	6/8	4	1	1/4	1/4	1	139							43		
13	11	37	37	0.5	5/8	5/8	Chord	6/8	4	1	1/8	1/8	1	140									
14	12	75/2	75/2	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	141							39		
14	12	77/2	77/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	142							39		
14	12	39	39	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	143							39		
14	12	40	40	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	144									
14	12	39	39	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	145									
14	12	79/2	79/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	146									
14	12	40	40	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	147									
14	12	75/2	75/2	0.5	0	0	Chord	6/8	3	1	1/8	1/8	1	148									
14	12	38	38	0.5	1/8	1/8	Chord	6/8	3	1	1/8	1/8	1	149									
14	12	77/2	77/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	150									
14	12	75/2	75/2	0.5	0	0	Chord	6/8	4	1	1/8	1/8	1	151									
14	12	38	38	0.5	1/8	1/8	Chord	6/8	4	1	1/8	1/8	1	152									
14	12	77/2	77/2	0.5	1/4	1/4	Chord	6/8	4	1	1/8	1/8	1	153									
15	13	81/2	81/2	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	154							44		
15	13	83/2	83/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	155							44		
15	13	42	42	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	156							44		
15	13	43	43	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	157							44		
15	13	42	42	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	158							45		
15	13	85/2	85/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	159							45		
15	13	43	43	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	160									
15	13	81/2	81/2	0.5	0	0	Chord	6/8	3	1	1/8	1/8	1	161									
15	13	41	41	0.5	1/8	1/8	Chord	6/8	3	1	1/8	1/8	1	162									
15	13	83/2	83/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	163									
15	13	81/2	81/2	0.5	0	0	Chord	6/8	4	1	1/8	1/8	1	164									
15	13	41	41	0.5	1/8	1/8	Chord	6/8	4	1	1/8	1/8	1	165									
15	13	83/2	83/2	0.5	1/4	1/4	Chord	6/8	4	1	1/8	1/8	1	166									
16	14	87/2	87/2	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	167							44		
16	14	89/2	89/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	168							44		
16	14	45	45	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	169							44		
16	14	91/2	91/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	170							44		
16	14	46	46	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	171									
16	14	45	45	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	172									
16	14	91/2	91/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	173									
16	14	46	46	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	174									
16	14	87/2	87/2	0.5	0	0	Chord	6/8	3	1	1/8	1/8	1	175									
16	14	44	44	0.5	1/8	1/8	Chord	6/8	3	1	1/8	1/8	1	176									
16	14	89/2	89/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	177									
16	14	87/2	87/2	0.5	0	0	Chord	6/8	4	1	1/8	1/8	1	178									
16	14	44	44	0.5	1/8	1/8	Chord	6/8	4	1	1/8	1/8	1	179									
16	14	89/2	89/2	0.5	1/4	1/4	Chord	6/8	4	1	1/8	1/8	1	180									
17	15	93/2	93/2	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	181							46		
17	15	95/2	95/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	182							46		
17	15	48	48	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	183							46		
17	15	49	49	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	184									
17	15	48	48	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	185									
17	15	97/2	97/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	186									
17	15	49	49	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	187									
17	15	93/2	93/2	0.5	0	0	Chord	6/8	3	1	1/8	1/8	1	188									
17	15	47	47	0.5	1/8	1/8	Chord	6/8	3	1	1/8	1/8	1	189									
17	15	95/2	95/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	190									
17	15	48	48	0.5	3/8	3/8	Chord	6/8	3	1	1/8	1/8	1	191									
17	15	97/2	97/2	0.5	1/2	1/2	Chord	6/8	3	1	1/8	1/8	1	192									
17	15	49	49	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	193									
17	15	93/2	93/2	0.5	0	0	Chord	6/8	4	1	1/8	1/8	1	194									
17	15	47	47	0.5	1/8	1/8	Chord	6/8	4	1	1/8	1/8	1	195									
17	15	95/2	95/2	0.5	1/4	1/4	Chord	6/8	4	1	1/8	1/8	1	196									
17	15	48	48	1.5	3/8	3/8	Chord	6/8	4	1	3/8	1/4	3/2	197							47		
18	16	99/2	99/2	0.0	0	0	Spanner	6/8	1	1	0											1	
18	16	99/2	99/2	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	198								1	
18	16	51	51	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	199							48	1	
18	16	52	52	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	200								1	
18	16	99/2	99/2	0.0	0	0	Spanner	6/8	2	1	0											2	
18	16	99/2	99/2	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	201								2	
18	16	50	50	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	202								2	
18	16	101/2	101/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	203								2	
18	16	51	51	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	204								2	
18	16	103/2	103/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	205								2	
18	16	52	52	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	206								2	
18	16	99/2	99/2	0.0	0	0	Spanner	6/8	3	1	0											3	
18	16	99/2	99/2	0.5	0	0	Chord	6/8	3	1	1/8	1/8	1	207								3	
18	16	50	50	0.5	1/8	1/8	Chord	6/8	3	1	1/8	1/8	1	208								3	
18	16	101/2	101/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	209								3	
18	16	51	51	0.5	3/8	3/8	Chord	6/8	3	1	1/8	1/8	1	210								3	
18	16	103/2	103/2	0.5	1/2	1/2	Chord	6/8	3	1	1/8	1/8	1	211								3	
18	16	52	52	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	212								3	
18	16	99/2	99/2	0.0	0	0	Spanner	6/8	4	1	0										47	4	
18	16	99/2	99/2	1.5	0	0	Chord	6/8	4	1	3/8	1/4	3/2	213							47	4	
18	16	51	51	1.5	3/8	3/8	Chord	6/8	4	1	3/8	1/4	3/2	214								4	
19	17	105/2	105/2	0.0	0	0	Dynamic	6/8	1	1	0				f								
19	17	105/2	105/2	0.0	0	0	Spanner	6/8	1	1	0												
19	17	105/2	105/2	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	215							49		
19	17	107/2	107/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	216							49		
19	17	54	54	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	217							49		
19	17	55	55	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	218									
19	17	105/2	105/2	0.0	0	0	Spanner	6/8	2	1	0												
19	17	105/2	105/2	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	219									
19	17	53	53	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	220									
19	17	107/2	107/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	221									
19	17	54	54	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	222									
19	17	109/2	109/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	223									
19	17	55	55	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	224									
19	17	105/2	105/2	0.0	0	0	Dynamic	6/8	3	1	0				f								
19	17	105/2	105/2	0.0	0	0	Dynamic	6/8	3	1	0				f								
19	17	105/2	105/2	0.0	0	0	Spanner	6/8	3	1	0												
19	17	105/2	105/2	0.5	0	0	Chord	6/8	3	1	1/8	1/8	1	225									
19	17	53	53	0.5	1/8	1/8	Chord	6/8	3	1	1/8	1/8	1	226									
19	17	107/2	107/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	227									
19	17	54	54	0.5	3/8	3/8	Chord	6/8	3	1	1/8	1/8	1	228									
19	17	109/2	109/2	0.5	1/2	1/2	Chord	6/8	3	1	1/8	1/8	1	229									
19	17	55	55	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	230									
19	17	105/2	105/2	0.0	0	0	Dynamic	6/8	4	1	0				f								
19	17	105/2	105/2	0.0	0	0	Spanner	6/8	4	1	0												
19	17	105/2	105/2	1.0	0	0	Chord	6/8	4	1	1/4	1/4	1	231		articStaccatoAbove							
19	17	54	54	1.0	3/8	3/8	Chord	6/8	4	1	1/4	1/4	1	232		articStaccatoAbove							
20	18	111/2	111/2	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	233							50		
20	18	113/2	113/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	234									
20	18	57	57	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	235							51		
20	18	58	58	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	236									
20	18	111/2	111/2	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	237									
20	18	56	56	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	238									
20	18	113/2	113/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	239									
20	18	57	57	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	240									
20	18	115/2	115/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	241									
20	18	58	58	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	242									
20	18	111/2	111/2	0.5	0	0	Chord	6/8	3	1	1/8	1/8	1	243									
20	18	56	56	0.5	1/8	1/8	Chord	6/8	3	1	1/8	1/8	1	244									
20	18	113/2	113/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	245									
20	18	57	57	0.5	3/8	3/8	Chord	6/8	3	1	1/8	1/8	1	246									
20	18	115/2	115/2	0.5	1/2	1/2	Chord	6/8	3	1	1/8	1/8	1	247									
20	18	58	58	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	248									
20	18	111/2	111/2	1.0	0	0	Chord	6/8	4	1	1/4	1/4	1	249		articStaccatoAbove							
20	18	57	57	1.0	3/8	3/8	Chord	6/8	4	1	1/4	1/4	1	250		articStaccatoBelow							
21	19	117/2	117/2	0.0	0	0	Dynamic	6/8	1	1	0				p								
21	19	117/2	117/2	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	251							52		
21	19	119/2	119/2	0.0	1/4	1/4	StaffText	6/8	1	1	0						"<font size=""8.2""/><i>cresc.</i>"				52		
21	19	119/2	119/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	252							52		
21	19	60	60	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	253							52		
21	19	61	61	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	254									
21	19	117/2	117/2	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	255									
21	19	59	59	0.0	1/8	1/8	StaffText	6/8	2	1	0						"<font size=""8.2""/><i>cresc.</i>"						
