mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin
101	99	599/2	599/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	1157									
101	99	300	300	0.5	3/8	3/8	Chord	6/8	3	1	1/8	1/8	1	1158									
101	99	601/2	601/2	0.5	1/2	1/2	Chord	6/8	3	1	1/8	1/8	1	1159									
101	99	301	301	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	1160									
101	99	597/2	597/2	1.0	0	0	Chord	6/8	4	1	1/4	1/4	1	1161									
102	100	603/2	603/2	0.0	0	0	Spanner	6/8	1	1	0										202	22	
102	100	603/2	603/2	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	1162							202	22	
102	100	303	303	1.5	3/8	3/8	Chord	6/8	1	1	3/8	1/4	3/2	1163							202	22	
102	100	603/2	603/2	0.0	0	0	Spanner	6/8	2	1	0											23	
102	100	603/2	603/2	1.5	0	0	Chord	6/8	2	1	3/8	1/4	3/2	1164								23	
102	100	303	303	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	1165							204	23	
102	100	304	304	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	1166								23	
102	100	603/2	603/2	0.0	0	0	Spanner	6/8	3	1	0											24	
102	100	603/2	603/2	0.5	0	0	Chord	6/8	3	1	1/8	1/8	1	1167								24	
102	100	302	302	0.5	1/8	1/8	Chord	6/8	3	1	1/8	1/8	1	1168								24	
102	100	605/2	605/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	1169								24	
102	100	303	303	0.5	3/8	3/8	Chord	6/8	3	1	1/8	1/8	1	1170								24	
102	100	607/2	607/2	0.5	1/2	1/2	Chord	6/8	3	1	1/8	1/8	1	1171								24	
102	100	304	304	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	1172								24	
103	101	609/2	609/2	0.0	0	0	Dynamic	6/8	1	1	0				f						202		
103	101	609/2	609/2	0.0	0	0	Spanner	6/8	1	1	0										202		
103	101	609/2	609/2	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	1173							202		
103	101	306	306	1.5	3/8	3/8	Chord	6/8	1	1	3/8	1/4	3/2	1174							202		
103	101	609/2	609/2	0.0	0	0	Dynamic	6/8	2	1	0				f								
103	101	609/2	609/2	0.0	0	0	Spanner	6/8	2	1	0												
103	101	609/2	609/2	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	1175							205		
103	101	611/2	611/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	1176							205		
103	101	306	306	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	1177							205		
103	101	307	307	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	1178									
103	101	609/2	609/2	0.0	0	0	Dynamic	6/8	3	1	0				f								
103	101	609/2	609/2	0.0	0	0	Spanner	6/8	3	1	0												
103	101	609/2	609/2	0.5	0	0	Chord	6/8	3	1	1/8	1/8	1	1179									
103	101	305	305	0.5	1/8	1/8	Chord	6/8	3	1	1/8	1/8	1	1180									
103	101	611/2	611/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	1181									
103	101	306	306	0.5	3/8	3/8	Chord	6/8	3	1	1/8	1/8	1	1182									
103	101	613/2	613/2	0.5	1/2	1/2	Chord	6/8	3	1	1/8	1/8	1	1183									
103	101	307	307	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	1184									
104	102	615/2	615/2	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	1185									
104	102	309	309	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	1186									
104	102	615/2	615/2	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	1187							206		
104	102	617/2	617/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	1188									
104	102	309	309	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	1189							207		
104	102	310	310	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	1190									
104	102	615/2	615/2	0.5	0	0	Chord	6/8	3	1	1/8	1/8	1	1191									
104	102	308	308	0.5	1/8	1/8	Chord	6/8	3	1	1/8	1/8	1	1192									
104	102	617/2	617/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	1193									
104	102	309	309	0.5	3/8	3/8	Chord	6/8	3	1	1/8	1/8	1	1194									
104	102	619/2	619/2	0.5	1/2	1/2	Chord	6/8	3	1	1/8	1/8	1	1195									
104	102	310	310	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	1196									
105	103	621/2	621/2	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	1197									
105	103	621/2	621/2	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	1198									
105	103	621/2	621/2	0.0	0	0	Dynamic	6/8	3	1	0				p								
105	103	621/2	621/2	0.5	0	0	Chord	6/8	3	1	1/8	1/8	1	1199									
105	103	311	311	0.5	1/8	1/8	Chord	6/8	3	1	1/8	1/8	1	1200									
105	103	623/2	623/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	1201									
105	103	312	312	0.0	3/8	3/8	StaffText	6/8	3	1	0						"<font size=""8.2""/><i>cresc.</i>"						
105	103	312	312	0.5	3/8	3/8	Chord	6/8	3	1	1/8	1/8	1	1202									
105	103	625/2	625/2	0.5	1/2	1/2	Chord	6/8	3	1	1/8	1/8	1	1203									
105	103	313	313	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	1204									
105	103	623/2	623/2	0.5	1/4	1/4	Chord	6/8	4	1	1/8	1/8	1	1205							208		
105	103	312	312	0.0	3/8	3/8	StaffText	6/8	4	1	0						"<font size=""8.2""/><i>cresc.</i>"				208		
105	103	312	312	1.0	3/8	3/8	Chord	6/8	4	1	1/4	1/4	1	1206							208		
105	103	313	313	0.5	5/8	5/8	Chord	6/8	4	1	1/8	1/8	1	1207									
106	104	629/2	629/2	0.0	1/4	1/4	Dynamic	6/8	2	1	0				p								
106	104	629/2	629/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	1208							209		
106	104	315	315	0.0	3/8	3/8	StaffText	6/8	2	1	0						"<font size=""8.2""/><i>cresc.</i>"				209		
106	104	315	315	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	1209							209		
106	104	316	316	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	1210									
106	104	627/2	627/2	0.5	0	0	Chord	6/8	3	1	1/8	1/8	1	1211									
106	104	314	314	0.5	1/8	1/8	Chord	6/8	3	1	1/8	1/8	1	1212									
106	104	629/2	629/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	1213									
106	104	315	315	0.5	3/8	3/8	Chord	6/8	3	1	1/8	1/8	1	1214									
106	104	631/2	631/2	0.5	1/2	1/2	Chord	6/8	3	1	1/8	1/8	1	1215									
106	104	316	316	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	1216									
106	104	627/2	627/2	0.0	0	0	Spanner	6/8	4	1	0											25	
106	104	627/2	627/2	1.5	0	0	Chord	6/8	4	1	3/8	1/4	3/2	1217								25	
106	104	315	315	1.0	3/8	3/8	Chord	6/8	4	1	1/4	1/4	1	1218							210	25	
106	104	316	316	0.5	5/8	5/8	Chord	6/8	4	1	1/8	1/8	1	1219								25	
107	105	633/2	633/2	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	1220									
107	105	633/2	633/2	0.0	0	0	Spanner	6/8	3	1	0											26	
107	105	633/2	633/2	0.5	0	0	Chord	6/8	3	1	1/8	1/8	1	1221								26	
107	105	317	317	0.5	1/8	1/8	Chord	6/8	3	1	1/8	1/8	1	1222								26	
107	105	635/2	635/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	1223								26	
107	105	318	318	0.5	3/8	3/8	Chord	6/8	3	1	1/8	1/8	1	1224								26	
107	105	637/2	637/2	0.5	1/2	1/2	Chord	6/8	3	1	1/8	1/8	1	1225								26	
107	105	319	319	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	1226								26	
107	105	633/2	633/2	0.0	0	0	Dynamic	6/8	4	1	0				f								
107	105	633/2	633/2	0.0	0	0	Spanner	6/8	4	1	0												
107	105	633/2	633/2	0.0	0	0	Spanner	6/8	4	1	0											27	
107	105	633/2	633/2	1.0	0	0	Chord	6/8	4	1	1/4	1/4	1	1227							211	27	
107	105	635/2	635/2	0.5	1/4	1/4	Chord	6/8	4	1	1/8	1/8	1	1228							211	27	
107	105	318	318	1.0	3/8	3/8	Chord	6/8	4	1	1/4	1/4	1	1229							211	27	
107	105	319	319	0.5	5/8	5/8	Chord	6/8	4	1	1/8	1/8	1	1230								27	
108	106	641/2	641/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	1231							212		
108	106	321	321	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	1232							212		
108	106	322	322	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	1233									
108	106	639/2	639/2	0.0	0	0	Dynamic	6/8	3	1	0				p								
108	106	639/2	639/2	0.0	0	0	Spanner	6/8	3	1	0												
108	106	639/2	639/2	0.5	0	0	Chord	6/8	3	1	1/8	1/8	1	1234									
108	106	320	320	0.5	1/8	1/8	Chord	6/8	3	1	1/8	1/8	1	1235									
108	106	641/2	641/2	0.0	1/4	1/4	Dynamic	6/8	3	1	0				p								
108	106	641/2	641/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	1236									
108	106	321	321	0.5	3/8	3/8	Chord	6/8	3	1	1/8	1/8	1	1237									
108	106	643/2	643/2	0.5	1/2	1/2	Chord	6/8	3	1	1/8	1/8	1	1238									
108	106	322	322	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	1239									
108	106	639/2	639/2	0.0	0	0	Dynamic	6/8	4	1	0				p								
108	106	639/2	639/2	0.0	0	0	Spanner	6/8	4	1	0												
108	106	639/2	639/2	1.0	0	0	Chord	6/8	4	1	1/4	1/4	1	1240							213		
108	106	641/2	641/2	0.5	1/4	1/4	Chord	6/8	4	1	1/8	1/8	1	1241									
108	106	321	321	1.0	3/8	3/8	Chord	6/8	4	1	1/4	1/4	1	1242							214		
108	106	322	322	0.5	5/8	5/8	Chord	6/8	4	1	1/8	1/8	1	1243									
109	107	647/2	647/2	0.0	1/4	1/4	StaffText	6/8	1	1	0						"<font size=""8.2""/><i>cresc.</i>"						
109	107	647/2	647/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	1244							215		
109	107	324	324	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	1245							215		
109	107	325	325	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	1246									
109	107	645/2	645/2	0.0	0	0	StaffText	6/8	2	1	0						"<font size=""8.2""/><i>cresc.</i>"						
109	107	645/2	645/2	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	1247									
109	107	323	323	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	1248									
109	107	647/2	647/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	1249									
109	107	324	324	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	1250									
109	107	649/2	649/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	1251									
109	107	325	325	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	1252									
109	107	645/2	645/2	0.0	0	0	StaffText	6/8	3	1	0						"<font size=""8.2""/><i>cresc.</i>"						
109	107	645/2	645/2	1.0	0	0	Chord	6/8	3	1	1/4	1/4	1	1253							216		
109	107	647/2	647/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	1254									
109	107	324	324	1.0	3/8	3/8	Chord	6/8	3	1	1/4	1/4	1	1255							217		
109	107	325	325	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	1256									
109	107	645/2	645/2	0.0	0	0	StaffText	6/8	4	1	0						"<font size=""8.2""/><i>cresc.</i>"						
109	107	645/2	645/2	1.0	0	0	Chord	6/8	4	1	1/4	1/4	1	1257							218		
109	107	647/2	647/2	0.5	1/4	1/4	Chord	6/8	4	1	1/8	1/8	1	1258									
109	107	324	324	1.0	3/8	3/8	Chord	6/8	4	1	1/4	1/4	1	1259							219		
109	107	325	325	0.5	5/8	5/8	Chord	6/8	4	1	1/8	1/8	1	1260									
110	108	653/2	653/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	1261							220		
110	108	327	327	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	1262							220		
110	108	328	328	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	1263									
110	108	651/2	651/2	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	1264									
110	108	326	326	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	1265									
110	108	653/2	653/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	1266									
110	108	327	327	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	1267							221		
110	108	328	328	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	1268									
110	108	651/2	651/2	1.0	0	0	Chord	6/8	3	1	1/4	1/4	1	1269							222		
110	108	653/2	653/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	1270									
110	108	327	327	1.0	3/8	3/8	Chord	6/8	3	1	1/4	1/4	1	1271							223		
110	108	328	328	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	1272									
110	108	651/2	651/2	1.0	0	0	Chord	6/8	4	1	1/4	1/4	1	1273							224		
110	108	653/2	653/2	0.5	1/4	1/4	Chord	6/8	4	1	1/8	1/8	1	1274									
110	108	327	327	1.0	3/8	3/8	Chord	6/8	4	1	1/4	1/4	1	1275							225		
110	108	328	328	0.5	5/8	5/8	Chord	6/8	4	1	1/8	1/8	1	1276									
111	109	659/2	659/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	1277							226		
111	109	330	330	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	1278							226		
111	109	331	331	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	1279									
111	109	657/2	657/2	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	1280							227		
111	109	659/2	659/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	1281									
111	109	330	330	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	1282							228		
111	109	331	331	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	1283									
111	109	657/2	657/2	1.0	0	0	Chord	6/8	3	1	1/4	1/4	1	1284							229		
111	109	659/2	659/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	1285									
111	109	330	330	1.0	3/8	3/8	Chord	6/8	3	1	1/4	1/4	1	1286							230		
111	109	331	331	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	1287									
111	109	657/2	657/2	1.0	0	0	Chord	6/8	4	1	1/4	1/4	1	1288							231		
111	109	659/2	659/2	0.5	1/4	1/4	Chord	6/8	4	1	1/8	1/8	1	1289									
111	109	330	330	1.0	3/8	3/8	Chord	6/8	4	1	1/4	1/4	1	1290							232		
111	109	331	331	0.5	5/8	5/8	Chord	6/8	4	1	1/8	1/8	1	1291									
112	110	663/2	663/2	0.0	0	0	Dynamic	6/8	1	1	0				f								
112	110	663/2	663/2	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	1292							233		
112	110	665/2	665/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	1293									
112	110	333	333	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	1294							234		
112	110	334	334	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	1295									
112	110	663/2	663/2	0.0	0	0	Dynamic	6/8	2	1	0				f								
112	110	663/2	663/2	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	1296							235		
112	110	665/2	665/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	1297									
112	110	333	333	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	1298							236		
112	110	334	334	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	1299									
112	110	663/2	663/2	0.0	0	0	Dynamic	6/8	3	1	0				f								
112	110	663/2	663/2	1.0	0	0	Chord	6/8	3	1	1/4	1/4	1	1300							237		
112	110	665/2	665/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	1301									
112	110	333	333	1.0	3/8	3/8	Chord	6/8	3	1	1/4	1/4	1	1302							238		
112	110	334	334	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	1303									
112	110	663/2	663/2	0.0	0	0	Dynamic	6/8	4	1	0				f								
112	110	663/2	663/2	1.0	0	0	Chord	6/8	4	1	1/4	1/4	1	1304							239		
112	110	665/2	665/2	0.5	1/4	1/4	Chord	6/8	4	1	1/8	1/8	1	1305									
112	110	333	333	1.0	3/8	3/8	Chord	6/8	4	1	1/4	1/4	1	1306							240		
112	110	334	334	0.5	5/8	5/8	Chord	6/8	4	1	1/8	1/8	1	1307									
113	111	669/2	669/2	0.0	0	0	Dynamic	6/8	1	1	0				p								
113	111	669/2	669/2	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	1308							241		
113	111	336	336	1.5	3/8	3/8	Chord	6/8	1	1	3/8	1/4	3/2	1309							241		
113	111	669/2	669/2	0.0	0	0	Dynamic	6/8	2	1	0				p								
113	111	669/2	669/2	3.0	0	0	Chord	6/8	2	1	3/4	1/2	3/2	1310									
113	111	669/2	669/2	0.0	0	0	Dynamic	6/8	3	1	0				p								
113	111	669/2	669/2	1.5	0	0	Chord	6/8	3	1	3/8	1/4	3/2	1311							242		
113	111	336	336	1.5	3/8	3/8	Chord	6/8	3	1	3/8	1/4	3/2	1312									
113	111	669/2	669/2	0.0	0	0	Dynamic	6/8	4	1	0				p								
113	111	669/2	669/2	1.0	0	0	Chord	6/8	4	1	1/4	1/4	1	1313							243		
113	111	671/2	671/2	0.5	1/4	1/4	Chord	6/8	4	1	1/8	1/8	1	1314									
113	111	336	336	1.5	3/8	3/8	Chord	6/8	4	1	3/8	1/4	3/2	1315									
114	112	675/2	675/2	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	1316							241		
114	112	339	339	1.5	3/8	3/8	Chord	6/8	1	1	3/8	1/4	3/2	1317									
114	112	675/2	675/2	3.0	0	0	Chord	6/8	2	1	3/4	1/2	3/2	1318									
114	112	675/2	675/2	3.0	0	0	Chord	6/8	3	1	3/4	1/2	3/2	1319									
114	112	675/2	675/2	3.0	0	0	Chord	6/8	4	1	3/4	1/2	3/2	1320									
115	113	681/2	681/2	0.0	0	0	Dynamic	6/8	1	1	0				p								
115	113	681/2	681/2	0.0	0	0	Spanner	6/8	1	1	0												6
115	113	681/2	681/2	3.0	0	0	Chord	6/8	1	1	3/4	1/2	3/2	1321							244		6
115	113	681/2	681/2	0.0	0	0	Dynamic	6/8	2	1	0				p								
115	113	681/2	681/2	0.0	0	0	Spanner	6/8	2	1	0												7
115	113	681/2	681/2	1.5	0	0	Chord	6/8	2	1	3/8	1/4	3/2	1322							245		7
115	113	342	342	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	1323							245		7
115	113	681/2	681/2	0.0	0	0	Dynamic	6/8	3	1	0				p								
115	113	681/2	681/2	0.0	0	0	Spanner	6/8	3	1	0												8
115	113	681/2	681/2	1.5	0	0	Chord	6/8	3	1	3/8	1/4	3/2	1324							246		8
115	113	342	342	1.5	3/8	3/8	Chord	6/8	3	1	3/8	1/4	3/2	1325							246		8
115	113	681/2	681/2	0.0	0	0	Dynamic	6/8	4	1	0				p								
115	113	681/2	681/2	0.0	0	0	Spanner	6/8	4	1	0												9
115	113	681/2	681/2	1.5	0	0	Chord	6/8	4	1	3/8	1/4	3/2	1326							247		9
115	113	342	342	1.5	3/8	3/8	Chord	6/8	4	1	3/8	1/4	3/2	1327							247		9
116	114	687/2	687/2	3.0	0	0	Chord	6/8	1	1	3/4	1/2	3/2	1328							248		6
116	114	687/2	687/2	1.5	0	0	Chord	6/8	2	1	3/8	1/4	3/2	1329							245		7
116	114	345	345	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	1330							245		7
116	114	687/2	687/2	1.5	0	0	Chord	6/8	3	1	3/8	1/4	3/2	1331							246		8
116	114	345	345	1.5	3/8	3/8	Chord	6/8	3	1	3/8	1/4	3/2	1332							246		8
116	114	687/2	687/2	1.5	0	0	Chord	6/8	4	1	3/8	1/4	3/2	1333							247		9
116	114	345	345	1.5	3/8	3/8	Chord	6/8	4	1	3/8	1/4	3/2	1334							247		9
117	115	693/2	693/2	3.0	0	0	Chord	6/8	1	1	3/4	1/2	3/2	1335							249		6
117	115	693/2	693/2	1.5	0	0	Chord	6/8	2	1	3/8	1/4	3/2	1336							245		7
117	115	348	348	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	1337							245		7
117	115	693/2	693/2	1.5	0	0	Chord	6/8	3	1	3/8	1/4	3/2	1338							246		8
117	115	348	348	1.5	3/8	3/8	Chord	6/8	3	1	3/8	1/4	3/2	1339							246		8
117	115	693/2	693/2	1.5	0	0	Chord	6/8	4	1	3/8	1/4	3/2	1340							247		9
117	115	348	348	1.5	3/8	3/8	Chord	6/8	4	1	3/8	1/4	3/2	1341							247		9
118	116	699/2	699/2	0.0	0	0	Spanner	6/8	1	1	0												
118	116	699/2	699/2	0.0	0	0	Spanner	6/8	1	1	0											28	
118	116	699/2	699/2	3.0	0	0	Chord	6/8	1	1	3/4	1/2	3/2	1342							250	28	
118	116	699/2	699/2	0.0	0	0	Spanner	6/8	2	1	0										245		
118	116	699/2	699/2	0.0	0	0	Spanner	6/8	2	1	0										245	29	
118	116	699/2	699/2	1.5	0	0	Chord	6/8	2	1	3/8	1/4	3/2	1343							245	29	
118	116	351	351	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	1344								29	
118	116	699/2	699/2	0.0	0	0	Spanner	6/8	3	1	0										246		
118	116	699/2	699/2	0.0	0	0	Spanner	6/8	3	1	0										246	30	
118	116	699/2	699/2	1.5	0	0	Chord	6/8	3	1	3/8	1/4	3/2	1345							246	30	
118	116	351	351	1.5	3/8	3/8	Chord	6/8	3	1	3/8	1/4	3/2	1346								30	
118	116	699/2	699/2	0.0	0	0	Spanner	6/8	4	1	0										247		
118	116	699/2	699/2	0.0	0	0	Spanner	6/8	4	1	0										247	31	
118	116	699/2	699/2	1.5	0	0	Chord	6/8	4	1	3/8	1/4	3/2	1347							247	31	
118	116	351	351	1.5	3/8	3/8	Chord	6/8	4	1	3/8	1/4	3/2	1348								31	
119	117	705/2	705/2	0.0	0	0	Dynamic	6/8	1	1	0				p								
119	117	705/2	705/2	0.0	0	0	Spanner	6/8	1	1	0												
119	117	705/2	705/2	0.0	0	0	Spanner	6/8	1	1	0												10
119	117	705/2	705/2	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	1349							251		10
119	117	354	354	1.5	3/8	3/8	Chord	6/8	1	1	3/8	1/4	3/2	1350							251		10
119	117	705/2	705/2	0.0	0	0	Dynamic	6/8	2	1	0				p								
119	117	705/2	705/2	0.0	0	0	Spanner	6/8	2	1	0												
119	117	705/2	705/2	0.0	0	0	Spanner	6/8	2	1	0												11
119	117	705/2	705/2	1.5	0	0	Chord	6/8	2	1	3/8	1/4	3/2	1351									11
119	117	354	354	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	1352									11
119	117	705/2	705/2	0.0	0	0	Dynamic	6/8	3	1	0				p								
119	117	705/2	705/2	0.0	0	0	Spanner	6/8	3	1	0												
119	117	705/2	705/2	0.0	0	0	Spanner	6/8	3	1	0												12
119	117	705/2	705/2	1.5	0	0	Chord	6/8	3	1	3/8	1/4	3/2	1353									12
119	117	705/2	705/2	0.0	0	0	Dynamic	6/8	4	1	0				p								
119	117	705/2	705/2	0.0	0	0	Spanner	6/8	4	1	0												
119	117	705/2	705/2	0.0	0	0	Spanner	6/8	4	1	0												13
119	117	705/2	705/2	1.5	0	0	Chord	6/8	4	1	3/8	1/4	3/2	1354							252		13
119	117	354	354	1.5	3/8	3/8	Chord	6/8	4	1	3/8	1/4	3/2	1355							252		13
120	118	711/2	711/2	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	1356							251		10
120	118	357	357	1.5	3/8	3/8	Chord	6/8	1	1	3/8	1/4	3/2	1357							251		10
120	118	711/2	711/2	1.5	0	0	Chord	6/8	2	1	3/8	1/4	3/2	1358									11
120	118	357	357	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	1359									11
120	118	711/2	711/2	1.5	0	0	Chord	6/8	4	1	3/8	1/4	3/2	1360							252		13
120	118	357	357	1.5	3/8	3/8	Chord	6/8	4	1	3/8	1/4	3/2	1361							252		13
121	119	717/2	717/2	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	1362							251		10
121	119	360	360	1.5	3/8	3/8	Chord	6/8	1	1	3/8	1/4	3/2	1363							251		10
121	119	717/2	717/2	1.5	0	0	Chord	6/8	2	1	3/8	1/4	3/2	1364									11
121	119	360	360	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	1365									11
121	119	360	360	1.5	3/8	3/8	Chord	6/8	3	1	3/8	1/4	3/2	1366									12
121	119	717/2	717/2	1.5	0	0	Chord	6/8	4	1	3/8	1/4	3/2	1367									13
121	119	360	360	1.5	3/8	3/8	Chord	6/8	4	1	3/8	1/4	3/2	1368							253		13
122	120	723/2	723/2	0.0	0	0	Spanner	6/8	1	1	0										251		
122	120	723/2	723/2	0.0	0	0	Spanner	6/8	1	1	0										251	32	
122	120	723/2	723/2	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	1369							251	32	
122	120	363	363	1.5	3/8	3/8	Chord	6/8	1	1	3/8	1/4	3/2	1370								32	
122	120	723/2	723/2	0.0	0	0	Spanner	6/8	2	1	0												
122	120	723/2	723/2	0.0	0	0	Spanner	6/8	2	1	0											33	
122	120	723/2	723/2	1.5	0	0	Chord	6/8	2	1	3/8	1/4	3/2	1371								33	
122	120	363	363	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	1372								33	
122	120	723/2	723/2	0.0	0	0	Spanner	6/8	3	1	0												
122	120	723/2	723/2	0.0	0	0	Spanner	6/8	3	1	0											34	
122	120	723/2	723/2	1.5	0	0	Chord	6/8	3	1	3/8	1/4	3/2	1373							254	34	
122	120	363	363	1.5	3/8	3/8	Chord	6/8	3	1	3/8	1/4	3/2	1374								34	
122	120	723/2	723/2	0.0	0	0	Spanner	6/8	4	1	0										253		
122	120	723/2	723/2	0.0	0	0	Spanner	6/8	4	1	0										253	35	
122	120	723/2	723/2	1.5	0	0	Chord	6/8	4	1	3/8	1/4	3/2	1375							253	35	
122	120	363	363	1.5	3/8	3/8	Chord	6/8	4	1	3/8	1/4	3/2	1376								35	
123	121	729/2	729/2	0.0	0	0	StaffText	6/8	1	1	0						"<font size=""8.2""/><i>dim.</i>"						
123	121	729/2	729/2	0.0	0	0	Spanner	6/8	1	1	0												
123	121	729/2	729/2	3.0	0	0	Chord	6/8	1	1	3/4	1/2	3/2	1377									
123	121	729/2	729/2	0.0	0	0	StaffText	6/8	2	1	0						"<font size=""8.2""/><i>dim.</i>"						
