mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin
24	21	81	81	0.0		0	0	Spanner	2/2	3	1	0															2	
24	21	81	81	2.0		0	0	Chord	2/2	3	1	1/2		1/2	1	240										26	2	
24	21	83	83	2.0		1/2	1/2	Chord	2/2	3	1	1/2		1/2	1	241										26	2	
24	21	81	81	0.0		0	0	Spanner	2/2	4	1	0															3	
24	21	81	81	2.0		0	0	Chord	2/2	4	1	1/2		1/2	1	242										27	3	
24	21	83	83	2.0		1/2	1/2	Chord	2/2	4	1	1/2		1/2	1	243										27	3	
25	22	85	85	0.0		0	0	Spanner	2/2	1	1	0														24		
25	22	85	85	0.0		0	0	Spanner	2/2	1	1	0														24		0
25	22	85	85	2.0		0	0	Chord	2/2	1	1	1/2		1/2	1	244										24		0
25	22	87	87	2.0		1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	245												0
25	22	85	85	0.0		0	0	Spanner	2/2	2	1	0														25		
25	22	85	85	0.0		0	0	Spanner	2/2	2	1	0														25		1
25	22	85	85	2.0		0	0	Chord	2/2	2	1	1/2		1/2	1	246										25		1
25	22	87	87	2.0		1/2	1/2	Chord	2/2	2	1	1/2		1/2	1	247												1
25	22	85	85	0.0		0	0	Spanner	2/2	3	1	0														26		
25	22	85	85	0.0		0	0	Spanner	2/2	3	1	0														26		2
25	22	85	85	2.0		0	0	Chord	2/2	3	1	1/2		1/2	1	248										26		2
25	22	87	87	2.0		1/2	1/2	Chord	2/2	3	1	1/2		1/2	1	249												2
25	22	85	85	0.0		0	0	Spanner	2/2	4	1	0														27		
25	22	85	85	0.0		0	0	Spanner	2/2	4	1	0														27		3
25	22	85	85	2.0		0	0	Chord	2/2	4	1	1/2		1/2	1	250										27		3
25	22	87	87	2.0		1/2	1/2	Chord	2/2	4	1	1/2		1/2	1	251												3
26	23	89	89	0.0		0	0	Spanner	2/2	1	1	0																
26	23	89	89	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	252										28		
26	23	90	90	1.0		1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	253										28		
26	23	91	91	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	254										28		
26	23	92	92	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	255												
26	23	89	89	0.0		0	0	Spanner	2/2	2	1	0																
26	23	89	89	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	256										29		
26	23	90	90	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	257										29		
26	23	91	91	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	258										29		
26	23	92	92	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	259												
26	23	89	89	0.0		0	0	Spanner	2/2	3	1	0																
26	23	89	89	1.0		0	0	Chord	2/2	3	1	1/4		1/4	1	260												
26	23	90	90	1.0		1/4	1/4	Chord	2/2	3	1	1/4		1/4	1	261										30		
26	23	91	91	1.0		1/2	1/2	Chord	2/2	3	1	1/4		1/4	1	262										30		
26	23	92	92	1.0		3/4	3/4	Chord	2/2	3	1	1/4		1/4	1	263												
26	23	89	89	0.0		0	0	Spanner	2/2	4	1	0																
26	23	89	89	2.0		0	0	Chord	2/2	4	1	1/2		1/2	1	264										31		
26	23	91	91	2.0		1/2	1/2	Chord	2/2	4	1	1/2		1/2	1	265												
27	24	93	93	2.0		0	0	Chord	2/2	1	1	1/2		1/2	1	266										32		
27	24	95	95	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	267												
27	24	93	93	2.0		0	0	Chord	2/2	2	1	1/2		1/2	1	268										33		
27	24	95	95	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	269												
27	24	93	93	2.0		0	0	Chord	2/2	3	1	1/2		1/2	1	270										34		
27	24	95	95	1.0		1/2	1/2	Chord	2/2	3	1	1/4		1/4	1	271												
27	24	93	93	3.0		0	0	Chord	2/2	4	1	3/4		1/2	3/2	272												
28	24	96	96	1.0		0	3/4	Chord	2/2	2	1	1/4		1/4	1	273												
29	25	97	97	0.0		0	0	Spanner	2/2	2	1	0															4	
29	25	97	97	2.0		0	0	Chord	2/2	2	1	1/2		1/2	1	274										35	4	
29	25	99	99	2.0		1/2	1/2	Chord	2/2	2	1	1/2		1/2	1	275										35	4	
29	25	97	97	1.0		0	0	Chord	2/2	4	1	1/4		1/4	1	276										36		
29	25	98	98	1.0		1/4	1/4	Chord	2/2	4	1	1/4		1/4	1	277										36		
29	25	99	99	1.0		1/2	1/2	Chord	2/2	4	1	1/4		1/4	1	278										36		
29	25	100	100	1.0		3/4	3/4	Chord	2/2	4	1	1/4		1/4	1	279												
30	26	101	101	2.0		0	0	Chord	2/2	2	1	1/2		1/2	1	280										35	4	
30	26	103	103	2.0		1/2	1/2	Chord	2/2	2	1	1/2		1/2	1	281											4	
30	26	101	101	1.0		0	0	Chord	2/2	3	1	1/4		1/4	1	282										37		
30	26	102	102	1.0		1/4	1/4	Chord	2/2	3	1	1/4		1/4	1	283										37		
30	26	103	103	1.0		1/2	1/2	Chord	2/2	3	1	1/4		1/4	1	284										37		
30	26	104	104	1.0		3/4	3/4	Chord	2/2	3	1	1/4		1/4	1	285												
30	26	101	101	1.0		0	0	Chord	2/2	4	1	1/4		1/4	1	286												
31	27	105	105	0.0		0	0	Spanner	2/2	2	1	0																
31	27	105	105	0.0		0	0	Spanner	2/2	2	1	0																4
31	27	105	105	2.0		0	0	Chord	2/2	2	1	1/2		1/2	1	287										38		4
31	27	107	107	2.0		1/2	1/2	Chord	2/2	2	1	1/2		1/2	1	288										38		4
31	27	105	105	1.0		0	0	Chord	2/2	3	1	1/4		1/4	1	289												
31	27	105	105	1.0		0	0	Chord	2/2	4	1	1/4		1/4	1	290										39		
31	27	106	106	1.0		1/4	1/4	Chord	2/2	4	1	1/4		1/4	1	291										39		
31	27	107	107	1.0		1/2	1/2	Chord	2/2	4	1	1/4		1/4	1	292										39		
31	27	108	108	1.0		3/4	3/4	Chord	2/2	4	1	1/4		1/4	1	293												
32	28	109	109	2.0		0	0	Chord	2/2	2	1	1/2		1/2	1	294										38		4
32	28	111	111	2.0		1/2	1/2	Chord	2/2	2	1	1/2		1/2	1	295												4
32	28	109	109	1.0		0	0	Chord	2/2	3	1	1/4		1/4	1	296										40		
32	28	110	110	1.0		1/4	1/4	Chord	2/2	3	1	1/4		1/4	1	297										40		
32	28	111	111	1.0		1/2	1/2	Chord	2/2	3	1	1/4		1/4	1	298										40		
32	28	112	112	1.0		3/4	3/4	Chord	2/2	3	1	1/4		1/4	1	299												
32	28	109	109	1.0		0	0	Chord	2/2	4	1	1/4		1/4	1	300												
33	29	113	113	2.0		0	0	Chord	2/2	1	1	1/2		1/2	1	301										41		
33	29	115	115	2.0		1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	302										41		
33	29	113	113	0.0		0	0	Spanner	2/2	2	1	0																
33	29	113	113	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	303										42		
33	29	114	114	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	304										42		
33	29	115	115	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	305										42		
33	29	116	116	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	306												
33	29	113	113	2.0		0	0	Chord	2/2	3	1	1/2		1/2	1	307										43		
33	29	115	115	2.0		1/2	1/2	Chord	2/2	3	1	1/2		1/2	1	308										43		
33	29	113	113	4.0		0	0	Chord	2/2	4	1	1		1	1	309												
34	30	117	117	2.0		0	0	Chord	2/2	1	1	1/2		1/2	1	310										41		
34	30	119	119	2.0		1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	311												
34	30	117	117	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	312										44		
34	30	118	118	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	313										44		
34	30	119	119	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	314										44		
34	30	120	120	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	315												
34	30	117	117	2.0		0	0	Chord	2/2	3	1	1/2		1/2	1	316										43		
34	30	119	119	2.0		1/2	1/2	Chord	2/2	3	1	1/2		1/2	1	317												
34	30	117	117	4.0		0	0	Chord	2/2	4	1	1		1	1	318												
35	31	121	121	0.0		0	0	StaffText	2/2	1	1	0								cresc.								
35	31	121	121	2.0		0	0	Chord	2/2	1	1	1/2		1/2	1	319										45		
35	31	123	123	2.0		1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	320												
35	31	121	121	0.0		0	0	StaffText	2/2	2	1	0								cresc.								
35	31	121	121	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	321												
35	31	122	122	2.0		1/4	1/4	Chord	2/2	2	1	1/2		1/2	1	322												
35	31	124	124	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	323												
35	31	121	121	0.0		0	0	StaffText	2/2	3	1	0								cresc.								
35	31	121	121	2.0		0	0	Chord	2/2	3	1	1/2		1/2	1	324										46		
35	31	123	123	2.0		1/2	1/2	Chord	2/2	3	1	1/2		1/2	1	325										46		
35	31	121	121	0.0		0	0	StaffText	2/2	4	1	0								cresc.								
35	31	121	121	2.0		0	0	Chord	2/2	4	1	1/2		1/2	1	326										47		
35	31	123	123	2.0		1/2	1/2	Chord	2/2	4	1	1/2		1/2	1	327										47		
36	32	125	125	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	328										48		
36	32	126	126	1.0		1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	329										48		
36	32	127	127	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	330										48		
36	32	128	128	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	331												
36	32	125	125	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	332												
36	32	126	126	2.0		1/4	1/4	Chord	2/2	2	1	1/2		1/2	1	333												
36	32	128	128	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	334												
36	32	125	125	2.0		0	0	Chord	2/2	3	1	1/2		1/2	1	335										46		
36	32	127	127	2.0		1/2	1/2	Chord	2/2	3	1	1/2		1/2	1	336												
36	32	125	125	2.0		0	0	Chord	2/2	4	1	1/2		1/2	1	337										47		
36	32	127	127	2.0		1/2	1/2	Chord	2/2	4	1	1/2		1/2	1	338												
37	33	129	129	0.0		0	0	Dynamic	2/2	1	1	0						p										
37	33	129	129	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	339										49		
37	33	130	130	1.0		1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	340												
37	33	131	131	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	341												
37	33	132	132	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	342												
37	33	129	129	0.0		0	0	Dynamic	2/2	2	1	0						p										
37	33	129	129	2.0		0	0	Chord	2/2	2	1	1/2		1/2	1	343										50		
37	33	131	131	2.0		1/2	1/2	Chord	2/2	2	1	1/2		1/2	1	344												
37	33	129	129	0.0		0	0	Dynamic	2/2	3	1	0						p										
37	33	129	129	4.0		0	0	Chord	2/2	3	1	1		1	1	345										51		
37	33	129	129	0.0		0	0	Dynamic	2/2	4	1	0						p										
37	33	129	129	4.0		0	0	Chord	2/2	4	1	1		1	1	346										52		
38	34	133	133	4.0		0	0	Chord	2/2	1	1	1		1	1	347												
38	34	133	133	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	348										53		
38	34	134	134	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	349										53		
38	34	135	135	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	350										53		
38	34	136	136	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	351										53		
38	34	133	133	4.0		0	0	Chord	2/2	3	1	1		1	1	352												
38	34	133	133	4.0		0	0	Chord	2/2	4	1	1		1	1	353												
39	35	137	137	2.0		0	0	Chord	2/2	1	1	1/2		1/2	1	354												
39	35	139	139	2.0		1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	355										54		
39	35	137	137	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	356										53		
39	35	138	138	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	357										53		
39	35	139	139	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	358										53		
39	35	140	140	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	359												
39	35	137	137	2.0		0	0	Chord	2/2	3	1	1/2		1/2	1	360										55		
39	35	139	139	2.0		1/2	1/2	Chord	2/2	3	1	1/2		1/2	1	361										55		
39	35	137	137	2.0		0	0	Chord	2/2	4	1	1/2		1/2	1	362										56		
39	35	139	139	2.0		1/2	1/2	Chord	2/2	4	1	1/2		1/2	1	363										56		
40	36	141	141	2.0		0	0	Chord	2/2	1	1	1/2		1/2	1	364										54		
40	36	143	143	2.0		1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	365												
40	36	141	141	3.0		0	0	Chord	2/2	2	1	3/4		1/2	3/2	366										57		
40	36	144	144	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	367												
40	36	141	141	2.0		0	0	Chord	2/2	3	1	1/2		1/2	1	368										55		
40	36	143	143	2.0		1/2	1/2	Chord	2/2	3	1	1/2		1/2	1	369												
40	36	141	141	2.0		0	0	Chord	2/2	4	1	1/2		1/2	1	370										56		
40	36	143	143	2.0		1/2	1/2	Chord	2/2	4	1	1/2		1/2	1	371												
41	37	145	145	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	372										58		
41	37	146	146	1.0		1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	373										58		
41	37	147	147	2.0		1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	374												
41	37	145	145	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	375										59		
41	37	146	146	2.0		1/4	1/4	Chord	2/2	2	1	1/2		1/2	1	376										59		
41	37	148	148	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	377												
41	37	145	145	1.0		0	0	Chord	2/2	3	1	1/4		1/4	1	378										60		
41	37	146	146	1.0		1/4	1/4	Chord	2/2	3	1	1/4		1/4	1	379										60		
41	37	147	147	1.0		1/2	1/2	Chord	2/2	3	1	1/4		1/4	1	380										60		
41	37	148	148	1.0		3/4	3/4	Chord	2/2	3	1	1/4		1/4	1	381												
41	37	145	145	2.0		0	0	Chord	2/2	4	1	1/2		1/2	1	382												
41	37	147	147	2.0		1/2	1/2	Chord	2/2	4	1	1/2		1/2	1	383												
42	38	149	149	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	384										61		
42	38	150	150	1.0		1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	385										61		
42	38	151	151	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	386										61		
42	38	152	152	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	387												
42	38	149	149	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	388										62		
42	38	150	150	2.0		1/4	1/4	Chord	2/2	2	1	1/2		1/2	1	389										62		
42	38	152	152	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	390												
42	38	149	149	1.0		0	0	Chord	2/2	3	1	1/4		1/4	1	391										63		
42	38	150	150	1.0		1/4	1/4	Chord	2/2	3	1	1/4		1/4	1	392										63		
42	38	151	151	1.0		1/2	1/2	Chord	2/2	3	1	1/4		1/4	1	393										63		
42	38	152	152	1.0		3/4	3/4	Chord	2/2	3	1	1/4		1/4	1	394												
42	38	149	149	2.0		0	0	Chord	2/2	4	1	1/2		1/2	1	395										64		
42	38	151	151	1.0		1/2	1/2	Chord	2/2	4	1	1/4		1/4	1	396												
42	38	152	152	1.0		3/4	3/4	Chord	2/2	4	1	1/4		1/4	1	397												
43	39	153	153	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	398										65		
43	39	154	154	1.0		1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	399										65		
43	39	155	155	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	400										65		
43	39	156	156	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	401												
43	39	153	153	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	402										66		
43	39	154	154	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	403										66		
43	39	155	155	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	404												
43	39	156	156	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	405												
43	39	153	153	1.0		0	0	Chord	2/2	3	1	1/4		1/4	1	406												
43	39	154	154	1.0		1/4	1/4	Chord	2/2	3	1	1/4		1/4	1	407										67		
43	39	155	155	1.0		1/2	1/2	Chord	2/2	3	1	1/4		1/4	1	408										67		
43	39	156	156	1.0		3/4	3/4	Chord	2/2	3	1	1/4		1/4	1	409												
43	39	153	153	2.0		0	0	Chord	2/2	4	1	1/2		1/2	1	410										68		
43	39	155	155	2.0		1/2	1/2	Chord	2/2	4	1	1/2		1/2	1	411												
44	40		157	2.0	1	0	0	Chord	2/2	1	1	1/2		1/2	1	412	VI(42)									69		
44	40		159	1.0	1	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	413												
44	40		157	2.0	1	0	0	Chord	2/2	2	1	1/2		1/2	1	414										70		
44	40		159	1.0	1	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	415												
44	40		157	1.0	1	0	0	Chord	2/2	3	1	1/4		1/4	1	416										71		
44	40		158	1.0	1	1/4	1/4	Chord	2/2	3	1	1/4		1/4	1	417										71		
44	40		159	1.0	1	1/2	1/2	Chord	2/2	3	1	1/4		1/4	1	418												
44	40		157	3.0	1	0	0	Chord	2/2	4	1	3/4		1/2	3/2	419												
45	40	157	160	1.0	2	0	0	Chord	2/2	1	1	1/4		1/4	1	420												
45	40	160	163	0.0	2	3/4	3/4	Dynamic	2/2	1	1	0						p										
45	40	160	163	0.5	2	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	421										72		
45	40	321/2	327/2	0.5	2	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	422												
45	40	157	160	1.0	2	0	0	Chord	2/2	2	1	1/4		1/4	1	423												
45	40	157	160	1.0	2	0	0	Chord	2/2	3	1	1/4		1/4	1	424			articStaccatoBelow									
45	40	158	161	0.0	2	1/4	1/4	StaffText	2/2	3	1	0								cresc.								
45	40	158	161	1.0	2	1/4	1/4	Chord	2/2	3	1	1/4		1/4	1	425			articStaccatoBelow									
45	40	159	162	1.0	2	1/2	1/2	Chord	2/2	3	1	1/4		1/4	1	426			articStaccatoBelow									
45	40	160	163	1.0	2	3/4	3/4	Chord	2/2	3	1	1/4		1/4	1	427			articStaccatoBelow									
45	40	157	160	1.0	2	0	0	Chord	2/2	4	1	1/4		1/4	1	428			articStaccatoBelow									
45	40	158	161	0.0	2	1/4	1/4	StaffText	2/2	4	1	0								cresc								
45	40	158	161	1.0	2	1/4	1/4	Chord	2/2	4	1	1/4		1/4	1	429			articStaccatoBelow									
45	40	159	162	1.0	2	1/2	1/2	Chord	2/2	4	1	1/4		1/4	1	430			articStaccatoBelow									
45	40	160	163	1.0	2	3/4	3/4	Chord	2/2	4	1	1/4		1/4	1	431			articStaccatoBelow									
46	41	161	164	0.0		0	0	Dynamic	2/2	1	1	0						p										
46	41	161	164	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	432										73		
46	41	323/2	329/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	433												
46	41	162	165	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	434			articStaccatoAbove									
46	41	325/2	331/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	435			articStaccatoAbove									
46	41	163	166	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	436										74		
46	41	327/2	333/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	437												
46	41	164	167	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	438			articStaccatoAbove									
46	41	329/2	335/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	439			articStaccatoAbove									
46	41	161	164	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	440												
46	41	163	166	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	441												
46	41	161	164	0.0		0	0	Dynamic	2/2	3	1	0						p										
46	41	161	164	0.0		0	0	Dynamic	2/2	3	1	0						p										
46	41	161	164	1.0		0	0	Chord	2/2	3	1	1/4		1/4	1	442												
46	41	163	166	1.0		1/2	1/2	Chord	2/2	3	1	1/4		1/4	1	443												
46	41	161	164	1.0		0	0	Chord	2/2	4	1	1/4		1/4	1	444												
46	41	163	166	1.0		1/2	1/2	Chord	2/2	4	1	1/4		1/4	1	445												
47	42	165	168	0.0		0	0	Chord	2/2	1	1	0	acciaccatura	1/8	1	446			articStaccatoBelow									
47	42	165	168	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	447			articStaccatoAbove									
47	42	331/2	337/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	448			articStaccatoAbove									
47	42	166	169	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	449			articStaccatoAbove									
47	42	333/2	339/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	450			articStaccatoAbove									
47	42	167	170	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	451			articStaccatoAbove									
47	42	335/2	341/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	452			articStaccatoAbove									
47	42	168	171	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	453			articStaccatoAbove									
47	42	337/2	343/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	454			articStaccatoAbove									
47	42	165	168	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	455												
47	42	168	171	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	456			articStaccatoAbove									
47	42	165	168	1.0		0	0	Chord	2/2	3	1	1/4		1/4	1	457												
47	42	168	171	1.0		3/4	3/4	Chord	2/2	3	1	1/4		1/4	1	458			articStaccatoBelow									
47	42	165	168	1.0		0	0	Chord	2/2	4	1	1/4		1/4	1	459												
47	42	168	171	1.0		3/4	3/4	Chord	2/2	4	1	1/4		1/4	1	460			articStaccatoBelow									
48	43	169	172	0.0		0	0	StaffText	2/2	1	1	0								cresc.								
48	43	169	172	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	461			articStaccatoAbove									
48	43	170	173	1.0		1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	462			articStaccatoAbove									
48	43	171	174	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	463			articStaccatoAbove									
48	43	172	175	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	464			articStaccatoAbove									
48	43	169	172	0.0		0	0	StaffText	2/2	2	1	0								cresc.								
48	43	169	172	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	465			articStaccatoAbove									
48	43	170	173	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	466			articStaccatoAbove									
48	43	171	174	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	467			articStaccatoAbove									
48	43	172	175	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	468			articStaccatoAbove									
48	43	169	172	0.0		0	0	StaffText	2/2	3	1	0								cresc.								
48	43	169	172	1.0		0	0	Chord	2/2	3	1	1/4		1/4	1	469			articStaccatoAbove									
48	43	170	173	1.0		1/4	1/4	Chord	2/2	3	1	1/4		1/4	1	470			articStaccatoBelow									
48	43	171	174	1.0		1/2	1/2	Chord	2/2	3	1	1/4		1/4	1	471			articStaccatoBelow									
48	43	172	175	1.0		3/4	3/4	Chord	2/2	3	1	1/4		1/4	1	472			articStaccatoBelow									
48	43	169	172	1.0		0	0	Chord	2/2	4	1	1/4		1/4	1	473			articStaccatoBelow									
48	43	170	173	1.0		1/4	1/4	Chord	2/2	4	1	1/4		1/4	1	474			articStaccatoBelow									
48	43	171	174	1.0		1/2	1/2	Chord	2/2	4	1	1/4		1/4	1	475			articStaccatoBelow									
48	43	172	175	1.0		3/4	3/4	Chord	2/2	4	1	1/4		1/4	1	476			articStaccatoBelow									
49	44	173	176	0.0		0	0	Dynamic	2/2	1	1	0						f										
49	44	173	176	3.0		0	0	Chord	2/2	1	1	3/4		1/2	3/2	477												
49	44	176	179	0.0		3/4	3/4	Dynamic	2/2	1	1	0						p										
49	44	176	179	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	478										75		
49	44	353/2	359/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	479												
49	44	173	176	0.0		0	0	Dynamic	2/2	2	1	0						f										
49	44	173	176	3.0		0	0	Chord	2/2	2	1	3/4		1/2	3/2	480												
49	44	173	176	0.0		0	0	Dynamic	2/2	3	1	0						f										
49	44	173	176	3.0		0	0	Chord	2/2	3	1	3/4		1/2	3/2	481												
49	44	173	176	0.0		0	0	Dynamic	2/2	4	1	0						f										
49	44	173	176	3.0		0	0	Chord	2/2	4	1	3/4		1/2	3/2	482												
50	45	177	180	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	483										76		
50	45	355/2	361/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	484												
50	45	178	181	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	485			articStaccatoAbove									
50	45	357/2	363/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	486			articStaccatoAbove									
50	45	179	182	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	487										77		
50	45	359/2	365/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	488												
50	45	180	183	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	489			articStaccatoAbove									
50	45	361/2	367/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	490			articStaccatoAbove									
50	45	177	180	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	491												
50	45	179	182	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	492												
50	45	177	180	0.0		0	0	Dynamic	2/2	3	1	0						p										
50	45	177	180	0.0		0	0	Dynamic	2/2	3	1	0						p										
50	45	177	180	1.0		0	0	Chord	2/2	3	1	1/4		1/4	1	493												
50	45	179	182	1.0		1/2	1/2	Chord	2/2	3	1	1/4		1/4	1	494												
50	45	177	180	0.0		0	0	Dynamic	2/2	4	1	0						p										
50	45	177	180	1.0		0	0	Chord	2/2	4	1	1/4		1/4	1	495												
50	45	179	182	1.0		1/2	1/2	Chord	2/2	4	1	1/4		1/4	1	496												
51	46	181	184	0.0		0	0	Chord	2/2	1	1	0	acciaccatura	1/8	1	497			articStaccatoBelow									
51	46	181	184	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	498			articStaccatoAbove									
51	46	363/2	369/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	499			articStaccatoAbove									
51	46	182	185	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	500			articStaccatoAbove									
51	46	365/2	371/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	501			articStaccatoAbove									
51	46	183	186	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	502			articStaccatoAbove									
