mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin
4	3	7	7	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	30							7		
4	3	8	8	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	31									
4	3	9	9	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	32									
4	3	7	7	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	33							8		
4	3	8	8	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	34									
4	3	7	7	0.5	0	0	Chord	3/4	3	1	1/8		1/8	1	35									
4	3	15/2	15/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	36									
4	3	8	8	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	37									
4	3	7	7	1.5	0	0	Chord	3/4	4	1	3/8		1/4	3/2	38									
5	4	10	10	0.0	0	0	StaffText	3/4	1	1	0							<b><i>cresc.</i></b>						
5	4	10	10	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	39							9		
5	4	23/2	23/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	40							9		
5	4	12	12	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	41							9		
5	4	25/2	25/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	42									
5	4	10	10	0.0	0	0	StaffText	3/4	2	1	0							<b><i>cresc.</i></b>						
5	4	10	10	1.5	0	0	Chord	3/4	2	1	3/8		1/4	3/2	43									
5	4	23/2	23/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	44									
5	4	12	12	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	45							10		
5	4	25/2	25/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	46									
5	4	10	10	0.0	0	0	StaffText	3/4	3	1	0							<b><i>cresc.</i></b>						
5	4	10	10	1.5	0	0	Chord	3/4	3	1	3/8		1/4	3/2	47									
5	4	23/2	23/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	48							11		
5	4	12	12	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	49							11		
5	4	25/2	25/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	50									
5	4	10	10	0.0	0	0	StaffText	3/4	4	1	0							<b><i>cresc.</i></b>						
5	4	10	10	1.5	0	0	Chord	3/4	4	1	3/8		1/4	3/2	51									
5	4	23/2	23/2	0.5	3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	52							12		
5	4	12	12	0.5	1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	53							12		
5	4	25/2	25/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	54									
6	5	13	13	0.0	0	0	Dynamic	3/4	1	1	0					p								
6	5	13	13	0.0	0	0	Chord	3/4	1	1	0	grace32after	1/32	1	55									
6	5	13	13	0.0	0	0	Chord	3/4	1	1	0	grace32after	1/32	1	56									
6	5	13	13	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	57									
6	5	14	14	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	58									
6	5	15	15	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	59									
6	5	61/4	61/4	0.125	9/16	9/16	Chord	3/4	1	1	1/32		1/32	1	60							13		
6	5	123/8	123/8	0.125	19/32	19/32	Chord	3/4	1	1	1/32		1/32	1	61							13		
6	5	31/2	31/2	0.125	5/8	5/8	Chord	3/4	1	1	1/32		1/32	1	62							13		
6	5	125/8	125/8	0.125	21/32	21/32	Chord	3/4	1	1	1/32		1/32	1	63							13		
6	5	63/4	63/4	0.125	11/16	11/16	Chord	3/4	1	1	1/32		1/32	1	64							13		
6	5	127/8	127/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32		1/32	1	65									
6	5	13	13	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	66							14		
6	5	15	15	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	67									
6	5	13	13	0.0	0	0	Dynamic	3/4	3	1	0					p								
6	5	13	13	0.0	0	0	Dynamic	3/4	3	1	0					p								
6	5	13	13	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	68							15		
6	5	14	14	1.0	1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	69									
6	5	15	15	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	70									
6	5	13	13	0.0	0	0	Dynamic	3/4	4	1	0					p								
6	5	13	13	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	71									
6	5	14	14	1.0	1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	72							16		
6	5	15	15	1.0	1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	73									
7	6	16	16	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	74							17		
7	6	17	17	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	75									
7	6	18	18	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	76							18		
7	6	73/4	73/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	77							18		
7	6	37/2	37/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	78							18		
7	6	75/4	75/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	79									
7	6	16	16	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	80							19		
7	6	17	17	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	81									
7	6	16	16	0.75	0	0	Chord	3/4	3	1	3/16		1/8	3/2	82							20		
7	6	67/4	67/4	0.125	3/16	3/16	Chord	3/4	3	1	1/32		1/32	1	83							20		
7	6	135/8	135/8	0.125	7/32	7/32	Chord	3/4	3	1	1/32		1/32	1	84									
7	6	17	17	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	85									
7	6	16	16	2.0	0	0	Chord	3/4	4	1	1/2		1/2	1	86									
8	7	19	19	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	87									
8	7	20	20	0.125	1/4	1/4	Chord	3/4	1	1	1/32		1/32	1	88							21		
8	7	161/8	161/8	0.125	9/32	9/32	Chord	3/4	1	1	1/32		1/32	1	89							21		
8	7	81/4	81/4	0.125	5/16	5/16	Chord	3/4	1	1	1/32		1/32	1	90							21		
8	7	163/8	163/8	0.125	11/32	11/32	Chord	3/4	1	1	1/32		1/32	1	91							21		
8	7	41/2	41/2	0.125	3/8	3/8	Chord	3/4	1	1	1/32		1/32	1	92							21		
8	7	165/8	165/8	0.125	13/32	13/32	Chord	3/4	1	1	1/32		1/32	1	93							21		
8	7	83/4	83/4	0.125	7/16	7/16	Chord	3/4	1	1	1/32		1/32	1	94							21		
8	7	167/8	167/8	0.125	15/32	15/32	Chord	3/4	1	1	1/32		1/32	1	95									
8	7	21	21	0.125	1/2	1/2	Chord	3/4	1	1	1/32		1/32	1	96							22		
8	7	169/8	169/8	0.125	17/32	17/32	Chord	3/4	1	1	1/32		1/32	1	97							22		
8	7	85/4	85/4	0.125	9/16	9/16	Chord	3/4	1	1	1/32		1/32	1	98							22		
8	7	171/8	171/8	0.125	19/32	19/32	Chord	3/4	1	1	1/32		1/32	1	99							22		
8	7	43/2	43/2	0.125	5/8	5/8	Chord	3/4	1	1	1/32		1/32	1	100							22		
8	7	173/8	173/8	0.125	21/32	21/32	Chord	3/4	1	1	1/32		1/32	1	101							22		
8	7	87/4	87/4	0.125	11/16	11/16	Chord	3/4	1	1	1/32		1/32	1	102							22		
8	7	175/8	175/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32		1/32	1	103									
8	7	19	19	1.5	0	0	Chord	3/4	2	1	3/8		1/4	3/2	104									
8	7	19	19	1.5	0	0	Chord	3/4	3	1	3/8		1/4	3/2	105									
8	7	19	19	1.5	0	0	Chord	3/4	4	1	3/8		1/4	3/2	106									
9	8	22	22	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	107							23		
9	8	23	23	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	108									
9	8	24	24	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	109							24		
9	8	97/4	97/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	110							24		
9	8	49/2	49/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	111							24		
9	8	99/4	99/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	112									
9	8	22	22	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	113							25		
9	8	45/2	45/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	114							25		
9	8	23	23	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	115									
9	8	22	22	0.5	0	0	Chord	3/4	3	1	1/8		1/8	1	116							26		
9	8	45/2	45/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	117							26		
9	8	23	23	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	118									
9	8	22	22	0.5	0	0	Chord	3/4	4	1	1/8		1/8	1	119							27		
9	8	45/2	45/2	0.5	1/8	1/8	Chord	3/4	4	1	1/8		1/8	1	120							27		
9	8	23	23	0.5	1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	121									
10	9	25	25	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	122									
10	9	26	26	0.125	1/4	1/4	Chord	3/4	1	1	1/32		1/32	1	123							28		
10	9	209/8	209/8	0.125	9/32	9/32	Chord	3/4	1	1	1/32		1/32	1	124							28		
10	9	105/4	105/4	0.125	5/16	5/16	Chord	3/4	1	1	1/32		1/32	1	125							28		
10	9	211/8	211/8	0.125	11/32	11/32	Chord	3/4	1	1	1/32		1/32	1	126									
10	9	53/2	53/2	0.125	3/8	3/8	Chord	3/4	1	1	1/32		1/32	1	127							29		
10	9	213/8	213/8	0.125	13/32	13/32	Chord	3/4	1	1	1/32		1/32	1	128							29		
10	9	107/4	107/4	0.125	7/16	7/16	Chord	3/4	1	1	1/32		1/32	1	129							29		
10	9	215/8	215/8	0.125	15/32	15/32	Chord	3/4	1	1	1/32		1/32	1	130									
10	9	27	27	0.125	1/2	1/2	Chord	3/4	1	1	1/32		1/32	1	131							30		
10	9	217/8	217/8	0.125	17/32	17/32	Chord	3/4	1	1	1/32		1/32	1	132									
10	9	109/4	109/4	0.125	9/16	9/16	Chord	3/4	1	1	1/32		1/32	1	133							31		
10	9	219/8	219/8	0.125	19/32	19/32	Chord	3/4	1	1	1/32		1/32	1	134							31		
10	9	55/2	55/2	0.125	5/8	5/8	Chord	3/4	1	1	1/32		1/32	1	135							31		
10	9	221/8	221/8	0.125	21/32	21/32	Chord	3/4	1	1	1/32		1/32	1	136							31		
10	9	111/4	111/4	0.125	11/16	11/16	Chord	3/4	1	1	1/32		1/32	1	137							31		
10	9	223/8	223/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32		1/32	1	138									
10	9	25	25	1.5	0	0	Chord	3/4	2	1	3/8		1/4	3/2	139									
10	9	25	25	1.5	0	0	Chord	3/4	3	1	3/8		1/4	3/2	140									
10	9	25	25	1.5	0	0	Chord	3/4	4	1	3/8		1/4	3/2	141									
11	10	28	28	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	142									
11	10	57/2	57/2	0.0	1/8	1/8	Chord	3/4	1	1	0	grace16	1/16	1	143									
11	10	57/2	57/2	0.0	1/8	1/8	Chord	3/4	1	1	0	grace16	1/16	1	144									
11	10	57/2	57/2	0.0	1/8	1/8	Chord	3/4	1	1	0	grace16	1/16	1	145									
11	10	57/2	57/2	0.125	1/8	1/8	Chord	3/4	1	1	1/32		1/32	1	146							32		
11	10	229/8	229/8	0.125	5/32	5/32	Chord	3/4	1	1	1/32		1/32	1	147							32		
11	10	115/4	115/4	0.125	3/16	3/16	Chord	3/4	1	1	1/32		1/32	1	148							32		
11	10	231/8	231/8	0.125	7/32	7/32	Chord	3/4	1	1	1/32		1/32	1	149									
11	10	29	29	0.0	1/4	1/4	Chord	3/4	1	1	0	acciaccatura	1/8	1	150									
11	10	29	29	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	151									
11	10	59/2	59/2	0.0	3/8	3/8	Chord	3/4	1	1	0	acciaccatura	1/8	1	152									
11	10	59/2	59/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	153									
11	10	28	28	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	154							33		
11	10	57/2	57/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	155							33		
11	10	29	29	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	156									
11	10	28	28	0.5	0	0	Chord	3/4	3	1	1/8		1/8	1	157							34		
11	10	57/2	57/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	158							34		
11	10	29	29	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	159									
11	10	59/2	59/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	160							35		
11	10	30	30	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	161							35		
11	10	61/2	61/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	162									
11	10	28	28	0.5	0	0	Chord	3/4	4	1	1/8		1/8	1	163							36		
11	10	57/2	57/2	0.5	1/8	1/8	Chord	3/4	4	1	1/8		1/8	1	164							36		
11	10	29	29	0.5	1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	165									
12	11	31	31	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	166									
12	11	65/2	65/2	0.375	3/8	3/8	Chord	3/4	1	1	3/32		1/16	3/2	167							37		
12	11	263/8	263/8	0.125	15/32	15/32	Chord	3/4	1	1	1/32		1/32	1	168									
12	11	33	33	0.375	1/2	1/2	Chord	3/4	1	1	3/32		1/16	3/2	169							38		
12	11	267/8	267/8	0.125	19/32	19/32	Chord	3/4	1	1	1/32		1/32	1	170									
12	11	67/2	67/2	0.375	5/8	5/8	Chord	3/4	1	1	3/32		1/16	3/2	171							39		
12	11	271/8	271/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32		1/32	1	172									
12	11	31	31	0.0	0	0	Spanner	3/4	2	1	0													0
12	11	31	31	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	173							40		0
12	11	63/2	63/2	0.0	1/8	1/8	Spanner	3/4	2	1	0											40	0	0
12	11	63/2	63/2	0.375	1/8	1/8	Chord	3/4	2	1	3/32		1/16	3/2	174							40	0	0
12	11	255/8	255/8	0.0	7/32	7/32	Spanner	3/4	2	1	0												0	
12	11	255/8	255/8	0.125	7/32	7/32	Chord	3/4	2	1	1/32		1/32	1	175								0	
12	11	32	32	0.0	1/4	1/4	Spanner	3/4	2	1	0													
12	11	32	32	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	176									
12	11	31	31	0.0	0	0	Spanner	3/4	3	1	0													1
12	11	31	31	0.5	0	0	Chord	3/4	3	1	1/8		1/8	1	177							41		1
12	11	63/2	63/2	0.0	1/8	1/8	Spanner	3/4	3	1	0											41	1	1
12	11	63/2	63/2	0.375	1/8	1/8	Chord	3/4	3	1	3/32		1/16	3/2	178							41	1	1
12	11	255/8	255/8	0.0	7/32	7/32	Spanner	3/4	3	1	0												1	
12	11	255/8	255/8	0.125	7/32	7/32	Chord	3/4	3	1	1/32		1/32	1	179								1	
12	11	32	32	0.0	1/4	1/4	Spanner	3/4	3	1	0													
12	11	32	32	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	180									
12	11	31	31	0.0	0	0	Spanner	3/4	4	1	0												2	
12	11	31	31	0.0	0	0	Spanner	3/4	4	1	0												2	2
12	11	31	31	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	181							42	2	2
12	11	32	32	0.5	1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	182								2	2
13	12	34	34	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	183									
13	12	71/2	71/2	0.375	3/8	3/8	Chord	3/4	1	1	3/32		1/16	3/2	184							43		
13	12	287/8	287/8	0.125	15/32	15/32	Chord	3/4	1	1	1/32		1/32	1	185									
13	12	36	36	0.375	1/2	1/2	Chord	3/4	1	1	3/32		1/16	3/2	186							44		
13	12	291/8	291/8	0.125	19/32	19/32	Chord	3/4	1	1	1/32		1/32	1	187									
13	12	73/2	73/2	0.375	5/8	5/8	Chord	3/4	1	1	3/32		1/16	3/2	188							45		
13	12	295/8	295/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32		1/32	1	189									
13	12	34	34	0.0	0	0	Spanner	3/4	2	1	0													3
13	12	34	34	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	190							46		3
13	12	69/2	69/2	0.0	1/8	1/8	Spanner	3/4	2	1	0											46	3	3
13	12	69/2	69/2	0.375	1/8	1/8	Chord	3/4	2	1	3/32		1/16	3/2	191							46	3	3
13	12	279/8	279/8	0.0	7/32	7/32	Spanner	3/4	2	1	0												3	
13	12	279/8	279/8	0.125	7/32	7/32	Chord	3/4	2	1	1/32		1/32	1	192								3	
13	12	35	35	0.0	1/4	1/4	Spanner	3/4	2	1	0													
13	12	35	35	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	193									
13	12	71/2	71/2	1.0	3/8	3/8	Chord	3/4	2	1	1/4		1/4	1	194							47		
13	12	73/2	73/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	195									
13	12	34	34	0.0	0	0	Spanner	3/4	3	1	0													4
13	12	34	34	0.5	0	0	Chord	3/4	3	1	1/8		1/8	1	196							48		4
13	12	69/2	69/2	0.0	1/8	1/8	Spanner	3/4	3	1	0											48	4	4
13	12	69/2	69/2	0.375	1/8	1/8	Chord	3/4	3	1	3/32		1/16	3/2	197							48	4	4
13	12	279/8	279/8	0.0	7/32	7/32	Spanner	3/4	3	1	0												4	
13	12	279/8	279/8	0.125	7/32	7/32	Chord	3/4	3	1	1/32		1/32	1	198								4	
13	12	35	35	0.0	1/4	1/4	Spanner	3/4	3	1	0													
13	12	35	35	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	199									
13	12	71/2	71/2	1.0	3/8	3/8	Chord	3/4	3	1	1/4		1/4	1	200									
13	12	73/2	73/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	201									
13	12	34	34	0.0	0	0	Spanner	3/4	4	1	0													
13	12	34	34	0.0	0	0	Spanner	3/4	4	1	0													
13	12	34	34	0.0	0	0	Spanner	3/4	4	1	0													5
13	12	34	34	0.0	0	0	Spanner	3/4	4	1	0												5	5
13	12	34	34	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	202							49	5	5
13	12	35	35	1.0	1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	203								5	5
13	12	36	36	1.0	1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	204								5	5
14	13	37	37	0.0	0	0	StaffText	3/4	1	1	0							<b><i>cresc.</i></b>						
14	13	37	37	0.0	0	0	Dynamic	3/4	1	1	0					p								
14	13	37	37	0.125	0	0	Chord	3/4	1	1	1/32		1/32	1	205							50		
14	13	297/8	297/8	0.125	1/32	1/32	Chord	3/4	1	1	1/32		1/32	1	206							50		
14	13	149/4	149/4	0.125	1/16	1/16	Chord	3/4	1	1	1/32		1/32	1	207							50		
14	13	299/8	299/8	0.125	3/32	3/32	Chord	3/4	1	1	1/32		1/32	1	208							50		
14	13	75/2	75/2	0.125	1/8	1/8	Chord	3/4	1	1	1/32		1/32	1	209							50		
14	13	301/8	301/8	0.125	5/32	5/32	Chord	3/4	1	1	1/32		1/32	1	210									
14	13	151/4	151/4	0.125	3/16	3/16	Chord	3/4	1	1	1/32		1/32	1	211		articStaccatoAbove							
14	13	303/8	303/8	0.125	7/32	7/32	Chord	3/4	1	1	1/32		1/32	1	212		articStaccatoAbove							
14	13	38	38	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	213							51		
14	13	77/2	77/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	214									
14	13	39	39	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	215									
14	13	79/2	79/2	0.0	5/8	5/8	Chord	3/4	1	1	0	appoggiatura	1/8	1	216									
14	13	79/2	79/2	0.0	5/8	5/8	Chord	3/4	1	1	0	appoggiatura	1/8	1	217									
14	13	79/2	79/2	0.0	5/8	5/8	Chord	3/4	1	1	0	appoggiatura	1/8	1	218									
14	13	79/2	79/2	0.0	5/8	5/8	Chord	3/4	1	1	0	appoggiatura	1/8	1	219									
14	13	79/2	79/2	0.0	5/8	5/8	Chord	3/4	1	1	0	appoggiatura	1/8	1	220									
14	13	79/2	79/2	0.0	5/8	5/8	Chord	3/4	1	1	0	appoggiatura	1/8	1	221									
14	13	79/2	79/2	0.0	5/8	5/8	Chord	3/4	1	1	0	appoggiatura	1/8	1	222									
14	13	79/2	79/2	0.0	5/8	5/8	Chord	3/4	1	1	0	appoggiatura	1/8	1	223									
14	13	79/2	79/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	224									
14	13	319/8	319/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32		1/32	1	225									
14	13	37	37	0.0	0	0	StaffText	3/4	2	1	0							<b><i>cresc.</i></b>						
14	13	37	37	0.0	0	0	Dynamic	3/4	2	1	0					p								
14	13	37	37	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	226							52		
14	13	151/4	151/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	227									
14	13	38	38	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	228									
14	13	77/2	77/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	229							53		
14	13	39	39	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	230									
14	13	79/2	79/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	231									
14	13	37	37	0.0	0	0	StaffText	3/4	3	1	0							<b><i>cresc.</i></b>						
14	13	37	37	0.0	0	0	Dynamic	3/4	3	1	0					p								
14	13	37	37	0.25	0	0	Chord	3/4	3	1	1/16		1/16	1	232							54		
14	13	149/4	149/4	0.25	1/16	1/16	Chord	3/4	3	1	1/16		1/16	1	233							54		
14	13	75/2	75/2	0.25	1/8	1/8	Chord	3/4	3	1	1/16		1/16	1	234							54		
14	13	151/4	151/4	0.25	3/16	3/16	Chord	3/4	3	1	1/16		1/16	1	235									
14	13	38	38	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	236									
14	13	77/2	77/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	237							55		
14	13	39	39	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	238									
14	13	79/2	79/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	239									
14	13	37	37	0.0	0	0	StaffText	3/4	4	1	0							<b><i>cresc.</i></b>						
14	13	37	37	0.0	0	0	Dynamic	3/4	4	1	0					p								
14	13	37	37	0.0	0	0	Spanner	3/4	4	1	0													
14	13	37	37	0.0	0	0	Spanner	3/4	4	1	0													
14	13	37	37	0.75	0	0	Chord	3/4	4	1	3/16		1/8	3/2	240							56		
14	13	151/4	151/4	0.25	3/16	3/16	Chord	3/4	4	1	1/16		1/16	1	241									
14	13	38	38	1.0	1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	242									
14	13	39	39	1.0	1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	243									
15	14	40	40	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	244							57		
15	14	41	41	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	245									
15	14	42	42	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	246		articStaccatoBelow					58		
15	14	85/2	85/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	247		articStaccatoBelow							
15	14	40	40	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	248							59		
15	14	163/4	163/4	0.125	3/16	3/16	Chord	3/4	2	1	1/32		1/32	1	249							59		
15	14	327/8	327/8	0.125	7/32	7/32	Chord	3/4	2	1	1/32		1/32	1	250									
