mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin
5	5	35/2	35/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	71											
5	5	18	18	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	72											
5	5	37/2	37/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	73											
5	5	19	19	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	74											
5	5	39/2	39/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	75											
5	5	16	16	1.0		0	0	Chord	2/2	3	1	1/4		1/4	1	76											
5	5	17	17	1.0		1/4	1/4	Chord	2/2	3	1	1/4		1/4	1	77											
5	5	18	18	1.0		1/2	1/2	Chord	2/2	3	1	1/4		1/4	1	78											
5	5	19	19	1.0		3/4	3/4	Chord	2/2	3	1	1/4		1/4	1	79											
5	5	19	19	0.0		3/4	3/4	Dynamic	2/2	4	1	0					p										
5	5	19	19	0.0		3/4	3/4	Chord	2/2	4	1	0	grace16	1/16	1	80											
5	5	19	19	0.5		3/4	3/4	Chord	2/2	4	1	1/8		1/8	1	81									2		
5	5	39/2	39/2	0.25		7/8	7/8	Chord	2/2	4	1	1/16		1/16	1	82									2		
5	5	79/4	79/4	0.25		15/16	15/16	Chord	2/2	4	1	1/16		1/16	1	83											
6	6	20	20	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	84											
6	6	41/2	41/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	85											
6	6	21	21	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	86											
6	6	43/2	43/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	87											
6	6	22	22	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	88											
6	6	45/2	45/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	89											
6	6	23	23	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	90											
6	6	47/2	47/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	91											
6	6	20	20	1.0		0	0	Chord	2/2	3	1	1/4		1/4	1	92											
6	6	21	21	1.0		1/4	1/4	Chord	2/2	3	1	1/4		1/4	1	93											
6	6	22	22	1.0		1/2	1/2	Chord	2/2	3	1	1/4		1/4	1	94											
6	6	23	23	1.0		3/4	3/4	Chord	2/2	3	1	1/4		1/4	1	95											
6	6	20	20	1.0		0	0	Chord	2/2	4	1	1/4		1/4	1	96		articStaccatoBelow									
6	6	21	21	1.0		1/4	1/4	Chord	2/2	4	1	1/4		1/4	1	97		articStaccatoBelow									
6	6	22	22	1.0		1/2	1/2	Chord	2/2	4	1	1/4		1/4	1	98		articStaccatoBelow									
6	6	23	23	1.0		3/4	3/4	Chord	2/2	4	1	1/4		1/4	1	99		articStaccatoBelow									
7	7	27	27	0.0		3/4	3/4	Dynamic	2/2	1	1	0					p										
7	7	27	27	0.0		3/4	3/4	Chord	2/2	1	1	0	grace16	1/16	1	100											
7	7	27	27	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	101									3		
7	7	55/2	55/2	0.25		7/8	7/8	Chord	2/2	1	1	1/16		1/16	1	102									3		
7	7	111/4	111/4	0.25		15/16	15/16	Chord	2/2	1	1	1/16		1/16	1	103											
7	7	24	24	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	104											
7	7	49/2	49/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	105											
7	7	25	25	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	106											
7	7	51/2	51/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	107											
7	7	26	26	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	108											
7	7	53/2	53/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	109											
7	7	27	27	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	110											
7	7	55/2	55/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	111											
7	7	24	24	1.0		0	0	Chord	2/2	3	1	1/4		1/4	1	112											
7	7	25	25	1.0		1/4	1/4	Chord	2/2	3	1	1/4		1/4	1	113											
7	7	26	26	1.0		1/2	1/2	Chord	2/2	3	1	1/4		1/4	1	114											
7	7	27	27	1.0		3/4	3/4	Chord	2/2	3	1	1/4		1/4	1	115											
7	7	24	24	2.0		0	0	Chord	2/2	4	1	1/2		1/2	1	116									4		
7	7	26	26	1.0		1/2	1/2	Chord	2/2	4	1	1/4		1/4	1	117											
8	8	28	28	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	118		articStaccatoAbove									
8	8	29	29	1.0		1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	119		articStaccatoAbove									
8	8	30	30	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	120		articStaccatoAbove									
8	8	31	31	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	121		articStaccatoAbove									
8	8	28	28	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	122											
8	8	57/2	57/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	123											
8	8	29	29	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	124											
8	8	59/2	59/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	125											
8	8	30	30	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	126											
8	8	61/2	61/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	127											
8	8	31	31	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	128											
8	8	63/2	63/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	129											
8	8	28	28	1.0		0	0	Chord	2/2	3	1	1/4		1/4	1	130											
8	8	29	29	1.0		1/4	1/4	Chord	2/2	3	1	1/4		1/4	1	131											
8	8	30	30	1.0		1/2	1/2	Chord	2/2	3	1	1/4		1/4	1	132											
8	8	31	31	1.0		3/4	3/4	Chord	2/2	3	1	1/4		1/4	1	133											
9	9	32	32	2.0		0	0	Chord	2/2	1	1	1/2		1/2	1	134									5		
9	9	34	34	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	135											
9	9	32	32	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	136											
9	9	65/2	65/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	137											
9	9	33	33	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	138											
9	9	67/2	67/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	139											
9	9	34	34	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	140											
9	9	69/2	69/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	141											
9	9	35	35	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	142											
9	9	71/2	71/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	143											
9	9	32	32	1.0		0	0	Chord	2/2	3	1	1/4		1/4	1	144											
9	9	33	33	1.0		1/4	1/4	Chord	2/2	3	1	1/4		1/4	1	145											
9	9	34	34	1.0		1/2	1/2	Chord	2/2	3	1	1/4		1/4	1	146											
9	9	35	35	1.0		3/4	3/4	Chord	2/2	3	1	1/4		1/4	1	147											
9	9	35	35	0.0		3/4	3/4	Dynamic	2/2	4	1	0					p										
9	9	35	35	0.0		3/4	3/4	Chord	2/2	4	1	0	grace16	1/16	1	148											
9	9	35	35	0.5		3/4	3/4	Chord	2/2	4	1	1/8		1/8	1	149									6		
9	9	71/2	71/2	0.25		7/8	7/8	Chord	2/2	4	1	1/16		1/16	1	150									6		
9	9	143/4	143/4	0.25		15/16	15/16	Chord	2/2	4	1	1/16		1/16	1	151											
10	10	36	36	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	152											
10	10	73/2	73/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	153											
10	10	37	37	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	154											
10	10	75/2	75/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	155											
10	10	38	38	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	156											
10	10	77/2	77/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	157											
10	10	39	39	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	158											
10	10	79/2	79/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	159											
10	10	36	36	1.0		0	0	Chord	2/2	3	1	1/4		1/4	1	160											
10	10	37	37	1.0		1/4	1/4	Chord	2/2	3	1	1/4		1/4	1	161											
10	10	38	38	1.0		1/2	1/2	Chord	2/2	3	1	1/4		1/4	1	162											
10	10	39	39	1.0		3/4	3/4	Chord	2/2	3	1	1/4		1/4	1	163											
10	10	36	36	1.0		0	0	Chord	2/2	4	1	1/4		1/4	1	164		articStaccatoBelow									
10	10	37	37	1.0		1/4	1/4	Chord	2/2	4	1	1/4		1/4	1	165		articStaccatoBelow									
10	10	38	38	1.0		1/2	1/2	Chord	2/2	4	1	1/4		1/4	1	166		articStaccatoBelow									
10	10	39	39	1.0		3/4	3/4	Chord	2/2	4	1	1/4		1/4	1	167		articStaccatoBelow									
11	11	40	40	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	168											
11	11	81/2	81/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	169											
11	11	41	41	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	170											
11	11	83/2	83/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	171											
11	11	42	42	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	172											
11	11	85/2	85/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	173											
11	11	43	43	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	174											
11	11	87/2	87/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	175											
11	11	40	40	1.0		0	0	Chord	2/2	3	1	1/4		1/4	1	176											
11	11	41	41	1.0		1/4	1/4	Chord	2/2	3	1	1/4		1/4	1	177											
11	11	42	42	1.0		1/2	1/2	Chord	2/2	3	1	1/4		1/4	1	178											
11	11	43	43	1.0		3/4	3/4	Chord	2/2	3	1	1/4		1/4	1	179											
11	11	40	40	2.0		0	0	Chord	2/2	4	1	1/2		1/2	1	180									7		
11	11	42	42	2.0		1/2	1/2	Chord	2/2	4	1	1/2		1/2	1	181									7		
12	12	44	44	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	182											
12	12	89/2	89/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	183											
12	12	45	45	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	184											
12	12	91/2	91/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	185											
12	12	46	46	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	186											
12	12	93/2	93/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	187											
12	12	47	47	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	188											
12	12	95/2	95/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	189											
12	12	44	44	1.0		0	0	Chord	2/2	3	1	1/4		1/4	1	190											
12	12	45	45	1.0		1/4	1/4	Chord	2/2	3	1	1/4		1/4	1	191											
12	12	46	46	1.0		1/2	1/2	Chord	2/2	3	1	1/4		1/4	1	192											
12	12	47	47	1.0		3/4	3/4	Chord	2/2	3	1	1/4		1/4	1	193											
12	12	44	44	2.0		0	0	Chord	2/2	4	1	1/2		1/2	1	194									7		
12	12	46	46	2.0		1/2	1/2	Chord	2/2	4	1	1/2		1/2	1	195											
13	13	51	51	0.0		3/4	3/4	Dynamic	2/2	1	1	0					pp										
13	13	51	51	0.0		3/4	3/4	Chord	2/2	1	1	0	grace16	1/16	1	196											
13	13	51	51	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	197									8		
13	13	103/2	103/2	0.25		7/8	7/8	Chord	2/2	1	1	1/16		1/16	1	198									8		
13	13	207/4	207/4	0.25		15/16	15/16	Chord	2/2	1	1	1/16		1/16	1	199											
13	13	48	48	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	200											
13	13	97/2	97/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	201											
13	13	49	49	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	202											
13	13	99/2	99/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	203											
13	13	50	50	0.0		1/2	1/2	Dynamic	2/2	2	1	0					pp										
13	13	50	50	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	204											
13	13	101/2	101/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	205											
13	13	51	51	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	206											
13	13	103/2	103/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	207											
13	13	48	48	1.0		0	0	Chord	2/2	3	1	1/4		1/4	1	208											
13	13	49	49	1.0		1/4	1/4	Chord	2/2	3	1	1/4		1/4	1	209											
13	13	50	50	0.0		1/2	1/2	Dynamic	2/2	3	1	0					pp										
13	13	50	50	1.0		1/2	1/2	Chord	2/2	3	1	1/4		1/4	1	210											
13	13	51	51	1.0		3/4	3/4	Chord	2/2	3	1	1/4		1/4	1	211											
13	13	48	48	1.0		0	0	Chord	2/2	4	1	1/4		1/4	1	212											
14	14	52	52	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	213											
14	14	52	52	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	214											
14	14	105/2	105/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	215											
14	14	53	53	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	216											
14	14	107/2	107/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	217											
14	14	54	54	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	218											
14	14	109/2	109/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	219											
14	14	55	55	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	220											
14	14	111/2	111/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	221											
14	14	52	52	1.0		0	0	Chord	2/2	3	1	1/4		1/4	1	222											
14	14	53	53	1.0		1/4	1/4	Chord	2/2	3	1	1/4		1/4	1	223											
14	14	54	54	1.0		1/2	1/2	Chord	2/2	3	1	1/4		1/4	1	224											
14	14	55	55	1.0		3/4	3/4	Chord	2/2	3	1	1/4		1/4	1	225											
14	14	55	55	0.0		3/4	3/4	Dynamic	2/2	4	1	0					pp										
14	14	55	55	0.0		3/4	3/4	Chord	2/2	4	1	0	grace16	1/16	1	226											
14	14	55	55	0.5		3/4	3/4	Chord	2/2	4	1	1/8		1/8	1	227									9		
14	14	111/2	111/2	0.25		7/8	7/8	Chord	2/2	4	1	1/16		1/16	1	228									9		
14	14	223/4	223/4	0.25		15/16	15/16	Chord	2/2	4	1	1/16		1/16	1	229											
15	15	59	59	0.0		3/4	3/4	Chord	2/2	1	1	0	grace16	1/16	1	230											
15	15	59	59	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	231									10		
15	15	119/2	119/2	0.25		7/8	7/8	Chord	2/2	1	1	1/16		1/16	1	232									10		
15	15	239/4	239/4	0.25		15/16	15/16	Chord	2/2	1	1	1/16		1/16	1	233											
15	15	56	56	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	234											
15	15	113/2	113/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	235											
15	15	57	57	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	236											
15	15	115/2	115/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	237											
15	15	58	58	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	238											
15	15	117/2	117/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	239											
15	15	59	59	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	240											
15	15	119/2	119/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	241											
15	15	56	56	1.0		0	0	Chord	2/2	3	1	1/4		1/4	1	242											
15	15	57	57	1.0		1/4	1/4	Chord	2/2	3	1	1/4		1/4	1	243											
15	15	58	58	1.0		1/2	1/2	Chord	2/2	3	1	1/4		1/4	1	244											
15	15	59	59	1.0		3/4	3/4	Chord	2/2	3	1	1/4		1/4	1	245											
15	15	56	56	1.0		0	0	Chord	2/2	4	1	1/4		1/4	1	246											
16	16	60	60	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	247											
16	16	60	60	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	248											
16	16	121/2	121/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	249											
16	16	61	61	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	250											
16	16	123/2	123/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	251											
16	16	62	62	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	252											
16	16	125/2	125/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	253											
16	16	63	63	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	254											
16	16	127/2	127/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	255											
16	16	60	60	1.0		0	0	Chord	2/2	3	1	1/4		1/4	1	256											
16	16	61	61	1.0		1/4	1/4	Chord	2/2	3	1	1/4		1/4	1	257											
16	16	62	62	1.0		1/2	1/2	Chord	2/2	3	1	1/4		1/4	1	258											
16	16	63	63	1.0		3/4	3/4	Chord	2/2	3	1	1/4		1/4	1	259											
16	16	63	63	0.0		3/4	3/4	Chord	2/2	4	1	0	grace16	1/16	1	260											
16	16	63	63	0.5		3/4	3/4	Chord	2/2	4	1	1/8		1/8	1	261									11		
16	16	127/2	127/2	0.25		7/8	7/8	Chord	2/2	4	1	1/16		1/16	1	262									11		
16	16	255/4	255/4	0.25		15/16	15/16	Chord	2/2	4	1	1/16		1/16	1	263											
17	17	64	64	0.0		0	0	StaffText	2/2	2	1	0							cresc.								
17	17	64	64	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	264											
17	17	129/2	129/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	265											
17	17	65	65	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	266											
17	17	131/2	131/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	267											
17	17	66	66	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	268											
17	17	133/2	133/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	269											
17	17	67	67	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	270											
17	17	135/2	135/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	271											
17	17	64	64	0.0		0	0	StaffText	2/2	3	1	0							cresc.								
17	17	64	64	1.0		0	0	Chord	2/2	3	1	1/4		1/4	1	272											
17	17	65	65	1.0		1/4	1/4	Chord	2/2	3	1	1/4		1/4	1	273											
17	17	66	66	1.0		1/2	1/2	Chord	2/2	3	1	1/4		1/4	1	274											
17	17	67	67	1.0		3/4	3/4	Chord	2/2	3	1	1/4		1/4	1	275											
17	17	64	64	0.0		0	0	StaffText	2/2	4	1	0							cresc.								
