mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	crescendo_hairpin	decrescendo_hairpin	Trill:trill
87	87	344	344	0.5	0	0	Chord	4/4	4	1	1/8		1/8	1	1660				223			
87	87	689/2	689/2	0.25	1/8	1/8	Chord	4/4	4	1	1/16		1/16	1	1661		articStaccatoBelow					
87	87	1379/4	1379/4	0.25	3/16	3/16	Chord	4/4	4	1	1/16		1/16	1	1662		articStaccatoBelow					
87	87	345	345	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	1663				224			
87	87	691/2	691/2	0.25	3/8	3/8	Chord	4/4	4	1	1/16		1/16	1	1664		articStaccatoBelow					
87	87	1383/4	1383/4	0.25	7/16	7/16	Chord	4/4	4	1	1/16		1/16	1	1665		articStaccatoBelow					
87	87	346	346	0.5	1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	1666				225			
87	87	693/2	693/2	0.25	5/8	5/8	Chord	4/4	4	1	1/16		1/16	1	1667		articStaccatoBelow					
87	87	1387/4	1387/4	0.25	11/16	11/16	Chord	4/4	4	1	1/16		1/16	1	1668		articStaccatoBelow					
87	87	347	347	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	1669				226			
87	87	695/2	695/2	0.25	7/8	7/8	Chord	4/4	4	1	1/16		1/16	1	1670		articStaccatoBelow					
87	87	1391/4	1391/4	0.25	15/16	15/16	Chord	4/4	4	1	1/16		1/16	1	1671		articStaccatoBelow					
88	88	348	348	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	1672				227			
88	88	350	350	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1673							
88	88	348	348	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	1674				228			
88	88	350	350	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1675				228			
88	88	351	351	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1676							
88	88	348	348	2.0	0	0	Chord	4/4	3	1	1/2		1/2	1	1677							
88	88	350	350	0.5	1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	1678							
88	88	348	348	0.5	0	0	Chord	4/4	4	1	1/8		1/8	1	1679				229			
88	88	697/2	697/2	0.25	1/8	1/8	Chord	4/4	4	1	1/16		1/16	1	1680		articStaccatoAbove					
88	88	1395/4	1395/4	0.25	3/16	3/16	Chord	4/4	4	1	1/16		1/16	1	1681		articStaccatoAbove					
88	88	349	349	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	1682				230			
88	88	699/2	699/2	0.25	3/8	3/8	Chord	4/4	4	1	1/16		1/16	1	1683		articStaccatoAbove					
88	88	1399/4	1399/4	0.25	7/16	7/16	Chord	4/4	4	1	1/16		1/16	1	1684		articStaccatoAbove					
88	88	350	350	0.5	1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	1685				231			
88	88	701/2	701/2	0.25	5/8	5/8	Chord	4/4	4	1	1/16		1/16	1	1686		articStaccatoAbove					
88	88	1403/4	1403/4	0.25	11/16	11/16	Chord	4/4	4	1	1/16		1/16	1	1687		articStaccatoAbove					
88	88	351	351	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	1688				232			
88	88	703/2	703/2	0.25	7/8	7/8	Chord	4/4	4	1	1/16		1/16	1	1689		articStaccatoAbove					
88	88	1407/4	1407/4	0.25	15/16	15/16	Chord	4/4	4	1	1/16		1/16	1	1690		articStaccatoAbove					
89	89	352	352	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	1691				233			
89	89	354	354	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	1692				233			
89	89	352	352	3.0	0	0	Chord	4/4	2	1	3/4		1/2	3/2	1693				234			
89	89	355	355	0.75	3/4	3/4	Chord	4/4	2	1	3/16		1/8	3/2	1694				234			
89	89	1423/4	1423/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	1695							
89	89	353	353	1.0	1/4	1/4	Chord	4/4	3	1	1/4		1/4	1	1696				235			
89	89	354	354	1.0	1/2	1/2	Chord	4/4	3	1	1/4		1/4	1	1697				235			
89	89	355	355	1.0	3/4	3/4	Chord	4/4	3	1	1/4		1/4	1	1698							
89	89	352	352	0.5	0	0	Chord	4/4	4	1	1/8		1/8	1	1699				236			
89	89	705/2	705/2	0.25	1/8	1/8	Chord	4/4	4	1	1/16		1/16	1	1700		articStaccatoAbove					
89	89	1411/4	1411/4	0.25	3/16	3/16	Chord	4/4	4	1	1/16		1/16	1	1701		articStaccatoAbove					
89	89	353	353	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	1702				237			
89	89	707/2	707/2	0.25	3/8	3/8	Chord	4/4	4	1	1/16		1/16	1	1703		articStaccatoAbove					
89	89	1415/4	1415/4	0.25	7/16	7/16	Chord	4/4	4	1	1/16		1/16	1	1704		articStaccatoAbove					
89	89	354	354	0.5	1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	1705				238			
89	89	709/2	709/2	0.25	5/8	5/8	Chord	4/4	4	1	1/16		1/16	1	1706		articStaccatoAbove					
89	89	1419/4	1419/4	0.25	11/16	11/16	Chord	4/4	4	1	1/16		1/16	1	1707		articStaccatoAbove					
89	89	355	355	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	1708				239			
89	89	711/2	711/2	0.25	7/8	7/8	Chord	4/4	4	1	1/16		1/16	1	1709		articStaccatoAbove					
89	89	1423/4	1423/4	0.25	15/16	15/16	Chord	4/4	4	1	1/16		1/16	1	1710		articStaccatoAbove					
90	90	356	356	0.0	0	0	StaffText	4/4	1	1	0							<i>cresc.</i>	233			
90	90	356	356	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	1711				233			
90	90	358	358	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	1712							
90	90	356	356	0.0	0	0	StaffText	4/4	2	1	0							<i>cresc.</i>				
90	90	356	356	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	1713				240			
90	90	358	358	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1714				240			
90	90	359	359	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1715							
90	90	356	356	0.0	0	0	StaffText	4/4	3	1	0							<i>cresc.</i>				
90	90	356	356	2.0	0	0	Chord	4/4	3	1	1/2		1/2	1	1716				241			
90	90	358	358	2.0	1/2	1/2	Chord	4/4	3	1	1/2		1/2	1	1717							
90	90	356	356	0.0	0	0	StaffText	4/4	4	1	0							<i>cresc.</i>				
90	90	356	356	0.5	0	0	Chord	4/4	4	1	1/8		1/8	1	1718				242			
90	90	713/2	713/2	0.25	1/8	1/8	Chord	4/4	4	1	1/16		1/16	1	1719		articStaccatoBelow					
90	90	1427/4	1427/4	0.25	3/16	3/16	Chord	4/4	4	1	1/16		1/16	1	1720		articStaccatoBelow					
90	90	357	357	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	1721				243			
90	90	715/2	715/2	0.25	3/8	3/8	Chord	4/4	4	1	1/16		1/16	1	1722		articStaccatoBelow					
90	90	1431/4	1431/4	0.25	7/16	7/16	Chord	4/4	4	1	1/16		1/16	1	1723		articStaccatoBelow					
90	90	358	358	0.5	1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	1724				244			
90	90	717/2	717/2	0.25	5/8	5/8	Chord	4/4	4	1	1/16		1/16	1	1725		articStaccatoBelow					
90	90	1435/4	1435/4	0.25	11/16	11/16	Chord	4/4	4	1	1/16		1/16	1	1726		articStaccatoBelow					
90	90	359	359	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	1727				245			
90	90	719/2	719/2	0.25	7/8	7/8	Chord	4/4	4	1	1/16		1/16	1	1728		articStaccatoBelow					
90	90	1439/4	1439/4	0.25	15/16	15/16	Chord	4/4	4	1	1/16		1/16	1	1729		articStaccatoBelow					
91	91	360	360	0.0	0	0	Dynamic	4/4	1	1	0					f						
91	91	360	360	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	1730							
91	91	362	362	0.0	1/2	1/2	Spanner	4/4	1	1	0										27	
91	91	362	362	1.75	1/2	1/2	Chord	4/4	1	1	7/16		1/4	7/4	1731						27	
91	91	1455/4	1455/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1732						27	
91	91	360	360	0.0	0	0	Dynamic	4/4	2	1	0					f						
91	91	360	360	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	1733							
91	91	362	362	0.0	1/2	1/2	Spanner	4/4	2	1	0										28	
91	91	362	362	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1734				246		28	
91	91	363	363	0.75	3/4	3/4	Chord	4/4	2	1	3/16		1/8	3/2	1735				246		28	
91	91	1455/4	1455/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	1736						28	
91	91	360	360	0.0	0	0	Dynamic	4/4	3	1	0					f						
91	91	360	360	1.0	0	0	Chord	4/4	3	1	1/4		1/4	1	1737				247			
91	91	361	361	1.0	1/4	1/4	Chord	4/4	3	1	1/4		1/4	1	1738							
91	91	362	362	0.0	1/2	1/2	Spanner	4/4	3	1	0										29	
91	91	362	362	1.0	1/2	1/2	Chord	4/4	3	1	1/4		1/4	1	1739						29	
91	91	363	363	0.75	3/4	3/4	Chord	4/4	3	1	3/16		1/8	3/2	1740						29	
91	91	1455/4	1455/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	1741						29	
91	91	360	360	0.0	0	0	Dynamic	4/4	4	1	0					f						
91	91	360	360	0.5	0	0	Chord	4/4	4	1	1/8		1/8	1	1742				248			
91	91	721/2	721/2	0.25	1/8	1/8	Chord	4/4	4	1	1/16		1/16	1	1743		articStaccatoBelow					
91	91	1443/4	1443/4	0.25	3/16	3/16	Chord	4/4	4	1	1/16		1/16	1	1744		articStaccatoBelow					
91	91	361	361	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	1745				249			
91	91	723/2	723/2	0.25	3/8	3/8	Chord	4/4	4	1	1/16		1/16	1	1746		articStaccatoBelow					
91	91	1447/4	1447/4	0.25	7/16	7/16	Chord	4/4	4	1	1/16		1/16	1	1747		articStaccatoBelow					
91	91	362	362	0.0	1/2	1/2	Spanner	4/4	4	1	0										30	
91	91	362	362	0.5	1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	1748				250		30	
91	91	725/2	725/2	0.25	5/8	5/8	Chord	4/4	4	1	1/16		1/16	1	1749		articStaccatoAbove				30	
91	91	1451/4	1451/4	0.25	11/16	11/16	Chord	4/4	4	1	1/16		1/16	1	1750		articStaccatoAbove				30	
91	91	363	363	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	1751				251		30	
91	91	727/2	727/2	0.25	7/8	7/8	Chord	4/4	4	1	1/16		1/16	1	1752		articStaccatoAbove				30	
91	91	1455/4	1455/4	0.25	15/16	15/16	Chord	4/4	4	1	1/16		1/16	1	1753		articStaccatoAbove				30	
92	92	364	364	0.0	0	0	Dynamic	4/4	1	1	0					p						
92	92	364	364	0.0	0	0	Spanner	4/4	1	1	0											
92	92	364	364	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	1754							
92	92	364	364	0.0	0	0	Dynamic	4/4	2	1	0					p						
92	92	364	364	0.0	0	0	Spanner	4/4	2	1	0											
92	92	364	364	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	1755				252			
92	92	366	366	0.0	1/2	1/2	StaffText	4/4	2	1	0							<i>espress.</i>	252			
92	92	366	366	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	1756				252			
92	92	364	364	0.0	0	0	Dynamic	4/4	3	1	0					p						
92	92	364	364	0.0	0	0	Spanner	4/4	3	1	0											
92	92	364	364	1.0	0	0	Chord	4/4	3	1	1/4		1/4	1	1757							
92	92	364	364	0.0	0	0	Dynamic	4/4	4	1	0					p						
92	92	364	364	0.0	0	0	Spanner	4/4	4	1	0											
92	92	364	364	0.5	0	0	Chord	4/4	4	1	1/8		1/8	1	1758		articStaccatoBelow					
92	92	1459/4	1459/4	0.25	3/16	3/16	Chord	4/4	4	1	1/16		1/16	1	1759		articStaccatoBelow					
92	92	365	365	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	1760		articStaccatoBelow					
92	92	1463/4	1463/4	0.25	7/16	7/16	Chord	4/4	4	1	1/16		1/16	1	1761		articStaccatoBelow					
92	92	366	366	0.5	1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	1762		articStaccatoAbove					
92	92	1467/4	1467/4	0.25	11/16	11/16	Chord	4/4	4	1	1/16		1/16	1	1763		articStaccatoAbove					
92	92	367	367	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	1764		articStaccatoAbove					
92	92	1471/4	1471/4	0.25	15/16	15/16	Chord	4/4	4	1	1/16		1/16	1	1765		articStaccatoAbove					
93	93	368	368	0.0	0	0	StaffText	4/4	1	1	0							<i>espress.</i>				
93	93	368	368	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	1766				253			
93	93	370	370	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	1767				253			
93	93	368	368	3.0	0	0	Chord	4/4	2	1	3/4		1/2	3/2	1768				254			
93	93	371	371	0.75	3/4	3/4	Chord	4/4	2	1	3/16		1/8	3/2	1769				254			
93	93	1487/4	1487/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	1770							
93	93	368	368	0.0	0	0	StaffText	4/4	4	1	0							<i>sempre staccato</i>				
93	93	368	368	0.5	0	0	Chord	4/4	4	1	1/8		1/8	1	1771							
93	93	1475/4	1475/4	0.25	3/16	3/16	Chord	4/4	4	1	1/16		1/16	1	1772							
93	93	369	369	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	1773							
93	93	1479/4	1479/4	0.25	7/16	7/16	Chord	4/4	4	1	1/16		1/16	1	1774							
93	93	370	370	0.5	1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	1775							
93	93	1483/4	1483/4	0.25	11/16	11/16	Chord	4/4	4	1	1/16		1/16	1	1776							
93	93	371	371	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	1777							
93	93	1487/4	1487/4	0.25	15/16	15/16	Chord	4/4	4	1	1/16		1/16	1	1778							
94	94	372	372	3.0	0	0	Chord	4/4	1	1	3/4		1/2	3/2	1779				253			
94	94	375	375	0.75	3/4	3/4	Chord	4/4	1	1	3/16		1/8	3/2	1780				253			
94	94	1503/4	1503/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1781							
94	94	372	372	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1782		ornamentTrill		255			
94	94	373	373	0.75	1/4	1/4	Chord	4/4	2	1	3/16		1/8	3/2	1783				255			
94	94	1495/4	1495/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1784				255			
94	94	374	374	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1785							
94	94	372	372	0.0	0	0	StaffText	4/4	3	1	0							<i>espress.</i>				
94	94	372	372	2.0	0	0	Chord	4/4	3	1	1/2		1/2	1	1786				256			
94	94	374	374	2.0	1/2	1/2	Chord	4/4	3	1	1/2		1/2	1	1787				256			
94	94	372	372	0.5	0	0	Chord	4/4	4	1	1/8		1/8	1	1788							
94	94	1491/4	1491/4	0.25	3/16	3/16	Chord	4/4	4	1	1/16		1/16	1	1789							
94	94	373	373	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	1790							
94	94	1495/4	1495/4	0.25	7/16	7/16	Chord	4/4	4	1	1/16		1/16	1	1791							
94	94	374	374	0.5	1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	1792							
94	94	1499/4	1499/4	0.25	11/16	11/16	Chord	4/4	4	1	1/16		1/16	1	1793							
94	94	375	375	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	1794							
94	94	1503/4	1503/4	0.25	15/16	15/16	Chord	4/4	4	1	1/16		1/16	1	1795							
95	95	376	376	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	1796				257			
95	95	377	377	0.75	1/4	1/4	Chord	4/4	1	1	3/16		1/8	3/2	1797				257			
95	95	1511/4	1511/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1798				257			
95	95	378	378	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1799				257			
95	95	379	379	0.75	3/4	3/4	Chord	4/4	1	1	3/16		1/8	3/2	1800				257			
95	95	1519/4	1519/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1801							
95	95	376	376	2.0	0	0	Chord	4/4	3	1	1/2		1/2	1	1802				256			
95	95	378	378	2.0	1/2	1/2	Chord	4/4	3	1	1/2		1/2	1	1803							
95	95	376	376	0.5	0	0	Chord	4/4	4	1	1/8		1/8	1	1804							
95	95	1507/4	1507/4	0.25	3/16	3/16	Chord	4/4	4	1	1/16		1/16	1	1805							
95	95	377	377	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	1806							
95	95	1511/4	1511/4	0.25	7/16	7/16	Chord	4/4	4	1	1/16		1/16	1	1807							
95	95	378	378	0.5	1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	1808							
95	95	1515/4	1515/4	0.25	11/16	11/16	Chord	4/4	4	1	1/16		1/16	1	1809							
95	95	379	379	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	1810							
95	95	1519/4	1519/4	0.25	15/16	15/16	Chord	4/4	4	1	1/16		1/16	1	1811							
96	96	380	380	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	1812		ornamentTrill		258			
96	96	381	381	0.75	1/4	1/4	Chord	4/4	1	1	3/16		1/8	3/2	1813				258			
96	96	1527/4	1527/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1814				258			
96	96	382	382	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1815							
96	96	380	380	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	1816				259			
96	96	382	382	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	1817							
96	96	380	380	3.0	0	0	Chord	4/4	3	1	3/4		1/2	3/2	1818				260			
96	96	383	383	0.75	3/4	3/4	Chord	4/4	3	1	3/16		1/8	3/2	1819				261			
96	96	1535/4	1535/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	1820							
96	96	380	380	0.5	0	0	Chord	4/4	4	1	1/8		1/8	1	1821							
96	96	1523/4	1523/4	0.25	3/16	3/16	Chord	4/4	4	1	1/16		1/16	1	1822							
96	96	381	381	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	1823							
96	96	1527/4	1527/4	0.25	7/16	7/16	Chord	4/4	4	1	1/16		1/16	1	1824							
96	96	382	382	0.5	1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	1825							
96	96	1531/4	1531/4	0.25	11/16	11/16	Chord	4/4	4	1	1/16		1/16	1	1826							
96	96	383	383	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	1827							
96	96	1535/4	1535/4	0.25	15/16	15/16	Chord	4/4	4	1	1/16		1/16	1	1828							
97	97	384	384	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	1829				262			
97	97	386	386	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1830				262			
97	97	387	387	0.75	3/4	3/4	Chord	4/4	1	1	3/16		1/8	3/2	1831				262			
97	97	1551/4	1551/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1832				262			
97	97	384	384	4.0	0	0	Chord	4/4	2	1	1		1	1	1833							
97	97	384	384	0.75	0	0	Chord	4/4	3	1	3/16		1/8	3/2	1834				263			
97	97	1539/4	1539/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16		1/16	1	1835				263			
97	97	385	385	0.75	1/4	1/4	Chord	4/4	3	1	3/16		1/8	3/2	1836				263			
97	97	1543/4	1543/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16		1/16	1	1837				263			
97	97	386	386	1.0	1/2	1/2	Chord	4/4	3	1	1/4		1/4	1	1838				263			
97	97	387	387	1.0	3/4	3/4	Chord	4/4	3	1	1/4		1/4	1	1839							
97	97	384	384	0.5	0	0	Chord	4/4	4	1	1/8		1/8	1	1840							
97	97	1539/4	1539/4	0.25	3/16	3/16	Chord	4/4	4	1	1/16		1/16	1	1841							
97	97	385	385	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	1842							
97	97	1543/4	1543/4	0.25	7/16	7/16	Chord	4/4	4	1	1/16		1/16	1	1843							
97	97	386	386	0.5	1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	1844							
97	97	1547/4	1547/4	0.25	11/16	11/16	Chord	4/4	4	1	1/16		1/16	1	1845							
97	97	387	387	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	1846							
97	97	1551/4	1551/4	0.25	15/16	15/16	Chord	4/4	4	1	1/16		1/16	1	1847							
98	98	388	388	0.75	0	0	Chord	4/4	1	1	3/16		1/8	3/2	1848				262			
98	98	1555/4	1555/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1849				262			
98	98	389	389	0.75	1/4	1/4	Chord	4/4	1	1	3/16		1/8	3/2	1850				262			
98	98	1559/4	1559/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1851				262			
98	98	390	390	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	1852							
98	98	388	388	3.0	0	0	Chord	4/4	2	1	3/4		1/2	3/2	1853							
98	98	391	391	0.75	3/4	3/4	Chord	4/4	2	1	3/16		1/8	3/2	1854				264			
98	98	1567/4	1567/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	1855							
98	98	388	388	4.0	0	0	Chord	4/4	3	1	1		1	1	1856							
98	98	388	388	0.5	0	0	Chord	4/4	4	1	1/8		1/8	1	1857							
98	98	1555/4	1555/4	0.25	3/16	3/16	Chord	4/4	4	1	1/16		1/16	1	1858							
98	98	389	389	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	1859							
98	98	1559/4	1559/4	0.25	7/16	7/16	Chord	4/4	4	1	1/16		1/16	1	1860							
98	98	390	390	0.5	1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	1861							
98	98	1563/4	1563/4	0.25	11/16	11/16	Chord	4/4	4	1	1/16		1/16	1	1862							
98	98	391	391	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	1863							
98	98	1567/4	1567/4	0.25	15/16	15/16	Chord	4/4	4	1	1/16		1/16	1	1864							
99	99	392	392	0.0	0	0	StaffText	4/4	1	1	0							<i>cresc.</i>				
99	99	392	392	4.0	0	0	Chord	4/4	1	1	1		1	1	1865							
99	99	392	392	0.0	0	0	StaffText	4/4	2	1	0							<i>cresc.</i>				
99	99	392	392	0.75	0	0	Chord	4/4	2	1	3/16		1/8	3/2	1866				265			
99	99	1571/4	1571/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	1867				265			
99	99	393	393	0.75	1/4	1/4	Chord	4/4	2	1	3/16		1/8	3/2	1868				265			
99	99	1575/4	1575/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1869				265			
99	99	394	394	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1870				265			
99	99	395	395	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1871							
99	99	392	392	0.0	0	0	StaffText	4/4	3	1	0							<i>cresc.</i>				
99	99	392	392	0.5	0	0	Chord	4/4	3	1	1/8		1/8	1	1872		articStaccatoBelow					
99	99	1571/4	1571/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16		1/16	1	1873		articStaccatoBelow					
99	99	393	393	0.5	1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	1874		articStaccatoBelow					
99	99	1575/4	1575/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16		1/16	1	1875		articStaccatoBelow					
99	99	394	394	0.5	1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	1876		articStaccatoBelow					
99	99	1579/4	1579/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	1877		articStaccatoBelow					
99	99	395	395	0.5	3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	1878		articStaccatoBelow					
99	99	1583/4	1583/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	1879		articStaccatoBelow					
99	99	392	392	0.0	0	0	StaffText	4/4	4	1	0							<i>cresc.</i>				
99	99	392	392	2.0	0	0	Chord	4/4	4	1	1/2		1/2	1	1880				266			
99	99	394	394	2.0	1/2	1/2	Chord	4/4	4	1	1/2		1/2	1	1881							
100	100	396	396	0.0	0	0	Dynamic	4/4	1	1	0					f						
100	100	396	396	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	1882							
100	100	397	397	0.0	1/4	1/4	Dynamic	4/4	1	1	0					p						
100	100	397	397	0.75	1/4	1/4	Chord	4/4	1	1	3/16		1/8	3/2	1883							
100	100	1591/4	1591/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1884							
100	100	398	398	0.75	1/2	1/2	Chord	4/4	1	1	3/16		1/8	3/2	1885							
100	100	1595/4	1595/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1886							
100	100	399	399	0.75	3/4	3/4	Chord	4/4	1	1	3/16		1/8	3/2	1887							
100	100	1599/4	1599/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1888							
100	100	396	396	0.0	0	0	Dynamic	4/4	2	1	0					f						
100	100	396	396	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1889							
100	100	397	397	0.0	1/4	1/4	Dynamic	4/4	2	1	0					p						
100	100	397	397	0.75	1/4	1/4	Chord	4/4	2	1	3/16		1/8	3/2	1890							
100	100	1591/4	1591/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1891							
100	100	398	398	0.75	1/2	1/2	Chord	4/4	2	1	3/16		1/8	3/2	1892							
100	100	1595/4	1595/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	1893							
100	100	399	399	0.75	3/4	3/4	Chord	4/4	2	1	3/16		1/8	3/2	1894							
100	100	1599/4	1599/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	1895							
100	100	396	396	0.0	0	0	Dynamic	4/4	3	1	0					f						
100	100	396	396	1.0	0	0	Chord	4/4	3	1	1/4		1/4	1	1896							
100	100	397	397	0.0	1/4	1/4	Dynamic	4/4	3	1	0					p						
100	100	397	397	0.75	1/4	1/4	Chord	4/4	3	1	3/16		1/8	3/2	1897							
100	100	1591/4	1591/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16		1/16	1	1898							
100	100	398	398	0.75	1/2	1/2	Chord	4/4	3	1	3/16		1/8	3/2	1899							
100	100	1595/4	1595/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	1900							
100	100	399	399	0.75	3/4	3/4	Chord	4/4	3	1	3/16		1/8	3/2	1901							
100	100	1599/4	1599/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	1902							
100	100	396	396	0.0	0	0	Dynamic	4/4	4	1	0					f						
100	100	396	396	1.0	0	0	Chord	4/4	4	1	1/4		1/4	1	1903							
100	100	397	397	0.0	1/4	1/4	Dynamic	4/4	4	1	0					p						
100	100	397	397	0.75	1/4	1/4	Chord	4/4	4	1	3/16		1/8	3/2	1904							
