mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	system_text	slur
9	9	24	24	0.0	0	0	Chord	3/4	2	1	0	grace16after	1/16	1	61					
9	9	24	24	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	62		ornamentTrill			
9	9	24	24	0.0	0	0	Dynamic	3/4	3	1	0					f				
9	9	24	24	0.0	0	0	Dynamic	3/4	3	1	0					f				
9	9	24	24	0.0	0	0	Chord	3/4	3	1	0	grace16after	1/16	1	63					
9	9	24	24	0.0	0	0	Chord	3/4	3	1	0	grace16after	1/16	1	64					
9	9	24	24	3.0	0	0	Chord	3/4	3	1	3/4		1/2	3/2	65		ornamentTrill			
9	9	24	24	0.0	0	0	Dynamic	3/4	4	1	0					f				
9	9	24	24	3.0	0	0	Chord	3/4	4	1	3/4		1/2	3/2	66					
10	10	27	27	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	67					
10	10	27	27	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	68					
10	10	27	27	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	69					
10	10	27	27	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	70					
11	11	30	30	0.0	0	0	Dynamic	3/4	1	1	0					p				
11	11	30	30	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	71					8
11	11	32	32	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	72					
11	11	30	30	0.0	0	0	Dynamic	3/4	2	1	0					p				
11	11	30	30	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	73					9
11	11	32	32	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	74					
11	11	30	30	0.0	0	0	Dynamic	3/4	3	1	0					p				
11	11	30	30	2.0	0	0	Chord	3/4	3	1	1/2		1/2	1	75					
11	11	32	32	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	76					
11	11	30	30	0.0	0	0	Dynamic	3/4	4	1	0					p				
11	11	30	30	2.0	0	0	Chord	3/4	4	1	1/2		1/2	1	77					10
11	11	32	32	1.0	1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	78					
12	12	33	33	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	79					11
12	12	34	34	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	80					
12	12	35	35	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	81		articStaccatoAbove			
12	12	33	33	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	82					
12	12	35	35	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	83		articStaccatoBelow			
12	12	33	33	2.0	0	0	Chord	3/4	3	1	1/2		1/2	1	84					12
12	12	35	35	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	85					
12	12	33	33	2.0	0	0	Chord	3/4	4	1	1/2		1/2	1	86					13
12	12	35	35	1.0	1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	87					
13	13	36	36	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	88					14
13	13	37	37	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	89					
13	13	38	38	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	90		articStaccatoAbove			
13	13	36	36	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	91					15
13	13	37	37	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	92					
13	13	38	38	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	93		articStaccatoBelow			
13	13	36	36	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	94					16
13	13	37	37	1.0	1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	95					
13	13	38	38	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	96		articStaccatoBelow			
13	13	36	36	2.0	0	0	Chord	3/4	4	1	1/2		1/2	1	97					
13	13	38	38	1.0	1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	98					
14	14	39	39	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	99					17
14	14	41	41	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	100					
14	14	39	39	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	101					18
14	14	41	41	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	102		articStaccatoBelow			
14	14	39	39	2.0	0	0	Chord	3/4	3	1	1/2		1/2	1	103					
14	14	41	41	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	104					
14	14	39	39	2.0	0	0	Chord	3/4	4	1	1/2		1/2	1	105					19
14	14	41	41	1.0	1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	106					
15	15	42	42	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	107					20
15	15	43	43	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	108					
15	15	44	44	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	109		articStaccatoAbove			
15	15	42	42	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	110					
15	15	44	44	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	111					
15	15	42	42	2.0	0	0	Chord	3/4	3	1	1/2		1/2	1	112					
15	15	44	44	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	113					
15	15	42	42	2.0	0	0	Chord	3/4	4	1	1/2		1/2	1	114					21
15	15	44	44	1.0	1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	115					
16	16	45	45	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	116					22
16	16	46	46	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	117					
16	16	47	47	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	118		articStaccatoBelow			
16	16	45	45	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	119					23
16	16	46	46	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	120					
16	16	47	47	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	121		articStaccatoBelow			
16	16	45	45	2.0	0	0	Chord	3/4	3	1	1/2		1/2	1	122					
16	16	47	47	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	123					
16	16	45	45	2.0	0	0	Chord	3/4	4	1	1/2		1/2	1	124					
16	16	47	47	1.0	1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	125					
17	17	48	48	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	126					
17	17	48	48	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	127					
17	17	48	48	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	128		articStaccatoAbove			
17	17	49	49	1.0	1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	129		articStaccatoAbove			
17	17	50	50	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	130		articStaccatoAbove			
18	18	51	51	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	131					
18	18	52	52	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	132		articStaccatoAbove			
18	18	53	53	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	133		articStaccatoAbove			
18	18	51	51	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	134					
18	18	52	52	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	135		articStaccatoAbove			
18	18	53	53	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	136		articStaccatoAbove			
18	18	51	51	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	137		articStaccatoAbove			
18	18	51	51	2.0	0	0	Chord	3/4	4	1	1/2		1/2	1	138					24
18	18	53	53	0.5	1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	139					24
18	18	107/2	107/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	140					
19	19	54	54	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	141					
19	19	54	54	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	142					
19	19	54	54	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	143		articStaccatoAbove			
19	19	55	55	1.0	1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	144		articStaccatoAbove			
19	19	56	56	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	145		articStaccatoAbove			
19	19	54	54	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	146					
20	20	57	57	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	147					
20	20	58	58	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	148		articStaccatoAbove			
20	20	59	59	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	149		articStaccatoAbove			
20	20	57	57	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	150					
20	20	58	58	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	151		articStaccatoAbove			
20	20	59	59	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	152		articStaccatoAbove			
20	20	57	57	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	153					
20	20	57	57	2.0	0	0	Chord	3/4	4	1	1/2		1/2	1	154					25
20	20	59	59	0.5	1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	155					25
20	20	119/2	119/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	156					
21	21	60	60	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	157					
21	21	60	60	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	158					
21	21	60	60	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	159		articStaccatoAbove			
21	21	61	61	1.0	1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	160		articStaccatoAbove			
21	21	62	62	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	161		articStaccatoAbove			
21	21	60	60	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	162		articStaccatoAbove			
21	21	61	61	1.0	1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	163		articStaccatoAbove			
21	21	62	62	1.0	1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	164		articStaccatoAbove			
22	22	63	63	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	165					
22	22	64	64	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	166		articStaccatoAbove			
22	22	65	65	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	167		articStaccatoAbove			
22	22	63	63	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	168					
22	22	64	64	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	169		articStaccatoAbove			
22	22	65	65	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	170		articStaccatoAbove			
22	22	63	63	2.0	0	0	Chord	3/4	3	1	1/2		1/2	1	171					26
22	22	65	65	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	172					26
22	22	131/2	131/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	173					
22	22	63	63	2.0	0	0	Chord	3/4	4	1	1/2		1/2	1	174					27
22	22	65	65	0.5	1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	175					27
22	22	131/2	131/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	176					
23	23	66	66	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	177					28
23	23	66	66	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	178					29
23	23	66	66	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	179					30
23	23	67	67	1.0	1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	180					30
23	23	68	68	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	181					30
23	23	66	66	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	182					31
23	23	67	67	1.0	1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	183					31
23	23	68	68	1.0	1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	184					31
24	24	69	69	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	185					28
24	24	70	70	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	186					
24	24	71	71	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	187		articStaccatoAbove			
24	24	69	69	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	188					29
24	24	70	70	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	189					
24	24	71	71	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	190		articStaccatoAbove			
24	24	69	69	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	191					30
24	24	70	70	1.0	1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	192					30
24	24	71	71	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	193					
24	24	69	69	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	194					31
24	24	70	70	1.0	1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	195					31
24	24	71	71	1.0	1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	196					
25	25	72	72	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	197					
25	25	74	74	0.0	1/2	1/2	Chord	3/4	1	1	0	acciaccatura	1/8	1	198					
25	25	74	74	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	199		articStaccatoAbove			
25	25	72	72	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	200					
25	25	72	72	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	201		articStaccatoAbove			
25	25	73	73	1.0	1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	202		articStaccatoAbove			
25	25	72	72	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	203		articStaccatoBelow			
25	25	73	73	1.0	1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	204		articStaccatoAbove			
26	26	75	75	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	205					
26	26	77	77	0.0	1/2	1/2	Chord	3/4	1	1	0	acciaccatura	1/8	1	206					
26	26	77	77	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	207		articStaccatoAbove			
26	26	75	75	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	208					
26	26	75	75	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	209		articStaccatoAbove			
26	26	76	76	1.0	1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	210		articStaccatoAbove			
26	26	75	75	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	211		articStaccatoBelow			
26	26	76	76	1.0	1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	212		articStaccatoAbove			
27	27	78	78	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	213					
27	27	80	80	0.0	1/2	1/2	Chord	3/4	1	1	0	acciaccatura	1/8	1	214					
27	27	80	80	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	215		articStaccatoAbove			
27	27	78	78	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	216					
27	27	78	78	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	217		articStaccatoAbove			
27	27	79	79	1.0	1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	218		articStaccatoAbove			
27	27	78	78	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	219		articStaccatoBelow			
27	27	79	79	1.0	1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	220		articStaccatoAbove			
28	28	81	81	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	221					
28	28	83	83	0.0	1/2	1/2	Chord	3/4	1	1	0	acciaccatura	1/8	1	222					
28	28	83	83	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	223		articStaccatoAbove			
28	28	81	81	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	224					
28	28	81	81	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	225		articStaccatoAbove			
28	28	82	82	1.0	1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	226		articStaccatoAbove			
28	28	81	81	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	227		articStaccatoBelow			
28	28	82	82	1.0	1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	228		articStaccatoAbove			
29	29	84	84	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	229					
29	29	84	84	0.0	0	0	Dynamic	3/4	2	1	0					pp				
29	29	84	84	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	230		articStaccatoBelow			
29	29	85	85	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	231		articStaccatoBelow			
29	29	86	86	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	232		articStaccatoBelow			
29	29	84	84	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	233		articStaccatoAbove			
29	29	84	84	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	234		articStaccatoBelow			
30	30	87	87	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	235		articStaccatoBelow			
30	30	88	88	0.0	1/4	1/4	Dynamic	3/4	1	1	0					pp				
30	30	88	88	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	236		articStaccatoBelow			
30	30	89	89	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	237		articStaccatoBelow			
30	30	87	87	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	238		articStaccatoBelow			
30	30	87	87	0.0	0	0	Dynamic	3/4	3	1	0					pp				
30	30	87	87	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	239		articStaccatoBelow			
30	30	88	88	1.0	1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	240		articStaccatoAbove			
30	30	89	89	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	241		articStaccatoAbove			
30	30	87	87	0.0	0	0	Dynamic	3/4	4	1	0					pp				
30	30	87	87	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	242		articStaccatoAbove			
30	30	88	88	1.0	1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	243		articStaccatoAbove			
30	30	89	89	1.0	1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	244		articStaccatoAbove			
31	31	90	90	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	245		articStaccatoBelow			
31	31	90	90	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	246		articStaccatoAbove			
31	31	91	91	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	247		articStaccatoAbove			
31	31	92	92	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	248		articStaccatoAbove			
31	31	90	90	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	249		articStaccatoAbove			
31	31	90	90	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	250		articStaccatoBelow			
32	32	93	93	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	251		articStaccatoAbove			
32	32	94	94	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	252		articStaccatoAbove			
32	32	95	95	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	253		articStaccatoAbove			
32	32	93	93	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	254		articStaccatoAbove			
32	32	93	93	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	255		articStaccatoBelow			
32	32	94	94	1.0	1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	256		articStaccatoBelow			
32	32	95	95	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	257		articStaccatoBelow			
32	32	93	93	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	258		articStaccatoBelow			
32	32	94	94	1.0	1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	259		articStaccatoBelow			
32	32	95	95	1.0	1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	260		articStaccatoBelow			
33	33	96	96	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	261		articStaccatoAbove			
33	33	96	96	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	262		articStaccatoBelow			
33	33	97	97	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	263		articStaccatoBelow			
33	33	98	98	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	264		articStaccatoBelow			
33	33	96	96	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	265		articStaccatoBelow			
33	33	96	96	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	266		articStaccatoBelow			
34	34	99	99	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	267		articStaccatoBelow			
34	34	100	100	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	268		articStaccatoBelow			
34	34	101	101	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	269		articStaccatoBelow			
34	34	99	99	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	270		articStaccatoAbove			
34	34	99	99	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	271		articStaccatoAbove			
34	34	100	100	1.0	1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	272		articStaccatoAbove			
34	34	101	101	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	273		articStaccatoAbove			
34	34	99	99	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	274		articStaccatoAbove			
34	34	100	100	1.0	1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	275		articStaccatoAbove			
