mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible
340	339	1358	1358	2.0	1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	5191		articStaccatoAbove				
340	339	1356	1356	2.0	0	0	Chord	2/2	2	1	1/2		1/2	1	5192		articStaccatoAbove				
340	339	1358	1358	2.0	1/2	1/2	Chord	2/2	2	1	1/2		1/2	1	5193		articStaccatoAbove				
340	339	1356	1356	4.0	0	0	Chord	2/2	3	1	1		1	1	5194						
340	339	1356	1356	0.5	0	0	Chord	2/2	4	1	1/8		1/8	1	5195						
340	339	2713/2	2713/2	0.5	1/8	1/8	Chord	2/2	4	1	1/8		1/8	1	5196						
340	339	1357	1357	1.0	1/4	1/4	Chord	2/2	4	1	1/4		1/4	1	5197						
340	339	1359	1359	0.5	3/4	3/4	Chord	2/2	4	1	1/8		1/8	1	5198						
340	339	2719/2	2719/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8		1/8	1	5199						
341	340	1360	1360	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	5200		articStaccatoAbove				
341	340	1362	1362	2.0	1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	5201		articStaccatoAbove				
341	340	1360	1360	2.0	0	0	Chord	2/2	2	1	1/2		1/2	1	5202		articStaccatoAbove				
341	340	1362	1362	2.0	1/2	1/2	Chord	2/2	2	1	1/2		1/2	1	5203		articStaccatoAbove				
341	340	1360	1360	4.0	0	0	Chord	2/2	3	1	1		1	1	5204						
341	340	1360	1360	0.5	0	0	Chord	2/2	4	1	1/8		1/8	1	5205						
341	340	2721/2	2721/2	0.5	1/8	1/8	Chord	2/2	4	1	1/8		1/8	1	5206						
341	340	1361	1361	1.0	1/4	1/4	Chord	2/2	4	1	1/4		1/4	1	5207						
341	340	1363	1363	0.5	3/4	3/4	Chord	2/2	4	1	1/8		1/8	1	5208						
341	340	2727/2	2727/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8		1/8	1	5209						
342	341	1364	1364	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	5210		articStaccatoAbove				
342	341	1366	1366	2.0	1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	5211		articStaccatoAbove				
342	341	1364	1364	2.0	0	0	Chord	2/2	2	1	1/2		1/2	1	5212		articStaccatoAbove				
342	341	1366	1366	2.0	1/2	1/2	Chord	2/2	2	1	1/2		1/2	1	5213		articStaccatoAbove				
342	341	1364	1364	4.0	0	0	Chord	2/2	3	1	1		1	1	5214						
342	341	1364	1364	0.5	0	0	Chord	2/2	4	1	1/8		1/8	1	5215						
342	341	2729/2	2729/2	0.5	1/8	1/8	Chord	2/2	4	1	1/8		1/8	1	5216						
342	341	1365	1365	1.0	1/4	1/4	Chord	2/2	4	1	1/4		1/4	1	5217						
342	341	1367	1367	0.5	3/4	3/4	Chord	2/2	4	1	1/8		1/8	1	5218						
342	341	2735/2	2735/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8		1/8	1	5219						
343	342	1368	1368	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	5220		articStaccatoAbove				
343	342	1370	1370	2.0	1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	5221		articStaccatoAbove				
343	342	1368	1368	2.0	0	0	Chord	2/2	2	1	1/2		1/2	1	5222		articStaccatoAbove				
343	342	1370	1370	2.0	1/2	1/2	Chord	2/2	2	1	1/2		1/2	1	5223		articStaccatoAbove				
343	342	1368	1368	4.0	0	0	Chord	2/2	3	1	1		1	1	5224						
343	342	1368	1368	0.5	0	0	Chord	2/2	4	1	1/8		1/8	1	5225						
343	342	2737/2	2737/2	0.5	1/8	1/8	Chord	2/2	4	1	1/8		1/8	1	5226						
343	342	1369	1369	1.0	1/4	1/4	Chord	2/2	4	1	1/4		1/4	1	5227						
343	342	1371	1371	0.5	3/4	3/4	Chord	2/2	4	1	1/8		1/8	1	5228						
343	342	2743/2	2743/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8		1/8	1	5229						
344	343	1372	1372	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	5230		articStaccatoAbove				
344	343	1374	1374	2.0	1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	5231		articStaccatoAbove				
344	343	1372	1372	2.0	0	0	Chord	2/2	2	1	1/2		1/2	1	5232		articStaccatoAbove				
344	343	1374	1374	2.0	1/2	1/2	Chord	2/2	2	1	1/2		1/2	1	5233		articStaccatoAbove				
344	343	1372	1372	4.0	0	0	Chord	2/2	3	1	1		1	1	5234						
344	343	1372	1372	0.5	0	0	Chord	2/2	4	1	1/8		1/8	1	5235						
344	343	2745/2	2745/2	0.5	1/8	1/8	Chord	2/2	4	1	1/8		1/8	1	5236						
344	343	1373	1373	1.0	1/4	1/4	Chord	2/2	4	1	1/4		1/4	1	5237						
344	343	1375	1375	0.5	3/4	3/4	Chord	2/2	4	1	1/8		1/8	1	5238						
344	343	2751/2	2751/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8		1/8	1	5239						
345	344	1376	1376	0.0	0	0	Dynamic	2/2	1	1	0					f					
345	344	1376	1376	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	5240						
345	344	2753/2	2753/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	5241						
345	344	1377	1377	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	5242						
345	344	2755/2	2755/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	5243						
345	344	1378	1378	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	5244						
345	344	2757/2	2757/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	5245						
345	344	1379	1379	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	5246						
345	344	2759/2	2759/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	5247						
345	344	1376	1376	0.0	0	0	Dynamic	2/2	2	1	0					f					
345	344	1376	1376	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	5248						
345	344	1378	1378	2.0	1/2	1/2	Chord	2/2	2	1	1/2		1/2	1	5249						
345	344	1376	1376	1.0	0	0	Chord	2/2	3	1	1/4		1/4	1	5250						
345	344	1378	1378	2.0	1/2	1/2	Chord	2/2	3	1	1/2		1/2	1	5251						
345	344	1376	1376	0.0	0	0	Dynamic	2/2	4	1	0					f					
345	344	1376	1376	0.0	0	0	Dynamic	2/2	4	1	0					f					
345	344	1376	1376	1.0	0	0	Chord	2/2	4	1	1/4		1/4	1	5252						
346	345	1380	1380	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	5253						
346	345	2761/2	2761/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	5254						
346	345	1381	1381	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	5255						
346	345	2763/2	2763/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	5256						
346	345	1382	1382	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	5257						
346	345	2765/2	2765/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	5258						
346	345	1383	1383	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	5259						
346	345	2767/2	2767/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	5260						
346	345	1380	1380	2.0	0	0	Chord	2/2	2	1	1/2		1/2	1	5261						
346	345	1382	1382	2.0	1/2	1/2	Chord	2/2	2	1	1/2		1/2	1	5262						
346	345	1380	1380	2.0	0	0	Chord	2/2	3	1	1/2		1/2	1	5263						
346	345	1382	1382	2.0	1/2	1/2	Chord	2/2	3	1	1/2		1/2	1	5264						
346	345	1380	1380	1.0	0	0	Chord	2/2	4	1	1/4		1/4	1	5265						
347	346	1384	1384	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	5266						
347	346	2769/2	2769/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	5267						
347	346	1385	1385	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	5268						
347	346	2771/2	2771/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	5269						
347	346	1386	1386	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	5270						
347	346	2773/2	2773/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	5271						
347	346	1387	1387	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	5272						
347	346	2775/2	2775/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	5273						
347	346	1384	1384	2.0	0	0	Chord	2/2	2	1	1/2		1/2	1	5274						
347	346	1386	1386	2.0	1/2	1/2	Chord	2/2	2	1	1/2		1/2	1	5275						
347	346	1384	1384	2.0	0	0	Chord	2/2	3	1	1/2		1/2	1	5276						
347	346	1386	1386	2.0	1/2	1/2	Chord	2/2	3	1	1/2		1/2	1	5277						
347	346	1384	1384	1.0	0	0	Chord	2/2	4	1	1/4		1/4	1	5278						
348	347	1388	1388	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	5279						
348	347	2777/2	2777/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	5280						
348	347	1389	1389	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	5281						
348	347	2779/2	2779/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	5282						
348	347	1390	1390	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	5283						
348	347	2781/2	2781/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	5284						
348	347	1391	1391	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	5285						
348	347	2783/2	2783/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	5286						
348	347	1388	1388	2.0	0	0	Chord	2/2	2	1	1/2		1/2	1	5287						
348	347	1390	1390	2.0	1/2	1/2	Chord	2/2	2	1	1/2		1/2	1	5288						
348	347	1388	1388	2.0	0	0	Chord	2/2	3	1	1/2		1/2	1	5289						
348	347	1390	1390	2.0	1/2	1/2	Chord	2/2	3	1	1/2		1/2	1	5290						
348	347	1388	1388	1.0	0	0	Chord	2/2	4	1	1/4		1/4	1	5291						
349	348	1392	1392	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	5292						
349	348	2785/2	2785/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	5293						
349	348	1393	1393	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	5294						
349	348	2787/2	2787/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	5295						
349	348	1394	1394	0.0	1/2	1/2	Dynamic	2/2	1	1	0					sf					
349	348	1394	1394	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	5296						
349	348	2789/2	2789/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	5297						
349	348	1395	1395	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	5298						
349	348	2791/2	2791/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	5299						
349	348	1392	1392	2.0	0	0	Chord	2/2	2	1	1/2		1/2	1	5300						
349	348	1394	1394	0.0	1/2	1/2	Dynamic	2/2	2	1	0					sf					
349	348	1394	1394	2.0	1/2	1/2	Chord	2/2	2	1	1/2		1/2	1	5301						
349	348	1392	1392	2.0	0	0	Chord	2/2	3	1	1/2		1/2	1	5302						
349	348	1394	1394	0.0	1/2	1/2	Dynamic	2/2	3	1	0					sf					
349	348	1394	1394	2.0	1/2	1/2	Chord	2/2	3	1	1/2		1/2	1	5303						
349	348	1392	1392	1.0	0	0	Chord	2/2	4	1	1/4		1/4	1	5304						
350	349	1396	1396	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	5305						
350	349	2793/2	2793/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	5306						
350	349	1397	1397	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	5307						
350	349	2795/2	2795/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	5308						
350	349	1398	1398	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	5309						
350	349	2797/2	2797/2	0.0	5/8	5/8	Dynamic	2/2	1	1	0					sf					
350	349	2797/2	2797/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	5310						
350	349	1399	1399	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	5311						
350	349	2799/2	2799/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	5312						
350	349	1396	1396	2.0	0	0	Chord	2/2	2	1	1/2		1/2	1	5313						
350	349	1398	1398	2.0	1/2	1/2	Chord	2/2	2	1	1/2		1/2	1	5314						
350	349	1396	1396	2.0	0	0	Chord	2/2	3	1	1/2		1/2	1	5315						
350	349	1398	1398	0.0	1/2	1/2	Dynamic	2/2	3	1	0					sf					
350	349	1398	1398	0.0	1/2	1/2	Dynamic	2/2	3	1	0					sf					
350	349	1398	1398	2.0	1/2	1/2	Chord	2/2	3	1	1/2		1/2	1	5316						
350	349	1396	1396	1.0	0	0	Chord	2/2	4	1	1/4		1/4	1	5317						
351	350	1400	1400	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	5318						
351	350	2801/2	2801/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	5319						
351	350	1401	1401	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	5320						
351	350	2803/2	2803/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	5321						
351	350	1402	1402	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	5322						
351	350	2805/2	2805/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	5323						
351	350	1403	1403	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	5324						
351	350	2807/2	2807/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	5325						
351	350	1400	1400	2.0	0	0	Chord	2/2	2	1	1/2		1/2	1	5326						
351	350	1402	1402	0.0	1/2	1/2	Dynamic	2/2	2	1	0					sf					
351	350	1402	1402	2.0	1/2	1/2	Chord	2/2	2	1	1/2		1/2	1	5327						
351	350	1400	1400	2.0	0	0	Chord	2/2	3	1	1/2		1/2	1	5328						
351	350	1402	1402	0.0	1/2	1/2	Dynamic	2/2	3	1	0					sf					
351	350	1402	1402	0.0	1/2	1/2	Dynamic	2/2	3	1	0					sf					
351	350	1402	1402	2.0	1/2	1/2	Chord	2/2	3	1	1/2		1/2	1	5329						
351	350	1400	1400	1.0	0	0	Chord	2/2	4	1	1/4		1/4	1	5330						
352	351	1404	1404	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	5331						
352	351	2809/2	2809/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	5332						
352	351	1405	1405	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	5333						
352	351	2811/2	2811/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	5334						
352	351	1406	1406	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	5335						
352	351	2813/2	2813/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	5336						
352	351	1407	1407	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	5337						
352	351	2815/2	2815/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	5338						
352	351	1404	1404	4.0	0	0	Chord	2/2	2	1	1		1	1	5339						
352	351	1404	1404	2.0	0	0	Chord	2/2	3	1	1/2		1/2	1	5340						
352	351	1406	1406	2.0	1/2	1/2	Chord	2/2	3	1	1/2		1/2	1	5341						
352	351	1404	1404	1.0	0	0	Chord	2/2	4	1	1/4		1/4	1	5342						
353	352	1408	1408	0.0	0	0	Dynamic	2/2	1	1	0					p					
353	352	1408	1408	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	5343						
353	352	2817/2	2817/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	5344						
353	352	1409	1409	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	5345						
353	352	2819/2	2819/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	5346						
353	352	1410	1410	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	5347						
353	352	2821/2	2821/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	5348						
353	352	1411	1411	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	5349						
353	352	2823/2	2823/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	5350						
353	352	1408	1408	0.0	0	0	Dynamic	2/2	3	1	0					p					
353	352	1408	1408	0.5	0	0	Chord	2/2	3	1	1/8		1/8	1	5351						
353	352	2817/2	2817/2	0.5	1/8	1/8	Chord	2/2	3	1	1/8		1/8	1	5352						
353	352	1409	1409	0.5	1/4	1/4	Chord	2/2	3	1	1/8		1/8	1	5353						
353	352	2819/2	2819/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8		1/8	1	5354						
353	352	1410	1410	0.5	1/2	1/2	Chord	2/2	3	1	1/8		1/8	1	5355						
353	352	2821/2	2821/2	0.5	5/8	5/8	Chord	2/2	3	1	1/8		1/8	1	5356						
353	352	1411	1411	0.5	3/4	3/4	Chord	2/2	3	1	1/8		1/8	1	5357						
353	352	2823/2	2823/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	5358						
353	352	1408	1408	0.0	0	0	Dynamic	2/2	4	1	0					p					
353	352	1408	1408	1.0	0	0	Chord	2/2	4	1	1/4		1/4	1	5359						
354	353	1412	1412	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	5360						
354	353	2825/2	2825/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	5361						
354	353	1413	1413	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	5362						
354	353	2827/2	2827/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	5363						
354	353	1414	1414	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	5364						
354	353	2829/2	2829/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	5365						
354	353	1415	1415	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	5366						
354	353	2831/2	2831/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	5367						
354	353	1412	1412	0.0	0	0	Dynamic	2/2	2	1	0					p					
354	353	1412	1412	2.0	0	0	Chord	2/2	2	1	1/2		1/2	1	5368						
354	353	1414	1414	2.0	1/2	1/2	Chord	2/2	2	1	1/2		1/2	1	5369						
354	353	1412	1412	0.5	0	0	Chord	2/2	3	1	1/8		1/8	1	5370						
354	353	2825/2	2825/2	0.5	1/8	1/8	Chord	2/2	3	1	1/8		1/8	1	5371						
354	353	1413	1413	0.5	1/4	1/4	Chord	2/2	3	1	1/8		1/8	1	5372						
354	353	2827/2	2827/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8		1/8	1	5373						
354	353	1414	1414	0.5	1/2	1/2	Chord	2/2	3	1	1/8		1/8	1	5374						
354	353	2829/2	2829/2	0.5	5/8	5/8	Chord	2/2	3	1	1/8		1/8	1	5375						
354	353	1415	1415	0.5	3/4	3/4	Chord	2/2	3	1	1/8		1/8	1	5376						
354	353	2831/2	2831/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	5377						
354	353	1412	1412	1.0	0	0	Chord	2/2	4	1	1/4		1/4	1	5378						
355	354	1416	1416	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	5379						
355	354	2833/2	2833/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	5380						
355	354	1417	1417	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	5381						
355	354	2835/2	2835/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	5382						
355	354	1418	1418	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	5383						
355	354	2837/2	2837/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	5384						
355	354	1419	1419	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	5385						
355	354	2839/2	2839/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	5386						
355	354	1416	1416	2.0	0	0	Chord	2/2	2	1	1/2		1/2	1	5387						
355	354	1418	1418	2.0	1/2	1/2	Chord	2/2	2	1	1/2		1/2	1	5388						
355	354	1416	1416	0.5	0	0	Chord	2/2	3	1	1/8		1/8	1	5389						
355	354	2833/2	2833/2	0.5	1/8	1/8	Chord	2/2	3	1	1/8		1/8	1	5390						
355	354	1417	1417	0.5	1/4	1/4	Chord	2/2	3	1	1/8		1/8	1	5391						
355	354	2835/2	2835/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8		1/8	1	5392						
355	354	1418	1418	0.5	1/2	1/2	Chord	2/2	3	1	1/8		1/8	1	5393						
355	354	2837/2	2837/2	0.5	5/8	5/8	Chord	2/2	3	1	1/8		1/8	1	5394						
355	354	1419	1419	0.5	3/4	3/4	Chord	2/2	3	1	1/8		1/8	1	5395						
355	354	2839/2	2839/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	5396						
355	354	1416	1416	1.0	0	0	Chord	2/2	4	1	1/4		1/4	1	5397						
356	355	1420	1420	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	5398						
356	355	2841/2	2841/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	5399						
356	355	1421	1421	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	5400						
356	355	2843/2	2843/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	5401						
356	355	1422	1422	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	5402						
356	355	2845/2	2845/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	5403						
356	355	1423	1423	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	5404						
356	355	2847/2	2847/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	5405						
356	355	1420	1420	2.0	0	0	Chord	2/2	2	1	1/2		1/2	1	5406						
356	355	1422	1422	2.0	1/2	1/2	Chord	2/2	2	1	1/2		1/2	1	5407						
356	355	1420	1420	0.5	0	0	Chord	2/2	3	1	1/8		1/8	1	5408						
356	355	2841/2	2841/2	0.5	1/8	1/8	Chord	2/2	3	1	1/8		1/8	1	5409						
356	355	1421	1421	0.5	1/4	1/4	Chord	2/2	3	1	1/8		1/8	1	5410						
356	355	2843/2	2843/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8		1/8	1	5411						
356	355	1422	1422	0.5	1/2	1/2	Chord	2/2	3	1	1/8		1/8	1	5412						
356	355	2845/2	2845/2	0.5	5/8	5/8	Chord	2/2	3	1	1/8		1/8	1	5413						
356	355	1423	1423	0.5	3/4	3/4	Chord	2/2	3	1	1/8		1/8	1	5414						
356	355	2847/2	2847/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	5415						
356	355	1420	1420	1.0	0	0	Chord	2/2	4	1	1/4		1/4	1	5416						
357	356	1424	1424	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	5417						
357	356	2849/2	2849/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	5418						
357	356	1425	1425	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	5419						
357	356	2851/2	2851/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	5420						
357	356	1426	1426	0.0	1/2	1/2	Dynamic	2/2	1	1	0					sfp					
357	356	1426	1426	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	5421						
357	356	2853/2	2853/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	5422						
357	356	1427	1427	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	5423						
357	356	2855/2	2855/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	5424						
357	356	1424	1424	2.0	0	0	Chord	2/2	2	1	1/2		1/2	1	5425						
357	356	1426	1426	0.0	1/2	1/2	Dynamic	2/2	2	1	0					sfp					
357	356	1426	1426	2.0	1/2	1/2	Chord	2/2	2	1	1/2		1/2	1	5426						
357	356	1424	1424	0.5	0	0	Chord	2/2	3	1	1/8		1/8	1	5427						
357	356	2849/2	2849/2	0.5	1/8	1/8	Chord	2/2	3	1	1/8		1/8	1	5428						
357	356	1425	1425	0.5	1/4	1/4	Chord	2/2	3	1	1/8		1/8	1	5429						
357	356	2851/2	2851/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8		1/8	1	5430						
357	356	1426	1426	0.0	1/2	1/2	Dynamic	2/2	3	1	0					sfp					
357	356	1426	1426	0.5	1/2	1/2	Chord	2/2	3	1	1/8		1/8	1	5431						
357	356	2853/2	2853/2	0.5	5/8	5/8	Chord	2/2	3	1	1/8		1/8	1	5432						
357	356	1427	1427	0.5	3/4	3/4	Chord	2/2	3	1	1/8		1/8	1	5433						
357	356	2855/2	2855/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	5434						
357	356	1424	1424	1.0	0	0	Chord	2/2	4	1	1/4		1/4	1	5435						
358	357	1428	1428	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	5436						
358	357	2857/2	2857/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	5437						
358	357	1429	1429	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	5438						
358	357	2859/2	2859/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	5439						
358	357	1430	1430	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	5440						
358	357	2861/2	2861/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	5441						
358	357	1431	1431	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	5442						
358	357	2863/2	2863/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	5443						
358	357	1428	1428	2.0	0	0	Chord	2/2	2	1	1/2		1/2	1	5444						
358	357	1430	1430	0.0	1/2	1/2	Dynamic	2/2	2	1	0					sfp					
358	357	1430	1430	0.0	1/2	1/2	Dynamic	2/2	2	1	0					sfp					
358	357	1430	1430	2.0	1/2	1/2	Chord	2/2	2	1	1/2		1/2	1	5445						
358	357	1428	1428	0.5	0	0	Chord	2/2	3	1	1/8		1/8	1	5446						
358	357	2857/2	2857/2	0.5	1/8	1/8	Chord	2/2	3	1	1/8		1/8	1	5447						
358	357	1429	1429	0.5	1/4	1/4	Chord	2/2	3	1	1/8		1/8	1	5448						
358	357	2859/2	2859/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8		1/8	1	5449						
358	357	1430	1430	0.5	1/2	1/2	Chord	2/2	3	1	1/8		1/8	1	5450						
358	357	2861/2	2861/2	0.5	5/8	5/8	Chord	2/2	3	1	1/8		1/8	1	5451						
358	357	1431	1431	0.5	3/4	3/4	Chord	2/2	3	1	1/8		1/8	1	5452						
358	357	2863/2	2863/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	5453						
358	357	1428	1428	1.0	0	0	Chord	2/2	4	1	1/4		1/4	1	5454						
358	357	1430	1430	0.0	1/2	1/2	Dynamic	2/2	4	1	0					sfp					
359	358	1432	1432	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	5455						
