mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	TextLine	TextLine_Sul C	crescendo_hairpin	decrescendo_hairpin	Trill:trill
8	8	14	14	1.0	0	0	Chord	2/4	4	1	1/4		1/4	1	51							3					
8	8	15	15	0.0	1/4	1/4	Spanner	2/4	4	1	0																1
8	8	15	15	1.0	1/4	1/4	Chord	2/4	4	1	1/4		1/4	1	52												1
9	9	16	16	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	53							4					
9	9	17	17	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	54							4					
9	9	35/2	35/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	55							4					
9	9	71/4	71/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	56												
9	9	16	16	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	57												
9	9	33/2	33/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	58												
9	9	35/2	35/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	59												
9	9	16	16	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	60												
9	9	33/2	33/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	61												
9	9	35/2	35/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	62												
9	9	16	16	2.0	0	0	Chord	2/4	4	1	1/2		1/2	1	63												1
10	10	18	18	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	64		articStaccatoAbove										
10	10	37/2	37/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	65		articStaccatoAbove										
10	10	19	19	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	66		articStaccatoAbove										
10	10	39/2	39/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	67		articStaccatoAbove										
10	10	37/2	37/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	68												
10	10	39/2	39/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	69												
10	10	37/2	37/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	70												
10	10	39/2	39/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	71												
10	10	18	18	2.0	0	0	Chord	2/4	4	1	1/2		1/2	1	72												1
11	11	20	20	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	73							5					
11	11	21	21	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	74		articStaccatoAbove										
11	11	43/2	43/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	75		articStaccatoAbove										
11	11	87/4	87/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	76		articStaccatoAbove										
11	11	41/2	41/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	77												
11	11	43/2	43/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	78												
11	11	41/2	41/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	79												
11	11	43/2	43/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	80												
11	11	20	20	2.0	0	0	Chord	2/4	4	1	1/2		1/2	1	81												1
12	12	22	22	0.0	0	0	Spanner	2/4	1	1	0														1		
12	12	22	22	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	82							6			1		
12	12	23	23	0.0	1/4	1/4	Spanner	2/4	1	1	0											6					
12	12	23	23	0.0	1/4	1/4	Spanner	2/4	1	1	0											6				1	
12	12	23	23	0.75	1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	83							6				1	
12	12	95/4	95/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	84											1	
12	12	45/2	45/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	85												
12	12	47/2	47/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	86												
12	12	45/2	45/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	87												
12	12	47/2	47/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	88												
12	12	22	22	2.0	0	0	Chord	2/4	4	1	1/2		1/2	1	89												1
13	13	24	24	0.0	0	0	StaffText	2/4	1	1	0							<i>sempre</i>									
13	13	24	24	0.0	0	0	Spanner	2/4	1	1	0																
13	13	24	24	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	90							7					
13	13	25	25	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	91							7					
13	13	51/2	51/2	0.0	3/8	3/8	Dynamic	2/4	1	1	0					p						7					
13	13	51/2	51/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	92							7					
13	13	103/4	103/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	93												
13	13	49/2	49/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	94												
13	13	51/2	51/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	95												
13	13	49/2	49/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	96												
13	13	51/2	51/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	97												
13	13	24	24	0.0	0	0	Spanner	2/4	4	1	0																
13	13	24	24	1.0	0	0	Chord	2/4	4	1	1/4		1/4	1	98		ornamentTrill										
13	13	25	25	1.0	1/4	1/4	Chord	2/4	4	1	1/4		1/4	1	99		ornamentTrill										
14	14	26	26	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	100		articStaccatoAbove										
14	14	53/2	53/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	101		articStaccatoAbove										
14	14	27	27	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	102		articStaccatoAbove										
14	14	55/2	55/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	103		articStaccatoAbove										
14	14	53/2	53/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	104												
14	14	55/2	55/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	105												
14	14	53/2	53/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	106												
14	14	55/2	55/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	107												
14	14	26	26	0.0	0	0	Chord	2/4	4	1	0	grace16after	1/16	1	108												
14	14	26	26	0.0	0	0	Chord	2/4	4	1	0	grace16after	1/16	1	109												
14	14	26	26	1.0	0	0	Chord	2/4	4	1	1/4		1/4	1	110		ornamentTrill										
14	14	27	27	0.0	1/4	1/4	Chord	2/4	4	1	0	grace16after	1/16	1	111												
14	14	27	27	0.0	1/4	1/4	Chord	2/4	4	1	0	grace16after	1/16	1	112												
14	14	27	27	1.0	1/4	1/4	Chord	2/4	4	1	1/4		1/4	1	113		ornamentTrill										
15	15	28	28	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	114		articStaccatoAbove										
15	15	57/2	57/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	115		articStaccatoAbove										
15	15	29	29	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	116		articStaccatoAbove										
15	15	59/2	59/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	117		articStaccatoAbove										
15	15	57/2	57/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	118												
15	15	59/2	59/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	119												
15	15	57/2	57/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	120												
15	15	59/2	59/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	121												
15	15	28	28	0.75	0	0	Chord	2/4	4	1	3/16		1/8	3/2	122		ornamentTrill										
15	15	115/4	115/4	0.125	3/16	3/16	Chord	2/4	4	1	1/32		1/32	1	123												
15	15	231/8	231/8	0.125	7/32	7/32	Chord	2/4	4	1	1/32		1/32	1	124												
15	15	29	29	0.75	1/4	1/4	Chord	2/4	4	1	3/16		1/8	3/2	125		ornamentTrill										
15	15	119/4	119/4	0.125	7/16	7/16	Chord	2/4	4	1	1/32		1/32	1	126												
15	15	239/8	239/8	0.125	15/32	15/32	Chord	2/4	4	1	1/32		1/32	1	127												
16	16	30	30	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	128												
16	16	30	30	0.0	0	0	StaffText	2/4	2	1	0							<i>cresc.</i>									
16	16	30	30	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	129							8					
16	16	31	31	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	130							8					
16	16	63/2	63/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	131							8					
16	16	127/4	127/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	132												
16	16	30	30	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	133							9					
16	16	31	31	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	134							9					
16	16	63/2	63/2	0.25	3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	135							9					
16	16	127/4	127/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	136												
16	16	30	30	0.0	0	0	StaffText	2/4	4	1	0							<i>cresc.</i>									
16	16	30	30	0.0	0	0	StaffText	2/4	4	1	0							<i>cresc.</i>									
16	16	30	30	2.0	0	0	Chord	2/4	4	1	1/2		1/2	1	137							10					
17	17	33	33	0.0	1/4	1/4	StaffText	2/4	1	1	0							<i>cresc.</i>									
17	17	33	33	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	138							11					
17	17	67/2	67/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	139							11					
17	17	135/4	135/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	140												
17	17	32	32	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	141		articStaccatoAbove										
17	17	65/2	65/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	142		articStaccatoAbove										
17	17	33	33	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	143		articStaccatoAbove										
17	17	67/2	67/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	144		articStaccatoAbove										
17	17	32	32	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	145		articStaccatoBelow										
17	17	65/2	65/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	146		articStaccatoBelow										
17	17	33	33	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	147		articStaccatoBelow										
17	17	67/2	67/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	148		articStaccatoBelow										
17	17	32	32	1.0	0	0	Chord	2/4	4	1	1/4		1/4	1	149							10					
17	17	33	33	1.0	1/4	1/4	Chord	2/4	4	1	1/4		1/4	1	150												
18	18	34	34	0.0	0	0	Dynamic	2/4	1	1	0					f											
18	18	34	34	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	151		articStaccatoAbove										
18	18	69/2	69/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	152		articStaccatoAbove										
18	18	35	35	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	153		articStaccatoAbove										
18	18	71/2	71/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	154		articStaccatoAbove										
18	18	34	34	0.0	0	0	Dynamic	2/4	2	1	0					f											
18	18	34	34	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	155												
18	18	69/2	69/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4		1/4	1	156												
18	18	71/2	71/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	157												
18	18	34	34	0.0	0	0	Dynamic	2/4	3	1	0					f											
18	18	34	34	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	158							12					
18	18	35	35	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	159		articStaccatoBelow										
18	18	71/2	71/2	0.25	3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	160		articStaccatoBelow										
18	18	143/4	143/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	161		articStaccatoBelow										
18	18	34	34	0.0	0	0	Dynamic	2/4	4	1	0					f											
18	18	34	34	0.25	0	0	Chord	2/4	4	1	1/16		1/16	1	162							13					
18	18	137/4	137/4	0.25	1/16	1/16	Chord	2/4	4	1	1/16		1/16	1	163												
18	18	69/2	69/2	0.25	1/8	1/8	Chord	2/4	4	1	1/16		1/16	1	164							14					
18	18	139/4	139/4	0.25	3/16	3/16	Chord	2/4	4	1	1/16		1/16	1	165												
18	18	35	35	0.25	1/4	1/4	Chord	2/4	4	1	1/16		1/16	1	166							15					
18	18	141/4	141/4	0.25	5/16	5/16	Chord	2/4	4	1	1/16		1/16	1	167												
18	18	71/2	71/2	0.25	3/8	3/8	Chord	2/4	4	1	1/16		1/16	1	168							16					
18	18	143/4	143/4	0.25	7/16	7/16	Chord	2/4	4	1	1/16		1/16	1	169												
19	19	36	36	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	170							17					
19	19	37	37	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	171		articStaccatoAbove										
19	19	75/2	75/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	172		articStaccatoAbove										
19	19	151/4	151/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	173		articStaccatoAbove										
19	19	36	36	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	174												
19	19	73/2	73/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	175							18					
19	19	37	37	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	176		articStaccatoAbove										
19	19	75/2	75/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	177		articStaccatoAbove										
19	19	151/4	151/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	178		articStaccatoAbove										
19	19	36	36	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	179							19					
19	19	37	37	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	180		articStaccatoBelow										
19	19	75/2	75/2	0.25	3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	181		articStaccatoBelow										
19	19	151/4	151/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	182		articStaccatoBelow										
19	19	36	36	0.25	0	0	Chord	2/4	4	1	1/16		1/16	1	183							20					
19	19	145/4	145/4	0.25	1/16	1/16	Chord	2/4	4	1	1/16		1/16	1	184												
19	19	73/2	73/2	0.25	1/8	1/8	Chord	2/4	4	1	1/16		1/16	1	185							21					
19	19	147/4	147/4	0.25	3/16	3/16	Chord	2/4	4	1	1/16		1/16	1	186												
19	19	37	37	0.25	1/4	1/4	Chord	2/4	4	1	1/16		1/16	1	187							22					
19	19	149/4	149/4	0.25	5/16	5/16	Chord	2/4	4	1	1/16		1/16	1	188												
19	19	75/2	75/2	0.25	3/8	3/8	Chord	2/4	4	1	1/16		1/16	1	189		articStaccatoBelow										
19	19	151/4	151/4	0.25	7/16	7/16	Chord	2/4	4	1	1/16		1/16	1	190		articStaccatoBelow										
20	20	38	38	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	191												
20	20	38	38	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	192												
20	20	77/2	77/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4		1/4	1	193												
20	20	79/2	79/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	194												
20	20	38	38	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	195												
20	20	39	39	0.0	1/4	1/4	Dynamic	2/4	3	1	0					sf											
20	20	39	39	0.75	1/4	1/4	Chord	2/4	3	1	3/16		1/8	3/2	196							23					
20	20	159/4	159/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	197												
20	20	38	38	0.25	0	0	Chord	2/4	4	1	1/16		1/16	1	198							24					
20	20	153/4	153/4	0.25	1/16	1/16	Chord	2/4	4	1	1/16		1/16	1	199												
20	20	77/2	77/2	0.25	1/8	1/8	Chord	2/4	4	1	1/16		1/16	1	200							25					
20	20	155/4	155/4	0.25	3/16	3/16	Chord	2/4	4	1	1/16		1/16	1	201												
20	20	39	39	0.25	1/4	1/4	Chord	2/4	4	1	1/16		1/16	1	202							26					
20	20	157/4	157/4	0.25	5/16	5/16	Chord	2/4	4	1	1/16		1/16	1	203												
20	20	79/2	79/2	0.25	3/8	3/8	Chord	2/4	4	1	1/16		1/16	1	204							27					
20	20	159/4	159/4	0.25	7/16	7/16	Chord	2/4	4	1	1/16		1/16	1	205												
21	21	41	41	0.0	1/4	1/4	Dynamic	2/4	1	1	0					sf											
21	21	41	41	0.75	1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	206							28					
21	21	167/4	167/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	207												
21	21	40	40	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	208												
21	21	81/2	81/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	209												
21	21	41	41	0.0	1/4	1/4	Dynamic	2/4	2	1	0					sf											
21	21	41	41	0.75	1/4	1/4	Chord	2/4	2	1	3/16		1/8	3/2	210							29					
21	21	167/4	167/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	211												
21	21	40	40	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	212												
21	21	41	41	0.75	1/4	1/4	Chord	2/4	3	1	3/16		1/8	3/2	213							30					
21	21	167/4	167/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	214												
21	21	40	40	0.25	0	0	Chord	2/4	4	1	1/16		1/16	1	215												
21	21	161/4	161/4	0.25	1/16	1/16	Chord	2/4	4	1	1/16		1/16	1	216												
21	21	81/2	81/2	0.25	1/8	1/8	Chord	2/4	4	1	1/16		1/16	1	217												
21	21	163/4	163/4	0.25	3/16	3/16	Chord	2/4	4	1	1/16		1/16	1	218												
21	21	41	41	0.0	1/4	1/4	Dynamic	2/4	4	1	0					sf											
21	21	41	41	0.0	1/4	1/4	Dynamic	2/4	4	1	0					sf											
21	21	41	41	0.25	1/4	1/4	Chord	2/4	4	1	1/16		1/16	1	219							31					
21	21	165/4	165/4	0.25	5/16	5/16	Chord	2/4	4	1	1/16		1/16	1	220												
21	21	83/2	83/2	0.25	3/8	3/8	Chord	2/4	4	1	1/16		1/16	1	221		articStaccatoBelow										
21	21	167/4	167/4	0.25	7/16	7/16	Chord	2/4	4	1	1/16		1/16	1	222		articStaccatoBelow										
22	22	42	42	0.0	0	0	Dynamic	2/4	1	1	0					ff											
22	22	42	42	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	223							32					
22	22	169/4	169/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	224												
22	22	85/2	85/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	225		articStaccatoAbove										
22	22	171/4	171/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	226		articStaccatoAbove										
22	22	43	43	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	227							33					
22	22	173/4	173/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	228												
22	22	87/2	87/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	229		articStaccatoAbove										
22	22	175/4	175/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	230		articStaccatoAbove										
22	22	42	42	0.0	0	0	Dynamic	2/4	2	1	0					ff											
22	22	42	42	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	231							34					
22	22	169/4	169/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	232												
22	22	85/2	85/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	233		articStaccatoAbove										
22	22	171/4	171/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	234		articStaccatoAbove										
22	22	43	43	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	235							35					
22	22	173/4	173/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	236												
22	22	87/2	87/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	237		articStaccatoAbove										
22	22	175/4	175/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	238		articStaccatoAbove										
22	22	42	42	0.0	0	0	Dynamic	2/4	3	1	0					ff											
22	22	42	42	0.25	0	0	Chord	2/4	3	1	1/16		1/16	1	239												
22	22	169/4	169/4	0.25	1/16	1/16	Chord	2/4	3	1	1/16		1/16	1	240												
22	22	85/2	85/2	1.0	1/8	1/8	Chord	2/4	3	1	1/4		1/4	1	241												
22	22	87/2	87/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	242												
22	22	42	42	0.0	0	0	Dynamic	2/4	4	1	0					ff											
