mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	decrescendo_hairpin
21	19	57	57	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	254		articStaccatoAbove			
21	19	115/2	115/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	255				34	
21	19	231/4	231/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	256					
21	19	56	56	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	257		articStaccatoAbove			
21	19	57	57	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	258		articStaccatoAbove			
21	19	56	56	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	259		articStaccatoBelow			
21	19	57	57	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	260		articStaccatoBelow			
21	19	56	56	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	261		articStaccatoBelow			
21	19	57	57	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	262		articStaccatoBelow			
22	20	58	58	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	263					
22	20	58	58	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	264		articStaccatoBelow			
22	20	59	59	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	265		articStaccatoBelow			
22	20	58	58	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	266		articStaccatoBelow			
22	20	59	59	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	267		articStaccatoBelow			
22	20	60	60	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	268		articStaccatoAbove			
22	20	121/2	121/2	0.25		5/8	5/8	Chord	3/4	3	1	1/16		1/16	1	269				35	
22	20	243/4	243/4	0.25		11/16	11/16	Chord	3/4	3	1	1/16		1/16	1	270				35	
22	20	58	58	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	271		articStaccatoBelow			
22	20	59	59	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	272		articStaccatoBelow			
22	20	60	60	0.5		1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	273		articStaccatoAbove			
22	20	121/2	121/2	0.25		5/8	5/8	Chord	3/4	4	1	1/16		1/16	1	274				36	
22	20	243/4	243/4	0.25		11/16	11/16	Chord	3/4	4	1	1/16		1/16	1	275				36	
23	21	123/2	123/2	0.25		1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	276				37	
23	21	247/4	247/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	277				37	
23	21	62	62	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	278		articStaccatoAbove			
23	21	123/2	123/2	0.25		1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	279				38	
23	21	247/4	247/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	280				38	
23	21	62	62	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	281		articStaccatoAbove			
23	21	61	61	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	282		articStaccatoAbove			
23	21	63	63	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	283		articStaccatoAbove			
23	21	127/2	127/2	0.25		5/8	5/8	Chord	3/4	3	1	1/16		1/16	1	284				39	
23	21	255/4	255/4	0.25		11/16	11/16	Chord	3/4	3	1	1/16		1/16	1	285				39	
23	21	61	61	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	286		articStaccatoAbove			
23	21	63	63	0.5		1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	287		articStaccatoAbove			
23	21	127/2	127/2	0.25		5/8	5/8	Chord	3/4	4	1	1/16		1/16	1	288				40	
23	21	255/4	255/4	0.25		11/16	11/16	Chord	3/4	4	1	1/16		1/16	1	289				40	
24	22	129/2	129/2	0.25		1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	290				41	
24	22	259/4	259/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	291				41	
24	22	65	65	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	292		articStaccatoAbove			
24	22	129/2	129/2	0.25		1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	293				42	
24	22	259/4	259/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	294				42	
24	22	65	65	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	295		articStaccatoBelow			
24	22	64	64	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	296		articStaccatoAbove			
24	22	66	66	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	297		articStaccatoAbove			
24	22	133/2	133/2	0.25		5/8	5/8	Chord	3/4	3	1	1/16		1/16	1	298				43	
24	22	267/4	267/4	0.25		11/16	11/16	Chord	3/4	3	1	1/16		1/16	1	299				43	
24	22	64	64	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	300		articStaccatoAbove			
24	22	66	66	0.5		1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	301		articStaccatoAbove			
24	22	133/2	133/2	0.25		5/8	5/8	Chord	3/4	4	1	1/16		1/16	1	302				44	
24	22	267/4	267/4	0.25		11/16	11/16	Chord	3/4	4	1	1/16		1/16	1	303				44	
25	23	135/2	135/2	0.25		1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	304				45	
25	23	271/4	271/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	305					
25	23	68	68	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	306		articStaccatoBelow			
25	23	137/2	137/2	0.25		3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	307				46	
25	23	275/4	275/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	308					
25	23	69	69	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	309		articStaccatoBelow			
25	23	139/2	139/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	310				47	
25	23	279/4	279/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	311					
25	23	135/2	135/2	0.25		1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	312				48	
25	23	271/4	271/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	313					
25	23	68	68	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	314		articStaccatoBelow			
25	23	137/2	137/2	0.25		3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	315				49	
25	23	275/4	275/4	0.25		7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	316					
25	23	69	69	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	317		articStaccatoBelow			
25	23	139/2	139/2	0.25		5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	318				50	
25	23	279/4	279/4	0.25		11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	319					
25	23	67	67	0.5		0	0	Chord	3/4	3	1	1/8		1/8	1	320		articStaccatoAbove			
25	23	135/2	135/2	0.25		1/8	1/8	Chord	3/4	3	1	1/16		1/16	1	321				51	
25	23	271/4	271/4	0.25		3/16	3/16	Chord	3/4	3	1	1/16		1/16	1	322					
25	23	68	68	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	323		articStaccatoAbove			
25	23	137/2	137/2	0.25		3/8	3/8	Chord	3/4	3	1	1/16		1/16	1	324				52	
25	23	275/4	275/4	0.25		7/16	7/16	Chord	3/4	3	1	1/16		1/16	1	325					
25	23	69	69	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	326		articStaccatoAbove			
25	23	139/2	139/2	0.25		5/8	5/8	Chord	3/4	3	1	1/16		1/16	1	327				53	
25	23	279/4	279/4	0.25		11/16	11/16	Chord	3/4	3	1	1/16		1/16	1	328					
25	23	67	67	0.5		0	0	Chord	3/4	4	1	1/8		1/8	1	329		articStaccatoAbove			
25	23	135/2	135/2	0.25		1/8	1/8	Chord	3/4	4	1	1/16		1/16	1	330				54	
25	23	271/4	271/4	0.25		3/16	3/16	Chord	3/4	4	1	1/16		1/16	1	331					
25	23	68	68	0.5		1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	332		articStaccatoAbove			
25	23	137/2	137/2	0.25		3/8	3/8	Chord	3/4	4	1	1/16		1/16	1	333				55	
25	23	275/4	275/4	0.25		7/16	7/16	Chord	3/4	4	1	1/16		1/16	1	334					
25	23	69	69	0.5		1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	335		articStaccatoAbove			
25	23	139/2	139/2	0.25		5/8	5/8	Chord	3/4	4	1	1/16		1/16	1	336				56	
25	23	279/4	279/4	0.25		11/16	11/16	Chord	3/4	4	1	1/16		1/16	1	337					
26	24	70	70	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	338		articStaccatoBelow			
26	24	141/2	141/2	0.25		1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	339				57	
26	24	283/4	283/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	340					
26	24	71	71	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	341		articStaccatoBelow			
26	24	143/2	143/2	0.25		3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	342				58	
26	24	287/4	287/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	343					
26	24	72	72	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	344		articStaccatoBelow			
26	24	145/2	145/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	345				59	
26	24	291/4	291/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	346					
26	24	70	70	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	347		articStaccatoBelow			
26	24	141/2	141/2	0.25		1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	348				60	
26	24	283/4	283/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	349					
26	24	71	71	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	350		articStaccatoBelow			
26	24	143/2	143/2	0.25		3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	351				61	
26	24	287/4	287/4	0.25		7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	352					
26	24	72	72	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	353		articStaccatoBelow			
26	24	145/2	145/2	0.25		5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	354				62	
26	24	291/4	291/4	0.25		11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	355					
26	24	70	70	0.5		0	0	Chord	3/4	3	1	1/8		1/8	1	356		articStaccatoAbove			
26	24	141/2	141/2	0.25		1/8	1/8	Chord	3/4	3	1	1/16		1/16	1	357				63	
26	24	283/4	283/4	0.25		3/16	3/16	Chord	3/4	3	1	1/16		1/16	1	358					
26	24	71	71	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	359		articStaccatoAbove			
26	24	143/2	143/2	0.25		3/8	3/8	Chord	3/4	3	1	1/16		1/16	1	360				64	
26	24	287/4	287/4	0.25		7/16	7/16	Chord	3/4	3	1	1/16		1/16	1	361					
26	24	72	72	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	362		articStaccatoAbove			
26	24	145/2	145/2	0.25		5/8	5/8	Chord	3/4	3	1	1/16		1/16	1	363				65	
26	24	291/4	291/4	0.25		11/16	11/16	Chord	3/4	3	1	1/16		1/16	1	364					
26	24	70	70	0.5		0	0	Chord	3/4	4	1	1/8		1/8	1	365		articStaccatoAbove			
26	24	141/2	141/2	0.25		1/8	1/8	Chord	3/4	4	1	1/16		1/16	1	366				66	
26	24	283/4	283/4	0.25		3/16	3/16	Chord	3/4	4	1	1/16		1/16	1	367					
26	24	71	71	0.5		1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	368		articStaccatoAbove			
26	24	143/2	143/2	0.25		3/8	3/8	Chord	3/4	4	1	1/16		1/16	1	369				67	
26	24	287/4	287/4	0.25		7/16	7/16	Chord	3/4	4	1	1/16		1/16	1	370					
26	24	72	72	0.5		1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	371		articStaccatoAbove			
26	24	145/2	145/2	0.25		5/8	5/8	Chord	3/4	4	1	1/16		1/16	1	372				68	
26	24	291/4	291/4	0.25		11/16	11/16	Chord	3/4	4	1	1/16		1/16	1	373					
27	25	73	73	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	374					
27	25	147/2	147/2	1.0		1/8	1/8	Chord	3/4	1	1	1/4		1/4	1	375					
27	25	149/2	149/2	1.0		3/8	3/8	Chord	3/4	1	1	1/4		1/4	1	376					
27	25	151/2	151/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	377					
27	25	73	73	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	378					
27	25	147/2	147/2	1.0		1/8	1/8	Chord	3/4	2	1	1/4		1/4	1	379					
27	25	149/2	149/2	1.0		3/8	3/8	Chord	3/4	2	1	1/4		1/4	1	380					
27	25	151/2	151/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	381					
27	25	73	73	0.5		0	0	Chord	3/4	3	1	1/8		1/8	1	382		articStaccatoAbove			
27	25	147/2	147/2	0.5		1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	383		articStaccatoAbove			
27	25	74	74	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	384		articStaccatoAbove			
27	25	149/2	149/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	385		articStaccatoAbove			
27	25	75	75	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	386		articStaccatoAbove			
27	25	151/2	151/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	387		articStaccatoAbove			
27	25	73	73	0.5		0	0	Chord	3/4	4	1	1/8		1/8	1	388		articStaccatoBelow			
27	25	147/2	147/2	0.5		1/8	1/8	Chord	3/4	4	1	1/8		1/8	1	389		articStaccatoBelow			
27	25	74	74	0.5		1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	390		articStaccatoBelow			
27	25	149/2	149/2	0.5		3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	391		articStaccatoBelow			
27	25	75	75	0.5		1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	392		articStaccatoBelow			
27	25	151/2	151/2	0.5		5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	393		articStaccatoBelow			
28	26	76	76	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	394					
28	26	153/2	153/2	1.0		1/8	1/8	Chord	3/4	1	1	1/4		1/4	1	395					
28	26	155/2	155/2	1.0		3/8	3/8	Chord	3/4	1	1	1/4		1/4	1	396					
28	26	157/2	157/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	397				69	
28	26	315/4	315/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	398				69	
28	26	76	76	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	399					
28	26	153/2	153/2	1.0		1/8	1/8	Chord	3/4	2	1	1/4		1/4	1	400					
28	26	155/2	155/2	1.0		3/8	3/8	Chord	3/4	2	1	1/4		1/4	1	401					
28	26	157/2	157/2	0.25		5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	402				70	
28	26	315/4	315/4	0.25		11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	403				70	
28	26	76	76	0.5		0	0	Chord	3/4	3	1	1/8		1/8	1	404					
28	26	153/2	153/2	0.5		1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	405					
28	26	77	77	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	406					
28	26	155/2	155/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	407					
28	26	78	78	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	408					
28	26	157/2	157/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	409					
28	26	76	76	0.5		0	0	Chord	3/4	4	1	1/8		1/8	1	410					
28	26	153/2	153/2	0.5		1/8	1/8	Chord	3/4	4	1	1/8		1/8	1	411					
28	26	77	77	0.5		1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	412					
28	26	155/2	155/2	0.5		3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	413					
28	26	78	78	0.5		1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	414					
28	26	157/2	157/2	0.0		5/8	5/8	Dynamic	3/4	4	1	0					ff				
28	26	157/2	157/2	0.5		5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	415					
29	27	79	79	0.0		0	0	Dynamic	3/4	1	1	0					ff				
29	27	79	79	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	416					
29	27	81	81	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	417		articStaccatoAbove			
29	27	163/2	163/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	418				71	
29	27	327/4	327/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	419				71	
29	27	79	79	0.0		0	0	Dynamic	3/4	2	1	0					ff				
29	27	79	79	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	420					
29	27	81	81	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	421		articStaccatoBelow			
29	27	163/2	163/2	0.25		5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	422				72	
29	27	327/4	327/4	0.25		11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	423				72	
29	27	79	79	0.5		0	0	Chord	3/4	3	1	1/8		1/8	1	424		articStaccatoBelow		73	
29	27	159/2	159/2	0.25		1/8	1/8	Chord	3/4	3	1	1/16		1/16	1	425				73	
29	27	319/4	319/4	0.25		3/16	3/16	Chord	3/4	3	1	1/16		1/16	1	426				73	
29	27	80	80	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	427		articStaccatoBelow			
29	27	79	79	0.0		0	0	Dynamic	3/4	4	1	0					ff				
29	27	79	79	0.5		0	0	Chord	3/4	4	1	1/8		1/8	1	428		articStaccatoBelow		74	
29	27	159/2	159/2	0.25		1/8	1/8	Chord	3/4	4	1	1/16		1/16	1	429				74	
29	27	319/4	319/4	0.25		3/16	3/16	Chord	3/4	4	1	1/16		1/16	1	430				74	
29	27	80	80	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	431		articStaccatoBelow			
30	28	82	82	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	432					
30	28	84	84	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	433		articStaccatoAbove			
30	28	169/2	169/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	434				75	
30	28	339/4	339/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	435					
30	28	82	82	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	436					
30	28	84	84	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	437		articStaccatoBelow			
30	28	169/2	169/2	0.25		5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	438				76	
30	28	339/4	339/4	0.25		11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	439					
30	28	165/2	165/2	0.25		1/8	1/8	Chord	3/4	3	1	1/16		1/16	1	440				77	
30	28	331/4	331/4	0.25		3/16	3/16	Chord	3/4	3	1	1/16		1/16	1	441				77	
30	28	83	83	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	442		articStaccatoBelow			
30	28	165/2	165/2	0.25		1/8	1/8	Chord	3/4	4	1	1/16		1/16	1	443				78	
30	28	331/4	331/4	0.25		3/16	3/16	Chord	3/4	4	1	1/16		1/16	1	444				78	
30	28	83	83	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	445		articStaccatoBelow			
31	29	85	85	0.0		0	0	Dynamic	3/4	1	1	0					p				
31	29	85	85	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	446		articStaccatoAbove			
31	29	171/2	171/2	0.25		1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	447				79	
31	29	343/4	343/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	448					
31	29	86	86	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	449		articStaccatoAbove			
31	29	173/2	173/2	0.25		3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	450				80	
31	29	347/4	347/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	451					
31	29	87	87	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	452		articStaccatoAbove			
31	29	175/2	175/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	453				81	
31	29	351/4	351/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	454					
31	29	85	85	0.0		0	0	Dynamic	3/4	2	1	0					p				
31	29	85	85	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	455					
31	29	171/2	171/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	456					
31	29	86	86	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	457					
31	29	173/2	173/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	458					
31	29	87	87	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	459					
31	29	175/2	175/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	460					
31	29	85	85	0.0		0	0	Dynamic	3/4	3	1	0					p				
31	29	85	85	0.5		0	0	Chord	3/4	3	1	1/8		1/8	1	461		articStaccatoBelow			
31	29	171/2	171/2	0.25		1/8	1/8	Chord	3/4	3	1	1/16		1/16	1	462				82	
31	29	343/4	343/4	0.25		3/16	3/16	Chord	3/4	3	1	1/16		1/16	1	463					
31	29	86	86	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	464					
31	29	87	87	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	465					
31	29	85	85	0.0		0	0	Dynamic	3/4	4	1	0					p				
31	29	85	85	0.5		0	0	Chord	3/4	4	1	1/8		1/8	1	466		articStaccatoBelow			
31	29	171/2	171/2	0.25		1/8	1/8	Chord	3/4	4	1	1/16		1/16	1	467				83	
31	29	343/4	343/4	0.25		3/16	3/16	Chord	3/4	4	1	1/16		1/16	1	468					
31	29	86	86	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	469					
31	29	87	87	0.5		1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	470		articStaccatoAbove			
32	30	88	88	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	471					
32	30	179/2	179/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	472		articStaccatoBelow			
32	30	90	90	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	473		articStaccatoBelow			
32	30	181/2	181/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	474		articStaccatoBelow			
32	30	88	88	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	475		articStaccatoBelow			
32	30	177/2	177/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	476		articStaccatoBelow			
32	30	89	89	2.0		1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	477					
32	30	88	88	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	478					
32	30	179/2	179/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	479					
32	30	90	90	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	480					
32	30	181/2	181/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	481					
32	30	88	88	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	482					
32	30	181/2	181/2	0.5		5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	483		articStaccatoAbove			
33	31	91	91	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	484					
33	31	185/2	185/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	485		articStaccatoBelow			
33	31	93	93	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	486		articStaccatoBelow			
33	31	187/2	187/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	487		articStaccatoBelow			
33	31	91	91	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	488					
33	31	183/2	183/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	489					
33	31	92	92	2.0		1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	490					
33	31	91	91	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	491					
33	31	185/2	185/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	492					
33	31	93	93	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	493					
33	31	187/2	187/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	494					
33	31	91	91	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	495		articStaccatoBelow			
33	31	187/2	187/2	0.5		5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	496		articStaccatoAbove			
34	32	94	94	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	497					
34	32	191/2	191/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	498		articStaccatoAbove			
34	32	96	96	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	499		articStaccatoAbove			
34	32	193/2	193/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	500		articStaccatoAbove			
34	32	94	94	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	501					
34	32	189/2	189/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	502		articStaccatoBelow			
34	32	95	95	2.0		1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	503					
34	32	94	94	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	504					
34	32	191/2	191/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	505					
34	32	96	96	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	506					
34	32	193/2	193/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	507					
34	32	94	94	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	508		articStaccatoBelow			
34	32	193/2	193/2	0.5		5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	509					
35	33	97	97	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	510					
35	33	195/2	195/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	511					
35	33	98	98	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	512					
35	33	197/2	197/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	513					
35	33	99	99	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	514					
35	33	199/2	199/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	515					
35	33	97	97	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	516					
35	33	195/2	195/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	517					
35	33	98	98	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	518					
35	33	197/2	197/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	519					
35	33	99	99	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	520					
35	33	199/2	199/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	521					
35	33	97	97	0.5		0	0	Chord	3/4	3	1	1/8		1/8	1	522					
