mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	decrescendo_hairpin
89	84	250	252	3.0		0	0	Chord	3/4	3	1	3/4		1/2	3/2	1226				167	
89	84	250	252	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	1227					
90	85	507/2	511/2	0.25		1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	1228				172	
90	85	1015/4	1023/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1229				172	
90	85	254	256	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1230		articStaccatoAbove			
90	85	255	257	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1231		articStaccatoAbove			
90	85	511/2	515/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	1232				173	
90	85	1023/4	1031/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1233				173	
90	85	253	255	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1234		articStaccatoBelow			
90	85	253	255	3.0		0	0	Chord	3/4	3	1	3/4		1/2	3/2	1235					
90	85	253	255	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	1236					
91	86	256	258	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	1237		articStaccatoAbove			
91	86	513/2	517/2	0.25		1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	1238				174	
91	86	1027/4	1035/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1239				174	
91	86	257	259	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1240		articStaccatoAbove			
91	86	515/2	519/2	0.25		3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	1241				175	
91	86	1031/4	1039/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	1242				175	
91	86	258	260	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1243		articStaccatoAbove			
91	86	517/2	521/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	1244				176	
91	86	1035/4	1043/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1245				176	
91	86	256	258	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	1246					
91	86	256	258	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	1247					
92	87	259	261	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	1248		articStaccatoAbove			
92	87	519/2	523/2	0.25		1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	1249				177	
92	87	1039/4	1047/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1250				177	
92	87	260	262	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1251		articStaccatoAbove			
