mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin
160	160	464	479	0.5		1/2	1/2	Chord	6/8	4	1	1/8		1/8	1	2426							457		
160	160	929/2	959/2	0.5		5/8	5/8	Chord	6/8	4	1	1/8		1/8	1	2427									
161	161	465	480	1.5		0	0	Chord	6/8	1	1	3/8		1/4	3/2	2428									
161	161	933/2	963/2	0.0		3/8	3/8	StaffText	6/8	1	1	0							<i>cresc.</i>						
161	161	933/2	963/2	1.5		3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	2429									
161	161	465	480	0.5		0	0	Chord	6/8	2	1	1/8		1/8	1	2430							456		
161	161	931/2	961/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	2431							456		
161	161	466	481	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	2432									
161	161	933/2	963/2	0.0		3/8	3/8	StaffText	6/8	2	1	0							<i>cresc.</i>						
161	161	933/2	963/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	2433							458		
161	161	467	482	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	2434							458		
161	161	935/2	965/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	2435									
161	161	465	480	1.5		0	0	Chord	6/8	3	1	3/8		1/4	3/2	2436									
161	161	933/2	963/2	0.0		3/8	3/8	StaffText	6/8	3	1	0							<i>cresc.</i>						
161	161	933/2	963/2	0.5		3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	2437							459		
161	161	467	482	0.5		1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	2438							459		
161	161	935/2	965/2	0.5		5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	2439									
161	161	465	480	1.5		0	0	Chord	6/8	4	1	3/8		1/4	3/2	2440									
161	161	933/2	963/2	0.0		3/8	3/8	StaffText	6/8	4	1	0							<i>cresc.</i>						
161	161	933/2	963/2	0.5		3/8	3/8	Chord	6/8	4	1	1/8		1/8	1	2441							460		
161	161	467	482	0.5		1/2	1/2	Chord	6/8	4	1	1/8		1/8	1	2442							460		
161	161	935/2	965/2	0.5		5/8	5/8	Chord	6/8	4	1	1/8		1/8	1	2443									
162	162	468	483	0.0		0	0	Dynamic	6/8	1	1	0					p								
162	162	468	483	0.5		0	0	Chord	6/8	1	1	1/8		1/8	1	2444									
162	162	937/2	967/2	1.0		1/8	1/8	Chord	6/8	1	1	1/4		1/4	1	2445									
162	162	939/2	969/2	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	2446									
162	162	470	485	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	2447							461		
162	162	941/2	971/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	2448									
162	162	468	483	0.0		0	0	Dynamic	6/8	2	1	0					p								
162	162	468	483	1.0		0	0	Chord	6/8	2	1	1/4		1/4	1	2449							462		
162	162	469	484	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	2450							462		
162	162	939/2	969/2	1.0		3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	2451							462		
162	162	941/2	971/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	2452									
162	162	468	483	0.0		0	0	Dynamic	6/8	3	1	0					p								
162	162	468	483	1.0		0	0	Chord	6/8	3	1	1/4		1/4	1	2453							463		
162	162	469	484	0.5		1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	2454							463		
162	162	939/2	969/2	1.0		3/8	3/8	Chord	6/8	3	1	1/4		1/4	1	2455							463		
162	162	941/2	971/2	0.5		5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	2456									
162	162	468	483	0.0		0	0	Dynamic	6/8	4	1	0					p								
162	162	468	483	1.0		0	0	Chord	6/8	4	1	1/4		1/4	1	2457							464		
162	162	469	484	0.5		1/4	1/4	Chord	6/8	4	1	1/8		1/8	1	2458							464		
162	162	939/2	969/2	1.0		3/8	3/8	Chord	6/8	4	1	1/4		1/4	1	2459							464		
162	162	941/2	971/2	0.5		5/8	5/8	Chord	6/8	4	1	1/8		1/8	1	2460									
163	163	471	486	0.0		0	0	StaffText	6/8	1	1	0							<i>cresc.</i>						
163	163	471	486	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	2461									
163	163	947/2	977/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	2462							465		
163	163	471	486	0.0		0	0	StaffText	6/8	2	1	0							<i>cresc.</i>						
163	163	471	486	1.0		0	0	Chord	6/8	2	1	1/4		1/4	1	2463							466		
163	163	472	487	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	2464							466		
163	163	945/2	975/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	2465							466		
163	163	473	488	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	2466							466		
163	163	947/2	977/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	2467									
163	163	471	486	0.0		0	0	StaffText	6/8	3	1	0							<i>cresc.</i>						
163	163	471	486	0.5		0	0	Chord	6/8	3	1	1/8		1/8	1	2468							467		
163	163	943/2	973/2	0.5		1/8	1/8	Chord	6/8	3	1	1/8		1/8	1	2469							467		
163	163	472	487	0.5		1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	2470							467		
163	163	945/2	975/2	0.5		3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	2471							467		
163	163	473	488	0.5		1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	2472							467		
163	163	947/2	977/2	0.5		5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	2473									
163	163	471	486	0.0		0	0	StaffText	6/8	4	1	0							<i>cresc.</i>						
163	163	471	486	1.0		0	0	Chord	6/8	4	1	1/4		1/4	1	2474							468		
163	163	472	487	0.5		1/4	1/4	Chord	6/8	4	1	1/8		1/8	1	2475							468		
163	163	945/2	975/2	0.5		3/8	3/8	Chord	6/8	4	1	1/8		1/8	1	2476							468		
163	163	473	488	0.5		1/2	1/2	Chord	6/8	4	1	1/8		1/8	1	2477							468		
163	163	947/2	977/2	0.5		5/8	5/8	Chord	6/8	4	1	1/8		1/8	1	2478									
164	164	474	489	0.0		0	0	Dynamic	6/8	1	1	0					f								
164	164	474	489	0.5		0	0	Chord	6/8	1	1	1/8		1/8	1	2479									
164	164	949/2	979/2	0.0		1/8	1/8	Spanner	6/8	1	1	0												14	
164	164	949/2	979/2	1.0		1/8	1/8	Chord	6/8	1	1	1/4		1/4	1	2480								14	
164	164	951/2	981/2	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	2481								14	
164	164	476	491	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	2482							469	14	
164	164	953/2	983/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	2483								14	
164	164	474	489	0.0		0	0	Dynamic	6/8	2	1	0					f								
164	164	474	489	0.5		0	0	Chord	6/8	2	1	1/8		1/8	1	2484							470		
164	164	949/2	979/2	0.0		1/8	1/8	Spanner	6/8	2	1	0												15	
164	164	949/2	979/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	2485								15	
164	164	475	490	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	2486		articStaccatoAbove						15	
164	164	951/2	981/2	1.0		3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	2487								15	
164	164	953/2	983/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	2488								15	
164	164	474	489	0.0		0	0	Dynamic	6/8	3	1	0					f								
164	164	474	489	0.5		0	0	Chord	6/8	3	1	1/8		1/8	1	2489							471		
164	164	949/2	979/2	0.0		1/8	1/8	Spanner	6/8	3	1	0											471	16	
164	164	949/2	979/2	0.5		1/8	1/8	Chord	6/8	3	1	1/8		1/8	1	2490							471	16	
164	164	475	490	0.5		1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	2491								16	
164	164	951/2	981/2	0.5		3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	2492								16	
164	164	476	491	0.5		1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	2493								16	
164	164	953/2	983/2	0.5		5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	2494								16	
164	164	474	489	0.0		0	0	Dynamic	6/8	4	1	0					f								
164	164	474	489	0.5		0	0	Chord	6/8	4	1	1/8		1/8	1	2495									
164	164	949/2	979/2	0.0		1/8	1/8	Spanner	6/8	4	1	0												17	
164	164	475	490	0.5		1/4	1/4	Chord	6/8	4	1	1/8		1/8	1	2496								17	
164	164	951/2	981/2	0.0		3/8	3/8	StaffText	6/8	4	1	0							"<font size=""11""/>pizz."					17	
164	164	951/2	981/2	1.0		3/8	3/8	Chord	6/8	4	1	1/4		1/4	1	2497								17	
164	164	953/2	983/2	0.5		5/8	5/8	Chord	6/8	4	1	1/8		1/8	1	2498								17	
165	165	477	492	0.0		0	0	Dynamic	6/8	1	1	0					p								
165	165	477	492	0.0		0	0	Spanner	6/8	1	1	0													
165	165	477	492	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	2499									
165	165	477	492	0.0		0	0	Dynamic	6/8	2	1	0					p								
165	165	477	492	0.0		0	0	Spanner	6/8	2	1	0													
165	165	477	492	1.0		0	0	Chord	6/8	2	1	1/4		1/4	1	2500									
165	165	959/2	989/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	2501							472		
165	165	477	492	0.0		0	0	Dynamic	6/8	3	1	0					p								
165	165	477	492	0.0		0	0	Spanner	6/8	3	1	0													
165	165	477	492	1.0		0	0	Chord	6/8	3	1	1/4		1/4	1	2502									
165	165	477	492	0.0		0	0	Dynamic	6/8	4	1	0					p								
165	165	477	492	0.0		0	0	Spanner	6/8	4	1	0													
165	165	477	492	0.5		0	0	Chord	6/8	4	1	1/8		1/8	1	2503									
165	165	955/2	985/2	0.5		1/8	1/8	Chord	6/8	4	1	1/8		1/8	1	2504									
165	165	478	493	0.5		1/4	1/4	Chord	6/8	4	1	1/8		1/8	1	2505									
165	165	957/2	987/2	0.5		3/8	3/8	Chord	6/8	4	1	1/8		1/8	1	2506									
165	165	479	494	0.5		1/2	1/2	Chord	6/8	4	1	1/8		1/8	1	2507									
165	165	959/2	989/2	0.5		5/8	5/8	Chord	6/8	4	1	1/8		1/8	1	2508									
166	166	481	496	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	2509							473		
166	166	963/2	993/2	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	2510							473		
166	166	482	497	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	2511							473		
166	166	965/2	995/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	2512									
166	166	480	495	3.0		0	0	Chord	6/8	2	1	3/4		1/2	3/2	2513									
166	166	481	496	0.0		1/4	1/4	Dynamic	6/8	3	1	0					p								
166	166	481	496	0.5		1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	2514									
166	166	963/2	993/2	0.5		3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	2515							474		
166	166	482	497	0.5		1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	2516							474		
166	166	965/2	995/2	0.5		5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	2517									
166	166	480	495	1.0		0	0	Chord	6/8	4	1	1/4		1/4	1	2518									
166	166	481	496	0.5		1/4	1/4	Chord	6/8	4	1	1/8		1/8	1	2519									
166	166	963/2	993/2	0.5		3/8	3/8	Chord	6/8	4	1	1/8		1/8	1	2520									
166	166	482	497	0.5		1/2	1/2	Chord	6/8	4	1	1/8		1/8	1	2521									
166	166	965/2	995/2	0.5		5/8	5/8	Chord	6/8	4	1	1/8		1/8	1	2522									
167	167	483	498	0.5		0	0	Chord	6/8	1	1	1/8		1/8	1	2523							475		
167	167	967/2	997/2	0.5		1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	2524									
167	167	484	499	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	2525		articStaccatoAbove							
167	167	969/2	999/2	1.5		3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	2526							476		
167	167	483	498	1.0		0	0	Chord	6/8	2	1	1/4		1/4	1	2527									
167	167	484	499	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	2528									
167	167	969/2	999/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	2529							477		
167	167	485	500	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	2530							477		
167	167	971/2	1001/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	2531									
167	167	483	498	0.5		0	0	Chord	6/8	3	1	1/8		1/8	1	2532							478		
167	167	967/2	997/2	0.5		1/8	1/8	Chord	6/8	3	1	1/8		1/8	1	2533							478		
167	167	484	499	0.5		1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	2534									
167	167	969/2	999/2	0.5		3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	2535							479		
167	167	485	500	0.5		1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	2536							479		
167	167	971/2	1001/2	0.5		5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	2537									
167	167	483	498	0.5		0	0	Chord	6/8	4	1	1/8		1/8	1	2538									
167	167	967/2	997/2	0.5		1/8	1/8	Chord	6/8	4	1	1/8		1/8	1	2539									
167	167	484	499	0.5		1/4	1/4	Chord	6/8	4	1	1/8		1/8	1	2540									
167	167	969/2	999/2	0.5		3/8	3/8	Chord	6/8	4	1	1/8		1/8	1	2541									
167	167	485	500	0.5		1/2	1/2	Chord	6/8	4	1	1/8		1/8	1	2542									
167	167	971/2	1001/2	0.5		5/8	5/8	Chord	6/8	4	1	1/8		1/8	1	2543									
168	168	486	501	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	2544									
168	168	487	502	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	2545							480		
168	168	975/2	1005/2	0.0		3/8	3/8	Dynamic	6/8	1	1	0					fp						480		
168	168	975/2	1005/2	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	2546							480		
168	168	488	503	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	2547							480		
168	168	977/2	1007/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	2548									
168	168	486	501	0.5		0	0	Chord	6/8	2	1	1/8		1/8	1	2549							481		
168	168	973/2	1003/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	2550									
168	168	487	502	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	2551							482		
168	168	975/2	1005/2	0.0		3/8	3/8	Dynamic	6/8	2	1	0					fp						482		
168	168	975/2	1005/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	2552							482		
168	168	488	503	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	2553							482		
168	168	977/2	1007/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	2554									
168	168	486	501	0.5		0	0	Chord	6/8	3	1	1/8		1/8	1	2555							483		
168	168	973/2	1003/2	0.5		1/8	1/8	Chord	6/8	3	1	1/8		1/8	1	2556									
168	168	487	502	0.5		1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	2557									
168	168	975/2	1005/2	0.0		3/8	3/8	Dynamic	6/8	3	1	0					fp								
168	168	975/2	1005/2	1.5		3/8	3/8	Chord	6/8	3	1	3/8		1/4	3/2	2558									
168	168	486	501	0.5		0	0	Chord	6/8	4	1	1/8		1/8	1	2559									
168	168	973/2	1003/2	0.5		1/8	1/8	Chord	6/8	4	1	1/8		1/8	1	2560									
168	168	487	502	0.5		1/4	1/4	Chord	6/8	4	1	1/8		1/8	1	2561									
168	168	975/2	1005/2	0.0		3/8	3/8	Dynamic	6/8	4	1	0					fp								
168	168	975/2	1005/2	0.5		3/8	3/8	Chord	6/8	4	1	1/8		1/8	1	2562									
168	168	488	503	0.5		1/2	1/2	Chord	6/8	4	1	1/8		1/8	1	2563									
168	168	977/2	1007/2	0.5		5/8	5/8	Chord	6/8	4	1	1/8		1/8	1	2564									
169	169	489	504	0.5		0	0	Chord	6/8	1	1	1/8		1/8	1	2565							484		
169	169	979/2	1009/2	0.5		1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	2566							484		
169	169	490	505	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	2567							484		
169	169	981/2	1011/2	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	2568							484		
169	169	491	506	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	2569							484		
169	169	983/2	1013/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	2570									
169	169	489	504	0.5		0	0	Chord	6/8	2	1	1/8		1/8	1	2571							485		
169	169	979/2	1009/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	2572							485		
169	169	490	505	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	2573							485		
169	169	981/2	1011/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	2574							485		
169	169	491	506	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	2575							485		
169	169	983/2	1013/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	2576									
169	169	489	504	1.5		0	0	Chord	6/8	3	1	3/8		1/4	3/2	2577									
169	169	981/2	1011/2	0.5		3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	2578							486		
169	169	491	506	0.5		1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	2579							486		
169	169	983/2	1013/2	0.5		5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	2580									
169	169	489	504	0.5		0	0	Chord	6/8	4	1	1/8		1/8	1	2581									
169	169	979/2	1009/2	0.5		1/8	1/8	Chord	6/8	4	1	1/8		1/8	1	2582									
169	169	490	505	0.5		1/4	1/4	Chord	6/8	4	1	1/8		1/8	1	2583									
169	169	981/2	1011/2	0.5		3/8	3/8	Chord	6/8	4	1	1/8		1/8	1	2584									
169	169	491	506	0.5		1/2	1/2	Chord	6/8	4	1	1/8		1/8	1	2585									
169	169	983/2	1013/2	0.5		5/8	5/8	Chord	6/8	4	1	1/8		1/8	1	2586									
170	170	492	507	0.5		0	0	Chord	6/8	1	1	1/8		1/8	1	2587							487		
170	170	985/2	1015/2	0.5		1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	2588							487		
170	170	493	508	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	2589									
170	170	987/2	1017/2	1.5		3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	2590							488		
170	170	492	507	0.5		0	0	Chord	6/8	2	1	1/8		1/8	1	2591							489		
170	170	985/2	1015/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	2592							489		
170	170	493	508	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	2593									
170	170	987/2	1017/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	2594							490		
170	170	494	509	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	2595							490		
170	170	989/2	1019/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	2596							490		
170	170	492	507	0.5		0	0	Chord	6/8	3	1	1/8		1/8	1	2597							491		
170	170	985/2	1015/2	0.5		1/8	1/8	Chord	6/8	3	1	1/8		1/8	1	2598							491		
170	170	493	508	0.5		1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	2599									
170	170	987/2	1017/2	0.5		3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	2600							492		
170	170	494	509	0.5		1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	2601							492		
170	170	989/2	1019/2	0.5		5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	2602							492		
170	170	492	507	0.5		0	0	Chord	6/8	4	1	1/8		1/8	1	2603									
170	170	985/2	1015/2	0.5		1/8	1/8	Chord	6/8	4	1	1/8		1/8	1	2604									
170	170	493	508	0.5		1/4	1/4	Chord	6/8	4	1	1/8		1/8	1	2605									
170	170	987/2	1017/2	0.5		3/8	3/8	Chord	6/8	4	1	1/8		1/8	1	2606									
170	170	494	509	0.5		1/2	1/2	Chord	6/8	4	1	1/8		1/8	1	2607									
170	170	989/2	1019/2	0.5		5/8	5/8	Chord	6/8	4	1	1/8		1/8	1	2608									
171	171	495	510	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	2609									
171	171	496	511	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	2610									
171	171	993/2	1023/2	0.0		3/8	3/8	Dynamic	6/8	1	1	0					sfp								
171	171	993/2	1023/2	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	2611							493		
171	171	497	512	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	2612							493		
171	171	995/2	1025/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	2613							493		
171	171	495	510	0.5		0	0	Chord	6/8	2	1	1/8		1/8	1	2614							490		
171	171	991/2	1021/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	2615							490		
171	171	496	511	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	2616									
171	171	993/2	1023/2	0.0		3/8	3/8	Dynamic	6/8	2	1	0					sfp								
171	171	993/2	1023/2	1.5		3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	2617							494		
171	171	495	510	0.5		0	0	Chord	6/8	3	1	1/8		1/8	1	2618							492		
171	171	991/2	1021/2	0.5		1/8	1/8	Chord	6/8	3	1	1/8		1/8	1	2619							492		
171	171	496	511	0.5		1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	2620									
171	171	993/2	1023/2	0.0		3/8	3/8	Dynamic	6/8	3	1	0					sfp								
171	171	993/2	1023/2	1.5		3/8	3/8	Chord	6/8	3	1	3/8		1/4	3/2	2621							495		
171	171	495	510	0.5		0	0	Chord	6/8	4	1	1/8		1/8	1	2622									
171	171	991/2	1021/2	0.5		1/8	1/8	Chord	6/8	4	1	1/8		1/8	1	2623									
171	171	496	511	0.5		1/4	1/4	Chord	6/8	4	1	1/8		1/8	1	2624									
171	171	993/2	1023/2	0.0		3/8	3/8	Dynamic	6/8	4	1	0					sfp								
171	171	993/2	1023/2	0.5		3/8	3/8	Chord	6/8	4	1	1/8		1/8	1	2625									
171	171	497	512	0.5		1/2	1/2	Chord	6/8	4	1	1/8		1/8	1	2626									
171	171	995/2	1025/2	0.5		5/8	5/8	Chord	6/8	4	1	1/8		1/8	1	2627									
172	172	498	513	0.5		0	0	Chord	6/8	1	1	1/8		1/8	1	2628							493		
172	172	997/2	1027/2	0.5		1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	2629							493		
172	172	499	514	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	2630									
172	172	999/2	1029/2	1.5		3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	2631							496		
172	172	498	513	1.5		0	0	Chord	6/8	2	1	3/8		1/4	3/2	2632									
172	172	999/2	1029/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	2633							497		
172	172	500	515	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	2634							497		
172	172	1001/2	1031/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	2635							497		
172	172	498	513	1.5		0	0	Chord	6/8	3	1	3/8		1/4	3/2	2636									
172	172	999/2	1029/2	0.5		3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	2637							498		
172	172	500	515	0.5		1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	2638							498		
172	172	1001/2	1031/2	0.5		5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	2639							498		
172	172	498	513	0.5		0	0	Chord	6/8	4	1	1/8		1/8	1	2640									
172	172	997/2	1027/2	0.5		1/8	1/8	Chord	6/8	4	1	1/8		1/8	1	2641									
172	172	499	514	0.5		1/4	1/4	Chord	6/8	4	1	1/8		1/8	1	2642									
172	172	999/2	1029/2	0.5		3/8	3/8	Chord	6/8	4	1	1/8		1/8	1	2643									
172	172	500	515	0.5		1/2	1/2	Chord	6/8	4	1	1/8		1/8	1	2644									
172	172	1001/2	1031/2	0.5		5/8	5/8	Chord	6/8	4	1	1/8		1/8	1	2645									
173	173	501	516	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	2646									
173	173	502	517	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	2647									
173	173	1005/2	1035/2	0.0		3/8	3/8	Dynamic	6/8	1	1	0					sfp								
173	173	1005/2	1035/2	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	2648							499		
173	173	503	518	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	2649							499		
173	173	1007/2	1037/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	2650							499		
173	173	501	516	0.5		0	0	Chord	6/8	2	1	1/8		1/8	1	2651							497		
173	173	1003/2	1033/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	2652							497		
173	173	502	517	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	2653									
173	173	1005/2	1035/2	0.0		3/8	3/8	Dynamic	6/8	2	1	0					sfp								
173	173	1005/2	1035/2	1.5		3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	2654							500		
173	173	501	516	0.5		0	0	Chord	6/8	3	1	1/8		1/8	1	2655							498		
173	173	1003/2	1033/2	0.5		1/8	1/8	Chord	6/8	3	1	1/8		1/8	1	2656							498		
173	173	502	517	0.5		1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	2657									
173	173	1005/2	1035/2	0.0		3/8	3/8	Dynamic	6/8	3	1	0					sfp								
173	173	1005/2	1035/2	1.5		3/8	3/8	Chord	6/8	3	1	3/8		1/4	3/2	2658							501		
173	173	501	516	0.5		0	0	Chord	6/8	4	1	1/8		1/8	1	2659									
173	173	1003/2	1033/2	0.5		1/8	1/8	Chord	6/8	4	1	1/8		1/8	1	2660									
173	173	502	517	0.5		1/4	1/4	Chord	6/8	4	1	1/8		1/8	1	2661									
173	173	1005/2	1035/2	0.0		3/8	3/8	Dynamic	6/8	4	1	0					sf								
173	173	1005/2	1035/2	0.5		3/8	3/8	Chord	6/8	4	1	1/8		1/8	1	2662									
173	173	503	518	0.5		1/2	1/2	Chord	6/8	4	1	1/8		1/8	1	2663									
173	173	1007/2	1037/2	0.0		5/8	5/8	Dynamic	6/8	4	1	0					p								
173	173	1007/2	1037/2	0.5		5/8	5/8	Chord	6/8	4	1	1/8		1/8	1	2664									
174	174	504	519	0.5		0	0	Chord	6/8	1	1	1/8		1/8	1	2665							499		
174	174	1009/2	1039/2	0.5		1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	2666							499		
174	174	505	520	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	2667									
174	174	1011/2	1041/2	0.0		3/8	3/8	Dynamic	6/8	1	1	0					sfp								
174	174	1011/2	1041/2	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	2668							502		
174	174	506	521	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	2669							502		
174	174	1013/2	1043/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	2670							502		
174	174	504	519	1.5		0	0	Chord	6/8	2	1	3/8		1/4	3/2	2671									
