mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	system_text	slur	decrescendo_hairpin	crescendo_hairpin
37	37	327/2	327/2	0.0	3/8	3/8	Dynamic	9/8	1	1	0						sf						
37	37	327/2	327/2	1.5	3/8	3/8	Chord	9/8	1	1	3/8			1/4	3/2	959							
37	37	165	165	0.0	3/4	3/4	Spanner	9/8	1	1	0											11	
37	37	165	165	0.5	3/4	3/4	Chord	9/8	1	1	1/8			1/8	1	960					130	11	
37	37	331/2	331/2	0.5	7/8	7/8	Chord	9/8	1	1	1/8			1/8	1	961					130	11	
37	37	166	166	0.5	1	1	Chord	9/8	1	1	1/8			1/8	1	962						11	
37	37	162	162	0.25	0	0	Chord	9/8	2	1	1/16			1/16	1	963					131		
37	37	649/4	649/4	0.25	1/16	1/16	Chord	9/8	2	1	1/16			1/16	1	964					131		
37	37	325/2	325/2	0.25	1/8	1/8	Chord	9/8	2	1	1/16			1/16	1	965					131		
37	37	651/4	651/4	0.25	3/16	3/16	Chord	9/8	2	1	1/16			1/16	1	966					131		
37	37	163	163	0.25	1/4	1/4	Chord	9/8	2	1	1/16			1/16	1	967					131		
37	37	653/4	653/4	0.25	5/16	5/16	Chord	9/8	2	1	1/16			1/16	1	968							
37	37	327/2	327/2	0.0	3/8	3/8	Dynamic	9/8	2	1	0						sf						
37	37	327/2	327/2	1.5	3/8	3/8	Chord	9/8	2	1	3/8			1/4	3/2	969					132		
37	37	165	165	0.0	3/4	3/4	Spanner	9/8	2	1	0											12	
37	37	165	165	1.5	3/4	3/4	Chord	9/8	2	1	3/8			1/4	3/2	970						12	
37	37	162	162	1.5	0	0	Chord	9/8	3	1	3/8			1/4	3/2	971							
37	37	327/2	327/2	0.0	3/8	3/8	Dynamic	9/8	3	1	0						sf						
37	37	327/2	327/2	0.25	3/8	3/8	Chord	9/8	3	1	1/16			1/16	1	972					133		
37	37	655/4	655/4	0.25	7/16	7/16	Chord	9/8	3	1	1/16			1/16	1	973					133		
37	37	164	164	0.25	1/2	1/2	Chord	9/8	3	1	1/16			1/16	1	974					133		
37	37	657/4	657/4	0.25	9/16	9/16	Chord	9/8	3	1	1/16			1/16	1	975					133		
37	37	329/2	329/2	0.25	5/8	5/8	Chord	9/8	3	1	1/16			1/16	1	976					133		
37	37	659/4	659/4	0.25	11/16	11/16	Chord	9/8	3	1	1/16			1/16	1	977							
37	37	165	165	0.0	3/4	3/4	Spanner	9/8	3	1	0											13	
37	37	165	165	1.0	3/4	3/4	Chord	9/8	3	1	1/4			1/4	1	978						13	
37	37	166	166	0.5	1	1	Chord	9/8	3	1	1/8			1/8	1	979					134	13	
37	37	162	162	1.5	0	0	Chord	9/8	4	1	3/8			1/4	3/2	980							
37	37	327/2	327/2	0.0	3/8	3/8	Dynamic	9/8	4	1	0						sf						
37	37	327/2	327/2	1.5	3/8	3/8	Chord	9/8	4	1	3/8			1/4	3/2	981							
37	37	165	165	0.0	3/4	3/4	Spanner	9/8	4	1	0											14	
37	37	165	165	1.5	3/4	3/4	Chord	9/8	4	1	3/8			1/4	3/2	982						14	
38	38	333/2	333/2	0.0	0	0	Dynamic	9/8	1	1	0						p						
38	38	333/2	333/2	0.0	0	0	Spanner	9/8	1	1	0												
38	38	333/2	333/2	0.5	0	0	Chord	9/8	1	1	1/8			1/8	1	983							
38	38	167	167	0.5	1/8	1/8	Chord	9/8	1	1	1/8			1/8	1	984							
38	38	335/2	335/2	0.5	1/4	1/4	Chord	9/8	1	1	1/8			1/8	1	985							
38	38	168	168	1.0	3/8	3/8	Chord	9/8	1	1	1/4			1/4	1	986							
38	38	333/2	333/2	0.0	0	0	Dynamic	9/8	2	1	0						p						
38	38	333/2	333/2	0.0	0	0	Spanner	9/8	2	1	0												
38	38	333/2	333/2	0.5	0	0	Chord	9/8	2	1	1/8			1/8	1	987							
38	38	167	167	0.5	1/8	1/8	Chord	9/8	2	1	1/8			1/8	1	988							
38	38	335/2	335/2	0.5	1/4	1/4	Chord	9/8	2	1	1/8			1/8	1	989							
38	38	168	168	1.0	3/8	3/8	Chord	9/8	2	1	1/4			1/4	1	990							
38	38	333/2	333/2	0.0	0	0	Dynamic	9/8	3	1	0						p						
38	38	333/2	333/2	0.0	0	0	Spanner	9/8	3	1	0												
38	38	333/2	333/2	1.5	0	0	Chord	9/8	3	1	3/8			1/4	3/2	991							
38	38	168	168	0.25	3/8	3/8	Chord	9/8	3	1	1/16			1/16	1	992					135		
38	38	673/4	673/4	0.25	7/16	7/16	Chord	9/8	3	1	1/16			1/16	1	993							
38	38	337/2	337/2	0.25	1/2	1/2	Chord	9/8	3	1	1/16			1/16	1	994					136		
38	38	675/4	675/4	0.25	9/16	9/16	Chord	9/8	3	1	1/16			1/16	1	995							
38	38	169	169	0.25	5/8	5/8	Chord	9/8	3	1	1/16			1/16	1	996					137		
38	38	677/4	677/4	0.25	11/16	11/16	Chord	9/8	3	1	1/16			1/16	1	997							
38	38	339/2	339/2	0.25	3/4	3/4	Chord	9/8	3	1	1/16			1/16	1	998					138		
38	38	679/4	679/4	0.25	13/16	13/16	Chord	9/8	3	1	1/16			1/16	1	999							
38	38	170	170	0.25	7/8	7/8	Chord	9/8	3	1	1/16			1/16	1	1000					139		
38	38	681/4	681/4	0.25	15/16	15/16	Chord	9/8	3	1	1/16			1/16	1	1001							
38	38	341/2	341/2	0.25	1	1	Chord	9/8	3	1	1/16			1/16	1	1002					140		
38	38	683/4	683/4	0.25	17/16	17/16	Chord	9/8	3	1	1/16			1/16	1	1003							
38	38	333/2	333/2	0.0	0	0	Dynamic	9/8	4	1	0						p						
38	38	333/2	333/2	0.0	0	0	Spanner	9/8	4	1	0												
38	38	333/2	333/2	0.5	0	0	Chord	9/8	4	1	1/8			1/8	1	1004							
38	38	167	167	0.5	1/8	1/8	Chord	9/8	4	1	1/8			1/8	1	1005							
38	38	335/2	335/2	0.5	1/4	1/4	Chord	9/8	4	1	1/8			1/8	1	1006							
38	38	168	168	1.0	3/8	3/8	Chord	9/8	4	1	1/4			1/4	1	1007							
39	39	171	171	0.5	0	0	Chord	9/8	1	1	1/8			1/8	1	1008							
39	39	343/2	343/2	0.5	1/8	1/8	Chord	9/8	1	1	1/8			1/8	1	1009							
39	39	172	172	0.5	1/4	1/4	Chord	9/8	1	1	1/8			1/8	1	1010							
39	39	345/2	345/2	1.0	3/8	3/8	Chord	9/8	1	1	1/4			1/4	1	1011							
39	39	171	171	1.5	0	0	Chord	9/8	2	1	3/8			1/4	3/2	1012							
39	39	345/2	345/2	0.25	3/8	3/8	Chord	9/8	2	1	1/16			1/16	1	1013					141		
39	39	691/4	691/4	0.25	7/16	7/16	Chord	9/8	2	1	1/16			1/16	1	1014							
39	39	173	173	0.25	1/2	1/2	Chord	9/8	2	1	1/16			1/16	1	1015					142		
39	39	693/4	693/4	0.25	9/16	9/16	Chord	9/8	2	1	1/16			1/16	1	1016							
39	39	347/2	347/2	0.25	5/8	5/8	Chord	9/8	2	1	1/16			1/16	1	1017					143		
39	39	695/4	695/4	0.25	11/16	11/16	Chord	9/8	2	1	1/16			1/16	1	1018							
39	39	174	174	0.25	3/4	3/4	Chord	9/8	2	1	1/16			1/16	1	1019					144		
39	39	697/4	697/4	0.25	13/16	13/16	Chord	9/8	2	1	1/16			1/16	1	1020							
39	39	349/2	349/2	0.25	7/8	7/8	Chord	9/8	2	1	1/16			1/16	1	1021					145		
39	39	699/4	699/4	0.25	15/16	15/16	Chord	9/8	2	1	1/16			1/16	1	1022							
39	39	175	175	0.25	1	1	Chord	9/8	2	1	1/16			1/16	1	1023					146		
39	39	701/4	701/4	0.25	17/16	17/16	Chord	9/8	2	1	1/16			1/16	1	1024							
39	39	171	171	0.5	0	0	Chord	9/8	3	1	1/8			1/8	1	1025							
39	39	343/2	343/2	0.5	1/8	1/8	Chord	9/8	3	1	1/8			1/8	1	1026							
39	39	172	172	0.5	1/4	1/4	Chord	9/8	3	1	1/8			1/8	1	1027							
39	39	345/2	345/2	1.0	3/8	3/8	Chord	9/8	3	1	1/4			1/4	1	1028							
39	39	171	171	0.5	0	0	Chord	9/8	4	1	1/8			1/8	1	1029							
39	39	343/2	343/2	0.5	1/8	1/8	Chord	9/8	4	1	1/8			1/8	1	1030							
39	39	172	172	0.5	1/4	1/4	Chord	9/8	4	1	1/8			1/8	1	1031							
39	39	345/2	345/2	1.0	3/8	3/8	Chord	9/8	4	1	1/4			1/4	1	1032							
40	40	351/2	351/2	1.5	0	0	Chord	9/8	1	1	3/8			1/4	3/2	1033							
40	40	177	177	0.25	3/8	3/8	Chord	9/8	1	1	1/16			1/16	1	1034					147		
40	40	709/4	709/4	0.25	7/16	7/16	Chord	9/8	1	1	1/16			1/16	1	1035							
40	40	355/2	355/2	0.25	1/2	1/2	Chord	9/8	1	1	1/16			1/16	1	1036					148		
40	40	711/4	711/4	0.25	9/16	9/16	Chord	9/8	1	1	1/16			1/16	1	1037							
40	40	178	178	0.25	5/8	5/8	Chord	9/8	1	1	1/16			1/16	1	1038					149		
40	40	713/4	713/4	0.25	11/16	11/16	Chord	9/8	1	1	1/16			1/16	1	1039							
40	40	357/2	357/2	0.25	3/4	3/4	Chord	9/8	1	1	1/16			1/16	1	1040					150		
40	40	715/4	715/4	0.25	13/16	13/16	Chord	9/8	1	1	1/16			1/16	1	1041							
40	40	179	179	0.25	7/8	7/8	Chord	9/8	1	1	1/16			1/16	1	1042					151		
40	40	717/4	717/4	0.25	15/16	15/16	Chord	9/8	1	1	1/16			1/16	1	1043							
40	40	359/2	359/2	0.25	1	1	Chord	9/8	1	1	1/16			1/16	1	1044					152		
40	40	719/4	719/4	0.25	17/16	17/16	Chord	9/8	1	1	1/16			1/16	1	1045							
40	40	351/2	351/2	0.5	0	0	Chord	9/8	2	1	1/8			1/8	1	1046							
40	40	176	176	0.5	1/8	1/8	Chord	9/8	2	1	1/8			1/8	1	1047							
40	40	353/2	353/2	0.5	1/4	1/4	Chord	9/8	2	1	1/8			1/8	1	1048							
40	40	177	177	1.0	3/8	3/8	Chord	9/8	2	1	1/4			1/4	1	1049							
40	40	351/2	351/2	0.5	0	0	Chord	9/8	3	1	1/8			1/8	1	1050							
40	40	176	176	0.5	1/8	1/8	Chord	9/8	3	1	1/8			1/8	1	1051							
40	40	353/2	353/2	0.5	1/4	1/4	Chord	9/8	3	1	1/8			1/8	1	1052							
40	40	177	177	1.0	3/8	3/8	Chord	9/8	3	1	1/4			1/4	1	1053							
40	40	351/2	351/2	0.5	0	0	Chord	9/8	4	1	1/8			1/8	1	1054							
40	40	176	176	0.5	1/8	1/8	Chord	9/8	4	1	1/8			1/8	1	1055							
40	40	353/2	353/2	0.5	1/4	1/4	Chord	9/8	4	1	1/8			1/8	1	1056							
40	40	177	177	1.0	3/8	3/8	Chord	9/8	4	1	1/4			1/4	1	1057							
41	41	180	180	0.25	0	0	Chord	9/8	1	1	1/16			1/16	1	1058					153		
41	41	721/4	721/4	0.25	1/16	1/16	Chord	9/8	1	1	1/16			1/16	1	1059							
41	41	361/2	361/2	0.25	1/8	1/8	Chord	9/8	1	1	1/16			1/16	1	1060					154		
41	41	723/4	723/4	0.25	3/16	3/16	Chord	9/8	1	1	1/16			1/16	1	1061							
41	41	181	181	0.25	1/4	1/4	Chord	9/8	1	1	1/16			1/16	1	1062					155		
41	41	725/4	725/4	0.25	5/16	5/16	Chord	9/8	1	1	1/16			1/16	1	1063							
41	41	363/2	363/2	0.25	3/8	3/8	Chord	9/8	1	1	1/16			1/16	1	1064					156		
41	41	727/4	727/4	0.25	7/16	7/16	Chord	9/8	1	1	1/16			1/16	1	1065							
41	41	182	182	0.25	1/2	1/2	Chord	9/8	1	1	1/16			1/16	1	1066					157		
41	41	729/4	729/4	0.25	9/16	9/16	Chord	9/8	1	1	1/16			1/16	1	1067							
41	41	365/2	365/2	0.25	5/8	5/8	Chord	9/8	1	1	1/16			1/16	1	1068					158		
41	41	731/4	731/4	0.25	11/16	11/16	Chord	9/8	1	1	1/16			1/16	1	1069							
41	41	183	183	0.25	3/4	3/4	Chord	9/8	1	1	1/16			1/16	1	1070					159		
41	41	733/4	733/4	0.25	13/16	13/16	Chord	9/8	1	1	1/16			1/16	1	1071							
41	41	367/2	367/2	0.25	7/8	7/8	Chord	9/8	1	1	1/16			1/16	1	1072					160		
41	41	735/4	735/4	0.25	15/16	15/16	Chord	9/8	1	1	1/16			1/16	1	1073							
41	41	184	184	0.25	1	1	Chord	9/8	1	1	1/16			1/16	1	1074					161		
41	41	737/4	737/4	0.25	17/16	17/16	Chord	9/8	1	1	1/16			1/16	1	1075							
42	42	369/2	369/2	0.0	0	0	Dynamic	9/8	1	1	0						pp						
42	42	369/2	369/2	1.0	0	0	Chord	9/8	1	1	1/4			1/4	1	1076					162		
42	42	371/2	371/2	0.5	1/4	1/4	Chord	9/8	1	1	1/8			1/8	1	1077					162		
42	42	186	186	1.5	3/8	3/8	Chord	9/8	1	1	3/8			1/4	3/2	1078							
42	42	375/2	375/2	0.5	3/4	3/4	Chord	9/8	1	1	1/8			1/8	1	1079					163		
42	42	188	188	0.5	7/8	7/8	Chord	9/8	1	1	1/8			1/8	1	1080					163		
42	42	377/2	377/2	0.5	1	1	Chord	9/8	1	1	1/8			1/8	1	1081							
42	42	186	186	1.0	3/8	3/8	Chord	9/8	2	1	1/4			1/4	1	1082					164		
42	42	187	187	0.5	5/8	5/8	Chord	9/8	2	1	1/8			1/8	1	1083					164		
42	42	375/2	375/2	1.0	3/4	3/4	Chord	9/8	2	1	1/4			1/4	1	1084					164		
42	42	377/2	377/2	0.5	1	1	Chord	9/8	2	1	1/8			1/8	1	1085							
42	42	369/2	369/2	1.0	0	0	Chord	9/8	3	1	1/4			1/4	1	1086					165		
42	42	371/2	371/2	0.5	1/4	1/4	Chord	9/8	3	1	1/8			1/8	1	1087					165		
42	42	186	186	1.0	3/8	3/8	Chord	9/8	3	1	1/4			1/4	1	1088					165		
42	42	187	187	0.0	5/8	5/8	Dynamic	9/8	3	1	0						pp				165		
42	42	187	187	0.5	5/8	5/8	Chord	9/8	3	1	1/8			1/8	1	1089					165		
42	42	375/2	375/2	1.0	3/4	3/4	Chord	9/8	3	1	1/4			1/4	1	1090					165		
42	42	377/2	377/2	0.5	1	1	Chord	9/8	3	1	1/8			1/8	1	1091							
42	42	369/2	369/2	0.0	0	0	Dynamic	9/8	4	1	0						pp						
42	42	369/2	369/2	0.0	0	0	Dynamic	9/8	4	1	0						pp						
42	42	369/2	369/2	3.0	0	0	Chord	9/8	4	1	3/4			1/2	3/2	1092							
42	42	375/2	375/2	1.0	3/4	3/4	Chord	9/8	4	1	1/4			1/4	1	1093							
42	42	377/2	377/2	0.5	1	1	Chord	9/8	4	1	1/8			1/8	1	1094					166		
43	43	189	189	1.0	0	0	Chord	9/8	1	1	1/4			1/4	1	1095					167		
43	43	190	190	0.0	1/4	1/4	StaffText	9/8	1	1	0								<b><i>Cresc.</i></b>		167		
43	43	190	190	0.25	1/4	1/4	Chord	9/8	1	1	1/16			1/16	1	1096					167		
43	43	761/4	761/4	0.25	5/16	5/16	Chord	9/8	1	1	1/16			1/16	1	1097							
43	43	381/2	381/2	1.5	3/8	3/8	Chord	9/8	1	1	3/8			1/4	3/2	1098					168		
43	43	192	192	0.5	3/4	3/4	Chord	9/8	1	1	1/8			1/8	1	1099					168		
43	43	385/2	385/2	0.5	7/8	7/8	Chord	9/8	1	1	1/8			1/8	1	1100							
43	43	193	193	0.5	1	1	Chord	9/8	1	1	1/8			1/8	1	1101							
43	43	189	189	1.0	0	0	Chord	9/8	2	1	1/4			1/4	1	1102					169		
43	43	190	190	0.0	1/4	1/4	StaffText	9/8	2	1	0								<b><i>Cresc.</i></b>		169		
43	43	190	190	0.25	1/4	1/4	Chord	9/8	2	1	1/16			1/16	1	1103					169		
43	43	761/4	761/4	0.25	5/16	5/16	Chord	9/8	2	1	1/16			1/16	1	1104							
43	43	381/2	381/2	1.5	3/8	3/8	Chord	9/8	2	1	3/8			1/4	3/2	1105							
43	43	192	192	0.5	3/4	3/4	Chord	9/8	2	1	1/8			1/8	1	1106							
43	43	385/2	385/2	0.5	7/8	7/8	Chord	9/8	2	1	1/8			1/8	1	1107					170		
43	43	193	193	0.5	1	1	Chord	9/8	2	1	1/8			1/8	1	1108							
43	43	189	189	1.0	0	0	Chord	9/8	3	1	1/4			1/4	1	1109					171		
43	43	190	190	0.0	1/4	1/4	StaffText	9/8	3	1	0								<b><i>Cresc.</i></b>		171		
43	43	190	190	0.5	1/4	1/4	Chord	9/8	3	1	1/8			1/8	1	1110					171		
43	43	381/2	381/2	1.5	3/8	3/8	Chord	9/8	3	1	3/8			1/4	3/2	1111							
43	43	192	192	0.5	3/4	3/4	Chord	9/8	3	1	1/8			1/8	1	1112					172		
43	43	385/2	385/2	0.5	7/8	7/8	Chord	9/8	3	1	1/8			1/8	1	1113					172		
43	43	193	193	0.5	1	1	Chord	9/8	3	1	1/8			1/8	1	1114							
43	43	189	189	1.0	0	0	Chord	9/8	4	1	1/4			1/4	1	1115					166		
43	43	190	190	0.0	1/4	1/4	StaffText	9/8	4	1	0								<b><i>Cresc.</i></b>		166		
43	43	190	190	0.5	1/4	1/4	Chord	9/8	4	1	1/8			1/8	1	1116					166		
43	43	381/2	381/2	1.0	3/8	3/8	Chord	9/8	4	1	1/4			1/4	1	1117					166		
43	43	383/2	383/2	0.5	5/8	5/8	Chord	9/8	4	1	1/8			1/8	1	1118					166		
43	43	192	192	1.0	3/4	3/4	Chord	9/8	4	1	1/4			1/4	1	1119					166		
43	43	193	193	0.5	1	1	Chord	9/8	4	1	1/8			1/8	1	1120							
44	44	387/2	387/2	0.0	0	0	Dynamic	9/8	1	1	0						p						
44	44	387/2	387/2	1.0	0	0	Chord	9/8	1	1	1/4			1/4	1	1121					173		
44	44	389/2	389/2	0.0	1/4	1/4	Chord	9/8	1	1	0	grace16		1/16	1	1122					173		
44	44	389/2	389/2	0.0	1/4	1/4	Chord	9/8	1	1	0	grace16		1/16	1	1123					173		
44	44	389/2	389/2	0.0	1/4	1/4	Chord	9/8	1	1	0	grace16		1/16	1	1124					173		
44	44	389/2	389/2	0.0	1/4	1/4	Chord	9/8	1	1	0	grace16		1/16	1	1125					173		
44	44	389/2	389/2	0.25	1/4	1/4	Chord	9/8	1	1	1/16			1/16	1	1126					173		
44	44	779/4	779/4	0.25	5/16	5/16	Chord	9/8	1	1	1/16			1/16	1	1127							
44	44	195	195	0.0	3/8	3/8	Spanner	9/8	1	1	0												7
44	44	195	195	1.5	3/8	3/8	Chord	9/8	1	1	3/8			1/4	3/2	1128					174		7
44	44	393/2	393/2	0.75	3/4	3/4	Chord	9/8	1	1	3/16			1/8	3/2	1129					174		7
44	44	789/4	789/4	0.25	15/16	15/16	Chord	9/8	1	1	1/16			1/16	1	1130					174		7
44	44	395/2	395/2	0.0	1	1	Spanner	9/8	1	1	0										174		
44	44	395/2	395/2	0.0	1	1	Spanner	9/8	1	1	0										174	15	
44	44	395/2	395/2	0.375	1	1	Chord	9/8	1	1	3/32			1/16	3/2	1131					174	15	
44	44	1583/8	1583/8	0.125	35/32	35/32	Chord	9/8	1	1	1/32			1/32	1	1132						15	
44	44	387/2	387/2	0.0	0	0	Dynamic	9/8	2	1	0						p						
44	44	387/2	387/2	1.0	0	0	Chord	9/8	2	1	1/4			1/4	1	1133					175		
44	44	389/2	389/2	0.5	1/4	1/4	Chord	9/8	2	1	1/8			1/8	1	1134					175		
44	44	195	195	0.0	3/8	3/8	Spanner	9/8	2	1	0										175		8
44	44	195	195	1.5	3/8	3/8	Chord	9/8	2	1	3/8			1/4	3/2	1135					175		8
44	44	393/2	393/2	0.0	3/4	3/4	Spanner	9/8	2	1	0											16	8
44	44	393/2	393/2	1.5	3/4	3/4	Chord	9/8	2	1	3/8			1/4	3/2	1136						16	8
44	44	387/2	387/2	0.0	0	0	Dynamic	9/8	3	1	0						p						
44	44	387/2	387/2	1.0	0	0	Chord	9/8	3	1	1/4			1/4	1	1137							
44	44	389/2	389/2	0.5	1/4	1/4	Chord	9/8	3	1	1/8			1/8	1	1138							
44	44	195	195	0.0	3/8	3/8	Spanner	9/8	3	1	0												9
44	44	195	195	1.5	3/8	3/8	Chord	9/8	3	1	3/8			1/4	3/2	1139					176		9
44	44	393/2	393/2	0.0	3/4	3/4	Spanner	9/8	3	1	0											17	9
44	44	393/2	393/2	1.5	3/4	3/4	Chord	9/8	3	1	3/8			1/4	3/2	1140						17	9
44	44	387/2	387/2	0.0	0	0	Dynamic	9/8	4	1	0						p						
44	44	387/2	387/2	0.5	0	0	Chord	9/8	4	1	1/8			1/8	1	1141					177		
44	44	194	194	0.5	1/8	1/8	Chord	9/8	4	1	1/8			1/8	1	1142					177		
44	44	389/2	389/2	0.5	1/4	1/4	Chord	9/8	4	1	1/8			1/8	1	1143							
44	44	195	195	0.0	3/8	3/8	Spanner	9/8	4	1	0												10
44	44	195	195	1.5	3/8	3/8	Chord	9/8	4	1	3/8			1/4	3/2	1144					178		10
44	44	393/2	393/2	0.0	3/4	3/4	Spanner	9/8	4	1	0											18	10
44	44	393/2	393/2	1.5	3/4	3/4	Chord	9/8	4	1	3/8			1/4	3/2	1145						18	10
45	45	198	198	0.0	0	0	Spanner	9/8	1	1	0												
45	45	198	198	1.0	0	0	Chord	9/8	1	1	1/4			1/4	1	1146							
45	45	199	199	0.0	1/4	1/4	Dynamic	9/8	1	1	0						pp						
45	45	399/2	399/2	1.0	3/8	3/8	Chord	9/8	1	1	1/4			1/4	1	1147							
45	45	198	198	0.0	0	0	Spanner	9/8	2	1	0												
45	45	198	198	0.0	0	0	Spanner	9/8	2	1	0												
45	45	198	198	1.0	0	0	Chord	9/8	2	1	1/4			1/4	1	1148							
45	45	199	199	0.0	1/4	1/4	Dynamic	9/8	2	1	0						pp						
45	45	399/2	399/2	1.0	3/8	3/8	Chord	9/8	2	1	1/4			1/4	1	1149							
45	45	198	198	0.0	0	0	Spanner	9/8	3	1	0												
45	45	198	198	0.0	0	0	Spanner	9/8	3	1	0												
45	45	198	198	1.0	0	0	Chord	9/8	3	1	1/4			1/4	1	1150							
45	45	199	199	0.0	1/4	1/4	Dynamic	9/8	3	1	0						pp						
45	45	399/2	399/2	1.0	3/8	3/8	Chord	9/8	3	1	1/4			1/4	1	1151							
45	45	198	198	0.0	0	0	Spanner	9/8	4	1	0												
45	45	198	198	0.0	0	0	Spanner	9/8	4	1	0												
45	45	198	198	1.0	0	0	Chord	9/8	4	1	1/4			1/4	1	1152							
45	45	199	199	0.0	1/4	1/4	Dynamic	9/8	4	1	0						pp						
45	45	399/2	399/2	1.0	3/8	3/8	Chord	9/8	4	1	1/4			1/4	1	1153							
46	46	405/2	405/2	1.5	0	0	Chord	9/8	1	1	3/8			1/4	3/2	1154							
46	46	204	204	0.0	3/8	3/8	Dynamic	9/8	1	1	0						pp						
46	46	204	204	0.25	3/8	3/8	Chord	9/8	1	1	1/16			1/16	1	1155					179		
46	46	817/4	817/4	0.25	7/16	7/16	Chord	9/8	1	1	1/16			1/16	1	1156							
46	46	409/2	409/2	0.25	1/2	1/2	Chord	9/8	1	1	1/16			1/16	1	1157					180		
46	46	819/4	819/4	0.25	9/16	9/16	Chord	9/8	1	1	1/16			1/16	1	1158							
46	46	205	205	0.25	5/8	5/8	Chord	9/8	1	1	1/16			1/16	1	1159					181		
46	46	821/4	821/4	0.25	11/16	11/16	Chord	9/8	1	1	1/16			1/16	1	1160							
46	46	411/2	411/2	0.25	3/4	3/4	Chord	9/8	1	1	1/16			1/16	1	1161					182		
46	46	823/4	823/4	0.25	13/16	13/16	Chord	9/8	1	1	1/16			1/16	1	1162							
46	46	206	206	0.25	7/8	7/8	Chord	9/8	1	1	1/16			1/16	1	1163					183		
46	46	825/4	825/4	0.25	15/16	15/16	Chord	9/8	1	1	1/16			1/16	1	1164							
46	46	413/2	413/2	0.25	1	1	Chord	9/8	1	1	1/16			1/16	1	1165					184		
46	46	827/4	827/4	0.25	17/16	17/16	Chord	9/8	1	1	1/16			1/16	1	1166							
46	46	405/2	405/2	1.0	0	0	Chord	9/8	2	1	1/4			1/4	1	1167							
46	46	407/2	407/2	0.0	1/4	1/4	Dynamic	9/8	2	1	0						pp						
46	46	204	204	1.0	3/8	3/8	Chord	9/8	2	1	1/4			1/4	1	1168							
46	46	405/2	405/2	1.0	0	0	Chord	9/8	3	1	1/4			1/4	1	1169							
46	46	407/2	407/2	0.0	1/4	1/4	Dynamic	9/8	3	1	0						pp						
46	46	204	204	1.0	3/8	3/8	Chord	9/8	3	1	1/4			1/4	1	1170							
46	46	405/2	405/2	1.0	0	0	Chord	9/8	4	1	1/4			1/4	1	1171							
46	46	407/2	407/2	0.0	1/4	1/4	Dynamic	9/8	4	1	0						pp						
46	46	204	204	1.0	3/8	3/8	Chord	9/8	4	1	1/4			1/4	1	1172							
47	47	207	207	1.5	0	0	Chord	9/8	1	1	3/8			1/4	3/2	1173							
47	47	417/2	417/2	0.25	3/8	3/8	Chord	9/8	1	1	1/16			1/16	1	1174					185		
47	47	835/4	835/4	0.25	7/16	7/16	Chord	9/8	1	1	1/16			1/16	1	1175							
47	47	209	209	0.0	1/2	1/2	StaffText	9/8	1	1	0								<b><i>Cresc.</i></b>				
47	47	209	209	0.25	1/2	1/2	Chord	9/8	1	1	1/16			1/16	1	1176					186		
47	47	837/4	837/4	0.25	9/16	9/16	Chord	9/8	1	1	1/16			1/16	1	1177							
47	47	419/2	419/2	0.25	5/8	5/8	Chord	9/8	1	1	1/16			1/16	1	1178					187		
47	47	839/4	839/4	0.25	11/16	11/16	Chord	9/8	1	1	1/16			1/16	1	1179							
47	47	210	210	0.25	3/4	3/4	Chord	9/8	1	1	1/16			1/16	1	1180					188		
47	47	841/4	841/4	0.25	13/16	13/16	Chord	9/8	1	1	1/16			1/16	1	1181							
47	47	421/2	421/2	0.25	7/8	7/8	Chord	9/8	1	1	1/16			1/16	1	1182					189		
47	47	843/4	843/4	0.25	15/16	15/16	Chord	9/8	1	1	1/16			1/16	1	1183							
47	47	211	211	0.25	1	1	Chord	9/8	1	1	1/16			1/16	1	1184					190		
47	47	845/4	845/4	0.25	17/16	17/16	Chord	9/8	1	1	1/16			1/16	1	1185							
47	47	207	207	1.0	0	0	Chord	9/8	2	1	1/4			1/4	1	1186							
47	47	417/2	417/2	1.0	3/8	3/8	Chord	9/8	2	1	1/4			1/4	1	1187							
47	47	207	207	1.0	0	0	Chord	9/8	3	1	1/4			1/4	1	1188							
47	47	417/2	417/2	1.0	3/8	3/8	Chord	9/8	3	1	1/4			1/4	1	1189							
47	47	207	207	1.0	0	0	Chord	9/8	4	1	1/4			1/4	1	1190							
47	47	417/2	417/2	1.0	3/8	3/8	Chord	9/8	4	1	1/4			1/4	1	1191							
48	48	423/2	423/2	0.0	0	0	Dynamic	9/8	1	1	0						f						
48	48	423/2	423/2	3.0	0	0	Chord	9/8	1	1	3/4			1/2	3/2	1192							
48	48	429/2	429/2	1.5	3/4	3/4	Chord	9/8	1	1	3/8			1/4	3/2	1193							
48	48	423/2	423/2	1.5	0	0	Chord	9/8	2	1	3/8			1/4	3/2	1194					191		
48	48	213	213	1.5	3/8	3/8	Chord	9/8	2	1	3/8			1/4	3/2	1195					191		
48	48	429/2	429/2	1.5	3/4	3/4	Chord	9/8	2	1	3/8			1/4	3/2	1196							
48	48	423/2	423/2	0.0	0	0	Dynamic	9/8	3	1	0						f						
48	48	423/2	423/2	1.5	0	0	Chord	9/8	3	1	3/8			1/4	3/2	1197					192		
