mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	staff_text	tempo	qpm	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin
9	8	30	30	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	35						5		
9	8	31	31	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	36								
9	8	32	32	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	37						7		
9	8	32	32	0.0	3/4	3/4	Spanner	2/2	3	1	0										2	
9	8	32	32	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	38						8	2	
10	9	33	33	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	39						9		
10	9	34	34	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	40						9		
10	9	35	35	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	41								
10	9	36	36	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	42								
10	9	33	33	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	43						7		
10	9	34	34	2.0	1/4	1/4	Chord	2/2	2	1	1/2	1/2	1	44								
10	9	36	36	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	45						10		
10	9	33	33	2.0	0	0	Chord	2/2	3	1	1/2	1/2	1	46						8	2	
10	9	35	35	2.0	1/2	1/2	Chord	2/2	3	1	1/2	1/2	1	47							2	
11	10	37	37	0.0	0	0	StaffText	2/2	1	1	0					"<font size=""8.2""/><i>cresc.</i>"						
11	10	37	37	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	48						11		
11	10	38	38	2.0	1/4	1/4	Chord	2/2	1	1	1/2	1/2	1	49						11		
11	10	40	40	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	50								
11	10	37	37	0.0	0	0	StaffText	2/2	2	1	0					"<font size=""8.2""/><i>cresc.</i>"				10		
11	10	37	37	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	51						10		
11	10	39	39	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	52						10		
11	10	40	40	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	53						10		
11	10	37	37	0.0	0	0	Dynamic	2/2	3	1	0				sf							
11	10	37	37	0.0	0	0	Spanner	2/2	3	1	0											
11	10	37	37	0.0	0	0	Spanner	2/2	3	1	0											2
11	10	37	37	3.0	0	0	Chord	2/2	3	1	3/4	1/2	3/2	54								2
11	10	40	40	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	55						12		2
12	11	41	41	3.0	0	0	Chord	2/2	1	1	3/4	1/2	3/2	56								
12	11	44	44	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	57								
12	11	41	41	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	58						10		
12	11	42	42	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	59						10		
12	11	43	43	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	60								
12	11	44	44	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	61						13		
12	11	41	41	0.0	0	0	StaffText	2/2	3	1	0					"<font size=""8.2""/><i>cresc.</i>"				12		
12	11	41	41	0.0	0	0	Spanner	2/2	3	1	0									12		
12	11	41	41	1.0	0	0	Chord	2/2	3	1	1/4	1/4	1	62						12		
12	11	42	42	1.0	1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	63						12		
12	11	43	43	1.0	1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	64						12		
12	11	44	44	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	65						12		
13	12	45	45	0.0	0	0	StaffText	2/2	1	1	0					"<font size=""8.2""/><i>dim.</i>"						
13	12	45	45	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	66						14		
13	12	46	46	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	67						14		
13	12	47	47	0.0	1/2	1/2	Dynamic	2/2	1	1	0				p					14		
13	12	47	47	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	68						14		
13	12	48	48	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	69								
13	12	45	45	0.0	0	0	StaffText	2/2	2	1	0					"<font size=""8.2""/><i>dim.</i>"				13		
13	12	45	45	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	70						13		
13	12	46	46	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	71						13		
13	12	47	47	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	72						13		
13	12	48	48	0.0	3/4	3/4	Dynamic	2/2	2	1	0				p							
13	12	48	48	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	73								
13	12	45	45	0.0	0	0	StaffText	2/2	3	1	0					"<font size=""8.2""/><i>dim.</i>"				12		
13	12	45	45	1.0	0	0	Chord	2/2	3	1	1/4	1/4	1	74						12		
13	12	46	46	1.0	1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	75								
13	12	47	47	0.0	1/2	1/2	Dynamic	2/2	3	1	0				p							
13	12	47	47	2.0	1/2	1/2	Chord	2/2	3	1	1/2	1/2	1	76								
13	12	48	48	0.0	3/4	3/4	Spanner	2/2	4	1	0										3	
13	12	48	48	1.0	3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	77						15	3	
14	13	49	49	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	78						16		
14	13	50	50	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	79						16		
14	13	51	51	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	80						16		
14	13	52	52	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	81								
14	13	49	49	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	82						17		
14	13	50	50	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	83						17		
14	13	51	51	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	84						17		
14	13	52	52	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	85								
14	13	49	49	1.0	0	0	Chord	2/2	3	1	1/4	1/4	1	86						18		
14	13	50	50	1.0	1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	87						18		
14	13	51	51	1.0	1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	88						18		
14	13	52	52	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	89								
14	13	49	49	2.0	0	0	Chord	2/2	4	1	1/2	1/2	1	90						15	3	
14	13	51	51	2.0	1/2	1/2	Chord	2/2	4	1	1/2	1/2	1	91							3	
15	14	53	53	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	92						19		
15	14	54	54	2.0	1/4	1/4	Chord	2/2	1	1	1/2	1/2	1	93						19		
15	14	56	56	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	94						19		
15	14	53	53	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	95						20		
15	14	54	54	2.0	1/4	1/4	Chord	2/2	2	1	1/2	1/2	1	96						20		
15	14	56	56	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	97								
15	14	53	53	1.0	0	0	Chord	2/2	3	1	1/4	1/4	1	98								
15	14	54	54	1.0	1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	99						21		
15	14	55	55	1.0	1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	100						21		
15	14	56	56	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	101						21		
15	14	53	53	0.0	0	0	Dynamic	2/2	4	1	0				sf							
15	14	53	53	0.0	0	0	Spanner	2/2	4	1	0											
15	14	53	53	0.0	0	0	Spanner	2/2	4	1	0											3
15	14	53	53	3.0	0	0	Chord	2/2	4	1	3/4	1/2	3/2	102								3
15	14	56	56	0.0	3/4	3/4	Dynamic	2/2	4	1	0				p							3
15	14	56	56	1.0	3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	103						22		3
16	15	57	57	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	104						19		
16	15	58	58	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	105						19		
16	15	59	59	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	106						19		
16	15	60	60	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	107								
16	15	57	57	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	108								
16	15	58	58	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	109								
16	15	59	59	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	110								
16	15	60	60	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	111								
16	15	57	57	1.0	0	0	Chord	2/2	3	1	1/4	1/4	1	112						21		
16	15	58	58	1.0	1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	113						21		
16	15	59	59	1.0	1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	114						21		
16	15	60	60	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	115								
16	15	57	57	0.0	0	0	Spanner	2/2	4	1	0									22		
16	15	57	57	1.0	0	0	Chord	2/2	4	1	1/4	1/4	1	116						22		
16	15	58	58	1.0	1/4	1/4	Chord	2/2	4	1	1/4	1/4	1	117						22		
16	15	59	59	1.0	1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	118						22		
16	15	60	60	1.0	3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	119						22		
17	16	61	61	3.0	0	0	Chord	2/2	1	1	3/4	1/2	3/2	120						23		
17	16	64	64	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	121								
17	16	61	61	3.0	0	0	Chord	2/2	2	1	3/4	1/2	3/2	122								
17	16	64	64	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	123						24		
17	16	61	61	1.0	0	0	Chord	2/2	3	1	1/4	1/4	1	124						25		
17	16	62	62	1.0	1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	125						25		
17	16	63	63	1.0	1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	126						25		
17	16	64	64	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	127								
17	16	61	61	1.0	0	0	Chord	2/2	4	1	1/4	1/4	1	128						22		
17	16	62	62	1.0	1/4	1/4	Chord	2/2	4	1	1/4	1/4	1	129								
17	16	63	63	2.0	1/2	1/2	Chord	2/2	4	1	1/2	1/2	1	130								
18	17	65	65	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	131						26		
18	17	66	66	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	132						26		
18	17	67	67	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	133						26		
18	17	68	68	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	134								
18	17	65	65	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	135						24		
18	17	67	67	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	136						24		
18	17	68	68	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	137								
18	17	65	65	1.0	0	0	Chord	2/2	3	1	1/4	1/4	1	138						27		
18	17	66	66	1.0	1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	139						27		
18	17	67	67	1.0	1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	140						27		
18	17	68	68	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	141								
18	17	65	65	1.0	0	0	Chord	2/2	4	1	1/4	1/4	1	142						28		
18	17	66	66	1.0	1/4	1/4	Chord	2/2	4	1	1/4	1/4	1	143						28		
18	17	67	67	1.0	1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	144						28		
18	17	68	68	1.0	3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	145								
19	18	69	69	0.0	0	0	StaffText	2/2	1	1	0					"<font size=""8.2""/><i>cresc.</i>"						
19	18	69	69	3.0	0	0	Chord	2/2	1	1	3/4	1/2	3/2	146								
19	18	72	72	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	147						29		
19	18	69	69	0.0	0	0	StaffText	2/2	2	1	0					"<font size=""8.2""/><i>cresc.</i>"						
19	18	69	69	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	148						30		
19	18	70	70	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	149						30		
19	18	71	71	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	150						30		
19	18	72	72	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	151								
19	18	69	69	0.0	0	0	StaffText	2/2	3	1	0					"<font size=""8.2""/><i>cresc.</i>"						
19	18	69	69	1.0	0	0	Chord	2/2	3	1	1/4	1/4	1	152						31		
19	18	70	70	1.0	1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	153						31		
19	18	71	71	1.0	1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	154								
19	18	72	72	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	155								
19	18	69	69	0.0	0	0	StaffText	2/2	4	1	0					"<font size=""8.2""/><i>cresc.</i>"						
19	18	69	69	1.0	0	0	Chord	2/2	4	1	1/4	1/4	1	156						32		
19	18	70	70	1.0	1/4	1/4	Chord	2/2	4	1	1/4	1/4	1	157						32		
19	18	71	71	1.0	1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	158						32		
19	18	72	72	1.0	3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	159								
20	19	73	73	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	160						29		
20	19	74	74	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	161						29		
20	19	75	75	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	162						29		
20	19	76	76	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	163								
20	19	73	73	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	164						33		
20	19	74	74	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	165						33		
20	19	75	75	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	166						33		
20	19	76	76	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	167								
20	19	73	73	1.0	0	0	Chord	2/2	3	1	1/4	1/4	1	168						34		
20	19	74	74	1.0	1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	169						34		
20	19	75	75	1.0	1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	170						34		
20	19	76	76	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	171								
20	19	73	73	1.0	0	0	Chord	2/2	4	1	1/4	1/4	1	172						35		
20	19	74	74	1.0	1/4	1/4	Chord	2/2	4	1	1/4	1/4	1	173						35		
20	19	75	75	1.0	1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	174						35		
20	19	76	76	1.0	3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	175								
21	20	77	77	0.0	0	0	Dynamic	2/2	1	1	0				p							
21	20	77	77	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	176						36		
21	20	79	79	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	177								
21	20	80	80	0.0	3/4	3/4	Spanner	2/2	1	1	0										4	
21	20	80	80	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	178						37	4	
21	20	77	77	0.0	0	0	Dynamic	2/2	2	1	0				p							
21	20	77	77	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	179						38		
21	20	78	78	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	180						38		
21	20	79	79	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	181						38		
21	20	80	80	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	182								
21	20	77	77	0.0	0	0	Dynamic	2/2	3	1	0				p							
21	20	77	77	2.0	0	0	Chord	2/2	3	1	1/2	1/2	1	183						39		
21	20	79	79	2.0	1/2	1/2	Chord	2/2	3	1	1/2	1/2	1	184								
21	20	77	77	0.0	0	0	Dynamic	2/2	4	1	0				p							
21	20	77	77	1.0	0	0	Chord	2/2	4	1	1/4	1/4	1	185						40		
21	20	78	78	1.0	1/4	1/4	Chord	2/2	4	1	1/4	1/4	1	186						40		
21	20	79	79	1.0	1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	187						40		
21	20	80	80	1.0	3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	188								
22	21	81	81	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	189						37	4	
22	21	83	83	2.0	1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	190							4	
22	21	82	82	2.0	1/4	1/4	Chord	2/2	3	1	1/2	1/2	1	191						41		
22	21	84	84	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	192								
22	21	81	81	1.0	0	0	Chord	2/2	4	1	1/4	1/4	1	193						42		
22	21	82	82	1.0	1/4	1/4	Chord	2/2	4	1	1/4	1/4	1	194								
22	21	84	84	0.0	3/4	3/4	Spanner	2/2	4	1	0										5	
22	21	84	84	1.0	3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	195						43	5	
23	22	85	85	0.0	0	0	Dynamic	2/2	1	1	0				p							
23	22	85	85	0.0	0	0	Spanner	2/2	1	1	0											
23	22	85	85	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	196						44		
23	22	86	86	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	197								
23	22	88	88	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	198						45		
23	22	86	86	0.0	1/4	1/4	Dynamic	2/2	2	1	0				p							
23	22	86	86	2.0	1/4	1/4	Chord	2/2	2	1	1/2	1/2	1	199						46		
23	22	88	88	0.0	3/4	3/4	Spanner	2/2	2	1	0									46	6	
23	22	88	88	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	200						46	6	
23	22	85	85	1.0	0	0	Chord	2/2	3	1	1/4	1/4	1	201						47		
23	22	86	86	1.0	1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	202						47		
23	22	87	87	1.0	1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	203						47		
23	22	88	88	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	204								
23	22	85	85	2.0	0	0	Chord	2/2	4	1	1/2	1/2	1	205						43	5	
23	22	87	87	2.0	1/2	1/2	Chord	2/2	4	1	1/2	1/2	1	206							5	
24	23	89	89	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	207						45		
24	23	91	91	2.0	1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	208								
24	23	89	89	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	209							6	
24	23	90	90	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	210						48	6	
24	23	91	91	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	211						48	6	
24	23	92	92	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	212							6	
24	23	90	90	2.0	1/4	1/4	Chord	2/2	3	1	1/2	1/2	1	213						49		
24	23	92	92	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	214						49		
24	23	89	89	0.0	0	0	Spanner	2/2	4	1	0											
24	23	89	89	1.0	0	0	Chord	2/2	4	1	1/4	1/4	1	215						50		
24	23	90	90	1.0	1/4	1/4	Chord	2/2	4	1	1/4	1/4	1	216								
24	23	92	92	1.0	3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	217						51		
25	24	93	93	0.0	0	0	Dynamic	2/2	1	1	0				p							
25	24	93	93	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	218						52		
25	24	94	94	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	219								
25	24	93	93	0.0	0	0	Spanner	2/2	2	1	0											
25	24	94	94	0.0	1/4	1/4	Dynamic	2/2	2	1	0				p							
25	24	94	94	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	220						53		
25	24	95	95	0.0	1/2	1/2	StaffText	2/2	2	1	0					"<font size=""8.2""/><i>cresc.</i>"				53		
25	24	95	95	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	221						53		
25	24	96	96	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	222						53		
25	24	93	93	0.0	0	0	Dynamic	2/2	3	1	0				p							
25	24	93	93	1.0	0	0	Chord	2/2	3	1	1/4	1/4	1	223								
25	24	94	94	0.0	1/4	1/4	StaffText	2/2	3	1	0					"<font size=""8.2""/><i>cresc.</i>"						
25	24	94	94	1.0	1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	224						54		
25	24	95	95	1.0	1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	225						54		
25	24	96	96	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	226								
25	24	93	93	2.0	0	0	Chord	2/2	4	1	1/2	1/2	1	227						51		
25	24	95	95	1.0	1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	228								
25	24	96	96	0.0	3/4	3/4	StaffText	2/2	4	1	0					"<font size=""8.2""/><i>cresc.</i>"						
25	24	96	96	1.0	3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	229						55		
26	25	99	99	0.0	1/2	1/2	StaffText	2/2	1	1	0					"<font size=""8.2""/><i>cresc.</i>"						
26	25	100	100	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	230						56		
26	25	97	97	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	231						53		
26	25	98	98	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	232						53		
26	25	99	99	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	233						53		
26	25	100	100	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	234						53		
26	25	98	98	1.0	1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	235						57		
26	25	99	99	1.0	1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	236						57		
26	25	100	100	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	237						57		
26	25	97	97	2.0	0	0	Chord	2/2	4	1	1/2	1/2	1	238						55		
26	25	99	99	2.0	1/2	1/2	Chord	2/2	4	1	1/2	1/2	1	239								
27	26	101	101	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	240						56		
27	26	103	103	1.5	1/2	1/2	Chord	2/2	1	1	3/8	1/4	3/2	241						56		
27	26	209/2	209/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	242								
27	26	101	101	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	243						53		
27	26	102	102	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	244						53		
27	26	103	103	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	245						53		
27	26	104	104	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	246								
27	26	101	101	1.0	0	0	Chord	2/2	3	1	1/4	1/4	1	247						57		
27	26	102	102	1.0	1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	248						57		
27	26	103	103	1.0	1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	249						57		
27	26	104	104	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	250								
