mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	system_text	slur
7	7	27/2	27/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	33		articStaccatoBelow			
7	7	12	12	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	34		articStaccatoBelow			
7	7	25/2	25/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	35		articStaccatoBelow			
7	7	13	13	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	36		articStaccatoBelow			
7	7	27/2	27/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	37		articStaccatoBelow			
7	7	12	12	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	38		articStaccatoBelow			
7	7	25/2	25/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	39		articStaccatoBelow			
7	7	13	13	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	40		articStaccatoBelow			
7	7	27/2	27/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	41		articStaccatoBelow			
7	7	12	12	0.5	0	0	Chord	2/4	4	1	1/8		1/8	1	42		articStaccatoBelow			
7	7	25/2	25/2	0.5	1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	43		articStaccatoBelow			
7	7	13	13	0.5	1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	44		articStaccatoBelow			
7	7	27/2	27/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	45		articStaccatoBelow			
8	8	14	14	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	46					
8	8	14	14	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	47					
8	8	14	14	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	48					
8	8	14	14	0.5	0	0	Chord	2/4	4	1	1/8		1/8	1	49					
9	9	16	16	1.0	0	0	Chord	2/4	4	1	1/4		1/4	1	50		articStaccatoAbove			
9	9	17	17	1.0	1/4	1/4	Chord	2/4	4	1	1/4		1/4	1	51		articStaccatoAbove			
10	10	18	18	1.5	0	0	Chord	2/4	4	1	3/8		1/4	3/2	52					5
10	10	39/2	39/2	0.25	3/8	3/8	Chord	2/4	4	1	1/16		1/16	1	53					5
10	10	79/4	79/4	0.25	7/16	7/16	Chord	2/4	4	1	1/16		1/16	1	54					
11	11	20	20	0.5	0	0	Chord	2/4	4	1	1/8		1/8	1	55		articStaccatoAbove			
11	11	41/2	41/2	0.5	1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	56		articStaccatoAbove			
11	11	21	21	0.5	1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	57		articStaccatoAbove			
11	11	43/2	43/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	58		articStaccatoAbove			
12	12	22	22	0.5	0	0	Chord	2/4	4	1	1/8		1/8	1	59					
13	13	24	24	0.0	0	0	Dynamic	2/4	1	1	0					p				
13	13	24	24	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	60		articStaccatoAbove			
13	13	25	25	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	61		articStaccatoAbove			
13	13	24	24	0.0	0	0	Dynamic	2/4	2	1	0					p				
13	13	24	24	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	62		articStaccatoBelow			
13	13	25	25	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	63		articStaccatoAbove			
13	13	24	24	0.0	0	0	Dynamic	2/4	3	1	0					p				
13	13	24	24	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	64		articStaccatoAbove			
13	13	25	25	1.0	1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	65		articStaccatoAbove			
13	13	24	24	0.0	0	0	Dynamic	2/4	4	1	0					p				
13	13	24	24	1.0	0	0	Chord	2/4	4	1	1/4		1/4	1	66		articStaccatoAbove			
13	13	25	25	1.0	1/4	1/4	Chord	2/4	4	1	1/4		1/4	1	67		articStaccatoAbove			
14	14	26	26	1.5	0	0	Chord	2/4	1	1	3/8		1/4	3/2	68					6
14	14	55/2	55/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	69					6
14	14	111/4	111/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	70					
14	14	26	26	1.5	0	0	Chord	2/4	2	1	3/8		1/4	3/2	71					7
14	14	55/2	55/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	72					
14	14	26	26	1.5	0	0	Chord	2/4	3	1	3/8		1/4	3/2	73					8
14	14	55/2	55/2	0.25	3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	74					8
14	14	111/4	111/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	75					
14	14	26	26	1.5	0	0	Chord	2/4	4	1	3/8		1/4	3/2	76					
14	14	55/2	55/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	77					
15	15	28	28	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	78		articStaccatoAbove			
15	15	57/2	57/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	79		articStaccatoAbove			
15	15	29	29	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	80		articStaccatoAbove			
15	15	59/2	59/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	81		articStaccatoAbove			
15	15	28	28	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	82		articStaccatoAbove			
15	15	57/2	57/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	83		articStaccatoAbove			
15	15	29	29	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	84		articStaccatoAbove			
15	15	59/2	59/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	85		articStaccatoAbove			
15	15	28	28	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	86		articStaccatoAbove			
15	15	57/2	57/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	87		articStaccatoAbove			
15	15	29	29	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	88		articStaccatoAbove			
15	15	59/2	59/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	89		articStaccatoAbove			
15	15	28	28	0.5	0	0	Chord	2/4	4	1	1/8		1/8	1	90		articStaccatoAbove			
15	15	57/2	57/2	0.5	1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	91		articStaccatoAbove			
15	15	29	29	0.5	1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	92		articStaccatoAbove			
15	15	59/2	59/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	93		articStaccatoAbove			
16	16	30	30	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	94					
16	16	30	30	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	95					
16	16	30	30	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	96					
16	16	30	30	0.5	0	0	Chord	2/4	4	1	1/8		1/8	1	97					
17	17	32	32	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	98					9
17	17	33	33	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	99					9
17	17	133/4	133/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	100					9
17	17	67/2	67/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	101					9
17	17	135/4	135/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	102					
17	17	32	32	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	103					10
17	17	32	32	2.0	0	0	Chord	2/4	3	1	1/2		1/2	1	104					11
17	17	32	32	2.0	0	0	Chord	2/4	4	1	1/2		1/2	1	105					12
18	18	34	34	0.0	0	0	Chord	2/4	1	1	0	acciaccatura	1/8	1	106					
18	18	34	34	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	107					13
18	18	137/4	137/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	108					13
18	18	69/2	69/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	109					13
18	18	139/4	139/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	110					13
18	18	35	35	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	111					
18	18	34	34	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	112					
18	18	34	34	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	113					
18	18	34	34	1.0	0	0	Chord	2/4	4	1	1/4		1/4	1	114					
19	19	36	36	0.0	0	0	StaffText	2/4	1	1	0							<b><i>cresc.</i></b>		
19	19	36	36	1.5	0	0	Chord	2/4	1	1	3/8		1/4	3/2	115					14
19	19	75/2	75/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	116					14
19	19	151/4	151/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	117					14
19	19	36	36	0.0	0	0	StaffText	2/4	2	1	0							<b><i>cresc.</i></b>		
19	19	36	36	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	118					
19	19	36	36	0.0	0	0	StaffText	2/4	3	1	0							<b><i>cresc.</i></b>		
19	19	36	36	2.0	0	0	Chord	2/4	3	1	1/2		1/2	1	119					
19	19	36	36	0.0	0	0	StaffText	2/4	4	1	0							<b><i>cresc.</i></b>		
19	19	36	36	2.0	0	0	Chord	2/4	4	1	1/2		1/2	1	120					
20	20	38	38	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	121		articStaccatoAbove			
20	20	77/2	77/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	122		articStaccatoAbove			
20	20	39	39	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	123		articStaccatoAbove			
20	20	79/2	79/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	124		articStaccatoAbove			
20	20	38	38	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	125					
20	20	77/2	77/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	126		articStaccatoBelow			
20	20	39	39	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	127		articStaccatoBelow			
20	20	79/2	79/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	128		articStaccatoBelow			
20	20	38	38	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	129					
20	20	77/2	77/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	130		articStaccatoBelow			
20	20	39	39	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	131		articStaccatoBelow			
20	20	79/2	79/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	132		articStaccatoBelow			
20	20	38	38	0.5	0	0	Chord	2/4	4	1	1/8		1/8	1	133					
20	20	77/2	77/2	0.5	1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	134		articStaccatoBelow			
20	20	39	39	0.5	1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	135		articStaccatoBelow			
20	20	79/2	79/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	136		articStaccatoBelow			
21	21	40	40	0.0	0	0	Dynamic	2/4	1	1	0					f				
21	21	40	40	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	137		articStaccatoAbove			
21	21	41	41	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	138		articStaccatoAbove			
21	21	40	40	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	139		articStaccatoBelow			
21	21	41	41	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	140		articStaccatoBelow			
21	21	40	40	0.0	0	0	Dynamic	2/4	3	1	0					f				
21	21	40	40	0.0	0	0	Dynamic	2/4	3	1	0					f				
21	21	40	40	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	141					
21	21	81/2	81/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	142					
21	21	41	41	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	143					
21	21	83/2	83/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	144					
21	21	40	40	0.0	0	0	Dynamic	2/4	4	1	0					f				
21	21	40	40	0.5	0	0	Chord	2/4	4	1	1/8		1/8	1	145					
21	21	81/2	81/2	0.5	1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	146					
21	21	41	41	0.5	1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	147					
21	21	83/2	83/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	148					
22	22	42	42	0.0	0	0	Dynamic	2/4	1	1	0					sf				
22	22	42	42	1.5	0	0	Chord	2/4	1	1	3/8		1/4	3/2	149					15
22	22	87/2	87/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	150					15
22	22	175/4	175/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	151					
22	22	42	42	0.0	0	0	Dynamic	2/4	2	1	0					sf				
22	22	42	42	1.5	0	0	Chord	2/4	2	1	3/8		1/4	3/2	152					16
22	22	87/2	87/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	153					16
22	22	175/4	175/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	154					
22	22	42	42	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	155					
22	22	85/2	85/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	156					
22	22	43	43	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	157					
22	22	87/2	87/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	158					
22	22	42	42	0.5	0	0	Chord	2/4	4	1	1/8		1/8	1	159					
22	22	85/2	85/2	0.5	1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	160					
22	22	43	43	0.5	1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	161					
22	22	87/2	87/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	162					
23	23	44	44	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	163		articStaccatoAbove			
23	23	89/2	89/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	164		articStaccatoAbove			
23	23	45	45	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	165		articStaccatoAbove			
23	23	91/2	91/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	166		articStaccatoAbove			
23	23	44	44	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	167		articStaccatoBelow			
23	23	89/2	89/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	168		articStaccatoBelow			
23	23	45	45	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	169		articStaccatoBelow			
23	23	91/2	91/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	170		articStaccatoBelow			
23	23	44	44	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	171					
23	23	89/2	89/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	172					
23	23	45	45	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	173					
23	23	91/2	91/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	174					
23	23	44	44	0.5	0	0	Chord	2/4	4	1	1/8		1/8	1	175					
23	23	89/2	89/2	0.5	1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	176					
23	23	45	45	0.5	1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	177					
23	23	91/2	91/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	178					
24	24	46	46	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	179					
24	24	47	47	0.0	1/4	1/4	SystemText	2/4	1	1	0								"<font size=""12""/>V65"	
24	24	46	46	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	180					
24	24	46	46	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	181					
24	24	93/2	93/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	182					
24	24	47	47	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	183					
24	24	95/2	95/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	184					
24	24	46	46	0.5	0	0	Chord	2/4	4	1	1/8		1/8	1	185					
24	24	93/2	93/2	0.5	1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	186					
24	24	47	47	0.5	1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	187					
24	24	95/2	95/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	188					
25	25	48	48	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	189		articStaccatoAbove			
25	25	49	49	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	190		articStaccatoAbove			
25	25	48	48	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	191		articStaccatoBelow			
25	25	49	49	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	192		articStaccatoBelow			
25	25	48	48	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	193					
25	25	97/2	97/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	194					
25	25	49	49	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	195					
25	25	99/2	99/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	196					
25	25	48	48	0.5	0	0	Chord	2/4	4	1	1/8		1/8	1	197					
25	25	97/2	97/2	0.5	1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	198					
25	25	49	49	0.5	1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	199					
25	25	99/2	99/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	200					
26	26	50	50	0.0	0	0	Dynamic	2/4	1	1	0					sf				
26	26	50	50	1.5	0	0	Chord	2/4	1	1	3/8		1/4	3/2	201					17
26	26	103/2	103/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	202					17
26	26	207/4	207/4	0.0	7/16	7/16	SystemText	2/4	1	1	0								"<font size=""12""/>V2"	
26	26	207/4	207/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	203					
26	26	50	50	0.0	0	0	Dynamic	2/4	2	1	0					sf				
26	26	50	50	1.5	0	0	Chord	2/4	2	1	3/8		1/4	3/2	204					18
26	26	103/2	103/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	205					18
26	26	207/4	207/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	206					
26	26	50	50	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	207					
26	26	101/2	101/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	208					
26	26	51	51	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	209					
26	26	103/2	103/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	210					
26	26	50	50	0.5	0	0	Chord	2/4	4	1	1/8		1/8	1	211					
26	26	101/2	101/2	0.5	1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	212					
26	26	51	51	0.5	1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	213					
26	26	103/2	103/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	214					
27	27	52	52	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	215		articStaccatoAbove			
27	27	105/2	105/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	216		articStaccatoAbove			
27	27	53	53	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	217		articStaccatoAbove			
27	27	107/2	107/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	218		articStaccatoAbove			
27	27	52	52	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	219		articStaccatoAbove			
27	27	105/2	105/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	220		articStaccatoAbove			
27	27	53	53	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	221		articStaccatoAbove			
27	27	107/2	107/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	222		articStaccatoAbove			
27	27	52	52	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	223					
27	27	105/2	105/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	224					
27	27	53	53	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	225					
27	27	107/2	107/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	226					
27	27	52	52	0.5	0	0	Chord	2/4	4	1	1/8		1/8	1	227					
27	27	105/2	105/2	0.5	1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	228					
27	27	53	53	0.5	1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	229					
27	27	107/2	107/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	230					
28	28	54	54	0.0	0	0	Dynamic	2/4	1	1	0					p				
28	28	54	54	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	231		articStaccatoAbove			
28	28	109/2	109/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	232					19
28	28	219/4	219/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	233					
28	28	55	55	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	234					
28	28	54	54	0.0	0	0	Dynamic	2/4	2	1	0					p				
28	28	54	54	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	235					
28	28	111/2	111/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	236					20
28	28	54	54	0.0	0	0	Dynamic	2/4	3	1	0					p				
28	28	54	54	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	237					
28	28	111/2	111/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	238					21
28	28	54	54	1.0	0	0	Chord	2/4	4	1	1/4		1/4	1	239					
29	29	56	56	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	240					
29	29	113/2	113/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	241					22
29	29	227/4	227/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	242					
29	29	57	57	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	243					
29	29	56	56	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	244					
29	29	115/2	115/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	245					23
29	29	56	56	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	246					
29	29	115/2	115/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	247					24
30	30	58	58	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	248					
30	30	117/2	117/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	249					25
30	30	235/4	235/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	250					
30	30	59	59	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	251		articStaccatoAbove			
30	30	119/2	119/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	252					26
30	30	239/4	239/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	253					
30	30	58	58	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	254		articStaccatoAbove			
30	30	117/2	117/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	255		articStaccatoAbove			
30	30	59	59	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	256		articStaccatoBelow			
30	30	119/2	119/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	257		articStaccatoBelow			
