mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin
9	9	32	32	1.0	0	0	Chord	2/2	4	1	1/4		1/4	1	98										
9	9	35	35	0.0	3/4	3/4	StaffText	2/2	4	1	0							"<font size=""9.2082""/><font face=""Times New Roman""/><i>cresc.</i>"							
9	9	35	35	1.0	3/4	3/4	Chord	2/2	4	1	1/4		1/4	1	99										
10	10	36	36	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	100										
10	10	37	37	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	101									20	
10	10	38	38	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	102									20	
10	10	39	39	0.75	3/4	3/4	Chord	2/2	1	1	3/16		1/8	3/2	103									20	
10	10	159/4	159/4	0.125	15/16	15/16	Chord	2/2	1	1	1/32		1/32	1	104									20	
10	10	319/8	319/8	0.125	31/32	31/32	Chord	2/2	1	1	1/32		1/32	1	105										
10	10	37	37	0.0	1/4	1/4	StaffText	2/2	2	1	0							"<font size=""9.2082""/><font face=""Times New Roman""/><i>cresc.</i>"							
10	10	37	37	0.75	1/4	1/4	Chord	2/2	2	1	3/16		1/8	3/2	106									21	
10	10	151/4	151/4	0.25	7/16	7/16	Chord	2/2	2	1	1/16		1/16	1	107									21	
10	10	38	38	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	108									21	
10	10	77/2	77/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	109										
10	10	39	39	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	110										
10	10	79/2	79/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	111										
10	10	36	36	1.0	0	0	Chord	2/2	3	1	1/4		1/4	1	112										
10	10	37	37	1.0	1/4	1/4	Chord	2/2	3	1	1/4		1/4	1	113									22	
10	10	38	38	0.5	1/2	1/2	Chord	2/2	3	1	1/8		1/8	1	114										
10	10	77/2	77/2	0.5	5/8	5/8	Chord	2/2	3	1	1/8		1/8	1	115									23	
10	10	39	39	0.5	3/4	3/4	Chord	2/2	3	1	1/8		1/8	1	116									23	
10	10	79/2	79/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	117										
10	10	36	36	1.0	0	0	Chord	2/2	4	1	1/4		1/4	1	118									24	
10	10	37	37	1.0	1/4	1/4	Chord	2/2	4	1	1/4		1/4	1	119									24	
10	10	38	38	0.5	1/2	1/2	Chord	2/2	4	1	1/8		1/8	1	120										
10	10	77/2	77/2	0.5	5/8	5/8	Chord	2/2	4	1	1/8		1/8	1	121									25	
10	10	39	39	0.5	3/4	3/4	Chord	2/2	4	1	1/8		1/8	1	122									25	
10	10	79/2	79/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8		1/8	1	123										
11	11	40	40	0.0	0	0	Dynamic	2/2	1	1	0					p									
11	11	40	40	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	124										
11	11	85/2	85/2	0.0	5/8	5/8	StaffText	2/2	1	1	0							"<font size=""9.2082""/><font face=""Times New Roman""/><i>espress.</i>"							
11	11	85/2	85/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	125									26	
11	11	43	43	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	126									26	
11	11	87/2	87/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	127									26	
11	11	40	40	0.0	0	0	Dynamic	2/2	2	1	0					p									
11	11	40	40	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	128										
11	11	85/2	85/2	0.0	5/8	5/8	StaffText	2/2	2	1	0							"<font size=""9.2082""/><font face=""Times New Roman""/><i>espress.</i>"							
11	11	85/2	85/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	129									27	
11	11	43	43	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	130									27	
11	11	87/2	87/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	131									27	
11	11	40	40	0.0	0	0	Dynamic	2/2	3	1	0					p									
11	11	40	40	1.0	0	0	Chord	2/2	3	1	1/4		1/4	1	132										
11	11	85/2	85/2	0.5	5/8	5/8	Chord	2/2	3	1	1/8		1/8	1	133										
11	11	43	43	0.5	3/4	3/4	Chord	2/2	3	1	1/8		1/8	1	134										
11	11	87/2	87/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	135										
11	11	40	40	0.0	0	0	Dynamic	2/2	4	1	0					p									
11	11	40	40	1.0	0	0	Chord	2/2	4	1	1/4		1/4	1	136										
11	11	85/2	85/2	0.5	5/8	5/8	Chord	2/2	4	1	1/8		1/8	1	137									28	
11	11	43	43	0.5	3/4	3/4	Chord	2/2	4	1	1/8		1/8	1	138									28	
11	11	87/2	87/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8		1/8	1	139									28	
12	12	44	44	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	140									26	
12	12	45	45	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	141										
12	12	93/2	93/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	142									29	
12	12	47	47	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	143									29	
12	12	95/2	95/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	144									29	
12	12	44	44	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	145									27	
12	12	45	45	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	146										
12	12	93/2	93/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	147									30	
12	12	47	47	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	148									30	
12	12	95/2	95/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	149									30	
12	12	44	44	1.0	0	0	Chord	2/2	3	1	1/4		1/4	1	150										
12	12	45	45	1.0	1/4	1/4	Chord	2/2	3	1	1/4		1/4	1	151										
12	12	93/2	93/2	0.5	5/8	5/8	Chord	2/2	3	1	1/8		1/8	1	152										
12	12	47	47	0.5	3/4	3/4	Chord	2/2	3	1	1/8		1/8	1	153										
12	12	95/2	95/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	154										
12	12	44	44	1.0	0	0	Chord	2/2	4	1	1/4		1/4	1	155									28	
12	12	45	45	1.0	1/4	1/4	Chord	2/2	4	1	1/4		1/4	1	156										
12	12	93/2	93/2	0.5	5/8	5/8	Chord	2/2	4	1	1/8		1/8	1	157									31	
12	12	47	47	0.5	3/4	3/4	Chord	2/2	4	1	1/8		1/8	1	158									31	
12	12	95/2	95/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8		1/8	1	159									31	
13	13	48	48	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	160									29	
13	13	49	49	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	161										
13	13	50	50	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	162		articStaccatoBelow								
13	13	48	48	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	163									30	
13	13	49	49	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	164										
13	13	50	50	0.0	1/2	1/2	Dynamic	2/2	2	1	0					f									
13	13	50	50	0.0	1/2	1/2	Dynamic	2/2	2	1	0					f									
13	13	50	50	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	165		articStaccatoBelow								
13	13	48	48	1.0	0	0	Chord	2/2	3	1	1/4		1/4	1	166										
13	13	49	49	1.0	1/4	1/4	Chord	2/2	3	1	1/4		1/4	1	167										
13	13	50	50	0.5	1/2	1/2	Chord	2/2	3	1	1/8		1/8	1	168		articStaccatoBelow								
13	13	48	48	1.0	0	0	Chord	2/2	4	1	1/4		1/4	1	169									31	
13	13	49	49	1.0	1/4	1/4	Chord	2/2	4	1	1/4		1/4	1	170										
13	13	50	50	0.0	1/2	1/2	Dynamic	2/2	4	1	0					f									
13	13	50	50	0.0	1/2	1/2	Dynamic	2/2	4	1	0					f									
13	13	50	50	0.5	1/2	1/2	Chord	2/2	4	1	1/8		1/8	1	171		articStaccatoBelow								
14	14	53	53	0.0	1/4	1/4	Dynamic	2/2	1	1	0					p									
14	14	53	53	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	172									32	
14	14	54	54	0.25	1/2	1/2	Chord	2/2	1	1	1/16		1/16	1	173									32	
14	14	217/4	217/4	0.25	9/16	9/16	Chord	2/2	1	1	1/16		1/16	1	174									32	
14	14	109/2	109/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16		1/16	1	175									32	
14	14	219/4	219/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16		1/16	1	176									32	
14	14	55	55	0.25	3/4	3/4	Chord	2/2	1	1	1/16		1/16	1	177									32	
14	14	221/4	221/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16		1/16	1	178									32	
14	14	111/2	111/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16		1/16	1	179									32	
14	14	223/4	223/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16		1/16	1	180										
14	14	52	52	0.0	0	0	Dynamic	2/2	3	1	0					p									
14	14	52	52	2.0	0	0	Chord	2/2	3	1	1/2		1/2	1	181									33	
14	14	54	54	1.5	1/2	1/2	Chord	2/2	3	1	3/8		1/4	3/2	182									33	
14	14	111/2	111/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	183										
15	15	56	56	4.0	0	0	Chord	2/2	1	1	1		1	1	184										
15	15	56	56	0.0	0	0	Dynamic	2/2	2	1	0					p									
15	15	56	56	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	185										
15	15	117/2	117/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	186									34	
15	15	59	59	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	187									34	
15	15	119/2	119/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	188									34	
15	15	56	56	1.0	0	0	Chord	2/2	3	1	1/4		1/4	1	189										
15	15	117/2	117/2	0.5	5/8	5/8	Chord	2/2	3	1	1/8		1/8	1	190									35	
15	15	59	59	0.5	3/4	3/4	Chord	2/2	3	1	1/8		1/8	1	191									35	
15	15	119/2	119/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	192									35	
15	15	56	56	0.0	0	0	Dynamic	2/2	4	1	0					p									
15	15	56	56	1.0	0	0	Chord	2/2	4	1	1/4		1/4	1	193										
15	15	117/2	117/2	0.5	5/8	5/8	Chord	2/2	4	1	1/8		1/8	1	194									36	
15	15	59	59	0.5	3/4	3/4	Chord	2/2	4	1	1/8		1/8	1	195									36	
15	15	119/2	119/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8		1/8	1	196									36	
16	16	60	60	4.0	0	0	Chord	2/2	1	1	1		1	1	197									37	
16	16	60	60	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	198									34	
16	16	61	61	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	199										
16	16	125/2	125/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	200									38	
16	16	63	63	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	201									38	
16	16	127/2	127/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	202									38	
16	16	60	60	1.0	0	0	Chord	2/2	3	1	1/4		1/4	1	203									35	
16	16	61	61	1.0	1/4	1/4	Chord	2/2	3	1	1/4		1/4	1	204										
16	16	125/2	125/2	0.5	5/8	5/8	Chord	2/2	3	1	1/8		1/8	1	205									39	
16	16	63	63	0.5	3/4	3/4	Chord	2/2	3	1	1/8		1/8	1	206									39	
16	16	127/2	127/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	207									39	
16	16	60	60	1.0	0	0	Chord	2/2	4	1	1/4		1/4	1	208									36	
16	16	61	61	1.0	1/4	1/4	Chord	2/2	4	1	1/4		1/4	1	209										
16	16	125/2	125/2	0.5	5/8	5/8	Chord	2/2	4	1	1/8		1/8	1	210									40	
16	16	63	63	0.5	3/4	3/4	Chord	2/2	4	1	1/8		1/8	1	211									40	
16	16	127/2	127/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8		1/8	1	212									40	
17	17	64	64	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	213										
17	17	66	66	0.0	1/2	1/2	Dynamic	2/2	1	1	0					f									
17	17	66	66	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	214		articStaccatoAbove								
17	17	64	64	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	215									38	
17	17	65	65	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	216										
17	17	66	66	0.0	1/2	1/2	Dynamic	2/2	2	1	0					f									
17	17	66	66	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	217		articStaccatoAbove								
17	17	64	64	1.0	0	0	Chord	2/2	3	1	1/4		1/4	1	218									39	
17	17	65	65	1.0	1/4	1/4	Chord	2/2	3	1	1/4		1/4	1	219										
17	17	66	66	0.0	1/2	1/2	Dynamic	2/2	3	1	0					f									
17	17	66	66	0.5	1/2	1/2	Chord	2/2	3	1	1/8		1/8	1	220		articStaccatoAbove								
17	17	64	64	1.0	0	0	Chord	2/2	4	1	1/4		1/4	1	221									40	
17	17	65	65	1.0	1/4	1/4	Chord	2/2	4	1	1/4		1/4	1	222										
17	17	66	66	0.0	1/2	1/2	Dynamic	2/2	4	1	0					f									
17	17	66	66	0.5	1/2	1/2	Chord	2/2	4	1	1/8		1/8	1	223		articStaccatoBelow								
18	18	68	68	0.0	0	0	Dynamic	2/2	1	1	0					p									
18	18	68	68	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	224									41	
18	18	70	70	1.5	1/2	1/2	Chord	2/2	1	1	3/8		1/4	3/2	225									41	
18	18	143/2	143/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	226										
18	18	68	68	0.0	0	0	Dynamic	2/2	2	1	0					p									
18	18	68	68	4.0	0	0	Chord	2/2	2	1	1		1	1	227										
18	18	68	68	0.0	0	0	Dynamic	2/2	3	1	0					p									
18	18	68	68	4.0	0	0	Chord	2/2	3	1	1		1	1	228										
19	19	72	72	1.5	0	0	Chord	2/2	1	1	3/8		1/4	3/2	229									42	
19	19	147/2	147/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	230										
19	19	74	74	1.5	1/2	1/2	Chord	2/2	1	1	3/8		1/4	3/2	231									43	
19	19	151/2	151/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	232										
19	19	72	72	4.0	0	0	Chord	2/2	2	1	1		1	1	233										
19	19	72	72	4.0	0	0	Chord	2/2	3	1	1		1	1	234										
20	20	76	76	1.5	0	0	Chord	2/2	1	1	3/8		1/4	3/2	235									44	
20	20	155/2	155/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	236										
20	20	78	78	1.5	1/2	1/2	Chord	2/2	1	1	3/8		1/4	3/2	237									45	
20	20	159/2	159/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	238										
20	20	76	76	4.0	0	0	Chord	2/2	2	1	1		1	1	239										
20	20	76	76	4.0	0	0	Chord	2/2	3	1	1		1	1	240										
21	21	80	80	1.5	0	0	Chord	2/2	1	1	3/8		1/4	3/2	241									46	
21	21	163/2	163/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	242										
21	21	82	82	1.5	1/2	1/2	Chord	2/2	1	1	3/8		1/4	3/2	243									47	
21	21	167/2	167/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	244										
21	21	80	80	1.5	0	0	Chord	2/2	2	1	3/8		1/4	3/2	245									48	
21	21	163/2	163/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	246										
21	21	82	82	1.5	1/2	1/2	Chord	2/2	2	1	3/8		1/4	3/2	247									49	
21	21	167/2	167/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	248										
21	21	80	80	1.5	0	0	Chord	2/2	3	1	3/8		1/4	3/2	249									50	
21	21	163/2	163/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8		1/8	1	250										
21	21	82	82	1.5	1/2	1/2	Chord	2/2	3	1	3/8		1/4	3/2	251									51	
21	21	167/2	167/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	252										
21	21	80	80	0.0	0	0	Dynamic	2/2	4	1	0					p									
21	21	80	80	2.0	0	0	Chord	2/2	4	1	1/2		1/2	1	253									52	
21	21	82	82	1.5	1/2	1/2	Chord	2/2	4	1	3/8		1/4	3/2	254									52	
21	21	167/2	167/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8		1/8	1	255										
22	22	84	84	1.5	0	0	Chord	2/2	1	1	3/8		1/4	3/2	256									53	
22	22	171/2	171/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	257										
22	22	86	86	1.5	1/2	1/2	Chord	2/2	1	1	3/8		1/4	3/2	258									54	
22	22	175/2	175/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	259										
22	22	84	84	1.5	0	0	Chord	2/2	2	1	3/8		1/4	3/2	260									55	
