mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin
133	133	785/2	797/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	1417									
133	133	391	397	0.0		1/4	1/4	Dynamic	3/4	4	1	0				sf								
133	133	391	397	2.0		1/4	1/4	Chord	3/4	4	1	1/2	1/2	1	1418									
134	134	393	399	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	1419									
134	134	1575/4	1599/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	1420									
134	134	394	400	1.0		1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	1421		articStaccatoAbove							
134	134	393	399	0.0		0	0	Dynamic	3/4	2	1	0				ff								
134	134	393	399	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	1422									
134	134	1575/4	1599/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	1423									
134	134	394	400	1.0		1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	1424		articStaccatoBelow							
134	134	393	399	0.0		0	0	Dynamic	3/4	3	1	0				ff								
134	134	393	399	0.5		0	0	Chord	3/4	3	1	1/8	1/8	1	1425									
134	134	1575/4	1599/4	0.25		3/16	3/16	Chord	3/4	3	1	1/16	1/16	1	1426									
134	134	394	400	1.0		1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	1427		articStaccatoBelow							
134	134	393	399	0.0		0	0	Dynamic	3/4	4	1	0				ff								
134	134	393	399	0.0		0	0	Dynamic	3/4	4	1	0				ff								
134	134	393	399	0.5		0	0	Chord	3/4	4	1	1/8	1/8	1	1428									
134	134	1575/4	1599/4	0.25		3/16	3/16	Chord	3/4	4	1	1/16	1/16	1	1429									
134	134	394	400	1.0		1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	1430		articStaccatoBelow							
135	135	396	402	0.75		0	0	Chord	3/4	1	1	3/16	1/8	3/2	1431									
135	135	1587/4	1611/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	1432									
135	135	397	403	1.0		1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	1433		articStaccatoAbove							
135	135	396	402	0.75		0	0	Chord	3/4	2	1	3/16	1/8	3/2	1434									
135	135	1587/4	1611/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	1435									
135	135	397	403	1.0		1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	1436		articStaccatoAbove							
135	135	396	402	0.75		0	0	Chord	3/4	3	1	3/16	1/8	3/2	1437									
135	135	1587/4	1611/4	0.25		3/16	3/16	Chord	3/4	3	1	1/16	1/16	1	1438									
135	135	397	403	1.0		1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	1439		articStaccatoAbove							
135	135	396	402	0.75		0	0	Chord	3/4	4	1	3/16	1/8	3/2	1440									
135	135	1587/4	1611/4	0.25		3/16	3/16	Chord	3/4	4	1	1/16	1/16	1	1441									
135	135	397	403	1.0		1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	1442		articStaccatoBelow							
136	136	399	405	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	1443									
136	136	1599/4	1623/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	1444									
136	136	400	406	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	1445									
136	136	1603/4	1627/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	1446									
136	136	401	407	0.0		1/2	1/2	Dynamic	3/4	1	1	0				sf								
136	136	401	407	1.0		1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	1447									
136	136	399	405	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	1448									
136	136	400	406	2.0		1/4	1/4	Chord	3/4	2	1	1/2	1/2	1	1449									
136	136	399	405	1.0		0	0	Chord	3/4	3	1	1/4	1/4	1	1450									
136	136	400	406	0.0		1/4	1/4	Dynamic	3/4	3	1	0				sf								
136	136	400	406	0.0		1/4	1/4	Dynamic	3/4	3	1	0				sf								
136	136	400	406	2.0		1/4	1/4	Chord	3/4	3	1	1/2	1/2	1	1451									
136	136	399	405	0.5		0	0	Chord	3/4	4	1	1/8	1/8	1	1452									
136	136	1599/4	1623/4	0.25		3/16	3/16	Chord	3/4	4	1	1/16	1/16	1	1453									
136	136	400	406	0.5		1/4	1/4	Chord	3/4	4	1	1/8	1/8	1	1454									
136	136	1603/4	1627/4	0.25		7/16	7/16	Chord	3/4	4	1	1/16	1/16	1	1455									
136	136	401	407	0.0		1/2	1/2	Dynamic	3/4	4	1	0				sf								
136	136	401	407	0.5		1/2	1/2	Chord	3/4	4	1	1/8	1/8	1	1456									
136	136	1607/4	1631/4	0.25		11/16	11/16	Chord	3/4	4	1	1/16	1/16	1	1457									
137	137	402	408	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	1458									
137	137	1611/4	1635/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	1459									
137	137	403	409	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	1460									
137	137	1615/4	1639/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	1461									
137	137	404	410	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	1462									
137	137	1619/4	1643/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	1463									
137	137	402	408	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	1464									
137	137	1611/4	1635/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	1465									
137	137	403	409	0.5		1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	1466									
137	137	1615/4	1639/4	0.25		7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	1467									
137	137	404	410	0.5		1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	1468									
137	137	1619/4	1643/4	0.25		11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	1469									
137	137	402	408	0.5		0	0	Chord	3/4	3	1	1/8	1/8	1	1470									
137	137	1611/4	1635/4	0.25		3/16	3/16	Chord	3/4	3	1	1/16	1/16	1	1471									
137	137	403	409	0.5		1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	1472									
137	137	1615/4	1639/4	0.25		7/16	7/16	Chord	3/4	3	1	1/16	1/16	1	1473									
137	137	404	410	0.5		1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	1474									
137	137	1619/4	1643/4	0.25		11/16	11/16	Chord	3/4	3	1	1/16	1/16	1	1475									
137	137	402	408	0.5		0	0	Chord	3/4	4	1	1/8	1/8	1	1476									
137	137	1611/4	1635/4	0.25		3/16	3/16	Chord	3/4	4	1	1/16	1/16	1	1477									
137	137	403	409	0.5		1/4	1/4	Chord	3/4	4	1	1/8	1/8	1	1478									
137	137	1615/4	1639/4	0.25		7/16	7/16	Chord	3/4	4	1	1/16	1/16	1	1479									
137	137	404	410	0.5		1/2	1/2	Chord	3/4	4	1	1/8	1/8	1	1480									
137	137	1619/4	1643/4	0.25		11/16	11/16	Chord	3/4	4	1	1/16	1/16	1	1481									
138	138	405	411	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	1482									
138	138	1623/4	1647/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	1483									
138	138	406	412	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	1484									
138	138	1627/4	1651/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	1485									
138	138	407	413	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	1486									
138	138	1631/4	1655/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	1487									
138	138	405	411	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	1488									
138	138	1623/4	1647/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	1489									
138	138	406	412	0.5		1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	1490									
138	138	1627/4	1651/4	0.25		7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	1491									
138	138	407	413	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	1492									
138	138	405	411	1.0		0	0	Chord	3/4	3	1	1/4	1/4	1	1493									
138	138	406	412	2.0		1/4	1/4	Chord	3/4	3	1	1/2	1/2	1	1494									
138	138	405	411	0.5		0	0	Chord	3/4	4	1	1/8	1/8	1	1495									
138	138	1623/4	1647/4	0.25		3/16	3/16	Chord	3/4	4	1	1/16	1/16	1	1496									
138	138	406	412	0.5		1/4	1/4	Chord	3/4	4	1	1/8	1/8	1	1497									
138	138	1627/4	1651/4	0.25		7/16	7/16	Chord	3/4	4	1	1/16	1/16	1	1498									
138	138	407	413	0.5		1/2	1/2	Chord	3/4	4	1	1/8	1/8	1	1499									
138	138	1631/4	1655/4	0.25		11/16	11/16	Chord	3/4	4	1	1/16	1/16	1	1500									
139	139	408	414	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	1501									
139	139	1635/4	1659/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	1502									
139	139	409	415	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	1503									
139	139	1639/4	1663/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	1504									
139	139	410	416	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	1505									
139	139	1643/4	1667/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	1506									
139	139	408	414	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	1507									
139	139	1635/4	1659/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	1508									
139	139	409	415	0.5		1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	1509									
139	139	1639/4	1663/4	0.25		7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	1510									
139	139	410	416	0.5		1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	1511									
139	139	1643/4	1667/4	0.25		11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	1512									
139	139	408	414	0.5		0	0	Chord	3/4	3	1	1/8	1/8	1	1513									
139	139	1635/4	1659/4	0.25		3/16	3/16	Chord	3/4	3	1	1/16	1/16	1	1514									
139	139	409	415	0.5		1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	1515									
139	139	1639/4	1663/4	0.25		7/16	7/16	Chord	3/4	3	1	1/16	1/16	1	1516									
139	139	410	416	0.5		1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	1517									
139	139	1643/4	1667/4	0.25		11/16	11/16	Chord	3/4	3	1	1/16	1/16	1	1518									
139	139	408	414	0.5		0	0	Chord	3/4	4	1	1/8	1/8	1	1519									
139	139	1635/4	1659/4	0.25		3/16	3/16	Chord	3/4	4	1	1/16	1/16	1	1520									
139	139	409	415	0.5		1/4	1/4	Chord	3/4	4	1	1/8	1/8	1	1521									
139	139	1639/4	1663/4	0.25		7/16	7/16	Chord	3/4	4	1	1/16	1/16	1	1522									
139	139	410	416	0.5		1/2	1/2	Chord	3/4	4	1	1/8	1/8	1	1523									
139	139	1643/4	1667/4	0.25		11/16	11/16	Chord	3/4	4	1	1/16	1/16	1	1524									
140	140	411	417	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	1525									
140	140	1647/4	1671/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	1526									
140	140	412	418	1.0		1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	1527									
140	140	411	417	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	1528									
140	140	1647/4	1671/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	1529									
140	140	412	418	1.0		1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	1530									
140	140	411	417	0.5		0	0	Chord	3/4	3	1	1/8	1/8	1	1531									
140	140	1647/4	1671/4	0.25		3/16	3/16	Chord	3/4	3	1	1/16	1/16	1	1532									
140	140	412	418	1.0		1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	1533									
140	140	411	417	0.5		0	0	Chord	3/4	4	1	1/8	1/8	1	1534									
140	140	1647/4	1671/4	0.25		3/16	3/16	Chord	3/4	4	1	1/16	1/16	1	1535									
140	140	412	418	1.0		1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	1536									
141	141	414	420	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	1537									
141	141	1659/4	1683/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	1538									
141	141	415	421	1.0		1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	1539									
141	141	414	420	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	1540									
141	141	1659/4	1683/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	1541									
141	141	415	421	1.0		1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	1542									
141	141	414	420	0.5		0	0	Chord	3/4	3	1	1/8	1/8	1	1543									
141	141	1659/4	1683/4	0.25		3/16	3/16	Chord	3/4	3	1	1/16	1/16	1	1544									
141	141	415	421	1.0		1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	1545									
141	141	414	420	0.5		0	0	Chord	3/4	4	1	1/8	1/8	1	1546									
141	141	1659/4	1683/4	0.25		3/16	3/16	Chord	3/4	4	1	1/16	1/16	1	1547									
141	141	415	421	1.0		1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	1548									
142	142	417	423	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	1549									
142	142	1671/4	1695/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	1550									
142	142	418	424	1.0		1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	1551		articStaccatoBelow							
142	142	419	425	1.0		1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	1552		articStaccatoAbove							
142	142	417	423	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	1553									
142	142	1671/4	1695/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	1554									
142	142	418	424	1.0		1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	1555		articStaccatoBelow							
142	142	419	425	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	1556		articStaccatoAbove							
142	142	417	423	0.5		0	0	Chord	3/4	3	1	1/8	1/8	1	1557									
142	142	1671/4	1695/4	0.25		3/16	3/16	Chord	3/4	3	1	1/16	1/16	1	1558									
142	142	418	424	1.0		1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	1559		articStaccatoBelow							
142	142	419	425	1.0		1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	1560		articStaccatoAbove							
142	142	417	423	0.5		0	0	Chord	3/4	4	1	1/8	1/8	1	1561									
142	142	1671/4	1695/4	0.25		3/16	3/16	Chord	3/4	4	1	1/16	1/16	1	1562									
142	142	418	424	1.0		1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	1563		articStaccatoBelow							
142	142	419	425	1.0		1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	1564		articStaccatoBelow							
143	143	420	426	1.0		0	0	Chord	3/4	1	1	1/4	1/4	1	1565		articStaccatoBelow							
143	143	421	427	0.0		1/4	1/4	Dynamic	3/4	1	1	0				sf								
143	143	421	427	2.0		1/4	1/4	Chord	3/4	1	1	1/2	1/2	1	1566									
143	143	420	426	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	1567		articStaccatoBelow							
143	143	421	427	0.0		1/4	1/4	Dynamic	3/4	2	1	0				sf								
143	143	421	427	2.0		1/4	1/4	Chord	3/4	2	1	1/2	1/2	1	1568									
143	143	420	426	1.0		0	0	Chord	3/4	3	1	1/4	1/4	1	1569		articStaccatoBelow							
143	143	421	427	0.0		1/4	1/4	Dynamic	3/4	3	1	0				sf								
143	143	421	427	2.0		1/4	1/4	Chord	3/4	3	1	1/2	1/2	1	1570									
143	143	420	426	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	1571		articStaccatoBelow							
143	143	421	427	0.0		1/4	1/4	Dynamic	3/4	4	1	0				sf								
143	143	421	427	2.0		1/4	1/4	Chord	3/4	4	1	1/2	1/2	1	1572									
144	144	423	429	1.0		0	0	Chord	3/4	1	1	1/4	1/4	1	1573		articStaccatoBelow							
144	144	424	430	2.0		1/4	1/4	Chord	3/4	1	1	1/2	1/2	1	1574									
144	144	423	429	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	1575		articStaccatoBelow							
144	144	424	430	2.0		1/4	1/4	Chord	3/4	2	1	1/2	1/2	1	1576									
144	144	423	429	1.0		0	0	Chord	3/4	3	1	1/4	1/4	1	1577		articStaccatoAbove							
144	144	424	430	2.0		1/4	1/4	Chord	3/4	3	1	1/2	1/2	1	1578									
144	144	423	429	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	1579		articStaccatoAbove							
144	144	424	430	2.0		1/4	1/4	Chord	3/4	4	1	1/2	1/2	1	1580									
145	145	426	432	1.0		0	0	Chord	3/4	1	1	1/4	1/4	1	1581		articStaccatoBelow							
145	145	427	433	2.0		1/4	1/4	Chord	3/4	1	1	1/2	1/2	1	1582									
145	145	426	432	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	1583		articStaccatoBelow							
145	145	427	433	2.0		1/4	1/4	Chord	3/4	2	1	1/2	1/2	1	1584									
145	145	426	432	1.0		0	0	Chord	3/4	3	1	1/4	1/4	1	1585		articStaccatoAbove							
145	145	427	433	2.0		1/4	1/4	Chord	3/4	3	1	1/2	1/2	1	1586									
145	145	426	432	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	1587		articStaccatoAbove							
145	145	427	433	2.0		1/4	1/4	Chord	3/4	4	1	1/2	1/2	1	1588									
146	146	429	435	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	1589		articStaccatoBelow							
146	146	859/2	871/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	1590		articStaccatoBelow							
146	146	430	436	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	1591							166		
146	146	861/2	873/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	1592							166		
146	146	431	437	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	1593							166		
146	146	863/2	875/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	1594									
146	146	429	435	0.0		0	0	StaffText	3/4	2	1	0						<i>espress.</i>						
146	146	429	435	0.0		0	0	Dynamic	3/4	2	1	0				p								
146	146	429	435	3.0		0	0	Chord	3/4	2	1	3/4	1/2	3/2	1595									
146	146	429	435	0.0		0	0	StaffText	3/4	3	1	0						<i>espress.</i>						
146	146	429	435	0.0		0	0	Dynamic	3/4	3	1	0				p								
146	146	429	435	3.0		0	0	Chord	3/4	3	1	3/4	1/2	3/2	1596									
146	146	429	435	0.0		0	0	Dynamic	3/4	4	1	0				p								
146	146	429	435	0.0		0	0	StaffText	3/4	4	1	0						<i>espress.</i>						
146	146	429	435	0.0		0	0	Dynamic	3/4	4	1	0				p								
146	146	429	435	3.0		0	0	Chord	3/4	4	1	3/4	1/2	3/2	1597									
147	147	865/2	877/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	1598		articStaccatoBelow							
147	147	433	439	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	1599							167		
147	147	867/2	879/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	1600							167		
147	147	434	440	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	1601							167		
147	147	869/2	881/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	1602									
147	147	432	438	3.0		0	0	Chord	3/4	2	1	3/4	1/2	3/2	1603									
147	147	432	438	3.0		0	0	Chord	3/4	3	1	3/4	1/2	3/2	1604									
147	147	432	438	3.0		0	0	Chord	3/4	4	1	3/4	1/2	3/2	1605							168		
148	148	871/2	883/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	1606		articStaccatoBelow							
148	148	436	442	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	1607							169		
148	148	873/2	885/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	1608							169		
148	148	437	443	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	1609							169		
148	148	875/2	887/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	1610									
148	148	435	441	3.0		0	0	Chord	3/4	2	1	3/4	1/2	3/2	1611									
148	148	435	441	3.0		0	0	Chord	3/4	3	1	3/4	1/2	3/2	1612									
148	148	435	441	3.0		0	0	Chord	3/4	4	1	3/4	1/2	3/2	1613							168		
149	149	877/2	889/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	1614		articStaccatoAbove							
149	149	439	445	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	1615							170		
149	149	879/2	891/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	1616							170		
149	149	440	446	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	1617							170		
149	149	881/2	893/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	1618									
149	149	438	444	3.0		0	0	Chord	3/4	2	1	3/4	1/2	3/2	1619									
149	149	438	444	3.0		0	0	Chord	3/4	3	1	3/4	1/2	3/2	1620									
149	149	438	444	3.0		0	0	Chord	3/4	4	1	3/4	1/2	3/2	1621									
150	150	441	447	0.0		0	0	Spanner	3/4	1	1	0												21
150	150	883/2	895/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	1622		articStaccatoAbove							21
150	150	442	448	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	1623							171		21
150	150	885/2	897/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	1624							171		21
150	150	443	449	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	1625							171		21
150	150	887/2	899/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	1626									21
150	150	441	447	0.0		0	0	Spanner	3/4	2	1	0												22
150	150	441	447	3.0		0	0	Chord	3/4	2	1	3/4	1/2	3/2	1627							172		22
150	150	441	447	0.0		0	0	Spanner	3/4	3	1	0												23
150	150	441	447	3.0		0	0	Chord	3/4	3	1	3/4	1/2	3/2	1628							173		23
150	150	441	447	0.0		0	0	Spanner	3/4	4	1	0												24
150	150	441	447	3.0		0	0	Chord	3/4	4	1	3/4	1/2	3/2	1629							174		24
151	151	889/2	901/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	1630		articStaccatoAbove							21
151	151	445	451	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	1631							175		21
151	151	891/2	903/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	1632							175		21
151	151	446	452	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	1633							175		21
151	151	893/2	905/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	1634									21
151	151	444	450	3.0		0	0	Chord	3/4	2	1	3/4	1/2	3/2	1635							172		22
151	151	444	450	3.0		0	0	Chord	3/4	3	1	3/4	1/2	3/2	1636									23
151	151	444	450	3.0		0	0	Chord	3/4	4	1	3/4	1/2	3/2	1637							174		24
152	152	895/2	907/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	1638		articStaccatoBelow							21
152	152	448	454	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	1639							176		21
152	152	897/2	909/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	1640							176		21
152	152	449	455	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	1641							176		21
152	152	899/2	911/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	1642									21
152	152	447	453	2.0		0	0	Chord	3/4	2	1	1/2	1/2	1	1643							172		22
152	152	449	455	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	1644							172		22
152	152	447	453	3.0		0	0	Chord	3/4	3	1	3/4	1/2	3/2	1645							177		23
152	152	447	453	3.0		0	0	Chord	3/4	4	1	3/4	1/2	3/2	1646									24
153	153	901/2	913/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	1647		articStaccatoBelow							21
153	153	451	457	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	1648							178		21
153	153	903/2	915/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	1649							178		21
153	153	452	458	0.0		1/2	1/2	Spanner	3/4	1	1	0										178		
153	153	452	458	0.0		1/2	1/2	Spanner	3/4	1	1	0										178	24	
153	153	452	458	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	1650							178	24	
153	153	905/2	917/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	1651								24	
153	153	450	456	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	1652							172		22
153	153	451	457	1.0		1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	1653									22
153	153	452	458	0.0		1/2	1/2	Spanner	3/4	2	1	0												
153	153	452	458	0.0		1/2	1/2	Spanner	3/4	2	1	0											25	
153	153	452	458	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	1654		articStaccatoAbove						25	
153	153	450	456	1.0		0	0	Chord	3/4	3	1	1/4	1/4	1	1655							177		23
153	153	451	457	1.0		1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	1656									23
153	153	452	458	0.0		1/2	1/2	Spanner	3/4	3	1	0												
153	153	452	458	0.0		1/2	1/2	Spanner	3/4	3	1	0											26	
153	153	452	458	1.0		1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	1657		articStaccatoBelow						26	
153	153	450	456	0.0		0	0	Spanner	3/4	4	1	0											27	24
153	153	450	456	3.0		0	0	Chord	3/4	4	1	3/4	1/2	3/2	1658							179	27	24
154	154	453	459	0.0		0	0	Spanner	3/4	1	1	0												
154	154	453	459	1.0		0	0	Chord	3/4	1	1	1/4	1/4	1	1659									
154	154	454	460	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	1660							180		
154	154	909/2	921/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	1661							180		
154	154	455	461	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	1662							180		
154	154	911/2	923/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	1663									
154	154	453	459	0.0		0	0	Spanner	3/4	2	1	0												
154	154	453	459	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	1664									
154	154	453	459	0.0		0	0	Spanner	3/4	3	1	0												
154	154	453	459	1.0		0	0	Chord	3/4	3	1	1/4	1/4	1	1665									
154	154	453	459	0.0		0	0	Spanner	3/4	4	1	0												
154	154	453	459	0.0		0	0	Spanner	3/4	4	1	0												
154	154	453	459	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	1666									
155	155	456	462	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	1667							181		
155	155	913/2	925/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	1668							181		
155	155	457	463	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	1669							181		
155	155	915/2	927/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	1670							181		
155	155	458	464	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	1671							181		
155	155	917/2	929/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	1672									
156	156	459	465	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	1673							182		
