mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	crescendo_hairpin	decrescendo_hairpin
240	236	1883/2	948	0.0		0	0	Dynamic	2/2	3	1	0				f					
240	236	1883/2	948	1.0		0	0	Chord	2/2	3	1	1/4	1/4	1	2952						
240	236	1883/2	948	0.0		0	0	Dynamic	2/2	4	1	0				f					
240	236	1883/2	948	1.0		0	0	Chord	2/2	4	1	1/4	1/4	1	2953						
241	237	1891/2	952	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	2954				410		5
241	237	1893/2	953	1.0		1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	2955				410		5
241	237	1895/2	954	1.0		1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	2956				410		5
241	237	1897/2	955	1.0		3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	2957						5
242	238	1899/2	956	0.0		0	0	Spanner	2/2	1	1	0									
242	238	1899/2	956	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	2958				411		
242	238	1901/2	957	1.0		1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	2959				411		
242	238	1903/2	958	1.0		1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	2960				411		
242	238	1905/2	959	1.0		3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	2961				411		
242	238	1899/2	956	0.0		0	0	Dynamic	2/2	2	1	0				pp					
242	238	1899/2	956	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	2962				412		
242	238	1901/2	957	1.0		1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	2963				412		
242	238	1903/2	958	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	2964				412		
242	238	1905/2	959	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	2965				412		
242	238	1899/2	956	0.0		0	0	Dynamic	2/2	3	1	0				pp					
242	238	1899/2	956	1.0		0	0	Chord	2/2	3	1	1/4	1/4	1	2966				413		
242	238	1901/2	957	1.0		1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	2967				413		
242	238	1903/2	958	1.0		1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	2968				413		
242	238	1905/2	959	1.0		3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	2969				413		
242	238	1899/2	956	0.0		0	0	Dynamic	2/2	4	1	0				pp					
242	238	1899/2	956	2.0		0	0	Chord	2/2	4	1	1/2	1/2	1	2970				414		
242	238	1903/2	958	2.0		1/2	1/2	Chord	2/2	4	1	1/2	1/2	1	2971				414		
243	239	1907/2	960	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	2972				411		
243	239	1909/2	961	1.0		1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	2973				411		
243	239	1911/2	962	1.0		1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	2974				411		
243	239	1913/2	963	1.0		3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	2975				411		
243	239	1907/2	960	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	2976				412		
243	239	1909/2	961	1.0		1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	2977				412		
243	239	1911/2	962	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	2978				412		
243	239	1913/2	963	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	2979				412		
243	239	1907/2	960	1.0		0	0	Chord	2/2	3	1	1/4	1/4	1	2980				413		
243	239	1909/2	961	1.0		1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	2981				413		
243	239	1911/2	962	1.0		1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	2982				413		
243	239	1913/2	963	1.0		3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	2983				413		
243	239	1907/2	960	2.0		0	0	Chord	2/2	4	1	1/2	1/2	1	2984				414		
243	239	1911/2	962	2.0		1/2	1/2	Chord	2/2	4	1	1/2	1/2	1	2985				414		
244	240	1915/2	964	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	2986				411		
244	240	1917/2	965	1.0		1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	2987				411		
244	240	1919/2	966	1.0		1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	2988				411		
244	240	1921/2	967	1.0		3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	2989				411		
244	240	1915/2	964	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	2990				412		
244	240	1917/2	965	1.0		1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	2991				412		
244	240	1919/2	966	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	2992				412		
244	240	1921/2	967	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	2993				412		
244	240	1915/2	964	1.0		0	0	Chord	2/2	3	1	1/4	1/4	1	2994				413		
244	240	1917/2	965	1.0		1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	2995				413		
244	240	1919/2	966	1.0		1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	2996				413		
244	240	1921/2	967	1.0		3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	2997				413		
244	240	1915/2	964	2.0		0	0	Chord	2/2	4	1	1/2	1/2	1	2998				414		
244	240	1919/2	966	2.0		1/2	1/2	Chord	2/2	4	1	1/2	1/2	1	2999				414		
245	241	1923/2	968	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	3000				411		
245	241	1925/2	969	1.0		1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	3001				411		
245	241	1927/2	970	1.0		1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	3002				411		
245	241	1929/2	971	1.0		3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	3003						
245	241	1923/2	968	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	3004				412		
245	241	1925/2	969	1.0		1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	3005				412		
245	241	1927/2	970	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	3006				412		
245	241	1929/2	971	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	3007						
245	241	1923/2	968	1.0		0	0	Chord	2/2	3	1	1/4	1/4	1	3008				413		
245	241	1925/2	969	1.0		1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	3009				413		
245	241	1927/2	970	1.0		1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	3010				413		
245	241	1929/2	971	1.0		3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	3011						
245	241	1923/2	968	2.0		0	0	Chord	2/2	4	1	1/2	1/2	1	3012				414		
245	241	1927/2	970	2.0		1/2	1/2	Chord	2/2	4	1	1/2	1/2	1	3013						
246	242	1931/2	972	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	3014						
246	242	966	1945/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	3015						
246	242	1933/2	973	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	3016						
246	242	967	1947/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	3017						
246	242	1935/2	974	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	3018						
246	242	968	1949/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	3019						
246	242	1937/2	975	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	3020						
246	242	969	1951/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	3021						
246	242	1931/2	972	0.0		0	0	Dynamic	2/2	2	1	0				p					
246	242	1931/2	972	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	3022						
246	242	1931/2	972	0.0		0	0	Dynamic	2/2	3	1	0				p					
246	242	1931/2	972	1.0		0	0	Chord	2/2	3	1	1/4	1/4	1	3023						
246	242	1931/2	972	0.0		0	0	Dynamic	2/2	4	1	0				p					
246	242	1931/2	972	1.0		0	0	Chord	2/2	4	1	1/4	1/4	1	3024						
247	243	1939/2	976	3.0		0	0	Chord	2/2	1	1	3/4	1/2	3/2	3025				415		
247	243	1945/2	979	1.0		3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	3026						
247	243	1941/2	977	1.0		1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	3027						
247	243	1943/2	978	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	3028						
247	243	1945/2	979	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	3029						
247	243	1941/2	977	1.0		1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	3030						
247	243	1943/2	978	1.0		1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	3031						
247	243	1945/2	979	1.0		3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	3032						
247	243	1941/2	977	1.0		1/4	1/4	Chord	2/2	4	1	1/4	1/4	1	3033						
247	243	1943/2	978	1.0		1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	3034						
247	243	1945/2	979	1.0		3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	3035						
248	244	1947/2	980	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	3036						
248	244	1949/2	981	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	3037						
248	244	975	1963/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	3038						
248	244	1951/2	982	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	3039						
248	244	976	1965/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	3040						
248	244	1953/2	983	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	3041						
248	244	977	1967/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	3042						
248	244	1947/2	980	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	3043						
248	244	1947/2	980	1.0		0	0	Chord	2/2	3	1	1/4	1/4	1	3044						
248	244	1947/2	980	1.0		0	0	Chord	2/2	4	1	1/4	1/4	1	3045						
249	245	1955/2	984	3.0		0	0	Chord	2/2	1	1	3/4	1/2	3/2	3046				416		
249	245	1961/2	987	1.0		3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	3047						
249	245	1957/2	985	1.0		1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	3048						
249	245	1959/2	986	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	3049						
249	245	1961/2	987	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	3050						
249	245	1957/2	985	1.0		1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	3051						
249	245	1959/2	986	1.0		1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	3052						
249	245	1961/2	987	1.0		3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	3053						
249	245	1957/2	985	1.0		1/4	1/4	Chord	2/2	4	1	1/4	1/4	1	3054						
249	245	1959/2	986	1.0		1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	3055						
249	245	1961/2	987	1.0		3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	3056						
250	246	1963/2	988	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	3057						
250	246	982	1977/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	3058						
250	246	1965/2	989	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	3059						
250	246	983	1979/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	3060						
250	246	1967/2	990	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	3061						
250	246	984	1981/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	3062						
250	246	1969/2	991	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	3063						
250	246	985	1983/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	3064						
250	246	1963/2	988	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	3065						
250	246	1963/2	988	1.0		0	0	Chord	2/2	3	1	1/4	1/4	1	3066						
250	246	1963/2	988	1.0		0	0	Chord	2/2	4	1	1/4	1/4	1	3067						
251	247	1971/2	992	3.0		0	0	Chord	2/2	1	1	3/4	1/2	3/2	3068				417		
251	247	1977/2	995	1.0		3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	3069						
251	247	1973/2	993	1.0		1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	3070						
251	247	1975/2	994	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	3071						
251	247	1977/2	995	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	3072						
251	247	1973/2	993	1.0		1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	3073						
251	247	1975/2	994	1.0		1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	3074						
251	247	1977/2	995	1.0		3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	3075						
251	247	1973/2	993	1.0		1/4	1/4	Chord	2/2	4	1	1/4	1/4	1	3076						
251	247	1975/2	994	1.0		1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	3077						
251	247	1977/2	995	1.0		3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	3078						
252	248	1979/2	996	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	3079						
252	248	1981/2	997	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	3080						
252	248	991	1995/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	3081						
252	248	1983/2	998	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	3082						
252	248	992	1997/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	3083						
252	248	1985/2	999	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	3084						
252	248	993	1999/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	3085						
252	248	1979/2	996	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	3086						
252	248	1979/2	996	1.0		0	0	Chord	2/2	3	1	1/4	1/4	1	3087						
252	248	1979/2	996	1.0		0	0	Chord	2/2	4	1	1/4	1/4	1	3088						
253	249	1987/2	1000	3.0		0	0	Chord	2/2	1	1	3/4	1/2	3/2	3089				418		
253	249	1993/2	1003	1.0		3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	3090						
253	249	1989/2	1001	1.0		1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	3091						
253	249	1991/2	1002	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	3092						
253	249	1993/2	1003	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	3093						
253	249	1989/2	1001	1.0		1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	3094						
253	249	1991/2	1002	1.0		1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	3095						
253	249	1993/2	1003	1.0		3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	3096						
253	249	1989/2	1001	1.0		1/4	1/4	Chord	2/2	4	1	1/4	1/4	1	3097						
253	249	1991/2	1002	1.0		1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	3098						
253	249	1993/2	1003	1.0		3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	3099						
254	250	1995/2	1004	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	3100						
254	250	1995/2	1004	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	3101						
254	250	1995/2	1004	0.5		0	0	Chord	2/2	3	1	1/8	1/8	1	3102						
254	250	998	2009/2	0.5		1/8	1/8	Chord	2/2	3	1	1/8	1/8	1	3103						
254	250	1997/2	1005	0.5		1/4	1/4	Chord	2/2	3	1	1/8	1/8	1	3104						
254	250	999	2011/2	0.5		3/8	3/8	Chord	2/2	3	1	1/8	1/8	1	3105						
254	250	1999/2	1006	0.5		1/2	1/2	Chord	2/2	3	1	1/8	1/8	1	3106				419		
254	250	1000	2013/2	0.5		5/8	5/8	Chord	2/2	3	1	1/8	1/8	1	3107						
254	250	2001/2	1007	0.5		3/4	3/4	Chord	2/2	3	1	1/8	1/8	1	3108		articStaccatoAbove				
254	250	1001	2015/2	0.5		7/8	7/8	Chord	2/2	3	1	1/8	1/8	1	3109		articStaccatoAbove				
254	250	1995/2	1004	1.0		0	0	Chord	2/2	4	1	1/4	1/4	1	3110						
255	251	2005/2	1009	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	3111				420		
255	251	1003	2019/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	3112				420		
255	251	2007/2	1010	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	3113				420		
255	251	1004	2021/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	3114				420		
255	251	2009/2	1011	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	3115				420		
255	251	1005	2023/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	3116						
255	251	2005/2	1009	1.0		1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	3117						
255	251	2007/2	1010	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	3118						
255	251	2009/2	1011	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	3119						
255	251	2003/2	1008	4.0		0	0	Chord	2/2	3	1	1	1	1	3120						
256	252	2011/2	1012	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	3121						
256	252	2011/2	1012	0.5		0	0	Chord	2/2	2	1	1/8	1/8	1	3122						
256	252	1006	2025/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	3123						
256	252	2013/2	1013	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	3124						
256	252	1007	2027/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	3125						
256	252	2015/2	1014	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	3126				421		
256	252	1008	2029/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	3127						
256	252	2017/2	1015	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	3128		articStaccatoBelow				
256	252	1009	2031/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	3129		articStaccatoBelow				
256	252	2011/2	1012	1.0		0	0	Chord	2/2	3	1	1/4	1/4	1	3130						
257	253	2021/2	1017	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	3131				422		
257	253	1011	2035/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	3132				422		
257	253	2023/2	1018	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	3133				422		
257	253	1012	2037/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	3134				422		
257	253	2025/2	1019	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	3135				422		
257	253	1013	2039/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	3136						
257	253	2019/2	1016	4.0		0	0	Chord	2/2	2	1	1	1	1	3137						
257	253	2021/2	1017	1.0		1/4	1/4	Chord	2/2	4	1	1/4	1/4	1	3138						
257	253	2023/2	1018	1.0		1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	3139						
257	253	2025/2	1019	1.0		3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	3140						
258	254	2027/2	1020	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	3141						
258	254	2027/2	1020	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	3142						
258	254	2027/2	1020	0.5		0	0	Chord	2/2	3	1	1/8	1/8	1	3143						
258	254	1014	2041/2	0.5		1/8	1/8	Chord	2/2	3	1	1/8	1/8	1	3144						
258	254	2029/2	1021	0.5		1/4	1/4	Chord	2/2	3	1	1/8	1/8	1	3145						
258	254	1015	2043/2	0.5		3/8	3/8	Chord	2/2	3	1	1/8	1/8	1	3146						
258	254	2031/2	1022	0.5		1/2	1/2	Chord	2/2	3	1	1/8	1/8	1	3147				423		
258	254	1016	2045/2	0.5		5/8	5/8	Chord	2/2	3	1	1/8	1/8	1	3148						
258	254	2033/2	1023	0.5		3/4	3/4	Chord	2/2	3	1	1/8	1/8	1	3149		articStaccatoAbove				
258	254	1017	2047/2	0.5		7/8	7/8	Chord	2/2	3	1	1/8	1/8	1	3150		articStaccatoAbove				
258	254	2027/2	1020	1.0		0	0	Chord	2/2	4	1	1/4	1/4	1	3151						
259	255	2037/2	1025	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	3152				424		
259	255	1019	2051/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	3153				424		
259	255	2039/2	1026	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	3154				424		
259	255	1020	2053/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	3155				424		
259	255	2041/2	1027	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	3156				424		
259	255	1021	2055/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	3157						
259	255	2037/2	1025	1.0		1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	3158						
259	255	2039/2	1026	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	3159						
259	255	2041/2	1027	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	3160						
259	255	2035/2	1024	4.0		0	0	Chord	2/2	3	1	1	1	1	3161						
260	256	2043/2	1028	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	3162						
260	256	2043/2	1028	0.5		0	0	Chord	2/2	2	1	1/8	1/8	1	3163						
260	256	1022	2057/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	3164						
260	256	2045/2	1029	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	3165						
260	256	1023	2059/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	3166						
260	256	2047/2	1030	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	3167				425		
260	256	1024	2061/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	3168						
260	256	2049/2	1031	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	3169		articStaccatoAbove				
260	256	1025	2063/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	3170		articStaccatoAbove				
260	256	2043/2	1028	1.0		0	0	Chord	2/2	3	1	1/4	1/4	1	3171						
261	257	2053/2	1033	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	3172				426		
261	257	1027	2067/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	3173				426		
261	257	2055/2	1034	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	3174				426		
261	257	1028	2069/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	3175				426		
261	257	2057/2	1035	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	3176				426		
261	257	1029	2071/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	3177						
261	257	2051/2	1032	4.0		0	0	Chord	2/2	2	1	1	1	1	3178						
261	257	2053/2	1033	1.0		1/4	1/4	Chord	2/2	4	1	1/4	1/4	1	3179						
261	257	2055/2	1034	1.0		1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	3180						
261	257	2057/2	1035	1.0		3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	3181						
262	258	2059/2	1036	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	3182						
262	258	2059/2	1036	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	3183						
262	258	2061/2	1037	0.5		1/4	1/4	Chord	2/2	3	1	1/8	1/8	1	3184				427		
262	258	1031	2075/2	0.5		3/8	3/8	Chord	2/2	3	1	1/8	1/8	1	3185				427		
262	258	2063/2	1038	0.5		1/2	1/2	Chord	2/2	3	1	1/8	1/8	1	3186				427		
262	258	1032	2077/2	0.5		5/8	5/8	Chord	2/2	3	1	1/8	1/8	1	3187				427		
262	258	2065/2	1039	0.5		3/4	3/4	Chord	2/2	3	1	1/8	1/8	1	3188				427		
262	258	1033	2079/2	0.5		7/8	7/8	Chord	2/2	3	1	1/8	1/8	1	3189						
262	258	2059/2	1036	1.0		0	0	Chord	2/2	4	1	1/4	1/4	1	3190						
263	259	2069/2	1041	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	3191				428		
263	259	1035	2083/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	3192				428		
263	259	2071/2	1042	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	3193				428		
263	259	1036	2085/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	3194				428		
263	259	2073/2	1043	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	3195				428		
263	259	1037	2087/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	3196						
263	259	2069/2	1041	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	3197				429		
263	259	1035	2083/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	3198				429		
263	259	2071/2	1042	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	3199				429		
263	259	1036	2085/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	3200				429		
263	259	2073/2	1043	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	3201				429		
263	259	1037	2087/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	3202						
263	259	2067/2	1040	4.0		0	0	Chord	2/2	3	1	1	1	1	3203						
263	259	2067/2	1040	4.0		0	0	Chord	2/2	4	1	1	1	1	3204						
264	260	2075/2	1044	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	3205						
264	260	2075/2	1044	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	3206						
264	260	2075/2	1044	1.0		0	0	Chord	2/2	3	1	1/4	1/4	1	3207						
264	260	2077/2	1045	0.5		1/4	1/4	Chord	2/2	3	1	1/8	1/8	1	3208				430		
264	260	1039	2091/2	0.5		3/8	3/8	Chord	2/2	3	1	1/8	1/8	1	3209				430		
264	260	2079/2	1046	0.5		1/2	1/2	Chord	2/2	3	1	1/8	1/8	1	3210				430		
264	260	1040	2093/2	0.5		5/8	5/8	Chord	2/2	3	1	1/8	1/8	1	3211				430		
264	260	2081/2	1047	0.5		3/4	3/4	Chord	2/2	3	1	1/8	1/8	1	3212				430		
264	260	1041	2095/2	0.5		7/8	7/8	Chord	2/2	3	1	1/8	1/8	1	3213						
264	260	2075/2	1044	1.0		0	0	Chord	2/2	4	1	1/4	1/4	1	3214						
265	261	2085/2	1049	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	3215				431		
265	261	1043	2099/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	3216				431		
265	261	2087/2	1050	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	3217				431		
265	261	1044	2101/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	3218				431		
265	261	2089/2	1051	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	3219				431		
265	261	1045	2103/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	3220						
265	261	2085/2	1049	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	3221				432		
265	261	1043	2099/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	3222				432		
265	261	2087/2	1050	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	3223				432		
265	261	1044	2101/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	3224				432		
