mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin
7	6	18	18	0.75		1/2	1/2	Chord	3/4	2	1	3/16		1/8	3/2	80							17	1	
7	6	75/4	75/4	0.25		11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	81								1	
7	6	16	16	0.0		0	0	Dynamic	3/4	3	1	0					f								
7	6	16	16	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	82									
7	6	17	17	0.0		1/4	1/4	Dynamic	3/4	3	1	0					sf								
7	6	17	17	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	83									
7	6	18	18	0.0		1/2	1/2	Spanner	3/4	3	1	0												2	
7	6	18	18	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	84							18	2	
7	6	37/2	37/2	0.25		5/8	5/8	Chord	3/4	3	1	1/16		1/16	1	85							18	2	
7	6	75/4	75/4	0.25		11/16	11/16	Chord	3/4	3	1	1/16		1/16	1	86								2	
7	6	16	16	0.0		0	0	Dynamic	3/4	4	1	0					f								
7	6	16	16	0.0		0	0	Dynamic	3/4	4	1	0					f								
7	6	16	16	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	87							19		
7	6	17	17	0.0		1/4	1/4	Dynamic	3/4	4	1	0					sf								
7	6	17	17	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	88									
7	6	18	18	0.0		1/2	1/2	Spanner	3/4	4	1	0												3	
7	6	18	18	0.5		1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	89							20	3	
7	6	37/2	37/2	0.5		5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	90								3	
8	7	19	19	0.0		0	0	Dynamic	3/4	1	1	0					p								
8	7	19	19	0.0		0	0	Spanner	3/4	1	1	0													
8	7	19	19	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	91									
8	7	19	19	0.0		0	0	Dynamic	3/4	2	1	0					p								
8	7	19	19	0.0		0	0	Spanner	3/4	2	1	0													
8	7	19	19	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	92									
8	7	19	19	0.0		0	0	Dynamic	3/4	3	1	0					p								
8	7	19	19	0.0		0	0	Spanner	3/4	3	1	0													
8	7	19	19	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	93									
8	7	19	19	0.0		0	0	Dynamic	3/4	4	1	0					p								
8	7	19	19	0.0		0	0	Spanner	3/4	4	1	0													
8	7	19	19	0.5		0	0	Chord	3/4	4	1	1/8		1/8	1	94									
8	7	39/2	39/2	0.5		1/8	1/8	Chord	3/4	4	1	1/8		1/8	1	95		articStaccatoAbove					21		
8	7	20	20	0.5		1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	96		articStaccatoAbove					21		
8	7	41/2	41/2	0.5		3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	97		articStaccatoAbove							
8	7	21	21	0.5		1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	98							22		
8	7	43/2	43/2	0.5		5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	99									
9	8	45/2	45/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	100							23		
9	8	23	23	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	101							23		
9	8	47/2	47/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	102							23		
9	8	24	24	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	103							23		
9	8	49/2	49/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	104									
9	8	22	22	0.5		0	0	Chord	3/4	4	1	1/8		1/8	1	105							24		
9	8	45/2	45/2	0.25		1/8	1/8	Chord	3/4	4	1	1/16		1/16	1	106							24		
9	8	91/4	91/4	0.25		3/16	3/16	Chord	3/4	4	1	1/16		1/16	1	107							24		
9	8	23	23	0.5		1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	108							24		
9	8	47/2	47/2	0.25		3/8	3/8	Chord	3/4	4	1	1/16		1/16	1	109							24		
9	8	95/4	95/4	0.25		7/16	7/16	Chord	3/4	4	1	1/16		1/16	1	110							24		
9	8	24	24	0.5		1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	111							24		
9	8	49/2	49/2	0.5		5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	112									
10	9	25	25	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	113		articStaccatoBelow					25		
10	9	51/2	51/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	114		articStaccatoBelow					25		
10	9	26	26	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	115		articStaccatoBelow					25		
10	9	53/2	53/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	116		articStaccatoBelow							
10	9	27	27	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	117							26		
10	9	55/2	55/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	118							26		
10	9	25	25	0.5		0	0	Chord	3/4	4	1	1/8		1/8	1	119							27		
10	9	51/2	51/2	0.5		1/8	1/8	Chord	3/4	4	1	1/8		1/8	1	120							27		
10	9	26	26	0.5		1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	121							27		
10	9	53/2	53/2	0.5		3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	122							27		
10	9	27	27	0.5		1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	123							27		
10	9	55/2	55/2	0.5		5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	124									
11	10	28	28	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	125							26		
11	10	57/2	57/2	0.25		1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	126							26		
11	10	115/4	115/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	127							26		
11	10	29	29	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	128							26		
11	10	59/2	59/2	0.25		3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	129							26		
11	10	119/4	119/4	0.25		7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	130							26		
11	10	30	30	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	131							26		
11	10	61/2	61/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	132									
11	10	57/2	57/2	0.5		1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	133		articStaccatoBelow					28		
11	10	29	29	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	134		articStaccatoBelow					28		
11	10	59/2	59/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	135		articStaccatoBelow							
11	10	30	30	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	136									
11	10	61/2	61/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	137									
11	10	28	28	0.5		0	0	Chord	3/4	4	1	1/8		1/8	1	138							29		
11	10	57/2	57/2	0.5		1/8	1/8	Chord	3/4	4	1	1/8		1/8	1	139							29		
11	10	29	29	0.5		1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	140							29		
11	10	59/2	59/2	0.5		3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	141							29		
11	10	30	30	0.5		1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	142							29		
11	10	61/2	61/2	0.5		5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	143									
12	11	31	31	0.0		0	0	StaffText	3/4	1	1	0							<i>cresc.</i>						
12	11	63/2	63/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	144		articStaccatoAbove					30		
12	11	32	32	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	145		articStaccatoAbove					30		
12	11	65/2	65/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	146		articStaccatoAbove							
12	11	33	33	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	147							31		
12	11	67/2	67/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	148							31		
12	11	31	31	0.0		0	0	StaffText	3/4	2	1	0							<i>cresc.</i>						
12	11	31	31	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	149							32		
12	11	63/2	63/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	150							32		
12	11	32	32	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	151							32		
12	11	65/2	65/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	152							32		
12	11	33	33	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	153							32		
12	11	67/2	67/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	154									
12	11	31	31	0.0		0	0	StaffText	3/4	3	1	0							<i>cresc.</i>						
12	11	31	31	0.5		0	0	Chord	3/4	3	1	1/8		1/8	1	155							33		
12	11	63/2	63/2	0.5		1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	156									
12	11	32	32	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	157		articStaccatoBelow					34		
12	11	65/2	65/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	158		articStaccatoBelow					34		
12	11	33	33	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	159		articStaccatoBelow							
12	11	67/2	67/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	160							35		
12	11	31	31	0.0		0	0	StaffText	3/4	4	1	0							<i>cresc.</i>						
12	11	31	31	0.5		0	0	Chord	3/4	4	1	1/8		1/8	1	161							36		
12	11	63/2	63/2	0.5		1/8	1/8	Chord	3/4	4	1	1/8		1/8	1	162							36		
12	11	32	32	0.5		1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	163							36		
12	11	65/2	65/2	0.5		3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	164									
12	11	33	33	0.5		1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	165									
12	11	67/2	67/2	0.5		5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	166									
13	12	34	34	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	167							31		
13	12	69/2	69/2	0.25		1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	168							31		
13	12	139/4	139/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	169							31		
13	12	35	35	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	170							31		
13	12	71/2	71/2	0.25		3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	171							31		
13	12	143/4	143/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	172							31		
13	12	36	36	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	173							31		
13	12	73/2	73/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	174									
13	12	34	34	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	175							37		
13	12	69/2	69/2	1.0		1/8	1/8	Chord	3/4	2	1	1/4		1/4	1	176									
13	12	71/2	71/2	1.0		3/8	3/8	Chord	3/4	2	1	1/4		1/4	1	177									
13	12	73/2	73/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	178									
13	12	34	34	0.5		0	0	Chord	3/4	3	1	1/8		1/8	1	179									
13	12	69/2	69/2	0.5		1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	180							38		
13	12	35	35	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	181							38		
13	12	71/2	71/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	182							38		
13	12	36	36	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	183							38		
13	12	73/2	73/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	184									
13	12	34	34	0.5		0	0	Chord	3/4	4	1	1/8		1/8	1	185							39		
13	12	69/2	69/2	0.5		1/8	1/8	Chord	3/4	4	1	1/8		1/8	1	186							39		
13	12	35	35	0.5		1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	187							39		
13	12	71/2	71/2	0.5		3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	188							39		
13	12	36	36	0.5		1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	189							39		
13	12	73/2	73/2	0.5		5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	190									
14	13	37	37	0.0		0	0	StaffText	3/4	1	1	0							<i>dim.</i>						
14	13	37	37	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	191							40		
14	13	75/2	75/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	192							40		
14	13	38	38	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	193							40		
14	13	77/2	77/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	194							40		
14	13	39	39	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	195							40		
14	13	79/2	79/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	196									
14	13	37	37	0.0		0	0	StaffText	3/4	2	1	0							<i>dim.</i>						
14	13	37	37	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	197							41		
14	13	75/2	75/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	198									
14	13	38	38	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	199									
14	13	77/2	77/2	1.0		3/8	3/8	Chord	3/4	2	1	1/4		1/4	1	200									
14	13	79/2	79/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	201									
14	13	37	37	0.0		0	0	StaffText	3/4	3	1	0							<i>dim.</i>						
14	13	37	37	0.5		0	0	Chord	3/4	3	1	1/8		1/8	1	202							42		
14	13	75/2	75/2	0.5		1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	203							42		
14	13	38	38	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	204							42		
14	13	77/2	77/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	205							42		
14	13	39	39	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	206							42		
14	13	79/2	79/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	207									
14	13	37	37	0.0		0	0	StaffText	3/4	4	1	0							<i>dim.</i>						
14	13	37	37	0.5		0	0	Chord	3/4	4	1	1/8		1/8	1	208							43		
14	13	75/2	75/2	0.5		1/8	1/8	Chord	3/4	4	1	1/8		1/8	1	209									
14	13	38	38	0.5		1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	210		articStaccatoBelow							
14	13	77/2	77/2	0.5		3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	211							44		
14	13	39	39	0.5		1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	212							44		
14	13	79/2	79/2	0.5		5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	213									
15	14	40	40	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	214							45		
15	14	81/2	81/2	0.25		1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	215							45		
15	14	163/4	163/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	216									
15	14	41	41	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	217									
15	14	83/2	83/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	218									
15	14	42	42	0.0		1/2	1/2	Tempo	3/4	1	1	0								Allegro.	120.0	1.0			
15	14	42	42	0.25		1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	219									
15	14	169/4	169/4	0.25		9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	220									
15	14	85/2	85/2	0.0		5/8	5/8	StaffText	3/4	1	1	0							<i>non ligato</i>						
15	14	85/2	85/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	221									
15	14	171/4	171/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	222									
15	14	40	40	0.0		0	0	Dynamic	3/4	2	1	0					p								
15	14	40	40	0.0		0	0	Spanner	3/4	2	1	0													8
15	14	40	40	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	223							46		8
15	14	81/2	81/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	224							46		8
15	14	41	41	0.0		1/4	1/4	Spanner	3/4	2	1	0											46		
15	14	41	41	0.0		1/4	1/4	Spanner	3/4	2	1	0											46	4	
15	14	41	41	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	225							46	4	
15	14	83/2	83/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	226								4	
15	14	42	42	0.0		1/2	1/2	Dynamic	3/4	2	1	0					f								
15	14	42	42	0.0		1/2	1/2	Spanner	3/4	2	1	0													
15	14	40	40	0.0		0	0	Dynamic	3/4	3	1	0					p								
15	14	40	40	0.0		0	0	Dynamic	3/4	3	1	0					p								
15	14	40	40	0.0		0	0	Spanner	3/4	3	1	0													9
15	14	40	40	0.75		0	0	Chord	3/4	3	1	3/16		1/8	3/2	227							47		9
15	14	163/4	163/4	0.25		3/16	3/16	Chord	3/4	3	1	1/16		1/16	1	228							47		9
