mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin
155	141	845/3	845/3	0.3333333333333333		1/6	1/6	Chord	2/4	4	1	1/12		1/8	2/3	1840											
155	141	282	282	0.3333333333333333		1/4	1/4	Chord	2/4	4	1	1/12		1/8	2/3	1841											
155	141	847/3	847/3	0.3333333333333333		1/3	1/3	Chord	2/4	4	1	1/12		1/8	2/3	1842											
155	141	848/3	848/3	0.3333333333333333		5/12	5/12	Chord	2/4	4	1	1/12		1/8	2/3	1843											
156	142		283	1.0	1	0	0	Chord	2/4	1	1	1/4		1/4	1	1844											
156	142		283	1.0	1	0	0	Chord	2/4	2	1	1/4		1/4	1	1845											
156	142		283	1.0	1	0	0	Chord	2/4	3	1	1/4		1/4	1	1846											
156	142		283	0.3333333333333333	1	0	0	Chord	2/4	4	1	1/12		1/8	2/3	1847											
156	142		850/3	0.3333333333333333	1	1/12	1/12	Chord	2/4	4	1	1/12		1/8	2/3	1848											
156	142		851/3	0.3333333333333333	1	1/6	1/6	Chord	2/4	4	1	1/12		1/8	2/3	1849											
157	142	283	284	0.0	2	0	0	Spanner	2/4	1	1	0														0	
157	142	283	284	0.3333333333333333	2	0	0	Chord	2/4	1	1	1/12		1/8	2/3	1850										0	
157	142	850/3	853/3	0.3333333333333333	2	1/12	1/12	Chord	2/4	1	1	1/12		1/8	2/3	1851										0	
157	142	851/3	854/3	0.3333333333333333	2	1/6	1/6	Chord	2/4	1	1	1/12		1/8	2/3	1852										0	
157	142	284	285	0.3333333333333333	2	1/4	1/4	Chord	2/4	1	1	1/12		1/8	2/3	1853										0	
157	142	853/3	856/3	0.3333333333333333	2	1/3	1/3	Chord	2/4	1	1	1/12		1/8	2/3	1854										0	
157	142	854/3	857/3	0.3333333333333333	2	5/12	5/12	Chord	2/4	1	1	1/12		1/8	2/3	1855										0	
157	142	283	284	1.0	2	0	0	Chord	2/4	2	1	1/4		1/4	1	1856											
157	142	283	284	1.0	2	0	0	Chord	2/4	3	1	1/4		1/4	1	1857											
157	142	284	285	0.0	2	1/4	1/4	Spanner	2/4	3	1	0														1	
157	142	284	285	0.5	2	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1858									165	1	
157	142	569/2	571/2	0.5	2	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	1859									165	1	
157	142	283	284	1.0	2	0	0	Chord	2/4	4	1	1/4		1/4	1	1860											
158	143	285	286	0.3333333333333333		0	0	Chord	2/4	1	1	1/12		1/8	2/3	1861										0	
158	143	856/3	859/3	0.3333333333333333		1/12	1/12	Chord	2/4	1	1	1/12		1/8	2/3	1862										0	
158	143	857/3	860/3	0.3333333333333333		1/6	1/6	Chord	2/4	1	1	1/12		1/8	2/3	1863										0	
158	143	286	287	0.3333333333333333		1/4	1/4	Chord	2/4	1	1	1/12		1/8	2/3	1864										0	
158	143	859/3	862/3	0.3333333333333333		1/3	1/3	Chord	2/4	1	1	1/12		1/8	2/3	1865										0	
158	143	860/3	863/3	0.3333333333333333		5/12	5/12	Chord	2/4	1	1	1/12		1/8	2/3	1866										0	
158	143	285	286	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	1867									165	1	
158	143	571/2	573/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	1868									165	1	
158	143	286	287	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1869									165	1	
158	143	573/2	575/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	1870									165	1	
158	143	285	286	0.0		0	0	Spanner	2/4	4	1	0														2	
158	143	285	286	2.0		0	0	Chord	2/4	4	1	1/2		1/2	1	1871										2	
159	144	287	288	0.3333333333333333		0	0	Chord	2/4	1	1	1/12		1/8	2/3	1872										0	
159	144	862/3	865/3	0.3333333333333333		1/12	1/12	Chord	2/4	1	1	1/12		1/8	2/3	1873										0	
159	144	863/3	866/3	0.3333333333333333		1/6	1/6	Chord	2/4	1	1	1/12		1/8	2/3	1874										0	
159	144	288	289	0.3333333333333333		1/4	1/4	Chord	2/4	1	1	1/12		1/8	2/3	1875										0	
159	144	865/3	868/3	0.3333333333333333		1/3	1/3	Chord	2/4	1	1	1/12		1/8	2/3	1876										0	
159	144	866/3	869/3	0.3333333333333333		5/12	5/12	Chord	2/4	1	1	1/12		1/8	2/3	1877										0	
159	144	287	288	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	1878									165	1	
159	144	575/2	577/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	1879									165	1	
159	144	288	289	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1880									165	1	
159	144	577/2	579/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	1881									165	1	
159	144	287	288	2.0		0	0	Chord	2/4	4	1	1/2		1/2	1	1882										2	
160	145	289	290	0.3333333333333333		0	0	Chord	2/4	1	1	1/12		1/8	2/3	1883										0	
160	145	868/3	871/3	0.3333333333333333		1/12	1/12	Chord	2/4	1	1	1/12		1/8	2/3	1884										0	
160	145	869/3	872/3	0.3333333333333333		1/6	1/6	Chord	2/4	1	1	1/12		1/8	2/3	1885										0	
160	145	290	291	0.3333333333333333		1/4	1/4	Chord	2/4	1	1	1/12		1/8	2/3	1886										0	
160	145	871/3	874/3	0.3333333333333333		1/3	1/3	Chord	2/4	1	1	1/12		1/8	2/3	1887										0	
160	145	872/3	875/3	0.3333333333333333		5/12	5/12	Chord	2/4	1	1	1/12		1/8	2/3	1888										0	
160	145	289	290	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	1889									165	1	
160	145	579/2	581/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	1890									165	1	
160	145	290	291	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1891									165	1	
160	145	581/2	583/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	1892									165	1	
160	145	289	290	2.0		0	0	Chord	2/4	4	1	1/2		1/2	1	1893										2	
161	146	291	292	0.0		0	0	Spanner	2/4	1	1	0															
161	146	291	292	0.0		0	0	Spanner	2/4	1	1	0															4
161	146	291	292	0.3333333333333333		0	0	Chord	2/4	1	1	1/12		1/8	2/3	1894											4
161	146	874/3	877/3	0.3333333333333333		1/12	1/12	Chord	2/4	1	1	1/12		1/8	2/3	1895											4
161	146	875/3	878/3	0.3333333333333333		1/6	1/6	Chord	2/4	1	1	1/12		1/8	2/3	1896											4
161	146	292	293	0.0		1/4	1/4	Spanner	2/4	1	1	0															
161	146	292	293	0.0		1/4	1/4	Spanner	2/4	1	1	0														3	
161	146	292	293	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1897									166	3	
161	146	585/2	587/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1898									166	3	
161	146	292	293	0.0		1/4	1/4	Spanner	2/4	2	1	0														4	
161	146	292	293	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1899									167	4	
161	146	585/2	587/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1900									167	4	
161	146	291	292	0.0		0	0	Spanner	2/4	3	1	0													165		
161	146	291	292	0.0		0	0	Spanner	2/4	3	1	0													165		5
161	146	291	292	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	1901									165		5
161	146	583/2	585/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	1902											5
161	146	292	293	0.0		1/4	1/4	Spanner	2/4	3	1	0															
161	146	292	293	0.0		1/4	1/4	Spanner	2/4	3	1	0														5	
161	146	292	293	0.3333333333333333		1/4	1/4	Chord	2/4	3	1	1/12		1/8	2/3	1903										5	
161	146	877/3	880/3	0.3333333333333333		1/3	1/3	Chord	2/4	3	1	1/12		1/8	2/3	1904										5	
161	146	878/3	881/3	0.3333333333333333		5/12	5/12	Chord	2/4	3	1	1/12		1/8	2/3	1905										5	
161	146	291	292	0.0		0	0	Spanner	2/4	4	1	0															
161	146	291	292	0.0		0	0	Spanner	2/4	4	1	0															6
161	146	291	292	1.0		0	0	Chord	2/4	4	1	1/4		1/4	1	1906									168		6
161	146	292	293	0.0		1/4	1/4	Spanner	2/4	4	1	0													168		
161	146	292	293	1.0		1/4	1/4	Chord	2/4	4	1	1/4		1/4	1	1907									168		
162	147	293	294	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1908									166	3	
162	147	587/2	589/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1909									166	3	
162	147	294	295	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1910									166	3	
162	147	589/2	591/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1911									166	3	
162	147	293	294	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1912									167	4	
162	147	587/2	589/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1913									167	4	
162	147	294	295	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1914									167	4	
162	147	589/2	591/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1915									167	4	
162	147	293	294	0.3333333333333333		0	0	Chord	2/4	3	1	1/12		1/8	2/3	1916										5	
162	147	880/3	883/3	0.3333333333333333		1/12	1/12	Chord	2/4	3	1	1/12		1/8	2/3	1917										5	
162	147	881/3	884/3	0.3333333333333333		1/6	1/6	Chord	2/4	3	1	1/12		1/8	2/3	1918										5	
162	147	294	295	0.3333333333333333		1/4	1/4	Chord	2/4	3	1	1/12		1/8	2/3	1919										5	
162	147	883/3	886/3	0.3333333333333333		1/3	1/3	Chord	2/4	3	1	1/12		1/8	2/3	1920										5	
162	147	884/3	887/3	0.3333333333333333		5/12	5/12	Chord	2/4	3	1	1/12		1/8	2/3	1921										5	
162	147	293	294	0.0		0	0	Spanner	2/4	4	1	0														6	
162	147	293	294	2.0		0	0	Chord	2/4	4	1	1/2		1/2	1	1922										6	
163	148	295	296	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1923									166	3	
163	148	591/2	593/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1924									166	3	
163	148	296	297	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1925									166	3	
163	148	593/2	595/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1926									166	3	
163	148	295	296	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1927									167	4	
163	148	591/2	593/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1928									167	4	
163	148	296	297	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1929									167	4	
163	148	593/2	595/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1930									167	4	
163	148	295	296	0.3333333333333333		0	0	Chord	2/4	3	1	1/12		1/8	2/3	1931										5	
163	148	886/3	889/3	0.3333333333333333		1/12	1/12	Chord	2/4	3	1	1/12		1/8	2/3	1932										5	
163	148	887/3	890/3	0.3333333333333333		1/6	1/6	Chord	2/4	3	1	1/12		1/8	2/3	1933										5	
163	148	296	297	0.3333333333333333		1/4	1/4	Chord	2/4	3	1	1/12		1/8	2/3	1934										5	
163	148	889/3	892/3	0.3333333333333333		1/3	1/3	Chord	2/4	3	1	1/12		1/8	2/3	1935										5	
163	148	890/3	893/3	0.3333333333333333		5/12	5/12	Chord	2/4	3	1	1/12		1/8	2/3	1936										5	
163	148	295	296	2.0		0	0	Chord	2/4	4	1	1/2		1/2	1	1937										6	
164	149	297	298	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1938									166	3	
164	149	595/2	597/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1939									166	3	
164	149	298	299	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1940									166	3	
164	149	597/2	599/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1941									166	3	
164	149	297	298	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1942									167	4	
164	149	595/2	597/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1943									167	4	
164	149	298	299	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1944									167	4	
164	149	597/2	599/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1945									167	4	
164	149	297	298	0.3333333333333333		0	0	Chord	2/4	3	1	1/12		1/8	2/3	1946										5	
164	149	892/3	895/3	0.3333333333333333		1/12	1/12	Chord	2/4	3	1	1/12		1/8	2/3	1947										5	
164	149	893/3	896/3	0.3333333333333333		1/6	1/6	Chord	2/4	3	1	1/12		1/8	2/3	1948										5	
164	149	298	299	0.3333333333333333		1/4	1/4	Chord	2/4	3	1	1/12		1/8	2/3	1949										5	
164	149	895/3	898/3	0.3333333333333333		1/3	1/3	Chord	2/4	3	1	1/12		1/8	2/3	1950										5	
164	149	896/3	899/3	0.3333333333333333		5/12	5/12	Chord	2/4	3	1	1/12		1/8	2/3	1951										5	
164	149	297	298	2.0		0	0	Chord	2/4	4	1	1/2		1/2	1	1952										6	
165	150	299	300	0.0		0	0	Spanner	2/4	1	1	0													166		
165	150	299	300	0.0		0	0	Spanner	2/4	1	1	0													166		7
165	150	299	300	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1953									166		7
165	150	599/2	601/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1954											7
165	150	300	301	0.0		1/4	1/4	Spanner	2/4	1	1	0															
165	150	300	301	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1955											
165	150	299	300	0.0		0	0	Spanner	2/4	2	1	0													167		
165	150	299	300	0.0		0	0	Spanner	2/4	2	1	0													167		8
165	150	299	300	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1956									167		8
165	150	599/2	601/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1957											8
165	150	300	301	0.0		1/4	1/4	Spanner	2/4	2	1	0															
165	150	300	301	0.3333333333333333		1/4	1/4	Chord	2/4	2	1	1/12		1/8	2/3	1958											
165	150	901/3	904/3	0.3333333333333333		1/3	1/3	Chord	2/4	2	1	1/12		1/8	2/3	1959											
165	150	902/3	905/3	0.3333333333333333		5/12	5/12	Chord	2/4	2	1	1/12		1/8	2/3	1960											
165	150	299	300	0.0		0	0	Spanner	2/4	3	1	0															
165	150	299	300	0.0		0	0	Spanner	2/4	3	1	0															9
165	150	299	300	0.3333333333333333		0	0	Chord	2/4	3	1	1/12		1/8	2/3	1961											9
165	150	898/3	901/3	0.3333333333333333		1/12	1/12	Chord	2/4	3	1	1/12		1/8	2/3	1962											9
165	150	899/3	902/3	0.3333333333333333		1/6	1/6	Chord	2/4	3	1	1/12		1/8	2/3	1963											9
165	150	300	301	0.0		1/4	1/4	Spanner	2/4	3	1	0															
165	150	300	301	0.3333333333333333		1/4	1/4	Chord	2/4	3	1	1/12		1/8	2/3	1964											
165	150	901/3	904/3	0.3333333333333333		1/3	1/3	Chord	2/4	3	1	1/12		1/8	2/3	1965											
165	150	902/3	905/3	0.3333333333333333		5/12	5/12	Chord	2/4	3	1	1/12		1/8	2/3	1966											
165	150	299	300	0.0		0	0	Spanner	2/4	4	1	0															
165	150	299	300	0.0		0	0	Spanner	2/4	4	1	0															10
165	150	299	300	1.0		0	0	Chord	2/4	4	1	1/4		1/4	1	1967											10
165	150	300	301	0.0		1/4	1/4	Spanner	2/4	4	1	0															
165	150	300	301	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	1968									169		
165	150	601/2	603/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	1969									169		
166	151	301	302	0.0		0	0	StaffText	2/4	1	1	0							"<font size=""9.2082""/><font face=""Times New Roman""/><i>cresc.</i>"								
166	151	301	302	0.3333333333333333		0	0	Chord	2/4	1	1	1/12		1/8	2/3	1970									170		
166	151	904/3	907/3	0.3333333333333333		1/12	1/12	Chord	2/4	1	1	1/12		1/8	2/3	1971									170		
166	151	905/3	908/3	0.3333333333333333		1/6	1/6	Chord	2/4	1	1	1/12		1/8	2/3	1972									170		
166	151	302	303	0.3333333333333333		1/4	1/4	Chord	2/4	1	1	1/12		1/8	2/3	1973									170		
166	151	907/3	910/3	0.3333333333333333		1/3	1/3	Chord	2/4	1	1	1/12		1/8	2/3	1974									170		
166	151	908/3	911/3	0.3333333333333333		5/12	5/12	Chord	2/4	1	1	1/12		1/8	2/3	1975											
166	151	301	302	0.3333333333333333		0	0	Chord	2/4	2	1	1/12		1/8	2/3	1976											
166	151	904/3	907/3	0.3333333333333333		1/12	1/12	Chord	2/4	2	1	1/12		1/8	2/3	1977											
166	151	905/3	908/3	0.3333333333333333		1/6	1/6	Chord	2/4	2	1	1/12		1/8	2/3	1978											
166	151	302	303	0.3333333333333333		1/4	1/4	Chord	2/4	2	1	1/12		1/8	2/3	1979											
166	151	907/3	910/3	0.3333333333333333		1/3	1/3	Chord	2/4	2	1	1/12		1/8	2/3	1980											
166	151	908/3	911/3	0.3333333333333333		5/12	5/12	Chord	2/4	2	1	1/12		1/8	2/3	1981											
166	151	301	302	0.0		0	0	StaffText	2/4	3	1	0							"<font size=""9.2082""/><font face=""Times New Roman""/><i>cresc.</i>"								
166	151	301	302	0.0		0	0	StaffText	2/4	3	1	0							"<font size=""9.2082""/><font face=""Times New Roman""/><i>cresc.</i>"								
166	151	301	302	0.3333333333333333		0	0	Chord	2/4	3	1	1/12		1/8	2/3	1982											
166	151	904/3	907/3	0.3333333333333333		1/12	1/12	Chord	2/4	3	1	1/12		1/8	2/3	1983											
166	151	905/3	908/3	0.3333333333333333		1/6	1/6	Chord	2/4	3	1	1/12		1/8	2/3	1984											
166	151	302	303	0.3333333333333333		1/4	1/4	Chord	2/4	3	1	1/12		1/8	2/3	1985											
166	151	907/3	910/3	0.3333333333333333		1/3	1/3	Chord	2/4	3	1	1/12		1/8	2/3	1986											
166	151	908/3	911/3	0.3333333333333333		5/12	5/12	Chord	2/4	3	1	1/12		1/8	2/3	1987											
166	151	301	302	0.0		0	0	StaffText	2/4	4	1	0							"<font size=""9.2082""/><font face=""Times New Roman""/><i>cresc.</i>"						169		
166	151	301	302	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	1988									169		
166	151	603/2	605/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	1989									169		
166	151	302	303	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	1990									169		
166	151	605/2	607/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	1991									169		
167	152	303	304	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1992											
167	152	304	305	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1993		ornamentTrill							171		
167	152	1217/4	1221/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1994									171		
167	152	609/2	611/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1995									171		
167	152	1219/4	1223/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1996									171		
167	152	303	304	0.3333333333333333		0	0	Chord	2/4	2	1	1/12		1/8	2/3	1997											
167	152	910/3	913/3	0.3333333333333333		1/12	1/12	Chord	2/4	2	1	1/12		1/8	2/3	1998											
167	152	911/3	914/3	0.3333333333333333		1/6	1/6	Chord	2/4	2	1	1/12		1/8	2/3	1999											
167	152	304	305	0.3333333333333333		1/4	1/4	Chord	2/4	2	1	1/12		1/8	2/3	2000											
167	152	913/3	916/3	0.3333333333333333		1/3	1/3	Chord	2/4	2	1	1/12		1/8	2/3	2001											
167	152	914/3	917/3	0.3333333333333333		5/12	5/12	Chord	2/4	2	1	1/12		1/8	2/3	2002											
167	152	303	304	0.3333333333333333		0	0	Chord	2/4	3	1	1/12		1/8	2/3	2003											
167	152	910/3	913/3	0.3333333333333333		1/12	1/12	Chord	2/4	3	1	1/12		1/8	2/3	2004											
167	152	911/3	914/3	0.3333333333333333		1/6	1/6	Chord	2/4	3	1	1/12		1/8	2/3	2005											
167	152	304	305	0.3333333333333333		1/4	1/4	Chord	2/4	3	1	1/12		1/8	2/3	2006											
167	152	913/3	916/3	0.3333333333333333		1/3	1/3	Chord	2/4	3	1	1/12		1/8	2/3	2007											
167	152	914/3	917/3	0.3333333333333333		5/12	5/12	Chord	2/4	3	1	1/12		1/8	2/3	2008											
167	152	303	304	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	2009									169		
167	152	607/2	609/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	2010									169		
167	152	304	305	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	2011									169		
167	152	609/2	611/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	2012									169		
168	153	305	306	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	2013											
168	153	306	307	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	2014		ornamentTrill							172		
168	153	1225/4	1229/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	2015									172		
168	153	613/2	615/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	2016									172		
168	153	1227/4	1231/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	2017									172		
168	153	305	306	0.3333333333333333		0	0	Chord	2/4	2	1	1/12		1/8	2/3	2018											
168	153	916/3	919/3	0.3333333333333333		1/12	1/12	Chord	2/4	2	1	1/12		1/8	2/3	2019											
168	153	917/3	920/3	0.3333333333333333		1/6	1/6	Chord	2/4	2	1	1/12		1/8	2/3	2020											
168	153	306	307	0.3333333333333333		1/4	1/4	Chord	2/4	2	1	1/12		1/8	2/3	2021											
168	153	919/3	922/3	0.3333333333333333		1/3	1/3	Chord	2/4	2	1	1/12		1/8	2/3	2022											
168	153	920/3	923/3	0.3333333333333333		5/12	5/12	Chord	2/4	2	1	1/12		1/8	2/3	2023											
168	153	305	306	0.3333333333333333		0	0	Chord	2/4	3	1	1/12		1/8	2/3	2024											
168	153	916/3	919/3	0.3333333333333333		1/12	1/12	Chord	2/4	3	1	1/12		1/8	2/3	2025											
168	153	917/3	920/3	0.3333333333333333		1/6	1/6	Chord	2/4	3	1	1/12		1/8	2/3	2026											
168	153	306	307	0.3333333333333333		1/4	1/4	Chord	2/4	3	1	1/12		1/8	2/3	2027											
168	153	919/3	922/3	0.3333333333333333		1/3	1/3	Chord	2/4	3	1	1/12		1/8	2/3	2028											
168	153	920/3	923/3	0.3333333333333333		5/12	5/12	Chord	2/4	3	1	1/12		1/8	2/3	2029											
168	153	305	306	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	2030									169		
168	153	611/2	613/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	2031									169		
168	153	306	307	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	2032									169		
168	153	613/2	615/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	2033									169		
169	154	307	308	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	2034		ornamentTrill							172		
169	154	1229/4	1233/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	2035									172		
169	154	615/2	617/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	2036									172		
169	154	1231/4	1235/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	2037									172		
169	154	308	309	0.0		1/4	1/4	Dynamic	2/4	1	1	0					f								172		
169	154	308	309	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	2038									172		
169	154	617/2	619/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	2039											
169	154	307	308	0.3333333333333333		0	0	Chord	2/4	2	1	1/12		1/8	2/3	2040											
169	154	922/3	925/3	0.3333333333333333		1/12	1/12	Chord	2/4	2	1	1/12		1/8	2/3	2041											
169	154	923/3	926/3	0.3333333333333333		1/6	1/6	Chord	2/4	2	1	1/12		1/8	2/3	2042											
169	154	308	309	0.3333333333333333		1/4	1/4	Chord	2/4	2	1	1/12		1/8	2/3	2043											
169	154	925/3	928/3	0.3333333333333333		1/3	1/3	Chord	2/4	2	1	1/12		1/8	2/3	2044											
169	154	926/3	929/3	0.3333333333333333		5/12	5/12	Chord	2/4	2	1	1/12		1/8	2/3	2045											
169	154	307	308	0.3333333333333333		0	0	Chord	2/4	3	1	1/12		1/8	2/3	2046											
169	154	922/3	925/3	0.3333333333333333		1/12	1/12	Chord	2/4	3	1	1/12		1/8	2/3	2047											
169	154	923/3	926/3	0.3333333333333333		1/6	1/6	Chord	2/4	3	1	1/12		1/8	2/3	2048											
169	154	308	309	0.0		1/4	1/4	Dynamic	2/4	3	1	0					f										
169	154	308	309	0.0		1/4	1/4	Dynamic	2/4	3	1	0					f										
169	154	308	309	0.3333333333333333		1/4	1/4	Chord	2/4	3	1	1/12		1/8	2/3	2049											
169	154	925/3	928/3	0.3333333333333333		1/3	1/3	Chord	2/4	3	1	1/12		1/8	2/3	2050											
169	154	926/3	929/3	0.3333333333333333		5/12	5/12	Chord	2/4	3	1	1/12		1/8	2/3	2051											
169	154	307	308	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	2052									169		
169	154	615/2	617/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	2053											
169	154	308	309	0.0		1/4	1/4	Dynamic	2/4	4	1	0					f										
169	154	308	309	1.0		1/4	1/4	Chord	2/4	4	1	1/4		1/4	1	2054											
170	155	309	310	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	2055									173		
170	155	619/2	621/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	2056									173		
170	155	310	311	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	2057									173		
170	155	621/2	623/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	2058									173		
170	155	309	310	0.3333333333333333		0	0	Chord	2/4	2	1	1/12		1/8	2/3	2059											
170	155	928/3	931/3	0.3333333333333333		1/12	1/12	Chord	2/4	2	1	1/12		1/8	2/3	2060											
170	155	929/3	932/3	0.3333333333333333		1/6	1/6	Chord	2/4	2	1	1/12		1/8	2/3	2061											
170	155	310	311	0.3333333333333333		1/4	1/4	Chord	2/4	2	1	1/12		1/8	2/3	2062											
170	155	931/3	934/3	0.3333333333333333		1/3	1/3	Chord	2/4	2	1	1/12		1/8	2/3	2063											
170	155	932/3	935/3	0.3333333333333333		5/12	5/12	Chord	2/4	2	1	1/12		1/8	2/3	2064											
170	155	309	310	0.3333333333333333		0	0	Chord	2/4	3	1	1/12		1/8	2/3	2065											
170	155	928/3	931/3	0.3333333333333333		1/12	1/12	Chord	2/4	3	1	1/12		1/8	2/3	2066											
170	155	929/3	932/3	0.3333333333333333		1/6	1/6	Chord	2/4	3	1	1/12		1/8	2/3	2067											
170	155	310	311	0.3333333333333333		1/4	1/4	Chord	2/4	3	1	1/12		1/8	2/3	2068											
170	155	931/3	934/3	0.3333333333333333		1/3	1/3	Chord	2/4	3	1	1/12		1/8	2/3	2069											
170	155	932/3	935/3	0.3333333333333333		5/12	5/12	Chord	2/4	3	1	1/12		1/8	2/3	2070											
170	155	309	310	1.0		0	0	Chord	2/4	4	1	1/4		1/4	1	2071											
170	155	310	311	1.0		1/4	1/4	Chord	2/4	4	1	1/4		1/4	1	2072									174		
171	156	311	312	0.0		0	0	Spanner	2/4	1	1	0													173		11
171	156	311	312	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	2073									173		11
