mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur
65	64	256	256	1.0		3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	1239				
65	64	253	253	0.0		0	0	StaffText	4/4	4	1	0								cresc.	
65	64	253	253	2.0		0	0	Chord	4/4	4	1	1/2			1/2	1	1240				152
65	64	255	255	2.0		1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	1241				152
66	65	257	257	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	1242				
66	65	258	258	2.0		1/4	1/4	Chord	4/4	1	1	1/2			1/2	1	1243				
66	65	260	260	1.0		3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	1244				153
66	65	257	257	2.0		0	0	Chord	4/4	2	1	1/2			1/2	1	1245				154
66	65	259	259	2.0		1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	1246				
66	65	257	257	2.0		0	0	Chord	4/4	3	1	1/2			1/2	1	1247				155
66	65	259	259	2.0		1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	1248				
66	65	257	257	2.0		0	0	Chord	4/4	4	1	1/2			1/2	1	1249				152
66	65	259	259	2.0		1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	1250				
67	66	261	261	0.25		0	0	Chord	4/4	1	1	1/16			1/16	1	1251				
67	66	1045/4	1045/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	1252				156
67	66	523/2	523/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	1253				156
67	66	1047/4	1047/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	1254				156
67	66	262	262	0.25		1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	1255				156
67	66	1049/4	1049/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	1256				156
67	66	525/2	525/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	1257				156
67	66	1051/4	1051/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	1258				156
67	66	263	263	0.25		1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	1259				156
67	66	1053/4	1053/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	1260				156
67	66	527/2	527/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	1261				156
67	66	1055/4	1055/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	1262				156
67	66	264	264	0.25		3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	1263				156
67	66	1057/4	1057/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	1264				156
67	66	529/2	529/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	1265				156
67	66	1059/4	1059/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	1266				156
67	66	261	261	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	1267				
67	66	261	261	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	1268				
67	66	261	261	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	1269				
68	67	265	265	0.25		0	0	Chord	4/4	1	1	1/16			1/16	1	1270				156
68	67	1061/4	1061/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	1271				156
68	67	531/2	531/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	1272				156
68	67	1063/4	1063/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	1273				156
68	67	266	266	0.25		1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	1274				156
68	67	1065/4	1065/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	1275				156
68	67	533/2	533/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	1276				156
68	67	1067/4	1067/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	1277				156
68	67	267	267	0.25		1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	1278				156
68	67	1069/4	1069/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	1279				156
68	67	535/2	535/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	1280				156
68	67	1071/4	1071/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	1281				156
68	67	268	268	0.25		3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	1282				156
68	67	1073/4	1073/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	1283				156
68	67	537/2	537/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	1284				156
68	67	1075/4	1075/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	1285				
68	67	268	268	1.0		3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	1286				157
68	67	265	265	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	1287				158
68	67	266	266	1.0		1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	1288				158
68	67	267	267	1.0		1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	1289				158
68	67	268	268	1.0		3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	1290				
68	67	265	265	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	1291				159
68	67	266	266	1.0		1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	1292				159
68	67	267	267	1.0		1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	1293				159
68	67	268	268	1.0		3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	1294				
69	68	269	269	0.5		0	0	Chord	4/4	1	1	1/8			1/8	1	1295				
69	68	539/2	539/2	1.0		1/8	1/8	Chord	4/4	1	1	1/4			1/4	1	1296				
69	68	541/2	541/2	1.0		3/8	3/8	Chord	4/4	1	1	1/4			1/4	1	1297				
69	68	543/2	543/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	1298				
69	68	272	272	0.5		3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	1299				
69	68	545/2	545/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	1300				
69	68	269	269	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	1301				
69	68	543/2	543/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	1302		articStaccatoAbove		
69	68	272	272	0.5		3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	1303		articStaccatoAbove		
69	68	545/2	545/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	1304		articStaccatoAbove		
69	68	269	269	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	1305				
69	68	543/2	543/2	0.5		5/8	5/8	Chord	4/4	3	1	1/8			1/8	1	1306		articStaccatoAbove		
69	68	272	272	0.5		3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	1307		articStaccatoAbove		
69	68	545/2	545/2	0.5		7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	1308		articStaccatoAbove		
69	68	269	269	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	1309				
70	69	273	273	2.0		0	0	Chord	4/4	1	1	1/2			1/2	1	1310				
70	69	275	275	0.0		1/2	1/2	Chord	4/4	1	1	0	grace16after		1/16	1	1311				
70	69	275	275	0.0		1/2	1/2	Chord	4/4	1	1	0	grace16after		1/16	1	1312				
70	69	275	275	2.0		1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	1313		ornamentTrill		
70	69	273	273	0.0		0	0	Dynamic	4/4	2	1	0						f			
70	69	273	273	0.0		0	0	Dynamic	4/4	2	1	0						f			
70	69	273	273	0.5		0	0	Chord	4/4	2	1	1/8			1/8	1	1314		articStaccatoAbove		
70	69	547/2	547/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	1315		articStaccatoAbove		
70	69	274	274	0.5		1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	1316		articStaccatoAbove		
70	69	549/2	549/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	1317		articStaccatoAbove		
70	69	275	275	0.5		1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	1318		articStaccatoBelow		
70	69	551/2	551/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	1319		articStaccatoBelow		
70	69	276	276	0.5		3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	1320		articStaccatoBelow		
70	69	553/2	553/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	1321		articStaccatoBelow		
70	69	273	273	0.0		0	0	Dynamic	4/4	3	1	0						f			
70	69	273	273	0.5		0	0	Chord	4/4	3	1	1/8			1/8	1	1322		articStaccatoBelow		
70	69	547/2	547/2	0.5		1/8	1/8	Chord	4/4	3	1	1/8			1/8	1	1323		articStaccatoBelow		
70	69	274	274	0.5		1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	1324		articStaccatoBelow		
70	69	549/2	549/2	0.5		3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	1325		articStaccatoBelow		
70	69	275	275	0.5		1/2	1/2	Chord	4/4	3	1	1/8			1/8	1	1326		articStaccatoAbove		
70	69	551/2	551/2	0.5		5/8	5/8	Chord	4/4	3	1	1/8			1/8	1	1327		articStaccatoAbove		
70	69	276	276	0.5		3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	1328		articStaccatoAbove		
70	69	553/2	553/2	0.5		7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	1329		articStaccatoAbove		
70	69	273	273	0.0		0	0	Dynamic	4/4	4	1	0						f			
70	69	273	273	0.5		0	0	Chord	4/4	4	1	1/8			1/8	1	1330				
70	69	547/2	547/2	0.5		1/8	1/8	Chord	4/4	4	1	1/8			1/8	1	1331				
70	69	274	274	0.5		1/4	1/4	Chord	4/4	4	1	1/8			1/8	1	1332				
70	69	549/2	549/2	0.5		3/8	3/8	Chord	4/4	4	1	1/8			1/8	1	1333				
70	69	275	275	0.5		1/2	1/2	Chord	4/4	4	1	1/8			1/8	1	1334				
70	69	551/2	551/2	0.5		5/8	5/8	Chord	4/4	4	1	1/8			1/8	1	1335				
70	69	276	276	0.5		3/4	3/4	Chord	4/4	4	1	1/8			1/8	1	1336				
70	69	553/2	553/2	0.5		7/8	7/8	Chord	4/4	4	1	1/8			1/8	1	1337				
71	70	277	277	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	1338		articStaccatoBelow		
71	70	279	279	0.0		1/2	1/2	Dynamic	4/4	1	1	0						pp			
71	70	279	279	1.0		1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	1339		articStaccatoAbove		
71	70	280	280	1.0		3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	1340		articStaccatoBelow		
71	70	277	277	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	1341		articStaccatoAbove		
71	70	279	279	0.0		1/2	1/2	Dynamic	4/4	2	1	0						pp			
71	70	279	279	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	1342		articStaccatoAbove		
71	70	280	280	1.0		3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	1343		articStaccatoBelow		
71	70	277	277	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	1344		articStaccatoBelow		
71	70	279	279	0.0		1/2	1/2	Dynamic	4/4	3	1	0						pp			
71	70	279	279	1.0		1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	1345		articStaccatoBelow		
71	70	280	280	1.0		3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	1346		articStaccatoBelow		
71	70	277	277	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	1347		articStaccatoAbove		
71	70	279	279	0.0		1/2	1/2	Dynamic	4/4	4	1	0						pp			
71	70	279	279	1.0		1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	1348		articStaccatoAbove		
71	70	280	280	1.0		3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	1349		articStaccatoAbove		
72	71	281	281	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	1350		articStaccatoBelow		
72	71	282	282	1.0		1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	1351		articStaccatoBelow		
72	71	283	283	1.0		1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	1352		articStaccatoBelow		
72	71	284	284	1.0		3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	1353		articStaccatoBelow		
72	71	281	281	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	1354		articStaccatoBelow		
72	71	282	282	1.0		1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	1355		articStaccatoBelow		
72	71	283	283	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	1356		articStaccatoBelow		
72	71	284	284	1.0		3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	1357		articStaccatoBelow		
72	71	281	281	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	1358		articStaccatoBelow		
72	71	282	282	1.0		1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	1359		articStaccatoBelow		
72	71	283	283	1.0		1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	1360		articStaccatoBelow		
72	71	284	284	1.0		3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	1361		articStaccatoBelow		
72	71	281	281	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	1362		articStaccatoAbove		
72	71	282	282	1.0		1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	1363		articStaccatoAbove		
72	71	283	283	1.0		1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	1364		articStaccatoAbove		
72	71	284	284	1.0		3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	1365		articStaccatoAbove		
73	72	285	285	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	1366				
73	72	287	287	1.0		1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	1367				
73	72	285	285	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	1368				
73	72	287	287	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	1369				
73	72	285	285	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	1370				
73	72	287	287	1.0		1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	1371				
73	72	285	285	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	1372				
73	72	287	287	1.0		1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	1373				
74	73	289	289	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	1374				
74	73	291	291	1.0		1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	1375		articStaccatoBelow		
74	73	292	292	1.0		3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	1376		articStaccatoBelow		
74	73	289	289	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	1377				
74	73	291	291	0.0		1/2	1/2	Dynamic	4/4	2	1	0						f			
74	73	291	291	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	1378		articStaccatoBelow		
74	73	292	292	1.0		3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	1379		articStaccatoBelow		
74	73	289	289	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	1380				
74	73	291	291	0.0		1/2	1/2	Dynamic	4/4	3	1	0						f			
74	73	291	291	0.0		1/2	1/2	Dynamic	4/4	3	1	0						f			
74	73	291	291	1.0		1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	1381		articStaccatoBelow		
74	73	292	292	1.0		3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	1382		articStaccatoBelow		
74	73	289	289	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	1383				
74	73	291	291	0.0		1/2	1/2	Dynamic	4/4	4	1	0						f			
74	73	291	291	1.0		1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	1384		articStaccatoBelow		
74	73	292	292	1.0		3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	1385		articStaccatoBelow		
75	74	293	293	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	1386		articStaccatoBelow		
75	74	295	295	0.0		1/2	1/2	Dynamic	4/4	1	1	0						pp			
75	74	295	295	1.0		1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	1387		articStaccatoAbove		
75	74	296	296	1.0		3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	1388		articStaccatoBelow		
75	74	293	293	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	1389		articStaccatoBelow		
75	74	295	295	0.0		1/2	1/2	Dynamic	4/4	2	1	0						pp			
75	74	295	295	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	1390		articStaccatoAbove		
75	74	296	296	1.0		3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	1391		articStaccatoBelow		
75	74	293	293	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	1392		articStaccatoAbove		
75	74	295	295	0.0		1/2	1/2	Dynamic	4/4	3	1	0						pp			
75	74	295	295	0.0		1/2	1/2	Dynamic	4/4	3	1	0						pp			
75	74	295	295	1.0		1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	1393		articStaccatoBelow		
75	74	296	296	1.0		3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	1394		articStaccatoBelow		
75	74	293	293	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	1395		articStaccatoAbove		
75	74	295	295	0.0		1/2	1/2	Dynamic	4/4	4	1	0						pp			
75	74	295	295	1.0		1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	1396		articStaccatoAbove		
75	74	296	296	1.0		3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	1397		articStaccatoAbove		
76	75	297	297	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	1398		articStaccatoBelow		
76	75	298	298	1.0		1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	1399		articStaccatoBelow		
76	75	299	299	1.0		1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	1400		articStaccatoBelow		
76	75	300	300	1.0		3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	1401		articStaccatoBelow		
76	75	297	297	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	1402		articStaccatoBelow		
76	75	298	298	1.0		1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	1403		articStaccatoBelow		
76	75	299	299	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	1404		articStaccatoBelow		
76	75	300	300	1.0		3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	1405		articStaccatoBelow		
76	75	297	297	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	1406		articStaccatoBelow		
76	75	298	298	1.0		1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	1407		articStaccatoBelow		
76	75	299	299	1.0		1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	1408		articStaccatoBelow		
76	75	300	300	1.0		3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	1409		articStaccatoBelow		
76	75	297	297	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	1410		articStaccatoAbove		
76	75	298	298	1.0		1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	1411		articStaccatoAbove		
76	75	299	299	1.0		1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	1412		articStaccatoAbove		
76	75	300	300	1.0		3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	1413		articStaccatoAbove		
77	76	301	301	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	1414				
77	76	303	303	1.0		1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	1415				
77	76	301	301	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	1416				
77	76	303	303	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	1417				
77	76	301	301	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	1418				
77	76	303	303	1.0		1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	1419				
77	76	301	301	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	1420				
77	76	303	303	1.0		1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	1421				
78	77		305	1.0	1	0	0	Chord	4/4	1	1	1/4			1/4	1	1422				
78	77		307	1.0	1	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	1423		articStaccatoBelow		
78	77		308	1.0	1	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	1424		articStaccatoBelow		
78	77		305	1.0	1	0	0	Chord	4/4	2	1	1/4			1/4	1	1425				
78	77		307	0.0	1	1/2	1/2	Dynamic	4/4	2	1	0						f			
78	77		307	0.0	1	1/2	1/2	Dynamic	4/4	2	1	0						f			
78	77		307	1.0	1	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	1426		articStaccatoBelow		
78	77		308	1.0	1	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	1427		articStaccatoBelow		
78	77		305	1.0	1	0	0	Chord	4/4	3	1	1/4			1/4	1	1428				
78	77		307	0.0	1	1/2	1/2	Dynamic	4/4	3	1	0						f			
78	77		307	1.0	1	1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	1429		articStaccatoBelow		
78	77		308	1.0	1	3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	1430		articStaccatoBelow		
78	77		305	1.0	1	0	0	Chord	4/4	4	1	1/4			1/4	1	1431				
78	77		307	0.0	1	1/2	1/2	Dynamic	4/4	4	1	0						f			
78	77		307	1.0	1	1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	1432		articStaccatoBelow		
78	77		308	1.0	1	3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	1433		articStaccatoBelow		
79	77	305	309	1.0	2	0	0	Chord	4/4	1	1	1/4			1/4	1	1434				
79	77	307	311	0.0	2	1/2	1/2	Dynamic	4/4	1	1	0						f			
79	77	307	311	1.0	2	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	1435		articStaccatoBelow		
79	77	308	312	1.0	2	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	1436		articStaccatoBelow		
79	77	305	309	1.0	2	0	0	Chord	4/4	2	1	1/4			1/4	1	1437				
79	77	307	311	0.0	2	1/2	1/2	Dynamic	4/4	2	1	0						f			
79	77	307	311	1.0	2	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	1438		articStaccatoBelow		
79	77	308	312	1.0	2	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	1439		articStaccatoBelow		
79	77	305	309	1.0	2	0	0	Chord	4/4	3	1	1/4			1/4	1	1440				
79	77	307	311	0.0	2	1/2	1/2	Dynamic	4/4	3	1	0						f			
79	77	307	311	1.0	2	1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	1441		articStaccatoAbove		
79	77	308	312	1.0	2	3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	1442		articStaccatoAbove		
79	77	305	309	1.0	2	0	0	Chord	4/4	4	1	1/4			1/4	1	1443				
79	77	307	311	0.0	2	1/2	1/2	Dynamic	4/4	4	1	0						f			
79	77	307	311	1.0	2	1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	1444		articStaccatoAbove		
79	77	308	312	1.0	2	3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	1445		articStaccatoAbove		
80	78	309	313	0.0		0	0	Dynamic	4/4	1	1	0						f			
80	78	309	313	2.0		0	0	Chord	4/4	1	1	1/2			1/2	1	1446				
80	78	311	315	0.0		1/2	1/2	Dynamic	4/4	1	1	0						p			
80	78	311	315	0.5		1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	1447				
80	78	623/2	631/2	0.0		5/8	5/8	Chord	4/4	1	1	0	grace16		1/16	1	1448				
80	78	623/2	631/2	0.0		5/8	5/8	Chord	4/4	1	1	0	grace16		1/16	1	1449				
80	78	623/2	631/2	0.0		5/8	5/8	Chord	4/4	1	1	0	grace16		1/16	1	1450				
80	78	623/2	631/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	1451				
80	78	312	316	0.5		3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	1452				
80	78	625/2	633/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	1453				
80	78	309	313	1.0		0	0	Chord	4/4	1	2	1/4			1/4	1	1454				
80	78	309	313	0.0		0	0	Dynamic	4/4	2	1	0						f			
80	78	309	313	0.5		0	0	Chord	4/4	2	1	1/8			1/8	1	1455				
80	78	619/2	627/2	0.0		1/8	1/8	Dynamic	4/4	2	1	0						p			
80	78	619/2	627/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	1456				
80	78	310	314	0.5		1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	1457				
80	78	621/2	629/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	1458				
80	78	311	315	0.5		1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	1459				
80	78	623/2	631/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	1460				
80	78	312	316	0.5		3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	1461				
80	78	625/2	633/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	1462				
80	78	309	313	0.0		0	0	Dynamic	4/4	3	1	0						f			
80	78	309	313	0.5		0	0	Chord	4/4	3	1	1/8			1/8	1	1463				
80	78	619/2	627/2	0.0		1/8	1/8	Dynamic	4/4	3	1	0						p			
80	78	619/2	627/2	0.5		1/8	1/8	Chord	4/4	3	1	1/8			1/8	1	1464				
80	78	310	314	0.5		1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	1465				
80	78	621/2	629/2	0.5		3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	1466				
80	78	311	315	0.5		1/2	1/2	Chord	4/4	3	1	1/8			1/8	1	1467				
80	78	623/2	631/2	0.5		5/8	5/8	Chord	4/4	3	1	1/8			1/8	1	1468				
80	78	312	316	0.5		3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	1469				
80	78	625/2	633/2	0.5		7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	1470				
80	78	309	313	0.0		0	0	Dynamic	4/4	4	1	0						f			
80	78	309	313	0.5		0	0	Chord	4/4	4	1	1/8			1/8	1	1471				
80	78	619/2	627/2	0.0		1/8	1/8	Dynamic	4/4	4	1	0						p			
80	78	619/2	627/2	0.5		1/8	1/8	Chord	4/4	4	1	1/8			1/8	1	1472				
80	78	310	314	0.5		1/4	1/4	Chord	4/4	4	1	1/8			1/8	1	1473				
80	78	621/2	629/2	0.5		3/8	3/8	Chord	4/4	4	1	1/8			1/8	1	1474				
80	78	311	315	0.5		1/2	1/2	Chord	4/4	4	1	1/8			1/8	1	1475				
80	78	623/2	631/2	0.5		5/8	5/8	Chord	4/4	4	1	1/8			1/8	1	1476				
80	78	312	316	0.5		3/4	3/4	Chord	4/4	4	1	1/8			1/8	1	1477				
80	78	625/2	633/2	0.5		7/8	7/8	Chord	4/4	4	1	1/8			1/8	1	1478				
81	79	313	317	2.0		0	0	Chord	4/4	1	1	1/2			1/2	1	1479				160
81	79	315	319	1.0		1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	1480				
81	79	316	320	1.0		3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	1481				
81	79	313	317	0.5		0	0	Chord	4/4	2	1	1/8			1/8	1	1482				
81	79	627/2	635/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	1483				
81	79	314	318	0.5		1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	1484				
81	79	629/2	637/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	1485				
81	79	315	319	0.5		1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	1486				
