mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	tempo_visible	slur	decrescendo_hairpin
99	97	288	294	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	928							
99	97	286	292	0.0		0	0	StaffText	3/4	3	1	0						"<font size=""12""/><b><i>fp</i></b>"					
99	97	286	292	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	929							
99	97	287	293	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	930							
99	97	288	294	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	931							
99	97	286	292	0.0		0	0	StaffText	3/4	4	1	0						"<font size=""12""/><b><i>fp</i></b>"					
99	97	286	292	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	932							
99	97	287	293	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	933							
99	97	288	294	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	934							
100	98	289	295	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	935	articStaccatoAbove						
100	98	290	296	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	936	articStaccatoAbove						
100	98	291	297	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	937	articStaccatoAbove						
100	98	289	295	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	938							
100	98	290	296	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	939							
100	98	291	297	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	940							
100	98	289	295	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	941							
100	98	290	296	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	942							
100	98	291	297	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	943							
100	98	289	295	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	944							
100	98	290	296	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	945							
100	98	291	297	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	946							
101	99	292	298	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	947	articStaccatoAbove						
101	99	293	299	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	948	articStaccatoAbove						
101	99	294	300	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	949	articStaccatoAbove						
101	99	292	298	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	950							
101	99	293	299	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	951							
101	99	294	300	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	952							
101	99	292	298	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	953							
101	99	293	299	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	954							
101	99	294	300	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	955							
101	99	292	298	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	956							
101	99	293	299	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	957							
101	99	294	300	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	958							
102	100	295	301	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	959	articStaccatoAbove						
102	100	296	302	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	960	articStaccatoAbove						
102	100	297	303	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	961	articStaccatoAbove						
102	100	295	301	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	962							
102	100	296	302	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	963							
102	100	297	303	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	964							
102	100	295	301	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	965							
102	100	296	302	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	966							
102	100	297	303	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	967							
102	100	295	301	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	968							
102	100	296	302	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	969							
102	100	297	303	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	970							
103	101	298	304	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	971							
103	101	299	305	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	972							
103	101	300	306	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	973							
103	101	298	304	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	974							
103	101	299	305	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	975							
103	101	300	306	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	976							
103	101	298	304	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	977							
103	101	299	305	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	978							
103	101	300	306	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	979							
103	101	298	304	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	980							
103	101	299	305	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	981							
103	101	300	306	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	982							
104	102	301	307	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	983							
104	102	302	308	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	984							
104	102	303	309	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	985							
104	102	301	307	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	986							
104	102	302	308	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	987							
104	102	303	309	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	988							
104	102	301	307	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	989							
104	102	302	308	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	990							
104	102	303	309	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	991							
104	102	301	307	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	992							
104	102	302	308	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	993							
104	102	303	309	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	994							
105	103	304	310	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	995							
105	103	305	311	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	996							
105	103	306	312	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	997							
105	103	304	310	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	998							
105	103	305	311	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	999							
105	103	306	312	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1000							
105	103	304	310	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	1001							
105	103	305	311	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	1002							
105	103	306	312	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	1003							
105	103	304	310	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	1004							
105	103	305	311	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	1005							
105	103	306	312	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	1006							
106	104	307	313	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	1007							
106	104	308	314	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1008							
106	104	309	315	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1009							
106	104	307	313	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1010							
106	104	308	314	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1011							
106	104	309	315	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1012							
106	104	307	313	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	1013							
106	104	308	314	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	1014							
106	104	309	315	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	1015							
106	104	307	313	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	1016							
106	104	308	314	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	1017							
106	104	309	315	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	1018							
107	105	310	316	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	1019							
107	105	311	317	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1020						68	
107	105	623/2	635/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1021						68	
107	105	312	318	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1022						68	
107	105	625/2	637/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1023							
107	105	310	316	0.0		0	0	StaffText	3/4	2	1	0						"<font size=""12""/><b><i>fp</i></b>"					
107	105	310	316	0.0		0	0	StaffText	3/4	2	1	0						"<font size=""12""/><b><i>fp</i></b>"					
107	105	310	316	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1024							
107	105	311	317	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1025							
107	105	312	318	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1026							
107	105	310	316	0.0		0	0	StaffText	3/4	3	1	0						"<font size=""12""/><b><i>fp</i></b>"					
107	105	310	316	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	1027							
107	105	311	317	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	1028							
107	105	312	318	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	1029							
107	105	310	316	0.0		0	0	StaffText	3/4	4	1	0						"<font size=""12""/><b><i>fp</i></b>"					
107	105	310	316	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	1030							
107	105	311	317	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	1031							
107	105	312	318	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	1032							
108	106	313	319	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	1033	articStaccatoAbove						
108	106	314	320	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1034	articStaccatoAbove						
108	106	315	321	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1035	articStaccatoAbove						
108	106	313	319	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1036							
108	106	314	320	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1037							
108	106	315	321	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1038							
108	106	313	319	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	1039							
108	106	314	320	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	1040							
108	106	315	321	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	1041							
108	106	313	319	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	1042							
108	106	314	320	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	1043							
108	106	315	321	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	1044							
109	107	316	322	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	1045							
109	107	317	323	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1046							
109	107	318	324	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1047							
109	107	316	322	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1048							
109	107	317	323	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1049							
109	107	318	324	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1050							
109	107	316	322	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	1051							
109	107	317	323	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	1052							
109	107	318	324	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	1053							
109	107	316	322	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	1054							
109	107	317	323	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	1055							
109	107	318	324	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	1056							
110	108	319	325	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	1057							
110	108	320	326	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1058							
110	108	321	327	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1059							
110	108	319	325	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1060							
110	108	320	326	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1061							
110	108	321	327	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1062							
110	108	319	325	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	1063							
110	108	320	326	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	1064							
110	108	321	327	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	1065							
110	108	319	325	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	1066							
110	108	320	326	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	1067							
110	108	321	327	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	1068							
111	109	322	328	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	1069							
111	109	323	329	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1070							
111	109	324	330	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1071							
111	109	322	328	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1072							
111	109	323	329	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1073							
111	109	324	330	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1074							
111	109	322	328	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	1075							
111	109	323	329	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	1076							
111	109	324	330	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	1077							
111	109	322	328	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	1078							
111	109	323	329	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	1079							
111	109	324	330	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	1080							
112	110	325	331	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	1081							
112	110	326	332	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1082							
112	110	327	333	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1083							
112	110	325	331	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1084							
112	110	326	332	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1085							
112	110	327	333	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1086							
112	110	325	331	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	1087							
112	110	326	332	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	1088							
112	110	327	333	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	1089							
112	110	325	331	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	1090							
112	110	326	332	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	1091							
112	110	327	333	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	1092							
113	111	328	334	0.0		0	0	StaffText	3/4	1	1	0						"<font size=""10""/><i>dim.</i>"					
113	111	328	334	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	1093							
113	111	329	335	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1094							
113	111	330	336	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1095							
113	111	328	334	0.0		0	0	StaffText	3/4	2	1	0						"<font size=""10""/><i>dim.</i>"					
113	111	328	334	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1096							
113	111	329	335	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1097							
113	111	330	336	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1098							
113	111	328	334	0.0		0	0	StaffText	3/4	3	1	0						"<font size=""10""/><i>dim.</i>"					
113	111	328	334	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	1099							
113	111	329	335	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	1100							
113	111	330	336	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	1101							
113	111	328	334	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	1102							
113	111	329	335	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	1103							
113	111	330	336	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	1104							
114	112	331	337	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	1105							
114	112	332	338	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1106							
114	112	333	339	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1107							
114	112	331	337	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1108							
114	112	332	338	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1109							
114	112	333	339	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1110							
114	112	331	337	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	1111							
114	112	332	338	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	1112							
114	112	333	339	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	1113							
114	112	331	337	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	1114							
114	112	332	338	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	1115							
114	112	333	339	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	1116							
115	113	334	340	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	1117							
115	113	335	341	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1118							
115	113	336	342	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1119							
115	113	334	340	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1120							
115	113	335	341	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1121							
115	113	336	342	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1122							
115	113	334	340	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	1123							
115	113	335	341	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	1124							
115	113	336	342	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	1125							
115	113	334	340	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	1126							
115	113	335	341	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	1127							
115	113	336	342	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	1128							
116	114	337	343	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	1129							
116	114	338	344	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1130							
116	114	339	345	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1131							
116	114	337	343	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1132							
116	114	338	344	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1133							
116	114	339	345	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1134							
116	114	337	343	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	1135							
116	114	338	344	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	1136							
116	114	339	345	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	1137							
116	114	337	343	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	1138							
116	114	338	344	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	1139							
116	114	339	345	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	1140							
117	115	340	346	0.0		0	0	StaffText	3/4	1	1	0						"<font size=""12""/><b><i>pp</i></b>"					
117	115	340	346	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	1141							
117	115	341	347	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1142							
117	115	342	348	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1143							
117	115	340	346	0.0		0	0	StaffText	3/4	2	1	0						"<font size=""12""/><b><i>pp</i></b>"					
117	115	340	346	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1144							
117	115	341	347	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1145							
117	115	342	348	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1146							
117	115	340	346	0.0		0	0	StaffText	3/4	3	1	0						"<font size=""12""/><b><i>pp</i></b>"					
117	115	340	346	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	1147							
117	115	341	347	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	1148							
117	115	342	348	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	1149							
117	115	340	346	0.0		0	0	StaffText	3/4	4	1	0						"<font size=""12""/><b><i>pp</i></b>"					
117	115	340	346	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	1150							
117	115	341	347	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	1151							
117	115	342	348	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	1152							
118	116	343	349	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	1153							
118	116	344	350	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1154							
118	116	345	351	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1155							
118	116	343	349	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1156							
118	116	344	350	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1157							
118	116	345	351	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1158							
118	116	343	349	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	1159							
118	116	344	350	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	1160							
118	116	345	351	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	1161							
118	116	343	349	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	1162							
118	116	344	350	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	1163							
118	116	345	351	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	1164							
119	117	346	352	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	1165							
119	117	347	353	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1166							
119	117	348	354	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1167							
119	117	346	352	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1168							
119	117	347	353	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1169							
119	117	348	354	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1170							
119	117	346	352	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	1171							
119	117	347	353	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	1172							
119	117	348	354	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	1173							
119	117	346	352	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	1174							
119	117	347	353	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	1175							
119	117	348	354	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	1176							
120	118	349	355	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	1177							
120	118	350	356	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1178							
120	118	351	357	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1179							
120	118	349	355	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1180							
120	118	350	356	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1181							
120	118	351	357	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1182							
120	118	349	355	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	1183							
120	118	350	356	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	1184							
120	118	351	357	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	1185							
120	118	349	355	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	1186							
120	118	350	356	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	1187							
120	118	351	357	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	1188							
121	119	352	358	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	1189							
121	119	353	359	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1190							
121	119	354	360	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1191							
121	119	352	358	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1192							
121	119	353	359	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1193							
121	119	354	360	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1194							
121	119	352	358	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	1195							
121	119	353	359	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	1196						69	
121	119	707/2	719/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	1197						69	
121	119	354	360	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	1198						69	
121	119	709/2	721/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	1199							
121	119	352	358	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	1200							
121	119	353	359	0.5		1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	1201						70	
121	119	707/2	719/2	0.5		3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	1202						70	
121	119	354	360	0.5		1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	1203						70	
121	119	709/2	721/2	0.5		5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	1204							
122	120	355	361	0.0		0	0	StaffText	3/4	1	1	0						"<font size=""10""/><i>cresc.</i>"					
122	120	355	361	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	1205							
122	120	356	362	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1206							
122	120	357	363	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1207							
122	120	355	361	0.0		0	0	StaffText	3/4	2	1	0						"<font size=""10""/><i>cresc.</i>"					
122	120	355	361	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1208							
122	120	356	362	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1209							
122	120	357	363	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1210							
122	120	355	361	0.0		0	0	StaffText	3/4	3	1	0						"<font size=""10""/><i>cresc.</i>"					
122	120	355	361	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	1211							
122	120	356	362	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	1212						71	
122	120	713/2	725/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	1213						71	
122	120	357	363	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	1214						71	
122	120	715/2	727/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	1215							
