mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin	Trill:trill
11	11	63/4	63/4	0.25	3/16	3/16	Chord	3/8	3	1	1/16		1/16	1	46										
11	11	16	16	0.25	1/4	1/4	Chord	3/8	3	1	1/16		1/16	1	47										
11	11	65/4	65/4	0.25	5/16	5/16	Chord	3/8	3	1	1/16		1/16	1	48										
12	12	33/2	33/2	0.0	0	0	Dynamic	3/8	1	1	0					pp									
12	12	69/4	69/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	49		articStaccatoAbove								
12	12	35/2	35/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	50		articStaccatoAbove								
12	12	71/4	71/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	51		articStaccatoAbove								
12	12	33/2	33/2	1.5	0	0	Chord	3/8	3	1	3/8		1/4	3/2	52										
13	13	18	18	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	53		articStaccatoAbove								
13	13	73/4	73/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	54		articStaccatoAbove								
13	13	37/2	37/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	55		articStaccatoAbove								
13	13	75/4	75/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	56		articStaccatoAbove								
13	13	19	19	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	57		articStaccatoAbove								
13	13	77/4	77/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	58		articStaccatoAbove								
14	14	39/2	39/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	59		articStaccatoAbove								
14	14	79/4	79/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	60		articStaccatoAbove								
14	14	20	20	0.75	1/8	1/8	Chord	3/8	1	1	3/16		1/8	3/2	61										
14	14	83/4	83/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	62										
15	15	21	21	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	63		articStaccatoAbove								
15	15	85/4	85/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	64		articStaccatoAbove								
15	15	43/2	43/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	65		articStaccatoAbove								
15	15	87/4	87/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	66		articStaccatoAbove								
15	15	22	22	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	67		articStaccatoAbove								
15	15	89/4	89/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	68		articStaccatoAbove								
16	16	45/2	45/2	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	69										
17	17	24	24	0.0	0	0	StaffText	3/8	3	1	0							<i>cresc.</i>							
17	17	24	24	0.0	0	0	StaffText	3/8	3	1	0							<i>cresc.</i>							
17	17	24	24	0.25	0	0	Chord	3/8	3	1	1/16		1/16	1	70		articStaccatoAbove								
17	17	97/4	97/4	0.25	1/16	1/16	Chord	3/8	3	1	1/16		1/16	1	71		articStaccatoAbove								
17	17	49/2	49/2	0.5	1/8	1/8	Chord	3/8	3	1	1/8		1/8	1	72		articStaccatoAbove								
17	17	25	25	0.5	1/4	1/4	Chord	3/8	3	1	1/8		1/8	1	73		articStaccatoAbove								
17	17	24	24	0.25	0	0	Chord	3/8	4	1	1/16		1/16	1	74		articStaccatoAbove								
17	17	97/4	97/4	0.25	1/16	1/16	Chord	3/8	4	1	1/16		1/16	1	75		articStaccatoAbove								
17	17	49/2	49/2	0.5	1/8	1/8	Chord	3/8	4	1	1/8		1/8	1	76		articStaccatoAbove								
17	17	25	25	0.5	1/4	1/4	Chord	3/8	4	1	1/8		1/8	1	77		articStaccatoAbove								
18	18	51/2	51/2	0.0	0	0	StaffText	3/8	2	1	0							<i>cresc.</i>							
18	18	51/2	51/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	78		articStaccatoAbove								
18	18	103/4	103/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	79		articStaccatoAbove								
18	18	26	26	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	80		articStaccatoAbove								
18	18	53/2	53/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	81		articStaccatoAbove								
18	18	51/2	51/2	0.25	0	0	Chord	3/8	3	1	1/16		1/16	1	82										
18	18	103/4	103/4	0.25	1/16	1/16	Chord	3/8	3	1	1/16		1/16	1	83										
18	18	26	26	0.5	1/8	1/8	Chord	3/8	3	1	1/8		1/8	1	84										
18	18	53/2	53/2	0.5	1/4	1/4	Chord	3/8	3	1	1/8		1/8	1	85										
18	18	51/2	51/2	0.25	0	0	Chord	3/8	4	1	1/16		1/16	1	86										
18	18	103/4	103/4	0.25	1/16	1/16	Chord	3/8	4	1	1/16		1/16	1	87										
18	18	26	26	0.5	1/8	1/8	Chord	3/8	4	1	1/8		1/8	1	88										
18	18	53/2	53/2	0.5	1/4	1/4	Chord	3/8	4	1	1/8		1/8	1	89										
19	19	27	27	0.0	0	0	StaffText	3/8	1	1	0							<i>cresc.</i>							
19	19	27	27	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	90		articStaccatoAbove								
19	19	109/4	109/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	91		articStaccatoAbove								
19	19	55/2	55/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	92		articStaccatoAbove								
19	19	28	28	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	93		articStaccatoAbove								
19	19	27	27	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	94										
19	19	109/4	109/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	95										
19	19	55/2	55/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	96										
19	19	28	28	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	97										
19	19	27	27	0.25	0	0	Chord	3/8	3	1	1/16		1/16	1	98										
19	19	109/4	109/4	0.25	1/16	1/16	Chord	3/8	3	1	1/16		1/16	1	99										
19	19	55/2	55/2	0.5	1/8	1/8	Chord	3/8	3	1	1/8		1/8	1	100										
19	19	28	28	0.5	1/4	1/4	Chord	3/8	3	1	1/8		1/8	1	101										
19	19	27	27	0.25	0	0	Chord	3/8	4	1	1/16		1/16	1	102										
19	19	109/4	109/4	0.25	1/16	1/16	Chord	3/8	4	1	1/16		1/16	1	103										
19	19	55/2	55/2	0.5	1/8	1/8	Chord	3/8	4	1	1/8		1/8	1	104										
19	19	28	28	0.5	1/4	1/4	Chord	3/8	4	1	1/8		1/8	1	105										
20	20	57/2	57/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	106										
20	20	115/4	115/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	107										
20	20	29	29	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	108										
20	20	117/4	117/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	109										
20	20	59/2	59/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	110										
20	20	119/4	119/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	111										
20	20	57/2	57/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	112										
20	20	115/4	115/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	113										
20	20	29	29	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	114										
20	20	117/4	117/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	115										
20	20	59/2	59/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	116										
20	20	119/4	119/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	117										
20	20	57/2	57/2	0.25	0	0	Chord	3/8	3	1	1/16		1/16	1	118										
20	20	115/4	115/4	0.25	1/16	1/16	Chord	3/8	3	1	1/16		1/16	1	119										
20	20	29	29	0.25	1/8	1/8	Chord	3/8	3	1	1/16		1/16	1	120										
20	20	117/4	117/4	0.25	3/16	3/16	Chord	3/8	3	1	1/16		1/16	1	121										
20	20	59/2	59/2	0.25	1/4	1/4	Chord	3/8	3	1	1/16		1/16	1	122										
20	20	119/4	119/4	0.25	5/16	5/16	Chord	3/8	3	1	1/16		1/16	1	123										
20	20	57/2	57/2	0.25	0	0	Chord	3/8	4	1	1/16		1/16	1	124										
20	20	115/4	115/4	0.25	1/16	1/16	Chord	3/8	4	1	1/16		1/16	1	125										
20	20	29	29	0.25	1/8	1/8	Chord	3/8	4	1	1/16		1/16	1	126										
20	20	117/4	117/4	0.25	3/16	3/16	Chord	3/8	4	1	1/16		1/16	1	127										
20	20	59/2	59/2	0.25	1/4	1/4	Chord	3/8	4	1	1/16		1/16	1	128										
20	20	119/4	119/4	0.25	5/16	5/16	Chord	3/8	4	1	1/16		1/16	1	129										
21	21	30	30	0.0	0	0	Dynamic	3/8	1	1	0					f									
21	21	30	30	0.0	0	0	Spanner	3/8	1	1	0													0	
21	21	30	30	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	130									0	
21	21	30	30	0.0	0	0	Dynamic	3/8	2	1	0					f									
21	21	30	30	0.0	0	0	Spanner	3/8	2	1	0													1	
21	21	30	30	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	131									1	
21	21	30	30	0.0	0	0	Dynamic	3/8	3	1	0					f									
21	21	30	30	0.0	0	0	Spanner	3/8	3	1	0													2	
21	21	30	30	1.5	0	0	Chord	3/8	3	1	3/8		1/4	3/2	132									2	
21	21	30	30	0.0	0	0	Dynamic	3/8	4	1	0					f									
21	21	30	30	0.0	0	0	Spanner	3/8	4	1	0													3	
21	21	30	30	1.5	0	0	Chord	3/8	4	1	3/8		1/4	3/2	133									3	
22	22	63/2	63/2	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	134									0	
22	22	63/2	63/2	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	135									1	
22	22	63/2	63/2	1.5	0	0	Chord	3/8	3	1	3/8		1/4	3/2	136									2	
22	22	63/2	63/2	1.5	0	0	Chord	3/8	4	1	3/8		1/4	3/2	137									3	
23	23	33	33	0.0	0	0	Dynamic	3/8	1	1	0					p									
23	23	33	33	0.0	0	0	Spanner	3/8	1	1	0														
23	23	33	33	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	138							0			
23	23	67/2	67/2	0.0	1/8	1/8	StaffText	3/8	1	1	0							<i>dol.</i>				0			
23	23	67/2	67/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	139							0			
23	23	34	34	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	140							0			
23	23	33	33	0.0	0	0	Dynamic	3/8	2	1	0					p									
23	23	33	33	0.0	0	0	Spanner	3/8	2	1	0														
23	23	33	33	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	141							1			
23	23	67/2	67/2	0.0	1/8	1/8	StaffText	3/8	2	1	0							<i>dol.</i>				1			
23	23	67/2	67/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	142							1			
23	23	34	34	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	143										
23	23	33	33	0.0	0	0	Dynamic	3/8	3	1	0					p									
23	23	33	33	0.0	0	0	Spanner	3/8	3	1	0														
23	23	33	33	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	144							2			
23	23	67/2	67/2	0.0	1/8	1/8	StaffText	3/8	3	1	0							<i>dol.</i>				2			
23	23	67/2	67/2	0.5	1/8	1/8	Chord	3/8	3	1	1/8		1/8	1	145							2			
23	23	34	34	0.5	1/4	1/4	Chord	3/8	3	1	1/8		1/8	1	146							2			
23	23	33	33	0.0	0	0	Dynamic	3/8	4	1	0					p									
23	23	33	33	0.0	0	0	Spanner	3/8	4	1	0														
23	23	33	33	0.5	0	0	Chord	3/8	4	1	1/8		1/8	1	147							3			
23	23	67/2	67/2	0.0	1/8	1/8	StaffText	3/8	4	1	0							<i>dol.</i>				3			
23	23	67/2	67/2	0.5	1/8	1/8	Chord	3/8	4	1	1/8		1/8	1	148							3			
23	23	34	34	0.5	1/4	1/4	Chord	3/8	4	1	1/8		1/8	1	149							3			
24	24	69/2	69/2	0.375	0	0	Chord	3/8	1	1	3/32		1/16	3/2	150							0			
24	24	279/8	279/8	0.125	3/32	3/32	Chord	3/8	1	1	1/32		1/32	1	151							0			
24	24	35	35	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	152							0			
24	24	71/2	71/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	153										
24	24	69/2	69/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	154							4			
24	24	35	35	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	155										
24	24	71/2	71/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	156										
24	24	69/2	69/2	0.375	0	0	Chord	3/8	3	1	3/32		1/16	3/2	157							2			
24	24	279/8	279/8	0.125	3/32	3/32	Chord	3/8	3	1	1/32		1/32	1	158							2			
24	24	35	35	0.5	1/8	1/8	Chord	3/8	3	1	1/8		1/8	1	159							2			
24	24	71/2	71/2	0.5	1/4	1/4	Chord	3/8	3	1	1/8		1/8	1	160										
24	24	69/2	69/2	0.5	0	0	Chord	3/8	4	1	1/8		1/8	1	161							3			
24	24	35	35	0.5	1/8	1/8	Chord	3/8	4	1	1/8		1/8	1	162							3			
24	24	71/2	71/2	0.5	1/4	1/4	Chord	3/8	4	1	1/8		1/8	1	163										
25	25	36	36	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	164							5			
25	25	73/2	73/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	165							5			
25	25	37	37	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	166							5			
25	25	36	36	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	167							6			
25	25	73/2	73/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	168							6			
25	25	37	37	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	169							6			
25	25	36	36	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	170							7			
25	25	73/2	73/2	0.5	1/8	1/8	Chord	3/8	3	1	1/8		1/8	1	171							7			
25	25	37	37	0.5	1/4	1/4	Chord	3/8	3	1	1/8		1/8	1	172							7			
25	25	36	36	0.5	0	0	Chord	3/8	4	1	1/8		1/8	1	173							8			
25	25	73/2	73/2	0.5	1/8	1/8	Chord	3/8	4	1	1/8		1/8	1	174							8			
25	25	37	37	0.5	1/4	1/4	Chord	3/8	4	1	1/8		1/8	1	175							8			
26	26	75/2	75/2	0.375	0	0	Chord	3/8	1	1	3/32		1/16	3/2	176							5			
26	26	303/8	303/8	0.125	3/32	3/32	Chord	3/8	1	1	1/32		1/32	1	177							5			
26	26	38	38	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	178							5			
26	26	77/2	77/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	179										
26	26	75/2	75/2	0.375	0	0	Chord	3/8	2	1	3/32		1/16	3/2	180							6			
26	26	303/8	303/8	0.125	3/32	3/32	Chord	3/8	2	1	1/32		1/32	1	181							6			
26	26	38	38	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	182							6			
26	26	77/2	77/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	183										
26	26	75/2	75/2	0.375	0	0	Chord	3/8	3	1	3/32		1/16	3/2	184							7			
26	26	303/8	303/8	0.125	3/32	3/32	Chord	3/8	3	1	1/32		1/32	1	185							7			
26	26	38	38	0.5	1/8	1/8	Chord	3/8	3	1	1/8		1/8	1	186							7			
26	26	77/2	77/2	0.5	1/4	1/4	Chord	3/8	3	1	1/8		1/8	1	187										
26	26	75/2	75/2	0.5	0	0	Chord	3/8	4	1	1/8		1/8	1	188							8			
26	26	38	38	0.5	1/8	1/8	Chord	3/8	4	1	1/8		1/8	1	189							8			
26	26	77/2	77/2	0.5	1/4	1/4	Chord	3/8	4	1	1/8		1/8	1	190										
27	27	39	39	0.0	0	0	Dynamic	3/8	1	1	0					f									
27	27	39	39	0.375	0	0	Chord	3/8	1	1	3/32		1/16	3/2	191							9			
27	27	315/8	315/8	0.125	3/32	3/32	Chord	3/8	1	1	1/32		1/32	1	192										
27	27	79/2	79/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	193		articStaccatoAbove								
27	27	39	39	0.0	0	0	Dynamic	3/8	2	1	0					f									
27	27	39	39	0.375	0	0	Chord	3/8	2	1	3/32		1/16	3/2	194										
27	27	315/8	315/8	0.125	3/32	3/32	Chord	3/8	2	1	1/32		1/32	1	195										
27	27	79/2	79/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	196		articStaccatoBelow								
27	27	39	39	0.0	0	0	Dynamic	3/8	3	1	0					f									
27	27	39	39	0.375	0	0	Chord	3/8	3	1	3/32		1/16	3/2	197							10			
27	27	315/8	315/8	0.125	3/32	3/32	Chord	3/8	3	1	1/32		1/32	1	198										
27	27	79/2	79/2	0.5	1/8	1/8	Chord	3/8	3	1	1/8		1/8	1	199		articStaccatoBelow								
27	27	39	39	0.0	0	0	Dynamic	3/8	4	1	0					f									
27	27	39	39	0.375	0	0	Chord	3/8	4	1	3/32		1/16	3/2	200							11			
27	27	315/8	315/8	0.125	3/32	3/32	Chord	3/8	4	1	1/32		1/32	1	201										
27	27	79/2	79/2	0.5	1/8	1/8	Chord	3/8	4	1	1/8		1/8	1	202		articStaccatoAbove								
28	28	41	41	0.0	1/8	1/8	Dynamic	3/8	1	1	0					p									
28	28	41	41	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	203		articStaccatoBelow								
28	28	41	41	0.0	1/8	1/8	Dynamic	3/8	2	1	0					p									
28	28	41	41	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	204		articStaccatoBelow								
28	28	41	41	0.0	1/8	1/8	Dynamic	3/8	3	1	0					p									
28	28	41	41	0.5	1/8	1/8	Chord	3/8	3	1	1/8		1/8	1	205		articStaccatoAbove								
28	28	41	41	0.0	1/8	1/8	Dynamic	3/8	4	1	0					p									
28	28	41	41	0.5	1/8	1/8	Chord	3/8	4	1	1/8		1/8	1	206		articStaccatoAbove								
29	29	42	42	0.0	0	0	Dynamic	3/8	1	1	0					ff									
29	29	42	42	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	207										
29	29	169/4	169/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	208										
29	29	85/2	85/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	209										
29	29	43	43	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	210										
29	29	42	42	0.0	0	0	Dynamic	3/8	2	1	0					ff									
29	29	42	42	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	211										
29	29	169/4	169/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	212										
29	29	85/2	85/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	213										
29	29	43	43	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	214										
29	29	42	42	0.0	0	0	Dynamic	3/8	3	1	0					ff									
29	29	42	42	0.25	0	0	Chord	3/8	3	1	1/16		1/16	1	215										
29	29	169/4	169/4	0.25	1/16	1/16	Chord	3/8	3	1	1/16		1/16	1	216										
29	29	85/2	85/2	0.5	1/8	1/8	Chord	3/8	3	1	1/8		1/8	1	217										
29	29	43	43	0.5	1/4	1/4	Chord	3/8	3	1	1/8		1/8	1	218										
29	29	42	42	0.0	0	0	Dynamic	3/8	4	1	0					ff									
29	29	42	42	0.25	0	0	Chord	3/8	4	1	1/16		1/16	1	219										
29	29	169/4	169/4	0.25	1/16	1/16	Chord	3/8	4	1	1/16		1/16	1	220										
29	29	85/2	85/2	0.5	1/8	1/8	Chord	3/8	4	1	1/8		1/8	1	221										
29	29	43	43	0.5	1/4	1/4	Chord	3/8	4	1	1/8		1/8	1	222										
30	30	87/2	87/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	223										
30	30	175/4	175/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	224										
30	30	44	44	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	225										
30	30	89/2	89/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	226										
30	30	87/2	87/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	227										
30	30	175/4	175/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	228										
30	30	44	44	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	229										
30	30	89/2	89/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	230										
30	30	87/2	87/2	0.25	0	0	Chord	3/8	3	1	1/16		1/16	1	231										
30	30	175/4	175/4	0.25	1/16	1/16	Chord	3/8	3	1	1/16		1/16	1	232										
30	30	44	44	0.5	1/8	1/8	Chord	3/8	3	1	1/8		1/8	1	233										
30	30	89/2	89/2	0.5	1/4	1/4	Chord	3/8	3	1	1/8		1/8	1	234										
30	30	87/2	87/2	0.25	0	0	Chord	3/8	4	1	1/16		1/16	1	235										
30	30	175/4	175/4	0.25	1/16	1/16	Chord	3/8	4	1	1/16		1/16	1	236										
30	30	44	44	0.5	1/8	1/8	Chord	3/8	4	1	1/8		1/8	1	237										
30	30	89/2	89/2	0.5	1/4	1/4	Chord	3/8	4	1	1/8		1/8	1	238										
31	31	45	45	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	239										
31	31	181/4	181/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	240										
