quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	harmony_layer	label	alt_label	regex_match	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	pedalend	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
26	2.0	14	14	0	0	2/4	4	1		1	vo7		dcml	Bb	#i		vo7		v	o	7						o7	0	1	1, -2, -5, -8		1	1
28	2.0	15	15	0	0	2/4	4	1		1	#vio7		dcml	Bb	#i		#vio7		#vi	o	7						o7	0	1	3, 0, -3, -6		3	3
30	2.0	16	16	0	0	2/4	4	1		1	vo65		dcml	Bb	#i		vo65		v	o	65						o7	0	1	-2, -5, -8, 1		1	-2
32	3.0	17	17	0	0	2/4	4	1		1	#IV.viio2		dcml	Bb	#IV		viio2		vii	o	2						o7	0	0	-4, 5, 2, -1		5	-4
35	0.875	18	18	1/4	1/4	2/4	4	1		1	V2		dcml	Bb	#IV		V2		V		2						Mm7	0	0	-1, 1, 5, 2		1	-1
287/8	0.125	18	18	15/32	15/32	2/4	4	1		1	vi64		dcml	Bb	#IV		vi64		vi		64						m	0	0	4, 3, 0		3	4
36	0.875	19	19	0	0	2/4	4	1		1	viio6		dcml	Bb	#IV		viio6		vii	o	6						o	0	0	2, -1, 5		5	2
295/8	0.125	19	19	7/32	7/32	2/4	4	1		1	I		dcml	Bb	#IV		I		I								M	0	0	0, 4, 1		0	0
37	1.0	19	19	1/4	1/4	2/4	4	1		1	viio		dcml	Bb	#IV		viio		vii	o							o	0	0	5, 2, -1		5	5
38	2.0	20	20	0	0	2/4	4	1		1	viio]		dcml	Bb	#IV		viio		vii	o				]			o	0	0	5, 2, -1		5	5
40	1.0	21	21	0	0	2/4	4	1		1	#i.iv		dcml	Bb	#i		iv		iv								m	0	1	-1, -4, 0		-1	-1
41	1.0	21	21	1/4	1/4	2/4	4	1		1	V6		dcml	Bb	#i		V6		V		6						M	0	1	5, 2, 1		1	5
42	1.0	22	22	0	0	2/4	4	1		1	i		dcml	Bb	#i		i		i								m	0	1	0, -3, 1		0	0
43	1.0	22	22	1/4	1/4	2/4	4	1		1	#ii.V6/iv		dcml	Bb	#ii		V6/iv		V		6		iv				M	0	1	4, 1, 0		0	4
44	1.0	23	23	0	0	2/4	4	1		1	iv6		dcml	Bb	#ii		iv6		iv		6						m	0	1	-4, 0, -1		-1	-4
45	1.0	23	23	1/4	1/4	2/4	4	1		1	V		dcml	Bb	#ii		V		V								M	0	1	1, 5, 2		1	1
46	1.0	24	24	0	0	2/4	4	1		1	i6		dcml	Bb	#ii		i6		i		6						m	0	1	-3, 1, 0		0	-3
47	1.0	24	24	1/4	1/4	2/4	4	1		1	#III		dcml	Bb	#ii		#III		#III								M	0	1	4, 8, 5		4	4
48	1.0	25	25	0	0	2/4	4	1		1	bvii		dcml	Bb	#ii		bvii		bvii								m	0	1	-9, -12, -8		-9	-9
49	1.0	25	25	1/4	1/4	2/4	4	1		1	I6		dcml	Bb	#ii		I6		I		6						M	0	1	4, 1, 0		0	4
50	1.0	26	26	0	0	2/4	4	1		1	iv		dcml	Bb	#ii		iv		iv								m	0	1	-1, -4, 0		-1	-1
51	1.0	26	26	1/4	1/4	2/4	4	1		1	V6		dcml	Bb	#ii		V6		V		6						M	0	1	5, 2, 1		1	5
52	1.0	27	27	0	0	2/4	4	1		1	i6		dcml	Bb	#ii		i6		i		6						m	0	1	-3, 1, 0		0	-3
53	1.0	27	27	1/4	1/4	2/4	4	1		1	II6		dcml	Bb	#ii		II6		II		6						M	0	1	6, 3, 2		2	6
54	1.0	28	28	0	0	2/4	4	1		1	v		dcml	Bb	#ii		v		v								m	0	1	1, -2, 2		1	1
55	1.0	28	28	1/4	1/4	2/4	4	1		1	II		dcml	Bb	#ii		II		II								M	0	1	2, 6, 3		2	2
56	1.0	29	29	0	0	2/4	4	1		1	i.ii		dcml	Bb	i		ii		ii								m	0	1	2, -1, 3		2	2
57	1.0	29	29	1/4	1/4	2/4	4	1		1	#viio43		dcml	Bb	i		#viio43		#vii	o	43						o7	0	1	-1, -4, 5, 2		5	-1
58	1.0	30	30	0	0	2/4	4	1		1	i6		dcml	Bb	i		i6		i		6						m	0	1	-3, 1, 0		0	-3
59	1.0	30	30	1/4	1/4	2/4	4	1		1	#viio43/ii		dcml	Bb	i		#viio43/ii		#vii	o	43		ii				o7	0	1	1, -2, 7, 4		7	1
60	1.0	31	31	0	0	2/4	4	1		1	ii6		dcml	Bb	i		ii6		ii		6						m	0	1	-1, 3, 2		2	-1
61	1.0	31	31	1/4	1/4	2/4	4	1		1	#viio43/iii		dcml	Bb	i		#viio43/iii		#vii	o	43		iii				o7	0	1	-4, -7, 2, -1		2	-4
62	1.0	32	32	0	0	2/4	4	1		1	iii6		dcml	Bb	i		iii6		iii		6						m	0	1	-6, -2, -3		-3	-6
63	1.0	32	32	1/4	1/4	2/4	4	1		1	V65/vi		dcml	Bb	i		V65/vi		V		65		vi				Mm7	0	1	1, -2, -5, -3		-3	1
64	1.0	33	33	0	0	2/4	4	1		1	vi		dcml	Bb	i		vi		vi								m	0	1	-4, -7, -3		-4	-4
65	1.0	33	33	1/4	1/4	2/4	4	1		1	V6/iii		dcml	Bb	i		V6/iii		V		6		iii				M	0	1	2, -1, -2		-2	2
66	1.0	34	34	0	0	2/4	4	1		1	iii		dcml	Bb	i		iii		iii								m	0	1	-3, -6, -2		-3	-3
67	1.0	34	34	1/4	1/4	2/4	4	1		1	vii.V6		dcml	Bb	vii		V6		V		6						M	0	1	5, 2, 1		1	5
68	1.0	35	35	0	0	2/4	4	1		1	i		dcml	Bb	vii		i		i								m	0	1	0, -3, 1		0	0
69	1.0	35	35	1/4	1/4	2/4	4	1		1	bII6		dcml	Bb	vii		bII6		bII		6						M	0	1	-1, -4, -5		-5	-1
70	1.0	36	36	0	0	2/4	4	1		1	viio7(6)/V		dcml	Bb	vii		viio7(6)/V		vii	o	7	6	V				o7	0	1	6, 3, 2, -3		6	6
71	1.0	36	36	1/4	1/4	2/4	4	1		1	viio7/V		dcml	Bb	vii		viio7/V		vii	o	7		V				o7	0	1	6, 3, 0, -3		6	6
72	2.0	37	37	0	0	2/4	4	1		1	V(64)	i64	dcml	Bb	vii		V(64)		V			64					M	0	1	1, 0, -3		1	1
74	2.0	38	38	0	0	2/4	4	1		1	Ger6		dcml	Bb	vii		Ger6	Ger	vii	o	65	b3	V				Ger	0	1	-4, 0, -3, 6		6	-4
76	2.0	39	39	0	0	2/4	4	1		1	ii.vii7/V		dcml	Bb	ii		vii7/V		vii		7		V				mm7	0	1	6, 3, 7, 4		6	6
78	1.0	40	40	0	0	2/4	4	1		1	i64(2)		dcml	Bb	ii		i64(2)		i		64	2					m	0	1	1, 2, -3		0	1
79	1.0	40	40	1/4	1/4	2/4	4	1		1	i64		dcml	Bb	ii		i64		i		64						m	0	1	1, 0, -3		0	1
80	1.0	41	41	0	0	2/4	4	1		1	bV7(2)/V		dcml	Bb	ii		bV7(2)/V		bV		7	2	V				Mm7	0	1	4, -1, -4, -7		-5	4
81	1.0	41	41	1/4	1/4	2/4	4	1		1	bV7/V		dcml	Bb	ii		bV7/V		bV		7		V				Mm7	0	1	-5, -1, -4, -7		-5	-5
82	2.0	42	42	0	0	2/4	4	1		1	i.#viio7		dcml	Bb	i		#viio7		#vii	o	7						o7	0	1	5, 2, -1, -4		5	5
84	1.0	43	43	0	0	2/4	4	1		1	i		dcml	Bb	i		i		i								m	0	1	0, -3, 1		0	0
85	0.5	43	43	1/4	1/4	2/4	4	1		1	ii%65		dcml	Bb	i		ii%65		ii	%	65						%7	0	1	-1, -4, 0, 2		2	-1
171/2	0.5	43	43	3/8	3/8	2/4	4	1		1	ii%43		dcml	Bb	i		ii%43		ii	%	43						%7	0	1	-4, 0, 2, -1		2	-4
86	1.0	44	44	0	0	2/4	4	1		1	V(64)		dcml	Bb	i		V(64)		V			64					M	0	1	1, 0, -3		1	1
87	1.0	44	44	1/4	1/4	2/4	4	1		1	V\\		dcml	Bb	i		V		V							\\	M	0	1	1, 5, 2		1	1
88	0.5	46	45	0	0	3/8	4	1		1	I		dcml	Bb	i		I		I								M	0	1	0, 4, 1		0	0
177/2	1.0	46	45	1/8	1/8	3/8	4	1		1	I64		dcml	Bb	i		I64		I		64						M	0	1	1, 0, 4		0	1
179/2	0.5	47	46	0	0	3/8	4	1		1	V65		dcml	Bb	i		V65		V		65						Mm7	0	1	5, 2, -1, 1		1	5
90	1.0	47	46	1/8	1/8	3/8	4	1		1	V7		dcml	Bb	i		V7		V		7						Mm7	0	1	1, 5, 2, -1		1	1
91	0.5	48	47	0	0	3/8	4	1		1	V6		dcml	Bb	i		V6		V		6						M	0	1	5, 2, 1		1	5
183/2	0.5	48	47	1/8	1/8	3/8	4	1		1	V43/V		dcml	Bb	i		V43/V		V		43		V				Mm7	0	1	3, 0, 2, 6		2	3
92	0.5	48	47	1/4	1/4	3/8	4	1		1	V7		dcml	Bb	i		V7		V		7						Mm7	0	1	1, 5, 2, -1		1	1
185/2	1.0	49	48	0	0	3/8	4	1		1	I		dcml	Bb	i		I		I								M	0	1	0, 4, 1		0	0
187/2	0.5	49	48	1/4	1/4	3/8	4	1		1	V65/IV		dcml	Bb	i		V65/IV		V		65		IV				Mm7	0	1	4, 1, -2, 0		0	4
94	0.5	50	49	0	0	3/8	4	1		1	IV		dcml	Bb	i		IV		IV								M	0	1	-1, 3, 0		-1	-1
189/2	0.5	50	49	1/8	1/8	3/8	4	1		1	#viio6/vi		dcml	Bb	i		#viio6/vi		#vii	o	6		vi				o	0	1	-2, -5, 1		1	-2
95	0.5	50	49	1/4	1/4	3/8	4	1		1	#viio/ii		dcml	Bb	i		#viio/ii		#vii	o			ii				o	0	1	7, 4, 1		7	7
191/2	0.5	51	50	0	0	3/8	4	1		1	ii		dcml	Bb	i		ii		ii								m	0	1	2, -1, 3		2	2
96	0.5	51	50	1/8	1/8	3/8	4	1		1	V6/vi		dcml	Bb	i		V6/vi		V		6		vi				M	0	1	1, -2, -3		-3	1
193/2	0.5	51	50	1/4	1/4	3/8	4	1		1	vi		dcml	Bb	i		vi		vi								m	0	1	-4, -7, -3		-4	-4
97	0.5	52	51	0	0	3/8	4	1		1	ii6		dcml	Bb	i		ii6		ii		6						m	0	1	-1, 3, 2		2	-1
195/2	0.5	52	51	1/8	1/8	3/8	4	1		1	ii		dcml	Bb	i		ii		ii								m	0	1	2, -1, 3		2	2
98	0.5	52	51	1/4	1/4	3/8	4	1		1	ii6		dcml	Bb	i		ii6		ii		6						m	0	1	-1, 3, 2		2	-1
197/2	1.5	53	52	0	0	3/8	4	1		1	V\\		dcml	Bb	i		V		V							\\	M	0	1	1, 5, 2		1	1
100	0.5	54	53	0	0	3/8	4	1		1	I		dcml	Bb	i		I		I								M	0	1	0, 4, 1		0	0
201/2	1.0	54	53	1/8	1/8	3/8	4	1		1	I64		dcml	Bb	i		I64		I		64						M	0	1	1, 0, 4		0	1
203/2	0.5	55	54	0	0	3/8	4	1		1	V65		dcml	Bb	i		V65		V		65						Mm7	0	1	5, 2, -1, 1		1	5
102	1.0	55	54	1/8	1/8	3/8	4	1		1	V7		dcml	Bb	i		V7		V		7						Mm7	0	1	1, 5, 2, -1		1	1
103	0.5	56	55	0	0	3/8	4	1		1	V6		dcml	Bb	i		V6		V		6						M	0	1	5, 2, 1		1	5
207/2	0.5	56	55	1/8	1/8	3/8	4	1		1	V43/V		dcml	Bb	i		V43/V		V		43		V				Mm7	0	1	3, 0, 2, 6		2	3
104	0.5	56	55	1/4	1/4	3/8	4	1		1	V7		dcml	Bb	i		V7		V		7						Mm7	0	1	1, 5, 2, -1		1	1
209/2	1.0	57	56	0	0	3/8	4	1		1	I		dcml	Bb	i		I		I								M	0	1	0, 4, 1		0	0
211/2	0.5	57	56	1/4	1/4	3/8	4	1		1	V65/IV		dcml	Bb	i		V65/IV		V		65		IV				Mm7	0	1	4, 1, -2, 0		0	4
106	0.5	58	57	0	0	3/8	4	1		1	IV		dcml	Bb	i		IV		IV								M	0	1	-1, 3, 0		-1	-1
213/2	0.5	58	57	1/8	1/8	3/8	4	1		1	vii%7		dcml	Bb	i		vii%7		vii	%	7						%7	0	1	-2, -5, -8, -4		-2	-2
107	0.5	58	57	1/4	1/4	3/8	4	1		1	#viio/ii		dcml	Bb	i		#viio/ii		#vii	o			ii				o	0	1	7, 4, 1		7	7
215/2	0.5	59	58	0	0	3/8	4	1		1	ii(119)		dcml	Bb	i		ii(119)		ii			119					m	0	1	2, -1, 3	1, -3	2	2
108	0.5	59	58	1/8	1/8	3/8	4	1		1	#viio7/vi		dcml	Bb	i		#viio7/vi		#vii	o	7		vi				o7	0	1	1, -2, -5, -8		1	1
217/2	0.5	59	58	1/4	1/4	3/8	4	1		1	vi		dcml	Bb	i		vi		vi								m	0	1	-4, -7, -3		-4	-4
109	0.5	60	59	0	0	3/8	4	1		1	ii6		dcml	Bb	i		ii6		ii		6						m	0	1	-1, 3, 2		2	-1
219/2	0.5	60	59	1/8	1/8	3/8	4	1		1	ii		dcml	Bb	i		ii		ii								m	0	1	2, -1, 3		2	2
110	0.5	60	59	1/4	1/4	3/8	4	1		1	V7		dcml	Bb	i		V7		V		7						Mm7	0	1	1, 5, 2, -1		1	1
221/2	1.5	61	60	0	0	3/8	4	1		1	I\\		dcml	Bb	i		I		I							\\	M	0	1	0, 4, 1		0	0
112	1.5	62	61	0	0	3/8	4	1		1	I		dcml	Bb	i		I		I								M	0	1	0, 4, 1		0	0
227/2	0.5	63	62	0	0	3/8	4	1		1	V.V6(4)		dcml	Bb	V		V6(4)		V		6	4					M	0	0	0, 2, 1		1	0
114	1.0	63	62	1/8	1/8	3/8	4	1		1	V6		dcml	Bb	V		V6		V		6						M	0	0	5, 2, 1		1	5
115	0.5	64	63	0	0	3/8	4	1		1	V		dcml	Bb	V		V		V								M	0	0	1, 5, 2		1	1
231/2	0.5	64	63	1/8	1/8	3/8	4	1		1	V6		dcml	Bb	V		V6		V		6						M	0	0	5, 2, 1		1	5
116	0.5	64	63	1/4	1/4	3/8	4	1		1	V(9)		dcml	Bb	V		V(9)		V			9					M	0	0	1, 5, 2	3	1	1
233/2	0.5	65	64	0	0	3/8	4	1		1	I(4)		dcml	Bb	V		I(4)		I			4					M	0	0	0, -1, 1		0	0
117	1.5	65	64	1/8	1/8	3/8	4	1		1	I		dcml	Bb	V		I		I								M	0	0	0, 4, 1		0	0
237/2	0.5	66	65	1/8	1/8	3/8	4	1		1	vi		dcml	Bb	V		vi		vi								m	0	0	3, 0, 4		3	3
119	0.5	66	65	1/4	1/4	3/8	4	1		1	I		dcml	Bb	V		I		I								M	0	0	0, 4, 1		0	0
239/2	0.5	67	66	0	0	3/8	4	1		1	V(4)/V		dcml	Bb	V		V(4)/V		V			4	V				M	0	0	2, 1, 3		2	2
120	1.0	67	66	1/8	1/8	3/8	4	1		1	V/V		dcml	Bb	V		V/V		V				V				M	0	0	2, 6, 3		2	2
121	0.5	68	67	0	0	3/8	4	1		1	V/V		dcml	Bb	V		V/V		V				V				M	0	0	2, 6, 3		2	2
243/2	0.5	68	67	1/8	1/8	3/8	4	1		1	V6/V		dcml	Bb	V		V6/V		V		6		V				M	0	0	6, 3, 2		2	6
122	0.5	68	67	1/4	1/4	3/8	4	1		1	V/V		dcml	Bb	V		V/V		V				V				M	0	0	2, 6, 3		2	2
245/2	1.0	69	68	0	0	3/8	4	1		1	V		dcml	Bb	V		V		V								M	0	0	1, 5, 2		1	1
247/2	0.5	69	68	1/4	1/4	3/8	4	1		1	V65/V		dcml	Bb	V		V65/V		V		65		V				Mm7	0	0	6, 3, 0, 2		2	6
124	1.0	70	69	0	0	3/8	4	1		1	V		dcml	Bb	V		V		V								M	0	0	1, 5, 2		1	1
125	0.5	70	69	1/4	1/4	3/8	4	1		1	V65/V		dcml	Bb	V		V65/V		V		65		V				Mm7	0	0	6, 3, 0, 2		2	6
251/2	2.5	71	70	0	0	3/8	4	1		1	V		dcml	Bb	V		V		V								M	0	0	1, 5, 2		1	1
128	0.5	72	71	1/4	1/4	3/8	4	1		1	V65/V		dcml	Bb	V		V65/V		V		65		V				Mm7	0	0	6, 3, 0, 2		2	6
257/2	1.0	73	72	0	0	3/8	4	1		1	V		dcml	Bb	V		V		V								M	0	0	1, 5, 2		1	1
259/2	0.5	73	72	1/4	1/4	3/8	4	1		1	V65/V		dcml	Bb	V		V65/V		V		65		V				Mm7	0	0	6, 3, 0, 2		2	6
130	1.0	74	73	0	0	3/8	4	1		1	V		dcml	Bb	V		V		V								M	0	0	1, 5, 2		1	1
131	0.5	74	73	1/4	1/4	3/8	4	1		1	V65/V		dcml	Bb	V		V65/V		V		65		V				Mm7	0	0	6, 3, 0, 2		2	6
263/2	1.5	75	74	0	0	3/8	4	1		1	V\\		dcml	Bb	V		V		V							\\	M	0	0	1, 5, 2		1	1
133	0.5	76	75	0	0	3/8	4	1		1	V6		dcml	Bb	V		V6		V		6						M	0	0	5, 2, 1		1	5
267/2	1.0	76	75	1/8	1/8	3/8	4	1		1	V		dcml	Bb	V		V		V								M	0	0	1, 5, 2		1	1
269/2	0.5	77	76	0	0	3/8	4	1		1	V43		dcml	Bb	V		V43		V		43						Mm7	0	0	2, -1, 1, 5		1	2
135	1.0	77	76	1/8	1/8	3/8	4	1		1	V65		dcml	Bb	V		V65		V		65						Mm7	0	0	5, 2, -1, 1		1	5
136	1.5	78	77	0	0	3/8	4	1		1	V65		dcml	Bb	V		V65		V		65						Mm7	0	0	5, 2, -1, 1		1	5
275/2	1.5	79	78	0	0	3/8	4	1		1	I		dcml	Bb	V		I		I								M	0	0	0, 4, 1		0	0
139	1.5	80	79	0	0	3/8	4	1		1	V65		dcml	Bb	V		V65		V		65						Mm7	0	0	5, 2, -1, 1		1	5
281/2	1.5	81	80	0	0	3/8	4	1		1	I		dcml	Bb	V		I		I								M	0	0	0, 4, 1		0	0
142	1.5	82	81	0	0	3/8	4	1		1	V65		dcml	Bb	V		V65		V		65						Mm7	0	0	5, 2, -1, 1		1	5
287/2	1.0	83	82	0	0	3/8	4	1		1	I		dcml	Bb	V		I		I								M	0	0	0, 4, 1		0	0
289/2	0.5	83	82	1/4	1/4	3/8	4	1		1	ii6		dcml	Bb	V		ii6		ii		6						m	0	0	-1, 3, 2		2	-1
145	1.0	84	83	0	0	3/8	4	1		1	V(64)		dcml	Bb	V		V(64)		V			64					M	0	0	1, 0, 4		1	1
146	0.5	84	83	1/4	1/4	3/8	4	1		1	V7		dcml	Bb	V		V7		V		7						Mm7	0	0	1, 5, 2, -1		1	1
293/2	1.5	85	84	0	0	3/8	4	1		1	I\\		dcml	Bb	V		I		I							\\	M	0	0	0, 4, 1		0	0
148	1.0	86	85	0	0	3/8	4	1		1	V2		dcml	Bb	V		V2		V		2						Mm7	0	0	-1, 1, 5, 2		1	-1
149	0.5	86	85	1/4	1/4	3/8	4	1		1	V43		dcml	Bb	V		V43		V		43						Mm7	0	0	2, -1, 1, 5		1	2
299/2	1.5	87	86	0	0	3/8	4	1		1	I		dcml	Bb	V		I		I								M	0	0	0, 4, 1		0	0
151	1.0	88	87	0	0	3/8	4	1		1	V2		dcml	Bb	V		V2		V		2						Mm7	0	0	-1, 1, 5, 2		1	-1
152	0.5	88	87	1/4	1/4	3/8	4	1		1	V43		dcml	Bb	V		V43		V		43						Mm7	0	0	2, -1, 1, 5		1	2
305/2	1.5	89	88	0	0	3/8	4	1		1	I		dcml	Bb	V		I		I								M	0	0	0, 4, 1		0	0
154	1.0	90	89	0	0	3/8	4	1		1	V2		dcml	Bb	V		V2		V		2						Mm7	0	0	-1, 1, 5, 2		1	-1
155	0.5	90	89	1/4	1/4	3/8	4	1		1	V43		dcml	Bb	V		V43		V		43						Mm7	0	0	2, -1, 1, 5		1	2
311/2	1.5	91	90	0	0	3/8	4	1		1	I		dcml	Bb	V		I		I								M	0	0	0, 4, 1		0	0
157	0.5	92	91	0	0	3/8	4	1		1	V6		dcml	Bb	V		V6		V		6						M	0	0	5, 2, 1		1	5
315/2	0.5	92	91	1/8	1/8	3/8	4	1		1	V		dcml	Bb	V		V		V								M	0	0	1, 5, 2		1	1
158	0.5	92	91	1/4	1/4	3/8	4	1		1	V2/IV		dcml	Bb	V		V2/IV		V		2		IV				Mm7	0	0	-2, 0, 4, 1		0	-2
317/2	1.5	93	92	0	0	3/8	4	1		1	IV6		dcml	Bb	V		IV6		IV		6						M	0	0	3, 0, -1		-1	3
160	1.5	94	93	0	0	3/8	4	1		1	iv6		dcml	Bb	V		iv6		iv		6						m	0	0	-4, 0, -1		-1	-4
323/2	1.5	95	94	0	0	3/8	4	1		1	V(64)		dcml	Bb	V		V(64)		V			64					M	0	0	1, 0, 4		1	1
163	1.5	96	95	0	0	3/8	4	1		1	V7		dcml	Bb	V		V7		V		7						Mm7	0	0	1, 5, 2, -1		1	1
329/2	1.5	97	96	0	0	3/8	4	1		1	I\\		dcml	Bb	V		I		I							\\	M	0	0	0, 4, 1		0	0
166	1.0	98	97	0	0	3/8	4	1		1	V6		dcml	Bb	V		V6		V		6						M	0	0	5, 2, 1		1	5
167	0.5	98	97	1/4	1/4	3/8	4	1		1	V2/IV		dcml	Bb	V		V2/IV		V		2		IV				Mm7	0	0	-2, 0, 4, 1		0	-2
335/2	1.5	99	98	0	0	3/8	4	1		1	IV6		dcml	Bb	V		IV6		IV		6						M	0	0	3, 0, -1		-1	3
169	1.5	100	99	0	0	3/8	4	1		1	viio43/V		dcml	Bb	V		viio43/V		vii	o	43		V				o7	0	0	0, -3, 6, 3		6	0
341/2	1.5	101	100	0	0	3/8	4	1		1	V(64)		dcml	Bb	V		V(64)		V			64					M	0	0	1, 0, 4		1	1
172	1.5	102	101	0	0	3/8	4	1		1	viio7/V		dcml	Bb	V		viio7/V		vii	o	7		V				o7	0	0	6, 3, 0, -3		6	6
347/2	1.5	103	102	0	0	3/8	4	1		1	V(64)		dcml	Bb	V		V(64)		V			64					M	0	0	1, 0, 4		1	1
175	1.5	104	103	0	0	3/8	4	1		1	V7		dcml	Bb	V		V7		V		7						Mm7	0	0	1, 5, 2, -1		1	1
353/2	1.5	105	104	0	0	3/8	4	1		1	I\\		dcml	Bb	V		I		I							\\	M	0	0	0, 4, 1		0	0
178	0.5	106	105	0	0	3/8	4	1		1	I[I		dcml	Bb	V	I	I		I								M	0	0	0, 4, 1		0	0
357/2	1.5	106	105	1/8	1/8	3/8	4	1		1	I6		dcml	Bb	V		I6		I		6						M	0	0	4, 1, 0		0	4
180	0.25	107	106	1/8	1/8	3/8	4	1		1	viio64		dcml	Bb	V		viio64		vii	o	64						o	0	0	-1, 5, 2		5	-1
721/4	1.25	107	106	3/16	3/16	3/8	4	1		1	V2		dcml	Bb	V		V2		V		2						Mm7	0	0	-1, 1, 5, 2		1	-1
363/2	1.0	108	107	1/8	1/8	3/8	4	1		1	viio64]		dcml	Bb	V		viio64		vii	o	64			]			o	0	0	-1, 5, 2		5	-1
365/2	3.0	109	108	0	0	3/8	4	1		1	I.V7		dcml	Bb	I		V7		V		7						Mm7	0	0	1, 5, 2, -1		1	1
371/2	3.0	111	110	0	0	3/8	4	1		1	V(64)		dcml	Bb	I		V(64)		V			64					M	0	0	1, 0, 4		1	1
377/2	6.0	113	112	0	0	3/8	4	1		1	V7		dcml	Bb	I		V7		V		7						Mm7	0	0	1, 5, 2, -1		1	1
389/2	0.5	117	116	0	0	3/8	4	1		1	I		dcml	Bb	I		I		I								M	0	0	0, 4, 1		0	0
195	1.0	117	116	1/8	1/8	3/8	4	1		1	I64		dcml	Bb	I		I64		I		64						M	0	0	1, 0, 4		0	1
196	0.5	118	117	0	0	3/8	4	1		1	V65		dcml	Bb	I		V65		V		65						Mm7	0	0	5, 2, -1, 1		1	5
393/2	1.0	118	117	1/8	1/8	3/8	4	1		1	V7		dcml	Bb	I		V7		V		7						Mm7	0	0	1, 5, 2, -1		1	1
395/2	0.5	119	118	0	0	3/8	4	1		1	V6		dcml	Bb	I		V6		V		6						M	0	0	5, 2, 1		1	5
198	0.5	119	118	1/8	1/8	3/8	4	1		1	V43/V		dcml	Bb	I		V43/V		V		43		V				Mm7	0	0	3, 0, 2, 6		2	3
397/2	0.5	119	118	1/4	1/4	3/8	4	1		1	V7		dcml	Bb	I		V7		V		7						Mm7	0	0	1, 5, 2, -1		1	1
199	1.0	120	119	0	0	3/8	4	1		1	I		dcml	Bb	I		I		I								M	0	0	0, 4, 1		0	0
200	0.5	120	119	1/4	1/4	3/8	4	1		1	V65/IV		dcml	Bb	I		V65/IV		V		65		IV				Mm7	0	0	4, 1, -2, 0		0	4
401/2	0.5	121	120	0	0	3/8	4	1		1	IV		dcml	Bb	I		IV		IV								M	0	0	-1, 3, 0		-1	-1
