quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	harmony_layer	label	alt_label	regex_match	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	pedalend	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
803/2	1.5	251	250	0	0	3/8	4	1		1	I6		dcml	Bb	I		I6		I		6						M	0	0	4, 1, 0		0	4
403	0.5	252	251	0	0	3/8	4	1		1	I		dcml	Bb	I		I		I								M	0	0	0, 4, 1		0	0
807/2	0.5	252	251	1/8	1/8	3/8	4	1		1	V2/IV		dcml	Bb	I		V2/IV		V		2		IV				Mm7	0	0	-2, 0, 4, 1		0	-2
404	0.5	252	251	1/4	1/4	3/8	4	1		1	IV6		dcml	Bb	I		IV6		IV		6						M	0	0	3, 0, -1		-1	3
809/2	2.0	253	252	0	0	3/8	4	1		1	IV		dcml	Bb	I		IV		IV								M	0	0	-1, 3, 0		-1	-1
813/2	0.5	254	253	1/8	1/8	3/8	4	1		1	ii6		dcml	Bb	I		ii6		ii		6						m	0	0	-1, 3, 2		2	-1
407	0.5	254	253	1/4	1/4	3/8	4	1		1	V65/V		dcml	Bb	I		V65/V		V		65		V				Mm7	0	0	6, 3, 0, 2		2	6
815/2	1.0	255	254	0	0	3/8	4	1		1	V		dcml	Bb	I		V		V								M	0	0	1, 5, 2		1	1
817/2	0.5	255	254	1/4	1/4	3/8	4	1		1	#viio7/vi		dcml	Bb	I		#viio7/vi		#vii	o	7		vi				o7	0	0	8, 5, 2, -1		8	8
409	0.5	256	255	0	0	3/8	4	1		1	vi		dcml	Bb	I		vi		vi								m	0	0	3, 0, 4		3	3
819/2	0.5	256	255	1/8	1/8	3/8	4	1		1	V2/IV		dcml	Bb	I		V2/IV		V		2		IV				Mm7	0	0	-2, 0, 4, 1		0	-2
410	0.5	256	255	1/4	1/4	3/8	4	1		1	V65/IV		dcml	Bb	I		V65/IV		V		65		IV				Mm7	0	0	4, 1, -2, 0		0	4
821/2	1.5	257	256	0	0	3/8	4	1		1	IV		dcml	Bb	I		IV		IV								M	0	0	-1, 3, 0		-1	-1
412	1.5	258	257	0	0	3/8	4	1		1	V65/V		dcml	Bb	I		V65/V		V		65		V				Mm7	0	0	6, 3, 0, 2		2	6
827/2	1.5	259	258	0	0	3/8	4	1		1	V(64)		dcml	Bb	I		V(64)		V			64					M	0	0	1, 0, 4		1	1
415	1.5	260	259	0	0	3/8	4	1		1	V7		dcml	Bb	I		V7		V		7						Mm7	0	0	1, 5, 2, -1		1	1
833/2	1.0	261	260	0	0	3/8	4	1		1	I\\		dcml	Bb	I		I		I							\\	M	0	0	0, 4, 1		0	0
835/2	0.5	261	260	1/4	1/4	3/8	4	1		1	I64		dcml	Bb	I		I64		I		64						M	0	0	1, 0, 4		0	1
418	1.0	262	261	0	0	3/8	4	1		1	I		dcml	Bb	I		I		I								M	0	0	0, 4, 1		0	0
419	0.5	262	261	1/4	1/4	3/8	4	1		1	I64		dcml	Bb	I		I64		I		64						M	0	0	1, 0, 4		0	1
839/2	1.0	263	262	0	0	3/8	4	1		1	V43		dcml	Bb	I		V43		V		43						Mm7	0	0	2, -1, 1, 5		1	2
841/2	0.5	263	262	1/4	1/4	3/8	4	1		1	V7		dcml	Bb	I		V7		V		7						Mm7	0	0	1, 5, 2, -1		1	1
421	1.0	264	263	0	0	3/8	4	1		1	V43		dcml	Bb	I		V43		V		43						Mm7	0	0	2, -1, 1, 5		1	2
422	0.5	264	263	1/4	1/4	3/8	4	1		1	V7		dcml	Bb	I		V7		V		7						Mm7	0	0	1, 5, 2, -1		1	1
845/2	3.0	265	264	0	0	3/8	4	1		1	I		dcml	Bb	I		I		I								M	0	0	0, 4, 1		0	0
851/2	1.0	267	266	0	0	3/8	4	1		1	V65		dcml	Bb	I		V65		V		65						Mm7	0	0	5, 2, -1, 1		1	5
853/2	0.5	267	266	1/4	1/4	3/8	4	1		1	V7		dcml	Bb	I		V7		V		7						Mm7	0	0	1, 5, 2, -1		1	1
427	3.0	268	267	0	0	3/8	4	1		1	V7		dcml	Bb	I		V7		V		7						Mm7	0	0	1, 5, 2, -1		1	1
430	1.5	270	269	0	0	3/8	4	1		1	V2		dcml	Bb	I		V2		V		2						Mm7	0	0	-1, 1, 5, 2		1	-1
863/2	3.0	271	270	0	0	3/8	4	1		1	V7		dcml	Bb	I		V7		V		7						Mm7	0	0	1, 5, 2, -1		1	1
869/2	1.5	273	272	0	0	3/8	4	1		1	I		dcml	Bb	I		I		I								M	0	0	0, 4, 1		0	0
436	3.0	274	273	0	0	3/8	4	1		1	V65		dcml	Bb	I		V65		V		65						Mm7	0	0	5, 2, -1, 1		1	5
439	1.5	276	275	0	0	3/8	4	1		1	I		dcml	Bb	I		I		I								M	0	0	0, 4, 1		0	0
881/2	1.5	277	276	0	0	3/8	4	1		1	I64		dcml	Bb	I		I64		I		64						M	0	0	1, 0, 4		0	1
442	3.0	278	277	0	0	3/8	4	1		1	V7		dcml	Bb	I		V7		V		7						Mm7	0	0	1, 5, 2, -1		1	1
445	1.5	280	279	0	0	3/8	4	1		1	I		dcml	Bb	I		I		I								M	0	0	0, 4, 1		0	0
893/2	1.5	281	280	0	0	3/8	4	1		1	V2/IV		dcml	Bb	I		V2/IV		V		2		IV				Mm7	0	0	-2, 0, 4, 1		0	-2
448	1.0	282	281	0	0	3/8	4	1		1	IV6		dcml	Bb	I		IV6		IV		6						M	0	0	3, 0, -1		-1	3
449	0.5	282	281	1/4	1/4	3/8	4	1		1	IV		dcml	Bb	I		IV		IV								M	0	0	-1, 3, 0		-1	-1
899/2	0.5	283	282	0	0	3/8	4	1		1	I6		dcml	Bb	I		I6		I		6						M	0	0	4, 1, 0		0	4
450	0.5	283	282	1/8	1/8	3/8	4	1		1	ii6		dcml	Bb	I		ii6		ii		6						m	0	0	-1, 3, 2		2	-1
901/2	0.5	283	282	1/4	1/4	3/8	4	1		1	V6/V		dcml	Bb	I		V6/V		V		6		V				M	0	0	6, 3, 2		2	6
451	1.0	284	283	0	0	3/8	4	1		1	V7		dcml	Bb	I		V7		V		7						Mm7	0	0	1, 5, 2, -1		1	1
452	0.5	284	283	1/4	1/4	3/8	4	1		1	V6		dcml	Bb	I		V6		V		6						M	0	0	5, 2, 1		1	5
905/2	1.0	285	284	0	0	3/8	4	1		1	I\\		dcml	Bb	I		I		I							\\	M	0	0	0, 4, 1		0	0
907/2	0.5	285	284	1/4	1/4	3/8	4	1		1	V2/IV		dcml	Bb	I		V2/IV		V		2		IV				Mm7	0	0	-2, 0, 4, 1		0	-2
454	1.0	286	285	0	0	3/8	4	1		1	IV6		dcml	Bb	I		IV6		IV		6						M	0	0	3, 0, -1		-1	3
455	0.5	286	285	1/4	1/4	3/8	4	1		1	IV		dcml	Bb	I		IV		IV								M	0	0	-1, 3, 0		-1	-1
911/2	0.5	287	286	0	0	3/8	4	1		1	I6		dcml	Bb	I		I6		I		6						M	0	0	4, 1, 0		0	4
456	0.5	287	286	1/8	1/8	3/8	4	1		1	ii6		dcml	Bb	I		ii6		ii		6						m	0	0	-1, 3, 2		2	-1
913/2	0.5	287	286	1/4	1/4	3/8	4	1		1	V6/V		dcml	Bb	I		V6/V		V		6		V				M	0	0	6, 3, 2		2	6
457	0.5	288	287	0	0	3/8	4	1		1	V		dcml	Bb	I		V		V								M	0	0	1, 5, 2		1	1
915/2	0.5	288	287	1/8	1/8	3/8	4	1		1	IV6		dcml	Bb	I		IV6		IV		6						M	0	0	3, 0, -1		-1	3
458	0.5	288	287	1/4	1/4	3/8	4	1		1	V6		dcml	Bb	I		V6		V		6						M	0	0	5, 2, 1		1	5
917/2	1.0	289	288	0	0	3/8	4	1		1	I		dcml	Bb	I		I		I								M	0	0	0, 4, 1		0	0
919/2	0.5	289	288	1/4	1/4	3/8	4	1		1	V2/IV		dcml	Bb	I		V2/IV		V		2		IV				Mm7	0	0	-2, 0, 4, 1		0	-2
460	0.5	290	289	0	0	3/8	4	1		1	IV6		dcml	Bb	I		IV6		IV		6						M	0	0	3, 0, -1		-1	3
921/2	0.5	290	289	1/8	1/8	3/8	4	1		1	V7		dcml	Bb	I		V7		V		7						Mm7	0	0	1, 5, 2, -1		1	1
461	0.5	290	289	1/4	1/4	3/8	4	1		1	IV		dcml	Bb	I		IV		IV								M	0	0	-1, 3, 0		-1	-1
923/2	0.5	291	290	0	0	3/8	4	1		1	I6		dcml	Bb	I		I6		I		6						M	0	0	4, 1, 0		0	4
462	0.5	291	290	1/8	1/8	3/8	4	1		1	ii6		dcml	Bb	I		ii6		ii		6						m	0	0	-1, 3, 2		2	-1
925/2	0.5	291	290	1/4	1/4	3/8	4	1		1	V6/V		dcml	Bb	I		V6/V		V		6		V				M	0	0	6, 3, 2		2	6
463	0.5	292	291	0	0	3/8	4	1		1	V7		dcml	Bb	I		V7		V		7						Mm7	0	0	1, 5, 2, -1		1	1
927/2	0.5	292	291	1/8	1/8	3/8	4	1		1	vi7		dcml	Bb	I		vi7		vi		7						mm7	0	0	3, 0, 4, 1		3	3
464	0.5	292	291	1/4	1/4	3/8	4	1		1	V6		dcml	Bb	I		V6		V		6						M	0	0	5, 2, 1		1	5
929/2	1.5	293	292	0	0	3/8	4	1		1	I\\		dcml	Bb	I		I		I							\\	M	0	0	0, 4, 1		0	0
466	1.5	294	293	0	0	3/8	4	1		1	V		dcml	Bb	I		V		V								M	0	0	1, 5, 2		1	1
935/2	1.5	295	294	0	0	3/8	4	1		1	I		dcml	Bb	I		I		I								M	0	0	0, 4, 1		0	0
469	1.5	296	295	0	0	3/8	4	1		1	V7		dcml	Bb	I		V7		V		7						Mm7	0	0	1, 5, 2, -1		1	1
941/2	0.75	297	296	0	0	3/8	4	1		1	I\\		dcml	Bb	I		I		I							\\	M	0	0	0, 4, 1		0	0
