quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	harmony_layer	label	regex_match	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1273/2	0.5	214	213	1/8	1/8	6/8	4	1		1	V43/ii	dcml	A	I		V43/ii	V		43		ii			Mm7	0	0	4, 1, 3, 7		3	4
637	0.5	214	213	1/4	1/4	6/8	4	1		1	ii6	dcml	A	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
1275/2	0.5	214	213	3/8	3/8	6/8	4	1		1	V(64)	dcml	A	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
638	1.0	214	213	1/2	1/2	6/8	4	1		1	V7	dcml	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
639	1.5	215	214	0	0	6/8	4	1		1	I\\	dcml	A	I		I	I						\\	M	0	0	0, 4, 1		0	0
1281/2	1.5	215	214	3/8	3/8	6/8	4	1		1	V7	dcml	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
642	1.5	216	215	0	0	6/8	4	1		1	I	dcml	A	I		I	I							M	0	0	0, 4, 1		0	0
1287/2	1.5	216	215	3/8	3/8	6/8	4	1		1	V7	dcml	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
645	1.5	217	216	0	0	6/8	4	1		1	I	dcml	A	I		I	I							M	0	0	0, 4, 1		0	0
1293/2	1.5	217	216	3/8	3/8	6/8	4	1		1	V7	dcml	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
648	1.5	218	217	0	0	6/8	4	1		1	I	dcml	A	I		I	I							M	0	0	0, 4, 1		0	0
1299/2	1.5	218	217	3/8	3/8	6/8	4	1		1	V7	dcml	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
651	3.0	219	218	0	0	6/8	4	1		1	I	dcml	A	I		I	I							M	0	0	0, 4, 1		0	0
		220	219	0	0	6/8	4	1	1	1	I\\	dcml	A	I		I	I						\\	M	0	0	0, 4, 1		0	0
654	10.5	222	219	0	0	6/8	4	1	2	1	I[I	dcml	A	I	I	I	I							M	0	0	0, 4, 1		0	0
1329/2	1.5	225	222	3/8	3/8	6/8	4	1		1	IV	dcml	A	I	I	IV	IV							M	0	0	-1, 3, 0		-1	-1
666	1.0	226	223	0	0	6/8	4	1		1	I6	dcml	A	I	I	I6	I		6					M	0	0	4, 1, 0		0	4
667	0.5	226	223	1/4	1/4	6/8	4	1		1	V64	dcml	A	I	I	V64	V		64					M	0	0	2, 1, 5		1	2
1335/2	3.0	226	223	3/8	3/8	6/8	4	1		1	I6]	dcml	A	I	I	I6	I		6					M	0	0	4, 1, 0		0	4
1341/2	1.5	227	224	3/8	3/8	6/8	4	1		1	V7	dcml	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
672	3.0	228	225	0	0	6/8	4	1		1	I\\	dcml	A	I		I	I						\\	M	0	0	0, 4, 1		0	0
