quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
341/2	2.0	59	57	1/4	1/4	3/4	4	1		i6		c	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
345/2	1.0	60	58	0	0	3/4	4	1		iv		c	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
347/2	2.0	60	58	1/4	1/4	3/4	4	1		V65/III		c	i		V65/III	V		65		III			Mm7	1	1	2, -1, -4, -2		-2	2
351/2	1.0	61	59	0	0	3/4	4	1		III		c	i		III	III							M	1	1	-3, 1, -2		-3	-3
353/2	2.0	61	59	1/4	1/4	3/4	4	1		VI6		c	i		VI6	VI		6					M	1	1	0, -3, -4		-4	0
357/2	1.0	62	60	0	0	3/4	4	1		iio		c	i		iio	ii	o						o	1	1	2, -1, -4		2	2
359/2	2.0	62	60	1/4	1/4	3/4	4	1		V65		c	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
363/2	1.0	63	61	0	0	3/4	4	1		i		c	i		i	i							m	1	1	0, -3, 1		0	0
365/2	2.0	63	61	1/4	1/4	3/4	4	1		i6		c	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
369/2	1.0	64	62	0	0	3/4	4	1		iv		c	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
371/2	2.0	64	62	1/4	1/4	3/4	4	1		V65/III		c	i		V65/III	V		65		III			Mm7	1	1	2, -1, -4, -2		-2	2
375/2	1.0	65	63	0	0	3/4	4	1		III		c	i		III	III							M	1	1	-3, 1, -2		-3	-3
377/2	2.0	65	63	1/4	1/4	3/4	4	1		VI6		c	i		VI6	VI		6					M	1	1	0, -3, -4		-4	0
381/2	1.0	66	64	0	0	3/4	4	1		iio		c	i		iio	ii	o						o	1	1	2, -1, -4		2	2
383/2	2.0	66	64	1/4	1/4	3/4	4	1		V65		c	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
387/2	1.0	67	65	0	0	3/4	4	1		i		c	i		i	i							m	1	1	0, -3, 1		0	0
389/2	2.0	67	65	1/4	1/4	3/4	4	1		iv6		c	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
393/2	1.0	68	66	0	0	3/4	4	1		V(64)		c	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
395/2	2.0	68	66	1/4	1/4	3/4	4	1		V7		c	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
399/2	1.0	69	67	0	0	3/4	4	1		ii		c	i		ii	ii							m	1	1	2, -1, 3		2	2
401/2	2.0	69	67	1/4	1/4	3/4	4	1		iv6		c	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
405/2	1.0	70	68	0	0	3/4	4	1		V(64)		c	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
407/2	2.0	70	68	1/4	1/4	3/4	4	1		V7		c	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
411/2	3.0	71	69	0	0	3/4	4	1		V		c	i		V	V							M	1	1	1, 5, 2		1	1
417/2	3.0	72	70	0	0	3/4	4	1		iv		c	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
423/2	3.0	73	71	0	0	3/4	4	1		ii%43/v		c	i		ii%43/v	ii	%	43		v			%7	1	1	-3, 1, 3, 0		3	-3
429/2	3.0	74	72	0	0	3/4	4	1		V64		c	i		V64	V		64					M	1	1	2, 1, 5		1	2
435/2	2.0	75	73	0	0	3/4	4	1		i		c	i		i	i							m	1	1	0, -3, 1		0	0
439/2	1.0	75	73	1/2	1/2	3/4	4	1		V		c	i		V	V							M	1	1	1, 5, 2		1	1
441/2	2.0	76	74	0	0	3/4	4	1		i		c	i		i	i							m	1	1	0, -3, 1		0	0
445/2	1.0	76	74	1/2	1/2	3/4	4	1		V		c	i		V	V							M	1	1	1, 5, 2		1	1
447/2	2.0	77	75	0	0	3/4	4	1		i		c	i		i	i							m	1	1	0, -3, 1		0	0
451/2	1.0	77	75	1/2	1/2	3/4	4	1		V		c	i		V	V							M	1	1	1, 5, 2		1	1
453/2	2.0	78	76	0	0	3/4	4	1		i		c	i		i	i							m	1	1	0, -3, 1		0	0
457/2	1.0	78	76	1/2	1/2	3/4	4	1		V		c	i		V	V							M	1	1	1, 5, 2		1	1
		79	77	0	0	3/4	4	1	1	V\\		c	i		V	V						\\	M	1	1	1, 5, 2		1	1
459/2	3.0	80	77	0	0	3/4	4	1	2	I.I\\		c	I		I	I						\\	M	1	0	0, 4, 1		0	0
465/2	21.0	81	78	0	0	3/4	4	1		I		c	I		I	I							M	1	0	0, 4, 1		0	0
507/2	3.0	88	85	0	0	3/4	4	1		I		c	I		I	I							M	1	0	0, 4, 1		0	0
513/2	6.0	89	86	0	0	3/4	4	1		IV		c	I		IV	IV							M	1	0	-1, 3, 0		-1	-1
525/2	3.0	91	88	0	0	3/4	4	1		ii		c	I		ii	ii							m	1	0	2, -1, 3		2	2
531/2	3.0	92	89	0	0	3/4	4	1		vi		c	I		vi	vi							m	1	0	3, 0, 4		3	3
537/2	3.0	93	90	0	0	3/4	4	1		V/V		c	I		V/V	V				V			M	1	0	2, 6, 3		2	2
543/2	3.0	94	91	0	0	3/4	4	1		V.I		c	V		I	I							M	1	0	0, 4, 1		0	0
549/2	3.0	95	92	0	0	3/4	4	1		V		c	V		V	V							M	1	0	1, 5, 2		1	1
555/2	3.0	96	93	0	0	3/4	4	1		ii		c	V		ii	ii							m	1	0	2, -1, 3		2	2
561/2	3.0	97	94	0	0	3/4	4	1		V		c	V		V	V							M	1	0	1, 5, 2		1	1
567/2	3.0	98	95	0	0	3/4	4	1		I.V		c	I		V	V							M	1	0	1, 5, 2		1	1
573/2	3.0	99	96	0	0	3/4	4	1		I		c	I		I	I							M	1	0	0, 4, 1		0	0
579/2	3.0	100	97	0	0	3/4	4	1		ii2		c	I		ii2	ii		2					mm7	1	0	0, 2, -1, 3		2	0
585/2	3.0	101	98	0	0	3/4	4	1		V65		c	I		V65	V		65					Mm7	1	0	5, 2, -1, 1		1	5
591/2	3.0	102	99	0	0	3/4	4	1		iii2		c	I		iii2	iii		2					mm7	1	0	2, 4, 1, 5		4	2
597/2	3.0	103	100	0	0	3/4	4	1		vi		c	I		vi	vi							m	1	0	3, 0, 4		3	3
603/2	3.0	104	101	0	0	3/4	4	1		IV2		c	I		IV2	IV		2					Mm7	1	0	-3, -1, 3, 0		-1	-3
609/2	3.0	105	102	0	0	3/4	4	1		ii		c	I		ii	ii							m	1	0	2, -1, 3		2	2
615/2	1.0	106	103	0	0	3/4	4	1		V2(4)		c	I		V2(4)	V		2	4				Mm7	1	0	-1, 1, 0, 2		1	-1
617/2	1.0	106	103	1/4	1/4	3/4	4	1		V2		c	I		V2	V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
619/2	1.0	106	103	1/2	1/2	3/4	4	1		I6		c	I		I6	I		6					M	1	0	4, 1, 0		0	4
621/2	3.0	107	104	0	0	3/4	4	1		IV6		c	I		IV6	IV		6					M	1	0	3, 0, -1		-1	3
627/2	3.0	108	105	0	0	3/4	4	1		viio6/V		c	I		viio6/V	vii	o	6		V			o	1	0	3, 0, 6		6	3
633/2	3.0	109	106	0	0	3/4	4	1		V		c	I		V	V							M	1	0	1, 5, 2		1	1
639/2	3.0	110	107	0	0	3/4	4	1		V.ii6		c	V		ii6	ii		6					m	1	0	-1, 3, 2		2	-1
645/2	3.0	111	108	0	0	3/4	4	1		V7		c	V		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
651/2	6.0	112	109	0	0	3/4	4	1		I		c	V		I	I							M	1	0	0, 4, 1		0	0
663/2	3.0	114	111	0	0	3/4	4	1		ii6		c	V		ii6	ii		6					m	1	0	-1, 3, 2		2	-1
669/2	3.0	115	112	0	0	3/4	4	1		V7		c	V		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
675/2	3.0	116	113	0	0	3/4	4	1		I\\		c	V		I	I						\\	M	1	0	0, 4, 1		0	0
681/2	6.0	117	114	0	0	3/4	4	1		i.i		c	i		i	i							m	1	1	0, -3, 1		0	0
693/2	3.0	119	116	0	0	3/4	4	1		iio		c	i		iio	ii	o						o	1	1	2, -1, -4		2	2
699/2	3.0	120	117	0	0	3/4	4	1		III		c	i		III	III							M	1	1	-3, 1, -2		-3	-3
705/2	3.0	121	118	0	0	3/4	4	1		V6/V		c	i		V6/V	V		6		V			M	1	1	6, 3, 2		2	6
711/2	3.0	122	119	0	0	3/4	4	1		V64/V		c	i		V64/V	V		64		V			M	1	1	3, 2, 6		2	3
717/2	3.0	123	120	0	0	3/4	4	1		iv/V		c	i		iv/V	iv				V			m	1	1	0, -3, 1		0	0
723/2	3.0	124	121	0	0	3/4	4	1		V6/V		c	i		V6/V	V		6		V			M	1	1	6, 3, 2		2	6
729/2	3.0	125	122	0	0	3/4	4	1		V/V		c	i		V/V	V				V			M	1	1	2, 6, 3		2	2
735/2	3.0	126	123	0	0	3/4	4	1		V43/V		c	i		V43/V	V		43		V			Mm7	1	1	3, 0, 2, 6		2	3
741/2	3.0	127	124	0	0	3/4	4	1		V43/V		c	i		V43/V	V		43		V			Mm7	1	1	3, 0, 2, 6		2	3
747/2	3.0	128	125	0	0	3/4	4	1		V43/V		c	i		V43/V	V		43		V			Mm7	1	1	3, 0, 2, 6		2	3
753/2	3.0	129	126	0	0	3/4	4	1		ii.i		c	ii		i	i							m	1	1	0, -3, 1		0	0
759/2	3.0	130	127	0	0	3/4	4	1		i		c	ii		i	i							m	1	1	0, -3, 1		0	0
765/2	3.0	131	128	0	0	3/4	4	1		ii7		c	ii		ii7	ii		7					mm7	1	1	2, -1, 3, 0		2	2
771/2	3.0	132	129	0	0	3/4	4	1		III		c	ii		III	III							M	1	1	-3, 1, -2		-3	-3
777/2	3.0	133	130	0	0	3/4	4	1		I.V6		c	I		V6	V		6					M	1	0	5, 2, 1		1	5
783/2	3.0	134	131	0	0	3/4	4	1		V64		c	I		V64	V		64					M	1	0	2, 1, 5		1	2
789/2	6.0	135	132	0	0	3/4	4	1		V2		c	I		V2	V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
801/2	3.0	137	134	0	0	3/4	4	1		V		c	I		V	V							M	1	0	1, 5, 2		1	1
807/2	9.0	138	135	0	0	3/4	4	1		V43		c	I		V43	V		43					Mm7	1	0	2, -1, 1, 5		1	2
825/2	3.0	141	138	0	0	3/4	4	1		I\\		c	I		I	I						\\	M	1	0	0, 4, 1		0	0
831/2	3.0	142	139	0	0	3/4	4	1		ii7		c	I		ii7	ii		7					mm7	1	0	2, -1, 3, 0		2	2
837/2	3.0	143	140	0	0	3/4	4	1		V2		c	I		V2	V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
843/2	3.0	144	141	0	0	3/4	4	1		iii7		c	I		iii7	iii		7					mm7	1	0	4, 1, 5, 2		4	4
849/2	3.0	145	142	0	0	3/4	4	1		vi		c	I		vi	vi							m	1	0	3, 0, 4		3	3
855/2	3.0	146	143	0	0	3/4	4	1		V65(6)		c	I		V65(6)	V		65	6				Mm7	1	0	5, 4, -1, 1		1	5
861/2	3.0	147	144	0	0	3/4	4	1		ii6		c	I		ii6	ii		6					m	1	0	-1, 3, 2		2	-1
867/2	3.0	148	145	0	0	3/4	4	1		I(4)		c	I		I(4)	I			4				M	1	0	0, -1, 1		0	0
873/2	3.0	149	146	0	0	3/4	4	1		V2/IV		c	I		V2/IV	V		2		IV			Mm7	1	0	-2, 0, 4, 1		0	-2
879/2	3.0	150	147	0	0	3/4	4	1		IV		c	I		IV	IV							M	1	0	-1, 3, 0		-1	-1
885/2	3.0	151	148	0	0	3/4	4	1		V		c	I		V	V							M	1	0	1, 5, 2		1	1
891/2	3.0	152	149	0	0	3/4	4	1		I\\		c	I		I	I						\\	M	1	0	0, 4, 1		0	0
897/2	3.0	153	150	0	0	3/4	4	1		V2/IV		c	I		V2/IV	V		2		IV			Mm7	1	0	-2, 0, 4, 1		0	-2
903/2	3.0	154	151	0	0	3/4	4	1		IV		c	I		IV	IV							M	1	0	-1, 3, 0		-1	-1
909/2	3.0	155	152	0	0	3/4	4	1		V		c	I		V	V							M	1	0	1, 5, 2		1	1
915/2	6.0	156	153	0	0	3/4	4	1		I\\		c	I		I	I						\\	M	1	0	0, 4, 1		0	0
927/2	3.0	158	155	0	0	3/4	4	1		ii2		c	I		ii2	ii		2					mm7	1	0	0, 2, -1, 3		2	0
933/2	3.0	159	156	0	0	3/4	4	1		V65		c	I		V65	V		65					Mm7	1	0	5, 2, -1, 1		1	5
939/2	3.0	160	157	0	0	3/4	4	1		iii2		c	I		iii2	iii		2					mm7	1	0	2, 4, 1, 5		4	2
945/2	3.0	161	158	0	0	3/4	4	1		vi6		c	I		vi6	vi		6					m	1	0	0, 4, 3		3	0
951/2	3.0	162	159	0	0	3/4	4	1		IV2		c	I		IV2	IV		2					Mm7	1	0	-3, -1, 3, 0		-1	-3
957/2	3.0	163	160	0	0	3/4	4	1		ii		c	I		ii	ii							m	1	0	2, -1, 3		2	2
963/2	3.0	164	161	0	0	3/4	4	1		V(64)		c	I		V(64)	V			64				M	1	0	1, 0, 4		1	1
969/2	2.0	165	162	0	0	3/4	4	1		IV(2)		c	I		IV(2)	IV			2				M	1	0	1, 3, 0		-1	1
973/2	1.0	165	162	1/2	1/2	3/4	4	1		IV		c	I		IV	IV							M	1	0	-1, 3, 0		-1	-1
975/2	3.0	166	163	0	0	3/4	4	1		V65		c	I		V65	V		65					Mm7	1	0	5, 2, -1, 1		1	5
981/2	3.0	167	164	0	0	3/4	4	1		V		c	I		V	V							M	1	0	1, 5, 2		1	1
987/2	3.0	168	165	0	0	3/4	4	1		iio7		c	I		iio7	ii	o	7					o7	1	0	2, -1, -4, -7		2	2
993/2	3.0	169	166	0	0	3/4	4	1		viio65		c	I		viio65	vii	o	65					o7	1	0	2, -1, -4, 5		5	2
999/2	3.0	170	167	0	0	3/4	4	1		viio43		c	I		viio43	vii	o	43					o7	1	0	-1, -4, 5, 2		5	-1
1005/2	4.5	171	168	0	0	3/4	4	1		viio7		c	I		viio7	vii	o	7					o7	1	0	5, 2, -1, -4		5	5
507	1.5	173	169	0	3/8	3/4	4	1		i.i		c	i		i	i							m	1	1	0, -3, 1		0	0
1017/2	8.0	174	170	0	0	3/4	4	1		i		c	i		i	i							m	1	1	0, -3, 1		0	0
1033/2	1.0	176	172	1/2	1/2	3/4	4	1		viio64/V		c	i		viio64/V	vii	o	64		V			o	1	1	0, 6, 3		6	0
1035/2	13.5	177	173	0	0	3/4	4	1		V		c	i		V	V							M	1	1	1, 5, 2		1	1
531	1.5	182	177	0	3/8	3/4	4	1		VI		c	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
1065/2	1.5	183	178	0	0	3/4	4	1		V		c	i		V	V							M	1	1	1, 5, 2		1	1
534	1.5	183	178	3/8	3/8	3/4	4	1		VI		c	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
1071/2	1.5	184	179	0	0	3/4	4	1		V		c	i		V	V							M	1	1	1, 5, 2		1	1
537	1.5	184	179	3/8	3/8	3/4	4	1		VI		c	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
1077/2	1.5	185	180	0	0	3/4	4	1		V		c	i		V	V							M	1	1	1, 5, 2		1	1
540	1.5	185	180	3/8	3/8	3/4	4	1		VI		c	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
1083/2	1.5	186	181	0	0	3/4	4	1		V		c	i		V	V							M	1	1	1, 5, 2		1	1
543	1.5	186	181	3/8	3/8	3/4	4	1		iv.VI		c	iv		VI	VI							M	1	1	-4, 0, -3		-4	-4
1089/2	1.5	187	182	0	0	3/4	4	1		V		c	iv		V	V							M	1	1	1, 5, 2		1	1
546	1.5	187	182	3/8	3/8	3/4	4	1		VI		c	iv		VI	VI							M	1	1	-4, 0, -3		-4	-4
1095/2	1.5	188	183	0	0	3/4	4	1		V		c	iv		V	V							M	1	1	1, 5, 2		1	1
549	1.5	188	183	3/8	3/8	3/4	4	1		VI		c	iv		VI	VI							M	1	1	-4, 0, -3		-4	-4
1101/2	1.5	189	184	0	0	3/4	4	1		V		c	iv		V	V							M	1	1	1, 5, 2		1	1
552	1.5	189	184	3/8	3/8	3/4	4	1		VI		c	iv		VI	VI							M	1	1	-4, 0, -3		-4	-4
1107/2	1.5	190	185	0	0	3/4	4	1		bII.vii		c	bII		vii	vii							m	1	0	5, 2, 6		5	5
555	1.5	190	185	3/8	3/8	3/4	4	1		V6		c	bII		V6	V		6					M	1	0	5, 2, 1		1	5
1113/2	6.0	191	186	0	0	3/4	4	1		I		c	bII		I	I							M	1	0	0, 4, 1		0	0
1125/2	6.0	193	188	0	0	3/4	4	1		IV		c	bII		IV	IV							M	1	0	-1, 3, 0		-1	-1
1137/2	6.0	195	190	0	0	3/4	4	1		V7		c	bII		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
1149/2	9.0	197	192	0	0	3/4	4	1		I		c	bII		I	I							M	1	0	0, 4, 1		0	0
1167/2	3.0	200	195	0	0	3/4	4	1		I		c	bII		I	I							M	1	0	0, 4, 1		0	0
1173/2	3.0	201	196	0	0	3/4	4	1		iv.ii%65		c	iv		ii%65	ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
1179/2	3.0	202	197	0	0	3/4	4	1		ii%7		c	iv		ii%7	ii	%	7					%7	1	1	2, -1, -4, 0		2	2
1185/2	6.0	203	198	0	0	3/4	4	1		V7		c	iv		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
1197/2	6.0	205	200	0	0	3/4	4	1		i		c	iv		i	i							m	1	1	0, -3, 1		0	0
1209/2	3.0	207	202	0	0	3/4	4	1		i\\		c	iv		i	i						\\	m	1	1	0, -3, 1		0	0
1215/2	6.0	208	203	0	0	3/4	4	1		viio7/V		c	iv		viio7/V	vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
1227/2	3.0	210	205	0	0	3/4	4	1		V7/V		c	iv		V7/V	V		7		V			Mm7	1	1	2, 6, 3, 0		2	2
1233/2	9.0	211	206	0	0	3/4	4	1		i.i		c	i		i	i							m	1	1	0, -3, 1		0	0
1251/2	6.0	214	209	0	0	3/4	4	1		viio7/V		c	i		viio7/V	vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
1263/2	3.0	216	211	0	0	3/4	4	1		V7/V		c	i		V7/V	V		7		V			Mm7	1	1	2, 6, 3, 0		2	2
1269/2	3.0	217	212	0	0	3/4	4	1		v[v		c	i	v	v	v							m	1	1	1, -2, 2		1	1
1275/2	3.0	218	213	0	0	3/4	4	1		V7		c	i	v	V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
1281/2	3.0	219	214	0	0	3/4	4	1		i		c	i	v	i	i							m	1	1	0, -3, 1		0	0
1287/2	3.0	220	215	0	0	3/4	4	1		V7		c	i	v	V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
1293/2	3.0	221	216	0	0	3/4	4	1		i		c	i	v	i	i							m	1	1	0, -3, 1		0	0
1299/2	3.0	222	217	0	0	3/4	4	1		V/V		c	i	v	V/V	V				V			M	1	1	2, 6, 3		2	2
1305/2	3.0	223	218	0	0	3/4	4	1		V		c	i	v	V	V							M	1	1	1, 5, 2		1	1
1311/2	3.0	224	219	0	0	3/4	4	1		V]		c	i	v	V	V							M	1	1	1, 5, 2		1	1
1317/2	3.0	225	220	0	0	3/4	4	1		i[i		c	i	i	i	i							m	1	1	0, -3, 1		0	0
1323/2	3.0	226	221	0	0	3/4	4	1		V7/iv		c	i	i	V7/iv	V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0
1329/2	3.0	227	222	0	0	3/4	4	1		iv		c	i	i	iv	iv							m	1	1	-1, -4, 0		-1	-1
1335/2	3.0	228	223	0	0	3/4	4	1		V7/iv		c	i	i	V7/iv	V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0
1341/2	5.0	229	224	0	0	3/4	4	1		iv		c	i	i	iv	iv							m	1	1	-1, -4, 0		-1	-1
1351/2	1.0	230	225	1/2	1/2	3/4	4	1		V		c	i	i	V	V							M	1	1	1, 5, 2		1	1
1353/2	1.0	231	226	0	0	3/4	4	1		i]		c	i	i	i	i							m	1	1	0, -3, 1		0	0
1355/2	2.0	231	226	1/4	1/4	3/4	4	1		i6		c	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
1359/2	1.0	232	227	0	0	3/4	4	1		iv		c	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
1361/2	2.0	232	227	1/4	1/4	3/4	4	1		V65/III		c	i		V65/III	V		65		III			Mm7	1	1	2, -1, -4, -2		-2	2
1365/2	1.0	233	228	0	0	3/4	4	1		III		c	i		III	III							M	1	1	-3, 1, -2		-3	-3
1367/2	2.0	233	228	1/4	1/4	3/4	4	1		VI6		c	i		VI6	VI		6					M	1	1	0, -3, -4		-4	0
1371/2	1.0	234	229	0	0	3/4	4	1		iio		c	i		iio	ii	o						o	1	1	2, -1, -4		2	2
1373/2	2.0	234	229	1/4	1/4	3/4	4	1		V65		c	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
1377/2	1.0	235	230	0	0	3/4	4	1		i		c	i		i	i							m	1	1	0, -3, 1		0	0
1379/2	2.0	235	230	1/4	1/4	3/4	4	1		i6		c	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
1383/2	1.0	236	231	0	0	3/4	4	1		iv		c	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
1385/2	2.0	236	231	1/4	1/4	3/4	4	1		V65/III		c	i		V65/III	V		65		III			Mm7	1	1	2, -1, -4, -2		-2	2
