quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
475	1.0	120	119	3/4	3/4	2/2	4	1		V.V43	Bb	V		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
476	4.0	121	120	0	0	2/2	4	1		V65	Bb	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
480	2.0	122	121	0	0	2/2	4	1		I	Bb	V		I		I							M	0	0	0, 4, 1		0	0
482	1.0	122	121	1/2	1/2	2/2	4	1		I64	Bb	V		I64		I		64					M	0	0	1, 0, 4		0	1
483	1.0	122	121	3/4	3/4	2/2	4	1		V43	Bb	V		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
484	4.0	123	122	0	0	2/2	4	1		V65	Bb	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
488	2.0	124	123	0	0	2/2	4	1		I6	Bb	V		I6		I		6					M	0	0	4, 1, 0		0	4
490	1.0	124	123	1/2	1/2	2/2	4	1		I	Bb	V		I		I							M	0	0	0, 4, 1		0	0
491	1.0	124	123	3/4	3/4	2/2	4	1		V43	Bb	V		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
492	4.0	125	124	0	0	2/2	4	1		V65	Bb	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
496	2.0	126	125	0	0	2/2	4	1		i6	Bb	V		i6		i		6					m	0	0	-3, 1, 0		0	-3
498	1.0	126	125	1/2	1/2	2/2	4	1		i	Bb	V		i		i							m	0	0	0, -3, 1		0	0
499	1.0	126	125	3/4	3/4	2/2	4	1		IV.V43	Bb	IV		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
500	4.0	127	126	0	0	2/2	4	1		V65	Bb	IV		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
504	2.0	128	127	0	0	2/2	4	1		I	Bb	IV		I		I							M	0	0	0, 4, 1		0	0
506	2.0	128	127	1/2	1/2	2/2	4	1		V(64)	Bb	IV		V(64)		V			64				M	0	0	1, 0, 4		1	1
508	4.0	129	128	0	0	2/2	4	1		V65	Bb	IV		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
512	2.0	130	129	0	0	2/2	4	1		I6	Bb	IV		I6		I		6					M	0	0	4, 1, 0		0	4
514	1.0	130	129	1/2	1/2	2/2	4	1		I	Bb	IV		I		I							M	0	0	0, 4, 1		0	0
515	1.0	130	129	3/4	3/4	2/2	4	1		V43	Bb	IV		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
516	4.0	131	130	0	0	2/2	4	1		V65	Bb	IV		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
520	2.0	132	131	0	0	2/2	4	1		i6	Bb	IV		i6		i		6					m	0	0	-3, 1, 0		0	-3
522	1.0	132	131	1/2	1/2	2/2	4	1		i	Bb	IV		i		i							m	0	0	0, -3, 1		0	0
523	1.0	132	131	3/4	3/4	2/2	4	1		bIII.V	Bb	bIII		V		V							M	0	0	1, 5, 2		1	1
524	2.0	133	132	0	0	2/2	4	1		V	Bb	bIII		V		V							M	0	0	1, 5, 2		1	1
526	2.0	133	132	1/2	1/2	2/2	4	1		V7	Bb	bIII		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
528	2.0	134	133	0	0	2/2	4	1		I6	Bb	bIII		I6		I		6					M	0	0	4, 1, 0		0	4
530	1.0	134	133	1/2	1/2	2/2	4	1		I	Bb	bIII		I		I							M	0	0	0, 4, 1		0	0
531	5.0	134	133	3/4	3/4	2/2	4	1		V2	Bb	bIII		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
536	2.0	136	135	0	0	2/2	4	1		V43	Bb	bIII		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
538	1.0	136	135	1/2	1/2	2/2	4	1		V6	Bb	bIII		V6		V		6					M	0	0	5, 2, 1		1	5
539	1.0	136	135	3/4	3/4	2/2	4	1		i.V43	Bb	i		V43		V		43					Mm7	0	1	2, -1, 1, 5		1	2
540	4.0	137	136	0	0	2/2	4	1		V65	Bb	i		V65		V		65					Mm7	0	1	5, 2, -1, 1		1	5
544	7.0	138	137	0	0	2/2	4	1		i	Bb	i		i		i							m	0	1	0, -3, 1		0	0
551	1.0	139	138	3/4	3/4	2/2	4	1		V/V	Bb	i		V/V		V				V			M	0	1	2, 6, 3		2	2
552	3.0	140	139	0	0	2/2	4	1		V\\	Bb	i		V		V						\\	M	0	1	1, 5, 2		1	1
555	1.0	140	139	3/4	3/4	2/2	4	1		V.I	Bb	V		I		I							M	0	0	0, 4, 1		0	0
556	4.0	141	140	0	0	2/2	4	1		V	Bb	V		V		V							M	0	0	1, 5, 2		1	1
560	4.0	142	141	0	0	2/2	4	1		I	Bb	V		I		I							M	0	0	0, 4, 1		0	0
564	4.0	143	142	0	0	2/2	4	1		V7	Bb	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
568	4.0	144	143	0	0	2/2	4	1		I	Bb	V		I		I							M	0	0	0, 4, 1		0	0
572	4.0	145	144	0	0	2/2	4	1		V7	Bb	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
576	4.0	146	145	0	0	2/2	4	1		I	Bb	V		I		I							M	0	0	0, 4, 1		0	0
580	2.0	147	146	0	0	2/2	4	1		iv64	Bb	V		iv64		iv		64					m	0	0	0, -1, -4		-1	0
582	2.0	147	146	1/2	1/2	2/2	4	1		viio64/V	Bb	V		viio64/V		vii	o	64		V			o	0	0	0, 6, 3		6	0
584	4.0	148	147	0	0	2/2	4	1		I.V43	Bb	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
588	4.0	149	148	0	0	2/2	4	1		V2	Bb	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
592	4.0	150	149	0	0	2/2	4	1		V43	Bb	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
596	4.0	151	150	0	0	2/2	4	1		V2	Bb	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
600	2.0	152	151	0	0	2/2	4	1		V43	Bb	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
602	10.0	152	151	1/2	1/2	2/2	4	1		V7	Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
612	4.0	155	154	0	0	2/2	4	1		V6	Bb	I		V6		V		6					M	0	0	5, 2, 1		1	5
616	6.0	156	155	0	0	2/2	4	1		viio6	Bb	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
622	14.0	157	156	1/2	1/2	2/2	4	1		vii%7	Bb	I		vii%7		vii	%	7					%7	0	0	5, 2, -1, 3		5	5
636	4.0	161	160	0	0	2/2	4	1		V	Bb	I		V		V							M	0	0	1, 5, 2		1	1
640	2.0	162	161	0	0	2/2	4	1		vii%7(42)	Bb	I		vii%7(42)		vii	%	7	42				%7	0	0	0, 4, -1, 3		5	0
642	2.0	162	161	1/2	1/2	2/2	4	1		vii%7	Bb	I		vii%7		vii	%	7					%7	0	0	5, 2, -1, 3		5	5
644	4.0	163	162	0	0	2/2	4	1		V65	Bb	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
648	2.0	164	163	0	0	2/2	4	1		vii%43(42)	Bb	I		vii%43(42)		vii	%	43	42				%7	0	0	-1, 3, 0, 4		5	-1
650	2.0	164	163	1/2	1/2	2/2	4	1		vii%43	Bb	I		vii%43		vii	%	43					%7	0	0	-1, 3, 5, 2		5	-1
652	4.0	165	164	0	0	2/2	4	1		vii%43	Bb	I		vii%43		vii	%	43					%7	0	0	-1, 3, 5, 2		5	-1
656	2.0	166	165	0	0	2/2	4	1		vii%7(42)	Bb	I		vii%7(42)		vii	%	7	42				%7	0	0	0, 4, -1, 3		5	0
658	2.0	166	165	1/2	1/2	2/2	4	1		vii%7	Bb	I		vii%7		vii	%	7					%7	0	0	5, 2, -1, 3		5	5
660	4.0	167	166	0	0	2/2	4	1		vii%7	Bb	I		vii%7		vii	%	7					%7	0	0	5, 2, -1, 3		5	5
664	16.0	168	167	0	0	2/2	4	1		@none	Bb	I		@none		@none							m	0	0				
680	8.0	172	171	0	0	2/2	4	1		viio6	Bb	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
688	8.0	174	173	0	0	2/2	4	1		V	Bb	I		V		V							M	0	0	1, 5, 2		1	1
696	20.0	176	175	0	0	2/2	4	1		I	Bb	I		I		I							M	0	0	0, 4, 1		0	0
716	4.0	181	180	0	0	2/2	4	1		V7	Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
720	2.0	182	181	0	0	2/2	4	1		I6	Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
722	2.0	182	181	1/2	1/2	2/2	4	1		I	Bb	I		I		I							M	0	0	0, 4, 1		0	0
