quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	harmony_layer	label	regex_match	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
28	1.0	10	10	1/4	1/4	3/4	4	1		1	#viio7/vi	dcml	C	I		#viio7/vi		#vii	o	7		vi			o7	0	0	8, 5, 2, -1		8	8
29	1.0	10	10	1/2	1/2	3/4	4	1		1	vi	dcml	C	I		vi		vi							m	0	0	3, 0, 4		3	3
30	1.0	11	11	0	0	3/4	4	1		1	ii65	dcml	C	I		ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
31	2.0	11	11	1/4	1/4	3/4	4	1		1	V65/V	dcml	C	I		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
33	0.5	12	12	0	0	3/4	4	1		1	V(9)	dcml	C	I		V(9)		V			9				M	0	0	1, 5, 2	3	1	1
67/2	0.5	12	12	1/8	1/8	3/4	4	1		1	V	dcml	C	I		V		V							M	0	0	1, 5, 2		1	1
34	1.0	12	12	1/4	1/4	3/4	4	1		1	V7/V	dcml	C	I		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
35	1.0	12	12	1/2	1/2	3/4	4	1		1	V7	dcml	C	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
36	2.0	13	13	0	0	3/4	4	1		1	I	dcml	C	I		I		I							M	0	0	0, 4, 1		0	0
38	1.0	13	13	1/2	1/2	3/4	4	1		1	V43	dcml	C	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
39	1.0	14	14	0	0	3/4	4	1		1	V7	dcml	C	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
40	1.0	14	14	1/4	1/4	3/4	4	1		1	#viio7/vi	dcml	C	I		#viio7/vi		#vii	o	7		vi			o7	0	0	8, 5, 2, -1		8	8
41	1.0	14	14	1/2	1/2	3/4	4	1		1	vi	dcml	C	I		vi		vi							m	0	0	3, 0, 4		3	3
42	1.0	15	15	0	0	3/4	4	1		1	ii65	dcml	C	I		ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
43	1.0	15	15	1/4	1/4	3/4	4	1		1	V65/V	dcml	C	I		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
44	1.0	15	15	1/2	1/2	3/4	4	1		1	V7	dcml	C	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
45	1.0	16	16	0	0	3/4	4	1		1	I	dcml	C	I		I		I							M	0	0	0, 4, 1		0	0
46	0.75	16	16	1/4	1/4	3/4	4	1		1	V7(6)	dcml	C	I		V7(6)		V		7	6				Mm7	0	0	1, 5, 4, -1		1	1
187/4	0.25	16	16	7/16	7/16	3/4	4	1		1	V7	dcml	C	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
47	1.0	16	16	1/2	1/2	3/4	4	1		1	I\\	dcml	C	I		I		I						\\	M	0	0	0, 4, 1		0	0
48	3.0	17	17	0	0	3/4	4	1		1	V[V6	dcml	C	I	V	V6		V		6					M	0	0	5, 2, 1		1	5
51	3.0	18	18	0	0	3/4	4	1		1	V2/V	dcml	C	I	V	V2/V		V		2		V			Mm7	0	0	0, 2, 6, 3		2	0
54	1.0	19	19	0	0	3/4	4	1		1	V6	dcml	C	I	V	V6		V		6					M	0	0	5, 2, 1		1	5
55	1.0	19	19	1/4	1/4	3/4	4	1		1	viio6	dcml	C	I	V	viio6		vii	o	6					o	0	0	2, -1, 5		5	2
56	2.0	19	19	1/2	1/2	3/4	4	1		1	I	dcml	C	I	V	I		I							M	0	0	0, 4, 1		0	0
58	8.0	20	20	1/4	1/4	3/4	4	1		1	V6]	dcml	C	I	V	V6		V		6					M	0	0	5, 2, 1		1	5
66	3.0	23	23	0	0	3/4	4	1		1	I	dcml	C	I		I		I							M	0	0	0, 4, 1		0	0
69	2.0	24	24	0	0	3/4	4	1		1	V2	dcml	C	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
71	1.0	24	24	1/2	1/2	3/4	4	1		1	I6	dcml	C	I		I6		I		6					M	0	0	4, 1, 0		0	4
72	1.0	25	25	0	0	3/4	4	1		1	V43	dcml	C	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
73	1.5	25	25	1/4	1/4	3/4	4	1		1	V	dcml	C	I		V		V							M	0	0	1, 5, 2		1	1
149/2	0.5	25	25	5/8	5/8	3/4	4	1		1	V65/V	dcml	C	I		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
75	1.5	26	26	0	0	3/4	4	1		1	V43/V	dcml	C	I		V43/V		V		43		V			Mm7	0	0	3, 0, 2, 6		2	3
153/2	0.5	26	26	3/8	3/8	3/4	4	1		1	V	dcml	C	I		V		V							M	0	0	1, 5, 2		1	1
77	0.5	26	26	1/2	1/2	3/4	4	1		1	V2	dcml	C	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
155/2	0.5	26	26	5/8	5/8	3/4	4	1		1	V43	dcml	C	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
78	2.0	27	27	0	0	3/4	4	1		1	I	dcml	C	I		I		I							M	0	0	0, 4, 1		0	0
80	1.0	27	27	1/2	1/2	3/4	4	1		1	V43	dcml	C	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
81	1.0	28	28	0	0	3/4	4	1		1	V7	dcml	C	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
82	1.0	28	28	1/4	1/4	3/4	4	1		1	#viio7/vi	dcml	C	I		#viio7/vi		#vii	o	7		vi			o7	0	0	8, 5, 2, -1		8	8
83	1.0	28	28	1/2	1/2	3/4	4	1		1	vi	dcml	C	I		vi		vi							m	0	0	3, 0, 4		3	3
84	1.0	29	29	0	0	3/4	4	1		1	ii65	dcml	C	I		ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
85	1.0	29	29	1/4	1/4	3/4	4	1		1	V65/V	dcml	C	I		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
86	1.0	29	29	1/2	1/2	3/4	4	1		1	V7	dcml	C	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
87	1.0	30	30	0	0	3/4	4	1		1	V65/vi	dcml	C	I		V65/vi		V		65		vi			Mm7	0	0	8, 5, 2, 4		4	8
88	1.5	30	30	1/4	1/4	3/4	4	1		1	vi	dcml	C	I		vi		vi							m	0	0	3, 0, 4		3	3
179/2	0.5	30	30	5/8	5/8	3/4	4	1		1	IV6	dcml	C	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
90	2.0	31	31	0	0	3/4	4	1		1	V65	dcml	C	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
92	1.0	31	31	1/2	1/2	3/4	4	1		1	I	dcml	C	I		I		I							M	0	0	0, 4, 1		0	0
93	0.5	32	32	0	0	3/4	4	1		1	IV64(94)	dcml	C	I		IV64(94)		IV		64	94				M	0	0	0, -1, 5	1	-1	0
187/2	0.5	32	32	1/8	1/8	3/4	4	1		1	IV	dcml	C	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
94	1.0	32	32	1/4	1/4	3/4	4	1		1	V(64)	dcml	C	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
95	0.5	32	32	1/2	1/2	3/4	4	1		1	V7	dcml	C	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
191/2	0.5	32	32	5/8	5/8	3/4	4	1		1	V2	dcml	C	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
96	1.0	33	33	0	0	3/4	4	1		1	I6	dcml	C	I		I6		I		6					M	0	0	4, 1, 0		0	4
97	2.0	33	33	1/4	1/4	3/4	4	1		1	V2	dcml	C	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
99	3.0	34	34	0	0	3/4	4	1		1	V43	dcml	C	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
102	1.0	35	35	0	0	3/4	4	1		1	I	dcml	C	I		I		I							M	0	0	0, 4, 1		0	0
103	3.0	35	35	1/4	1/4	3/4	4	1		1	V65	dcml	C	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
106	7.0	36	36	1/4	1/4	3/4	4	1		1	V7	dcml	C	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
113	1.0	38	38	1/2	1/2	3/4	4	1		1	I\\	dcml	C	I		I		I						\\	M	0	0	0, 4, 1		0	0
114	7.5	39	39	0	0	3/4	4	1		1	IV.I	dcml	C	IV		I		I							M	0	0	0, 4, 1		0	0
243/2	0.5	41	41	3/8	3/8	3/4	4	1		1	I	dcml	C	IV		I		I							M	0	0	0, 4, 1		0	0
122	0.5	41	41	1/2	1/2	3/4	4	1		1	V6	dcml	C	IV		V6		V		6					M	0	0	5, 2, 1		1	5
245/2	0.5	41	41	5/8	5/8	3/4	4	1		1	V43	dcml	C	IV		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
123	1.5	42	42	0	0	3/4	4	1		1	I	dcml	C	IV		I		I							M	0	0	0, 4, 1		0	0
249/2	0.5	42	42	3/8	3/8	3/4	4	1		1	I	dcml	C	IV		I		I							M	0	0	0, 4, 1		0	0
125	0.5	42	42	1/2	1/2	3/4	4	1		1	V6	dcml	C	IV		V6		V		6					M	0	0	5, 2, 1		1	5
251/2	0.5	42	42	5/8	5/8	3/4	4	1		1	V43	dcml	C	IV		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
126	2.0	43	43	0	0	3/4	4	1		1	I	dcml	C	IV		I		I							M	0	0	0, 4, 1		0	0
128	0.5	43	43	1/2	1/2	3/4	4	1		1	V6	dcml	C	IV		V6		V		6					M	0	0	5, 2, 1		1	5
257/2	0.5	43	43	5/8	5/8	3/4	4	1		1	V43/V	dcml	C	IV		V43/V		V		43		V			Mm7	0	0	3, 0, 2, 6		2	3
129	6.0	44	44	0	0	3/4	4	1		1	V	dcml	C	IV		V		V							M	0	0	1, 5, 2		1	1
135	3.0	46	46	0	0	3/4	4	1		1	V	dcml	C	IV		V		V							M	0	0	1, 5, 2		1	1
138	2.0	47	47	0	0	3/4	4	1		1	V64	dcml	C	IV		V64		V		64					M	0	0	2, 1, 5		1	2
140	1.0	47	47	1/2	1/2	3/4	4	1		1	V7/V	dcml	C	IV		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
141	0.5	48	48	0	0	3/4	4	1		1	V\\	dcml	C	IV		V		V						\\	M	0	0	1, 5, 2		1	1
283/2	8.5	48	48	1/8	1/8	3/4	4	1		1	V	dcml	C	IV		V		V							M	0	0	1, 5, 2		1	1
150	2.0	51	51	0	0	3/4	4	1		1	V64	dcml	C	IV		V64		V		64					M	0	0	2, 1, 5		1	2
152	1.0	51	51	1/2	1/2	3/4	4	1		1	V7/V	dcml	C	IV		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
153	2.0	52	52	0	0	3/4	4	1		1	V64	dcml	C	IV		V64		V		64					M	0	0	2, 1, 5		1	2
155	1.0	52	52	1/2	1/2	3/4	4	1		1	V7/V	dcml	C	IV		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
156	2.0	53	53	0	0	3/4	4	1		1	V64	dcml	C	IV		V64		V		64					M	0	0	2, 1, 5		1	2
158	1.0	53	53	1/2	1/2	3/4	4	1		1	V7/V	dcml	C	IV		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
		54	54	0	0	3/4	4	1	1	1	V\\	dcml	C	IV		V		V						\\	M	0	0	1, 5, 2		1	1
		54	54	1/2	1/2	3/4	4	1	1	1	V/V	dcml	C	IV		V/V		V				V			M	0	0	2, 6, 3		2	2
		54	54	5/8	5/8	3/4	4	1	1	1	V	dcml	C	IV		V		V							M	0	0	1, 5, 2		1	1
		55	55	0	0	3/4	4	1	1	1	V\\	dcml	C	IV		V		V						\\	M	0	0	1, 5, 2		1	1
		55	55	1/2	1/2	3/4	4	1	1	1	V2	dcml	C	IV		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
159	6.0	56	56	0	0	3/4	4	1		1	V/vi	dcml	C	IV		V/vi		V				vi			M	0	0	4, 8, 5		4	4
165	1.5	58	58	0	0	3/4	4	1		1	ii.V	dcml	C	ii		V		V							M	0	1	1, 5, 2		1	1
333/2	0.5	58	58	3/8	3/8	3/4	4	1		1	i	dcml	C	ii		i		i							m	0	1	0, -3, 1		0	0
167	0.5	58	58	1/2	1/2	3/4	4	1		1	V6	dcml	C	ii		V6		V		6					M	0	1	5, 2, 1		1	5
335/2	0.5	58	58	5/8	5/8	3/4	4	1		1	V43	dcml	C	ii		V43		V		43					Mm7	0	1	2, -1, 1, 5		1	2
168	2.5	59	59	0	0	3/4	4	1		1	i	dcml	C	ii		i		i							m	0	1	0, -3, 1		0	0
341/2	0.5	59	59	5/8	5/8	3/4	4	1		1	VI6	dcml	C	ii		VI6		VI		6					M	0	1	0, -3, -4		-4	0
171	2.0	60	60	0	0	3/4	4	1		1	iio	dcml	C	ii		iio		ii	o						o	0	1	2, -1, -4		2	2
173	0.5	60	60	1/2	1/2	3/4	4	1		1	VI6	dcml	C	ii		VI6		VI		6					M	0	1	0, -3, -4		-4	0
347/2	0.5	60	60	5/8	5/8	3/4	4	1		1	VI43	dcml	C	ii		VI43		VI		43					Mm7	0	1	-3, -6, -4, 0		-4	-3
174	1.5	61	61	0	0	3/4	4	1		1	iio	dcml	C	ii		iio		ii	o						o	0	1	2, -1, -4		2	2
351/2	0.5	61	61	3/8	3/8	3/4	4	1		1	iio	dcml	C	ii		iio		ii	o						o	0	1	2, -1, -4		2	2
176	0.5	61	61	1/2	1/2	3/4	4	1		1	V6/III	dcml	C	ii		V6/III		V		6		III			M	0	1	2, -1, -2		-2	2
353/2	0.5	61	61	5/8	5/8	3/4	4	1		1	V6/III	dcml	C	ii		V6/III		V		6		III			M	0	1	2, -1, -2		-2	2
177	2.0	62	62	0	0	3/4	4	1		1	IV.I	dcml	C	IV		I		I							M	0	0	0, 4, 1		0	0
179	0.5	62	62	1/2	1/2	3/4	4	1		1	V6	dcml	C	IV		V6		V		6					M	0	0	5, 2, 1		1	5
359/2	0.5	62	62	5/8	5/8	3/4	4	1		1	V43	dcml	C	IV		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
180	2.0	63	63	0	0	3/4	4	1		1	I	dcml	C	IV		I		I							M	0	0	0, 4, 1		0	0
182	0.5	63	63	1/2	1/2	3/4	4	1		1	V6	dcml	C	IV		V6		V		6					M	0	0	5, 2, 1		1	5
365/2	0.5	63	63	5/8	5/8	3/4	4	1		1	V43	dcml	C	IV		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
183	2.0	64	64	0	0	3/4	4	1		1	I	dcml	C	IV		I		I							M	0	0	0, 4, 1		0	0
185	0.5	64	64	1/2	1/2	3/4	4	1		1	V6	dcml	C	IV		V6		V		6					M	0	0	5, 2, 1		1	5
371/2	0.5	64	64	5/8	5/8	3/4	4	1		1	V7	dcml	C	IV		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
186	9.0	65	65	0	0	3/4	4	1		1	I	dcml	C	IV		I		I							M	0	0	0, 4, 1		0	0
195	2.0	68	68	0	0	3/4	4	1		1	V(64)	dcml	C	IV		V(64)		V			64				M	0	0	1, 0, 4		1	1
197	1.0	68	68	1/2	1/2	3/4	4	1		1	V7	dcml	C	IV		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
198	9.0	69	69	0	0	3/4	4	1		1	I	dcml	C	IV		I		I							M	0	0	0, 4, 1		0	0
207	2.0	72	72	0	0	3/4	4	1		1	V(64)	dcml	C	IV		V(64)		V			64				M	0	0	1, 0, 4		1	1
209	1.0	72	72	1/2	1/2	3/4	4	1		1	V7	dcml	C	IV		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
210	2.0	73	73	0	0	3/4	4	1		1	V(64)	dcml	C	IV		V(64)		V			64				M	0	0	1, 0, 4		1	1
212	1.0	73	73	1/2	1/2	3/4	4	1		1	V7	dcml	C	IV		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
213	2.0	74	74	0	0	3/4	4	1		1	V(64)	dcml	C	IV		V(64)		V			64				M	0	0	1, 0, 4		1	1
215	1.0	74	74	1/2	1/2	3/4	4	1		1	V7	dcml	C	IV		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
		75	75	0	0	3/4	4	1	1	1	I\\	dcml	C	IV		I		I						\\	M	0	0	0, 4, 1		0	0
		76	76	0	0	3/4	4	1	1	1	I\\	dcml	C	IV		I		I						\\	M	0	0	0, 4, 1		0	0
216	3.0	77	77	0	0	3/4	4	1		1	I.V7	dcml	C	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
219	3.0	78	78	0	0	3/4	4	1		1	V2	dcml	C	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
222	3.0	79	79	0	0	3/4	4	1		1	i.i	dcml	C	i		i		i							m	0	1	0, -3, 1		0	0
225	3.0	80	80	0	0	3/4	4	1		1	iv	dcml	C	i		iv		iv							m	0	1	-1, -4, 0		-1	-1
228	1.0	81	81	0	0	3/4	4	1		1	V65(2)/III	dcml	C	i		V65(2)/III		V		65	2	III			Mm7	0	1	2, -1, -4, 0		-2	2
229	2.0	81	81	1/4	1/4	3/4	4	1		1	V65/III	dcml	C	i		V65/III		V		65		III			Mm7	0	1	2, -1, -4, -2		-2	2
231	3.0	82	82	0	0	3/4	4	1		1	V7/III	dcml	C	i		V7/III		V		7		III			Mm7	0	1	-2, 2, -1, -4		-2	-2
234	3.0	83	83	0	0	3/4	4	1		1	III	dcml	C	i		III		III							M	0	1	-3, 1, -2		-3	-3
237	1.0	84	84	0	0	3/4	4	1		1	VI(7)	dcml	C	i		VI(7)		VI			7				M	0	1	-4, 0, -3	1	-4	-4
238	2.0	84	84	1/4	1/4	3/4	4	1		1	VI	dcml	C	i		VI		VI							M	0	1	-4, 0, -3		-4	-4
240	3.0	85	85	0	0	3/4	4	1		1	iv	dcml	C	i		iv		iv							m	0	1	-1, -4, 0		-1	-1
243	6.0	86	86	0	0	3/4	4	1		1	iio	dcml	C	i		iio		ii	o						o	0	1	2, -1, -4		2	2
249	2.0	88	88	0	0	3/4	4	1		1	#viio7	dcml	C	i		#viio7		#vii	o	7					o7	0	1	5, 2, -1, -4		5	5
251	1.0	88	88	1/2	1/2	3/4	4	1		1	#viio2	dcml	C	i		#viio2		#vii	o	2					o7	0	1	-4, 5, 2, -1		5	-4
252	2.0	89	89	0	0	3/4	4	1		1	V	dcml	C	i		V		V							M	0	1	1, 5, 2		1	1
254	4.0	89	89	1/2	1/2	3/4	4	1		1	i	dcml	C	i		i		i							m	0	1	0, -3, 1		0	0
258	2.0	91	91	0	0	3/4	4	1		1	V	dcml	C	i		V		V							M	0	1	1, 5, 2		1	1
260	1.0	91	91	1/2	1/2	3/4	4	1		1	i64	dcml	C	i		i64		i		64					m	0	1	1, 0, -3		0	1
261	3.0	92	92	0	0	3/4	4	1		1	i	dcml	C	i		i		i							m	0	1	0, -3, 1		0	0
264	1.0	93	93	0	0	3/4	4	1		1	V(64)	dcml	C	i		V(64)		V			64				M	0	1	1, 0, -3		1	1
265	1.0	93	93	1/4	1/4	3/4	4	1		1	V	dcml	C	i		V		V							M	0	1	1, 5, 2		1	1
266	1.0	93	93	1/2	1/2	3/4	4	1		1	It6	dcml	C	i		It6	It	vii	o	6	b3	V			It	0	1	-4, 0, 6		6	-4
267	1.0	94	94	0	0	3/4	4	1		1	viio65/V	dcml	C	i		viio65/V		vii	o	65		V			o7	0	1	3, 0, -3, 6		6	3
268	1.0	94	94	1/4	1/4	3/4	4	1		1	iv6	dcml	C	i		iv6		iv		6					m	0	1	-4, 0, -1		-1	-4
269	4.0	94	94	1/2	1/2	3/4	4	1		1	V65	dcml	C	i		V65		V		65					Mm7	0	1	5, 2, -1, 1		1	5
273	1.0	96	96	0	0	3/4	4	1		1	V43	dcml	C	i		V43		V		43					Mm7	0	1	2, -1, 1, 5		1	2
274	2.0	96	96	1/4	1/4	3/4	4	1		1	V	dcml	C	i		V		V							M	0	1	1, 5, 2		1	1
