quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	harmony_layer	label	regex_match	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
34	1.0	18	18	0	0	2/4	4	1		1	I\\	dcml	F	I		I		I						\\	M	0	0	0, 4, 1		0	0
35	1.0	18	18	1/4	1/4	2/4	4	1		1	V6	dcml	F	I		V6		V		6					M	0	0	5, 2, 1		1	5
36	1.0	19	19	0	0	2/4	4	1		1	I	dcml	F	I		I		I							M	0	0	0, 4, 1		0	0
37	1.0	19	19	1/4	1/4	2/4	4	1		1	V	dcml	F	I		V		V							M	0	0	1, 5, 2		1	1
38	1.0	20	20	0	0	2/4	4	1		1	I	dcml	F	I		I		I							M	0	0	0, 4, 1		0	0
39	1.0	20	20	1/4	1/4	2/4	4	1		1	V65	dcml	F	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
40	1.0	21	21	0	0	2/4	4	1		1	I	dcml	F	I		I		I							M	0	0	0, 4, 1		0	0
41	1.0	21	21	1/4	1/4	2/4	4	1		1	V	dcml	F	I		V		V							M	0	0	1, 5, 2		1	1
42	1.5	22	22	0	0	2/4	4	1		1	I	dcml	F	I		I		I							M	0	0	0, 4, 1		0	0
87/2	1.0	22	22	3/8	3/8	2/4	4	1		1	I6	dcml	F	I		I6		I		6					M	0	0	4, 1, 0		0	4
89/2	2.0	23	23	1/8	1/8	2/4	4	1		1	IV	dcml	F	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
93/2	1.0	24	24	1/8	1/8	2/4	4	1		1	ii	dcml	F	I		ii		ii							m	0	0	2, -1, 3		2	2
95/2	1.0	24	24	3/8	3/8	2/4	4	1		1	IV	dcml	F	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
97/2	3.5	25	25	1/8	1/8	2/4	4	1		1	V	dcml	F	I		V		V							M	0	0	1, 5, 2		1	1
52	1.0	27	27	0	0	2/4	4	1		1	IV6(+2)	dcml	F	I		IV6(+2)		IV		6	+2				M	0	0	3, 0, -1	1	-1	3
53	0.5	27	27	1/4	1/4	2/4	4	1		1	V65	dcml	F	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
107/2	0.5	27	27	3/8	3/8	2/4	4	1		1	I	dcml	F	I		I		I							M	0	0	0, 4, 1		0	0
54	1.0	28	28	0	0	2/4	4	1		1	IV6(+2)	dcml	F	I		IV6(+2)		IV		6	+2				M	0	0	3, 0, -1	1	-1	3
55	0.5	28	28	1/4	1/4	2/4	4	1		1	V65	dcml	F	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
111/2	0.5	28	28	3/8	3/8	2/4	4	1		1	I	dcml	F	I		I		I							M	0	0	0, 4, 1		0	0
56	1.0	29	29	0	0	2/4	4	1		1	ii6	dcml	F	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
57	1.5	29	29	1/4	1/4	2/4	4	1		1	V	dcml	F	I		V		V							M	0	0	1, 5, 2		1	1
117/2	0.5	30	30	1/8	1/8	2/4	4	1		1	IV6	dcml	F	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
59	0.5	30	30	1/4	1/4	2/4	4	1		1	V7	dcml	F	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
119/2	1.0	30	30	3/8	3/8	2/4	4	1		1	I\\	dcml	F	I		I		I						\\	M	0	0	0, 4, 1		0	0
121/2	0.5	31	31	1/8	1/8	2/4	4	1		1	iv6	dcml	F	I		iv6		iv		6					m	0	0	-4, 0, -1		-1	-4
61	0.5	31	31	1/4	1/4	2/4	4	1		1	V7	dcml	F	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
123/2	0.5	31	31	3/8	3/8	2/4	4	1		1	I\\	dcml	F	I		I		I						\\	M	0	0	0, 4, 1		0	0
62	1.0	32	32	0	0	2/4	4	1		1	ii6	dcml	F	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
63	1.0	32	32	1/4	1/4	2/4	4	1		1	V	dcml	F	I		V		V							M	0	0	1, 5, 2		1	1
64	1.0	33	33	0	0	2/4	4	1		1	I6	dcml	F	I		I6		I		6					M	0	0	4, 1, 0		0	4
65	1.0	33	33	1/4	1/4	2/4	4	1		1	vi	dcml	F	I		vi		vi							m	0	0	3, 0, 4		3	3
66	1.0	34	34	0	0	2/4	4	1		1	ii6	dcml	F	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
67	1.0	34	34	1/4	1/4	2/4	4	1		1	V	dcml	F	I		V		V							M	0	0	1, 5, 2		1	1
68	1.0	35	35	0	0	2/4	4	1		1	I\\	dcml	F	I		I		I						\\	M	0	0	0, 4, 1		0	0
69	1.0	35	35	1/4	1/4	2/4	4	1		1	V7	dcml	F	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
70	1.0	36	36	0	0	2/4	4	1		1	I	dcml	F	I		I		I							M	0	0	0, 4, 1		0	0
71	1.0	36	36	1/4	1/4	2/4	4	1		1	viio6	dcml	F	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
72	1.0	37	37	0	0	2/4	4	1		1	I6	dcml	F	I		I6		I		6					M	0	0	4, 1, 0		0	4
73	1.0	37	37	1/4	1/4	2/4	4	1		1	viio6	dcml	F	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
74	1.0	38	38	0	0	2/4	4	1		1	I	dcml	F	I		I		I							M	0	0	0, 4, 1		0	0
75	1.0	38	38	1/4	1/4	2/4	4	1		1	V	dcml	F	I		V		V							M	0	0	1, 5, 2		1	1
76	1.0	39	39	0	0	2/4	4	1		1	I6	dcml	F	I		I6		I		6					M	0	0	4, 1, 0		0	4
77	1.0	39	39	1/4	1/4	2/4	4	1		1	V7	dcml	F	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
78	1.0	40	40	0	0	2/4	4	1		1	I	dcml	F	I		I		I							M	0	0	0, 4, 1		0	0
79	1.0	40	40	1/4	1/4	2/4	4	1		1	V/iii	dcml	F	I		V/iii		V				iii			M	0	0	5, 9, 6		5	5
80	1.0	41	41	0	0	2/4	4	1		1	iii	dcml	F	I		iii		iii							m	0	0	4, 1, 5		4	4
81	1.0	41	41	1/4	1/4	2/4	4	1		1	V7/iii	dcml	F	I		V7/iii		V		7		iii			Mm7	0	0	5, 9, 6, 3		5	5
82	1.0	42	42	0	0	2/4	4	1		1	iii	dcml	F	I		iii		iii							m	0	0	4, 1, 5		4	4
83	1.0	42	42	1/4	1/4	2/4	4	1		1	vi	dcml	F	I		vi		vi							m	0	0	3, 0, 4		3	3
84	4.0	43	43	0	0	2/4	4	1		1	V7/V	dcml	F	I		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
88	1.0	45	45	0	0	2/4	4	1		1	V	dcml	F	I		V		V							M	0	0	1, 5, 2		1	1
89	1.0	45	45	1/4	1/4	2/4	4	1		1	V43/V	dcml	F	I		V43/V		V		43		V			Mm7	0	0	3, 0, 2, 6		2	3
90	1.0	46	46	0	0	2/4	4	1		1	V6	dcml	F	I		V6		V		6					M	0	0	5, 2, 1		1	5
91	1.0	46	46	1/4	1/4	2/4	4	1		1	viio7	dcml	F	I		viio7		vii	o	7					o7	0	0	5, 2, -1, -4		5	5
92	1.0	47	47	0	0	2/4	4	1		1	V2/V	dcml	F	I		V2/V		V		2		V			Mm7	0	0	0, 2, 6, 3		2	0
93	1.0	47	47	1/4	1/4	2/4	4	1		1	V65	dcml	F	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
94	2.0	48	48	0	0	2/4	4	1		1	V.V43	dcml	F	V		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
96	2.0	49	49	0	0	2/4	4	1		1	V65	dcml	F	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
98	1.0	50	50	0	0	2/4	4	1		1	V7	dcml	F	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
99	1.0	50	50	1/4	1/4	2/4	4	1		1	V2	dcml	F	V		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
100	1.0	51	51	0	0	2/4	4	1		1	I6	dcml	F	V		I6		I		6					M	0	0	4, 1, 0		0	4
101	1.0	51	51	1/4	1/4	2/4	4	1		1	V43	dcml	F	V		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
102	1.0	52	52	0	0	2/4	4	1		1	I	dcml	F	V		I		I							M	0	0	0, 4, 1		0	0
103	1.0	52	52	1/4	1/4	2/4	4	1		1	V7	dcml	F	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
104	1.0	53	53	0	0	2/4	4	1		1	v.i6	dcml	F	v		i6		i		6					m	0	1	-3, 1, 0		0	-3
105	1.0	53	53	1/4	1/4	2/4	4	1		1	V65	dcml	F	v		V65		V		65					Mm7	0	1	5, 2, -1, 1		1	5
106	1.0	54	54	0	0	2/4	4	1		1	i	dcml	F	v		i		i							m	0	1	0, -3, 1		0	0
107	1.0	54	54	1/4	1/4	2/4	4	1		1	V64	dcml	F	v		V64		V		64					M	0	1	2, 1, 5		1	2
108	1.0	55	55	0	0	2/4	4	1		1	i6	dcml	F	v		i6		i		6					m	0	1	-3, 1, 0		0	-3
109	1.0	55	55	1/4	1/4	2/4	4	1		1	#viio7/iv	dcml	F	v		#viio7/iv		#vii	o	7		iv			o7	0	1	4, 1, -2, -5		4	4
110	3.0	56	56	0	0	2/4	4	1		1	V2	dcml	F	v		V2		V		2					Mm7	0	1	-1, 1, 5, 2		1	-1
113	1.0	57	57	1/4	1/4	2/4	4	1		1	V7	dcml	F	v		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
114	1.0	58	58	0	0	2/4	4	1		1	V7(+2)	dcml	F	v		V7(+2)		V		7	+2				Mm7	0	1	1, 5, 2, -1	-4	1	1
115	1.0	58	58	1/4	1/4	2/4	4	1		1	V65	dcml	F	v		V65		V		65					Mm7	0	1	5, 2, -1, 1		1	5
116	1.0	59	59	0	0	2/4	4	1		1	i	dcml	F	v		i		i							m	0	1	0, -3, 1		0	0
117	1.0	59	59	1/4	1/4	2/4	4	1		1	V64	dcml	F	v		V64		V		64					M	0	1	2, 1, 5		1	2
118	1.0	60	60	0	0	2/4	4	1		1	i6	dcml	F	v		i6		i		6					m	0	1	-3, 1, 0		0	-3
119	1.0	60	60	1/4	1/4	2/4	4	1		1	V64	dcml	F	v		V64		V		64					M	0	1	2, 1, 5		1	2
120	1.0	61	61	0	0	2/4	4	1		1	i	dcml	F	v		i		i							m	0	1	0, -3, 1		0	0
121	1.0	61	61	1/4	1/4	2/4	4	1		1	V43/VI	dcml	F	v		V43/VI		V		43		VI			Mm7	0	1	-2, -5, -3, 1		-3	-2
122	2.0	62	62	0	0	2/4	4	1		1	VI	dcml	F	v		VI		VI							M	0	1	-4, 0, -3		-4	-4
124	4.0	63	63	0	0	2/4	4	1		1	Ger6	dcml	F	v		Ger6	Ger	vii	o	65	b3	V			Ger	0	1	-4, 0, -3, 6		6	-4
128	2.0	65	65	0	0	2/4	4	1		1	V.V(64)	dcml	F	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
130	2.0	66	66	0	0	2/4	4	1		1	IV	dcml	F	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
132	2.0	67	67	0	0	2/4	4	1		1	V43	dcml	F	V		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
134	2.0	68	68	0	0	2/4	4	1		1	I	dcml	F	V		I		I							M	0	0	0, 4, 1		0	0
136	2.0	69	69	0	0	2/4	4	1		1	IV	dcml	F	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
138	1.0	70	70	0	0	2/4	4	1		1	V(64)	dcml	F	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
139	1.0	70	70	1/4	1/4	2/4	4	1		1	V7\\	dcml	F	V		V7		V		7				\\	Mm7	0	0	1, 5, 2, -1		1	1
140	2.0	71	71	0	0	2/4	4	1		1	V6	dcml	F	V		V6		V		6					M	0	0	5, 2, 1		1	5
142	2.0	72	72	0	0	2/4	4	1		1	viio2/V	dcml	F	V		viio2/V		vii	o	2		V			o7	0	0	-3, 6, 3, 0		6	-3
144	2.0	73	73	0	0	2/4	4	1		1	I6	dcml	F	V		I6		I		6					M	0	0	4, 1, 0		0	4
146	2.0	74	74	0	0	2/4	4	1		1	I	dcml	F	V		I		I							M	0	0	0, 4, 1		0	0
148	2.0	75	75	0	0	2/4	4	1		1	V43	dcml	F	V		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
150	2.0	76	76	0	0	2/4	4	1		1	V65	dcml	F	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
152	4.0	77	77	0	0	2/4	4	1		1	I	dcml	F	V		I		I							M	0	0	0, 4, 1		0	0
156	4.0	79	79	0	0	2/4	4	1		1	V7	dcml	F	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
160	1.0	81	81	0	0	2/4	4	1		1	I	dcml	F	V		I		I							M	0	0	0, 4, 1		0	0
161	0.75	81	81	1/4	1/4	2/4	4	1		1	I64	dcml	F	V		I64		I		64					M	0	0	1, 0, 4		0	1
647/4	0.25	81	81	7/16	7/16	2/4	4	1		1	V7/ii	dcml	F	V		V7/ii		V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
162	1.75	82	82	0	0	2/4	4	1		1	ii64	dcml	F	V		ii64		ii		64					m	0	0	3, 2, -1		2	3
655/4	0.25	82	82	7/16	7/16	2/4	4	1		1	V7	dcml	F	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
164	0.75	83	83	0	0	2/4	4	1		1	I\\	dcml	F	V		I		I						\\	M	0	0	0, 4, 1		0	0
659/4	0.25	83	83	3/16	3/16	2/4	4	1		1	V7	dcml	F	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
165	0.75	83	83	1/4	1/4	2/4	4	1		1	I	dcml	F	V		I		I							M	0	0	0, 4, 1		0	0
663/4	0.25	83	83	7/16	7/16	2/4	4	1		1	V7/ii	dcml	F	V		V7/ii		V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
166	0.75	84	84	0	0	2/4	4	1		1	ii64	dcml	F	V		ii64		ii		64					m	0	0	3, 2, -1		2	3
667/4	0.25	84	84	3/16	3/16	2/4	4	1		1	V7/ii	dcml	F	V		V7/ii		V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
167	0.75	84	84	1/4	1/4	2/4	4	1		1	ii64	dcml	F	V		ii64		ii		64					m	0	0	3, 2, -1		2	3
671/4	0.25	84	84	7/16	7/16	2/4	4	1		1	V7	dcml	F	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
168	1.0	85	85	0	0	2/4	4	1		1	I64	dcml	F	V		I64		I		64					M	0	0	1, 0, 4		0	1
169	1.0	85	85	1/4	1/4	2/4	4	1		1	vi	dcml	F	V		vi		vi							m	0	0	3, 0, 4		3	3
170	1.0	86	86	0	0	2/4	4	1		1	ii6	dcml	F	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
171	0.75	86	86	1/4	1/4	2/4	4	1		1	V(4)	dcml	F	V		V(4)		V			4				M	0	0	1, 0, 2		1	1
687/4	0.25	86	86	7/16	7/16	2/4	4	1		1	V	dcml	F	V		V		V							M	0	0	1, 5, 2		1	1
172	1.0	87	87	0	0	2/4	4	1		1	I64	dcml	F	V		I64		I		64					M	0	0	1, 0, 4		0	1
173	1.0	87	87	1/4	1/4	2/4	4	1		1	vi	dcml	F	V		vi		vi							m	0	0	3, 0, 4		3	3
174	1.0	88	88	0	0	2/4	4	1		1	ii6	dcml	F	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
175	0.25	88	88	1/4	1/4	2/4	4	1		1	V(4)	dcml	F	V		V(4)		V			4				M	0	0	1, 0, 2		1	1
701/4	0.75	88	88	5/16	5/16	2/4	4	1		1	V	dcml	F	V		V		V							M	0	0	1, 5, 2		1	1
176	2.0	89	89	0	0	2/4	4	1		1	I\\	dcml	F	V		I		I						\\	M	0	0	0, 4, 1		0	0
178	2.0	90	90	0	0	2/4	4	1		1	I	dcml	F	V		I		I							M	0	0	0, 4, 1		0	0
180	0.25	91	91	0	0	2/4	4	1		1	ii6	dcml	F	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
721/4	0.25	91	91	1/16	1/16	2/4	4	1		1	I6	dcml	F	V		I6		I		6					M	0	0	4, 1, 0		0	4
361/2	0.25	91	91	1/8	1/8	2/4	4	1		1	IV	dcml	F	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
723/4	0.25	91	91	3/16	3/16	2/4	4	1		1	I6	dcml	F	V		I6		I		6					M	0	0	4, 1, 0		0	4
181	0.5	91	91	1/4	1/4	2/4	4	1		1	IV	dcml	F	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
363/2	0.5	91	91	3/8	3/8	2/4	4	1		1	V7	dcml	F	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
182	12.0	92	92	0	0	2/4	4	1		1	I\\	dcml	F	V		I		I						\\	M	0	0	0, 4, 1		0	0
194	4.0	98	98	0	0	2/4	4	1		1	I\\	dcml	F	V		I		I						\\	M	0	0	0, 4, 1		0	0
198	2.0	100	100	0	0	2/4	4	1		1	ii.V65	dcml	F	ii		V65		V		65					Mm7	0	1	5, 2, -1, 1		1	5
200	1.0	101	101	0	0	2/4	4	1		1	V43	dcml	F	ii		V43		V		43					Mm7	0	1	2, -1, 1, 5		1	2
201	1.0	101	101	1/4	1/4	2/4	4	1		1	IV64	dcml	F	ii		IV64		IV		64					M	0	1	0, -1, 3		-1	0
202	1.0	102	102	0	0	2/4	4	1		1	V65	dcml	F	ii		V65		V		65					Mm7	0	1	5, 2, -1, 1		1	5
203	1.0	102	102	1/4	1/4	2/4	4	1		1	IV64	dcml	F	ii		IV64		IV		64					M	0	1	0, -1, 3		-1	0
204	1.0	103	103	0	0	2/4	4	1		1	V2	dcml	F	ii		V2		V		2					Mm7	0	1	-1, 1, 5, 2		1	-1
205	1.0	103	103	1/4	1/4	2/4	4	1		1	i6	dcml	F	ii		i6		i		6					m	0	1	-3, 1, 0		0	-3
206	2.0	104	104	0	0	2/4	4	1		1	V43	dcml	F	ii		V43		V		43					Mm7	0	1	2, -1, 1, 5		1	2
208	1.0	105	105	0	0	2/4	4	1		1	V7	dcml	F	ii		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
209	0.75	105	105	1/4	1/4	2/4	4	1		1	V2	dcml	F	ii		V2		V		2					Mm7	0	1	-1, 1, 5, 2		1	-1
839/4	0.25	105	105	7/16	7/16	2/4	4	1		1	#viio6	dcml	F	ii		#viio6		#vii	o	6					o	0	1	2, -1, 5		5	2
210	1.0	106	106	0	0	2/4	4	1		1	i	dcml	F	ii		i		i							m	0	1	0, -3, 1		0	0
211	1.0	106	106	1/4	1/4	2/4	4	1		1	V6	dcml	F	ii		V6		V		6					M	0	1	5, 2, 1		1	5
212	1.0	107	107	0	0	2/4	4	1		1	i	dcml	F	ii		i		i							m	0	1	0, -3, 1		0	0
213	1.0	107	107	1/4	1/4	2/4	4	1		1	V6	dcml	F	ii		V6		V		6					M	0	1	5, 2, 1		1	5
214	1.0	108	108	0	0	2/4	4	1		1	i	dcml	F	ii		i		i							m	0	1	0, -3, 1		0	0
215	1.0	108	108	1/4	1/4	2/4	4	1		1	V6	dcml	F	ii		V6		V		6					M	0	1	5, 2, 1		1	5
216	1.0	109	109	0	0	2/4	4	1		1	i	dcml	F	ii		i		i							m	0	1	0, -3, 1		0	0
217	1.0	109	109	1/4	1/4	2/4	4	1		1	V6	dcml	F	ii		V6		V		6					M	0	1	5, 2, 1		1	5
218	1.75	110	110	0	0	2/4	4	1		1	i	dcml	F	ii		i		i							m	0	1	0, -3, 1		0	0
879/4	0.5	110	110	7/16	7/16	2/4	4	1		1	#viio43	dcml	F	ii		#viio43		#vii	o	43					o7	0	1	-1, -4, 5, 2		5	-1
881/4	0.5	111	111	1/16	1/16	2/4	4	1		1	i6	dcml	F	ii		i6		i		6					m	0	1	-3, 1, 0		0	-3
883/4	0.5	111	111	3/16	3/16	2/4	4	1		1	#viio/iv	dcml	F	ii		#viio/iv		#vii	o			iv			o	0	1	4, 1, -2		4	4
885/4	0.5	111	111	5/16	5/16	2/4	4	1		1	iv	dcml	F	ii		iv		iv							m	0	1	-1, -4, 0		-1	-1
887/4	0.5	111	111	7/16	7/16	2/4	4	1		1	#viio6/iv	dcml	F	ii		#viio6/iv		#vii	o	6		iv			o	0	1	1, -2, 4		4	1
889/4	0.5	112	112	1/16	1/16	2/4	4	1		1	iv6	dcml	F	ii		iv6		iv		6					m	0	1	-4, 0, -1		-1	-4
891/4	0.5	112	112	3/16	3/16	2/4	4	1		1	#viio43/iv	dcml	F	ii		#viio43/iv		#vii	o	43		iv			o7	0	1	-2, -5, 4, 1		4	-2
893/4	0.75	112	112	5/16	5/16	2/4	4	1		1	iv6	dcml	F	ii		iv6		iv		6					m	0	1	-4, 0, -1		-1	-4
224	2.0	113	113	0	0	2/4	4	1		1	@none	dcml	F	ii		@none		@none							m	0	1				
226	1.0	114	114	0	0	2/4	4	1		1	bIII.I	dcml	F	bIII		I		I							M	0	0	0, 4, 1		0	0
227	0.75	114	114	1/4	1/4	2/4	4	1		1	V7	dcml	F	bIII		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
911/4	0.25	114	114	7/16	7/16	2/4	4	1		1	V2	dcml	F	bIII		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
228	1.0	115	115	0	0	2/4	4	1		1	I6	dcml	F	bIII		I6		I		6					M	0	0	4, 1, 0		0	4
229	1.0	115	115	1/4	1/4	2/4	4	1		1	V65	dcml	F	bIII		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
230	1.0	116	116	0	0	2/4	4	1		1	I	dcml	F	bIII		I		I							M	0	0	0, 4, 1		0	0
231	1.0	116	116	1/4	1/4	2/4	4	1		1	V2	dcml	F	bIII		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
232	1.0	117	117	0	0	2/4	4	1		1	I6	dcml	F	bIII		I6		I		6					M	0	0	4, 1, 0		0	4
233	1.0	117	117	1/4	1/4	2/4	4	1		1	V65	dcml	F	bIII		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
234	0.75	118	118	0	0	2/4	4	1		1	I	dcml	F	bIII		I		I							M	0	0	0, 4, 1		0	0
939/4	0.5	118	118	3/16	3/16	2/4	4	1		1	V2	dcml	F	bIII		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
941/4	0.5	118	118	5/16	5/16	2/4	4	1		1	I6	dcml	F	bIII		I6		I		6					M	0	0	4, 1, 0		0	4
943/4	0.5	118	118	7/16	7/16	2/4	4	1		1	iv.iv6	dcml	F	iv		iv6		iv		6					m	0	1	-4, 0, -1		-1	-4
