quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
59	1.0	30	30	1/4	1/4	2/4	4	1		i	G	V		i		i							m	0	0	0, -3, 1		0	0
60	1.0	31	31	0	0	2/4	4	1		V43	G	V		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
61	1.0	31	31	1/4	1/4	2/4	4	1		i	G	V		i		i							m	0	0	0, -3, 1		0	0
62	1.0	32	32	0	0	2/4	4	1		V	G	V		V		V							M	0	0	1, 5, 2		1	1
63	1.0	32	32	1/4	1/4	2/4	4	1		i	G	V		i		i							m	0	0	0, -3, 1		0	0
64	1.0	33	33	0	0	2/4	4	1		V	G	V		V		V							M	0	0	1, 5, 2		1	1
65	1.0	33	33	1/4	1/4	2/4	4	1		i	G	V		i		i							m	0	0	0, -3, 1		0	0
66	2.0	34	34	0	0	2/4	4	1		V	G	V		V		V							M	0	0	1, 5, 2		1	1
68	2.0	35	35	0	0	2/4	4	1		V\\	G	V		V		V						\\	M	0	0	1, 5, 2		1	1
70	1.0	36	36	0	0	2/4	4	1		I	G	V		I		I							M	0	0	0, 4, 1		0	0
71	1.0	36	36	1/4	1/4	2/4	4	1		V2	G	V		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
72	1.5	37	37	0	0	2/4	4	1		I6	G	V		I6		I		6					M	0	0	4, 1, 0		0	4
147/2	0.5	37	37	3/8	3/8	2/4	4	1		viio7	G	V		viio7		vii	o	7					o7	0	0	5, 2, -1, -4		5	5
74	0.5	38	38	0	0	2/4	4	1		I	G	V		I		I							M	0	0	0, 4, 1		0	0
149/2	0.5	38	38	1/8	1/8	2/4	4	1		#viio7/vi	G	V		#viio7/vi		#vii	o	7		vi			o7	0	0	8, 5, 2, -1		8	8
75	0.5	38	38	1/4	1/4	2/4	4	1		vi	G	V		vi		vi							m	0	0	3, 0, 4		3	3
151/2	0.5	38	38	3/8	3/8	2/4	4	1		V65/V	G	V		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
76	2.0	39	39	0	0	2/4	4	1		V	G	V		V		V							M	0	0	1, 5, 2		1	1
78	1.0	40	40	0	0	2/4	4	1		ii	G	V		ii		ii							m	0	0	2, -1, 3		2	2
79	1.0	40	40	1/4	1/4	2/4	4	1		V2/ii	G	V		V2/ii		V		2		ii			Mm7	0	0	1, 3, 7, 4		3	1
80	1.5	41	41	0	0	2/4	4	1		ii6	G	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
163/2	0.5	41	41	3/8	3/8	2/4	4	1		V2	G	V		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
82	0.5	42	42	0	0	2/4	4	1		I6	G	V		I6		I		6					M	0	0	4, 1, 0		0	4
165/2	0.5	42	42	1/8	1/8	2/4	4	1		ii6	G	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
83	0.5	42	42	1/4	1/4	2/4	4	1		V(64)	G	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
167/2	0.5	42	42	3/8	3/8	2/4	4	1		V7	G	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
84	2.0	43	43	0	0	2/4	4	1		I\\	G	V		I		I						\\	M	0	0	0, 4, 1		0	0
86	1.0	44	44	0	0	2/4	4	1		I	G	V		I		I							M	0	0	0, 4, 1		0	0
87	1.0	44	44	1/4	1/4	2/4	4	1		V2	G	V		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
88	1.5	45	45	0	0	2/4	4	1		I6	G	V		I6		I		6					M	0	0	4, 1, 0		0	4
179/2	0.5	45	45	3/8	3/8	2/4	4	1		V43	G	V		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
90	0.5	46	46	0	0	2/4	4	1		I	G	V		I		I							M	0	0	0, 4, 1		0	0
181/2	0.5	46	46	1/8	1/8	2/4	4	1		V6	G	V		V6		V		6					M	0	0	5, 2, 1		1	5
91	0.5	46	46	1/4	1/4	2/4	4	1		vi7	G	V		vi7		vi		7					mm7	0	0	3, 0, 4, 1		3	3
183/2	0.5	46	46	3/8	3/8	2/4	4	1		V/V	G	V		V/V		V				V			M	0	0	2, 6, 3		2	2
92	2.0	47	47	0	0	2/4	4	1		V\\	G	V		V		V						\\	M	0	0	1, 5, 2		1	1
94	1.0	48	48	0	0	2/4	4	1		ii	G	V		ii		ii							m	0	0	2, -1, 3		2	2
95	1.0	48	48	1/4	1/4	2/4	4	1		V2/ii	G	V		V2/ii		V		2		ii			Mm7	0	0	1, 3, 7, 4		3	1
96	1.5	49	49	0	0	2/4	4	1		ii6	G	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
195/2	0.5	49	49	3/8	3/8	2/4	4	1		V43/ii	G	V		V43/ii		V		43		ii			Mm7	0	0	4, 1, 3, 7		3	4
98	0.5	50	50	0	0	2/4	4	1		iii.iv	G	iii		iv		iv							m	0	1	-1, -4, 0		-1	-1
197/2	0.5	50	50	1/8	1/8	2/4	4	1		V43/iv	G	iii		V43/iv		V		43		iv			Mm7	0	1	1, -2, 0, 4		0	1
99	1.0	50	50	1/4	1/4	2/4	4	1		Ger6	G	iii		Ger6	Ger	vii	o	65	b3	V			Ger	0	1	-4, 0, -3, 6		6	-4
100	2.0	51	51	0	0	2/4	4	1		V\\	G	iii		V		V						\\	M	0	1	1, 5, 2		1	1
102	0.5	52	52	0	0	2/4	4	1		i(+4+2)	G	iii		i(+4+2)		i			+4+2				m	0	1	0, -3, 1	-1, 2	0	0
205/2	0.5	52	52	1/8	1/8	2/4	4	1		i	G	iii		i		i							m	0	1	0, -3, 1		0	0
103	0.5	52	52	1/4	1/4	2/4	4	1		V(64)	G	iii		V(64)		V			64				M	0	1	1, 0, -3		1	1
207/2	0.5	52	52	3/8	3/8	2/4	4	1		V7	G	iii		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
104	0.5	53	53	0	0	2/4	4	1		i(+4+2)	G	iii		i(+4+2)		i			+4+2				m	0	1	0, -3, 1	-1, 2	0	0
209/2	0.5	53	53	1/8	1/8	2/4	4	1		i\\	G	iii		i		i						\\	m	0	1	0, -3, 1		0	0
105	0.5	53	53	1/4	1/4	2/4	4	1		V(64)	G	iii		V(64)		V			64				M	0	1	1, 0, -3		1	1
211/2	0.5	53	53	3/8	3/8	2/4	4	1		V7	G	iii		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
106	0.5	54	54	0	0	2/4	4	1		i(+4+2)	G	iii		i(+4+2)		i			+4+2				m	0	1	0, -3, 1	-1, 2	0	0
213/2	0.5	54	54	1/8	1/8	2/4	4	1		i	G	iii		i		i							m	0	1	0, -3, 1		0	0
107	1.0	54	54	1/4	1/4	2/4	4	1		V.#viio43/ii	G	V		#viio43/ii		#vii	o	43		ii			o7	0	0	1, -2, 7, 4		7	1
108	0.5	55	55	0	0	2/4	4	1		ii6	G	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
217/2	0.5	55	55	1/8	1/8	2/4	4	1		ii	G	V		ii		ii							m	0	0	2, -1, 3		2	2
109	0.5	55	55	1/4	1/4	2/4	4	1		V(64)	G	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
219/2	0.5	55	55	3/8	3/8	2/4	4	1		V7	G	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
110	1.0	56	56	0	0	2/4	4	1		I\\	G	V		I		I						\\	M	0	0	0, 4, 1		0	0
111	1.0	56	56	1/4	1/4	2/4	4	1		iii.V7	G	iii		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
112	0.5	57	57	0	0	2/4	4	1		i(4+2)	G	iii		i(4+2)		i			4+2				m	0	1	0, -1, 1	2	0	0
225/2	0.5	57	57	1/8	1/8	2/4	4	1		i	G	iii		i		i							m	0	1	0, -3, 1		0	0
113	0.5	57	57	1/4	1/4	2/4	4	1		V(64)	G	iii		V(64)		V			64				M	0	1	1, 0, -3		1	1
227/2	0.5	57	57	3/8	3/8	2/4	4	1		V7	G	iii		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
114	0.5	58	58	0	0	2/4	4	1		i(4+2)	G	iii		i(4+2)		i			4+2				m	0	1	0, -1, 1	2	0	0
229/2	0.5	58	58	1/8	1/8	2/4	4	1		i\\	G	iii		i		i						\\	m	0	1	0, -3, 1		0	0
115	0.5	58	58	1/4	1/4	2/4	4	1		V(64)	G	iii		V(64)		V			64				M	0	1	1, 0, -3		1	1
231/2	0.5	58	58	3/8	3/8	2/4	4	1		V7	G	iii		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
116	0.5	59	59	0	0	2/4	4	1		i(4+2)	G	iii		i(4+2)		i			4+2				m	0	1	0, -1, 1	2	0	0
233/2	0.5	59	59	1/8	1/8	2/4	4	1		i	G	iii		i		i							m	0	1	0, -3, 1		0	0
117	1.0	59	59	1/4	1/4	2/4	4	1		V.#viio43/ii	G	V		#viio43/ii		#vii	o	43		ii			o7	0	0	1, -2, 7, 4		7	1
118	1.0	60	60	0	0	2/4	4	1		ii6	G	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
119	0.5	60	60	1/4	1/4	2/4	4	1		V(64)	G	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
239/2	0.5	60	60	3/8	3/8	2/4	4	1		V7	G	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
120	1.0	61	61	0	0	2/4	4	1		I\\	G	V		I		I						\\	M	0	0	0, 4, 1		0	0
121	1.0	61	61	1/4	1/4	2/4	4	1		V2	G	V		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
122	1.0	62	62	0	0	2/4	4	1		I6	G	V		I6		I		6					M	0	0	4, 1, 0		0	4
123	1.0	62	62	1/4	1/4	2/4	4	1		V65	G	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
124	1.0	63	63	0	0	2/4	4	1		I	G	V		I		I							M	0	0	0, 4, 1		0	0
125	1.0	63	63	1/4	1/4	2/4	4	1		V2	G	V		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
126	1.0	64	64	0	0	2/4	4	1		I6	G	V		I6		I		6					M	0	0	4, 1, 0		0	4
127	1.0	64	64	1/4	1/4	2/4	4	1		V7	G	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
128	1.0	65	65	0	0	2/4	4	1		I	G	V		I		I							M	0	0	0, 4, 1		0	0
129	1.0	65	65	1/4	1/4	2/4	4	1		V2	G	V		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
130	1.0	66	66	0	0	2/4	4	1		I6	G	V		I6		I		6					M	0	0	4, 1, 0		0	4
131	1.0	66	66	1/4	1/4	2/4	4	1		V65	G	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
132	1.0	67	67	0	0	2/4	4	1		I\\	G	V		I		I						\\	M	0	0	0, 4, 1		0	0
133	1.0	67	67	1/4	1/4	2/4	4	1		V2	G	V		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
134	1.5	68	68	0	0	2/4	4	1		I6	G	V		I6		I		6					M	0	0	4, 1, 0		0	4
271/2	0.5	68	68	3/8	3/8	2/4	4	1		V6/ii	G	V		V6/ii		V		6		ii			M	0	0	7, 4, 3		3	7
136	1.0	69	69	0	0	2/4	4	1		ii	G	V		ii		ii							m	0	0	2, -1, 3		2	2
137	1.0	69	69	1/4	1/4	2/4	4	1		V6	G	V		V6		V		6					M	0	0	5, 2, 1		1	5
138	1.5	70	70	0	0	2/4	4	1		V7	G	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
279/2	0.5	70	70	3/8	3/8	2/4	4	1		V65	G	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
140	0.5	71	71	0	0	2/4	4	1		I	G	V		I		I							M	0	0	0, 4, 1		0	0
281/2	0.5	71	71	1/8	1/8	2/4	4	1		V2/IV	G	V		V2/IV		V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
141	0.5	71	71	1/4	1/4	2/4	4	1		IV6	G	V		IV6		IV		6					M	0	0	3, 0, -1		-1	3
283/2	0.5	71	71	3/8	3/8	2/4	4	1		I6	G	V		I6		I		6					M	0	0	4, 1, 0		0	4
142	0.5	72	72	0	0	2/4	4	1		IV	G	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
285/2	0.5	72	72	1/8	1/8	2/4	4	1		V43	G	V		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
143	0.5	72	72	1/4	1/4	2/4	4	1		I6	G	V		I6		I		6					M	0	0	4, 1, 0		0	4
287/2	0.5	72	72	3/8	3/8	2/4	4	1		V65	G	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
144	0.75	73	73	0	0	2/4	4	1		I	G	V		I		I							M	0	0	0, 4, 1		0	0
579/4	0.5	73	73	3/16	3/16	2/4	4	1		V6/vi	G	V		V6/vi		V		6		vi			M	0	0	8, 5, 4		4	8
581/4	0.5	73	73	5/16	5/16	2/4	4	1		vi	G	V		vi		vi							m	0	0	3, 0, 4		3	3
583/4	0.25	73	73	7/16	7/16	2/4	4	1		vii%7/V	G	V		vii%7/V		vii	%	7		V			%7	0	0	6, 3, 0, 4		6	6
146	0.75	74	74	0	0	2/4	4	1		V(64)	G	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
587/4	0.5	74	74	3/16	3/16	2/4	4	1		V6/vi	G	V		V6/vi		V		6		vi			M	0	0	8, 5, 4		4	8
589/4	0.5	74	74	5/16	5/16	2/4	4	1		vi	G	V		vi		vi							m	0	0	3, 0, 4		3	3
591/4	0.25	74	74	7/16	7/16	2/4	4	1		vii%7/V	G	V		vii%7/V		vii	%	7		V			%7	0	0	6, 3, 0, 4		6	6
148	1.0	75	75	0	0	2/4	4	1		V(64)	G	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
149	0.5	75	75	1/4	1/4	2/4	4	1		V[V7	G	V	V	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
299/2	0.5	75	75	3/8	3/8	2/4	4	1		viio7/V	G	V	V	viio7/V		vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
150	0.5	76	76	0	0	2/4	4	1		V(64)]	G	V	V	V(64)		V			64				M	0	0	1, 0, 4		1	1
301/2	0.5	76	76	1/8	1/8	2/4	4	1		I	G	V		I		I							M	0	0	0, 4, 1		0	0
151	0.5	76	76	1/4	1/4	2/4	4	1		V65	G	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
303/2	0.5	76	76	3/8	3/8	2/4	4	1		viio65/V	G	V		viio65/V		vii	o	65		V			o7	0	0	3, 0, -3, 6		6	3
152	1.5	77	77	0	0	2/4	4	1		V(64)	G	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
307/2	0.5	77	77	3/8	3/8	2/4	4	1		V	G	V		V		V							M	0	0	1, 5, 2		1	1
154	1.0	78	78	0	0	2/4	4	1		I	G	V		I		I							M	0	0	0, 4, 1		0	0
155	0.5	78	78	1/4	1/4	2/4	4	1		ii65	G	V		ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
311/2	0.5	78	78	3/8	3/8	2/4	4	1		V7	G	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
156	0.5	79	79	0	0	2/4	4	1		I6	G	V		I6		I		6					M	0	0	4, 1, 0		0	4
313/2	2.0	79	79	1/8	1/8	2/4	4	1		I	G	V		I		I							M	0	0	0, 4, 1		0	0
317/2	0.5	80	80	1/8	1/8	2/4	4	1		vi	G	V		vi		vi							m	0	0	3, 0, 4		3	3
159	0.5	80	80	1/4	1/4	2/4	4	1		ii65	G	V		ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
319/2	0.5	80	80	3/8	3/8	2/4	4	1		V7	G	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
160	4.0	81	81	0	0	2/4	4	1		I\\	G	V		I		I						\\	M	0	0	0, 4, 1		0	0
164	1.0	83	83	0	0	2/4	4	1		v.VI	G	v		VI		VI							M	0	1	-4, 0, -3		-4	-4
165	0.5	83	83	1/4	1/4	2/4	4	1		ii65	G	v		ii65		ii		65					mm7	0	1	-1, 3, 0, 2		2	-1
331/2	0.5	83	83	3/8	3/8	2/4	4	1		V7	G	v		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
166	1.0	84	84	0	0	2/4	4	1		i6	G	v		i6		i		6					m	0	1	-3, 1, 0		0	-3
167	1.0	84	84	1/4	1/4	2/4	4	1		i	G	v		i		i							m	0	1	0, -3, 1		0	0
168	1.0	85	85	0	0	2/4	4	1		VI	G	v		VI		VI							M	0	1	-4, 0, -3		-4	-4
169	0.5	85	85	1/4	1/4	2/4	4	1		ii65	G	v		ii65		ii		65					mm7	0	1	-1, 3, 0, 2		2	-1
339/2	0.5	85	85	3/8	3/8	2/4	4	1		V7	G	v		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
170	2.0	86	86	0	0	2/4	4	1		i\\	G	v		i		i						\\	m	0	1	0, -3, 1		0	0
172	2.0	87	87	0	0	2/4	4	1		V	G	v		V		V							M	0	1	1, 5, 2		1	1
174	2.0	88	88	0	0	2/4	4	1		i	G	v		i		i							m	0	1	0, -3, 1		0	0
176	1.0	89	89	0	0	2/4	4	1		V43	G	v		V43		V		43					Mm7	0	1	2, -1, 1, 5		1	2
177	1.0	89	89	1/4	1/4	2/4	4	1		i	G	v		i		i							m	0	1	0, -3, 1		0	0
178	2.0	90	90	0	0	2/4	4	1		V	G	v		V		V							M	0	1	1, 5, 2		1	1
180	2.0	91	91	0	0	2/4	4	1		bIII.V	G	bIII		V		V							M	0	0	1, 5, 2		1	1
182	2.0	92	92	0	0	2/4	4	1		I	G	bIII		I		I							M	0	0	0, 4, 1		0	0
184	1.0	93	93	0	0	2/4	4	1		V43	G	bIII		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
185	1.0	93	93	1/4	1/4	2/4	4	1		I	G	bIII		I		I							M	0	0	0, 4, 1		0	0
186	1.5	94	94	0	0	2/4	4	1		V	G	bIII		V		V							M	0	0	1, 5, 2		1	1
375/2	0.5	94	94	3/8	3/8	2/4	4	1		iv.i	G	iv		i		i							m	0	1	0, -3, 1		0	0
188	1.0	95	95	0	0	2/4	4	1		V43	G	iv		V43		V		43					Mm7	0	1	2, -1, 1, 5		1	2
189	1.0	95	95	1/4	1/4	2/4	4	1		i	G	iv		i		i							m	0	1	0, -3, 1		0	0
190	0.5	96	96	0	0	2/4	4	1		V6	G	iv		V6		V		6					M	0	1	5, 2, 1		1	5
381/2	0.5	96	96	1/8	1/8	2/4	4	1		V	G	iv		V		V							M	0	1	1, 5, 2		1	1
191	1.0	96	96	1/4	1/4	2/4	4	1		i6	G	iv		i6		i		6					m	0	1	-3, 1, 0		0	-3
192	2.0	97	97	0	0	2/4	4	1		@none	G	iv		@none		@none							m	0	1				
194	1.5	98	98	0	0	2/4	4	1		bVI.V	G	bVI		V		V							M	0	0	1, 5, 2		1	1
391/2	0.5	98	98	3/8	3/8	2/4	4	1		I	G	bVI		I		I							M	0	0	0, 4, 1		0	0
196	1.5	99	99	0	0	2/4	4	1		V	G	bVI		V		V							M	0	0	1, 5, 2		1	1
395/2	0.5	99	99	3/8	3/8	2/4	4	1		I6	G	bVI		I6		I		6					M	0	0	4, 1, 0		0	4
198	0.5	100	100	0	0	2/4	4	1		V	G	bVI		V		V							M	0	0	1, 5, 2		1	1
397/2	0.5	100	100	1/8	1/8	2/4	4	1		I6	G	bVI		I6		I		6					M	0	0	4, 1, 0		0	4
199	0.5	100	100	1/4	1/4	2/4	4	1		V	G	bVI		V		V							M	0	0	1, 5, 2		1	1
399/2	0.5	100	100	3/8	3/8	2/4	4	1		I6	G	bVI		I6		I		6					M	0	0	4, 1, 0		0	4
200	2.0	101	101	0	0	2/4	4	1		V	G	bVI		V		V							M	0	0	1, 5, 2		1	1
202	2.0	102	102	0	0	2/4	4	1		I	G	bVI		I		I							M	0	0	0, 4, 1		0	0
204	2.0	103	103	0	0	2/4	4	1		V43	G	bVI		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
206	1.0	104	104	0	0	2/4	4	1		I6	G	bVI		I6		I		6					M	0	0	4, 1, 0		0	4
207	1.0	104	104	1/4	1/4	2/4	4	1		I	G	bVI		I		I							M	0	0	0, 4, 1		0	0
208	2.0	105	105	0	0	2/4	4	1		V	G	bVI		V		V							M	0	0	1, 5, 2		1	1
210	1.0	106	106	0	0	2/4	4	1		I6	G	bVI		I6		I		6					M	0	0	4, 1, 0		0	4
211	1.0	106	106	1/4	1/4	2/4	4	1		I	G	bVI		I		I							M	0	0	0, 4, 1		0	0
212	2.0	107	107	0	0	2/4	4	1		V(4)	G	bVI		V(4)		V			4				M	0	0	1, 0, 2		1	1
214	1.0	108	108	0	0	2/4	4	1		V2	G	bVI		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
215	1.0	108	108	1/4	1/4	2/4	4	1		V43	G	bVI		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
216	1.0	109	109	0	0	2/4	4	1		I(4)	G	bVI		I(4)		I			4				M	0	0	0, -1, 1		0	0
217	1.0	109	109	1/4	1/4	2/4	4	1		I	G	bVI		I		I							M	0	0	0, 4, 1		0	0
218	1.0	110	110	0	0	2/4	4	1		V2/IV	G	bVI		V2/IV		V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
219	1.0	110	110	1/4	1/4	2/4	4	1		V43/IV	G	bVI		V43/IV		V		43		IV			Mm7	0	0	1, -2, 0, 4		0	1
220	1.0	111	111	0	0	2/4	4	1		IV6	G	bVI		IV6		IV		6					M	0	0	3, 0, -1		-1	3
221	1.0	111	111	1/4	1/4	2/4	4	1		I64	G	bVI		I64		I		64					M	0	0	1, 0, 4		0	1
222	1.0	112	112	0	0	2/4	4	1		ii65	G	bVI		ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
