quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	harmony_layer	label	regex_match	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
19	0.375	10	10	1/4	1/4	2/4	4	1		1	V64(64)	dcml	Bb	I		V64(64)		V		64	64				M	0	0	4, 1, 0		1	4
155/8	0.125	10	10	11/32	11/32	2/4	4	1		1	V64	dcml	Bb	I		V64		V		64					M	0	0	2, 1, 5		1	2
39/2	0.375	10	10	3/8	3/8	2/4	4	1		1	I(4+2)	dcml	Bb	I		I(4+2)		I			4+2				M	0	0	0, -1, 1	2	0	0
159/8	0.125	10	10	15/32	15/32	2/4	4	1		1	I	dcml	Bb	I		I		I							M	0	0	0, 4, 1		0	0
20	1.0	11	11	0	0	2/4	4	1		1	ii6	dcml	Bb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
21	0.5	11	11	1/4	1/4	2/4	4	1		1	V(64)	dcml	Bb	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
43/2	0.5	11	11	3/8	3/8	2/4	4	1		1	V7	dcml	Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
22	2.0	12	12	0	0	2/4	4	1		1	I\\	dcml	Bb	I		I		I						\\	M	0	0	0, 4, 1		0	0
24	0.5	13	13	0	0	2/4	4	1		1	V6	dcml	Bb	I		V6		V		6					M	0	0	5, 2, 1		1	5
49/2	0.5	13	13	1/8	1/8	2/4	4	1		1	I	dcml	Bb	I		I		I							M	0	0	0, 4, 1		0	0
25	0.5	13	13	1/4	1/4	2/4	4	1		1	ii6	dcml	Bb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
51/2	0.5	13	13	3/8	3/8	2/4	4	1		1	viio/V	dcml	Bb	I		viio/V		vii	o			V			o	0	0	6, 3, 0		6	6
26	1.0	14	14	0	0	2/4	4	1		1	V\\	dcml	Bb	I		V		V						\\	M	0	0	1, 5, 2		1	1
27	1.0	14	14	1/4	1/4	2/4	4	1		1	I	dcml	Bb	I		I		I							M	0	0	0, 4, 1		0	0
28	0.5	15	15	0	0	2/4	4	1		1	V6	dcml	Bb	I		V6		V		6					M	0	0	5, 2, 1		1	5
57/2	0.5	15	15	1/8	1/8	2/4	4	1		1	I	dcml	Bb	I		I		I							M	0	0	0, 4, 1		0	0
29	0.5	15	15	1/4	1/4	2/4	4	1		1	V6/vi	dcml	Bb	I		V6/vi		V		6		vi			M	0	0	8, 5, 4		4	8
59/2	0.5	15	15	3/8	3/8	2/4	4	1		1	vi	dcml	Bb	I		vi		vi							m	0	0	3, 0, 4		3	3
30	0.5	16	16	0	0	2/4	4	1		1	V.V6	dcml	Bb	V		V6		V		6					M	0	0	5, 2, 1		1	5
61/2	0.5	16	16	1/8	1/8	2/4	4	1		1	I	dcml	Bb	V		I		I							M	0	0	0, 4, 1		0	0
31	0.5	16	16	1/4	1/4	2/4	4	1		1	ii6	dcml	Bb	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
63/2	0.5	16	16	3/8	3/8	2/4	4	1		1	viio/V	dcml	Bb	V		viio/V		vii	o			V			o	0	0	6, 3, 0		6	6
32	0.5	17	17	0	0	2/4	4	1		1	V\\	dcml	Bb	V		V		V						\\	M	0	0	1, 5, 2		1	1
65/2	0.5	17	17	1/8	1/8	2/4	4	1		1	V	dcml	Bb	V		V		V							M	0	0	1, 5, 2		1	1
33	1.0	17	17	1/4	1/4	2/4	4	1		1	V(64)	dcml	Bb	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
34	1.0	18	18	0	0	2/4	4	1		1	V	dcml	Bb	V		V		V							M	0	0	1, 5, 2		1	1
35	1.0	18	18	1/4	1/4	2/4	4	1		1	V(64)	dcml	Bb	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
36	1.0	19	19	0	0	2/4	4	1		1	V	dcml	Bb	V		V		V							M	0	0	1, 5, 2		1	1
37	1.0	19	19	1/4	1/4	2/4	4	1		1	V(64)	dcml	Bb	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
38	1.0	20	20	0	0	2/4	4	1		1	V	dcml	Bb	V		V		V							M	0	0	1, 5, 2		1	1
39	1.0	20	20	1/4	1/4	2/4	4	1		1	V(64)	dcml	Bb	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
40	2.0	21	21	0	0	2/4	4	1		1	V\\	dcml	Bb	V		V		V						\\	M	0	0	1, 5, 2		1	1
42	5.0	22	22	0	0	2/4	4	1		1	V65	dcml	Bb	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
47	1.0	24	24	1/4	1/4	2/4	4	1		1	I	dcml	Bb	V		I		I							M	0	0	0, 4, 1		0	0
48	0.5	25	25	0	0	2/4	4	1		1	V2	dcml	Bb	V		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
97/2	0.5	25	25	1/8	1/8	2/4	4	1		1	V43	dcml	Bb	V		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
49	0.75	25	25	1/4	1/4	2/4	4	1		1	V65	dcml	Bb	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
199/4	0.25	25	25	7/16	7/16	2/4	4	1		1	V2	dcml	Bb	V		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
50	0.5	26	26	0	0	2/4	4	1		1	I6	dcml	Bb	V		I6		I		6					M	0	0	4, 1, 0		0	4
101/2	0.5	26	26	1/8	1/8	2/4	4	1		1	I	dcml	Bb	V		I		I							M	0	0	0, 4, 1		0	0
51	0.75	26	26	1/4	1/4	2/4	4	1		1	I64	dcml	Bb	V		I64		I		64					M	0	0	1, 0, 4		0	1
207/4	0.25	26	26	7/16	7/16	2/4	4	1		1	I6	dcml	Bb	V		I6		I		6					M	0	0	4, 1, 0		0	4
52	0.5	27	27	0	0	2/4	4	1		1	V2	dcml	Bb	V		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
105/2	0.5	27	27	1/8	1/8	2/4	4	1		1	V43	dcml	Bb	V		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
53	0.75	27	27	1/4	1/4	2/4	4	1		1	V65	dcml	Bb	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
215/4	0.25	27	27	7/16	7/16	2/4	4	1		1	V2	dcml	Bb	V		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
54	0.5	28	28	0	0	2/4	4	1		1	I6	dcml	Bb	V		I6		I		6					M	0	0	4, 1, 0		0	4
109/2	0.5	28	28	1/8	1/8	2/4	4	1		1	I	dcml	Bb	V		I		I							M	0	0	0, 4, 1		0	0
55	0.5	28	28	1/4	1/4	2/4	4	1		1	I64	dcml	Bb	V		I64		I		64					M	0	0	1, 0, 4		0	1
111/2	0.5	28	28	3/8	3/8	2/4	4	1		1	I6	dcml	Bb	V		I6		I		6					M	0	0	4, 1, 0		0	4
56	0.5	29	29	0	0	2/4	4	1		1	V2	dcml	Bb	V		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
113/2	0.5	29	29	1/8	1/8	2/4	4	1		1	V64	dcml	Bb	V		V64		V		64					M	0	0	2, 1, 5		1	2
57	0.5	29	29	1/4	1/4	2/4	4	1		1	V6	dcml	Bb	V		V6		V		6					M	0	0	5, 2, 1		1	5
115/2	0.5	29	29	3/8	3/8	2/4	4	1		1	V	dcml	Bb	V		V		V							M	0	0	1, 5, 2		1	1
58	2.0	30	30	0	0	2/4	4	1		1	v.VI	dcml	Bb	v		VI		VI							M	0	1	-4, 0, -3		-4	-4
60	1.0	31	31	0	0	2/4	4	1		1	iv	dcml	Bb	v		iv		iv							m	0	1	-1, -4, 0		-1	-1
61	2.0	31	31	1/4	1/4	2/4	4	1		1	V65/III	dcml	Bb	v		V65/III		V		65		III			Mm7	0	1	2, -1, -4, -2		-2	2
63	0.5	32	32	1/4	1/4	2/4	4	1		1	III	dcml	Bb	v		III		III							M	0	1	-3, 1, -2		-3	-3
127/2	0.5	32	32	3/8	3/8	2/4	4	1		1	V65/iv	dcml	Bb	v		V65/iv		V		65		iv			Mm7	0	1	4, 1, -2, 0		0	4
64	0.5	33	33	0	0	2/4	4	1		1	iv	dcml	Bb	v		iv		iv							m	0	1	-1, -4, 0		-1	-1
129/2	1.0	33	33	1/8	1/8	2/4	4	1		1	bII6	dcml	Bb	v		bII6		bII		6					M	0	1	-1, -4, -5		-5	-1
131/2	0.5	33	33	3/8	3/8	2/4	4	1		1	iv7	dcml	Bb	v		iv7		iv		7					mm7	0	1	-1, -4, 0, -3		-1	-1
66	4.0	34	34	0	0	2/4	4	1		1	#viio43	dcml	Bb	v		#viio43		#vii	o	43					o7	0	1	-1, -4, 5, 2		5	-1
70	1.0	36	36	0	0	2/4	4	1		1	viio7/V	dcml	Bb	v		viio7/V		vii	o	7		V			o7	0	1	6, 3, 0, -3		6	6
71	0.5	36	36	1/4	1/4	2/4	4	1		1	V.V(64)	dcml	Bb	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
143/2	0.5	36	36	3/8	3/8	2/4	4	1		1	V7	dcml	Bb	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
72	0.5	37	37	0	0	2/4	4	1		1	I\\	dcml	Bb	V		I		I						\\	M	0	0	0, 4, 1		0	0
145/2	0.5	37	37	1/8	1/8	2/4	4	1		1	I[I64	dcml	Bb	V	I	I64		I		64					M	0	0	1, 0, 4		0	1
73	0.75	37	37	1/4	1/4	2/4	4	1		1	V65	dcml	Bb	V	I	V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
295/4	0.25	37	37	7/16	7/16	2/4	4	1		1	I	dcml	Bb	V	I	I		I							M	0	0	0, 4, 1		0	0
74	1.0	38	38	0	0	2/4	4	1		1	viio64	dcml	Bb	V	I	viio64		vii	o	64					o	0	0	-1, 5, 2		5	-1
75	0.75	38	38	1/4	1/4	2/4	4	1		1	#viio/ii	dcml	Bb	V	I	#viio/ii		#vii	o			ii			o	0	0	7, 4, 1		7	7
303/4	0.25	38	38	7/16	7/16	2/4	4	1		1	viio6	dcml	Bb	V	I	viio6		vii	o	6					o	0	0	2, -1, 5		5	2
76	0.25	39	39	0	0	2/4	4	1		1	I6]	dcml	Bb	V	I	I6		I		6					M	0	0	4, 1, 0		0	4
305/4	0.75	39	39	1/16	1/16	2/4	4	1		1	I	dcml	Bb	V		I		I							M	0	0	0, 4, 1		0	0
77	1.0	39	39	1/4	1/4	2/4	4	1		1	IV	dcml	Bb	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
78	0.5	40	40	0	0	2/4	4	1		1	I	dcml	Bb	V		I		I							M	0	0	0, 4, 1		0	0
157/2	0.5	40	40	1/8	1/8	2/4	4	1		1	ii6	dcml	Bb	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
79	0.5	40	40	1/4	1/4	2/4	4	1		1	V(64)	dcml	Bb	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
159/2	0.5	40	40	3/8	3/8	2/4	4	1		1	V7	dcml	Bb	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
80	0.5	41	41	0	0	2/4	4	1		1	I\\	dcml	Bb	V		I		I						\\	M	0	0	0, 4, 1		0	0
161/2	0.5	41	41	1/8	1/8	2/4	4	1		1	I[I64	dcml	Bb	V	I	I64		I		64					M	0	0	1, 0, 4		0	1
81	0.5	41	41	1/4	1/4	2/4	4	1		1	viio6	dcml	Bb	V	I	viio6		vii	o	6					o	0	0	2, -1, 5		5	2
163/2	0.5	41	41	3/8	3/8	2/4	4	1		1	I	dcml	Bb	V	I	I		I							M	0	0	0, 4, 1		0	0
82	1.0	42	42	0	0	2/4	4	1		1	iio64	dcml	Bb	V	I	iio64		ii	o	64					o	0	0	-4, 2, -1		2	-4
83	0.5	42	42	1/4	1/4	2/4	4	1		1	#viio6/ii	dcml	Bb	V	I	#viio6/ii		#vii	o	6		ii			o	0	0	4, 1, 7		7	4
167/2	0.5	42	42	3/8	3/8	2/4	4	1		1	ii6	dcml	Bb	V	I	ii6		ii		6					m	0	0	-1, 3, 2		2	-1
84	1.0	43	43	0	0	2/4	4	1		1	viio64/IV	dcml	Bb	V	I	viio64/IV		vii	o	64		IV			o	0	0	-2, 4, 1		4	-2
85	1.0	43	43	1/4	1/4	2/4	4	1		1	IV64	dcml	Bb	V	I	IV64		IV		64					M	0	0	0, -1, 3		-1	0
86	1.0	44	44	0	0	2/4	4	1		1	v64]	dcml	Bb	V	I	v64		v		64					m	0	0	2, 1, -2		1	2
87	0.75	44	44	1/4	1/4	2/4	4	1		1	I(64+2)	dcml	Bb	V		I(64+2)		I			64+2				M	0	0	0, -1, 3	2	0	0
351/4	0.25	44	44	7/16	7/16	2/4	4	1		1	I	dcml	Bb	V		I		I							M	0	0	0, 4, 1		0	0
88	4.0	45	45	0	0	2/4	4	1		1	I.V7	dcml	Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
92	1.0	47	47	0	0	2/4	4	1		1	I	dcml	Bb	I		I		I							M	0	0	0, 4, 1		0	0
93	0.5	47	47	1/4	1/4	2/4	4	1		1	V65	dcml	Bb	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
187/2	0.5	47	47	3/8	3/8	2/4	4	1		1	I	dcml	Bb	I		I		I							M	0	0	0, 4, 1		0	0
94	0.5	48	48	0	0	2/4	4	1		1	V	dcml	Bb	I		V		V							M	0	0	1, 5, 2		1	1
189/2	0.5	48	48	1/8	1/8	2/4	4	1		1	V7	dcml	Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
95	0.5	48	48	1/4	1/4	2/4	4	1		1	#vio65	dcml	Bb	I		#vio65		#vi	o	65					o7	0	0	7, 4, 1, 10		10	7
191/2	0.5	48	48	3/8	3/8	2/4	4	1		1	V7	dcml	Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
96	1.0	49	49	0	0	2/4	4	1		1	I64	dcml	Bb	I		I64		I		64					M	0	0	1, 0, 4		0	1
97	0.5	49	49	1/4	1/4	2/4	4	1		1	#iio7	dcml	Bb	I		#iio7		#ii	o	7					o7	0	0	9, 6, 3, 0		9	9
195/2	0.5	49	49	3/8	3/8	2/4	4	1		1	I6	dcml	Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
98	1.0	50	50	0	0	2/4	4	1		1	V7/V	dcml	Bb	I		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
99	1.0	50	50	1/4	1/4	2/4	4	1		1	V\\	dcml	Bb	I		V		V						\\	M	0	0	1, 5, 2		1	1
100	1.0	51	51	0	0	2/4	4	1		1	I	dcml	Bb	I		I		I							M	0	0	0, 4, 1		0	0
101	0.5	51	51	1/4	1/4	2/4	4	1		1	V43	dcml	Bb	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
203/2	0.5	51	51	3/8	3/8	2/4	4	1		1	I	dcml	Bb	I		I		I							M	0	0	0, 4, 1		0	0
102	0.5	52	52	0	0	2/4	4	1		1	V	dcml	Bb	I		V		V							M	0	0	1, 5, 2		1	1
205/2	0.5	52	52	1/8	1/8	2/4	4	1		1	V7	dcml	Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
103	0.5	52	52	1/4	1/4	2/4	4	1		1	#vio2	dcml	Bb	I		#vio2		#vi	o	2					o7	0	0	1, 10, 7, 4		10	1
207/2	0.5	52	52	3/8	3/8	2/4	4	1		1	V7	dcml	Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
104	2.0	53	53	0	0	2/4	4	1		1	I64	dcml	Bb	I		I64		I		64					M	0	0	1, 0, 4		0	1
106	1.0	54	54	0	0	2/4	4	1		1	V7/V	dcml	Bb	I		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
107	0.75	54	54	1/4	1/4	2/4	4	1		1	V	dcml	Bb	I		V		V							M	0	0	1, 5, 2		1	1
431/4	0.25	54	54	7/16	7/16	2/4	4	1		1	V7	dcml	Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
108	1.0	55	55	0	0	2/4	4	1		1	V7/IV	dcml	Bb	I		V7/IV		V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
109	0.75	55	55	1/4	1/4	2/4	4	1		1	IV	dcml	Bb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
439/4	0.25	55	55	7/16	7/16	2/4	4	1		1	ii6	dcml	Bb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
110	0.375	56	56	0	0	2/4	4	1		1	V2(4)	dcml	Bb	I		V2(4)		V		2	4				Mm7	0	0	-1, 1, 0, 2		1	-1
883/8	0.125	56	56	3/32	3/32	2/4	4	1		1	V2	dcml	Bb	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
221/2	0.375	56	56	1/8	1/8	2/4	4	1		1	I6(+2)	dcml	Bb	I		I6(+2)		I		6	+2				M	0	0	4, 1, 0	2	0	4
887/8	0.125	56	56	7/32	7/32	2/4	4	1		1	I6	dcml	Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
111	0.375	56	56	1/4	1/4	2/4	4	1		1	V64(64)	dcml	Bb	I		V64(64)		V		64	64				M	0	0	4, 1, 0		1	4
891/8	0.125	56	56	11/32	11/32	2/4	4	1		1	V64	dcml	Bb	I		V64		V		64					M	0	0	2, 1, 5		1	2
223/2	0.375	56	56	3/8	3/8	2/4	4	1		1	I(4+2)	dcml	Bb	I		I(4+2)		I			4+2				M	0	0	0, -1, 1	2	0	0
895/8	0.125	56	56	15/32	15/32	2/4	4	1		1	I	dcml	Bb	I		I		I							M	0	0	0, 4, 1		0	0
112	1.0	57	57	0	0	2/4	4	1		1	ii6	dcml	Bb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
113	0.5	57	57	1/4	1/4	2/4	4	1		1	V(64)	dcml	Bb	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
227/2	0.5	57	57	3/8	3/8	2/4	4	1		1	V7	dcml	Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
114	2.0	58	58	0	0	2/4	4	1		1	I\\	dcml	Bb	I		I		I						\\	M	0	0	0, 4, 1		0	0
116	0.5	59	59	0	0	2/4	4	1		1	V6	dcml	Bb	I		V6		V		6					M	0	0	5, 2, 1		1	5
233/2	0.5	59	59	1/8	1/8	2/4	4	1		1	I	dcml	Bb	I		I		I							M	0	0	0, 4, 1		0	0
117	0.5	59	59	1/4	1/4	2/4	4	1		1	ii6	dcml	Bb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
235/2	0.5	59	59	3/8	3/8	2/4	4	1		1	viio/V	dcml	Bb	I		viio/V		vii	o			V			o	0	0	6, 3, 0		6	6
118	1.0	60	60	0	0	2/4	4	1		1	V\\	dcml	Bb	I		V		V						\\	M	0	0	1, 5, 2		1	1
119	1.0	60	60	1/4	1/4	2/4	4	1		1	I	dcml	Bb	I		I		I							M	0	0	0, 4, 1		0	0
120	0.5	61	61	0	0	2/4	4	1		1	V6	dcml	Bb	I		V6		V		6					M	0	0	5, 2, 1		1	5
241/2	0.5	61	61	1/8	1/8	2/4	4	1		1	I	dcml	Bb	I		I		I							M	0	0	0, 4, 1		0	0
121	0.5	61	61	1/4	1/4	2/4	4	1		1	ii6	dcml	Bb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
243/2	0.5	61	61	3/8	3/8	2/4	4	1		1	viio/V	dcml	Bb	I		viio/V		vii	o			V			o	0	0	6, 3, 0		6	6
122	2.0	62	62	0	0	2/4	4	1		1	V\\	dcml	Bb	I		V		V						\\	M	0	0	1, 5, 2		1	1
124	2.0	63	63	0	0	2/4	4	1		1	V7/IV	dcml	Bb	I		V7/IV		V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
126	1.0	64	64	0	0	2/4	4	1		1	iv.VI	dcml	Bb	iv		VI		VI							M	0	1	-4, 0, -3		-4	-4
127	1.0	64	64	1/4	1/4	2/4	4	1		1	ii%65	dcml	Bb	iv		ii%65		ii	%	65					%7	0	1	-1, -4, 0, 2		2	-1
128	1.0	65	65	0	0	2/4	4	1		1	V(64)	dcml	Bb	iv		V(64)		V			64				M	0	1	1, 0, -3		1	1
129	1.0	65	65	1/4	1/4	2/4	4	1		1	V7	dcml	Bb	iv		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
130	0.5	66	66	0	0	2/4	4	1		1	i\\	dcml	Bb	iv		i		i						\\	m	0	1	0, -3, 1		0	0
261/2	0.5	66	66	1/8	1/8	2/4	4	1		1	bIII.I	dcml	Bb	bIII		I		I							M	0	0	0, 4, 1		0	0
131	0.5	66	66	1/4	1/4	2/4	4	1		1	V6	dcml	Bb	bIII		V6		V		6					M	0	0	5, 2, 1		1	5
263/2	0.5	66	66	3/8	3/8	2/4	4	1		1	vi	dcml	Bb	bIII		vi		vi							m	0	0	3, 0, 4		3	3
132	1.0	67	67	0	0	2/4	4	1		1	V7	dcml	Bb	bIII		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
133	1.0	67	67	1/4	1/4	2/4	4	1		1	#viio7/vi	dcml	Bb	bIII		#viio7/vi		#vii	o	7		vi			o7	0	0	8, 5, 2, -1		8	8
134	1.0	68	68	0	0	2/4	4	1		1	vi	dcml	Bb	bIII		vi		vi							m	0	0	3, 0, 4		3	3
135	1.0	68	68	1/4	1/4	2/4	4	1		1	ii65	dcml	Bb	bIII		ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
136	1.0	69	69	0	0	2/4	4	1		1	V(64)	dcml	Bb	bIII		V(64)		V			64				M	0	0	1, 0, 4		1	1
137	0.5	69	69	1/4	1/4	2/4	4	1		1	V7	dcml	Bb	bIII		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
275/2	0.5	69	69	3/8	3/8	2/4	4	1		1	#viio7/vi	dcml	Bb	bIII		#viio7/vi		#vii	o	7		vi			o7	0	0	8, 5, 2, -1		8	8
138	1.0	70	70	0	0	2/4	4	1		1	vi	dcml	Bb	bIII		vi		vi							m	0	0	3, 0, 4		3	3
139	0.5	70	70	1/4	1/4	2/4	4	1		1	ii65	dcml	Bb	bIII		ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
279/2	0.5	70	70	3/8	3/8	2/4	4	1		1	viio7/V	dcml	Bb	bIII		viio7/V		vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
140	1.0	71	71	0	0	2/4	4	1		1	V(64)	dcml	Bb	bIII		V(64)		V			64				M	0	0	1, 0, 4		1	1
141	1.0	71	71	1/4	1/4	2/4	4	1		1	V7	dcml	Bb	bIII		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
142	0.5	72	72	0	0	2/4	4	1		1	I\\	dcml	Bb	bIII		I		I						\\	M	0	0	0, 4, 1		0	0
285/2	0.5	72	72	1/8	1/8	2/4	4	1		1	I6	dcml	Bb	bIII		I6		I		6					M	0	0	4, 1, 0		0	4
143	0.5	72	72	1/4	1/4	2/4	4	1		1	V2	dcml	Bb	bIII		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
287/2	0.5	72	72	3/8	3/8	2/4	4	1		1	I6	dcml	Bb	bIII		I6		I		6					M	0	0	4, 1, 0		0	4
