quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	harmony_layer	label	regex_match	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
237/2	0.5	80	80	0	0	3/8	4	1		1	V7	dcml	C	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
119	0.5	80	80	1/8	1/8	3/8	4	1		1	I	dcml	C	V		I	I							M	0	0	0, 4, 1		0	0
239/2	0.5	80	80	1/4	1/4	3/8	4	1		1	V7	dcml	C	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
120	4.5	81	81	0	0	3/8	4	1		1	I\\	dcml	C	V		I	I						\\	M	0	0	0, 4, 1		0	0
249/2	1.5	84	84	0	0	3/8	4	1		1	bIII.vi	dcml	C	bIII		vi	vi							m	0	0	3, 0, 4		3	3
126	1.5	85	85	0	0	3/8	4	1		1	IV	dcml	C	bIII		IV	IV							M	0	0	-1, 3, 0		-1	-1
255/2	1.25	86	86	0	0	3/8	4	1		1	ii	dcml	C	bIII		ii	ii							m	0	0	2, -1, 3		2	2
515/4	0.25	86	86	5/16	5/16	3/8	4	1		1	vii%43/V	dcml	C	bIII		vii%43/V	vii	%	43		V			%7	0	0	0, 4, 6, 3		6	0
129	1.25	87	87	0	0	3/8	4	1		1	V6	dcml	C	bIII		V6	V		6					M	0	0	5, 2, 1		1	5
521/4	0.25	87	87	5/16	5/16	3/8	4	1		1	vii%43/V	dcml	C	bIII		vii%43/V	vii	%	43		V			%7	0	0	0, 4, 6, 3		6	0
261/2	1.25	88	88	0	0	3/8	4	1		1	V6	dcml	C	bIII		V6	V		6					M	0	0	5, 2, 1		1	5
527/4	0.25	88	88	5/16	5/16	3/8	4	1		1	vii%43/V	dcml	C	bIII		vii%43/V	vii	%	43		V			%7	0	0	0, 4, 6, 3		6	0
132	3.0	89	89	0	0	3/8	4	1		1	V6	dcml	C	bIII		V6	V		6					M	0	0	5, 2, 1		1	5
135	1.25	91	91	0	0	3/8	4	1		1	V	dcml	C	bIII		V	V							M	0	0	1, 5, 2		1	1
545/4	0.25	91	91	5/16	5/16	3/8	4	1		1	viio7/V	dcml	C	bIII		viio7/V	vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
273/2	1.25	92	92	0	0	3/8	4	1		1	V	dcml	C	bIII		V	V							M	0	0	1, 5, 2		1	1
551/4	0.25	92	92	5/16	5/16	3/8	4	1		1	viio7/V	dcml	C	bIII		viio7/V	vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
138	3.0	93	93	0	0	3/8	4	1		1	V	dcml	C	bIII		V	V							M	0	0	1, 5, 2		1	1
141	1.5	95	95	0	0	3/8	4	1		1	I	dcml	C	bIII		I	I							M	0	0	0, 4, 1		0	0
285/2	1.5	96	96	0	0	3/8	4	1		1	V6	dcml	C	bIII		V6	V		6					M	0	0	5, 2, 1		1	5
144	1.5	97	97	0	0	3/8	4	1		1	I6	dcml	C	bIII		I6	I		6					M	0	0	4, 1, 0		0	4
291/2	1.5	98	98	0	0	3/8	4	1		1	V/vi	dcml	C	bIII		V/vi	V				vi			M	0	0	4, 8, 5		4	4
147	1.5	99	99	0	0	3/8	4	1		1	vi	dcml	C	bIII		vi	vi							m	0	0	3, 0, 4		3	3
297/2	1.5	100	100	0	0	3/8	4	1		1	V43/vi	dcml	C	bIII		V43/vi	V		43		vi			Mm7	0	0	5, 2, 4, 8		4	5
150	1.5	101	101	0	0	3/8	4	1		1	vi	dcml	C	bIII		vi	vi							m	0	0	3, 0, 4		3	3
303/2	1.5	102	102	0	0	3/8	4	1		1	V2/IV	dcml	C	bIII		V2/IV	V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
153	1.5	103	103	0	0	3/8	4	1		1	IV	dcml	C	bIII		IV	IV							M	0	0	-1, 3, 0		-1	-1
309/2	1.5	104	104	0	0	3/8	4	1		1	I	dcml	C	bIII		I	I							M	0	0	0, 4, 1		0	0
156	1.5	105	105	0	0	3/8	4	1		1	IV	dcml	C	bIII		IV	IV							M	0	0	-1, 3, 0		-1	-1
315/2	1.5	106	106	0	0	3/8	4	1		1	I	dcml	C	bIII		I	I							M	0	0	0, 4, 1		0	0
159	1.5	107	107	0	0	3/8	4	1		1	bvii.viio7/V	dcml	C	bvii		viio7/V	vii	o	7		V			o7	0	1	6, 3, 0, -3		6	6
321/2	1.5	108	108	0	0	3/8	4	1		1	i64	dcml	C	bvii		i64	i		64					m	0	1	1, 0, -3		0	1
162	1.5	109	109	0	0	3/8	4	1		1	VI	dcml	C	bvii		VI	VI							M	0	1	-4, 0, -3		-4	-4
327/2	3.0	110	110	0	0	3/8	4	1		1	viio65/V	dcml	C	bvii		viio65/V	vii	o	65		V			o7	0	1	3, 0, -3, 6		6	3
333/2	4.5	112	112	0	0	3/8	4	1		1	vi.#viio7/iv	dcml	C	vi		#viio7/iv	#vii	o	7		iv			o7	0	1	4, 1, -2, -5		4	4
171	1.5	115	115	0	0	3/8	4	1		1	iv(94)	dcml	C	vi		iv(94)	iv			94				m	0	1	-1, -2, 0	1	-1	-1
345/2	1.5	116	116	0	0	3/8	4	1		1	iv	dcml	C	vi		iv	iv							m	0	1	-1, -4, 0		-1	-1
174	1.5	117	117	0	0	3/8	4	1		1	V65(2)	dcml	C	vi		V65(2)	V		65	2				Mm7	0	1	5, 2, -1, -4		1	5
351/2	1.5	118	118	0	0	3/8	4	1		1	V65	dcml	C	vi		V65	V		65					Mm7	0	1	5, 2, -1, 1		1	5
177	1.5	119	119	0	0	3/8	4	1		1	i	dcml	C	vi		i	i							m	0	1	0, -3, 1		0	0
357/2	1.5	120	120	0	0	3/8	4	1		1	iv6	dcml	C	vi		iv6	iv		6					m	0	1	-4, 0, -1		-1	-4
180	1.5	121	121	0	0	3/8	4	1		1	V\\	dcml	C	vi		V	V						\\	M	0	1	1, 5, 2		1	1
363/2	0.5	122	122	0	0	3/8	4	1		1	i	dcml	C	vi		i	i							m	0	1	0, -3, 1		0	0
182	1.0	122	122	1/8	1/8	3/8	4	1		1	viio65/V	dcml	C	vi		viio65/V	vii	o	65		V			o7	0	1	3, 0, -3, 6		6	3
183	1.5	123	123	0	0	3/8	4	1		1	V	dcml	C	vi		V	V							M	0	1	1, 5, 2		1	1
369/2	0.5	124	124	0	0	3/8	4	1		1	i	dcml	C	vi		i	i							m	0	1	0, -3, 1		0	0
185	1.0	124	124	1/8	1/8	3/8	4	1		1	viio43/V	dcml	C	vi		viio43/V	vii	o	43		V			o7	0	1	0, -3, 6, 3		6	0
186	1.5	125	125	0	0	3/8	4	1		1	V	dcml	C	vi		V	V							M	0	1	1, 5, 2		1	1
375/2	0.5	126	126	0	0	3/8	4	1		1	i	dcml	C	vi		i	i							m	0	1	0, -3, 1		0	0
188	1.0	126	126	1/8	1/8	3/8	4	1		1	viio2/V	dcml	C	vi		viio2/V	vii	o	2		V			o7	0	1	-3, 6, 3, 0		6	-3
189	1.5	127	127	0	0	3/8	4	1		1	V	dcml	C	vi		V	V							M	0	1	1, 5, 2		1	1
381/2	0.5	128	128	0	0	3/8	4	1		1	i	dcml	C	vi		i	i							m	0	1	0, -3, 1		0	0
191	1.0	128	128	1/8	1/8	3/8	4	1		1	i(6)	dcml	C	vi		i(6)	i			6				m	0	1	0, -3, -4		0	0
192	0.5	129	129	0	0	3/8	4	1		1	V	dcml	C	vi		V	V							M	0	1	1, 5, 2		1	1
385/2	1.0	129	129	1/8	1/8	3/8	4	1		1	i(6)	dcml	C	vi		i(6)	i			6				m	0	1	0, -3, -4		0	0
387/2	0.5	130	130	0	0	3/8	4	1		1	VI	dcml	C	vi		VI	VI							M	0	1	-4, 0, -3		-4	-4
194	1.0	130	130	1/8	1/8	3/8	4	1		1	i(6)	dcml	C	vi		i(6)	i			6				m	0	1	0, -3, -4		0	0
195	6.5	131	131	0	0	3/8	4	1		1	V	dcml	C	vi		V	V							M	0	1	1, 5, 2		1	1
403/2	4.5	135	135	1/8	1/8	3/8	4	1		1	V2	dcml	C	vi		V2	V		2					Mm7	0	1	-1, 1, 5, 2		1	-1
206	3.0	138	138	1/8	1/8	3/8	4	1		1	#viio43	dcml	C	vi		#viio43	#vii	o	43					o7	0	1	-1, -4, 5, 2		5	-1
209	8.5	140	140	1/8	1/8	3/8	4	1		1	I.V43	dcml	C	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
435/2	1.5	146	146	0	0	3/8	4	1		1	V7	dcml	C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
219	1.5	147	147	0	0	3/8	4	1		1	I	dcml	C	I		I	I							M	0	0	0, 4, 1		0	0
441/2	1.0	148	148	0	0	3/8	4	1		1	IV	dcml	C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
443/2	0.5	148	148	1/4	1/4	3/8	4	1		1	IV6	dcml	C	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
222	1.5	149	149	0	0	3/8	4	1		1	V	dcml	C	I		V	V							M	0	0	1, 5, 2		1	1
447/2	1.0	150	150	0	0	3/8	4	1		1	I	dcml	C	I		I	I							M	0	0	0, 4, 1		0	0
449/2	0.5	150	150	1/4	1/4	3/8	4	1		1	vi	dcml	C	I		vi	vi							m	0	0	3, 0, 4		3	3
225	1.25	151	151	0	0	3/8	4	1		1	V/V	dcml	C	I		V/V	V				V			M	0	0	2, 6, 3		2	2
905/4	0.25	151	151	5/16	5/16	3/8	4	1		1	V64/V	dcml	C	I		V64/V	V		64		V			M	0	0	3, 2, 6		2	3
453/2	1.5	152	152	0	0	3/8	4	1		1	V[V	dcml	C	I	V	V	V							M	0	0	1, 5, 2		1	1
228	1.5	153	153	0	0	3/8	4	1		1	I64	dcml	C	I	V	I64	I		64					M	0	0	1, 0, 4		0	1
459/2	0.5	154	154	0	0	3/8	4	1		1	V6(2)/V	dcml	C	I	V	V6(2)/V	V		6	2	V			M	0	0	6, 3, 4		2	6
230	0.5	154	154	1/8	1/8	3/8	4	1		1	V6/V	dcml	C	I	V	V6/V	V		6		V			M	0	0	6, 3, 2		2	6
461/2	0.25	154	154	1/4	1/4	3/8	4	1		1	V(6)/V	dcml	C	I	V	V(6)/V	V			6	V			M	0	0	2, 6, 5		2	2
923/4	0.25	154	154	5/16	5/16	3/8	4	1		1	V/V	dcml	C	I	V	V/V	V				V			M	0	0	2, 6, 3		2	2
231	1.5	155	155	0	0	3/8	4	1		1	V]	dcml	C	I	V	V	V							M	0	0	1, 5, 2		1	1
465/2	1.5	156	156	0	0	3/8	4	1		1	I	dcml	C	I		I	I							M	0	0	0, 4, 1		0	0
234	1.5	157	157	0	0	3/8	4	1		1	IV6	dcml	C	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
471/2	1.0	158	158	0	0	3/8	4	1		1	V65	dcml	C	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
473/2	0.5	158	158	1/4	1/4	3/8	4	1		1	V	dcml	C	I		V	V							M	0	0	1, 5, 2		1	1
