quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
89/2	1.5	15	15	5/8	5/8	6/8	4	1		V43	Db	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
46	0.5	16	16	1/4	1/4	6/8	4	1		I	Db	I		I		I							M	0	0	0, 4, 1		0	0
93/2	1.0	16	16	3/8	3/8	6/8	4	1		#viio7/vii	Db	I		#viio7/vii		#vii	o	7		vii			o7	0	0	10, 7, 4, 1		10	10
95/2	0.5	16	16	5/8	5/8	6/8	4	1		V6	Db	I		V6		V		6					M	0	0	5, 2, 1		1	5
48	1.0	17	17	0	0	6/8	4	1		#viio2/iii	Db	I		#viio2/iii		#vii	o	2		iii			o7	0	0	0, 9, 6, 3		9	0
49	0.5	17	17	1/4	1/4	6/8	4	1		III6	Db	I		III6		III		6					M	0	0	8, 5, 4		4	8
99/2	1.0	17	17	3/8	3/8	6/8	4	1		III	Db	I		III		III							M	0	0	4, 8, 5		4	4
101/2	0.5	17	17	5/8	5/8	6/8	4	1		VI	Db	I		VI		VI							M	0	0	3, 7, 4		3	3
51	1.0	18	18	0	0	6/8	4	1		ii.It6	Db	ii		It6	It	vii	o	6	b3	V			It	0	1	-4, 0, 6		6	-4
52	1.5	18	18	1/4	1/4	6/8	4	1		V/ii	Db	ii		V/ii		V				ii			M	0	1	3, 7, 4		3	3
107/2	0.5	18	18	5/8	5/8	6/8	4	1		i	Db	ii		i		i							m	0	1	0, -3, 1		0	0
54	1.0	19	19	0	0	6/8	4	1		I.viio43/V	Db	I		viio43/V		vii	o	43		V			o7	0	0	0, -3, 6, 3		6	0
55	0.5	19	19	1/4	1/4	6/8	4	1		V6	Db	I		V6		V		6					M	0	0	5, 2, 1		1	5
111/2	1.0	19	19	3/8	3/8	6/8	4	1		V65	Db	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
113/2	0.5	19	19	5/8	5/8	6/8	4	1		I	Db	I		I		I							M	0	0	0, 4, 1		0	0
57	1.5	20	20	0	0	6/8	4	1		I64	Db	I		I64		I		64					M	0	0	1, 0, 4		0	1
117/2	0.5	20	20	3/8	3/8	6/8	4	1		V2	Db	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
59	1.0	20	20	1/2	1/2	6/8	4	1		I6	Db	I		I6		I		6					M	0	0	4, 1, 0		0	4
60	1.0	21	21	0	0	6/8	4	1		I64	Db	I		I64		I		64					M	0	0	1, 0, 4		0	1
61	1.0	21	21	1/4	1/4	6/8	4	1		V2	Db	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
62	0.5	21	21	1/2	1/2	6/8	4	1		I64	Db	I		I64		I		64					M	0	0	1, 0, 4		0	1
125/2	0.5	21	21	5/8	5/8	6/8	4	1		I	Db	I		I		I							M	0	0	0, 4, 1		0	0
63	1.5	22	22	0	0	6/8	4	1		I6	Db	I		I6		I		6					M	0	0	4, 1, 0		0	4
129/2	1.0	22	22	3/8	3/8	6/8	4	1		I(2)	Db	I		I(2)		I			2				M	0	0	2, 4, 1		0	2
131/2	0.5	22	22	5/8	5/8	6/8	4	1		i	Db	I		i		i							m	0	0	0, -3, 1		0	0
66	1.5	23	23	0	0	6/8	4	1		#vii.i	Db	#vii		i		i							m	0	1	0, -3, 1		0	0
135/2	1.5	23	23	3/8	3/8	6/8	4	1		V43	Db	#vii		V43		V		43					Mm7	0	1	2, -1, 1, 5		1	2
69	1.25	24	24	0	0	6/8	4	1		i	Db	#vii		i		i							m	0	1	0, -3, 1		0	0
281/4	0.25	24	24	5/16	5/16	6/8	4	1		V(64)	Db	#vii		V(64)		V			64				M	0	1	1, 0, -3		1	1
141/2	0.75	24	24	3/8	3/8	6/8	4	1		V	Db	#vii		V		V							M	0	1	1, 5, 2		1	1
285/4	0.25	24	24	9/16	9/16	6/8	4	1		V(9)	Db	#vii		V(9)		V			9				M	0	1	1, 5, 2	-4	1	1
143/2	0.25	24	24	5/8	5/8	6/8	4	1		V	Db	#vii		V		V							M	0	1	1, 5, 2		1	1
287/4	0.25	24	24	11/16	11/16	6/8	4	1		v	Db	#vii		v		v							m	0	1	1, -2, 2		1	1
72	1.5	25	25	0	0	6/8	4	1		#II.I	Db	#II		I		I							M	0	0	0, 4, 1		0	0
147/2	1.5	25	25	3/8	3/8	6/8	4	1		V43	Db	#II		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
75	1.5	26	26	0	0	6/8	4	1		I	Db	#II		I		I							M	0	0	0, 4, 1		0	0
153/2	0.75	26	26	3/8	3/8	6/8	4	1		V	Db	#II		V		V							M	0	0	1, 5, 2		1	1
309/4	0.25	26	26	9/16	9/16	6/8	4	1		V2	Db	#II		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
155/2	0.25	26	26	5/8	5/8	6/8	4	1		I6	Db	#II		I6		I		6					M	0	0	4, 1, 0		0	4
311/4	0.25	26	26	11/16	11/16	6/8	4	1		V43	Db	#II		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
78	1.5	27	27	0	0	6/8	4	1		#viio7/ii	Db	#II		#viio7/ii		#vii	o	7		ii			o7	0	0	7, 4, 1, -2		7	7
159/2	1.5	27	27	3/8	3/8	6/8	4	1		V65/ii	Db	#II		V65/ii		V		65		ii			Mm7	0	0	7, 4, 1, 3		3	7
81	2.75	28	28	0	0	6/8	4	1		viio7/V	Db	#II		viio7/V		vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
335/4	0.25	28	28	11/16	11/16	6/8	4	1		V65/V	Db	#II		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
84	1.25	29	29	0	0	6/8	4	1		#vii.#viio7	Db	#vii		#viio7		#vii	o	7					o7	0	1	5, 2, -1, -4		5	5
341/4	1.5	29	29	5/16	5/16	6/8	4	1		#viio2	Db	#vii		#viio2		#vii	o	2					o7	0	1	-4, 5, 2, -1		5	-4
347/4	0.25	29	29	11/16	11/16	6/8	4	1		viio7/V	Db	#vii		viio7/V		vii	o	7		V			o7	0	1	6, 3, 0, -3		6	6
87	1.25	30	30	0	0	6/8	4	1		V(64)	Db	#vii		V(64)		V			64				M	0	1	1, 0, -3		1	1
353/4	0.25	30	30	5/16	5/16	6/8	4	1		V43	Db	#vii		V43		V		43					Mm7	0	1	2, -1, 1, 5		1	2
177/2	0.75	30	30	3/8	3/8	6/8	4	1		i	Db	#vii		i		i							m	0	1	0, -3, 1		0	0
357/4	0.25	30	30	9/16	9/16	6/8	4	1		iv[iv6	Db	#vii	iv	iv6		iv		6					m	0	1	-4, 0, -1		-1	-4
179/2	0.25	30	30	5/8	5/8	6/8	4	1		#viio64/iv	Db	#vii	iv	#viio64/iv		#vii	o	64		iv			o	0	1	-2, 4, 1		4	-2
359/4	0.25	30	30	11/16	11/16	6/8	4	1		iv6]	Db	#vii	iv	iv6		iv		6					m	0	1	-4, 0, -1		-1	-4
90	1.25	31	31	0	0	6/8	4	1		V(64)	Db	#vii		V(64)		V			64				M	0	1	1, 0, -3		1	1
365/4	0.25	31	31	5/16	5/16	6/8	4	1		V43	Db	#vii		V43		V		43					Mm7	0	1	2, -1, 1, 5		1	2
183/2	0.75	31	31	3/8	3/8	6/8	4	1		i	Db	#vii		i		i							m	0	1	0, -3, 1		0	0
369/4	0.25	31	31	9/16	9/16	6/8	4	1		I	Db	#vii		I		I							M	0	1	0, 4, 1		0	0
185/2	0.25	31	31	5/8	5/8	6/8	4	1		V2/iv	Db	#vii		V2/iv		V		2		iv			Mm7	0	1	-2, 0, 4, 1		0	-2
371/4	0.25	31	31	11/16	11/16	6/8	4	1		iv	Db	#vii		iv		iv							m	0	1	-1, -4, 0		-1	-1
93	1.25	32	32	0	0	6/8	4	1		i.V64	Db	i		V64		V		64					M	0	1	2, 1, 5		1	2
377/4	0.75	32	32	5/16	5/16	6/8	4	1		V	Db	i		V		V							M	0	1	1, 5, 2		1	1
95	1.5	32	32	1/2	1/2	6/8	4	1		I.I	Db	I		I		I							M	0	0	0, 4, 1		0	0
193/2	1.0	33	33	1/8	1/8	6/8	4	1		V6(+6)	Db	I		V6(+6)		V		6	+6				M	0	0	5, 2, 1	4	1	5
195/2	0.5	33	33	3/8	3/8	6/8	4	1		V7	Db	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
98	0.5	33	33	1/2	1/2	6/8	4	1		vi7	Db	I		vi7		vi		7					mm7	0	0	3, 0, 4, 1		3	3
197/2	0.5	33	33	5/8	5/8	6/8	4	1		V65	Db	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
99	0.5	34	34	0	0	6/8	4	1		I	Db	I		I		I							M	0	0	0, 4, 1		0	0
199/2	0.5	34	34	1/8	1/8	6/8	4	1		V43	Db	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
100	0.5	34	34	1/4	1/4	6/8	4	1		vi43	Db	I		vi43		vi		43					mm7	0	0	4, 1, 3, 0		3	4
201/2	0.5	34	34	3/8	3/8	6/8	4	1		I6	Db	I		I6		I		6					M	0	0	4, 1, 0		0	4
101	1.0	34	34	1/2	1/2	6/8	4	1		V43	Db	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
102	0.5	35	35	0	0	6/8	4	1		I	Db	I		I		I							M	0	0	0, 4, 1		0	0
205/2	0.5	35	35	1/8	1/8	6/8	4	1		V6	Db	I		V6		V		6					M	0	0	5, 2, 1		1	5
103	0.5	35	35	1/4	1/4	6/8	4	1		vi6	Db	I		vi6		vi		6					m	0	0	0, 4, 3		3	0
207/2	0.5	35	35	3/8	3/8	6/8	4	1		V7(6)	Db	I		V7(6)		V		7	6				Mm7	0	0	1, 5, 4, -1		1	1
104	1.0	35	35	1/2	1/2	6/8	4	1		V65	Db	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
105	0.5	36	36	0	0	6/8	4	1		I	Db	I		I		I							M	0	0	0, 4, 1		0	0
211/2	0.5	36	36	1/8	1/8	6/8	4	1		V43	Db	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
106	0.5	36	36	1/4	1/4	6/8	4	1		vi43	Db	I		vi43		vi		43					mm7	0	0	4, 1, 3, 0		3	4
213/2	0.5	36	36	3/8	3/8	6/8	4	1		I6	Db	I		I6		I		6					M	0	0	4, 1, 0		0	4
107	0.5	36	36	1/2	1/2	6/8	4	1		V43	Db	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
215/2	0.5	36	36	5/8	5/8	6/8	4	1		V6/iii	Db	I		V6/iii		V		6		iii			M	0	0	9, 6, 5		5	9
108	1.25	37	37	0	0	6/8	4	1		iii	Db	I		iii		iii							m	0	0	4, 1, 5		4	4
437/4	0.75	37	37	5/16	5/16	6/8	4	1		V/vi	Db	I		V/vi		V				vi			M	0	0	4, 8, 5		4	4
110	0.5	37	37	1/2	1/2	6/8	4	1		vi6	Db	I		vi6		vi		6					m	0	0	0, 4, 3		3	0
221/2	1.0	37	37	5/8	5/8	6/8	4	1		vi	Db	I		vi		vi							m	0	0	3, 0, 4		3	3
223/2	1.0	38	38	1/8	1/8	6/8	4	1		V/ii	Db	I		V/ii		V				ii			M	0	0	3, 7, 4		3	3
225/2	0.5	38	38	3/8	3/8	6/8	4	1		ii64	Db	I		ii64		ii		64					m	0	0	3, 2, -1		2	3
113	0.5	38	38	1/2	1/2	6/8	4	1		ii6	Db	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
227/2	0.5	38	38	5/8	5/8	6/8	4	1		ii	Db	I		ii		ii							m	0	0	2, -1, 3		2	2
114	1.5	39	39	0	0	6/8	4	1		ii6(+4)	Db	I		ii6(+4)		ii		6	+4				m	0	0	-1, 3, 2	1	2	-1
231/2	0.5	39	39	3/8	3/8	6/8	4	1		I64	Db	I		I64		I		64					M	0	0	1, 0, 4		0	1
116	0.5	39	39	1/2	1/2	6/8	4	1		I6	Db	I		I6		I		6					M	0	0	4, 1, 0		0	4
233/2	0.5	39	39	5/8	5/8	6/8	4	1		I	Db	I		I		I							M	0	0	0, 4, 1		0	0
117	1.0	40	40	0	0	6/8	4	1		V(64)	Db	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
118	0.5	40	40	1/4	1/4	6/8	4	1		V7	Db	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
237/2	0.5	40	40	3/8	3/8	6/8	4	1		I\\	Db	I		I		I						\\	M	0	0	0, 4, 1		0	0
119	0.5	40	40	1/2	1/2	6/8	4	1		I6	Db	I		I6		I		6					M	0	0	4, 1, 0		0	4
239/2	0.5	40	40	5/8	5/8	6/8	4	1		V2	Db	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
120	1.0	41	41	0	0	6/8	4	1		V(64)	Db	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
121	0.5	41	41	1/4	1/4	6/8	4	1		V7	Db	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
243/2	0.5	41	41	3/8	3/8	6/8	4	1		I64	Db	I		I64		I		64					M	0	0	1, 0, 4		0	1
122	0.5	41	41	1/2	1/2	6/8	4	1		I6	Db	I		I6		I		6					M	0	0	4, 1, 0		0	4
245/2	0.5	41	41	5/8	5/8	6/8	4	1		V2	Db	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
123	0.5	42	42	0	0	6/8	4	1		V	Db	I		V		V							M	0	0	1, 5, 2		1	1
247/2	0.5	42	42	1/8	1/8	6/8	4	1		I6	Db	I		I6		I		6					M	0	0	4, 1, 0		0	4
124	0.5	42	42	1/4	1/4	6/8	4	1		V43	Db	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
249/2	0.5	42	42	3/8	3/8	6/8	4	1		I[I64	Db	I	I	I64		I		64					M	0	0	1, 0, 4		0	1
125	0.5	42	42	1/2	1/2	6/8	4	1		IV6	Db	I	I	IV6		IV		6					M	0	0	3, 0, -1		-1	3
251/2	0.5	42	42	5/8	5/8	6/8	4	1		ii64	Db	I	I	ii64		ii		64					m	0	0	3, 2, -1		2	3
126	1.5	43	43	0	0	6/8	4	1		I]	Db	I	I	I		I							M	0	0	0, 4, 1		0	0
255/2	1.5	43	43	3/8	3/8	6/8	4	1		V43	Db	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
129	1.5	44	44	0	0	6/8	4	1		I	Db	I		I		I							M	0	0	0, 4, 1		0	0
261/2	1.5	44	44	3/8	3/8	6/8	4	1		V65	Db	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
132	1.5	45	45	0	0	6/8	4	1		I	Db	I		I		I							M	0	0	0, 4, 1		0	0
267/2	1.5	45	45	3/8	3/8	6/8	4	1		V43	Db	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
135	1.5	46	46	0	0	6/8	4	1		I	Db	I		I		I							M	0	0	0, 4, 1		0	0
273/2	1.25	46	46	3/8	3/8	6/8	4	1		V65	Db	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
551/4	0.25	46	46	11/16	11/16	6/8	4	1		vi7	Db	I		vi7		vi		7					mm7	0	0	3, 0, 4, 1		3	3
138	1.5	47	47	0	0	6/8	4	1		V65/vi	Db	I		V65/vi		V		65		vi			Mm7	0	0	8, 5, 2, 4		4	8
279/2	1.5	47	47	3/8	3/8	6/8	4	1		V2/ii	Db	I		V2/ii		V		2		ii			Mm7	0	0	1, 3, 7, 4		3	1
141	1.5	48	48	0	0	6/8	4	1		V65/V	Db	I		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
285/2	3.0	48	48	3/8	3/8	6/8	4	1		V2	Db	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
291/2	1.5	49	49	3/8	3/8	6/8	4	1		I6	Db	I		I6		I		6					M	0	0	4, 1, 0		0	4
147	1.0	50	50	0	0	6/8	4	1		V(64)	Db	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
148	0.5	50	50	1/4	1/4	6/8	4	1		V7	Db	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
297/2	1.5	50	50	3/8	3/8	6/8	4	1		I6	Db	I		I6		I		6					M	0	0	4, 1, 0		0	4
150	1.5	51	51	0	0	6/8	4	1		#viio7/ii	Db	I		#viio7/ii		#vii	o	7		ii			o7	0	0	7, 4, 1, -2		7	7
303/2	1.25	51	51	3/8	3/8	6/8	4	1		ii6	Db	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
611/4	0.25	51	51	11/16	11/16	6/8	4	1		viio/V	Db	I		viio/V		vii	o			V			o	0	0	6, 3, 0		6	6
153	1.0	52	52	0	0	6/8	4	1		V(64)	Db	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
154	0.5	52	52	1/4	1/4	6/8	4	1		V7	Db	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
309/2	1.0	52	52	3/8	3/8	6/8	4	1		I\\	Db	I		I		I						\\	M	0	0	0, 4, 1		0	0
311/2	0.5	52	52	5/8	5/8	6/8	4	1		ii7	Db	I		ii7		ii		7					mm7	0	0	2, -1, 3, 0		2	2
156	1.0	53	53	0	0	6/8	4	1		I	Db	I		I		I							M	0	0	0, 4, 1		0	0
157	0.75	53	53	1/4	1/4	6/8	4	1		ii7	Db	I		ii7		ii		7					mm7	0	0	2, -1, 3, 0		2	2
631/4	1.0	53	53	7/16	7/16	6/8	4	1		I	Db	I		I		I							M	0	0	0, 4, 1		0	0
635/4	0.25	53	53	11/16	11/16	6/8	4	1		ii7	Db	I		ii7		ii		7					mm7	0	0	2, -1, 3, 0		2	2
159	2.0	54	54	0	0	6/8	4	1		I	Db	I		I		I							M	0	0	0, 4, 1		0	0
161	1.0	54	54	1/2	1/2	6/8	4	1		I\\	Db	I		I		I						\\	M	0	0	0, 4, 1		0	0
