quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
142	2.0	72	72	0	0	2/4	4	1		V7	G	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
144	2.0	73	73	0	0	2/4	4	1		V(64)	G	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
146	2.0	74	74	0	0	2/4	4	1		V	G	V		V		V							M	0	0	1, 5, 2		1	1
148	2.0	75	75	0	0	2/4	4	1		V(64)	G	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
150	2.0	76	76	0	0	2/4	4	1		V7	G	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
152	1.0	77	77	0	0	2/4	4	1		viio2	G	V		viio2		vii	o	2					o7	0	0	-4, 5, 2, -1		5	-4
153	1.0	77	77	1/4	1/4	2/4	4	1		viio64	G	V		viio64		vii	o	64					o	0	0	-1, 5, 2		5	-1
154	2.0	78	78	0	0	2/4	4	1		V7	G	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
156	1.0	79	79	0	0	2/4	4	1		viio2	G	V		viio2		vii	o	2					o7	0	0	-4, 5, 2, -1		5	-4
157	1.0	79	79	1/4	1/4	2/4	4	1		viio64	G	V		viio64		vii	o	64					o	0	0	-1, 5, 2		5	-1
158	2.0	80	80	0	0	2/4	4	1		V	G	V		V		V							M	0	0	1, 5, 2		1	1
160	1.0	81	81	0	0	2/4	4	1		viio2	G	V		viio2		vii	o	2					o7	0	0	-4, 5, 2, -1		5	-4
161	1.0	81	81	1/4	1/4	2/4	4	1		viio64	G	V		viio64		vii	o	64					o	0	0	-1, 5, 2		5	-1
162	2.0	82	82	0	0	2/4	4	1		V7	G	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
164	1.0	83	83	0	0	2/4	4	1		viio2	G	V		viio2		vii	o	2					o7	0	0	-4, 5, 2, -1		5	-4
165	1.0	83	83	1/4	1/4	2/4	4	1		viio64	G	V		viio64		vii	o	64					o	0	0	-1, 5, 2		5	-1
166	4.0	84	84	0	0	2/4	4	1		viio7/V	G	V		viio7/V		vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
170	2.0	86	86	0	0	2/4	4	1		V(64)	G	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
172	4.0	87	87	0	0	2/4	4	1		V7	G	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
176	1.0	89	89	0	0	2/4	4	1		viio2	G	V		viio2		vii	o	2					o7	0	0	-4, 5, 2, -1		5	-4
177	1.0	89	89	1/4	1/4	2/4	4	1		viio64	G	V		viio64		vii	o	64					o	0	0	-1, 5, 2		5	-1
178	2.0	90	90	0	0	2/4	4	1		V7	G	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
180	1.0	91	91	0	0	2/4	4	1		viio2	G	V		viio2		vii	o	2					o7	0	0	-4, 5, 2, -1		5	-4
181	1.0	91	91	1/4	1/4	2/4	4	1		viio64	G	V		viio64		vii	o	64					o	0	0	-1, 5, 2		5	-1
182	2.0	92	92	0	0	2/4	4	1		V7	G	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
184	1.0	93	93	0	0	2/4	4	1		viio2	G	V		viio2		vii	o	2					o7	0	0	-4, 5, 2, -1		5	-4
185	1.0	93	93	1/4	1/4	2/4	4	1		viio64	G	V		viio64		vii	o	64					o	0	0	-1, 5, 2		5	-1
186	1.0	94	94	0	0	2/4	4	1		V7	G	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
187	1.0	94	94	1/4	1/4	2/4	4	1		viio2	G	V		viio2		vii	o	2					o7	0	0	-4, 5, 2, -1		5	-4
188	2.0	95	95	0	0	2/4	4	1		viio7/bVII	G	V		viio7/bVII		vii	o	7		bVII			o7	0	0	3, 0, -3, -6		3	3
190	2.0	96	96	0	0	2/4	4	1		bVII.V7	G	bVII		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
192	2.0	97	97	0	0	2/4	4	1		V(64)	G	bVII		V(64)		V			64				M	0	0	1, 0, 4		1	1
194	2.0	98	98	0	0	2/4	4	1		V7	G	bVII		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
196	2.0	99	99	0	0	2/4	4	1		V(64)	G	bVII		V(64)		V			64				M	0	0	1, 0, 4		1	1
198	2.0	100	100	0	0	2/4	4	1		V7	G	bVII		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
200	2.0	101	101	0	0	2/4	4	1		V(64)	G	bVII		V(64)		V			64				M	0	0	1, 0, 4		1	1
202	2.0	102	102	0	0	2/4	4	1		V7	G	bVII		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
204	2.0	103	103	0	0	2/4	4	1		I\\	G	bVII		I		I						\\	M	0	0	0, 4, 1		0	0
206	4.0	104	104	0	0	2/4	4	1		V.#viio65/ii	G	V		#viio65/ii		#vii	o	65		ii			o7	0	0	4, 1, -2, 7		7	4
210	2.0	106	106	0	0	2/4	4	1		V(64)/V	G	V		V(64)/V		V			64	V			M	0	0	2, 1, 5		2	2
212	2.0	107	107	0	0	2/4	4	1		V7/V	G	V		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
214	2.0	108	108	0	0	2/4	4	1		V7	G	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
216	2.0	109	109	0	0	2/4	4	1		#viio7/vi	G	V		#viio7/vi		#vii	o	7		vi			o7	0	0	8, 5, 2, -1		8	8
218	1.0	110	110	0	0	2/4	4	1		vi	G	V		vi		vi							m	0	0	3, 0, 4		3	3
219	1.0	110	110	1/4	1/4	2/4	4	1		V65/V	G	V		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
220	1.0	111	111	0	0	2/4	4	1		V(64)	G	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
221	1.0	111	111	1/4	1/4	2/4	4	1		V7	G	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
222	1.0	112	112	0	0	2/4	4	1		I\\	G	V		I		I						\\	M	0	0	0, 4, 1		0	0
223	3.0	112	112	1/4	1/4	2/4	4	1		I[I	G	V	I	I		I							M	0	0	0, 4, 1		0	0
226	1.0	114	114	0	0	2/4	4	1		viio	G	V	I	viio		vii	o						o	0	0	5, 2, -1		5	5
227	3.0	114	114	1/4	1/4	2/4	4	1		viio64	G	V	I	viio64		vii	o	64					o	0	0	-1, 5, 2		5	-1
230	4.0	116	116	0	0	2/4	4	1		I	G	V	I	I		I							M	0	0	0, 4, 1		0	0
234	4.0	118	118	0	0	2/4	4	1		V65	G	V	I	V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
238	0.5	120	120	0	0	2/4	4	1		I	G	V	I	I		I							M	0	0	0, 4, 1		0	0
477/2	1.5	120	120	1/8	1/8	2/4	4	1		viio64	G	V	I	viio64		vii	o	64					o	0	0	-1, 5, 2		5	-1
240	0.5	121	121	0	0	2/4	4	1		I6	G	V	I	I6		I		6					M	0	0	4, 1, 0		0	4
481/2	1.5	121	121	1/8	1/8	2/4	4	1		viio64	G	V	I	viio64		vii	o	64					o	0	0	-1, 5, 2		5	-1
242	2.0	122	122	0	0	2/4	4	1		I6]	G	V	I	I6		I		6					M	0	0	4, 1, 0		0	4
244	1.0	123	123	0	0	2/4	4	1		I64	G	V		I64		I		64					M	0	0	1, 0, 4		0	1
245	1.0	123	123	1/4	1/4	2/4	4	1		I6	G	V		I6		I		6					M	0	0	4, 1, 0		0	4
246	2.0	124	124	0	0	2/4	4	1		I	G	V		I		I							M	0	0	0, 4, 1		0	0
248	2.0	125	125	0	0	2/4	4	1		I6	G	V		I6		I		6					M	0	0	4, 1, 0		0	4
250	2.0	126	126	0	0	2/4	4	1		I64	G	V		I64		I		64					M	0	0	1, 0, 4		0	1
252	2.0	127	127	0	0	2/4	4	1		I	G	V		I		I							M	0	0	0, 4, 1		0	0
254	2.0	128	128	0	0	2/4	4	1		I6	G	V		I6		I		6					M	0	0	4, 1, 0		0	4
256	2.0	129	129	0	0	2/4	4	1		I	G	V		I		I							M	0	0	0, 4, 1		0	0
258	2.0	130	130	0	0	2/4	4	1		I64	G	V		I64		I		64					M	0	0	1, 0, 4		0	1
260	2.0	131	131	0	0	2/4	4	1		I6	G	V		I6		I		6					M	0	0	4, 1, 0		0	4
262	6.0	132	132	0	0	2/4	4	1		I	G	V		I		I							M	0	0	0, 4, 1		0	0
268	7.0	135	135	0	0	2/4	4	1		I64	G	V		I64		I		64					M	0	0	1, 0, 4		0	1
275	3.0	138	138	1/4	1/4	2/4	4	1		V7/IV	G	V		V7/IV		V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
278	4.0	140	140	0	0	2/4	4	1		bVI.I	G	bVI		I		I							M	0	0	0, 4, 1		0	0
282	0.5	142	142	0	0	2/4	4	1		V43	G	bVI		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
565/2	0.5	142	142	1/8	1/8	2/4	4	1		I	G	bVI		I		I							M	0	0	0, 4, 1		0	0
283	0.5	142	142	1/4	1/4	2/4	4	1		V2	G	bVI		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
567/2	0.5	142	142	3/8	3/8	2/4	4	1		vi7	G	bVI		vi7		vi		7					mm7	0	0	3, 0, 4, 1		3	3
284	2.0	143	143	0	0	2/4	4	1		V7	G	bVI		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
286	2.0	144	144	0	0	2/4	4	1		V	G	bVI		V		V							M	0	0	1, 5, 2		1	1
288	2.0	145	145	0	0	2/4	4	1		V7	G	bVI		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
290	0.5	146	146	0	0	2/4	4	1		I6	G	bVI		I6		I		6					M	0	0	4, 1, 0		0	4
581/2	0.5	146	146	1/8	1/8	2/4	4	1		vi7	G	bVI		vi7		vi		7					mm7	0	0	3, 0, 4, 1		3	3
291	0.5	146	146	1/4	1/4	2/4	4	1		ii6(4)	G	bVI		ii6(4)		ii		6	4				m	0	0	1, 3, 2		2	1
583/2	0.5	146	146	3/8	3/8	2/4	4	1		V7	G	bVI		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
292	0.5	147	147	0	0	2/4	4	1		I\\	G	bVI		I		I						\\	M	0	0	0, 4, 1		0	0
585/2	1.5	147	147	1/8	1/8	2/4	4	1		I	G	bVI		I		I							M	0	0	0, 4, 1		0	0
294	2.0	148	148	0	0	2/4	4	1		V65	G	bVI		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
296	0.5	149	149	0	0	2/4	4	1		I	G	bVI		I		I							M	0	0	0, 4, 1		0	0
593/2	0.5	149	149	1/8	1/8	2/4	4	1		V65/ii	G	bVI		V65/ii		V		65		ii			Mm7	0	0	7, 4, 1, 3		3	7
297	0.5	149	149	1/4	1/4	2/4	4	1		ii	G	bVI		ii		ii							m	0	0	2, -1, 3		2	2
595/2	0.5	149	149	3/8	3/8	2/4	4	1		V65	G	bVI		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
298	0.5	150	150	0	0	2/4	4	1		I	G	bVI		I		I							M	0	0	0, 4, 1		0	0
597/2	0.5	150	150	1/8	1/8	2/4	4	1		vi	G	bVI		vi		vi							m	0	0	3, 0, 4		3	3
299	0.5	150	150	1/4	1/4	2/4	4	1		ii6	G	bVI		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
599/2	0.5	150	150	3/8	3/8	2/4	4	1		V	G	bVI		V		V							M	0	0	1, 5, 2		1	1
300	0.5	151	151	0	0	2/4	4	1		I\\	G	bVI		I		I						\\	M	0	0	0, 4, 1		0	0
601/2	1.5	151	151	1/8	1/8	2/4	4	1		I	G	bVI		I		I							M	0	0	0, 4, 1		0	0
302	2.0	152	152	0	0	2/4	4	1		V65	G	bVI		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
304	2.0	153	153	0	0	2/4	4	1		I	G	bVI		I		I							M	0	0	0, 4, 1		0	0
306	1.5	154	154	0	0	2/4	4	1		bvii.iv6	G	bvii		iv6		iv		6					m	0	1	-4, 0, -1		-1	-4
615/2	0.5	154	154	3/8	3/8	2/4	4	1		Ger6	G	bvii		Ger6	Ger	vii	o	65	b3	V			Ger	0	1	-4, 0, -3, 6		6	-4
308	1.0	155	155	0	0	2/4	4	1		V\\	G	bvii		V		V						\\	M	0	1	1, 5, 2		1	1
309	1.0	155	155	1/4	1/4	2/4	4	1		V	G	bvii		V		V							M	0	1	1, 5, 2		1	1
310	1.5	156	156	0	0	2/4	4	1		v	G	bvii		v		v							m	0	1	1, -2, 2		1	1
623/2	0.5	156	156	3/8	3/8	2/4	4	1		V2	G	bvii		V2		V		2					Mm7	0	1	-1, 1, 5, 2		1	-1
312	1.5	157	157	0	0	2/4	4	1		i6	G	bvii		i6		i		6					m	0	1	-3, 1, 0		0	-3
627/2	0.5	157	157	3/8	3/8	2/4	4	1		V6	G	bvii		V6		V		6					M	0	1	5, 2, 1		1	5
314	1.5	158	158	0	0	2/4	4	1		i	G	bvii		i		i							m	0	1	0, -3, 1		0	0
631/2	0.5	158	158	3/8	3/8	2/4	4	1		V2/iv	G	bvii		V2/iv		V		2		iv			Mm7	0	1	-2, 0, 4, 1		0	-2
316	1.5	159	159	0	0	2/4	4	1		IV6	G	bvii		IV6		IV		6					M	0	1	3, 0, -1		-1	3
635/2	0.5	159	159	3/8	3/8	2/4	4	1		iv.V2/V	G	iv		V2/V		V		2		V			Mm7	0	1	0, 2, 6, 3		2	0
318	1.5	160	160	0	0	2/4	4	1		i6	G	iv		i6		i		6					m	0	1	-3, 1, 0		0	-3
639/2	2.0	160	160	3/8	3/8	2/4	4	1		V65	G	iv		V65		V		65					Mm7	0	1	5, 2, -1, 1		1	5
643/2	0.5	161	161	3/8	3/8	2/4	4	1		V2/IV	G	iv		V2/IV		V		2		IV			Mm7	0	1	-2, 0, 4, 1		0	-2
322	1.5	162	162	0	0	2/4	4	1		IV6	G	iv		IV6		IV		6					M	0	1	3, 0, -1		-1	3
647/2	0.5	162	162	3/8	3/8	2/4	4	1		Ger6	G	iv		Ger6	Ger	vii	o	65	b3	V			Ger	0	1	-4, 0, -3, 6		6	-4
324	0.5	163	163	0	0	2/4	4	1		V\\	G	iv		V		V						\\	M	0	1	1, 5, 2		1	1
649/2	1.5	163	163	1/8	1/8	2/4	4	1		V7	G	iv		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
326	2.0	164	164	0	0	2/4	4	1		V(64)	G	iv		V(64)		V			64				M	0	1	1, 0, -3		1	1
328	2.0	165	165	0	0	2/4	4	1		V7	G	iv		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
330	2.0	166	166	0	0	2/4	4	1		V(64)	G	iv		V(64)		V			64				M	0	1	1, 0, -3		1	1
332	2.0	167	167	0	0	2/4	4	1		V	G	iv		V		V							M	0	1	1, 5, 2		1	1
334	2.0	168	168	0	0	2/4	4	1		V(64)	G	iv		V(64)		V			64				M	0	1	1, 0, -3		1	1
336	2.0	169	169	0	0	2/4	4	1		V	G	iv		V		V							M	0	1	1, 5, 2		1	1
338	2.0	170	170	0	0	2/4	4	1		V(64)	G	iv		V(64)		V			64				M	0	1	1, 0, -3		1	1
340	2.0	171	171	0	0	2/4	4	1		V\\	G	iv		V		V						\\	M	0	1	1, 5, 2		1	1
342	6.0	172	172	0	0	2/4	4	1		V	G	iv		V		V							M	0	1	1, 5, 2		1	1
348	4.0	175	175	0	0	2/4	4	1		IV.V7	G	IV		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
352	2.0	177	177	0	0	2/4	4	1		V7(+9)	G	IV		V7(+9)		V		7	+9				Mm7	0	0	1, 5, 2, -1	3	1	1
354	2.0	178	178	0	0	2/4	4	1		V	G	IV		V		V							M	0	0	1, 5, 2		1	1
356	4.0	179	179	0	0	2/4	4	1		I[I6	G	IV	I	I6		I		6					M	0	0	4, 1, 0		0	4
360	8.0	181	181	0	0	2/4	4	1		V2	G	IV	I	V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
368	2.0	185	185	0	0	2/4	4	1		I6	G	IV	I	I6		I		6					M	0	0	4, 1, 0		0	4
370	2.0	186	186	0	0	2/4	4	1		I6]	G	IV	I	I6		I		6					M	0	0	4, 1, 0		0	4
372	2.0	187	187	0	0	2/4	4	1		V	G	IV		V		V							M	0	0	1, 5, 2		1	1
374	2.0	188	188	0	0	2/4	4	1		I6	G	IV		I6		I		6					M	0	0	4, 1, 0		0	4
376	2.0	189	189	0	0	2/4	4	1		V6	G	IV		V6		V		6					M	0	0	5, 2, 1		1	5
378	2.0	190	190	0	0	2/4	4	1		V2	G	IV		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
380	2.0	191	191	0	0	2/4	4	1		V7	G	IV		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
382	2.0	192	192	0	0	2/4	4	1		V2	G	IV		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
384	2.0	193	193	0	0	2/4	4	1		I	G	IV		I		I							M	0	0	0, 4, 1		0	0
386	4.0	194	194	0	0	2/4	4	1		I64	G	IV		I64		I		64					M	0	0	1, 0, 4		0	1
390	4.0	196	196	0	0	2/4	4	1		I	G	IV		I		I							M	0	0	0, 4, 1		0	0
394	2.0	198	198	0	0	2/4	4	1		vi	G	IV		vi		vi							m	0	0	3, 0, 4		3	3
396	2.0	199	199	0	0	2/4	4	1		viio64/V	G	IV		viio64/V		vii	o	64		V			o	0	0	0, 6, 3		6	0
