quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
91/2	1.0	26	23	1/4	1/4	2/4	4	1		V7	D	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
93/2	1.0	27	24	0	0	2/4	4	1		I(742)	D	V		I(742)		I			742				M	0	0	2, -1, 1	5	0	2
95/2	1.0	27	24	1/4	1/4	2/4	4	1		I\\	D	V		I		I						\\	M	0	0	0, 4, 1		0	0
97/2	1.5	29	25	0	0	2/4	4	1		I.I	D	I		I		I							M	0	0	0, 4, 1		0	0
50	0.5	29	25	3/8	3/8	2/4	4	1		V2/IV	D	I		V2/IV		V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
101/2	0.5	30	26	0	0	2/4	4	1		IV6	D	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
51	0.5	30	26	1/8	1/8	2/4	4	1		iv6	D	I		iv6		iv		6					m	0	0	-4, 0, -1		-1	-4
103/2	0.5	30	26	1/4	1/4	2/4	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
52	0.5	30	26	3/8	3/8	2/4	4	1		iv	D	I		iv		iv							m	0	0	-1, -4, 0		-1	-1
105/2	1.0	31	27	0	0	2/4	4	1		I6	D	I		I6		I		6					M	0	0	4, 1, 0		0	4
107/2	1.0	31	27	1/4	1/4	2/4	4	1		vi6	D	I		vi6		vi		6					m	0	0	0, 4, 3		3	0
109/2	1.0	32	28	0	0	2/4	4	1		IV	D	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
111/2	0.5	32	28	1/4	1/4	2/4	4	1		I6	D	I		I6		I		6					M	0	0	4, 1, 0		0	4
56	0.5	32	28	3/8	3/8	2/4	4	1		iv	D	I		iv		iv							m	0	0	-1, -4, 0		-1	-1
113/2	1.0	33	29	0	0	2/4	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
115/2	0.5	33	29	1/4	1/4	2/4	4	1		V65	D	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
58	0.5	33	29	3/8	3/8	2/4	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
117/2	1.0	34	30	0	0	2/4	4	1		V43	D	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
119/2	1.0	34	30	1/4	1/4	2/4	4	1		V65	D	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
121/2	2.0	35	31	0	0	2/4	4	1		V7	D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
125/2	1.0	36	32	0	0	2/4	4	1		I(742)	D	I		I(742)		I			742				M	0	0	2, -1, 1	5	0	2
127/2	1.0	36	32	1/4	1/4	2/4	4	1		I\\	D	I		I		I						\\	M	0	0	0, 4, 1		0	0
129/2	2.0	38	33	0	0	2/4	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
133/2	2.0	39	34	0	0	2/4	4	1		V43	D	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
137/2	2.0	40	35	0	0	2/4	4	1		V65	D	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
141/2	2.0	41	36	0	0	2/4	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
145/2	1.0	42	37	0	0	2/4	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
147/2	0.5	42	37	1/4	1/4	2/4	4	1		V6	D	I		V6		V		6					M	0	0	5, 2, 1		1	5
74	0.5	42	37	3/8	3/8	2/4	4	1		vi7	D	I		vi7		vi		7					mm7	0	0	3, 0, 4, 1		3	3
149/2	1.0	43	38	0	0	2/4	4	1		V6	D	I		V6		V		6					M	0	0	5, 2, 1		1	5
151/2	0.5	43	38	1/4	1/4	2/4	4	1		V43/V	D	I		V43/V		V		43		V			Mm7	0	0	3, 0, 2, 6		2	3
76	0.5	43	38	3/8	3/8	2/4	4	1		V	D	I		V		V							M	0	0	1, 5, 2		1	1
153/2	2.0	44	39	0	0	2/4	4	1		V.V7	D	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
157/2	1.0	45	40	0	0	2/4	4	1		I(742)	D	V		I(742)		I			742				M	0	0	2, -1, 1	5	0	2
159/2	1.0	45	40	1/4	1/4	2/4	4	1		I\\	D	V		I		I						\\	M	0	0	0, 4, 1		0	0
161/2	2.0	47	41	0	0	2/4	4	1		I.I	D	I		I		I							M	0	0	0, 4, 1		0	0
165/2	1.0	48	42	0	0	2/4	4	1		IV	D	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
167/2	0.5	48	42	1/4	1/4	2/4	4	1		I(#4#2)	D	I		I(#4#2)		I			#4#2				M	0	0	0, 9, 6		0	0
84	2.5	48	42	3/8	3/8	2/4	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
173/2	1.0	50	44	0	0	2/4	4	1		IV	D	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
175/2	0.5	50	44	1/4	1/4	2/4	4	1		I64(#4#2)	D	I		I64(#4#2)		I		64	#4#2				M	0	0	6, 0, 9		0	6
88	0.5	50	44	3/8	3/8	2/4	4	1		I64	D	I		I64		I		64					M	0	0	1, 0, 4		0	1
177/2	2.0	51	45	0	0	2/4	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
181/2	2.0	52	46	0	0	2/4	4	1		V43	D	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
185/2	1.0	53	47	0	0	2/4	4	1		V65	D	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
187/2	1.0	53	47	1/4	1/4	2/4	4	1		V7	D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
189/2	1.0	54	48	0	0	2/4	4	1		I(742)	D	I		I(742)		I			742				M	0	0	2, -1, 1	5	0	2
191/2	1.0	54	48	1/4	1/4	2/4	4	1		I\\	D	I		I		I						\\	M	0	0	0, 4, 1		0	0
193/2	1.0	56	49	0	0	2/4	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
195/2	0.5	56	49	1/4	1/4	2/4	4	1		V43	D	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
98	0.5	56	49	3/8	3/8	2/4	4	1		I6	D	I		I6		I		6					M	0	0	4, 1, 0		0	4
197/2	2.0	57	50	0	0	2/4	4	1		V2	D	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
201/2	1.0	58	51	0	0	2/4	4	1		V7	D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
203/2	0.5	58	51	1/4	1/4	2/4	4	1		vi7	D	I		vi7		vi		7					mm7	0	0	3, 0, 4, 1		3	3
102	0.5	58	51	3/8	3/8	2/4	4	1		V65	D	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
205/2	4.0	59	52	0	0	2/4	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
213/2	2.0	61	54	0	0	2/4	4	1		V	D	I		V		V							M	0	0	1, 5, 2		1	1
217/2	2.0	62	55	0	0	2/4	4	1		V7/V	D	I		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
221/2	0.5	63	56	0	0	2/4	4	1		V64	D	I		V64		V		64					M	0	0	2, 1, 5		1	2
111	0.5	63	56	1/8	1/8	2/4	4	1		V	D	I		V		V							M	0	0	1, 5, 2		1	1
223/2	1.0	63	56	1/4	1/4	2/4	4	1		V7\\	D	I		V7		V		7				\\	Mm7	0	0	1, 5, 2, -1		1	1
225/2	1.5	64	57	0	0	2/4	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
114	0.5	64	57	3/8	3/8	2/4	4	1		V2/IV	D	I		V2/IV		V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
229/2	0.5	65	58	0	0	2/4	4	1		IV6	D	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
115	0.5	65	58	1/8	1/8	2/4	4	1		IV	D	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
231/2	2.5	65	58	1/4	1/4	2/4	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
118	0.5	66	59	3/8	3/8	2/4	4	1		V2/IV	D	I		V2/IV		V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
237/2	0.5	67	60	0	0	2/4	4	1		IV6	D	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
119	0.5	67	60	1/8	1/8	2/4	4	1		IV	D	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
239/2	3.0	67	60	1/4	1/4	2/4	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
245/2	2.0	69	62	0	0	2/4	4	1		V	D	I		V		V							M	0	0	1, 5, 2		1	1
249/2	2.0	70	63	0	0	2/4	4	1		V7	D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
		71	64	0	0	2/4	4	1	1	V7	D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
		71	64	1/4	1/4	2/4	4	1	1	I\\	D	I		I		I						\\	M	0	0	0, 4, 1		0	0
253/2	1.0	72	64	0	0	2/4	4	1	2	V7	D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
255/2	1.0	72	64	1/4	1/4	2/4	4	1	2	I\\	D	I		I		I						\\	M	0	0	0, 4, 1		0	0
257/2	1.0	74	65	0	0	2/4	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
259/2	0.5	74	65	1/4	1/4	2/4	4	1		ii6	D	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
130	0.5	74	65	3/8	3/8	2/4	4	1		viio7/V	D	I		viio7/V		vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
261/2	0.5	75	66	0	0	2/4	4	1		V[V	D	I	V	V		V							M	0	0	1, 5, 2		1	1
131	0.5	75	66	1/8	1/8	2/4	4	1		viio43/V	D	I	V	viio43/V		vii	o	43		V			o7	0	0	0, -3, 6, 3		6	0
263/2	1.0	75	66	1/4	1/4	2/4	4	1		V6]	D	I	V	V6		V		6					M	0	0	5, 2, 1		1	5
265/2	1.5	76	67	0	0	2/4	4	1		V/vi	D	I		V/vi		V				vi			M	0	0	4, 8, 5		4	4
134	0.5	76	67	3/8	3/8	2/4	4	1		V7/vi	D	I		V7/vi		V		7		vi			Mm7	0	0	4, 8, 5, 2		4	4
269/2	1.0	77	68	0	0	2/4	4	1		vi6	D	I		vi6		vi		6					m	0	0	0, 4, 3		3	0
271/2	2.0	77	68	1/4	1/4	2/4	4	1		vi	D	I		vi		vi							m	0	0	3, 0, 4		3	3
275/2	0.5	78	69	1/4	1/4	2/4	4	1		V65/V	D	I		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
138	0.5	78	69	3/8	3/8	2/4	4	1		iii.#viio7	D	iii		#viio7		#vii	o	7					o7	0	1	5, 2, -1, -4		5	5
277/2	0.5	79	70	0	0	2/4	4	1		i	D	iii		i		i							m	0	1	0, -3, 1		0	0
139	0.5	79	70	1/8	1/8	2/4	4	1		V7	D	iii		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
279/2	1.0	79	70	1/4	1/4	2/4	4	1		VI	D	iii		VI		VI							M	0	1	-4, 0, -3		-4	-4
281/2	0.5	80	71	0	0	2/4	4	1		V(64)	D	iii		V(64)		V			64				M	0	1	1, 0, -3		1	1
141	1.0	80	71	1/8	1/8	2/4	4	1		V	D	iii		V		V							M	0	1	1, 5, 2		1	1
142	0.5	80	71	3/8	3/8	2/4	4	1		V7	D	iii		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
285/2	1.0	81	72	0	0	2/4	4	1		i(42)	D	iii		i(42)		i			42				m	0	1	2, -1, 1		0	2
287/2	1.0	81	72	1/4	1/4	2/4	4	1		i\\	D	iii		i		i						\\	m	0	1	0, -3, 1		0	0
289/2	1.0	83	73	0	0	2/4	4	1		I.V65/IV	D	I		V65/IV		V		65		IV			Mm7	0	0	4, 1, -2, 0		0	4
291/2	0.5	83	73	1/4	1/4	2/4	4	1		ii7	D	I		ii7		ii		7					mm7	0	0	2, -1, 3, 0		2	2
146	0.5	83	73	3/8	3/8	2/4	4	1		V7/IV	D	I		V7/IV		V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
293/2	1.0	84	74	0	0	2/4	4	1		IV	D	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
295/2	1.0	84	74	1/4	1/4	2/4	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
297/2	2.0	85	75	0	0	2/4	4	1		V7/IV	D	I		V7/IV		V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
301/2	1.0	86	76	0	0	2/4	4	1		IV64	D	I		IV64		IV		64					M	0	0	0, -1, 3		-1	0
303/2	0.5	86	76	1/4	1/4	2/4	4	1		I(4)	D	I		I(4)		I			4				M	0	0	0, -1, 1		0	0
152	0.5	86	76	3/8	3/8	2/4	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
305/2	1.5	87	77	0	0	2/4	4	1		#viio2/vi	D	I		#viio2/vi		#vii	o	2		vi			o7	0	0	-1, 8, 5, 2		8	-1
154	0.5	87	77	3/8	3/8	2/4	4	1		vi64	D	I		vi64		vi		64					m	0	0	4, 3, 0		3	4
309/2	0.5	88	78	0	0	2/4	4	1		V65/iii	D	I		V65/iii		V		65		iii			Mm7	0	0	9, 6, 3, 5		5	9
155	0.5	88	78	1/8	1/8	2/4	4	1		V7/iii	D	I		V7/iii		V		7		iii			Mm7	0	0	5, 9, 6, 3		5	5
311/2	0.5	88	78	1/4	1/4	2/4	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
156	0.5	88	78	3/8	3/8	2/4	4	1		#viio7/ii	D	I		#viio7/ii		#vii	o	7		ii			o7	0	0	7, 4, 1, -2		7	7
313/2	1.0	89	79	0	0	2/4	4	1		ii(74)	D	I		ii(74)		ii			74				m	0	0	2, 1, 3	0	2	2
315/2	0.5	89	79	1/4	1/4	2/4	4	1		ii	D	I		ii		ii							m	0	0	2, -1, 3		2	2
158	1.5	89	79	3/8	3/8	2/4	4	1		V7	D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
319/2	1.0	90	80	1/4	1/4	2/4	4	1		I\\	D	I		I		I						\\	M	0	0	0, 4, 1		0	0
321/2	2.0	92	81	0	0	2/4	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
325/2	1.0	93	82	0	0	2/4	4	1		V43	D	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
327/2	2.0	93	82	1/4	1/4	2/4	4	1		V65	D	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
331/2	0.5	94	83	1/4	1/4	2/4	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
166	0.5	94	83	3/8	3/8	2/4	4	1		V7	D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
333/2	0.375	95	84	0	0	2/4	4	1		I6	D	I		I6		I		6					M	0	0	4, 1, 0		0	4
1335/8	0.625	95	84	3/32	3/32	2/4	4	1		V65	D	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
335/2	3.0	95	84	1/4	1/4	2/4	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
341/2	2.0	97	86	0	0	2/4	4	1		V.viio7/V	D	V		viio7/V		vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
345/2	2.0	98	87	0	0	2/4	4	1		V7	D	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
		99	88	0	0	2/4	4	1	1	I(742)	D	V		I(742)		I			742				M	0	0	2, -1, 1	5	0	2
		99	88	1/4	1/4	2/4	4	1	1	I\\	D	V		I		I						\\	M	0	0	0, 4, 1		0	0
349/2	1.0	100	88	0	0	2/4	4	1	2	I(742)	D	V		I(742)		I			742				M	0	0	2, -1, 1	5	0	2
351/2	1.0	100	88	1/4	1/4	2/4	4	1	2	I\\	D	V		I		I						\\	M	0	0	0, 4, 1		0	0
353/2	1.0	101	89	0	0	2/4	4	1		I.I6	D	I		I6		I		6					M	0	0	4, 1, 0		0	4
355/2	1.0	101	89	1/4	1/4	2/4	4	1		V2/IV	D	I		V2/IV		V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
357/2	1.0	102	90	0	0	2/4	4	1		IV6	D	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
359/2	2.5	102	90	1/4	1/4	2/4	4	1		I6	D	I		I6		I		6					M	0	0	4, 1, 0		0	4
182	0.5	103	91	3/8	3/8	2/4	4	1		V2/IV	D	I		V2/IV		V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
365/2	1.0	104	92	0	0	2/4	4	1		IV6	D	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
367/2	3.0	104	92	1/4	1/4	2/4	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
373/2	1.0	106	94	0	0	2/4	4	1		V43	D	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
375/2	1.875	106	94	1/4	1/4	2/4	4	1		V65	D	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
1515/8	1.125	107	95	7/32	7/32	2/4	4	1		V7	D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
		108	96	0	0	2/4	4	1	1	I(42)	D	I		I(42)		I			42				M	0	0	2, -1, 1		0	2
		108	96	1/4	1/4	2/4	4	1	1	I\\	D	I		I		I						\\	M	0	0	0, 4, 1		0	0
381/2	4.25	109	96	0	0	2/4	4	1	2	bVI.I	D	bVI		I		I							M	0	0	0, 4, 1		0	0
779/4	1.5	111	98	1/16	1/16	2/4	4	1		I	D	bVI		I		I							M	0	0	0, 4, 1		0	0
785/4	0.25	111	98	7/16	7/16	2/4	4	1		I6	D	bVI		I6		I		6					M	0	0	4, 1, 0		0	4
393/2	2.0	112	99	0	0	2/4	4	1		V7	D	bVI		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
397/2	1.5	113	100	0	0	2/4	4	1		I	D	bVI		I		I							M	0	0	0, 4, 1		0	0
200	0.5	113	100	3/8	3/8	2/4	4	1		I6	D	bVI		I6		I		6					M	0	0	4, 1, 0		0	4
401/2	1.0	114	101	0	0	2/4	4	1		V	D	bVI		V		V							M	0	0	1, 5, 2		1	1
403/2	1.0	114	101	1/4	1/4	2/4	4	1		v	D	bVI		v		v							m	0	0	1, -2, 2		1	1
405/2	1.0	115	102	0	0	2/4	4	1		V7/ii	D	bVI		V7/ii		V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
407/2	1.0	115	102	1/4	1/4	2/4	4	1		ii	D	bVI		ii		ii							m	0	0	2, -1, 3		2	2
409/2	1.0	116	103	0	0	2/4	4	1		V7	D	bVI		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
411/2	1.0	116	103	1/4	1/4	2/4	4	1		I	D	bVI		I		I							M	0	0	0, 4, 1		0	0
413/2	1.0	117	104	0	0	2/4	4	1		I	D	bVI		I		I							M	0	0	0, 4, 1		0	0
415/2	1.0	117	104	1/4	1/4	2/4	4	1		I.Ger6	D	I		Ger6	Ger	vii	o	65	b3	V			Ger	0	0	-4, 0, -3, 6		6	-4
417/2	2.0	118	105	0	0	2/4	4	1		V\\	D	I		V		V						\\	M	0	0	1, 5, 2		1	1
421/2	1.5	119	106	0	0	2/4	4	1		I6	D	I		I6		I		6					M	0	0	4, 1, 0		0	4
212	0.5	119	106	3/8	3/8	2/4	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
425/2	1.0	120	107	0	0	2/4	4	1		V65	D	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
427/2	1.0	120	107	1/4	1/4	2/4	4	1		V7	D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
429/2	1.5	121	108	0	0	2/4	4	1		I6	D	I		I6		I		6					M	0	0	4, 1, 0		0	4
216	0.5	121	108	3/8	3/8	2/4	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
433/2	1.0	122	109	0	0	2/4	4	1		V6	D	I		V6		V		6					M	0	0	5, 2, 1		1	5
435/2	1.0	122	109	1/4	1/4	2/4	4	1		V	D	I		V		V							M	0	0	1, 5, 2		1	1
437/2	1.0	123	110	0	0	2/4	4	1		I64	D	I		I64		I		64					M	0	0	1, 0, 4		0	1
439/2	0.5	123	110	1/4	1/4	2/4	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
220	0.5	123	110	3/8	3/8	2/4	4	1		I6	D	I		I6		I		6					M	0	0	4, 1, 0		0	4
441/2	2.0	124	111	0	0	2/4	4	1		V7	D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
445/2	1.0	125	112	0	0	2/4	4	1		I64	D	I		I64		I		64					M	0	0	1, 0, 4		0	1
447/2	0.5	125	112	1/4	1/4	2/4	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
224	0.5	125	112	3/8	3/8	2/4	4	1		I6	D	I		I6		I		6					M	0	0	4, 1, 0		0	4
449/2	1.0	126	113	0	0	2/4	4	1		V	D	I		V		V							M	0	0	1, 5, 2		1	1
451/2	1.0	126	113	1/4	1/4	2/4	4	1		v	D	I		v		v							m	0	0	1, -2, 2		1	1
453/2	1.0	127	114	0	0	2/4	4	1		V65/ii	D	I		V65/ii		V		65		ii			Mm7	0	0	7, 4, 1, 3		3	7
455/2	1.0	127	114	1/4	1/4	2/4	4	1		ii	D	I		ii		ii							m	0	0	2, -1, 3		2	2
457/2	1.0	128	115	0	0	2/4	4	1		V65	D	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
459/2	1.0	128	115	1/4	1/4	2/4	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
461/2	2.0	129	116	0	0	2/4	4	1		IV	D	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
465/2	2.0	130	117	0	0	2/4	4	1		V7/IV	D	I		V7/IV		V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
469/2	2.0	131	118	0	0	2/4	4	1		IV	D	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
473/2	1.0	132	119	0	0	2/4	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
475/2	1.0	132	119	1/4	1/4	2/4	4	1		i6	D	I		i6		i		6					m	0	0	-3, 1, 0		0	-3
477/2	1.0	133	120	0	0	2/4	4	1		V7/V	D	I		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
479/2	1.0	133	120	1/4	1/4	2/4	4	1		v	D	I		v		v							m	0	0	1, -2, 2		1	1
481/2	1.0	134	121	0	0	2/4	4	1		V7/IV	D	I		V7/IV		V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
483/2	1.0	134	121	1/4	1/4	2/4	4	1		IV	D	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
485/2	1.0	135	122	0	0	2/4	4	1		V7/ii	D	I		V7/ii		V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
487/2	1.0	135	122	1/4	1/4	2/4	4	1		ii64	D	I		ii64		ii		64					m	0	0	3, 2, -1		2	3
489/2	1.0	136	123	0	0	2/4	4	1		V7	D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
491/2	1.0	136	123	1/4	1/4	2/4	4	1		I64	D	I		I64		I		64					M	0	0	1, 0, 4		0	1
