quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
98	1.0	33	33	1/2	1/2	3/4	4	1		VI7	f	i		VI7	VI		7					Mm7	1	1	-4, 0, -3, -6		-4	-4
99	2.0	34	34	0	0	3/4	4	1		V(64)	f	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
101	1.0	34	34	1/2	1/2	3/4	4	1		V7	f	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
102	1.0	35	35	0	0	3/4	4	1		i	f	i		i	i							m	1	1	0, -3, 1		0	0
103	0.75	35	35	1/4	1/4	3/4	4	1		i2	f	i		i2	i		2					mm7	1	1	-2, 0, -3, 1		0	-2
415/4	0.25	35	35	7/16	7/16	3/4	4	1		ii64	f	i		ii64	ii		64					m	1	1	3, 2, -1		2	3
104	0.75	35	35	1/2	1/2	3/4	4	1		VI7	f	i		VI7	VI		7					Mm7	1	1	-4, 0, -3, -6		-4	-4
419/4	0.25	35	35	11/16	11/16	3/4	4	1		V[V7	f	i	V	V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
105	2.0	36	36	0	0	3/4	4	1		i	f	i	V	i	i							m	1	1	0, -3, 1		0	0
107	0.75	36	36	1/2	1/2	3/4	4	1		V43]	f	i	V	V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
431/4	0.25	36	36	11/16	11/16	3/4	4	1		V	f	i		V	V							M	1	1	1, 5, 2		1	1
108	0.75	37	37	0	0	3/4	4	1		i	f	i		i	i							m	1	1	0, -3, 1		0	0
435/4	2.25	37	37	3/16	3/16	3/4	4	1		i64	f	i		i64	i		64					m	1	1	1, 0, -3		0	1
111	0.75	38	38	0	0	3/4	4	1		i6	f	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
447/4	4.25	38	38	3/16	3/16	3/4	4	1		i	f	i		i	i							m	1	1	0, -3, 1		0	0
116	10.0	39	39	1/2	1/2	3/4	4	1		V	f	i		V	V							M	1	1	1, 5, 2		1	1
		40	40	0	0	3/4	4	1	1	i\\	f	i		i	i						\\	m	1	1	0, -3, 1		0	0
		40	40	1/4	1/4	3/4	4	1	1	viio7/V	f	i		viio7/V	vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
		41	41	0	0	3/4	4	1	1	i\\	f	i		i	i						\\	m	1	1	0, -3, 1		0	0
		41	41	1/4	1/4	3/4	4	1	1	bII.I	f	bII		I	I							M	1	0	0, 4, 1		0	0
126	3.0	45	45	0	0	3/4	4	1		IV	f	bII		IV	IV							M	1	0	-1, 3, 0		-1	-1
129	3.0	46	46	0	0	3/4	4	1		viio/ii	f	bII		viio/ii	vii	o			ii			o	1	0	0, -3, -6		0	0
132	3.0	47	47	0	0	3/4	4	1		ii6	f	bII		ii6	ii		6					m	1	0	-1, 3, 2		2	-1
135	3.0	48	48	0	0	3/4	4	1		V(64)	f	bII		V(64)	V			64				M	1	0	1, 0, 4		1	1
138	3.0	49	49	0	0	3/4	4	1		V7	f	bII		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
141	2.0	50	50	0	0	3/4	4	1		I\\	f	bII		I	I						\\	M	1	0	0, 4, 1		0	0
143	1.0	50	50	1/2	1/2	3/4	4	1		IV6	f	bII		IV6	IV		6					M	1	0	3, 0, -1		-1	3
144	1.0	51	51	0	0	3/4	4	1		I6	f	bII		I6	I		6					M	1	0	4, 1, 0		0	4
145	2.0	51	51	1/4	1/4	3/4	4	1		ii	f	bII		ii	ii							m	1	0	2, -1, 3		2	2
147	2.0	52	52	0	0	3/4	4	1		I	f	bII		I	I							M	1	0	0, 4, 1		0	0
149	1.0	52	52	1/2	1/2	3/4	4	1		ii	f	bII		ii	ii							m	1	0	2, -1, 3		2	2
150	1.0	53	53	0	0	3/4	4	1		IV6	f	bII		IV6	IV		6					M	1	0	3, 0, -1		-1	3
151	5.0	53	53	1/4	1/4	3/4	4	1		I	f	bII		I	I							M	1	0	0, 4, 1		0	0
156	6.0	55	55	0	0	3/4	4	1		I64	f	bII		I64	I		64					M	1	0	1, 0, 4		0	1
162	3.0	57	57	0	0	3/4	4	1		IV6	f	bII		IV6	IV		6					M	1	0	3, 0, -1		-1	3
165	3.0	58	58	0	0	3/4	4	1		#viio65/ii	f	bII		#viio65/ii	#vii	o	65		ii			o7	1	0	4, 1, -2, 7		7	4
168	3.0	59	59	0	0	3/4	4	1		ii6	f	bII		ii6	ii		6					m	1	0	-1, 3, 2		2	-1
171	3.0	60	60	0	0	3/4	4	1		V(64)	f	bII		V(64)	V			64				M	1	0	1, 0, 4		1	1
174	3.0	61	61	0	0	3/4	4	1		V7	f	bII		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
177	2.0	62	62	0	0	3/4	4	1		I\\	f	bII		I	I						\\	M	1	0	0, 4, 1		0	0
179	1.0	62	62	1/2	1/2	3/4	4	1		IV	f	bII		IV	IV							M	1	0	-1, 3, 0		-1	-1
180	1.0	63	63	0	0	3/4	4	1		I	f	bII		I	I							M	1	0	0, 4, 1		0	0
181	2.0	63	63	1/4	1/4	3/4	4	1		ii	f	bII		ii	ii							m	1	0	2, -1, 3		2	2
183	2.0	64	64	0	0	3/4	4	1		I	f	bII		I	I							M	1	0	0, 4, 1		0	0
185	2.0	64	64	1/2	1/2	3/4	4	1		V43	f	bII		V43	V		43					Mm7	1	0	2, -1, 1, 5		1	2
187	2.0	65	65	1/4	1/4	3/4	4	1		#i	f	bII		#i	#i							m	1	0	7, 4, 8		7	7
189	6.0	66	66	0	0	3/4	4	1		#VI.I	f	#VI		I	I							M	1	0	0, 4, 1		0	0
195	3.0	68	68	0	0	3/4	4	1		V2/IV	f	#VI		V2/IV	V		2		IV			Mm7	1	0	-2, 0, 4, 1		0	-2
198	3.0	69	69	0	0	3/4	4	1		IV6	f	#VI		IV6	IV		6					M	1	0	3, 0, -1		-1	3
201	3.0	70	70	0	0	3/4	4	1		#viio65/ii	f	#VI		#viio65/ii	#vii	o	65		ii			o7	1	0	4, 1, -2, 7		7	4
204	3.0	71	71	0	0	3/4	4	1		ii6	f	#VI		ii6	ii		6					m	1	0	-1, 3, 2		2	-1
207	3.0	72	72	0	0	3/4	4	1		V(64)	f	#VI		V(64)	V			64				M	1	0	1, 0, 4		1	1
210	3.0	73	73	0	0	3/4	4	1		V7	f	#VI		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
213	2.0	74	74	0	0	3/4	4	1		I\\	f	#VI		I	I						\\	M	1	0	0, 4, 1		0	0
215	1.0	74	74	1/2	1/2	3/4	4	1		IV	f	#VI		IV	IV							M	1	0	-1, 3, 0		-1	-1
216	1.0	75	75	0	0	3/4	4	1		I	f	#VI		I	I							M	1	0	0, 4, 1		0	0
217	2.0	75	75	1/4	1/4	3/4	4	1		ii	f	#VI		ii	ii							m	1	0	2, -1, 3		2	2
219	2.0	76	76	0	0	3/4	4	1		I	f	#VI		I	I							M	1	0	0, 4, 1		0	0
221	2.0	76	76	1/2	1/2	3/4	4	1		ii6	f	#VI		ii6	ii		6					m	1	0	-1, 3, 2		2	-1
223	1.0	77	77	1/4	1/4	3/4	4	1		viio6	f	#VI		viio6	vii	o	6					o	1	0	2, -1, 5		5	2
224	10.0	77	77	1/2	1/2	3/4	4	1		I	f	#VI		I	I							M	1	0	0, 4, 1		0	0
234	3.0	81	81	0	0	3/4	4	1		#iv.V43	f	#iv		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
237	3.0	82	82	0	0	3/4	4	1		i	f	#iv		i	i							m	1	1	0, -3, 1		0	0
240	3.0	83	83	0	0	3/4	4	1		V65	f	#iv		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
243	3.0	84	84	0	0	3/4	4	1		i	f	#iv		i	i							m	1	1	0, -3, 1		0	0
246	6.0	85	85	0	0	3/4	4	1		iv6	f	#iv		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
252	3.0	87	87	0	0	3/4	4	1		ii%2	f	#iv		ii%2	ii	%	2					%7	1	1	0, 2, -1, -4		2	0
255	3.0	88	88	0	0	3/4	4	1		iv6	f	#iv		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
258	3.0	89	89	0	0	3/4	4	1		ii%2	f	#iv		ii%2	ii	%	2					%7	1	1	0, 2, -1, -4		2	0
261	3.0	90	90	0	0	3/4	4	1		V(64)	f	#iv		V(64)	V			64				M	1	1	1, 0, -3		1	1
264	3.0	91	91	0	0	3/4	4	1		V	f	#iv		V	V							M	1	1	1, 5, 2		1	1
267	3.0	92	92	0	0	3/4	4	1		V7(+9)	f	#iv		V7(+9)	V		7	+9				Mm7	1	1	1, 5, 2, -1	-4	1	1
270	30.0	93	93	0	0	3/4	4	1		i	f	#iv		i	i							m	1	1	0, -3, 1		0	0
300	4.0	103	103	0	0	3/4	4	1		v.#viio7	f	v		#viio7	#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
304	1.0	104	104	1/4	1/4	3/4	4	1		iv64	f	v		iv64	iv		64					m	1	1	0, -1, -4		-1	0
305	4.0	104	104	1/2	1/2	3/4	4	1		#viio65	f	v		#viio65	#vii	o	65					o7	1	1	2, -1, -4, 5		5	2
309	1.0	106	106	0	0	3/4	4	1		#viio65	f	v		#viio65	#vii	o	65					o7	1	1	2, -1, -4, 5		5	2
310	1.0	106	106	1/4	1/4	3/4	4	1		i6	f	v		i6	i		6					m	1	1	-3, 1, 0		0	-3
311	4.0	106	106	1/2	1/2	3/4	4	1		#viio2	f	v		#viio2	#vii	o	2					o7	1	1	-4, 5, 2, -1		5	-4
315	1.0	108	108	0	0	3/4	4	1		V65(9)	f	v		V65(9)	V		65	9				Mm7	1	1	5, 2, -1, 1	-4	1	5
316	2.0	108	108	1/4	1/4	3/4	4	1		V65	f	v		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
318	1.0	109	109	0	0	3/4	4	1		i	f	v		i	i							m	1	1	0, -3, 1		0	0
319	1.5	109	109	1/4	1/4	3/4	4	1		i(9)	f	v		i(9)	i			9				m	1	1	0, -3, 1	2	0	0
641/2	0.5	109	109	5/8	5/8	3/4	4	1		i	f	v		i	i							m	1	1	0, -3, 1		0	0
321	0.5	110	110	0	0	3/4	4	1		iv(4)	f	v		iv(4)	iv			4				m	1	1	-1, -2, 0		-1	-1
643/2	0.5	110	110	1/8	1/8	3/4	4	1		iv	f	v		iv	iv							m	1	1	-1, -4, 0		-1	-1
322	0.5	110	110	1/4	1/4	3/4	4	1		iv(9)	f	v		iv(9)	iv			9				m	1	1	-1, -4, 0	1	-1	-1
645/2	0.5	110	110	3/8	3/8	3/4	4	1		iv	f	v		iv	iv							m	1	1	-1, -4, 0		-1	-1
323	0.5	110	110	1/2	1/2	3/4	4	1		V(6)	f	v		V(6)	V			6				M	1	1	1, 5, -3		1	1
647/2	0.5	110	110	5/8	5/8	3/4	4	1		V7	f	v		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
324	3.0	111	111	0	0	3/4	4	1		i.V2	f	i		V2	V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
327	1.0	112	112	0	0	3/4	4	1		V	f	i		V	V							M	1	1	1, 5, 2		1	1
328	1.0	112	112	1/4	1/4	3/4	4	1		i6	f	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
329	1.0	112	112	1/2	1/2	3/4	4	1		iv	f	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
330	1.0	113	113	0	0	3/4	4	1		iio6	f	i		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
331	1.0	113	113	1/4	1/4	3/4	4	1		i6	f	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
332	1.0	113	113	1/2	1/2	3/4	4	1		V64	f	i		V64	V		64					M	1	1	2, 1, 5		1	2
333	1.0	114	114	0	0	3/4	4	1		V6	f	i		V6	V		6					M	1	1	5, 2, 1		1	5
334	1.0	114	114	1/4	1/4	3/4	4	1		i	f	i		i	i							m	1	1	0, -3, 1		0	0
335	1.0	114	114	1/2	1/2	3/4	4	1		iio	f	i		iio	ii	o						o	1	1	2, -1, -4		2	2
336	1.0	115	115	0	0	3/4	4	1		iv	f	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
337	1.0	115	115	1/4	1/4	3/4	4	1		i6	f	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
338	1.0	115	115	1/2	1/2	3/4	4	1		iio	f	i		iio	ii	o						o	1	1	2, -1, -4		2	2
339	1.0	116	116	0	0	3/4	4	1		V6(9)	f	i		V6(9)	V		6	9				M	1	1	5, 2, 1	-4	1	5
340	2.0	116	116	1/4	1/4	3/4	4	1		V65	f	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
342	1.0	117	117	0	0	3/4	4	1		i	f	i		i	i							m	1	1	0, -3, 1		0	0
343	1.5	117	117	1/4	1/4	3/4	4	1		i(9)	f	i		i(9)	i			9				m	1	1	0, -3, 1	2	0	0
689/2	0.5	117	117	5/8	5/8	3/4	4	1		i	f	i		i	i							m	1	1	0, -3, 1		0	0
345	2.5	118	118	0	0	3/4	4	1		iv	f	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
695/2	0.5	118	118	5/8	5/8	3/4	4	1		V	f	i		V	V							M	1	1	1, 5, 2		1	1
348	0.75	119	119	0	0	3/4	4	1		VI(2)	f	i		VI(2)	VI			2				M	1	1	-2, 0, -3		-4	-2
1395/4	0.25	119	119	3/16	3/16	3/4	4	1		VI	f	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
349	0.75	119	119	1/4	1/4	3/4	4	1		i64	f	i		i64	i		64					m	1	1	1, 0, -3		0	1
1399/4	0.25	119	119	7/16	7/16	3/4	4	1		V2	f	i		V2	V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
350	0.75	119	119	1/2	1/2	3/4	4	1		i6	f	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
1403/4	0.25	119	119	11/16	11/16	3/4	4	1		V43	f	i		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
351	1.0	120	120	0	0	3/4	4	1		i[i64	f	i	i	i64	i		64					m	1	1	1, 0, -3		0	1
352	1.5	120	120	1/4	1/4	3/4	4	1		i64(4)	f	i	i	i64(4)	i		64	4				m	1	1	1, 0, -1		0	1
707/2	0.5	120	120	5/8	5/8	3/4	4	1		i64	f	i	i	i64	i		64					m	1	1	1, 0, -3		0	1
354	1.0	121	121	0	0	3/4	4	1		#vi%2	f	i	i	#vi%2	#vi	%	2					%7	1	1	1, 3, 0, -3		3	1
355	1.5	121	121	1/4	1/4	3/4	4	1		V7	f	i	i	V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
713/2	0.5	121	121	5/8	5/8	3/4	4	1		i64]	f	i	i	i64	i		64					m	1	1	1, 0, -3		0	1
357	1.0	122	122	0	0	3/4	4	1		#viio43	f	i		#viio43	#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
358	0.75	122	122	1/4	1/4	3/4	4	1		i6(#72)	f	i		i6(#72)	i		6	#72				m	1	1	-3, 1, 2, 5		0	-3
1435/4	0.75	122	122	7/16	7/16	3/4	4	1		i6	f	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
719/2	1.5	122	122	5/8	5/8	3/4	4	1		iio	f	i		iio	ii	o						o	1	1	2, -1, -4		2	2
361	0.75	123	123	1/4	1/4	3/4	4	1		i(94)	f	i		i(94)	i			94				m	1	1	0, -1, 1	2	0	0
1447/4	0.75	123	123	7/16	7/16	3/4	4	1		i	f	i		i	i							m	1	1	0, -3, 1		0	0
725/2	1.5	123	123	5/8	5/8	3/4	4	1		#viio7	f	i		#viio7	#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
364	1.0	124	124	1/4	1/4	3/4	4	1		i(#72)	f	i		i(#72)	i			#72				m	1	1	2, -3, 1	5	0	2
365	0.5	124	124	1/2	1/2	3/4	4	1		i	f	i		i	i							m	1	1	0, -3, 1		0	0
731/2	1.5	124	124	5/8	5/8	3/4	4	1		iio	f	i		iio	ii	o						o	1	1	2, -1, -4		2	2
367	1.5	125	125	1/4	1/4	3/4	4	1		i6	f	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
737/2	0.5	125	125	5/8	5/8	3/4	4	1		#viio43	f	i		#viio43	#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
369	1.0	126	126	0	0	3/4	4	1		i6	f	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
