quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
486	1.5	325	325	0	0	3/8	4	1		V7/v	Bb	#IV		V7/v	V		7		v			Mm7	0	0	2, 6, 3, 0		2	2
975/2	1.5	326	326	0	0	3/8	4	1		V/v	Bb	#IV		V/v	V				v			M	0	0	2, 6, 3		2	2
489	2.0	327	327	0	0	3/8	4	1		VII.I	Bb	VII		I	I							M	0	0	0, 4, 1		0	0
491	1.0	328	328	1/8	1/8	3/8	4	1		V2/iv	Bb	VII		V2/iv	V		2		iv			Mm7	0	0	-2, 0, 4, 1		0	-2
492	1.5	329	329	0	0	3/8	4	1		iv6	Bb	VII		iv6	iv		6					m	0	0	-4, 0, -1		-1	-4
987/2	1.5	330	330	0	0	3/8	4	1		viio43(+2)	Bb	VII		viio43(+2)	vii	o	43	+2				o7	0	0	-1, -4, 5, 2	0	5	-1
495	1.5	331	331	0	0	3/8	4	1		I	Bb	VII		I	I							M	0	0	0, 4, 1		0	0
993/2	1.5	332	332	0	0	3/8	4	1		V2/iv	Bb	VII		V2/iv	V		2		iv			Mm7	0	0	-2, 0, 4, 1		0	-2
498	1.5	333	333	0	0	3/8	4	1		iv6	Bb	VII		iv6	iv		6					m	0	0	-4, 0, -1		-1	-4
999/2	1.5	334	334	0	0	3/8	4	1		viio43(+2)	Bb	VII		viio43(+2)	vii	o	43	+2				o7	0	0	-1, -4, 5, 2	0	5	-1
501	1.5	335	335	0	0	3/8	4	1		I	Bb	VII		I	I							M	0	0	0, 4, 1		0	0
1005/2	1.0	336	336	0	0	3/8	4	1		I.V/V	Bb	I		V/V	V				V			M	0	0	2, 6, 3		2	2
1007/2	0.5	336	336	1/4	1/4	3/8	4	1		V7	Bb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
504	1.5	337	337	0	0	3/8	4	1		I[I	Bb	I	I	I	I							M	0	0	0, 4, 1		0	0
1011/2	1.5	338	338	0	0	3/8	4	1		I	Bb	I	I	I	I							M	0	0	0, 4, 1		0	0
507	1.0	339	339	0	0	3/8	4	1		IV	Bb	I	I	IV	IV							M	0	0	-1, 3, 0		-1	-1
508	0.5	339	339	1/4	1/4	3/8	4	1		V	Bb	I	I	V	V							M	0	0	1, 5, 2		1	1
1017/2	4.5	340	340	0	0	3/8	4	1		I\\	Bb	I	I	I	I						\\	M	0	0	0, 4, 1		0	0
513	1.5	343	343	0	0	3/8	4	1		I]	Bb	I	I	I	I							M	0	0	0, 4, 1		0	0
1029/2	3.0	344	344	0	0	3/8	4	1		viio6	Bb	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
1035/2	1.5	346	346	0	0	3/8	4	1		I6	Bb	I		I6	I		6					M	0	0	4, 1, 0		0	4
519	1.0	347	347	0	0	3/8	4	1		ii65	Bb	I		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
520	0.5	347	347	1/4	1/4	3/8	4	1		V65/V	Bb	I		V65/V	V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
1041/2	1.0	348	348	0	0	3/8	4	1		V	Bb	I		V	V							M	0	0	1, 5, 2		1	1
1043/2	0.5	348	348	1/4	1/4	3/8	4	1		V65/V	Bb	I		V65/V	V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
522	1.0	349	349	0	0	3/8	4	1		V	Bb	I		V	V							M	0	0	1, 5, 2		1	1
523	0.5	349	349	1/4	1/4	3/8	4	1		V65/V	Bb	I		V65/V	V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
1047/2	1.0	350	350	0	0	3/8	4	1		V	Bb	I		V	V							M	0	0	1, 5, 2		1	1
1049/2	0.5	350	350	1/4	1/4	3/8	4	1		V65/V	Bb	I		V65/V	V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
525	4.5	351	351	0	0	3/8	4	1		V	Bb	I		V	V							M	0	0	1, 5, 2		1	1
1059/2	1.5	354	354	0	0	3/8	4	1		i.i	Bb	i		i	i							m	0	1	0, -3, 1		0	0
531	1.5	355	355	0	0	3/8	4	1		i[i	Bb	i	i	i	i							m	0	1	0, -3, 1		0	0
1065/2	1.0	356	356	0	0	3/8	4	1		iv	Bb	i	i	iv	iv							m	0	1	-1, -4, 0		-1	-1
1067/2	0.5	356	356	1/4	1/4	3/8	4	1		V	Bb	i	i	V	V							M	0	1	1, 5, 2		1	1
534	1.5	357	357	0	0	3/8	4	1		i]	Bb	i	i	i	i							m	0	1	0, -3, 1		0	0
1071/2	3.0	358	358	0	0	3/8	4	1		i	Bb	i		i	i							m	0	1	0, -3, 1		0	0
1077/2	0.5	360	360	0	0	3/8	4	1		i6	Bb	i		i6	i		6					m	0	1	-3, 1, 0		0	-3
539	1.0	360	360	1/8	1/8	3/8	4	1		V7	Bb	i		V7	V		7					Mm7	0	1	1, 5, 2, -1		1	1
540	1.5	361	361	0	0	3/8	4	1		i	Bb	i		i	i							m	0	1	0, -3, 1		0	0
1083/2	1.5	362	362	0	0	3/8	4	1		V7	Bb	i		V7	V		7					Mm7	0	1	1, 5, 2, -1		1	1
543	1.0	363	363	0	0	3/8	4	1		i	Bb	i		i	i							m	0	1	0, -3, 1		0	0
544	0.5	363	363	1/4	1/4	3/8	4	1		III(4)	Bb	i		III(4)	III			4				M	0	1	-3, -4, -2		-3	-3
1089/2	1.5	364	364	0	0	3/8	4	1		VII7	Bb	i		VII7	VII		7					Mm7	0	1	-2, 2, -1, -4		-2	-2
546	1.0	365	365	0	0	3/8	4	1		III	Bb	i		III	III							M	0	1	-3, 1, -2		-3	-3
547	0.5	365	365	1/4	1/4	3/8	4	1		v.bVI2	Bb	v		bVI2	bVI		2					Mm7	0	1	-13, -11, -7, -10		-11	-13
1095/2	1.5	366	366	0	0	3/8	4	1		V7	Bb	v		V7	V		7					Mm7	0	1	1, 5, 2, -1		1	1
549	1.0	367	367	0	0	3/8	4	1		i	Bb	v		i	i							m	0	1	0, -3, 1		0	0
550	0.5	367	367	1/4	1/4	3/8	4	1		ii6	Bb	v		ii6	ii		6					m	0	1	-1, 3, 2		2	-1
1101/2	1.0	368	368	0	0	3/8	4	1		iii6	Bb	v		iii6	iii		6					m	0	1	-6, -2, -3		-3	-6
1103/2	0.5	368	368	1/4	1/4	3/8	4	1		iv6	Bb	v		iv6	iv		6					m	0	1	-4, 0, -1		-1	-4
552	1.5	369	369	0	0	3/8	4	1		V7	Bb	v		V7	V		7					Mm7	0	1	1, 5, 2, -1		1	1
1107/2	1.5	370	370	0	0	3/8	4	1		i\\	Bb	v		i	i						\\	m	0	1	0, -3, 1		0	0
555	1.5	371	371	0	0	3/8	4	1		i.i	Bb	i		i	i							m	0	1	0, -3, 1		0	0
1113/2	1.5	372	372	0	0	3/8	4	1		i	Bb	i		i	i							m	0	1	0, -3, 1		0	0
558	0.5	373	373	0	0	3/8	4	1		i6	Bb	i		i6	i		6					m	0	1	-3, 1, 0		0	-3
1117/2	1.0	373	373	1/8	1/8	3/8	4	1		V7	Bb	i		V7	V		7					Mm7	0	1	1, 5, 2, -1		1	1
1119/2	1.5	374	374	0	0	3/8	4	1		i	Bb	i		i	i							m	0	1	0, -3, 1		0	0
561	1.5	375	375	0	0	3/8	4	1		V43	Bb	i		V43	V		43					Mm7	0	1	2, -1, 1, 5		1	2
1125/2	1.5	376	376	0	0	3/8	4	1		i	Bb	i		i	i							m	0	1	0, -3, 1		0	0
564	1.5	377	377	0	0	3/8	4	1		V65/III	Bb	i		V65/III	V		65		III			Mm7	0	1	2, -1, -4, -2		-2	2
1131/2	1.5	378	378	0	0	3/8	4	1		III	Bb	i		III	III							M	0	1	-3, 1, -2		-3	-3
567	1.5	379	379	0	0	3/8	4	1		V43/v	Bb	i		V43/v	V		43		v			Mm7	0	1	3, 0, 2, 6		2	3
1137/2	1.5	380	380	0	0	3/8	4	1		v	Bb	i		v	v							m	0	1	1, -2, 2		1	1
570	1.0	381	381	0	0	3/8	4	1		V43	Bb	i		V43	V		43					Mm7	0	1	2, -1, 1, 5		1	2
571	0.5	381	381	1/4	1/4	3/8	4	1		i6	Bb	i		i6	i		6					m	0	1	-3, 1, 0		0	-3
1143/2	3.0	382	382	0	0	3/8	4	1		V7	Bb	i		V7	V		7					Mm7	0	1	1, 5, 2, -1		1	1
1149/2	3.0	384	384	0	0	3/8	4	1		i	Bb	i		i	i							m	0	1	0, -3, 1		0	0
1155/2	0.5	386	386	0	0	3/8	4	1		i6	Bb	i		i6	i		6					m	0	1	-3, 1, 0		0	-3
578	1.0	386	386	1/8	1/8	3/8	4	1		V7	Bb	i		V7	V		7					Mm7	0	1	1, 5, 2, -1		1	1
579	4.5	387	387	0	0	3/8	4	1		i	Bb	i		i	i							m	0	1	0, -3, 1		0	0
1167/2	1.0	390	390	0	0	3/8	4	1		i	Bb	i		i	i							m	0	1	0, -3, 1		0	0
1169/2	0.5	390	390	1/4	1/4	3/8	4	1		VI	Bb	i		VI	VI							M	0	1	-4, 0, -3		-4	-4
585	0.5	391	391	0	0	3/8	4	1		ii%65	Bb	i		ii%65	ii	%	65					%7	0	1	-1, -4, 0, 2		2	-1
1171/2	0.5	391	391	1/8	1/8	3/8	4	1		ii%7	Bb	i		ii%7	ii	%	7					%7	0	1	2, -1, -4, 0		2	2
586	0.5	391	391	1/4	1/4	3/8	4	1		V	Bb	i		V	V							M	0	1	1, 5, 2		1	1
1173/2	0.5	392	392	0	0	3/8	4	1		i\\	Bb	i		i	i						\\	m	0	1	0, -3, 1		0	0
587	0.5	392	392	1/8	1/8	3/8	4	1		bVI.I	Bb	bVI		I	I							M	0	0	0, 4, 1		0	0
1175/2	0.5	392	392	1/4	1/4	3/8	4	1		vi	Bb	bVI		vi	vi							m	0	0	3, 0, 4		3	3
588	0.5	393	393	0	0	3/8	4	1		IV	Bb	bVI		IV	IV							M	0	0	-1, 3, 0		-1	-1
1177/2	0.5	393	393	1/8	1/8	3/8	4	1		ii7	Bb	bVI		ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2
589	0.5	393	393	1/4	1/4	3/8	4	1		V7	Bb	bVI		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
1179/2	1.5	394	394	0	0	3/8	4	1		I\\	Bb	bVI		I	I						\\	M	0	0	0, 4, 1		0	0
591	1.5	395	395	0	0	3/8	4	1		V43	Bb	bVI		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
1185/2	1.5	396	396	0	0	3/8	4	1		I6	Bb	bVI		I6	I		6					M	0	0	4, 1, 0		0	4
594	1.5	397	397	0	0	3/8	4	1		V43	Bb	bVI		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
1191/2	1.5	398	398	0	0	3/8	4	1		I	Bb	bVI		I	I							M	0	0	0, 4, 1		0	0
597	1.5	399	399	0	0	3/8	4	1		i.VI	Bb	i		VI	VI							M	0	1	-4, 0, -3		-4	-4
1197/2	3.0	400	400	0	0	3/8	4	1		i64	Bb	i		i64	i		64					m	0	1	1, 0, -3		0	1
1203/2	1.5	402	402	0	0	3/8	4	1		viio/V	Bb	i		viio/V	vii	o			V			o	0	1	6, 3, 0		6	6
603	1.5	403	403	0	0	3/8	4	1		v.iv6	Bb	v		iv6	iv		6					m	0	1	-4, 0, -1		-1	-4
1209/2	1.5	404	404	0	0	3/8	4	1		V7	Bb	v		V7	V		7					Mm7	0	1	1, 5, 2, -1		1	1
606	1.5	405	405	0	0	3/8	4	1		V	Bb	v		V	V							M	0	1	1, 5, 2		1	1
1215/2	1.0	406	406	0	0	3/8	4	1		I	Bb	v		I	I							M	0	1	0, 4, 1		0	0
1217/2	0.5	406	406	1/4	1/4	3/8	4	1		V	Bb	v		V	V							M	0	1	1, 5, 2		1	1
609	1.0	407	407	0	0	3/8	4	1		ii	Bb	v		ii	ii							m	0	1	2, -1, 3		2	2
610	0.5	407	407	1/4	1/4	3/8	4	1		V	Bb	v		V	V							M	0	1	1, 5, 2		1	1
1221/2	0.5	408	408	0	0	3/8	4	1		I6	Bb	v		I6	I		6					M	0	1	4, 1, 0		0	4
611	0.5	408	408	1/8	1/8	3/8	4	1		I.V	Bb	I		V	V							M	0	0	1, 5, 2		1	1
1223/2	1.0	408	408	1/4	1/4	3/8	4	1		vi	Bb	I		vi	vi							m	0	0	3, 0, 4		3	3
1225/2	1.0	409	409	1/8	1/8	3/8	4	1		viio	Bb	I		viio	vii	o						o	0	0	5, 2, -1		5	5
1227/2	1.0	410	410	0	0	3/8	4	1		I	Bb	I		I	I							M	0	0	0, 4, 1		0	0
1229/2	1.0	410	410	1/4	1/4	3/8	4	1		ii	Bb	I		ii	ii							m	0	0	2, -1, 3		2	2
1231/2	0.5	411	411	1/8	1/8	3/8	4	1		ii6	Bb	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
616	0.5	411	411	1/4	1/4	3/8	4	1		V2	Bb	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
1233/2	0.5	412	412	0	0	3/8	4	1		I6	Bb	I		I6	I		6					M	0	0	4, 1, 0		0	4
617	0.5	412	412	1/8	1/8	3/8	4	1		V65/ii	Bb	I		V65/ii	V		65		ii			Mm7	0	0	7, 4, 1, 3		3	7
1235/2	0.5	412	412	1/4	1/4	3/8	4	1		ii	Bb	I		ii	ii							m	0	0	2, -1, 3		2	2
618	0.5	413	413	0	0	3/8	4	1		V65/iii	Bb	I		V65/iii	V		65		iii			Mm7	0	0	9, 6, 3, 5		5	9
1237/2	0.5	413	413	1/8	1/8	3/8	4	1		iii	Bb	I		iii	iii							m	0	0	4, 1, 5		4	4
619	0.5	413	413	1/4	1/4	3/8	4	1		V65/IV	Bb	I		V65/IV	V		65		IV			Mm7	0	0	4, 1, -2, 0		0	4
1239/2	0.5	414	414	0	0	3/8	4	1		IV	Bb	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
620	0.5	414	414	1/8	1/8	3/8	4	1		V65/V	Bb	I		V65/V	V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
1241/2	0.5	414	414	1/4	1/4	3/8	4	1		V	Bb	I		V	V							M	0	0	1, 5, 2		1	1
621	0.5	415	415	0	0	3/8	4	1		V65/vi	Bb	I		V65/vi	V		65		vi			Mm7	0	0	8, 5, 2, 4		4	8
1243/2	0.5	415	415	1/8	1/8	3/8	4	1		vi	Bb	I		vi	vi							m	0	0	3, 0, 4		3	3
622	0.5	415	415	1/4	1/4	3/8	4	1		IV6	Bb	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
1245/2	1.5	416	416	0	0	3/8	4	1		viio	Bb	I		viio	vii	o						o	0	0	5, 2, -1		5	5
624	1.5	417	417	0	0	3/8	4	1		V7	Bb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
1251/2	1.5	418	418	0	0	3/8	4	1		V2/V	Bb	I		V2/V	V		2		V			Mm7	0	0	0, 2, 6, 3		2	0
627	1.5	419	419	0	0	3/8	4	1		V7	Bb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
1257/2	1.5	420	420	0	0	3/8	4	1		I	Bb	I		I	I							M	0	0	0, 4, 1		0	0
630	1.5	421	421	0	0	3/8	4	1		I[I	Bb	I	I	I	I							M	0	0	0, 4, 1		0	0
1263/2	1.0	422	422	0	0	3/8	4	1		iio	Bb	I	I	iio	ii	o						o	0	0	2, -1, -4		2	2
1265/2	0.5	422	422	1/4	1/4	3/8	4	1		V7]	Bb	I	I	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
633	1.5	423	423	0	0	3/8	4	1		I	Bb	I		I	I							M	0	0	0, 4, 1		0	0
1269/2	1.5	424	424	0	0	3/8	4	1		V	Bb	I		V	V							M	0	0	1, 5, 2		1	1
636	1.5	425	425	0	0	3/8	4	1		I	Bb	I		I	I							M	0	0	0, 4, 1		0	0
1275/2	0.5	426	426	0	0	3/8	4	1		V	Bb	I		V	V							M	0	0	1, 5, 2		1	1
638	0.5	426	426	1/8	1/8	3/8	4	1		I	Bb	I		I	I							M	0	0	0, 4, 1		0	0
1277/2	0.5	426	426	1/4	1/4	3/8	4	1		V/V	Bb	I		V/V	V				V			M	0	0	2, 6, 3		2	2
639	1.0	427	427	0	0	3/8	4	1		V	Bb	I		V	V							M	0	0	1, 5, 2		1	1
640	0.5	427	427	1/4	1/4	3/8	4	1		IV6	Bb	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
1281/2	1.5	428	428	0	0	3/8	4	1		bVII.I[I	Bb	bVII	I	I	I							M	0	0	0, 4, 1		0	0
642	1.5	429	429	0	0	3/8	4	1		I6	Bb	bVII	I	I6	I		6					M	0	0	4, 1, 0		0	4
1287/2	1.5	430	430	0	0	3/8	4	1		V65	Bb	bVII	I	V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
645	1.5	431	431	0	0	3/8	4	1		I]	Bb	bVII	I	I	I							M	0	0	0, 4, 1		0	0
1293/2	1.5	432	432	0	0	3/8	4	1		V	Bb	bVII		V	V							M	0	0	1, 5, 2		1	1
648	1.5	433	433	0	0	3/8	4	1		IV.IV	Bb	IV		IV	IV							M	0	0	-1, 3, 0		-1	-1
1299/2	0.75	434	434	0	0	3/8	4	1		I	Bb	IV		I	I							M	0	0	0, 4, 1		0	0
2601/4	0.25	434	434	3/16	3/16	3/8	4	1		ii6	Bb	IV		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
1301/2	0.25	434	434	1/4	1/4	3/8	4	1		IV6	Bb	IV		IV6	IV		6					M	0	0	3, 0, -1		-1	3
2603/4	0.25	434	434	5/16	5/16	3/8	4	1		V7	Bb	IV		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
651	1.0	435	435	0	0	3/8	4	1		I\\	Bb	IV		I	I						\\	M	0	0	0, 4, 1		0	0
652	0.5	435	435	1/4	1/4	3/8	4	1		V7/IV	Bb	IV		V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
1305/2	3.0	436	436	0	0	3/8	4	1		bII.I[I6	Bb	bII	I	I6	I		6					M	0	0	4, 1, 0		0	4
1311/2	1.5	438	438	0	0	3/8	4	1		V2	Bb	bII	I	V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
657	1.0	439	439	0	0	3/8	4	1		I6]	Bb	bII	I	I6	I		6					M	0	0	4, 1, 0		0	4
658	0.5	439	439	1/4	1/4	3/8	4	1		V7/IV	Bb	bII		V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
1317/2	3.0	440	440	0	0	3/8	4	1		I.V43	Bb	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
1323/2	0.5	442	442	0	0	3/8	4	1		I	Bb	I		I	I							M	0	0	0, 4, 1		0	0
662	0.5	442	442	1/8	1/8	3/8	4	1		viio6	Bb	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
1325/2	0.5	442	442	1/4	1/4	3/8	4	1		I	Bb	I		I	I							M	0	0	0, 4, 1		0	0
663	0.5	443	443	0	0	3/8	4	1		ii6	Bb	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
1327/2	0.5	443	443	1/8	1/8	3/8	4	1		V(64)	Bb	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
664	0.5	443	443	1/4	1/4	3/8	4	1		V2	Bb	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
1329/2	0.5	444	444	0	0	3/8	4	1		I6	Bb	I		I6	I		6					M	0	0	4, 1, 0		0	4
665	0.5	444	444	1/8	1/8	3/8	4	1		V65	Bb	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
1331/2	0.5	444	444	1/4	1/4	3/8	4	1		I	Bb	I		I	I							M	0	0	0, 4, 1		0	0
666	0.5	445	445	0	0	3/8	4	1		ii6	Bb	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
1333/2	0.5	445	445	1/8	1/8	3/8	4	1		V(64)	Bb	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
667	0.5	445	445	1/4	1/4	3/8	4	1		V	Bb	I		V	V							M	0	0	1, 5, 2		1	1
1335/2	3.0	446	446	0	0	3/8	4	1		#viio7/vi	Bb	I		#viio7/vi	#vii	o	7		vi			o7	0	0	8, 5, 2, -1		8	8
1341/2	0.5	448	448	0	0	3/8	4	1		#viio2/vi	Bb	I		#viio2/vi	#vii	o	2		vi			o7	0	0	-1, 8, 5, 2		8	-1
671	2.5	448	448	1/8	1/8	3/8	4	1		V65/#iv	Bb	I		V65/#iv	V		65		#iv			Mm7	0	0	11, 8, 5, 7		7	11
1347/2	0.5	450	450	0	0	3/8	4	1		#iv.i	Bb	#iv		i	i							m	0	1	0, -3, 1		0	0
674	0.5	450	450	1/8	1/8	3/8	4	1		V7	Bb	#iv		V7	V		7					Mm7	0	1	1, 5, 2, -1		1	1
1349/2	0.5	450	450	1/4	1/4	3/8	4	1		VI	Bb	#iv		VI	VI							M	0	1	-4, 0, -3		-4	-4
675	0.5	451	451	0	0	3/8	4	1		iv	Bb	#iv		iv	iv							m	0	1	-1, -4, 0		-1	-1
1351/2	0.5	451	451	1/8	1/8	3/8	4	1		V(64)	Bb	#iv		V(64)	V			64				M	0	1	1, 0, -3		1	1
676	0.5	451	451	1/4	1/4	3/8	4	1		V2	Bb	#iv		V2	V		2					Mm7	0	1	-1, 1, 5, 2		1	-1
1353/2	0.5	452	452	0	0	3/8	4	1		i6	Bb	#iv		i6	i		6					m	0	1	-3, 1, 0		0	-3
677	0.5	452	452	1/8	1/8	3/8	4	1		V43	Bb	#iv		V43	V		43					Mm7	0	1	2, -1, 1, 5		1	2
1355/2	0.5	452	452	1/4	1/4	3/8	4	1		i	Bb	#iv		i	i							m	0	1	0, -3, 1		0	0
678	0.5	453	453	0	0	3/8	4	1		iv	Bb	#iv		iv	iv							m	0	1	-1, -4, 0		-1	-1
1357/2	0.5	453	453	1/8	1/8	3/8	4	1		V(64)	Bb	#iv		V(64)	V			64				M	0	1	1, 0, -3		1	1
679	0.5	453	453	1/4	1/4	3/8	4	1		V7	Bb	#iv		V7	V		7					Mm7	0	1	1, 5, 2, -1		1	1
1359/2	1.5	454	454	0	0	3/8	4	1		ivo65	Bb	#iv		ivo65	iv	o	65					o7	0	1	-4, -7, -10, -1		-1	-4
681	1.5	455	455	0	0	3/8	4	1		V7	Bb	#iv		V7	V		7					Mm7	0	1	1, 5, 2, -1		1	1
1365/2	0.5	456	456	0	0	3/8	4	1		V2	Bb	#iv		V2	V		2					Mm7	0	1	-1, 1, 5, 2		1	-1
683	0.5	456	456	1/8	1/8	3/8	4	1		ivo7	Bb	#iv		ivo7	iv	o	7					o7	0	1	-1, -4, -7, -10		-1	-1
1367/2	0.5	456	456	1/4	1/4	3/8	4	1		bIV7	Bb	#iv		bIV7	bIV		7					Mm7	0	1	-8, -4, -7, -10		-8	-8
684	0.5	457	457	0	0	3/8	4	1		vi	Bb	#iv		vi	vi							m	0	1	-4, -7, -3		-4	-4
1369/2	0.5	457	457	1/8	1/8	3/8	4	1		bIV2	Bb	#iv		bIV2	bIV		2					Mm7	0	1	-10, -8, -4, -7		-8	-10
685	3.5	457	457	1/4	1/4	3/8	4	1		I.V7	Bb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
1377/2	1.5	460	460	0	0	3/8	4	1		I	Bb	I		I	I							M	0	0	0, 4, 1		0	0
690	1.5	461	461	0	0	3/8	4	1		V2	Bb	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
1383/2	1.5	462	462	0	0	3/8	4	1		I6	Bb	I		I6	I		6					M	0	0	4, 1, 0		0	4
693	1.5	463	463	0	0	3/8	4	1		V43	Bb	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
1389/2	1.5	464	464	0	0	3/8	4	1		I	Bb	I		I	I							M	0	0	0, 4, 1		0	0
696	1.5	465	465	0	0	3/8	4	1		V7	Bb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
1395/2	4.5	466	466	0	0	3/8	4	1		I	Bb	I		I	I							M	0	0	0, 4, 1		0	0
702	1.5	469	469	0	0	3/8	4	1		V7	Bb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
1407/2	1.5	470	470	0	0	3/8	4	1		bVI	Bb	I		bVI	bVI							M	0	0	-4, 0, -3		-4	-4
705	1.5	471	471	0	0	3/8	4	1		V/V	Bb	I		V/V	V				V			M	0	0	2, 6, 3		2	2
1413/2	1.5	472	472	0	0	3/8	4	1		V7	Bb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
708	4.5	473	473	0	0	3/8	4	1		I	Bb	I		I	I							M	0	0	0, 4, 1		0	0
1425/2	1.5	476	476	0	0	3/8	4	1		I\\	Bb	I		I	I						\\	M	0	0	0, 4, 1		0	0
