quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
147/2	1.0	50	50	0	0	3/8	4	1		i	Bb	iii		i	i							m	0	1	0, -3, 1		0	0
149/2	0.5	50	50	1/4	1/4	3/8	4	1		viio6/VII	Bb	iii		viio6/VII	vii	o	6		VII			o	0	1	0, -3, 3		3	0
75	0.75	51	51	0	0	3/8	4	1		V7/III	Bb	iii		V7/III	V		7		III			Mm7	0	1	-2, 2, -1, -4		-2	-2
303/4	0.25	51	51	3/16	3/16	3/8	4	1		V2/III	Bb	iii		V2/III	V		2		III			Mm7	0	1	-4, -2, 2, -1		-2	-4
76	0.25	51	51	1/4	1/4	3/8	4	1		III6	Bb	iii		III6	III		6					M	0	1	1, -2, -3		-3	1
305/4	0.25	51	51	5/16	5/16	3/8	4	1		V43/III	Bb	iii		V43/III	V		43		III			Mm7	0	1	-1, -4, -2, 2		-2	-1
153/2	0.75	52	52	0	0	3/8	4	1		III	Bb	iii		III	III							M	0	1	-3, 1, -2		-3	-3
309/4	0.25	52	52	3/16	3/16	3/8	4	1		V(6)	Bb	iii		V(6)	V			6				M	0	1	1, 5, -3		1	1
155/2	0.25	52	52	1/4	1/4	3/8	4	1		i6	Bb	iii		i6	i		6					m	0	1	-3, 1, 0		0	-3
311/4	0.25	52	52	5/16	5/16	3/8	4	1		iv	Bb	iii		iv	iv							m	0	1	-1, -4, 0		-1	-1
78	1.5	53	53	0	0	3/8	4	1		V	Bb	iii		V	V							M	0	1	1, 5, 2		1	1
159/2	0.25	54	54	0	0	3/8	4	1		i	Bb	iii		i	i							m	0	1	0, -3, 1		0	0
319/4	0.25	54	54	1/16	1/16	3/8	4	1		V	Bb	iii		V	V							M	0	1	1, 5, 2		1	1
80	1.5	54	54	1/8	1/8	3/8	4	1		i	Bb	iii		i	i							m	0	1	0, -3, 1		0	0
163/2	0.25	55	55	1/8	1/8	3/8	4	1		V	Bb	iii		V	V							M	0	1	1, 5, 2		1	1
327/4	0.25	55	55	3/16	3/16	3/8	4	1		i	Bb	iii		i	i							m	0	1	0, -3, 1		0	0
82	1.0	55	55	1/4	1/4	3/8	4	1		V	Bb	iii		V	V							M	0	1	1, 5, 2		1	1
83	0.25	56	56	1/8	1/8	3/8	4	1		i	Bb	iii		i	i							m	0	1	0, -3, 1		0	0
333/4	0.25	56	56	3/16	3/16	3/8	4	1		V7	Bb	iii		V7	V		7					Mm7	0	1	1, 5, 2, -1		1	1
167/2	1.0	56	56	1/4	1/4	3/8	4	1		i	Bb	iii		i	i							m	0	1	0, -3, 1		0	0
169/2	0.25	57	57	1/8	1/8	3/8	4	1		V7	Bb	iii		V7	V		7					Mm7	0	1	1, 5, 2, -1		1	1
339/4	0.25	57	57	3/16	3/16	3/8	4	1		i	Bb	iii		i	i							m	0	1	0, -3, 1		0	0
85	0.5	57	57	1/4	1/4	3/8	4	1		V	Bb	iii		V	V							M	0	1	1, 5, 2		1	1
171/2	0.5	58	58	0	0	3/8	4	1		i	Bb	iii		i	i							m	0	1	0, -3, 1		0	0
86	1.5	58	58	1/8	1/8	3/8	4	1		bII	Bb	iii		bII	bII							M	0	1	-5, -1, -4		-5	-5
175/2	0.5	59	59	1/8	1/8	3/8	4	1		V7	Bb	iii		V7	V		7					Mm7	0	1	1, 5, 2, -1		1	1
88	0.875	59	59	1/4	1/4	3/8	4	1		i	Bb	iii		i	i							m	0	1	0, -3, 1		0	0
711/8	1.625	60	60	3/32	3/32	3/8	4	1		bII	Bb	iii		bII	bII							M	0	1	-5, -1, -4		-5	-5
181/2	0.5	61	61	1/8	1/8	3/8	4	1		V7	Bb	iii		V7	V		7					Mm7	0	1	1, 5, 2, -1		1	1
91	5.0	61	61	1/4	1/4	3/8	4	1		i	Bb	iii		i	i							m	0	1	0, -3, 1		0	0
96	1.5	65	65	0	0	3/8	4	1		i\\	Bb	iii		i	i						\\	m	0	1	0, -3, 1		0	0
195/2	1.5	66	66	0	0	3/8	4	1		vii	Bb	iii		vii	vii							m	0	1	-2, -5, -1		-2	-2
99	1.0	67	67	0	0	3/8	4	1		biv	Bb	iii		biv	biv							m	0	1	-8, -11, -7		-8	-8
100	0.5	67	67	1/4	1/4	3/8	4	1		V/VI	Bb	iii		V/VI	V				VI			M	0	1	-3, 1, -2		-3	-3
201/2	7.0	68	68	0	0	3/8	4	1		I.I	Bb	I		I	I							M	0	0	0, 4, 1		0	0
215/2	0.5	72	72	1/4	1/4	3/8	4	1		V	Bb	I		V	V							M	0	0	1, 5, 2		1	1
108	1.5	73	73	0	0	3/8	4	1		I	Bb	I		I	I							M	0	0	0, 4, 1		0	0
219/2	1.0	74	74	0	0	3/8	4	1		IV	Bb	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
221/2	0.5	74	74	1/4	1/4	3/8	4	1		V	Bb	I		V	V							M	0	0	1, 5, 2		1	1
111	4.75	75	75	0	0	3/8	4	1		I\\	Bb	I		I	I						\\	M	0	0	0, 4, 1		0	0
463/4	1.25	78	78	1/16	1/16	3/8	4	1		vi7	Bb	I		vi7	vi		7					mm7	0	0	3, 0, 4, 1		3	3
117	6.0	79	79	0	0	3/8	4	1		V/iii	Bb	I		V/iii	V				iii			M	0	0	5, 9, 6		5	5
123	1.0	83	83	0	0	3/8	4	1		VII.I	Bb	VII		I	I							M	0	0	0, 4, 1		0	0
124	0.5	83	83	1/4	1/4	3/8	4	1		V	Bb	VII		V	V							M	0	0	1, 5, 2		1	1
249/2	1.5	84	84	0	0	3/8	4	1		I	Bb	VII		I	I							M	0	0	0, 4, 1		0	0
126	1.0	85	85	0	0	3/8	4	1		IV	Bb	VII		IV	IV							M	0	0	-1, 3, 0		-1	-1
127	0.5	85	85	1/4	1/4	3/8	4	1		V	Bb	VII		V	V							M	0	0	1, 5, 2		1	1
255/2	1.5	86	86	0	0	3/8	4	1		I	Bb	VII		I	I							M	0	0	0, 4, 1		0	0
129	1.0	87	87	0	0	3/8	4	1		iii.i	Bb	iii		i	i							m	0	1	0, -3, 1		0	0
130	1.5	87	87	1/4	1/4	3/8	4	1		V7/V	Bb	iii		V7/V	V		7		V			Mm7	0	1	2, 6, 3, 0		2	2
263/2	3.5	88	88	1/4	1/4	3/8	4	1		V7	Bb	iii		V7	V		7					Mm7	0	1	1, 5, 2, -1		1	1
135	1.5	91	91	0	0	3/8	4	1		i[i	Bb	iii	i	i	i							m	0	1	0, -3, 1		0	0
273/2	1.5	92	92	0	0	3/8	4	1		#viio43/iv	Bb	iii	i	#viio43/iv	#vii	o	43		iv			o7	0	1	-2, -5, 4, 1		4	-2
138	1.5	93	93	0	0	3/8	4	1		iv6	Bb	iii	i	iv6	iv		6					m	0	1	-4, 0, -1		-1	-4
279/2	1.5	94	94	0	0	3/8	4	1		#viio2	Bb	iii	i	#viio2	#vii	o	2					o7	0	1	-4, 5, 2, -1		5	-4
141	1.5	95	95	0	0	3/8	4	1		V7/iv]	Bb	iii	i	V7/iv	V		7		iv			Mm7	0	1	0, 4, 1, -2		0	0
285/2	1.5	96	96	0	0	3/8	4	1		V2/iv	Bb	iii		V2/iv	V		2		iv			Mm7	0	1	-2, 0, 4, 1		0	-2
144	1.0	97	97	0	0	3/8	4	1		iv6	Bb	iii		iv6	iv		6					m	0	1	-4, 0, -1		-1	-4
145	0.5	97	97	1/4	1/4	3/8	4	1		iv	Bb	iii		iv	iv							m	0	1	-1, -4, 0		-1	-1
291/2	1.5	98	98	0	0	3/8	4	1		#viio43(+2)	Bb	iii		#viio43(+2)	#vii	o	43	+2				o7	0	1	-1, -4, 5, 2	0	5	-1
147	1.5	99	99	0	0	3/8	4	1		i	Bb	iii		i	i							m	0	1	0, -3, 1		0	0
297/2	1.0	100	100	0	0	3/8	4	1		@none	Bb	iii		@none	@none							m	0	1				
299/2	0.5	100	100	1/4	1/4	3/8	4	1		I.V7	Bb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
150	1.0	101	101	0	0	3/8	4	1		I[I	Bb	I	I	I	I							M	0	0	0, 4, 1		0	0
151	0.5	101	101	1/4	1/4	3/8	4	1		V2	Bb	I	I	V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
303/2	1.5	102	102	0	0	3/8	4	1		I6	Bb	I	I	I6	I		6					M	0	0	4, 1, 0		0	4
153	1.5	103	103	0	0	3/8	4	1		V2	Bb	I	I	V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
309/2	1.5	104	104	0	0	3/8	4	1		I]	Bb	I	I	I	I							M	0	0	0, 4, 1		0	0
156	1.0	105	105	0	0	3/8	4	1		I	Bb	I		I	I							M	0	0	0, 4, 1		0	0
157	0.5	105	105	1/4	1/4	3/8	4	1		V2	Bb	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
315/2	1.0	106	106	0	0	3/8	4	1		I6	Bb	I		I6	I		6					M	0	0	4, 1, 0		0	4
317/2	0.5	106	106	1/4	1/4	3/8	4	1		V43	Bb	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
159	1.5	107	107	0	0	3/8	4	1		I	Bb	I		I	I							M	0	0	0, 4, 1		0	0
321/2	1.5	108	108	0	0	3/8	4	1		V6/iii	Bb	I		V6/iii	V		6		iii			M	0	0	9, 6, 5		5	9
162	1.5	109	109	0	0	3/8	4	1		iii	Bb	I		iii	iii							m	0	0	4, 1, 5		4	4
327/2	1.5	110	110	0	0	3/8	4	1		V6/V	Bb	I		V6/V	V		6		V			M	0	0	6, 3, 2		2	6
165	1.0	111	111	0	0	3/8	4	1		V.I	Bb	V		I	I							M	0	0	0, 4, 1		0	0
166	0.5	111	111	1/4	1/4	3/8	4	1		V65/V	Bb	V		V65/V	V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
333/2	4.5	112	112	0	0	3/8	4	1		V\\	Bb	V		V	V						\\	M	0	0	1, 5, 2		1	1
171	1.5	115	115	0	0	3/8	4	1		v.i	Bb	v		i	i							m	0	1	0, -3, 1		0	0
345/2	1.5	116	116	0	0	3/8	4	1		i[i	Bb	v	i	i	i							m	0	1	0, -3, 1		0	0
174	1.0	117	117	0	0	3/8	4	1		iv	Bb	v	i	iv	iv							m	0	1	-1, -4, 0		-1	-1
175	0.5	117	117	1/4	1/4	3/8	4	1		V	Bb	v	i	V	V							M	0	1	1, 5, 2		1	1
351/2	1.5	118	118	0	0	3/8	4	1		i]	Bb	v	i	i	i							m	0	1	0, -3, 1		0	0
177	0.5	119	119	0	0	3/8	4	1		i6	Bb	v		i6	i		6					m	0	1	-3, 1, 0		0	-3
355/2	1.0	119	119	1/8	1/8	3/8	4	1		i	Bb	v		i	i							m	0	1	0, -3, 1		0	0
357/2	0.5	120	120	0	0	3/8	4	1		i6	Bb	v		i6	i		6					m	0	1	-3, 1, 0		0	-3
179	0.5	120	120	1/8	1/8	3/8	4	1		i	Bb	v		i	i							m	0	1	0, -3, 1		0	0
359/2	0.5	120	120	1/4	1/4	3/8	4	1		VI	Bb	v		VI	VI							M	0	1	-4, 0, -3		-4	-4
180	0.5	121	121	0	0	3/8	4	1		ii%65	Bb	v		ii%65	ii	%	65					%7	0	1	-1, -4, 0, 2		2	-1
361/2	1.0	121	121	1/8	1/8	3/8	4	1		V7	Bb	v		V7	V		7					Mm7	0	1	1, 5, 2, -1		1	1
363/2	1.5	122	122	0	0	3/8	4	1		i\\	Bb	v		i	i						\\	m	0	1	0, -3, 1		0	0
183	1.5	123	123	0	0	3/8	4	1		V7	Bb	v		V7	V		7					Mm7	0	1	1, 5, 2, -1		1	1
369/2	1.0	124	124	0	0	3/8	4	1		i	Bb	v		i	i							m	0	1	0, -3, 1		0	0
371/2	0.5	124	124	1/4	1/4	3/8	4	1		bVII.vii%7/V	Bb	bVII		vii%7/V	vii	%	7		V			%7	0	0	6, 3, 0, 4		6	6
186	1.5	125	125	0	0	3/8	4	1		V7	Bb	bVII		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
375/2	1.0	126	126	0	0	3/8	4	1		I	Bb	bVII		I	I							M	0	0	0, 4, 1		0	0
377/2	0.5	126	126	1/4	1/4	3/8	4	1		ii.viio7/V	Bb	ii		viio7/V	vii	o	7		V			o7	0	1	6, 3, 0, -3		6	6
189	1.5	127	127	0	0	3/8	4	1		V7	Bb	ii		V7	V		7					Mm7	0	1	1, 5, 2, -1		1	1
381/2	1.5	128	128	0	0	3/8	4	1		i	Bb	ii		i	i							m	0	1	0, -3, 1		0	0
192	1.0	129	129	0	0	3/8	4	1		i6	Bb	ii		i6	i		6					m	0	1	-3, 1, 0		0	-3
193	0.5	129	129	1/4	1/4	3/8	4	1		iv	Bb	ii		iv	iv							m	0	1	-1, -4, 0		-1	-1
387/2	0.25	130	130	0	0	3/8	4	1		V43/iv	Bb	ii		V43/iv	V		43		iv			Mm7	0	1	1, -2, 0, 4		0	1
775/4	0.25	130	130	1/16	1/16	3/8	4	1		iv	Bb	ii		iv	iv							m	0	1	-1, -4, 0		-1	-1
194	0.25	130	130	1/8	1/8	3/8	4	1		i6	Bb	ii		i6	i		6					m	0	1	-3, 1, 0		0	-3
777/4	0.25	130	130	3/16	3/16	3/8	4	1		iv6	Bb	ii		iv6	iv		6					m	0	1	-4, 0, -1		-1	-4
389/2	0.25	130	130	1/4	1/4	3/8	4	1		V(64)	Bb	ii		V(64)	V			64				M	0	1	1, 0, -3		1	1
779/4	0.25	130	130	5/16	5/16	3/8	4	1		V7	Bb	ii		V7	V		7					Mm7	0	1	1, 5, 2, -1		1	1
195	0.25	131	131	0	0	3/8	4	1		I\\	Bb	ii		I	I						\\	M	0	1	0, 4, 1		0	0
781/4	1.25	131	131	1/16	1/16	3/8	4	1		v.V7	Bb	v		V7	V		7					Mm7	0	1	1, 5, 2, -1		1	1
393/2	1.5	132	132	0	0	3/8	4	1		i	Bb	v		i	i							m	0	1	0, -3, 1		0	0
198	1.0	133	133	0	0	3/8	4	1		i6	Bb	v		i6	i		6					m	0	1	-3, 1, 0		0	-3
199	0.5	133	133	1/4	1/4	3/8	4	1		VI	Bb	v		VI	VI							M	0	1	-4, 0, -3		-4	-4
399/2	0.5	134	134	0	0	3/8	4	1		ii%65	Bb	v		ii%65	ii	%	65					%7	0	1	-1, -4, 0, 2		2	-1
200	1.0	134	134	1/8	1/8	3/8	4	1		V7	Bb	v		V7	V		7					Mm7	0	1	1, 5, 2, -1		1	1
201	1.0	135	135	0	0	3/8	4	1		i\\	Bb	v		i	i						\\	m	0	1	0, -3, 1		0	0
202	0.5	135	135	1/4	1/4	3/8	4	1		i6	Bb	v		i6	i		6					m	0	1	-3, 1, 0		0	-3
405/2	1.5	136	136	0	0	3/8	4	1		V65	Bb	v		V65	V		65					Mm7	0	1	5, 2, -1, 1		1	5
204	1.5	137	137	0	0	3/8	4	1		i	Bb	v		i	i							m	0	1	0, -3, 1		0	0
411/2	1.5	138	138	0	0	3/8	4	1		V65/III	Bb	v		V65/III	V		65		III			Mm7	0	1	2, -1, -4, -2		-2	2
207	1.5	139	139	0	0	3/8	4	1		III	Bb	v		III	III							M	0	1	-3, 1, -2		-3	-3
417/2	1.5	140	140	0	0	3/8	4	1		V65/V	Bb	v		V65/V	V		65		V			Mm7	0	1	6, 3, 0, 2		2	6
210	1.5	141	141	0	0	3/8	4	1		v6	Bb	v		v6	v		6					m	0	1	-2, 2, 1		1	-2
423/2	1.0	142	142	0	0	3/8	4	1		V2	Bb	v		V2	V		2					Mm7	0	1	-1, 1, 5, 2		1	-1
425/2	0.5	142	142	1/4	1/4	3/8	4	1		i64	Bb	v		i64	i		64					m	0	1	1, 0, -3		0	1
213	1.0	143	143	0	0	3/8	4	1		i6	Bb	v		i6	i		6					m	0	1	-3, 1, 0		0	-3
214	0.25	143	143	1/4	1/4	3/8	4	1		v65	Bb	v		v65	v		65					mm7	0	1	-2, 2, -1, 1		1	-2
857/4	0.25	143	143	5/16	5/16	3/8	4	1		V2/V	Bb	v		V2/V	V		2		V			Mm7	0	1	0, 2, 6, 3		2	0
429/2	1.25	144	144	0	0	3/8	4	1		v6	Bb	v		v6	v		6					m	0	1	-2, 2, 1		1	-2
863/4	0.25	144	144	5/16	5/16	3/8	4	1		#viio6	Bb	v		#viio6	#vii	o	6					o	0	1	2, -1, 5		5	2
216	0.5	145	145	0	0	3/8	4	1		i6	Bb	v		i6	i		6					m	0	1	-3, 1, 0		0	-3
433/2	0.5	145	145	1/8	1/8	3/8	4	1		i	Bb	v		i	i							m	0	1	0, -3, 1		0	0
217	0.5	145	145	1/4	1/4	3/8	4	1		iv	Bb	v		iv	iv							m	0	1	-1, -4, 0		-1	-1
435/2	0.5	146	146	0	0	3/8	4	1		i6	Bb	v		i6	i		6					m	0	1	-3, 1, 0		0	-3
218	0.5	146	146	1/8	1/8	3/8	4	1		i	Bb	v		i	i							m	0	1	0, -3, 1		0	0
437/2	0.5	146	146	1/4	1/4	3/8	4	1		VI	Bb	v		VI	VI							M	0	1	-4, 0, -3		-4	-4
219	0.5	147	147	0	0	3/8	4	1		iio7	Bb	v		iio7	ii	o	7					o7	0	1	2, -1, -4, -7		2	2
439/2	1.0	147	147	1/8	1/8	3/8	4	1		V7	Bb	v		V7	V		7					Mm7	0	1	1, 5, 2, -1		1	1
441/2	1.5	148	148	0	0	3/8	4	1		i\\	Bb	v		i	i						\\	m	0	1	0, -3, 1		0	0
222	1.0	149	149	0	0	3/8	4	1		i	Bb	v		i	i							m	0	1	0, -3, 1		0	0
223	0.5	149	149	1/4	1/4	3/8	4	1		V7	Bb	v		V7	V		7					Mm7	0	1	1, 5, 2, -1		1	1
447/2	1.5	150	150	0	0	3/8	4	1		i	Bb	v		i	i							m	0	1	0, -3, 1		0	0
225	0.5	151	151	0	0	3/8	4	1		i6	Bb	v		i6	i		6					m	0	1	-3, 1, 0		0	-3
451/2	0.5	151	151	1/8	1/8	3/8	4	1		i	Bb	v		i	i							m	0	1	0, -3, 1		0	0
226	0.5	151	151	1/4	1/4	3/8	4	1		VI	Bb	v		VI	VI							M	0	1	-4, 0, -3		-4	-4
453/2	1.0	152	152	0	0	3/8	4	1		ii%65	Bb	v		ii%65	ii	%	65					%7	0	1	-1, -4, 0, 2		2	-1
455/2	0.5	152	152	1/4	1/4	3/8	4	1		V7	Bb	v		V7	V		7					Mm7	0	1	1, 5, 2, -1		1	1
228	0.5	153	153	0	0	3/8	4	1		i\\	Bb	v		i	i						\\	m	0	1	0, -3, 1		0	0
457/2	0.5	153	153	1/8	1/8	3/8	4	1		VI	Bb	v		VI	VI							M	0	1	-4, 0, -3		-4	-4
229	0.5	153	153	1/4	1/4	3/8	4	1		iv	Bb	v		iv	iv							m	0	1	-1, -4, 0		-1	-1
459/2	0.5	154	154	0	0	3/8	4	1		bIII.IV	Bb	bIII		IV	IV							M	0	0	-1, 3, 0		-1	-1
230	0.5	154	154	1/8	1/8	3/8	4	1		ii65	Bb	bIII		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
461/2	0.5	154	154	1/4	1/4	3/8	4	1		V7	Bb	bIII		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
231	1.5	155	155	0	0	3/8	4	1		I\\	Bb	bIII		I	I						\\	M	0	0	0, 4, 1		0	0
465/2	1.5	156	156	0	0	3/8	4	1		V43	Bb	bIII		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
234	1.5	157	157	0	0	3/8	4	1		I	Bb	bIII		I	I							M	0	0	0, 4, 1		0	0
471/2	1.5	158	158	0	0	3/8	4	1		V43	Bb	bIII		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
237	3.0	159	159	0	0	3/8	4	1		I	Bb	bIII		I	I							M	0	0	0, 4, 1		0	0
240	3.0	161	161	0	0	3/8	4	1		iii64	Bb	bIII		iii64	iii		64					m	0	0	5, 4, 1		4	5
243	1.5	163	163	0	0	3/8	4	1		#viio7/vii	Bb	bIII		#viio7/vii	#vii	o	7		vii			o7	0	0	10, 7, 4, 1		10	10
489/2	1.5	164	164	0	0	3/8	4	1		#viio7/vii	Bb	bIII		#viio7/vii	#vii	o	7		vii			o7	0	0	10, 7, 4, 1		10	10
246	1.5	165	165	0	0	3/8	4	1		#viio2/vii	Bb	bIII		#viio2/vii	#vii	o	2		vii			o7	0	0	1, 10, 7, 4		10	1
495/2	1.5	166	166	0	0	3/8	4	1		#viio7/ii	Bb	bIII		#viio7/ii	#vii	o	7		ii			o7	0	0	7, 4, 1, -2		7	7
249	1.5	167	167	0	0	3/8	4	1		V7/vii	Bb	bIII		V7/vii	V		7		vii			Mm7	0	0	6, 10, 7, 4		6	6
501/2	1.5	168	168	0	0	3/8	4	1		V7/vii	Bb	bIII		V7/vii	V		7		vii			Mm7	0	0	6, 10, 7, 4		6	6
252	3.0	169	169	0	0	3/8	4	1		#I.V	Bb	#I		V	V							M	0	0	1, 5, 2		1	1
255	1.5	171	171	0	0	3/8	4	1		I	Bb	#I		I	I							M	0	0	0, 4, 1		0	0
513/2	0.5	172	172	0	0	3/8	4	1		IV	Bb	#I		IV	IV							M	0	0	-1, 3, 0		-1	-1
