quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	harmony_layer	label	regex_match	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
814	4.0	198	197	0	0	4/4	4	1		1	viio6/IV	dcml	f	I		viio6/IV	vii	o	6		IV			o	1	0	1, -2, 4		4	1
818	4.0	199	198	0	0	4/4	4	1		1	IV	dcml	f	I		IV	IV							M	1	0	-1, 3, 0		-1	-1
822	2.0	200	199	0	0	4/4	4	1		1	I64	dcml	f	I		I64	I		64					M	1	0	1, 0, 4		0	1
824	2.0	200	199	1/2	1/2	4/4	4	1		1	IV6	dcml	f	I		IV6	IV		6					M	1	0	3, 0, -1		-1	3
826	1.0	201	200	0	0	4/4	4	1		1	ii6	dcml	f	I		ii6	ii		6					m	1	0	-1, 3, 2		2	-1
827	1.0	201	200	1/4	1/4	4/4	4	1		1	ii	dcml	f	I		ii	ii							m	1	0	2, -1, 3		2	2
828	14.0	201	200	1/2	1/2	4/4	4	1		1	V/vi	dcml	f	I		V/vi	V				vi			M	1	0	4, 8, 5		4	4
842	2.0	205	204	0	0	4/4	4	1		1	VI.I[I	dcml	f	VI	I	I	I							M	1	0	0, 4, 1		0	0
844	1.0	205	204	1/2	1/2	4/4	4	1		1	V7/IV	dcml	f	VI	I	V7/IV	V		7		IV			Mm7	1	0	0, 4, 1, -2		0	0
845	1.0	205	204	3/4	3/4	4/4	4	1		1	IV64	dcml	f	VI	I	IV64	IV		64					M	1	0	0, -1, 3		-1	0
846	2.0	206	205	0	0	4/4	4	1		1	I	dcml	f	VI	I	I	I							M	1	0	0, 4, 1		0	0
848	1.0	206	205	1/2	1/2	4/4	4	1		1	V2(4)/IV	dcml	f	VI	I	V2(4)/IV	V		2	4	IV			Mm7	1	0	-2, 0, -1, 1		0	-2
849	3.0	206	205	3/4	3/4	4/4	4	1		1	V2/IV	dcml	f	VI	I	V2/IV	V		2		IV			Mm7	1	0	-2, 0, 4, 1		0	-2
852	2.0	207	206	1/2	1/2	4/4	4	1		1	IV6	dcml	f	VI	I	IV6	IV		6					M	1	0	3, 0, -1		-1	3
854	2.0	208	207	0	0	4/4	4	1		1	IV	dcml	f	VI	I	IV	IV							M	1	0	-1, 3, 0		-1	-1
856	2.0	208	207	1/2	1/2	4/4	4	1		1	IV6	dcml	f	VI	I	IV6	IV		6					M	1	0	3, 0, -1		-1	3
858	4.0	209	208	0	0	4/4	4	1		1	V7/IV	dcml	f	VI	I	V7/IV	V		7		IV			Mm7	1	0	0, 4, 1, -2		0	0
862	1.0	210	209	0	0	4/4	4	1		1	IV6	dcml	f	VI	I	IV6	IV		6					M	1	0	3, 0, -1		-1	3
863	1.0	210	209	1/4	1/4	4/4	4	1		1	V	dcml	f	VI	I	V	V							M	1	0	1, 5, 2		1	1
864	1.0	210	209	1/2	1/2	4/4	4	1		1	IV6	dcml	f	VI	I	IV6	IV		6					M	1	0	3, 0, -1		-1	3
865	1.0	210	209	3/4	3/4	4/4	4	1		1	V6	dcml	f	VI	I	V6	V		6					M	1	0	5, 2, 1		1	5
866	1.0	211	210	0	0	4/4	4	1		1	IV6	dcml	f	VI	I	IV6	IV		6					M	1	0	3, 0, -1		-1	3
867	1.0	211	210	1/4	1/4	4/4	4	1		1	V	dcml	f	VI	I	V	V							M	1	0	1, 5, 2		1	1
868	1.0	211	210	1/2	1/2	4/4	4	1		1	IV6	dcml	f	VI	I	IV6	IV		6					M	1	0	3, 0, -1		-1	3
869	1.0	211	210	3/4	3/4	4/4	4	1		1	V6	dcml	f	VI	I	V6	V		6					M	1	0	5, 2, 1		1	5
870	3.0	212	211	0	0	4/4	4	1		1	I]	dcml	f	VI	I	I	I							M	1	0	0, 4, 1		0	0
873	1.0	212	211	3/4	3/4	4/4	4	1		1	I.I	dcml	f	I		I	I							M	1	0	0, 4, 1		0	0
874	2.0	213	212	0	0	4/4	4	1		1	I[I	dcml	f	I	I	I	I							M	1	0	0, 4, 1		0	0
876	1.0	213	212	1/2	1/2	4/4	4	1		1	V7/IV	dcml	f	I	I	V7/IV	V		7		IV			Mm7	1	0	0, 4, 1, -2		0	0
877	1.0	213	212	3/4	3/4	4/4	4	1		1	IV64	dcml	f	I	I	IV64	IV		64					M	1	0	0, -1, 3		-1	0
878	1.0	214	213	0	0	4/4	4	1		1	viio64/IV	dcml	f	I	I	viio64/IV	vii	o	64		IV			o	1	0	-2, 4, 1		4	-2
879	1.0	214	213	1/4	1/4	4/4	4	1		1	IV6	dcml	f	I	I	IV6	IV		6					M	1	0	3, 0, -1		-1	3
880	1.0	214	213	1/2	1/2	4/4	4	1		1	viio6/IV	dcml	f	I	I	viio6/IV	vii	o	6		IV			o	1	0	1, -2, 4		4	1
881	1.0	214	213	3/4	3/4	4/4	4	1		1	IV6(4)	dcml	f	I	I	IV6(4)	IV		6	4				M	1	0	5, 0, -1		-1	5
882	4.0	215	214	0	0	4/4	4	1		1	viio64/IV	dcml	f	I	I	viio64/IV	vii	o	64		IV			o	1	0	-2, 4, 1		4	-2
886	1.0	216	215	0	0	4/4	4	1		1	IV6	dcml	f	I	I	IV6	IV		6					M	1	0	3, 0, -1		-1	3
887	1.0	216	215	1/4	1/4	4/4	4	1		1	viio6/IV	dcml	f	I	I	viio6/IV	vii	o	6		IV			o	1	0	1, -2, 4		4	1
888	2.0	216	215	1/2	1/2	4/4	4	1		1	IV	dcml	f	I	I	IV	IV							M	1	0	-1, 3, 0		-1	-1
890	4.0	217	216	0	0	4/4	4	1		1	IV6	dcml	f	I	I	IV6	IV		6					M	1	0	3, 0, -1		-1	3
894	1.0	218	217	0	0	4/4	4	1		1	iiio6	dcml	f	I	I	iiio6	iii	o	6					o	1	0	1, -2, 4		4	1
895	1.0	218	217	1/4	1/4	4/4	4	1		1	ii6	dcml	f	I	I	ii6	ii		6					m	1	0	-1, 3, 2		2	-1
896	1.0	218	217	1/2	1/2	4/4	4	1		1	I6	dcml	f	I	I	I6	I		6					M	1	0	4, 1, 0		0	4
897	1.0	218	217	3/4	3/4	4/4	4	1		1	ii	dcml	f	I	I	ii	ii							m	1	0	2, -1, 3		2	2
898	8.0	219	218	0	0	4/4	4	1		1	V43	dcml	f	I	I	V43	V		43					Mm7	1	0	2, -1, 1, 5		1	2
906	2.0	221	220	0	0	4/4	4	1		1	I]	dcml	f	I	I	I	I							M	1	0	0, 4, 1		0	0
908	2.0	221	220	1/2	1/2	4/4	4	1		1	I6	dcml	f	I		I6	I		6					M	1	0	4, 1, 0		0	4
910	2.0	222	221	0	0	4/4	4	1		1	I64	dcml	f	I		I64	I		64					M	1	0	1, 0, 4		0	1
912	2.0	222	221	1/2	1/2	4/4	4	1		1	vi7	dcml	f	I		vi7	vi		7					mm7	1	0	3, 0, 4, 1		3	3
914	1.0	223	222	0	0	4/4	4	1		1	I6	dcml	f	I		I6	I		6					M	1	0	4, 1, 0		0	4
915	1.0	223	222	1/4	1/4	4/4	4	1		1	I	dcml	f	I		I	I							M	1	0	0, 4, 1		0	0
916	1.0	223	222	1/2	1/2	4/4	4	1		1	V	dcml	f	I		V	V							M	1	0	1, 5, 2		1	1
917	1.0	223	222	3/4	3/4	4/4	4	1		1	I	dcml	f	I		I	I							M	1	0	0, 4, 1		0	0
918	4.0	224	223	0	0	4/4	4	1		1	V2	dcml	f	I		V2	V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
922	4.0	225	224	0	0	4/4	4	1		1	I6	dcml	f	I		I6	I		6					M	1	0	4, 1, 0		0	4
926	2.0	226	225	0	0	4/4	4	1		1	I64	dcml	f	I		I64	I		64					M	1	0	1, 0, 4		0	1
928	2.0	226	225	1/2	1/2	4/4	4	1		1	vi7	dcml	f	I		vi7	vi		7					mm7	1	0	3, 0, 4, 1		3	3
930	2.0	227	226	0	0	4/4	4	1		1	vi64	dcml	f	I		vi64	vi		64					m	1	0	4, 3, 0		3	4
932	2.0	227	226	1/2	1/2	4/4	4	1		1	I6	dcml	f	I		I6	I		6					M	1	0	4, 1, 0		0	4
934	2.0	228	227	0	0	4/4	4	1		1	I(+6)	dcml	f	I		I(+6)	I			+6				M	1	0	0, 4, 1	3	0	0
936	2.0	228	227	1/2	1/2	4/4	4	1		1	I6	dcml	f	I		I6	I		6					M	1	0	4, 1, 0		0	4
938	2.0	229	228	0	0	4/4	4	1		1	I	dcml	f	I		I	I							M	1	0	0, 4, 1		0	0
940	4.0	229	228	1/2	1/2	4/4	4	1		1	I6	dcml	f	I		I6	I		6					M	1	0	4, 1, 0		0	4
944	2.0	230	229	1/2	1/2	4/4	4	1		1	I64(+2)	dcml	f	I		I64(+2)	I		64	+2				M	1	0	1, 0, 4	2	0	1
946	4.0	231	230	0	0	4/4	4	1		1	I	dcml	f	I		I	I							M	1	0	0, 4, 1		0	0
950	2.0	232	231	0	0	4/4	4	1		1	V7	dcml	f	I		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
952	2.0	232	231	1/2	1/2	4/4	4	1		1	V43	dcml	f	I		V43	V		43					Mm7	1	0	2, -1, 1, 5		1	2
954	2.0	233	232	0	0	4/4	4	1		1	I	dcml	f	I		I	I							M	1	0	0, 4, 1		0	0
956	2.0	233	232	1/2	1/2	4/4	4	1		1	I6	dcml	f	I		I6	I		6					M	1	0	4, 1, 0		0	4
958	2.0	234	233	0	0	4/4	4	1		1	I	dcml	f	I		I	I							M	1	0	0, 4, 1		0	0
960	4.0	234	233	1/2	1/2	4/4	4	1		1	vi2	dcml	f	I		vi2	vi		2					mm7	1	0	1, 3, 0, 4		3	1
964	4.0	235	234	1/2	1/2	4/4	4	1		1	vi7	dcml	f	I		vi7	vi		7					mm7	1	0	3, 0, 4, 1		3	3
968	2.0	236	235	1/2	1/2	4/4	4	1		1	I64	dcml	f	I		I64	I		64					M	1	0	1, 0, 4		0	1
970	2.0	237	236	0	0	4/4	4	1		1	vi7	dcml	f	I		vi7	vi		7					mm7	1	0	3, 0, 4, 1		3	3
972	2.0	237	236	1/2	1/2	4/4	4	1		1	V	dcml	f	I		V	V							M	1	0	1, 5, 2		1	1
974	4.0	238	237	0	0	4/4	4	1		1	V64	dcml	f	I		V64	V		64					M	1	0	2, 1, 5		1	2
978	2.0	239	238	0	0	4/4	4	1		1	V7(+9)	dcml	f	I		V7(+9)	V		7	+9				Mm7	1	0	1, 5, 2, -1	3	1	1
980	2.0	239	238	1/2	1/2	4/4	4	1		1	I64	dcml	f	I		I64	I		64					M	1	0	1, 0, 4		0	1
982	4.0	240	239	0	0	4/4	4	1		1	I6	dcml	f	I		I6	I		6					M	1	0	4, 1, 0		0	4
986	2.0	241	240	0	0	4/4	4	1		1	I	dcml	f	I		I	I							M	1	0	0, 4, 1		0	0
988	2.0	241	240	1/2	1/2	4/4	4	1		1	V6	dcml	f	I		V6	V		6					M	1	0	5, 2, 1		1	5
990	2.0	242	241	0	0	4/4	4	1		1	I	dcml	f	I		I	I							M	1	0	0, 4, 1		0	0
992	1.0	242	241	1/2	1/2	4/4	4	1		1	V6	dcml	f	I		V6	V		6					M	1	0	5, 2, 1		1	5
993	1.0	242	241	3/4	3/4	4/4	4	1		1	viio	dcml	f	I		viio	vii	o						o	1	0	5, 2, -1		5	5
994	2.0	243	242	0	0	4/4	4	1		1	ii	dcml	f	I		ii	ii							m	1	0	2, -1, 3		2	2
996	2.0	243	242	1/2	1/2	4/4	4	1		1	I	dcml	f	I		I	I							M	1	0	0, 4, 1		0	0
998	2.0	244	243	0	0	4/4	4	1		1	ii	dcml	f	I		ii	ii							m	1	0	2, -1, 3		2	2
1000	1.0	244	243	1/2	1/2	4/4	4	1		1	I	dcml	f	I		I	I							M	1	0	0, 4, 1		0	0
1001	1.0	244	243	3/4	3/4	4/4	4	1		1	I6	dcml	f	I		I6	I		6					M	1	0	4, 1, 0		0	4
1002	2.0	245	244	0	0	4/4	4	1		1	V7	dcml	f	I		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
1004	2.0	245	244	1/2	1/2	4/4	4	1		1	V43(+2)	dcml	f	I		V43(+2)	V		43	+2				Mm7	1	0	2, -1, 1, 5	3	1	2
1006	2.0	246	245	0	0	4/4	4	1		1	I6	dcml	f	I		I6	I		6					M	1	0	4, 1, 0		0	4
1008	2.0	246	245	1/2	1/2	4/4	4	1		1	I	dcml	f	I		I	I							M	1	0	0, 4, 1		0	0
1010	2.0	247	246	0	0	4/4	4	1		1	V(64)	dcml	f	I		V(64)	V			64				M	1	0	1, 0, 4		1	1
1012	2.0	247	246	1/2	1/2	4/4	4	1		1	V7	dcml	f	I		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
		248	247	0	0	4/4	4	1	1	1	I\\	dcml	f	I		I	I						\\	M	1	0	0, 4, 1		0	0
		249	248	0	0	4/4	4	1	1	1	I\\	dcml	f	I		I	I						\\	M	1	0	0, 4, 1		0	0
		249	248	3/4	3/4	4/4	4	1	1	1	I+64	dcml	f	I		I+64	I	+	64					+	1	0	8, 0, 4		0	8
1014	2.0	250	249	0	0	4/4	4	1		1	V6/vi	dcml	f	I		V6/vi	V		6		vi			M	1	0	8, 5, 4		4	8
1016	5.0	250	249	1/2	1/2	4/4	4	1		1	#viio7/vi	dcml	f	I		#viio7/vi	#vii	o	7		vi			o7	1	0	8, 5, 2, -1		8	8
1021	1.0	251	250	3/4	3/4	4/4	4	1		1	IV+64	dcml	f	I		IV+64	IV	+	64					+	1	0	7, -1, 3		-1	7
1022	2.0	252	251	0	0	4/4	4	1		1	V6/ii	dcml	f	I		V6/ii	V		6		ii			M	1	0	7, 4, 3		3	7
1024	2.0	252	251	1/2	1/2	4/4	4	1		1	V6(+6)/ii	dcml	f	I		V6(+6)/ii	V		6	+6	ii			M	1	0	7, 4, 3	-1	3	7
1026	3.0	253	252	0	0	4/4	4	1		1	#viio7/ii	dcml	f	I		#viio7/ii	#vii	o	7		ii			o7	1	0	7, 4, 1, -2		7	7
1029	3.0	253	252	3/4	3/4	4/4	4	1		1	bVII	dcml	f	I		bVII	bVII							M	1	0	-2, 2, -1		-2	-2
1032	6.0	254	253	1/2	1/2	4/4	4	1		1	bvii	dcml	f	I		bvii	bvii							m	1	0	-2, -5, -1		-2	-2
1038	6.0	256	255	0	0	4/4	4	1		1	I	dcml	f	I		I	I							M	1	0	0, 4, 1		0	0
1044	2.0	257	256	1/2	1/2	4/4	4	1		1	IV64(+4)	dcml	f	I		IV64(+4)	IV		64	+4				M	1	0	0, -1, 3	5	-1	0
1046	2.0	258	257	0	0	4/4	4	1		1	vi	dcml	f	I		vi	vi							m	1	0	3, 0, 4		3	3
1048	1.0	258	257	1/2	1/2	4/4	4	1		1	V	dcml	f	I		V	V							M	1	0	1, 5, 2		1	1
1049	1.0	258	257	3/4	3/4	4/4	4	1		1	vii%7(+2)/V	dcml	f	I		vii%7(+2)/V	vii	%	7	+2	V			%7	1	0	6, 3, 0, 4	1	6	6
1050	4.0	259	258	0	0	4/4	4	1		1	V\\	dcml	f	I		V	V						\\	M	1	0	1, 5, 2		1	1
1054	4.0	260	259	0	0	4/4	4	1		1	I	dcml	f	I		I	I							M	1	0	0, 4, 1		0	0
1058	2.0	261	260	0	0	4/4	4	1		1	vi7	dcml	f	I		vi7	vi		7					mm7	1	0	3, 0, 4, 1		3	3
1060	2.0	261	260	1/2	1/2	4/4	4	1		1	vi2	dcml	f	I		vi2	vi		2					mm7	1	0	1, 3, 0, 4		3	1
1062	2.0	262	261	0	0	4/4	4	1		1	ii65	dcml	f	I		ii65	ii		65					mm7	1	0	-1, 3, 0, 2		2	-1
1064	2.0	262	261	1/2	1/2	4/4	4	1		1	V	dcml	f	I		V	V							M	1	0	1, 5, 2		1	1
1066	4.0	263	262	0	0	4/4	4	1		1	I\\	dcml	f	I		I	I						\\	M	1	0	0, 4, 1		0	0
1070	6.0	264	263	0	0	4/4	4	1		1	I	dcml	f	I		I	I							M	1	0	0, 4, 1		0	0
1076	2.0	265	264	1/2	1/2	4/4	4	1		1	IV(+4)	dcml	f	I		IV(+4)	IV			+4				M	1	0	-1, 3, 0	5	-1	-1
1078	1.0	266	265	0	0	4/4	4	1		1	vi(4)	dcml	f	I		vi(4)	vi			4				m	1	0	3, 2, 4		3	3
1079	1.0	266	265	1/4	1/4	4/4	4	1		1	vi	dcml	f	I		vi	vi							m	1	0	3, 0, 4		3	3
1080	1.0	266	265	1/2	1/2	4/4	4	1		1	V	dcml	f	I		V	V							M	1	0	1, 5, 2		1	1
1081	1.0	266	265	3/4	3/4	4/4	4	1		1	vii%7(+2)/V	dcml	f	I		vii%7(+2)/V	vii	%	7	+2	V			%7	1	0	6, 3, 0, 4	1	6	6
1082	1.0	267	266	0	0	4/4	4	1		1	V(6)	dcml	f	I		V(6)	V			6				M	1	0	1, 5, 4		1	1
1083	3.0	267	266	1/4	1/4	4/4	4	1		1	V\\	dcml	f	I		V	V						\\	M	1	0	1, 5, 2		1	1
1086	4.0	268	267	0	0	4/4	4	1		1	I	dcml	f	I		I	I							M	1	0	0, 4, 1		0	0
1090	2.0	269	268	0	0	4/4	4	1		1	vi7	dcml	f	I		vi7	vi		7					mm7	1	0	3, 0, 4, 1		3	3
1092	2.0	269	268	1/2	1/2	4/4	4	1		1	vi2	dcml	f	I		vi2	vi		2					mm7	1	0	1, 3, 0, 4		3	1
1094	2.0	270	269	0	0	4/4	4	1		1	ii65	dcml	f	I		ii65	ii		65					mm7	1	0	-1, 3, 0, 2		2	-1
1096	2.0	270	269	1/2	1/2	4/4	4	1		1	V	dcml	f	I		V	V							M	1	0	1, 5, 2		1	1
1098	1.0	271	270	0	0	4/4	4	1		1	I(+2)	dcml	f	I		I(+2)	I			+2				M	1	0	0, 4, 1	2	0	0
1099	1.0	271	270	1/4	1/4	4/4	4	1		1	I\\	dcml	f	I		I	I						\\	M	1	0	0, 4, 1		0	0
1100	1.0	271	270	1/2	1/2	4/4	4	1		1	I64	dcml	f	I		I64	I		64					M	1	0	1, 0, 4		0	1
1101	3.0	271	270	3/4	3/4	4/4	4	1		1	V[I64	dcml	f	I	V	I64	I		64					M	1	0	1, 0, 4		0	1
1104	1.0	272	271	1/2	1/2	4/4	4	1		1	V(4)	dcml	f	I	V	V(4)	V			4				M	1	0	1, 0, 2		1	1
1105	1.0	272	271	3/4	3/4	4/4	4	1		1	V	dcml	f	I	V	V	V							M	1	0	1, 5, 2		1	1
1106	2.0	273	272	0	0	4/4	4	1		1	V7	dcml	f	I	V	V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
1108	4.0	273	272	1/2	1/2	4/4	4	1		1	vi2	dcml	f	I	V	vi2	vi		2					mm7	1	0	1, 3, 0, 4		3	1
1112	2.0	274	273	1/2	1/2	4/4	4	1		1	V	dcml	f	I	V	V	V							M	1	0	1, 5, 2		1	1
1114	2.0	275	274	0	0	4/4	4	1		1	V7	dcml	f	I	V	V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
1116	2.0	275	274	1/2	1/2	4/4	4	1		1	I64	dcml	f	I	V	I64	I		64					M	1	0	1, 0, 4		0	1
1118	2.0	276	275	0	0	4/4	4	1		1	I	dcml	f	I	V	I	I							M	1	0	0, 4, 1		0	0
1120	2.0	276	275	1/2	1/2	4/4	4	1		1	V6	dcml	f	I	V	V6	V		6					M	1	0	5, 2, 1		1	5
1122	2.0	277	276	0	0	4/4	4	1		1	viio	dcml	f	I	V	viio	vii	o						o	1	0	5, 2, -1		5	5
1124	4.0	277	276	1/2	1/2	4/4	4	1		1	vi	dcml	f	I	V	vi	vi							m	1	0	3, 0, 4		3	3
1128	2.0	278	277	1/2	1/2	4/4	4	1		1	V	dcml	f	I	V	V	V							M	1	0	1, 5, 2		1	1
1130	2.0	279	278	0	0	4/4	4	1		1	V7	dcml	f	I	V	V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
1132	1.0	279	278	1/2	1/2	4/4	4	1		1	IV]	dcml	f	I	V	IV	IV							M	1	0	-1, 3, 0		-1	-1
1133	1.0	279	278	3/4	3/4	4/4	4	1		1	I6	dcml	f	I		I6	I		6					M	1	0	4, 1, 0		0	4
1134	2.0	280	279	0	0	4/4	4	1		1	V	dcml	f	I		V	V							M	1	0	1, 5, 2		1	1
1136	2.0	280	279	1/2	1/2	4/4	4	1		1	V64	dcml	f	I		V64	V		64					M	1	0	2, 1, 5		1	2
1138	2.0	281	280	0	0	4/4	4	1		1	I6	dcml	f	I		I6	I		6					M	1	0	4, 1, 0		0	4
1140	1.0	281	280	1/2	1/2	4/4	4	1		1	I	dcml	f	I		I	I							M	1	0	0, 4, 1		0	0
1141	1.0	281	280	3/4	3/4	4/4	4	1		1	I6	dcml	f	I		I6	I		6					M	1	0	4, 1, 0		0	4
1142	2.0	282	281	0	0	4/4	4	1		1	V(64)	dcml	f	I		V(64)	V			64				M	1	0	1, 0, 4		1	1
1144	2.0	282	281	1/2	1/2	4/4	4	1		1	V7	dcml	f	I		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
1146	4.0	283	282	0	0	4/4	4	1		1	I\\	dcml	f	I		I	I						\\	M	1	0	0, 4, 1		0	0
