quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	harmony_layer	label	regex_match	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
76	3.0	14	14	0	0	4/4	4	1		1	V	dcml	f	i		V	V							M	1	1	1, 5, 2		1	1
79	1.0	14	14	3/4	3/4	4/4	4	1		1	V6	dcml	f	i		V6	V		6					M	1	1	5, 2, 1		1	5
80	2.0	15	15	0	0	4/4	4	1		1	I(+4)	dcml	f	i		I(+4)	I			+4				M	1	1	0, 4, 1	-1	0	0
82	4.0	15	15	1/2	1/2	4/4	4	1		1	I64	dcml	f	i		I64	I		64					M	1	1	1, 0, 4		0	1
86	2.0	16	16	1/2	1/2	4/4	4	1		1	I	dcml	f	i		I	I							M	1	1	0, 4, 1		0	0
88	2.0	17	17	0	0	4/4	4	1		1	I[I6	dcml	f	i	I	I6	I		6					M	1	1	4, 1, 0		0	4
90	6.0	17	17	1/2	1/2	4/4	4	1		1	viio/IV	dcml	f	i	I	viio/IV	vii	o			IV			o	1	1	4, 1, -2		4	4
96	2.0	19	19	0	0	4/4	4	1		1	IV(4)	dcml	f	i	I	IV(4)	IV			4				M	1	1	-1, -2, 0		-1	-1
98	1.0	19	19	1/2	1/2	4/4	4	1		1	IV	dcml	f	i	I	IV	IV							M	1	1	-1, 3, 0		-1	-1
99	1.0	19	19	3/4	3/4	4/4	4	1		1	V2/IV	dcml	f	i	I	V2/IV	V		2		IV			Mm7	1	1	-2, 0, 4, 1		0	-2
100	1.0	20	20	0	0	4/4	4	1		1	IV6	dcml	f	i	I	IV6	IV		6					M	1	1	3, 0, -1		-1	3
101	1.0	20	20	1/4	1/4	4/4	4	1		1	I64	dcml	f	i	I	I64	I		64					M	1	1	1, 0, 4		0	1
102	2.0	20	20	1/2	1/2	4/4	4	1		1	IV	dcml	f	i	I	IV	IV							M	1	1	-1, 3, 0		-1	-1
104	4.0	21	21	0	0	4/4	4	1		1	ii	dcml	f	i	I	ii	ii							m	1	1	2, -1, 3		2	2
108	1.0	22	22	0	0	4/4	4	1		1	I6	dcml	f	i	I	I6	I		6					M	1	1	4, 1, 0		0	4
109	1.0	22	22	1/4	1/4	4/4	4	1		1	IV	dcml	f	i	I	IV	IV							M	1	1	-1, 3, 0		-1	-1
110	1.0	22	22	1/2	1/2	4/4	4	1		1	I6	dcml	f	i	I	I6	I		6					M	1	1	4, 1, 0		0	4
111	1.0	22	22	3/4	3/4	4/4	4	1		1	ii	dcml	f	i	I	ii	ii							m	1	1	2, -1, 3		2	2
112	1.0	23	23	0	0	4/4	4	1		1	I6	dcml	f	i	I	I6	I		6					M	1	1	4, 1, 0		0	4
113	1.0	23	23	1/4	1/4	4/4	4	1		1	ii65	dcml	f	i	I	ii65	ii		65					mm7	1	1	-1, 3, 0, 2		2	-1
114	2.0	23	23	1/2	1/2	4/4	4	1		1	V7	dcml	f	i	I	V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
116	2.0	24	24	0	0	4/4	4	1		1	I]	dcml	f	i	I	I	I							M	1	1	0, 4, 1		0	0
118	2.0	24	24	1/2	1/2	4/4	4	1		1	I64	dcml	f	i		I64	I		64					M	1	1	1, 0, 4		0	1
120	2.0	25	25	0	0	4/4	4	1		1	I	dcml	f	i		I	I							M	1	1	0, 4, 1		0	0
122	2.0	25	25	1/2	1/2	4/4	4	1		1	V65/IV	dcml	f	i		V65/IV	V		65		IV			Mm7	1	1	4, 1, -2, 0		0	4
124	2.0	26	26	0	0	4/4	4	1		1	I	dcml	f	i		I	I							M	1	1	0, 4, 1		0	0
126	2.0	26	26	1/2	1/2	4/4	4	1		1	viio6/IV	dcml	f	i		viio6/IV	vii	o	6		IV			o	1	1	1, -2, 4		4	1
128	2.0	27	27	0	0	4/4	4	1		1	V7/IV	dcml	f	i		V7/IV	V		7		IV			Mm7	1	1	0, 4, 1, -2		0	0
130	2.0	27	27	1/2	1/2	4/4	4	1		1	viio/IV	dcml	f	i		viio/IV	vii	o			IV			o	1	1	4, 1, -2		4	4
132	2.0	28	28	0	0	4/4	4	1		1	IV64	dcml	f	i		IV64	IV		64					M	1	1	0, -1, 3		-1	0
134	2.0	28	28	1/2	1/2	4/4	4	1		1	IV	dcml	f	i		IV	IV							M	1	1	-1, 3, 0		-1	-1
136	2.0	29	29	0	0	4/4	4	1		1	IV64	dcml	f	i		IV64	IV		64					M	1	1	0, -1, 3		-1	0
138	2.0	29	29	1/2	1/2	4/4	4	1		1	IV	dcml	f	i		IV	IV							M	1	1	-1, 3, 0		-1	-1
140	2.0	30	30	0	0	4/4	4	1		1	ii2(+2)	dcml	f	i		ii2(+2)	ii		2	+2				mm7	1	1	0, 2, -1, 3	-3	2	0
142	1.0	30	30	1/2	1/2	4/4	4	1		1	ii6(119)	dcml	f	i		ii6(119)	ii		6	119				m	1	1	-1, 3, 2	1, -3	2	-1
143	1.0	30	30	3/4	3/4	4/4	4	1		1	ii6	dcml	f	i		ii6	ii		6					m	1	1	-1, 3, 2		2	-1
144	1.0	31	31	0	0	4/4	4	1		1	ii2(9)	dcml	f	i		ii2(9)	ii		2	9				mm7	1	1	0, 2, -1, 3	-3	2	0
145	1.0	31	31	1/4	1/4	4/4	4	1		1	ii2	dcml	f	i		ii2	ii		2					mm7	1	1	0, 2, -1, 3		2	0
146	2.0	31	31	1/2	1/2	4/4	4	1		1	V2	dcml	f	i		V2	V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
148	2.0	32	32	0	0	4/4	4	1		1	I	dcml	f	i		I	I							M	1	1	0, 4, 1		0	0
150	2.0	32	32	1/2	1/2	4/4	4	1		1	I6	dcml	f	i		I6	I		6					M	1	1	4, 1, 0		0	4
152	4.0	33	33	0	0	4/4	4	1		1	I	dcml	f	i		I	I							M	1	1	0, 4, 1		0	0
156	4.0	34	34	0	0	4/4	4	1		1	V6	dcml	f	i		V6	V		6					M	1	1	5, 2, 1		1	5
160	4.0	35	35	0	0	4/4	4	1		1	vi	dcml	f	i		vi	vi							m	1	1	-4, -7, -3		-4	-4
164	2.0	36	36	0	0	4/4	4	1		1	IV6	dcml	f	i		IV6	IV		6					M	1	1	3, 0, -1		-1	3
166	2.0	36	36	1/2	1/2	4/4	4	1		1	I6	dcml	f	i		I6	I		6					M	1	1	4, 1, 0		0	4
168	4.0	37	37	0	0	4/4	4	1		1	IV	dcml	f	i		IV	IV							M	1	1	-1, 3, 0		-1	-1
172	4.0	38	38	0	0	4/4	4	1		1	viio6	dcml	f	i		viio6	vii	o	6					o	1	1	-5, -8, -2		-2	-5
176	4.0	39	39	0	0	4/4	4	1		1	I\\	dcml	f	i		I	I						\\	M	1	1	0, 4, 1		0	0
180	2.0	40	40	0	0	4/4	4	1		1	IV6	dcml	f	i		IV6	IV		6					M	1	1	3, 0, -1		-1	3
182	2.0	40	40	1/2	1/2	4/4	4	1		1	V6	dcml	f	i		V6	V		6					M	1	1	5, 2, 1		1	5
184	1.0	41	41	0	0	4/4	4	1		1	I	dcml	f	i		I	I							M	1	1	0, 4, 1		0	0
185	1.0	41	41	1/4	1/4	4/4	4	1		1	vi6	dcml	f	i		vi6	vi		6					m	1	1	-7, -3, -4		-4	-7
186	14.0	41	41	1/2	1/2	4/4	4	1		1	V/iii\\	dcml	f	i		V/iii	V				iii		\\	M	1	1	-2, 2, -1		-2	-2
200	5.0	45	45	0	0	4/4	4	1		1	#III.I[I	dcml	f	#III	I	I	I							M	1	0	0, 4, 1		0	0
205	1.0	46	46	1/4	1/4	4/4	4	1		1	v6	dcml	f	#III	I	v6	v		6					m	1	0	-2, 2, 1		1	-2
206	3.0	46	46	1/2	1/2	4/4	4	1		1	viio6	dcml	f	#III	I	viio6	vii	o	6					o	1	0	2, -1, 5		5	2
209	1.0	47	47	1/4	1/4	4/4	4	1		1	I64	dcml	f	#III	I	I64	I		64					M	1	0	1, 0, 4		0	1
210	2.0	47	47	1/2	1/2	4/4	4	1		1	IV64	dcml	f	#III	I	IV64	IV		64					M	1	0	0, -1, 3		-1	0
212	1.0	48	48	0	0	4/4	4	1		1	ii64	dcml	f	#III	I	ii64	ii		64					m	1	0	3, 2, -1		2	3
213	1.0	48	48	1/4	1/4	4/4	4	1		1	viio6/IV	dcml	f	#III	I	viio6/IV	vii	o	6		IV			o	1	0	1, -2, 4		4	1
214	2.0	48	48	1/2	1/2	4/4	4	1		1	IV	dcml	f	#III	I	IV	IV							M	1	0	-1, 3, 0		-1	-1
216	1.0	49	49	0	0	4/4	4	1		1	ii	dcml	f	#III	I	ii	ii							m	1	0	2, -1, 3		2	2
217	1.0	49	49	1/4	1/4	4/4	4	1		1	I6(+6)	dcml	f	#III	I	I6(+6)	I		6	+6				M	1	0	4, 1, 0	3	0	4
218	1.0	49	49	1/2	1/2	4/4	4	1		1	IV(+2)	dcml	f	#III	I	IV(+2)	IV			+2				M	1	0	-1, 3, 0	1	-1	-1
219	2.0	49	49	3/4	3/4	4/4	4	1		1	IV	dcml	f	#III	I	IV	IV							M	1	0	-1, 3, 0		-1	-1
221	2.0	50	50	1/4	1/4	4/4	4	1		1	V65	dcml	f	#III	I	V65	V		65					Mm7	1	0	5, 2, -1, 1		1	5
223	1.0	50	50	3/4	3/4	4/4	4	1		1	I	dcml	f	#III	I	I	I							M	1	0	0, 4, 1		0	0
224	1.0	51	51	0	0	4/4	4	1		1	viio6	dcml	f	#III	I	viio6	vii	o	6					o	1	0	2, -1, 5		5	2
225	1.0	51	51	1/4	1/4	4/4	4	1		1	V7	dcml	f	#III	I	V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
226	1.0	51	51	1/2	1/2	4/4	4	1		1	ii43	dcml	f	#III	I	ii43	ii		43					mm7	1	0	3, 0, 2, -1		2	3
227	1.0	51	51	3/4	3/4	4/4	4	1		1	V6]	dcml	f	#III	I	V6	V		6					M	1	0	5, 2, 1		1	5
228	1.0	52	52	0	0	4/4	4	1		1	V43	dcml	f	#III		V43	V		43					Mm7	1	0	2, -1, 1, 5		1	2
229	1.0	52	52	1/4	1/4	4/4	4	1		1	I	dcml	f	#III		I	I							M	1	0	0, 4, 1		0	0
230	2.0	52	52	1/2	1/2	4/4	4	1		1	I6	dcml	f	#III		I6	I		6					M	1	0	4, 1, 0		0	4
232	2.0	53	53	0	0	4/4	4	1		1	I	dcml	f	#III		I	I							M	1	0	0, 4, 1		0	0
234	4.0	53	53	1/2	1/2	4/4	4	1		1	I64	dcml	f	#III		I64	I		64					M	1	0	1, 0, 4		0	1
238	2.0	54	54	1/2	1/2	4/4	4	1		1	vi7	dcml	f	#III		vi7	vi		7					mm7	1	0	3, 0, 4, 1		3	3
240	2.0	55	55	0	0	4/4	4	1		1	I	dcml	f	#III		I	I							M	1	0	0, 4, 1		0	0
242	1.0	55	55	1/2	1/2	4/4	4	1		1	I(2)	dcml	f	#III		I(2)	I			2				M	1	0	2, 4, 1		0	2
243	1.0	55	55	3/4	3/4	4/4	4	1		1	I6	dcml	f	#III		I6	I		6					M	1	0	4, 1, 0		0	4
244	2.0	56	56	0	0	4/4	4	1		1	V7	dcml	f	#III		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
246	2.0	56	56	1/2	1/2	4/4	4	1		1	V65	dcml	f	#III		V65	V		65					Mm7	1	0	5, 2, -1, 1		1	5
248	2.0	57	57	0	0	4/4	4	1		1	I	dcml	f	#III		I	I							M	1	0	0, 4, 1		0	0
250	4.0	57	57	1/2	1/2	4/4	4	1		1	I64	dcml	f	#III		I64	I		64					M	1	0	1, 0, 4		0	1
254	4.0	58	58	1/2	1/2	4/4	4	1		1	vi7	dcml	f	#III		vi7	vi		7					mm7	1	0	3, 0, 4, 1		3	3
258	2.0	59	59	1/2	1/2	4/4	4	1		1	I64	dcml	f	#III		I64	I		64					M	1	0	1, 0, 4		0	1
260	4.0	60	60	0	0	4/4	4	1		1	V7	dcml	f	#III		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
264	2.0	61	61	0	0	4/4	4	1		1	I	dcml	f	#III		I	I							M	1	0	0, 4, 1		0	0
266	4.0	61	61	1/2	1/2	4/4	4	1		1	I6	dcml	f	#III		I6	I		6					M	1	0	4, 1, 0		0	4
270	2.0	62	62	1/2	1/2	4/4	4	1		1	vi2	dcml	f	#III		vi2	vi		2					mm7	1	0	1, 3, 0, 4		3	1
272	2.0	63	63	0	0	4/4	4	1		1	I	dcml	f	#III		I	I							M	1	0	0, 4, 1		0	0
274	1.0	63	63	1/2	1/2	4/4	4	1		1	I6(+2)	dcml	f	#III		I6(+2)	I		6	+2				M	1	0	4, 1, 0	2	0	4
275	1.0	63	63	3/4	3/4	4/4	4	1		1	I	dcml	f	#III		I	I							M	1	0	0, 4, 1		0	0
276	2.0	64	64	0	0	4/4	4	1		1	V7	dcml	f	#III		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
278	2.0	64	64	1/2	1/2	4/4	4	1		1	V65	dcml	f	#III		V65	V		65					Mm7	1	0	5, 2, -1, 1		1	5
280	2.0	65	65	0	0	4/4	4	1		1	I	dcml	f	#III		I	I							M	1	0	0, 4, 1		0	0
282	2.0	65	65	1/2	1/2	4/4	4	1		1	I6	dcml	f	#III		I6	I		6					M	1	0	4, 1, 0		0	4
284	2.0	66	66	0	0	4/4	4	1		1	I	dcml	f	#III		I	I							M	1	0	0, 4, 1		0	0
286	2.0	66	66	1/2	1/2	4/4	4	1		1	vi2	dcml	f	#III		vi2	vi		2					mm7	1	0	1, 3, 0, 4		3	1
288	2.0	67	67	0	0	4/4	4	1		1	V7(9)	dcml	f	#III		V7(9)	V		7	9				Mm7	1	0	1, 5, 2, -1	3	1	1
290	2.0	67	67	1/2	1/2	4/4	4	1		1	V43(+2)	dcml	f	#III		V43(+2)	V		43	+2				Mm7	1	0	2, -1, 1, 5	3	1	2
292	2.0	68	68	0	0	4/4	4	1		1	vi7	dcml	f	#III		vi7	vi		7					mm7	1	0	3, 0, 4, 1		3	3
294	2.0	68	68	1/2	1/2	4/4	4	1		1	I64	dcml	f	#III		I64	I		64					M	1	0	1, 0, 4		0	1
296	2.0	69	69	0	0	4/4	4	1		1	vi7	dcml	f	#III		vi7	vi		7					mm7	1	0	3, 0, 4, 1		3	3
298	2.0	69	69	1/2	1/2	4/4	4	1		1	V	dcml	f	#III		V	V							M	1	0	1, 5, 2		1	1
300	2.0	70	70	0	0	4/4	4	1		1	V(2)	dcml	f	#III		V(2)	V			2				M	1	0	3, 5, 2		1	3
302	2.0	70	70	1/2	1/2	4/4	4	1		1	V	dcml	f	#III		V	V							M	1	0	1, 5, 2		1	1
304	2.0	71	71	0	0	4/4	4	1		1	V43(+2)	dcml	f	#III		V43(+2)	V		43	+2				Mm7	1	0	2, -1, 1, 5	3	1	2
306	2.0	71	71	1/2	1/2	4/4	4	1		1	I64	dcml	f	#III		I64	I		64					M	1	0	1, 0, 4		0	1
308	2.0	72	72	0	0	4/4	4	1		1	vi	dcml	f	#III		vi	vi							m	1	0	3, 0, 4		3	3
310	2.0	72	72	1/2	1/2	4/4	4	1		1	I64	dcml	f	#III		I64	I		64					M	1	0	1, 0, 4		0	1
312	2.0	73	73	0	0	4/4	4	1		1	I6	dcml	f	#III		I6	I		6					M	1	0	4, 1, 0		0	4
314	2.0	73	73	1/2	1/2	4/4	4	1		1	V6(+6)	dcml	f	#III		V6(+6)	V		6	+6				M	1	0	5, 2, 1	4	1	5
316	2.0	74	74	0	0	4/4	4	1		1	I6	dcml	f	#III		I6	I		6					M	1	0	4, 1, 0		0	4
318	2.0	74	74	1/2	1/2	4/4	4	1		1	V43	dcml	f	#III		V43	V		43					Mm7	1	0	2, -1, 1, 5		1	2
320	2.0	75	75	0	0	4/4	4	1		1	V2(+2)	dcml	f	#III		V2(+2)	V		2	+2				Mm7	1	0	-1, 1, 5, 2	3	1	-1
322	2.0	75	75	1/2	1/2	4/4	4	1		1	I(+42)	dcml	f	#III		I(+42)	I			+42				M	1	0	2, 4, 1	-1	0	2
324	2.0	76	76	0	0	4/4	4	1		1	IV	dcml	f	#III		IV	IV							M	1	0	-1, 3, 0		-1	-1
326	1.0	76	76	1/2	1/2	4/4	4	1		1	I	dcml	f	#III		I	I							M	1	0	0, 4, 1		0	0
327	1.0	76	76	3/4	3/4	4/4	4	1		1	I6	dcml	f	#III		I6	I		6					M	1	0	4, 1, 0		0	4
328	2.0	77	77	0	0	4/4	4	1		1	V7	dcml	f	#III		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
330	2.0	77	77	1/2	1/2	4/4	4	1		1	V43	dcml	f	#III		V43	V		43					Mm7	1	0	2, -1, 1, 5		1	2
332	2.0	78	78	0	0	4/4	4	1		1	I6	dcml	f	#III		I6	I		6					M	1	0	4, 1, 0		0	4
334	2.0	78	78	1/2	1/2	4/4	4	1		1	I	dcml	f	#III		I	I							M	1	0	0, 4, 1		0	0
336	2.0	79	79	0	0	4/4	4	1		1	V(64)	dcml	f	#III		V(64)	V			64				M	1	0	1, 0, 4		1	1
338	2.0	79	79	1/2	1/2	4/4	4	1		1	V7	dcml	f	#III		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
		80	80	0	0	4/4	4	1	1	1	I\\	dcml	f	#III		I	I						\\	M	1	0	0, 4, 1		0	0
		80	80	3/4	3/4	4/4	4	1	1	1	I64	dcml	f	#III		I64	I		64					M	1	0	1, 0, 4		0	1
		81	81	1/2	1/2	4/4	4	1	1	1	#vo7	dcml	f	#III		#vo7	#v	o	7					o7	1	0	8, 5, 2, -1		8	8
		82	82	3/4	3/4	4/4	4	1	1	1	I.I	dcml	f	I		I	I							M	1	0	0, 4, 1		0	0
		83	83	0	0	4/4	4	1	1	1	V	dcml	f	I		V	V							M	1	0	1, 5, 2		1	1
		83	83	1/2	1/2	4/4	4	1	1	1	V6	dcml	f	I		V6	V		6					M	1	0	5, 2, 1		1	5
		84	84	0	0	4/4	4	1	1	1	#III.I	dcml	f	#III		I	I							M	1	0	0, 4, 1		0	0
		84	84	3/4	3/4	4/4	4	1	1	1	vi	dcml	f	#III		vi	vi							m	1	0	3, 0, 4		3	3
340	2.0	85	85	0	0	4/4	4	1		1	V(64)	dcml	f	#III		V(64)	V			64				M	1	0	1, 0, 4		1	1
342	1.0	85	85	1/2	1/2	4/4	4	1		1	V	dcml	f	#III		V	V							M	1	0	1, 5, 2		1	1
343	1.0	85	85	3/4	3/4	4/4	4	1		1	V43	dcml	f	#III		V43	V		43					Mm7	1	0	2, -1, 1, 5		1	2
344	4.0	86	86	0	0	4/4	4	1		1	@none	dcml	f	#III		@none	@none							m	1	0				
348	4.0	88	87	0	0	4/4	4	1		1	V.I	dcml	f	V		I	I							M	1	0	0, 4, 1		0	0
352	4.0	89	88	0	0	4/4	4	1		1	iii	dcml	f	V		iii	iii							m	1	0	4, 1, 5		4	4
356	8.0	90	89	0	0	4/4	4	1		1	V	dcml	f	V		V	V							M	1	0	1, 5, 2		1	1
364	2.0	92	91	0	0	4/4	4	1		1	IV	dcml	f	V		IV	IV							M	1	0	-1, 3, 0		-1	-1
366	5.0	92	91	1/2	1/2	4/4	4	1		1	I	dcml	f	V		I	I							M	1	0	0, 4, 1		0	0
371	1.0	93	92	3/4	3/4	4/4	4	1		1	vi	dcml	f	V		vi	vi							m	1	0	3, 0, 4		3	3
372	2.0	94	93	0	0	4/4	4	1		1	V	dcml	f	V		V	V							M	1	0	1, 5, 2		1	1
374	2.0	94	93	1/2	1/2	4/4	4	1		1	V7	dcml	f	V		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
376	4.0	95	94	0	0	4/4	4	1		1	V43	dcml	f	V		V43	V		43					Mm7	1	0	2, -1, 1, 5		1	2
380	1.0	96	95	0	0	4/4	4	1		1	IV6	dcml	f	V		IV6	IV		6					M	1	0	3, 0, -1		-1	3
381	1.0	96	95	1/4	1/4	4/4	4	1		1	vii%7	dcml	f	V		vii%7	vii	%	7					%7	1	0	5, 2, -1, 3		5	5
382	5.0	96	95	1/2	1/2	4/4	4	1		1	I	dcml	f	V		I	I							M	1	0	0, 4, 1		0	0
387	1.0	97	96	3/4	3/4	4/4	4	1		1	IV	dcml	f	V		IV	IV							M	1	0	-1, 3, 0		-1	-1
388	2.0	98	97	0	0	4/4	4	1		1	vi64	dcml	f	V		vi64	vi		64					m	1	0	4, 3, 0		3	4
390	5.0	98	97	1/2	1/2	4/4	4	1		1	V7/vi	dcml	f	V		V7/vi	V		7		vi			Mm7	1	0	4, 8, 5, 2		4	4
395	1.0	99	98	3/4	3/4	4/4	4	1		1	vii%43	dcml	f	V		vii%43	vii	%	43					%7	1	0	-1, 3, 5, 2		5	-1
396	2.0	100	99	0	0	4/4	4	1		1	V7/vi	dcml	f	V		V7/vi	V		7		vi			Mm7	1	0	4, 8, 5, 2		4	4
398	2.0	100	99	1/2	1/2	4/4	4	1		1	vi64	dcml	f	V		vi64	vi		64					m	1	0	4, 3, 0		3	4
400	2.0	101	100	0	0	4/4	4	1		1	vi	dcml	f	V		vi	vi							m	1	0	3, 0, 4		3	3
402	1.0	101	100	1/2	1/2	4/4	4	1		1	vi6	dcml	f	V		vi6	vi		6					m	1	0	0, 4, 3		3	0
403	1.0	101	100	3/4	3/4	4/4	4	1		1	ii2	dcml	f	V		ii2	ii		2					mm7	1	0	0, 2, -1, 3		2	0
404	2.0	102	101	0	0	4/4	4	1		1	V(9)/IV	dcml	f	V		V(9)/IV	V			9	IV			M	1	0	0, 4, 1	2	0	0
406	2.0	102	101	1/2	1/2	4/4	4	1		1	V2/IV	dcml	f	V		V2/IV	V		2		IV			Mm7	1	0	-2, 0, 4, 1		0	-2
408	2.0	103	102	0	0	4/4	4	1		1	V43/IV	dcml	f	V		V43/IV	V		43		IV			Mm7	1	0	1, -2, 0, 4		0	1
410	4.0	103	102	1/2	1/2	4/4	4	1		1	V2/IV	dcml	f	V		V2/IV	V		2		IV			Mm7	1	0	-2, 0, 4, 1		0	-2
414	1.0	104	103	1/2	1/2	4/4	4	1		1	I.I6	dcml	f	I		I6	I		6					M	1	0	4, 1, 0		0	4
415	1.0	104	103	3/4	3/4	4/4	4	1		1	V43	dcml	f	I		V43	V		43					Mm7	1	0	2, -1, 1, 5		1	2
416	2.0	105	104	0	0	4/4	4	1		1	I	dcml	f	I		I	I							M	1	0	0, 4, 1		0	0
418	1.0	105	104	1/2	1/2	4/4	4	1		1	I6	dcml	f	I		I6	I		6					M	1	0	4, 1, 0		0	4
419	1.0	105	104	3/4	3/4	4/4	4	1		1	vi64	dcml	f	I		vi64	vi		64					m	1	0	4, 3, 0		3	4
420	2.0	106	105	0	0	4/4	4	1		1	V/vi	dcml	f	I		V/vi	V				vi			M	1	0	4, 8, 5		4	4
422	1.0	106	105	1/2	1/2	4/4	4	1		1	vi.#viio	dcml	f	vi		#viio	#vii	o						o	1	1	5, 2, -1		5	5
423	1.0	106	105	3/4	3/4	4/4	4	1		1	#viio2	dcml	f	vi		#viio2	#vii	o	2					o7	1	1	-4, 5, 2, -1		5	-4
424	1.0	107	106	0	0	4/4	4	1		1	i64	dcml	f	vi		i64	i		64					m	1	1	1, 0, -3		0	1
425	1.0	107	106	1/4	1/4	4/4	4	1		1	iio6	dcml	f	vi		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
426	2.0	107	106	1/2	1/2	4/4	4	1		1	i6	dcml	f	vi		i6	i		6					m	1	1	-3, 1, 0		0	-3
428	1.0	108	107	0	0	4/4	4	1		1	VI(#2)	dcml	f	vi		VI(#2)	VI			#2				M	1	1	-4, 5, -3		-4	-4
429	1.0	108	107	1/4	1/4	4/4	4	1		1	VI	dcml	f	vi		VI	VI							M	1	1	-4, 0, -3		-4	-4
430	1.0	108	107	1/2	1/2	4/4	4	1		1	V	dcml	f	vi		V	V							M	1	1	1, 5, 2		1	1
431	1.0	108	107	3/4	3/4	4/4	4	1		1	#viio43	dcml	f	vi		#viio43	#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
432	1.0	109	108	0	0	4/4	4	1		1	i6	dcml	f	vi		i6	i		6					m	1	1	-3, 1, 0		0	-3
433	1.0	109	108	1/4	1/4	4/4	4	1		1	iv(9)	dcml	f	vi		iv(9)	iv			9				m	1	1	-1, -4, 0	1	-1	-1
