quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
829	1.5	285	277	0	0	6/8	4	1		IV	D	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
1661/2	1.5	285	277	3/8	3/8	6/8	4	1		iv	D	I		iv		iv							m	0	0	-1, -4, 0		-1	-1
832	1.5	286	278	0	0	6/8	4	1		I64	D	I		I64		I		64					M	0	0	1, 0, 4		0	1
1667/2	1.5	286	278	3/8	3/8	6/8	4	1		Ger6	D	I		Ger6	Ger	vii	o	65	b3	V			Ger	0	0	-4, 0, -3, 6		6	-4
835	3.0	287	279	0	0	6/8	4	1		V7	D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
838	3.0	288	280	0	0	6/8	4	1		V(64)	D	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
841	6.0	289	281	0	0	6/8	4	1		V7	D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
847	3.0	291	283	0	0	6/8	4	1		bVI.I	D	bVI		I		I							M	0	0	0, 4, 1		0	0
850	3.0	292	284	0	0	6/8	4	1		V65	D	bVI		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
853	3.0	293	285	0	0	6/8	4	1		I	D	bVI		I		I							M	0	0	0, 4, 1		0	0
856	3.0	294	286	0	0	6/8	4	1		V65	D	bVI		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
859	3.0	295	287	0	0	6/8	4	1		I	D	bVI		I		I							M	0	0	0, 4, 1		0	0
862	3.0	296	288	0	0	6/8	4	1		V65	D	bVI		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
865	1.5	297	289	0	0	6/8	4	1		I	D	bVI		I		I							M	0	0	0, 4, 1		0	0
1733/2	1.5	297	289	3/8	3/8	6/8	4	1		V7/IV	D	bVI		V7/IV		V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
868	3.0	298	290	0	0	6/8	4	1		I.viio/V	D	I		viio/V		vii	o			V			o	0	0	6, 3, 0		6	6
871	4.5	299	291	0	0	6/8	4	1		V(64)	D	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
1751/2	1.5	300	292	3/8	3/8	6/8	4	1		V7	D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
877	1.5	301	293	0	0	6/8	4	1		I\\	D	I		I		I						\\	M	0	0	0, 4, 1		0	0
1757/2	1.5	301	293	3/8	3/8	6/8	4	1		bVI.I6	D	bVI		I6		I		6					M	0	0	4, 1, 0		0	4
880	3.0	302	294	0	0	6/8	4	1		V2/IV	D	bVI		V2/IV		V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
883	3.0	303	295	0	0	6/8	4	1		IV6	D	bVI		IV6		IV		6					M	0	0	3, 0, -1		-1	3
886	3.0	304	296	0	0	6/8	4	1		I.viio7/V	D	I		viio7/V		vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
889	3.0	305	297	0	0	6/8	4	1		V(64)	D	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
892	3.0	306	298	0	0	6/8	4	1		V7	D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
895	2.0	307	299	0	0	6/8	4	1		I\\	D	I		I		I						\\	M	0	0	0, 4, 1		0	0
897	0.5	307	299	1/2	1/2	6/8	4	1		V7(2)	D	I		V7(2)		V		7	2				Mm7	0	0	3, 5, 2, -1		1	3
1795/2	0.5	307	299	5/8	5/8	6/8	4	1		V7	D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
898	2.0	308	300	0	0	6/8	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
900	0.5	308	300	1/2	1/2	6/8	4	1		V7(2)	D	I		V7(2)		V		7	2				Mm7	0	0	3, 5, 2, -1		1	3
1801/2	0.5	308	300	5/8	5/8	6/8	4	1		V7	D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
901	2.0	309	301	0	0	6/8	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
903	0.5	309	301	1/2	1/2	6/8	4	1		V7(2)	D	I		V7(2)		V		7	2				Mm7	0	0	3, 5, 2, -1		1	3
1807/2	0.5	309	301	5/8	5/8	6/8	4	1		V7	D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
904	2.0	310	302	0	0	6/8	4	1		I64	D	I		I64		I		64					M	0	0	1, 0, 4		0	1
906	0.5	310	302	1/2	1/2	6/8	4	1		V7(2)	D	I		V7(2)		V		7	2				Mm7	0	0	3, 5, 2, -1		1	3
1813/2	0.5	310	302	5/8	5/8	6/8	4	1		V7	D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
907	1.5	311	303	0	0	6/8	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
1817/2	1.0	311	303	3/8	3/8	6/8	4	1		V7(2)	D	I		V7(2)		V		7	2				Mm7	0	0	3, 5, 2, -1		1	3
1819/2	0.5	311	303	5/8	5/8	6/8	4	1		V7	D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
910	1.5	312	304	0	0	6/8	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
1823/2	1.0	312	304	3/8	3/8	6/8	4	1		V7(2)	D	I		V7(2)		V		7	2				Mm7	0	0	3, 5, 2, -1		1	3
1825/2	0.5	312	304	5/8	5/8	6/8	4	1		V7	D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
913	1.5	313	305	0	0	6/8	4	1		I[I6	D	I	I	I6		I		6					M	0	0	4, 1, 0		0	4
1829/2	1.0	313	305	3/8	3/8	6/8	4	1		v6(2)	D	I	I	v6(2)		v		6	2				m	0	0	-2, 2, 3		1	-2
1831/2	0.5	313	305	5/8	5/8	6/8	4	1		v6	D	I	I	v6		v		6					m	0	0	-2, 2, 1		1	-2
916	1.0	314	306	0	0	6/8	4	1		IV6(2)	D	I	I	IV6(2)		IV		6	2				M	0	0	3, 0, 1		-1	3
917	0.5	314	306	1/4	1/4	6/8	4	1		IV6	D	I	I	IV6		IV		6					M	0	0	3, 0, -1		-1	3
1835/2	1.0	314	306	3/8	3/8	6/8	4	1		iiio6(2)	D	I	I	iiio6(2)		iii	o	6	2				o	0	0	1, -2, -1		4	1
1837/2	0.5	314	306	5/8	5/8	6/8	4	1		iiio6	D	I	I	iiio6		iii	o	6					o	0	0	1, -2, 4		4	1
919	1.0	315	307	0	0	6/8	4	1		ii6(2)	D	I	I	ii6(2)		ii		6	2				m	0	0	-1, 3, 4		2	-1
920	0.5	315	307	1/4	1/4	6/8	4	1		ii6	D	I	I	ii6		ii		6					m	0	0	-1, 3, 2		2	-1
1841/2	1.0	315	307	3/8	3/8	6/8	4	1		I6(2)	D	I	I	I6(2)		I		6	2				M	0	0	4, 1, 2		0	4
1843/2	0.5	315	307	5/8	5/8	6/8	4	1		I6	D	I	I	I6		I		6					M	0	0	4, 1, 0		0	4
922	1.0	316	308	0	0	6/8	4	1		bVII6(2)	D	I	I	bVII6(2)		bVII		6	2				M	0	0	2, -1, 0		-2	2
923	0.5	316	308	1/4	1/4	6/8	4	1		bVII6	D	I	I	bVII6		bVII		6					M	0	0	2, -1, -2		-2	2
1847/2	1.0	316	308	3/8	3/8	6/8	4	1		vi6(2)	D	I	I	vi6(2)		vi		6	2				m	0	0	0, 4, 5		3	0
1849/2	0.5	316	308	5/8	5/8	6/8	4	1		vi6	D	I	I	vi6		vi		6					m	0	0	0, 4, 3		3	0
925	1.0	317	309	0	0	6/8	4	1		v6(2)	D	I	I	v6(2)		v		6	2				m	0	0	-2, 2, 3		1	-2
926	0.5	317	309	1/4	1/4	6/8	4	1		v6	D	I	I	v6		v		6					m	0	0	-2, 2, 1		1	-2
1853/2	1.0	317	309	3/8	3/8	6/8	4	1		#ivo6(2)	D	I	I	#ivo6(2)		#iv	o	6	2				o	0	0	3, 0, 1		6	3
1855/2	0.5	317	309	5/8	5/8	6/8	4	1		#ivo6	D	I	I	#ivo6		#iv	o	6					o	0	0	3, 0, 6		6	3
928	1.0	318	310	0	0	6/8	4	1		#vo7(#7)	D	I	I	#vo7(#7)		#v	o	7	#7				o7	0	0	8, 5, 2, 6		8	8
929	0.5	318	310	1/4	1/4	6/8	4	1		#vo7	D	I	I	#vo7		#v	o	7					o7	0	0	8, 5, 2, -1		8	8
1859/2	1.0	318	310	3/8	3/8	6/8	4	1		iiio6(2)	D	I	I	iiio6(2)		iii	o	6	2				o	0	0	1, -2, -1		4	1
1861/2	0.5	318	310	5/8	5/8	6/8	4	1		iiio6	D	I	I	iiio6		iii	o	6					o	0	0	1, -2, 4		4	1
931	6.0	319	311	0	0	6/8	4	1		iiio6]	D	I	I	iiio6		iii	o	6					o	0	0	1, -2, 4		4	1
937	6.0	321	313	0	0	6/8	4	1		iii64	D	I		iii64		iii		64					m	0	0	5, 4, 1		4	5
943	3.0	323	315	0	0	6/8	4	1		#viio2/ii	D	I		#viio2/ii		#vii	o	2		ii			o7	0	0	-2, 7, 4, 1		7	-2
946	3.0	324	316	0	0	6/8	4	1		V7/ii	D	I		V7/ii		V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
949	3.0	325	317	0	0	6/8	4	1		ii64	D	I		ii64		ii		64					m	0	0	3, 2, -1		2	3
952	3.0	326	318	0	0	6/8	4	1		viio2	D	I		viio2		vii	o	2					o7	0	0	-4, 5, 2, -1		5	-4
955	6.0	327	319	0	0	6/8	4	1		V[V7	D	I	V	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
961	3.0	329	321	0	0	6/8	4	1		ii6(2)	D	I	V	ii6(2)		ii		6	2				m	0	0	-1, 3, 4		2	-1
964	3.0	330	322	0	0	6/8	4	1		ii6	D	I	V	ii6		ii		6					m	0	0	-1, 3, 2		2	-1
967	3.0	331	323	0	0	6/8	4	1		V(9)	D	I	V	V(9)		V			9				M	0	0	1, 5, 2	3	1	1
970	3.0	332	324	0	0	6/8	4	1		V	D	I	V	V		V							M	0	0	1, 5, 2		1	1
973	3.0	333	325	0	0	6/8	4	1		vi7	D	I	V	vi7		vi		7					mm7	0	0	3, 0, 4, 1		3	3
976	1.5	334	326	0	0	6/8	4	1		IV6	D	I	V	IV6		IV		6					M	0	0	3, 0, -1		-1	3
1955/2	1.5	334	326	3/8	3/8	6/8	4	1		iv6	D	I	V	iv6		iv		6					m	0	0	-4, 0, -1		-1	-4
979	1.5	335	327	0	0	6/8	4	1		V7	D	I	V	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
1961/2	1.5	335	327	3/8	3/8	6/8	4	1		V+6	D	I	V	V+6		V	+	6					+	0	0	5, 9, 1		1	5
982	1.5	336	328	0	0	6/8	4	1		I	D	I	V	I		I							M	0	0	0, 4, 1		0	0
1967/2	1.5	336	328	3/8	3/8	6/8	4	1		#io	D	I	V	#io		#i	o						o	0	0	7, 4, 1		7	7
985	1.5	337	329	0	0	6/8	4	1		ii	D	I	V	ii		ii							m	0	0	2, -1, 3		2	2
1973/2	1.5	337	329	3/8	3/8	6/8	4	1		#iio7	D	I	V	#iio7		#ii	o	7					o7	0	0	9, 6, 3, 0		9	9
988	1.5	338	330	0	0	6/8	4	1		iii	D	I	V	iii		iii							m	0	0	4, 1, 5		4	4
1979/2	1.5	338	330	3/8	3/8	6/8	4	1		III	D	I	V	III		III							M	0	0	4, 8, 5		4	4
991	1.5	339	331	0	0	6/8	4	1		IV	D	I	V	IV		IV							M	0	0	-1, 3, 0		-1	-1
1985/2	1.5	339	331	3/8	3/8	6/8	4	1		viio6	D	I	V	viio6		vii	o	6					o	0	0	2, -1, 5		5	2
994	3.0	340	332	0	0	6/8	4	1		I6]	D	I	V	I6		I		6					M	0	0	4, 1, 0		0	4
997	6.0	341	333	0	0	6/8	4	1		V7	D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
1003	3.0	343	335	0	0	6/8	4	1		I\\	D	I		I		I						\\	M	0	0	0, 4, 1		0	0
1006	3.0	344	336	0	0	6/8	4	1		IV	D	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
1009	1.5	345	337	0	0	6/8	4	1		V7/V	D	I		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
2021/2	1.5	345	337	3/8	3/8	6/8	4	1		V	D	I		V		V							M	0	0	1, 5, 2		1	1
1012	1.5	346	338	0	0	6/8	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
2027/2	1.0	346	338	3/8	3/8	6/8	4	1		ii6(7)	D	I		ii6(7)		ii		6	7				m	0	0	-1, 3, 0		2	-1
2029/2	0.5	346	338	5/8	5/8	6/8	4	1		ii6	D	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
1015	1.5	347	339	0	0	6/8	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
2033/2	1.5	347	339	3/8	3/8	6/8	4	1		vi	D	I		vi		vi							m	0	0	3, 0, 4		3	3
1018	3.0	348	340	0	0	6/8	4	1		IV7	D	I		IV7		IV		7					Mm7	0	0	-1, 3, 0, -3		-1	-1
1021	1.5	349	341	0	0	6/8	4	1		ii7	D	I		ii7		ii		7					mm7	0	0	2, -1, 3, 0		2	2
2045/2	1.5	349	341	3/8	3/8	6/8	4	1		V7	D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
1024	1.5	350	342	0	0	6/8	4	1		IM7	D	I		IM7		I	M	7					MM7	0	0	0, 4, 1, 5		0	0
2051/2	1.0	350	342	3/8	3/8	6/8	4	1		ii6(+42)	D	I		ii6(+42)		ii		6	+42				m	0	0	-1, 3, 4	1	2	-1
2053/2	0.5	350	342	5/8	5/8	6/8	4	1		viio64	D	I		viio64		vii	o	64					o	0	0	-1, 5, 2		5	-1
1027	2.0	351	343	0	0	6/8	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
1029	2.5	351	343	1/2	1/2	6/8	4	1		I(64)	D	I		I(64)		I			64				M	0	0	0, -1, 3		0	0
2063/2	3.0	352	344	3/8	3/8	6/8	4	1		ii2	D	I		ii2		ii		2					mm7	0	0	0, 2, -1, 3		2	0
2069/2	1.5	353	345	3/8	3/8	6/8	4	1		V6	D	I		V6		V		6					M	0	0	5, 2, 1		1	5
1036	3.0	354	346	0	0	6/8	4	1		V7	D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
1039	2.0	355	347	0	0	6/8	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
1041	3.0	355	347	1/2	1/2	6/8	4	1		I(64)	D	I		I(64)		I			64				M	0	0	0, -1, 3		0	0
1044	2.5	356	348	1/2	1/2	6/8	4	1		ii2	D	I		ii2		ii		2					mm7	0	0	0, 2, -1, 3		2	0
2093/2	2.0	357	349	3/8	3/8	6/8	4	1		V6	D	I		V6		V		6					M	0	0	5, 2, 1		1	5
2097/2	2.0	358	350	1/8	1/8	6/8	4	1		V7	D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
2101/2	0.5	358	350	5/8	5/8	6/8	4	1		viio6	D	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
1051	3.0	359	351	0	0	6/8	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
1054	3.0	360	352	0	0	6/8	4	1		IV	D	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
1057	3.0	361	353	0	0	6/8	4	1		V7(4)	D	I		V7(4)		V		7	4				Mm7	0	0	1, 0, 2, -1		1	1
1060	3.0	362	354	0	0	6/8	4	1		V7	D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
1063	3.0	363	355	0	0	6/8	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
1066	3.0	364	356	0	0	6/8	4	1		V7	D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
1069	3.0	365	357	0	0	6/8	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
1072	3.0	366	358	0	0	6/8	4	1		V7	D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
1075	12.0	367	359	0	0	6/8	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
1087	5.0	371	363	0	0	6/8	4	1		I\\	D	I		I		I						\\	M	0	0	0, 4, 1		0	0
