quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
43/2	0.5	8	7	5/8	5/8	3/4	4	1		V7	D	iii		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
22	2.0	9	8	0	0	3/4	4	1		i\\	D	iii		i		i						\\	m	0	1	0, -3, 1		0	0
24	2.0	10	8	0	1/2	3/4	4	1		IV.V7/vi	D	IV		V7/vi		V		7		vi			Mm7	0	0	4, 8, 5, 2		4	4
26	1.0	11	9	1/4	1/4	3/4	4	1		V(64)/vi	D	IV		V(64)/vi		V			64	vi			M	0	0	4, 3, 0		4	4
27	1.0	11	9	1/2	1/2	3/4	4	1		V2/vi	D	IV		V2/vi		V		2		vi			Mm7	0	0	2, 4, 8, 5		4	2
28	2.0	12	10	0	0	3/4	4	1		vi6	D	IV		vi6		vi		6					m	0	0	0, 4, 3		3	0
30	1.0	12	10	1/2	1/2	3/4	4	1		vi	D	IV		vi		vi							m	0	0	3, 0, 4		3	3
31	1.0	13	11	0	0	3/4	4	1		V7	D	IV		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
32	1.0	13	11	1/4	1/4	3/4	4	1		V(6)	D	IV		V(6)		V			6				M	0	0	1, 5, 4		1	1
33	1.0	13	11	1/2	1/2	3/4	4	1		V7(+9)	D	IV		V7(+9)		V		7	+9				Mm7	0	0	1, 5, 2, -1	3	1	1
34	3.0	14	12	0	0	3/4	4	1		V7	D	IV		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
37	2.0	15	13	0	0	3/4	4	1		I	D	IV		I		I							M	0	0	0, 4, 1		0	0
39	1.0	15	13	1/2	1/2	3/4	4	1		I+	D	IV		I+		I	+						+	0	0	0, 4, 8		0	0
40	2.0	16	14	0	0	3/4	4	1		IV	D	IV		IV		IV							M	0	0	-1, 3, 0		-1	-1
42	1.0	16	14	1/2	1/2	3/4	4	1		ii6	D	IV		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
43	1.0	17	15	0	0	3/4	4	1		V2(4)	D	IV		V2(4)		V		2	4				Mm7	0	0	-1, 1, 0, 2		1	-1
44	1.0	17	15	1/4	1/4	3/4	4	1		V2	D	IV		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
45	1.0	17	15	1/2	1/2	3/4	4	1		I6	D	IV		I6		I		6					M	0	0	4, 1, 0		0	4
46	1.0	18	16	0	0	3/4	4	1		V(64)	D	IV		V(64)		V			64				M	0	0	1, 0, 4		1	1
47	1.0	18	16	1/4	1/4	3/4	4	1		V\\	D	IV		V		V						\\	M	0	0	1, 5, 2		1	1
48	1.0	18	16	1/2	1/2	3/4	4	1		V+6	D	IV		V+6		V	+	6					+	0	0	5, 9, 1		1	5
49	2.0	19	17	0	0	3/4	4	1		I(4)	D	IV		I(4)		I			4				M	0	0	0, -1, 1		0	0
51	1.0	19	17	1/2	1/2	3/4	4	1		V43/V	D	IV		V43/V		V		43		V			Mm7	0	0	3, 0, 2, 6		2	3
52	1.0	20	18	0	0	3/4	4	1		V6(2)	D	IV		V6(2)		V		6	2				M	0	0	5, 2, 3		1	5
53	1.0	20	18	1/4	1/4	3/4	4	1		V6	D	IV		V6		V		6					M	0	0	5, 2, 1		1	5
54	1.0	20	18	1/2	1/2	3/4	4	1		I.V65	D	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
55	1.0	21	19	0	0	3/4	4	1		I(4)	D	I		I(4)		I			4				M	0	0	0, -1, 1		0	0
56	1.0	21	19	1/4	1/4	3/4	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
57	1.0	21	19	1/2	1/2	3/4	4	1		ii7	D	I		ii7		ii		7					mm7	0	0	2, -1, 3, 0		2	2
58	3.0	22	20	0	0	3/4	4	1		#viio7/iii	D	I		#viio7/iii		#vii	o	7		iii			o7	0	0	9, 6, 3, 0		9	9
61	3.0	23	21	0	0	3/4	4	1		I6(#4)	D	I		I6(#4)		I		6	#4				M	0	0	4, 6, 0		0	4
64	2.0	24	22	0	0	3/4	4	1		I6	D	I		I6		I		6					M	0	0	4, 1, 0		0	4
66	4.0	24	22	1/2	1/2	3/4	4	1		I+6	D	I		I+6		I	+	6					+	0	0	4, 8, 0		0	4
70	3.0	26	24	0	0	3/4	4	1		IV	D	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
73	3.0	27	25	0	0	3/4	4	1		Ger6/vi	D	I		Ger6/vi	Ger	vii	o	65	b3	V/vi			Ger	0	0	-1, 3, 0, 9		9	-1
76	6.0	28	26	0	0	3/4	4	1		V/vi\\	D	I		V/vi		V				vi		\\	M	0	0	4, 8, 5		4	4
82	3.0	30	28	0	0	3/4	4	1		ii	D	I		ii		ii							m	0	0	2, -1, 3		2	2
85	3.0	31	29	0	0	3/4	4	1		V2(4)	D	I		V2(4)		V		2	4				Mm7	0	0	-1, 1, 0, 2		1	-1
88	2.0	32	30	0	0	3/4	4	1		V2	D	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
90	1.0	32	30	1/2	1/2	3/4	4	1		I6	D	I		I6		I		6					M	0	0	4, 1, 0		0	4
91	2.0	33	31	0	0	3/4	4	1		ii6(2)	D	I		ii6(2)		ii		6	2				m	0	0	-1, 3, 4		2	-1
93	1.0	33	31	1/2	1/2	3/4	4	1		ii6	D	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
94	3.0	34	32	0	0	3/4	4	1		V7	D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
97	3.0	35	33	0	0	3/4	4	1		I\\	D	I		I		I						\\	M	0	0	0, 4, 1		0	0
100	3.0	36	34	0	0	3/4	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
103	5.0	37	35	0	0	3/4	4	1		V6	D	I		V6		V		6					M	0	0	5, 2, 1		1	5
108	1.0	38	36	1/2	1/2	3/4	4	1		V65	D	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
109	1.0	39	37	0	0	3/4	4	1		I(4)	D	I		I(4)		I			4				M	0	0	0, -1, 1		0	0
110	2.0	39	37	1/4	1/4	3/4	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
112	2.0	40	38	0	0	3/4	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
114	1.0	40	38	1/2	1/2	3/4	4	1		V7/IV	D	I		V7/IV		V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
115	1.0	41	39	0	0	3/4	4	1		V6(2)/ii	D	I		V6(2)/ii		V		6	2	ii			M	0	0	7, 4, -2		3	7
116	5.0	41	39	1/4	1/4	3/4	4	1		V6/ii	D	I		V6/ii		V		6		ii			M	0	0	7, 4, 3		3	7
121	2.0	43	41	0	0	3/4	4	1		ii	D	I		ii		ii							m	0	0	2, -1, 3		2	2
123	1.0	43	41	1/2	1/2	3/4	4	1		viio65/ii	D	I		viio65/ii		vii	o	65		ii			o7	0	0	-3, -6, -9, 0		0	-3
124	2.0	44	42	0	0	3/4	4	1		ii6	D	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
126	1.0	44	42	1/2	1/2	3/4	4	1		viio7/V	D	I		viio7/V		vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
127	1.0	45	43	0	0	3/4	4	1		V[V64	D	I	V	V64		V		64					M	0	0	2, 1, 5		1	2
128	2.0	45	43	1/4	1/4	3/4	4	1		I6	D	I	V	I6		I		6					M	0	0	4, 1, 0		0	4
130	1.0	46	44	0	0	3/4	4	1		V6	D	I	V	V6		V		6					M	0	0	5, 2, 1		1	5
131	1.0	46	44	1/4	1/4	3/4	4	1		vi6	D	I	V	vi6		vi		6					m	0	0	0, 4, 3		3	0
132	1.0	46	44	1/2	1/2	3/4	4	1		IV6	D	I	V	IV6		IV		6					M	0	0	3, 0, -1		-1	3
133	1.0	47	45	0	0	3/4	4	1		iii6	D	I	V	iii6		iii		6					m	0	0	1, 5, 4		4	1
134	1.0	47	45	1/4	1/4	3/4	4	1		IV6	D	I	V	IV6		IV		6					M	0	0	3, 0, -1		-1	3
135	1.0	47	45	1/2	1/2	3/4	4	1		ii6	D	I	V	ii6		ii		6					m	0	0	-1, 3, 2		2	-1
136	1.0	48	46	0	0	3/4	4	1		I6	D	I	V	I6		I		6					M	0	0	4, 1, 0		0	4
137	1.0	48	46	1/4	1/4	3/4	4	1		ii6]	D	I	V	ii6		ii		6					m	0	0	-1, 3, 2		2	-1
138	1.0	48	46	1/2	1/2	3/4	4	1		#viio7/vi	D	I		#viio7/vi		#vii	o	7		vi			o7	0	0	8, 5, 2, -1		8	8
139	3.0	49	47	0	0	3/4	4	1		vi	D	I		vi		vi							m	0	0	3, 0, 4		3	3
142	3.0	50	48	0	0	3/4	4	1		V65/V	D	I		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
145	3.0	51	49	0	0	3/4	4	1		V[I64	D	I	V	I64		I		64					M	0	0	1, 0, 4		0	1
148	1.0	52	50	0	0	3/4	4	1		V7	D	I	V	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
149	1.0	52	50	1/4	1/4	3/4	4	1		I64]	D	I	V	I64		I		64					M	0	0	1, 0, 4		0	1
150	1.0	52	50	1/2	1/2	3/4	4	1		#viio/vi	D	I		#viio/vi		#vii	o			vi			o	0	0	8, 5, 2		8	8
151	3.0	53	51	0	0	3/4	4	1		vi	D	I		vi		vi							m	0	0	3, 0, 4		3	3
154	3.0	54	52	0	0	3/4	4	1		V65/V	D	I		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
157	3.0	55	53	0	0	3/4	4	1		V[I64	D	I	V	I64		I		64					M	0	0	1, 0, 4		0	1
160	3.0	56	54	0	0	3/4	4	1		V7	D	I	V	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
163	3.0	57	55	0	0	3/4	4	1		I6	D	I	V	I6		I		6					M	0	0	4, 1, 0		0	4
166	2.0	58	56	0	0	3/4	4	1		V2]	D	I	V	V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
168	1.0	58	56	1/2	1/2	3/4	4	1		V2	D	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
169	1.0	59	57	0	0	3/4	4	1		I6	D	I		I6		I		6					M	0	0	4, 1, 0		0	4
170	1.0	59	57	1/4	1/4	3/4	4	1		IV6	D	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
171	1.0	59	57	1/2	1/2	3/4	4	1		I64	D	I		I64		I		64					M	0	0	1, 0, 4		0	1
172	1.0	60	58	0	0	3/4	4	1		V2	D	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
173	1.0	60	58	1/4	1/4	3/4	4	1		I6	D	I		I6		I		6					M	0	0	4, 1, 0		0	4
174	1.0	60	58	1/2	1/2	3/4	4	1		V43	D	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
175	1.0	61	59	0	0	3/4	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
176	1.0	61	59	1/4	1/4	3/4	4	1		vi7	D	I		vi7		vi		7					mm7	0	0	3, 0, 4, 1		3	3
177	1.0	61	59	1/2	1/2	3/4	4	1		V(4)	D	I		V(4)		V			4				M	0	0	1, 0, 2		1	1
178	1.0	62	60	0	0	3/4	4	1		IV	D	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
179	1.0	62	60	1/4	1/4	3/4	4	1		I6(+4)	D	I		I6(+4)		I		6	+4				M	0	0	4, 1, 0	-1	0	4
180	1.0	62	60	1/2	1/2	3/4	4	1		V43	D	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
181	3.0	63	61	0	0	3/4	4	1		I(4+2)	D	I		I(4+2)		I			4+2				M	0	0	0, -1, 1	2	0	0
184	2.0	64	62	0	0	3/4	4	1		I\\	D	I		I		I						\\	M	0	0	0, 4, 1		0	0
186	1.0	65	62	0	1/2	3/4	4	1		i.i	D	i		i		i							m	0	1	0, -3, 1		0	0
187	3.0	66	63	0	0	3/4	4	1		i	D	i		i		i							m	0	1	0, -3, 1		0	0
190	3.0	67	64	0	0	3/4	4	1		v6	D	i		v6		v		6					m	0	1	-2, 2, 1		1	-2
193	2.0	68	65	0	0	3/4	4	1		iv6(2)	D	i		iv6(2)		iv		6	2				m	0	1	-4, 0, 1		-1	-4
195	1.0	68	65	1/2	1/2	3/4	4	1		Ger6	D	i		Ger6	Ger	vii	o	65	b3	V			Ger	0	1	-4, 0, -3, 6		6	-4
196	3.0	69	66	0	0	3/4	4	1		V\\	D	i		V		V						\\	M	0	1	1, 5, 2		1	1
199	3.0	70	67	0	0	3/4	4	1		i	D	i		i		i							m	0	1	0, -3, 1		0	0
202	3.0	71	68	0	0	3/4	4	1		v6	D	i		v6		v		6					m	0	1	-2, 2, 1		1	-2
205	2.0	72	69	0	0	3/4	4	1		iv6(2)	D	i		iv6(2)		iv		6	2				m	0	1	-4, 0, 1		-1	-4
207	1.0	72	69	1/2	1/2	3/4	4	1		Ger6	D	i		Ger6	Ger	vii	o	65	b3	V			Ger	0	1	-4, 0, -3, 6		6	-4
208	3.0	73	70	0	0	3/4	4	1		V\\	D	i		V		V						\\	M	0	1	1, 5, 2		1	1
211	3.0	74	71	0	0	3/4	4	1		i	D	i		i		i							m	0	1	0, -3, 1		0	0
214	3.0	75	72	0	0	3/4	4	1		#viio7/ii	D	i		#viio7/ii		#vii	o	7		ii			o7	0	1	7, 4, 1, -2		7	7
217	2.0	76	73	0	0	3/4	4	1		v.V(64)	D	v		V(64)		V			64				M	0	1	1, 0, -3		1	1
219	1.0	76	73	1/2	1/2	3/4	4	1		V7	D	v		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
220	3.0	77	74	0	0	3/4	4	1		i\\	D	v		i		i						\\	m	0	1	0, -3, 1		0	0
223	3.0	79	75	0	0	3/4	4	1		iv.vi	D	iv		vi		vi							m	0	1	-4, -7, -3		-4	-4
226	3.0	80	76	0	0	3/4	4	1		iv6	D	iv		iv6		iv		6					m	0	1	-4, 0, -1		-1	-4
229	2.0	81	77	0	0	3/4	4	1		#viio6(2)	D	iv		#viio6(2)		#vii	o	6	2				o	0	1	2, -1, 0		5	2
231	1.0	81	77	1/2	1/2	3/4	4	1		#viio6	D	iv		#viio6		#vii	o	6					o	0	1	2, -1, 5		5	2
232	3.0	82	78	0	0	3/4	4	1		i\\	D	iv		i		i						\\	m	0	1	0, -3, 1		0	0
235	3.0	83	79	0	0	3/4	4	1		i	D	iv		i		i							m	0	1	0, -3, 1		0	0
238	3.0	84	80	0	0	3/4	4	1		i.i6	D	i		i6		i		6					m	0	1	-3, 1, 0		0	-3
241	2.5	85	81	0	0	3/4	4	1		#viio6(2)	D	i		#viio6(2)		#vii	o	6	2				o	0	1	2, -1, 0		5	2
487/2	0.5	85	81	5/8	5/8	3/4	4	1		#viio6	D	i		#viio6		#vii	o	6					o	0	1	2, -1, 5		5	2
244	3.0	86	82	0	0	3/4	4	1		i\\	D	i		i		i						\\	m	0	1	0, -3, 1		0	0
247	3.0	87	83	0	0	3/4	4	1		i	D	i		i		i							m	0	1	0, -3, 1		0	0
250	3.0	88	84	0	0	3/4	4	1		v6	D	i		v6		v		6					m	0	1	-2, 2, 1		1	-2
253	2.5	89	85	0	0	3/4	4	1		iv6(2)	D	i		iv6(2)		iv		6	2				m	0	1	-4, 0, 1		-1	-4
511/2	0.5	89	85	5/8	5/8	3/4	4	1		Ger6	D	i		Ger6	Ger	vii	o	65	b3	V			Ger	0	1	-4, 0, -3, 6		6	-4
256	3.0	90	86	0	0	3/4	4	1		V\\	D	i		V		V						\\	M	0	1	1, 5, 2		1	1
259	2.5	91	87	0	0	3/4	4	1		iv6(2)	D	i		iv6(2)		iv		6	2				m	0	1	-4, 0, 1		-1	-4
523/2	0.5	91	87	5/8	5/8	3/4	4	1		Ger6	D	i		Ger6	Ger	vii	o	65	b3	V			Ger	0	1	-4, 0, -3, 6		6	-4
262	3.0	92	88	0	0	3/4	4	1		V	D	i		V		V							M	0	1	1, 5, 2		1	1
265	2.5	93	89	0	0	3/4	4	1		iv6(2)	D	i		iv6(2)		iv		6	2				m	0	1	-4, 0, 1		-1	-4
535/2	3.5	93	89	5/8	5/8	3/4	4	1		Ger6	D	i		Ger6	Ger	vii	o	65	b3	V			Ger	0	1	-4, 0, -3, 6		6	-4
271	12.0	95	91	0	0	3/4	4	1		V\\	D	i		V		V						\\	M	0	1	1, 5, 2		1	1
283	10.0	99	95	0	0	3/4	4	1		V7	D	i		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
293	2.0	102	98	1/4	1/4	3/4	4	1		I.I	D	I		I		I							M	0	0	0, 4, 1		0	0
295	2.0	103	99	0	0	3/4	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
297	1.0	103	99	1/2	1/2	3/4	4	1		I+	D	I		I+		I	+						+	0	0	0, 4, 8		0	0
298	2.0	104	100	0	0	3/4	4	1		ii6(2)	D	I		ii6(2)		ii		6	2				m	0	0	-1, 3, 4		2	-1
300	1.0	104	100	1/2	1/2	3/4	4	1		ii6	D	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
301	1.0	105	101	0	0	3/4	4	1		V2(4)	D	I		V2(4)		V		2	4				Mm7	0	0	-1, 1, 0, 2		1	-1
302	1.0	105	101	1/4	1/4	3/4	4	1		V2	D	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
303	1.0	105	101	1/2	1/2	3/4	4	1		I6	D	I		I6		I		6					M	0	0	4, 1, 0		0	4
304	1.0	106	102	0	0	3/4	4	1		V(64)	D	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
305	2.0	106	102	1/4	1/4	3/4	4	1		V\\	D	I		V		V						\\	M	0	0	1, 5, 2		1	1
307	3.0	107	103	0	0	3/4	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
310	1.0	108	104	0	0	3/4	4	1		vi(6)	D	I		vi(6)		vi			6				m	0	0	3, 0, -1		3	3
311	1.0	108	104	1/4	1/4	3/4	4	1		vi	D	I		vi		vi							m	0	0	3, 0, 4		3	3
312	1.0	108	104	1/2	1/2	3/4	4	1		iii.#viio43	D	iii		#viio43		#vii	o	43					o7	0	1	-1, -4, 5, 2		5	-1
313	1.0	109	105	0	0	3/4	4	1		i6	D	iii		i6		i		6					m	0	1	-3, 1, 0		0	-3
314	1.0	109	105	1/4	1/4	3/4	4	1		i	D	iii		i		i							m	0	1	0, -3, 1		0	0
315	0.5	109	105	1/2	1/2	3/4	4	1		V7(6)	D	iii		V7(6)		V		7	6				Mm7	0	1	1, 5, -3, -1		1	1
631/2	0.5	109	105	5/8	5/8	3/4	4	1		V7	D	iii		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
316	3.0	110	106	0	0	3/4	4	1		i\\	D	iii		i		i						\\	m	0	1	0, -3, 1		0	0
319	2.0	111	107	0	0	3/4	4	1		I.I	D	I		I		I							M	0	0	0, 4, 1		0	0
321	1.0	111	107	1/2	1/2	3/4	4	1		I+	D	I		I+		I	+						+	0	0	0, 4, 8		0	0
322	2.0	112	108	0	0	3/4	4	1		IV	D	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
324	1.0	112	108	1/2	1/2	3/4	4	1		ii6	D	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
325	1.0	113	109	0	0	3/4	4	1		V2(4)	D	I		V2(4)		V		2	4				Mm7	0	0	-1, 1, 0, 2		1	-1
326	1.0	113	109	1/4	1/4	3/4	4	1		V2	D	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
327	1.0	113	109	1/2	1/2	3/4	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
328	1.0	114	110	0	0	3/4	4	1		V(64)	D	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
329	2.0	114	110	1/4	1/4	3/4	4	1		V\\	D	I		V		V						\\	M	0	0	1, 5, 2		1	1
331	3.0	115	111	0	0	3/4	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
334	1.0	116	112	0	0	3/4	4	1		iii.iv(6)	D	iii		iv(6)		iv			6				m	0	1	-1, -4, 2		-1	-1
335	1.0	116	112	1/4	1/4	3/4	4	1		iv	D	iii		iv		iv							m	0	1	-1, -4, 0		-1	-1
336	1.0	116	112	1/2	1/2	3/4	4	1		iv(#4)	D	iii		iv(#4)		iv			#4				m	0	1	-1, -4, 5		-1	-1
337	2.0	117	113	0	0	3/4	4	1		i	D	iii		i		i							m	0	1	0, -3, 1		0	0
339	0.5	117	113	1/2	1/2	3/4	4	1		V(6)	D	iii		V(6)		V			6				M	0	1	1, 5, -3		1	1
679/2	0.5	117	113	5/8	5/8	3/4	4	1		V	D	iii		V		V							M	0	1	1, 5, 2		1	1
340	3.0	118	114	0	0	3/4	4	1		i\\	D	iii		i		i						\\	m	0	1	0, -3, 1		0	0
343	1.0	119	115	0	0	3/4	4	1		I.V7/ii	D	I		V7/ii		V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
344	1.0	119	115	1/4	1/4	3/4	4	1		V(64)/ii	D	I		V(64)/ii		V			64	ii			M	0	0	3, 2, -1		3	3
345	1.0	119	115	1/2	1/2	3/4	4	1		#viio64/ii	D	I		#viio64/ii		#vii	o	64		ii			o	0	0	1, 7, 4		7	1
346	2.0	120	116	0	0	3/4	4	1		ii6	D	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
348	1.0	120	116	1/2	1/2	3/4	4	1		ii	D	I		ii		ii							m	0	0	2, -1, 3		2	2
349	2.0	121	117	0	0	3/4	4	1		V7/IV	D	I		V7/IV		V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
351	1.0	121	117	1/2	1/2	3/4	4	1		V7(+9)/IV	D	I		V7(+9)/IV		V		7	+9	IV			Mm7	0	0	0, 4, 1, -2	2	0	0
352	2.0	122	118	0	0	3/4	4	1		V7/IV	D	I		V7/IV		V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
354	1.0	122	118	1/2	1/2	3/4	4	1		IV.I	D	IV		I		I							M	0	0	0, 4, 1		0	0
355	2.0	123	119	0	0	3/4	4	1		I	D	IV		I		I							M	0	0	0, 4, 1		0	0
357	1.0	123	119	1/2	1/2	3/4	4	1		I+	D	IV		I+		I	+						+	0	0	0, 4, 8		0	0
358	2.0	124	120	0	0	3/4	4	1		ii6(2)	D	IV		ii6(2)		ii		6	2				m	0	0	-1, 3, 4		2	-1
360	1.0	124	120	1/2	1/2	3/4	4	1		ii6	D	IV		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
361	1.0	125	121	0	0	3/4	4	1		V2(4)	D	IV		V2(4)		V		2	4				Mm7	0	0	-1, 1, 0, 2		1	-1
362	1.0	125	121	1/4	1/4	3/4	4	1		V2	D	IV		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
363	1.0	125	121	1/2	1/2	3/4	4	1		I6	D	IV		I6		I		6					M	0	0	4, 1, 0		0	4
364	1.0	126	122	0	0	3/4	4	1		V(64)	D	IV		V(64)		V			64				M	0	0	1, 0, 4		1	1
365	1.0	126	122	1/4	1/4	3/4	4	1		V\\	D	IV		V		V						\\	M	0	0	1, 5, 2		1	1
366	1.0	126	122	1/2	1/2	3/4	4	1		V+6	D	IV		V+6		V	+	6					+	0	0	5, 9, 1		1	5
367	1.0	127	123	0	0	3/4	4	1		I(4)	D	IV		I(4)		I			4				M	0	0	0, -1, 1		0	0
368	1.0	127	123	1/4	1/4	3/4	4	1		I	D	IV		I		I							M	0	0	0, 4, 1		0	0
369	1.0	127	123	1/2	1/2	3/4	4	1		I.viio6	D	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
370	1.0	128	124	0	0	3/4	4	1		I6(2)	D	I		I6(2)		I		6	2				M	0	0	4, 1, 2		0	4
371	1.0	128	124	1/4	1/4	3/4	4	1		I6	D	I		I6		I		6					M	0	0	4, 1, 0		0	4
372	1.0	128	124	1/2	1/2	3/4	4	1		V6	D	I		V6		V		6					M	0	0	5, 2, 1		1	5
373	1.0	129	125	0	0	3/4	4	1		V(4)	D	I		V(4)		V			4				M	0	0	1, 0, 2		1	1
374	1.0	129	125	1/4	1/4	3/4	4	1		V	D	I		V		V							M	0	0	1, 5, 2		1	1
375	1.0	129	125	1/2	1/2	3/4	4	1		ii7	D	I		ii7		ii		7					mm7	0	0	2, -1, 3, 0		2	2
376	3.0	130	126	0	0	3/4	4	1		viio7	D	I		viio7		vii	o	7					o7	0	0	5, 2, -1, -4		5	5
379	3.0	131	127	0	0	3/4	4	1		I6(#4)	D	I		I6(#4)		I		6	#4				M	0	0	4, 6, 0		0	4
382	2.0	132	128	0	0	3/4	4	1		I6	D	I		I6		I		6					M	0	0	4, 1, 0		0	4
384	4.0	132	128	1/2	1/2	3/4	4	1		I+6	D	I		I+6		I	+	6					+	0	0	4, 8, 0		0	4
388	3.0	134	130	0	0	3/4	4	1		IV	D	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
391	3.0	135	131	0	0	3/4	4	1		Ger/vi	D	I		Ger/vi	Ger	vii	o	65	b3	V/vi			Ger	0	0	-1, 3, 0, 9		9	-1
394	6.0	136	132	0	0	3/4	4	1		V/vi\\	D	I		V/vi		V				vi		\\	M	0	0	4, 8, 5		4	4
