quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1424	19.0	357	357	0	0	4/4	4	1		V7		F	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
1443	1.0	361	361	3/4	3/4	4/4	4	1		#iio(4)		F	I		#iio(4)		#ii	o		4				o	0	0	9, 1, 3		9	9
1444	4.0	362	362	0	0	4/4	4	1		I6		F	I		I6		I		6					M	0	0	4, 1, 0		0	4
1448	4.0	363	363	0	0	4/4	4	1		IV		F	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
1452	4.0	364	364	0	0	4/4	4	1		V(64)		F	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
1456	3.0	365	365	0	0	4/4	4	1		V7		F	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
1459	1.0	365	365	3/4	3/4	4/4	4	1		V2		F	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
1460	4.0	366	366	0	0	4/4	4	1		I6		F	I		I6		I		6					M	0	0	4, 1, 0		0	4
1464	4.0	367	367	0	0	4/4	4	1		viio7/V		F	I		viio7/V		vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
1468	3.0	368	368	0	0	4/4	4	1		V(64)		F	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
1471	1.0	368	368	3/4	3/4	4/4	4	1		vi		F	I		vi		vi							m	0	0	3, 0, 4		3	3
1472	1.0	369	369	0	0	4/4	4	1		V		F	I		V		V							M	0	0	1, 5, 2		1	1
1473	1.0	369	369	1/4	1/4	4/4	4	1		vi		F	I		vi		vi							m	0	0	3, 0, 4		3	3
1474	1.0	369	369	1/2	1/2	4/4	4	1		V		F	I		V		V							M	0	0	1, 5, 2		1	1
1475	1.0	369	369	3/4	3/4	4/4	4	1		vi		F	I		vi		vi							m	0	0	3, 0, 4		3	3
1476	8.0	370	370	0	0	4/4	4	1		V7		F	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
1484	1.0	372	372	0	0	4/4	4	1		V7		F	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
1485	3.0	372	372	1/4	1/4	4/4	4	1		I6		F	I		I6		I		6					M	0	0	4, 1, 0		0	4
1488	4.0	373	373	0	0	4/4	4	1		I64		F	I		I64		I		64					M	0	0	1, 0, 4		0	1
1492	8.0	374	374	0	0	4/4	4	1		I		F	I		I		I							M	0	0	0, 4, 1		0	0
1500	8.0	376	376	0	0	4/4	4	1		V43		F	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
1508	8.0	378	378	0	0	4/4	4	1		I		F	I		I		I							M	0	0	0, 4, 1		0	0
1516	8.0	380	380	0	0	4/4	4	1		V43		F	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
1524	4.0	382	382	0	0	4/4	4	1		I6		F	I		I6		I		6					M	0	0	4, 1, 0		0	4
1528	12.0	383	383	0	0	4/4	4	1		V43		F	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
1540	4.0	386	386	0	0	4/4	4	1		V64		F	I		V64		V		64					M	0	0	2, 1, 5		1	2
1544	4.0	387	387	0	0	4/4	4	1		I		F	I		I		I							M	0	0	0, 4, 1		0	0
1548	4.0	388	388	0	0	4/4	4	1		V43		F	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
1552	4.0	389	389	0	0	4/4	4	1		I		F	I		I		I							M	0	0	0, 4, 1		0	0
1556	4.0	390	390	0	0	4/4	4	1		V43		F	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
1560	20.0	391	391	0	0	4/4	4	1		I		F	I		I		I							M	0	0	0, 4, 1		0	0
1580	8.0	396	396	0	0	4/4	4	1		vi		F	I		vi		vi							m	0	0	3, 0, 4		3	3
1588	4.0	398	398	0	0	4/4	4	1		V		F	I		V		V							M	0	0	1, 5, 2		1	1
1592	2.0	399	399	0	0	4/4	4	1		I		F	I		I		I							M	0	0	0, 4, 1		0	0
1594	2.0	399	399	1/2	1/2	4/4	4	1		V7		F	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
1596	4.0	400	400	0	0	4/4	4	1		I6\\		F	I		I6		I		6				\\	M	0	0	4, 1, 0		0	4
