quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
218	1.5	110	110	0	0	2/4	4	1		viio6		D	I	I	viio6		vii	o	6					o	0	0	2, -1, 5		5	2
439/2	0.5	110	110	3/8	3/8	2/4	4	1		viio43		D	I	I	viio43		vii	o	43					o7	0	0	-1, -4, 5, 2		5	-1
220	1.5	111	111	0	0	2/4	4	1		viio6		D	I	I	viio6		vii	o	6					o	0	0	2, -1, 5		5	2
443/2	0.5	111	111	3/8	3/8	2/4	4	1		viio43		D	I	I	viio43		vii	o	43					o7	0	0	-1, -4, 5, 2		5	-1
222	0.5	112	112	0	0	2/4	4	1		I]		D	I	I	I		I							M	0	0	0, 4, 1		0	0
445/2	5.5	112	112	1/8	1/8	2/4	4	1		I		D	I		I		I							M	0	0	0, 4, 1		0	0
228	2.0	115	115	0	0	2/4	4	1		V7		D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
230	2.0	116	116	0	0	2/4	4	1		I		D	I		I		I							M	0	0	0, 4, 1		0	0
232	2.0	117	117	0	0	2/4	4	1		V7/iv		D	I		V7/iv		V		7		iv			Mm7	0	0	0, 4, 1, -2		0	0
234	1.5	118	118	0	0	2/4	4	1		iv		D	I		iv		iv							m	0	0	-1, -4, 0		-1	-1
471/2	0.5	118	118	3/8	3/8	2/4	4	1		ii/iv		D	I		ii/iv		ii				iv			m	0	0	1, -2, 2		1	1
236	1.0	119	119	0	0	2/4	4	1		iv		D	I		iv		iv							m	0	0	-1, -4, 0		-1	-1
237	2.0	119	119	1/4	1/4	2/4	4	1		I		D	I		I		I							M	0	0	0, 4, 1		0	0
239	0.5	120	120	1/4	1/4	2/4	4	1		vii6		D	I		vii6		vii		6					m	0	0	2, 6, 5		5	2
479/2	0.5	120	120	3/8	3/8	2/4	4	1		I		D	I		I		I							M	0	0	0, 4, 1		0	0
240	1.0	121	121	0	0	2/4	4	1		V7		D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
241	0.5	121	121	1/4	1/4	2/4	4	1		#io		D	I		#io		#i	o						o	0	0	7, 4, 1		7	7
483/2	0.5	121	121	3/8	3/8	2/4	4	1		V65		D	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
242	1.0	122	122	0	0	2/4	4	1		I		D	I		I		I							M	0	0	0, 4, 1		0	0
243	1.0	122	122	1/4	1/4	2/4	4	1		viio43/V		D	I		viio43/V		vii	o	43		V			o7	0	0	0, -3, 6, 3		6	0
244	1.0	123	123	0	0	2/4	4	1		V(964)		D	I		V(964)		V			964				M	0	0	1, 0, 4	3	1	1
245	1.0	123	123	1/4	1/4	2/4	4	1		V\\		D	I		V		V						\\	M	0	0	1, 5, 2		1	1
246	1.0	124	124	0	0	2/4	4	1		V7(b2)		D	I		V7(b2)		V		7	b2				Mm7	0	0	-4, 5, 2, -1		1	-4
247	1.0	124	124	1/4	1/4	2/4	4	1		V7		D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
248	1.0	125	125	0	0	2/4	4	1		I64(b2)		D	I		I64(b2)		I		64	b2				M	0	0	1, -5, 4		0	1
249	1.0	125	125	1/4	1/4	2/4	4	1		I		D	I		I		I							M	0	0	0, 4, 1		0	0
250	1.0	126	126	0	0	2/4	4	1		V7		D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
251	1.0	126	126	1/4	1/4	2/4	4	1		I		D	I		I		I							M	0	0	0, 4, 1		0	0
252	2.0	127	127	0	0	2/4	4	1		V65		D	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
254	2.0	128	128	0	0	2/4	4	1		V43(b9)		D	I		V43(b9)		V		43	b9				Mm7	0	0	2, -1, 1, 5	-4	1	2
256	1.0	129	129	0	0	2/4	4	1		I6		D	I		I6		I		6					M	0	0	4, 1, 0		0	4
257	1.0	129	129	1/4	1/4	2/4	4	1		#viio65/ii		D	I		#viio65/ii		#vii	o	65		ii			o7	0	0	4, 1, -2, 7		7	4
258	1.5	130	130	0	0	2/4	4	1		V65/ii		D	I		V65/ii		V		65		ii			Mm7	0	0	7, 4, 1, 3		3	7
519/2	0.5	130	130	3/8	3/8	2/4	4	1		ii		D	I		ii		ii							m	0	0	2, -1, 3		2	2
260	1.0	131	131	0	0	2/4	4	1		viio43		D	I		viio43		vii	o	43					o7	0	0	-1, -4, 5, 2		5	-1
261	0.5	131	131	1/4	1/4	2/4	4	1		V2		D	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
523/2	1.5	131	131	3/8	3/8	2/4	4	1		V43		D	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
263	1.0	132	132	1/4	1/4	2/4	4	1		I6		D	I		I6		I		6					M	0	0	4, 1, 0		0	4
264	1.0	133	133	0	0	2/4	4	1		ii6		D	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
265	1.0	133	133	1/4	1/4	2/4	4	1		V7		D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
266	2.0	134	134	0	0	2/4	4	1		I[iiio43		D	I	I	iiio43		iii	o	43					o7	0	0	-2, -5, 4, 1		4	-2
268	2.0	135	135	0	0	2/4	4	1		viio7		D	I	I	viio7		vii	o	7					o7	0	0	5, 2, -1, -4		5	5
270	1.0	136	136	0	0	2/4	4	1		I]		D	I	I	I		I							M	0	0	0, 4, 1		0	0
271	0.5	136	136	1/4	1/4	2/4	4	1		I6		D	I		I6		I		6					M	0	0	4, 1, 0		0	4
543/2	0.5	136	136	3/8	3/8	2/4	4	1		IV		D	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
272	1.0	137	137	0	0	2/4	4	1		V(64)		D	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
273	1.0	137	137	1/4	1/4	2/4	4	1		V		D	I		V		V							M	0	0	1, 5, 2		1	1
274	2.0	138	138	0	0	2/4	4	1		I[iiio43		D	I	I	iiio43		iii	o	43					o7	0	0	-2, -5, 4, 1		4	-2
276	2.0	139	139	0	0	2/4	4	1		viio7		D	I	I	viio7		vii	o	7					o7	0	0	5, 2, -1, -4		5	5
278	1.0	140	140	0	0	2/4	4	1		I]		D	I	I	I		I							M	0	0	0, 4, 1		0	0
279	0.5	140	140	1/4	1/4	2/4	4	1		I6		D	I		I6		I		6					M	0	0	4, 1, 0		0	4
559/2	0.5	140	140	3/8	3/8	2/4	4	1		IV		D	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
280	1.0	141	141	0	0	2/4	4	1		V(64)		D	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
281	1.0	141	141	1/4	1/4	2/4	4	1		V7		D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
282	1.5	142	142	0	0	2/4	4	1		I\\		D	I		I		I						\\	M	0	0	0, 4, 1		0	0
567/2	0.5	142	142	3/8	3/8	2/4	4	1		IV		D	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
284	1.0	143	143	0	0	2/4	4	1		I		D	I		I		I							M	0	0	0, 4, 1		0	0
285	0.5	143	143	1/4	1/4	2/4	4	1		I6		D	I		I6		I		6					M	0	0	4, 1, 0		0	4
571/2	0.5	143	143	3/8	3/8	2/4	4	1		IV		D	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
286	1.5	144	144	0	0	2/4	4	1		I		D	I		I		I							M	0	0	0, 4, 1		0	0
575/2	0.5	144	144	3/8	3/8	2/4	4	1		V6		D	I		V6		V		6					M	0	0	5, 2, 1		1	5
288	1.0	145	145	0	0	2/4	4	1		V7/iv		D	I		V7/iv		V		7		iv			Mm7	0	0	0, 4, 1, -2		0	0
289	0.5	145	145	1/4	1/4	2/4	4	1		V7(+9)/iv		D	I		V7(+9)/iv		V		7	+9	iv			Mm7	0	0	0, 4, 1, -2	-5	0	0
579/2	0.5	145	145	3/8	3/8	2/4	4	1		V7/iv		D	I		V7/iv		V		7		iv			Mm7	0	0	0, 4, 1, -2		0	0
290	1.5	146	146	0	0	2/4	4	1		iv64		D	I		iv64		iv		64					m	0	0	0, -1, -4		-1	0
583/2	0.5	146	146	3/8	3/8	2/4	4	1		II65/iv		D	I		II65/iv		II		65		iv			Mm7	0	0	5, 2, -1, 1		1	5
292	1.0	147	147	0	0	2/4	4	1		ii%65/iv		D	I		ii%65/iv		ii	%	65		iv			%7	0	0	-2, -5, -1, 1		1	-2
293	0.5	147	147	1/4	1/4	2/4	4	1		#viio43/iv		D	I		#viio43/iv		#vii	o	43		iv			o7	0	0	-2, -5, 4, 1		4	-2
587/2	0.5	147	147	3/8	3/8	2/4	4	1		iv6		D	I		iv6		iv		6					m	0	0	-4, 0, -1		-1	-4
294	0.5	148	148	0	0	2/4	4	1		V		D	I		V		V							M	0	0	1, 5, 2		1	1
589/2	0.5	148	148	1/8	1/8	2/4	4	1		iiio7		D	I		iiio7		iii	o	7					o7	0	0	4, 1, -2, -5		4	4
295	0.5	148	148	1/4	1/4	2/4	4	1		iiio6		D	I		iiio6		iii	o	6					o	0	0	1, -2, 4		4	1
591/2	0.5	148	148	3/8	3/8	2/4	4	1		iv	ii/.bIII	D	I		iv		iv							m	0	0	-1, -4, 0		-1	-1
296	1.5	149	149	0	0	2/4	4	1		V7/bIII		D	I		V7/bIII		V		7		bIII			Mm7	0	0	-2, 2, -1, -4		-2	-2
595/2	0.5	149	149	3/8	3/8	2/4	4	1		bIII64		D	I		bIII64		bIII		64					M	0	0	-2, -3, 1		-3	-2
298	1.5	150	150	0	0	2/4	4	1		V7/bIII		D	I		V7/bIII		V		7		bIII			Mm7	0	0	-2, 2, -1, -4		-2	-2
599/2	0.5	150	150	3/8	3/8	2/4	4	1		bIII64		D	I		bIII64		bIII		64					M	0	0	-2, -3, 1		-3	-2
300	1.5	151	151	0	0	2/4	4	1		viio7		D	I		viio7		vii	o	7					o7	0	0	5, 2, -1, -4		5	5
603/2	0.5	151	151	3/8	3/8	2/4	4	1		V43		D	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
302	0.5	152	152	0	0	2/4	4	1		viio43		D	I		viio43		vii	o	43					o7	0	0	-1, -4, 5, 2		5	-1
605/2	0.5	152	152	1/8	1/8	2/4	4	1		V43		D	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
303	0.5	152	152	1/4	1/4	2/4	4	1		viio43		D	I		viio43		vii	o	43					o7	0	0	-1, -4, 5, 2		5	-1
607/2	0.5	152	152	3/8	3/8	2/4	4	1		V43		D	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
304	0.5	153	153	0	0	2/4	4	1		V[V7(b9)		D	I	V	V7(b9)		V		7	b9				Mm7	0	0	1, 5, 2, -1	-4	1	1
609/2	1.5	153	153	1/8	1/8	2/4	4	1		V7		D	I	V	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
306	0.5	154	154	0	0	2/4	4	1		I(b6)		D	I	V	I(b6)		I			b6				M	0	0	0, 4, -4		0	0
613/2	1.5	154	154	1/8	1/8	2/4	4	1		I		D	I	V	I		I							M	0	0	0, 4, 1		0	0
308	1.0	155	155	0	0	2/4	4	1		V43		D	I	V	V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
309	1.0	155	155	1/4	1/4	2/4	4	1		I		D	I	V	I		I							M	0	0	0, 4, 1		0	0
310	0.5	156	156	0	0	2/4	4	1		V(6)		D	I	V	V(6)		V			6				M	0	0	1, 5, 4		1	1
621/2	1.5	156	156	1/8	1/8	2/4	4	1		V]		D	I	V	V		V							M	0	0	1, 5, 2		1	1
312	2.0	157	157	0	0	2/4	4	1		V7(b9)		D	I		V7(b9)		V		7	b9				Mm7	0	0	1, 5, 2, -1	-4	1	1
314	2.0	158	158	0	0	2/4	4	1		I64(b6)		D	I		I64(b6)		I		64	b6				M	0	0	-4, 0, 4		0	-4
316	1.0	159	159	0	0	2/4	4	1		V7		D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
317	1.0	159	159	1/4	1/4	2/4	4	1		I64		D	I		I64		I		64					M	0	0	1, 0, 4		0	1
318	0.5	160	160	0	0	2/4	4	1		V(6)		D	I		V(6)		V			6				M	0	0	1, 5, 4		1	1
637/2	1.5	160	160	1/8	1/8	2/4	4	1		V		D	I		V		V							M	0	0	1, 5, 2		1	1
320	3.0	161	161	0	0	2/4	4	1		V7(b9)		D	I		V7(b9)		V		7	b9				Mm7	0	0	1, 5, 2, -1	-4	1	1
323	1.0	162	162	1/4	1/4	2/4	4	1		I		D	I		I		I							M	0	0	0, 4, 1		0	0
324	2.0	163	163	0	0	2/4	4	1		IV		D	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
326	1.0	164	164	0	0	2/4	4	1		ii6		D	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
327	1.0	164	164	1/4	1/4	2/4	4	1		iio		D	I		iio		ii	o						o	0	0	2, -1, -4		2	2
328	2.0	165	165	0	0	2/4	4	1		V7		D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
330	2.0	166	166	0	0	2/4	4	1		I		D	I		I		I							M	0	0	0, 4, 1		0	0
332	0.5	167	167	0	0	2/4	4	1		V[V/V		D	I	V	V/V		V				V			M	0	0	2, 6, 3		2	2
665/2	1.0	167	167	1/8	1/8	2/4	4	1		vii7/V		D	I	V	vii7/V		vii		7		V			mm7	0	0	6, 3, 7, 4		6	6
667/2	2.5	167	167	3/8	3/8	2/4	4	1		V7		D	I	V	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
336	2.0	169	169	0	0	2/4	4	1		I		D	I	V	I		I							M	0	0	0, 4, 1		0	0
338	0.5	170	170	0	0	2/4	4	1		I(9)		D	I	V	I(9)		I			9				M	0	0	0, 4, 1	2	0	0
677/2	0.5	170	170	1/8	1/8	2/4	4	1		I		D	I	V	I		I							M	0	0	0, 4, 1		0	0
339	1.0	170	170	1/4	1/4	2/4	4	1		viio/V		D	I	V	viio/V		vii	o			V			o	0	0	6, 3, 0		6	6
340	1.0	171	171	0	0	2/4	4	1		V7(9)		D	I	V	V7(9)		V		7	9				Mm7	0	0	1, 5, 2, -1	3	1	1
341	1.0	171	171	1/4	1/4	2/4	4	1		V7]		D	I	V	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
342	1.0	172	172	0	0	2/4	4	1		V2(4)/IV		D	I		V2(4)/IV		V		2	4	IV			Mm7	0	0	-2, 0, -1, 1		0	-2
343	1.0	172	172	1/4	1/4	2/4	4	1		V2/IV		D	I		V2/IV		V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
344	0.5	173	173	0	0	2/4	4	1		IV6(2)		D	I		IV6(2)		IV		6	2				M	0	0	3, 0, 1		-1	3
689/2	1.0	173	173	1/8	1/8	2/4	4	1		IV6		D	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
691/2	0.5	173	173	3/8	3/8	2/4	4	1		Ger6		D	I		Ger6	Ger	vii	o	65	b3	V			Ger	0	0	-4, 0, -3, 6		6	-4
346	0.5	174	174	0	0	2/4	4	1		v(64)		D	I		v(64)		v			64				m	0	0	1, 0, 4		1	1
693/2	1.5	174	174	1/8	1/8	2/4	4	1		V(64)		D	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
348	2.0	175	175	0	0	2/4	4	1		V7		D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
350	0.5	176	176	0	0	2/4	4	1		vii2(4)/iii		D	I		vii2(4)/iii		vii		2	4	iii			mm7	0	0	0, 2, 1, 3		2	0
701/2	0.5	176	176	1/8	1/8	2/4	4	1		vii2/iii		D	I		vii2/iii		vii		2		iii			mm7	0	0	0, 2, -1, 3		2	0
351	1.0	176	176	1/4	1/4	2/4	4	1		V2/IV		D	I		V2/IV		V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
352	1.5	177	177	0	0	2/4	4	1		IV6		D	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
707/2	0.5	177	177	3/8	3/8	2/4	4	1		Ger6		D	I		Ger6	Ger	vii	o	65	b3	V			Ger	0	0	-4, 0, -3, 6		6	-4
354	0.5	178	178	0	0	2/4	4	1		v(64)		D	I		v(64)		v			64				m	0	0	1, 0, 4		1	1
709/2	7.5	178	178	1/8	1/8	2/4	4	1		V(64)		D	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
362	4.0	182	182	0	0	2/4	4	1		V7(b9)		D	I		V7(b9)		V		7	b9				Mm7	0	0	1, 5, 2, -1	-4	1	1
366	1.0	184	184	0	0	2/4	4	1		I		D	I		I		I							M	0	0	0, 4, 1		0	0
367	1.0	184	184	1/4	1/4	2/4	4	1		viio2/V		D	I		viio2/V		vii	o	2		V			o7	0	0	-3, 6, 3, 0		6	-3
368	2.0	185	185	0	0	2/4	4	1		viio2		D	I		viio2		vii	o	2					o7	0	0	-4, 5, 2, -1		5	-4
370	1.0	186	186	0	0	2/4	4	1		I		D	I		I		I							M	0	0	0, 4, 1		0	0
371	1.0	186	186	1/4	1/4	2/4	4	1		viio/V		D	I		viio/V		vii	o			V			o	0	0	6, 3, 0		6	6
372	2.0	187	187	0	0	2/4	4	1		V7(2)		D	I		V7(2)		V		7	2				Mm7	0	0	3, 5, 2, -1		1	3
374	2.0	188	188	0	0	2/4	4	1		V7		D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
376	4.0	189	189	0	0	2/4	4	1		I		D	I		I		I							M	0	0	0, 4, 1		0	0
380	2.0	191	191	0	0	2/4	4	1		I\\		D	I		I		I						\\	M	0	0	0, 4, 1		0	0
382	2.0	192	192	0	0	2/4	4	1		viio65/V		D	I		viio65/V		vii	o	65		V			o7	0	0	3, 0, -3, 6		6	3
